,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,DALLAS_ACTION,MEMPHIS_SCORE,DALLAS_SCORE
35,1,7:15.0,,Shooting foul by B. Caboclo (drawn by D. Nowitzki),9,9
36,1,7:15.0,,D. Nowitzki makes free throw 1 of 2,9,10
37,1,7:15.0,,D. Nowitzki makes free throw 2 of 2,9,11
38,1,6:58.0,M. Conley makes 2-pt jump shot from 10 ft (assist by A. Bradley),,11,11
39,1,6:39.0,,T. Hardaway misses 3-pt jump shot from 22 ft,11,11
40,1,6:36.0,Defensive rebound by B. Caboclo,,11,11
41,1,6:36.0,Personal take foul by D. Nowitzki (drawn by B. Caboclo),,11,11
42,1,6:36.0,,Dallas full timeout,11,11
43,1,6:36.0,,D. Finney-Smith enters the game for L. Dončić,11,11
44,1,6:36.0,,M. Kleber enters the game for D. Nowitzki,11,11
45,1,6:36.0,,S. Mejri enters the game for D. Powell,11,11
46,1,6:25.0,J. Valančiūnas makes 2-pt jump shot from 6 ft,,13,11
47,1,6:09.0,,T. Hardaway misses 3-pt jump shot from 25 ft,13,11
48,1,6:06.0,Defensive rebound by J. Valančiūnas,,13,11
49,1,5:57.0,C. Miles misses 3-pt jump shot from 23 ft,,13,11
50,1,5:54.0,Offensive rebound by B. Caboclo,,13,11
51,1,5:52.0,J. Valančiūnas makes 2-pt hook shot from 3 ft (assist by B. Caboclo),,15,11
52,1,5:38.0,,J. Brunson makes 2-pt jump shot from 18 ft (assist by T. Hardaway),15,13
53,1,5:13.0,J. Valančiūnas makes 2-pt jump shot from 3 ft,,17,13
54,1,4:49.0,,Shooting foul by J. Valančiūnas (drawn by T. Hardaway),17,13
55,1,4:49.0,,T. Hardaway makes free throw 1 of 2,17,14
56,1,4:49.0,C. Parsons enters the game for B. Caboclo,,17,14
57,1,4:49.0,D. Wright enters the game for M. Conley,,17,14
58,1,4:49.0,,T. Hardaway makes free throw 2 of 2,17,15
59,1,4:27.0,A. Bradley misses 2-pt jump shot from 20 ft,,17,15
60,1,4:24.0,,Defensive rebound by J. Brunson,17,15
61,1,4:24.0,,Offensive foul by S. Mejri (drawn by J. Valančiūnas),17,15
62,1,4:24.0,,Turnover by S. Mejri (offensive foul),17,15
63,1,4:24.0,J. Noah enters the game for J. Valančiūnas,,17,15
64,1,4:18.0,Offensive foul by D. Wright (drawn by J. Brunson),,17,15
65,1,4:18.0,Turnover by D. Wright (offensive foul),,17,15
66,1,4:02.0,,J. Brunson misses 2-pt jump shot from 19 ft,17,15
67,1,4:00.0,Defensive rebound by J. Noah,,17,15
68,1,3:52.0,D. Wright misses 2-pt jump shot from 4 ft,,17,15
69,1,3:51.0,Offensive rebound by J. Noah,,17,15
70,1,3:51.0,J. Noah makes 2-pt layup from 2 ft,,19,15
71,1,3:34.0,,J. Brunson misses 2-pt layup from 5 ft (block by D. Wright),19,15
72,1,3:32.0,Defensive rebound by A. Bradley,,19,15
73,1,3:26.0,D. Wright makes 2-pt layup from 1 ft,,21,15
74,1,3:26.0,,Dallas full timeout,21,15
75,1,3:26.0,,L. Dončić enters the game for J. Brunson,21,15
76,1,3:26.0,,D. Harris enters the game for T. Hardaway,21,15
77,1,3:26.0,,D. Powell enters the game for S. Mejri,21,15
78,1,3:12.0,,Personal foul by C. Parsons (drawn by M. Kleber),21,15
79,1,3:12.0,,M. Kleber makes free throw 1 of 2,21,16
80,1,3:12.0,,M. Kleber makes free throw 2 of 2,21,17
81,1,2:51.0,Shooting foul by L. Dončić (drawn by A. Bradley),,21,17
82,1,2:51.0,A. Bradley makes free throw 1 of 2,,22,17
83,1,2:51.0,A. Bradley makes free throw 2 of 2,,23,17
84,1,2:30.0,,M. Kleber misses 2-pt layup from 4 ft (block by J. Noah),23,17
85,1,2:27.0,,Offensive rebound by M. Kleber,23,17
86,1,2:26.0,,M. Kleber misses 2-pt layup from 2 ft,23,17
87,1,2:26.0,,Offensive rebound by M. Kleber,23,17
88,1,2:22.0,,M. Kleber misses 2-pt layup from 2 ft,23,17
89,1,2:21.0,Defensive rebound by J. Noah,,23,17
90,1,2:20.0,C. Miles makes 2-pt jump shot from 8 ft,,25,17
91,1,2:20.0,Shooting foul by D. Finney-Smith (drawn by C. Miles),,25,17
92,1,2:20.0,I. Rabb enters the game for A. Bradley,,25,17
93,1,2:20.0,,D. Nowitzki enters the game for M. Kleber,25,17
94,1,2:20.0,C. Miles makes free throw 1 of 1,,26,17
95,1,2:11.0,,L. Dončić misses 3-pt jump shot from 27 ft,26,17
96,1,2:07.0,Defensive rebound by I. Rabb,,26,17
97,1,1:56.0,Shooting foul by D. Finney-Smith (drawn by J. Noah),,26,17
98,1,1:56.0,J. Noah makes free throw 1 of 2,,27,17
99,1,1:56.0,,J. Jackson enters the game for D. Finney-Smith,27,17
100,1,1:56.0,J. Noah makes free throw 2 of 2,,28,17
101,1,1:39.0,,D. Harris misses 3-pt jump shot from 26 ft,28,17
102,1,1:36.0,Defensive rebound by C. Parsons,,28,17
103,1,1:25.0,I. Rabb makes 2-pt jump shot from 16 ft (assist by J. Noah),,30,17
104,1,1:00.0,,D. Nowitzki misses 2-pt jump shot from 21 ft,30,17
105,1,0:58.0,Defensive rebound by J. Noah,,30,17
106,1,0:46.0,Turnover by C. Parsons (bad pass; steal by D. Harris),,30,17
107,1,0:42.0,,L. Dončić makes 2-pt layup from 1 ft (assist by D. Harris),30,19
108,1,0:28.0,D. Wright misses 2-pt jump shot from 11 ft (block by L. Dončić),,30,19
109,1,0:28.0,Offensive rebound by Team,,30,19
110,1,0:23.0,C. Miles makes 3-pt jump shot from 24 ft (assist by D. Wright),,33,19
111,1,0:01.0,,L. Dončić makes 2-pt layup from 3 ft,33,21
112,1,0:01.0,,Violation by Team (delay of game),33,21
113,1,0:01.0,J. Noah misses 3-pt jump shot from 57 ft,,33,21
114,1,0:01.0,Offensive rebound by Team,,33,21
115,2,11:47.0,,Shooting foul by C. Miles (drawn by D. Harris),33,21
116,2,11:47.0,,D. Harris makes free throw 1 of 2,33,22
117,2,11:47.0,,D. Harris misses free throw 2 of 2,33,22
118,2,11:43.0,Defensive rebound by D. Wright,,33,22
119,2,11:28.0,J. Noah misses 2-pt jump shot from 10 ft,,33,22
120,2,11:26.0,,Defensive rebound by D. Powell,33,22
121,2,11:15.0,,D. Nowitzki misses 3-pt jump shot from 26 ft,33,22
122,2,11:12.0,Defensive rebound by C. Miles,,33,22
123,2,11:11.0,J. Noah makes 2-pt layup from 1 ft (assist by C. Miles),,35,22
124,2,11:11.0,Shooting foul by D. Nowitzki (drawn by J. Noah),,35,22
125,2,11:11.0,M. Conley enters the game for C. Miles,,35,22
126,2,11:11.0,,J. Brunson enters the game for J. Jackson,35,22
127,2,11:11.0,J. Noah misses free throw 1 of 1,,35,22
128,2,11:09.0,,Defensive rebound by L. Dončić,35,22
129,2,10:52.0,,D. Powell makes 2-pt layup from 2 ft (assist by D. Harris),35,24
130,2,10:39.0,D. Wright misses 3-pt jump shot from 23 ft,,35,24
131,2,10:37.0,,Defensive rebound by D. Nowitzki,35,24
132,2,10:32.0,,Turnover by D. Harris (lost ball; steal by C. Parsons),35,24
133,2,10:19.0,C. Parsons misses 3-pt jump shot from 25 ft,,35,24
134,2,10:16.0,,Defensive rebound by D. Powell,35,24
135,2,10:08.0,,L. Dončić makes 2-pt jump shot from 9 ft,35,26
136,2,10:08.0,,Shooting foul by M. Conley (drawn by L. Dončić),35,26
137,2,10:08.0,A. Bradley enters the game for C. Parsons,,35,26
138,2,10:08.0,,L. Dončić makes free throw 1 of 1,35,27
139,2,9:57.0,M. Conley misses 3-pt jump shot from 25 ft,,35,27
140,2,9:55.0,,Defensive rebound by D. Harris,35,27
141,2,9:41.0,,J. Brunson misses 3-pt jump shot from 25 ft,35,27
142,2,9:37.0,Defensive rebound by J. Noah,,35,27
143,2,9:29.0,I. Rabb makes 2-pt hook shot from 4 ft (assist by A. Bradley),,37,27
144,2,9:09.0,,L. Dončić misses 3-pt jump shot from 25 ft,37,27
145,2,9:07.0,Defensive rebound by A. Bradley,,37,27
146,2,8:56.0,A. Bradley makes 2-pt jump shot from 23 ft (assist by J. Noah),,39,27
147,2,8:55.0,,Dallas full timeout,39,27
148,2,8:55.0,,D. Finney-Smith enters the game for L. Dončić,39,27
149,2,8:41.0,,D. Powell makes 3-pt jump shot from 25 ft (assist by D. Nowitzki),39,30
150,2,8:24.0,Turnover by J. Noah (bad pass; steal by D. Finney-Smith),,39,30
151,2,8:15.0,,D. Nowitzki misses 3-pt jump shot from 26 ft,39,30
152,2,8:13.0,Defensive rebound by Team,,39,30
153,2,8:04.0,Personal foul by J. Brunson (drawn by M. Conley),,39,30
154,2,8:04.0,,M. Kleber enters the game for D. Nowitzki,39,30
155,2,7:59.0,M. Conley misses 2-pt jump shot from 19 ft,,39,30
156,2,7:58.0,Offensive rebound by Team,,39,30
157,2,7:49.0,A. Bradley misses 2-pt jump shot from 8 ft (block by D. Finney-Smith),,39,30
158,2,7:49.0,Offensive rebound by Team,,39,30
159,2,7:44.0,A. Bradley misses 3-pt jump shot from 30 ft,,39,30
160,2,7:41.0,,Defensive rebound by J. Brunson,39,30
161,2,7:32.0,,J. Brunson misses 2-pt jump shot from 7 ft (block by J. Noah),39,30
162,2,7:29.0,Defensive rebound by J. Noah,,39,30
163,2,7:25.0,Shooting foul by J. Brunson (drawn by M. Conley),,39,30
164,2,7:25.0,M. Conley makes free throw 1 of 2,,40,30
165,2,7:25.0,B. Caboclo enters the game for J. Noah,,40,30
166,2,7:25.0,J. Valančiūnas enters the game for I. Rabb,,40,30
167,2,7:25.0,,T. Burke enters the game for J. Brunson,40,30
168,2,7:25.0,,T. Hardaway enters the game for D. Harris,40,30
169,2,7:25.0,M. Conley makes free throw 2 of 2,,41,30
170,2,7:11.0,,D. Finney-Smith makes 3-pt jump shot from 25 ft (assist by D. Powell),41,33
171,2,6:53.0,M. Conley misses 2-pt jump shot from 3 ft,,41,33
172,2,6:52.0,,Defensive rebound by M. Kleber,41,33
173,2,6:42.0,,D. Powell misses 2-pt layup from 3 ft,41,33
174,2,6:42.0,,Offensive rebound by M. Kleber,41,33
175,2,6:38.0,,D. Powell makes 2-pt dunk from 1 ft (assist by M. Kleber),41,35
176,2,6:32.0,Memphis full timeout,,41,35
177,2,6:32.0,C. Miles enters the game for D. Wright,,41,35
178,2,6:18.0,A. Bradley misses 3-pt jump shot from 25 ft,,41,35
179,2,6:14.0,Offensive rebound by A. Bradley,,41,35
180,2,6:08.0,M. Conley makes 3-pt jump shot from 25 ft (assist by B. Caboclo),,44,35
181,2,5:54.0,,T. Hardaway misses 3-pt jump shot from 26 ft,44,35
182,2,5:49.0,,Offensive rebound by D. Finney-Smith,44,35
183,2,5:49.0,,D. Finney-Smith makes 2-pt layup from 1 ft,44,37
184,2,5:32.0,M. Conley makes 2-pt layup from 6 ft (assist by J. Valančiūnas),,46,37
185,2,5:32.0,Shooting foul by M. Kleber (drawn by M. Conley),,46,37
186,2,5:32.0,M. Conley makes free throw 1 of 1,,47,37
187,2,5:19.0,,T. Burke misses 3-pt jump shot from 26 ft,47,37
188,2,5:15.0,Defensive rebound by A. Bradley,,47,37
189,2,5:15.0,,L. Dončić enters the game for T. Burke,47,37
190,2,5:00.0,Turnover by J. Valančiūnas (bad pass; steal by L. Dončić),,47,37
191,2,4:57.0,,D. Finney-Smith makes 2-pt layup from 3 ft (assist by L. Dončić),47,39
192,2,4:57.0,,Shooting foul by M. Conley (drawn by D. Finney-Smith),47,39
193,2,4:57.0,,D. Finney-Smith makes free throw 1 of 1,47,40
194,2,4:34.0,Shooting foul by D. Powell (drawn by J. Valančiūnas),,47,40
195,2,4:34.0,J. Valančiūnas misses free throw 1 of 2,,47,40
196,2,4:34.0,Offensive rebound by Team,,47,40
197,2,4:34.0,,J. Brunson enters the game for D. Powell,47,40
198,2,4:34.0,J. Valančiūnas makes free throw 2 of 2,,48,40
199,2,4:24.0,,J. Brunson misses 3-pt jump shot from 23 ft,48,40
200,2,4:21.0,,Offensive rebound by M. Kleber,48,40
201,2,4:20.0,,T. Hardaway misses 3-pt jump shot from 27 ft,48,40
202,2,4:20.0,Defensive rebound by B. Caboclo,,48,40
203,2,4:07.0,Personal foul by D. Finney-Smith (drawn by J. Valančiūnas),,48,40
204,2,4:07.0,J. Valančiūnas makes free throw 1 of 2,,49,40
205,2,4:07.0,,J. Jackson enters the game for D. Finney-Smith,49,40
206,2,4:07.0,J. Valančiūnas makes free throw 2 of 2,,50,40
207,2,3:51.0,,L. Dončić makes 2-pt jump shot from 7 ft (assist by J. Brunson),50,42
208,2,3:36.0,A. Bradley makes 3-pt jump shot from 24 ft,,53,42
209,2,3:26.0,,Turnover by T. Hardaway (turnover),53,42
210,2,3:26.0,,Loose ball foul by T. Hardaway (drawn by B. Caboclo),53,42
211,2,3:26.0,B. Caboclo misses free throw 1 of 2,,53,42
212,2,3:26.0,Offensive rebound by Team,,53,42
213,2,3:26.0,,D. Harris enters the game for T. Hardaway,53,42
214,2,3:26.0,,D. Powell enters the game for M. Kleber,53,42
215,2,3:26.0,B. Caboclo makes free throw 2 of 2,,54,42
216,2,3:16.0,,Personal foul by A. Bradley (drawn by L. Dončić),54,42
217,2,3:10.0,,Shooting foul by C. Miles (drawn by L. Dončić),54,42
218,2,3:10.0,,L. Dončić makes free throw 1 of 2,54,43
219,2,3:10.0,,L. Dončić makes free throw 2 of 2,54,44
220,2,3:02.0,C. Miles misses 3-pt jump shot from 28 ft,,54,44
221,2,2:59.0,,Defensive rebound by D. Harris,54,44
222,2,2:52.0,,J. Jackson misses 2-pt jump shot from 6 ft,54,44
223,2,2:50.0,Defensive rebound by B. Caboclo,,54,44
224,2,2:45.0,Shooting foul by D. Powell (drawn by M. Conley),,54,44
225,2,2:45.0,M. Conley makes free throw 1 of 2,,55,44
226,2,2:45.0,D. Wright enters the game for C. Miles,,55,44
227,2,2:45.0,M. Conley makes free throw 2 of 2,,56,44
228,2,2:32.0,,Shooting foul by M. Conley (drawn by D. Powell),56,44
229,2,2:32.0,,D. Powell makes free throw 1 of 2,56,45
230,2,2:32.0,T. Dorsey enters the game for M. Conley,,56,45
231,2,2:32.0,,D. Powell makes free throw 2 of 2,56,46
232,2,2:11.0,Personal foul by D. Harris (drawn by T. Dorsey),,56,46
233,2,2:11.0,T. Dorsey makes free throw 1 of 2,,57,46
234,2,2:11.0,,M. Kleber enters the game for J. Jackson,57,46
235,2,2:11.0,T. Dorsey misses free throw 2 of 2,,57,46
236,2,2:09.0,,Defensive rebound by D. Powell,57,46
237,2,1:58.0,,Turnover by L. Dončić (traveling),57,46
238,2,1:36.0,J. Valančiūnas makes 2-pt jump shot from 6 ft,,59,46
239,2,1:08.0,,L. Dončić misses 3-pt jump shot from 25 ft,59,46
240,2,1:06.0,,Offensive rebound by D. Powell,59,46
241,2,1:04.0,,J. Brunson misses 3-pt jump shot from 26 ft,59,46
242,2,1:01.0,Defensive rebound by Team,,59,46
243,2,0:45.0,A. Bradley makes 3-pt jump shot from 25 ft (assist by D. Wright),,62,46
244,2,0:33.0,,L. Dončić makes 2-pt jump shot from 12 ft,62,48
245,2,0:33.0,,Shooting foul by T. Dorsey (drawn by L. Dončić),62,48
246,2,0:33.0,,L. Dončić makes free throw 1 of 1,62,49
247,2,0:12.0,Turnover by J. Valančiūnas (lost ball; steal by J. Brunson),,62,49
248,2,0:07.0,,J. Brunson misses 2-pt hook shot from 4 ft,62,49
249,2,0:06.0,,Offensive rebound by J. Brunson,62,49
250,2,0:03.0,,D. Powell misses 2-pt layup from 7 ft,62,49
251,2,0:01.0,Defensive rebound by D. Wright,,62,49
252,3,11:50.0,,T. Hardaway misses 2-pt layup from 2 ft,62,49
253,3,11:49.0,Defensive rebound by D. Wright,,62,49
254,3,11:43.0,B. Caboclo misses 3-pt jump shot from 23 ft,,62,49
255,3,11:40.0,,Defensive rebound by L. Dončić,62,49
256,3,11:33.0,,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by D. Powell),62,52
257,3,11:12.0,Turnover by M. Conley (bad pass; steal by L. Dončić),,62,52
258,3,11:08.0,,L. Dončić makes 3-pt jump shot from 26 ft,62,55
259,3,11:06.0,Memphis full timeout,,62,55
260,3,10:44.0,B. Caboclo makes 3-pt jump shot from 25 ft (assist by A. Bradley),,65,55
261,3,10:26.0,,Shooting foul by J. Valančiūnas (drawn by D. Powell),65,55
262,3,10:26.0,,D. Powell makes free throw 1 of 2,65,56
263,3,10:26.0,,D. Powell misses free throw 2 of 2,65,56
264,3,10:23.0,Defensive rebound by J. Valančiūnas,,65,56
265,3,10:08.0,M. Conley misses 2-pt jump shot from 16 ft,,65,56
266,3,10:05.0,,Defensive rebound by L. Dončić,65,56
267,3,9:59.0,,Personal foul by M. Conley (drawn by J. Brunson),65,56
268,3,9:59.0,C. Miles enters the game for M. Conley,,65,56
269,3,9:51.0,,D. Powell misses 2-pt layup from 5 ft,65,56
270,3,9:48.0,Defensive rebound by D. Wright,,65,56
271,3,9:42.0,C. Miles makes 3-pt jump shot from 25 ft (assist by B. Caboclo),,68,56
272,3,9:27.0,,L. Dončić misses 3-pt jump shot from 26 ft,68,56
273,3,9:24.0,Defensive rebound by J. Valančiūnas,,68,56
274,3,9:12.0,A. Bradley misses 2-pt jump shot from 11 ft (block by L. Dončić),,68,56
275,3,9:08.0,,Defensive rebound by T. Hardaway,68,56
276,3,9:07.0,,Shooting foul by D. Wright (drawn by L. Dončić),68,56
277,3,9:07.0,,L. Dončić makes free throw 1 of 2,68,57
278,3,9:07.0,,L. Dončić misses free throw 2 of 2,68,57
279,3,9:05.0,Defensive rebound by J. Valančiūnas,,68,57
280,3,8:41.0,D. Wright misses 3-pt jump shot from 27 ft,,68,57
281,3,8:37.0,,Defensive rebound by D. Powell,68,57
282,3,8:30.0,,D. Nowitzki misses 3-pt jump shot from 25 ft,68,57
283,3,8:26.0,Defensive rebound by D. Wright,,68,57
284,3,8:14.0,Personal foul by D. Powell (drawn by J. Valančiūnas),,68,57
285,3,8:14.0,J. Noah enters the game for J. Valančiūnas,,68,57
286,3,8:05.0,D. Wright misses 2-pt jump shot from 7 ft,,68,57
287,3,8:05.0,,Defensive rebound by Team,68,57
288,3,8:05.0,Loose ball foul by B. Caboclo (drawn by D. Nowitzki),,68,57
289,3,7:58.0,,Personal foul by C. Miles (drawn by D. Powell),68,57
290,3,7:58.0,,D. Powell misses free throw 1 of 2,68,57
291,3,7:58.0,,Offensive rebound by Team,68,57
292,3,7:58.0,C. Parsons enters the game for C. Miles,,68,57
293,3,7:58.0,,D. Powell makes free throw 2 of 2,68,58
294,3,7:40.0,J. Noah makes 2-pt layup from 1 ft (assist by A. Bradley),,70,58
295,3,7:32.0,,T. Hardaway makes 2-pt jump shot from 9 ft (assist by L. Dončić),70,60
296,3,7:11.0,B. Caboclo makes 3-pt jump shot from 23 ft (assist by J. Noah),,73,60
297,3,6:50.0,,J. Brunson misses 3-pt jump shot from 23 ft,73,60
298,3,6:50.0,Defensive rebound by A. Bradley,,73,60
299,3,6:42.0,A. Bradley misses 3-pt jump shot from 25 ft,,73,60
300,3,6:38.0,,Defensive rebound by D. Powell,73,60
301,3,6:19.0,,D. Nowitzki misses 2-pt jump shot from 12 ft,73,60
302,3,6:17.0,Defensive rebound by B. Caboclo,,73,60
303,3,6:04.0,,Violation by Team (kicked ball),73,60
304,3,6:04.0,,M. Kleber enters the game for D. Nowitzki,73,60
305,3,5:54.0,Turnover by J. Noah (traveling),,73,60
306,3,5:44.0,,L. Dončić misses 3-pt jump shot from 27 ft,73,60
307,3,5:40.0,,Offensive rebound by J. Brunson,73,60
308,3,5:39.0,,T. Hardaway makes 3-pt jump shot from 25 ft (assist by J. Brunson),73,63
309,3,5:09.0,D. Wright makes 2-pt layup from 1 ft (assist by J. Noah),,75,63
310,3,5:01.0,,Personal foul by B. Caboclo (drawn by L. Dončić),75,63
311,3,5:01.0,,L. Dončić makes free throw 1 of 2,75,64
312,3,5:01.0,J. Carter enters the game for D. Wright,,75,64
313,3,5:01.0,,T. Burke enters the game for J. Brunson,75,64
314,3,5:01.0,,L. Dončić makes free throw 2 of 2,75,65
315,3,4:38.0,J. Noah makes 2-pt layup from 2 ft (assist by A. Bradley),,77,65
316,3,4:35.0,,Dallas full timeout,77,65
317,3,4:35.0,J. Valančiūnas enters the game for B. Caboclo,,77,65
318,3,4:25.0,,T. Hardaway misses 3-pt jump shot from 25 ft,77,65
319,3,4:21.0,Defensive rebound by C. Parsons,,77,65
320,3,4:17.0,Personal foul by T. Hardaway (drawn by J. Carter),,77,65
321,3,4:00.0,C. Parsons makes 3-pt jump shot from 25 ft (assist by J. Valančiūnas),,80,65
322,3,3:44.0,,Turnover by M. Kleber (bad pass),80,65
323,3,3:44.0,,S. Mejri enters the game for D. Powell,80,65
324,3,3:23.0,J. Carter makes 3-pt jump shot from 23 ft (assist by C. Parsons),,83,65
325,3,3:05.0,,Personal foul by J. Noah (drawn by L. Dončić),83,65
326,3,3:05.0,,L. Dončić misses free throw 1 of 2,83,65
327,3,3:05.0,,Offensive rebound by Team,83,65
328,3,3:05.0,,J. Brunson enters the game for T. Burke,83,65
329,3,3:05.0,,D. Harris enters the game for T. Hardaway,83,65
330,3,3:05.0,,L. Dončić misses free throw 2 of 2,83,65
331,3,3:03.0,,Offensive rebound by S. Mejri,83,65
332,3,2:57.0,,M. Kleber misses 3-pt jump shot from 23 ft,83,65
333,3,2:53.0,Defensive rebound by J. Noah,,83,65
334,3,2:49.0,,Violation by Team (kicked ball),83,65
335,3,2:49.0,,D. Finney-Smith enters the game for L. Dončić,83,65
336,3,2:42.0,Shooting foul by M. Kleber (drawn by J. Noah),,83,65
337,3,2:42.0,J. Noah makes free throw 1 of 2,,84,65
338,3,2:42.0,J. Noah makes free throw 2 of 2,,85,65
339,3,2:28.0,,D. Harris misses 2-pt jump shot from 21 ft,85,65
340,3,2:24.0,Defensive rebound by J. Valančiūnas,,85,65
341,3,2:20.0,Memphis full timeout,,85,65
342,3,2:20.0,D. Wright enters the game for A. Bradley,,85,65
343,3,2:14.0,J. Carter misses 3-pt jump shot from 22 ft,,85,65
344,3,2:11.0,,Defensive rebound by D. Harris,85,65
345,3,2:11.0,Loose ball foul by C. Parsons (drawn by D. Harris),,85,65
346,3,2:11.0,,D. Harris misses free throw 1 of 2,85,65
347,3,2:11.0,,Offensive rebound by Team,85,65
348,3,2:11.0,,D. Harris misses free throw 2 of 2,85,65
349,3,2:08.0,Defensive rebound by J. Noah,,85,65
350,3,1:49.0,C. Parsons makes 2-pt jump shot from 7 ft (assist by J. Noah),,87,65
351,3,1:29.0,,D. Harris misses 2-pt jump shot from 4 ft (block by J. Carter),87,65
352,3,1:26.0,,Offensive rebound by D. Harris,87,65
353,3,1:25.0,,D. Harris misses 2-pt jump shot from 4 ft,87,65
354,3,1:25.0,Defensive rebound by Team,,87,65
355,3,1:15.0,J. Noah misses 2-pt hook shot from 4 ft (block by M. Kleber),,87,65
356,3,1:13.0,Offensive rebound by Team,,87,65
357,3,1:07.0,C. Parsons misses 3-pt jump shot from 24 ft,,87,65
358,3,1:07.0,,Defensive rebound by S. Mejri,87,65
359,3,0:56.0,,J. Brunson misses 3-pt jump shot from 25 ft,87,65
360,3,0:53.0,,Offensive rebound by S. Mejri,87,65
361,3,0:51.0,,D. Finney-Smith misses 3-pt jump shot from 25 ft,87,65
362,3,0:47.0,Defensive rebound by J. Valančiūnas,,87,65
363,3,0:31.0,J. Carter makes 3-pt jump shot from 23 ft (assist by C. Parsons),,90,65
364,3,0:31.0,,Dallas full timeout,90,65
365,3,0:31.0,A. Bradley enters the game for C. Parsons,,90,65
366,3,0:31.0,B. Caboclo enters the game for J. Valančiūnas,,90,65
367,3,0:31.0,,R. Broekhoff enters the game for D. Finney-Smith,90,65
368,3,0:14.0,,Personal foul by A. Bradley (drawn by D. Harris),90,65
369,3,0:14.0,,D. Harris makes free throw 1 of 2,90,66
370,3,0:14.0,C. Parsons enters the game for A. Bradley,,90,66
371,3,0:14.0,,D. Harris makes free throw 2 of 2,90,67
372,3,0:01.0,Offensive foul by D. Wright (drawn by D. Harris),,90,67
373,3,0:01.0,Turnover by D. Wright (offensive foul),,90,67
374,3,0:01.0,A. Bradley enters the game for J. Carter,,90,67
375,3,0:01.0,J. Valančiūnas enters the game for C. Parsons,,90,67
376,3,0:00.0,,S. Mejri misses 2-pt jump shot from 20 ft (block by B. Caboclo),90,67
377,3,0:00.0,,Offensive rebound by Team,90,67
378,4,11:46.0,J. Valančiūnas makes 2-pt hook shot from 1 ft (assist by B. Caboclo),,92,67
379,4,11:26.0,,Turnover by T. Burke (lost ball; steal by J. Valančiūnas),92,67
380,4,11:16.0,C. Parsons misses 3-pt jump shot from 24 ft,,92,67
381,4,11:11.0,,Defensive rebound by D. Nowitzki,92,67
382,4,11:07.0,,Offensive foul by D. Powell (drawn by M. Conley),92,67
383,4,11:07.0,,Turnover by D. Powell (offensive foul),92,67
