,QUARTER,TIME_REMAINING,HOUSTON_ACTION,MILWAUKEE_ACTION,HOUSTON_SCORE,MILWAUKEE_SCORE
48,1,6:40.0,,Offensive foul by B. Lopez (drawn by P. Tucker),10,5
49,1,6:40.0,,Turnover by B. Lopez (offensive foul),10,5
50,1,6:23.0,C. Capela makes 2-pt layup from 1 ft (assist by J. Harden),,12,5
51,1,6:15.0,,E. Bledsoe makes 2-pt layup from 1 ft,12,7
52,1,5:56.0,C. Capela makes 2-pt hook shot from 5 ft (assist by J. Harden),,14,7
53,1,5:46.0,,E. Bledsoe misses 3-pt jump shot from 27 ft,14,7
54,1,5:43.0,Defensive rebound by C. Capela,,14,7
55,1,5:38.0,Personal foul by G. Antetokounmpo (drawn by C. Capela),,14,7
56,1,5:38.0,I. Shumpert enters the game for E. Gordon,,14,7
57,1,5:38.0,,G. Hill enters the game for G. Antetokounmpo,14,7
58,1,5:38.0,,D. Wilson enters the game for E. Bledsoe,14,7
59,1,5:28.0,J. Harden misses 2-pt jump shot from 7 ft,,14,7
60,1,5:26.0,,Defensive rebound by K. Middleton,14,7
61,1,5:20.0,,B. Lopez makes 3-pt jump shot from 26 ft (assist by P. Connaughton),14,10
62,1,5:05.0,J. Harden makes 2-pt layup from 3 ft,,16,10
63,1,4:49.0,,K. Middleton misses 3-pt jump shot from 25 ft,16,10
64,1,4:45.0,Defensive rebound by C. Capela,,16,10
65,1,4:40.0,J. Harden misses 3-pt jump shot from 27 ft,,16,10
66,1,4:37.0,,Defensive rebound by B. Lopez,16,10
67,1,4:35.0,,Turnover by G. Hill (out of bounds lost ball),16,10
68,1,4:35.0,A. Rivers enters the game for P. Tucker,,16,10
69,1,4:35.0,,E. İlyasova enters the game for B. Lopez,16,10
70,1,4:11.0,A. Rivers misses 2-pt layup from 3 ft,,16,10
71,1,4:07.0,,Defensive rebound by E. İlyasova,16,10
72,1,4:04.0,,G. Hill misses 3-pt jump shot from 23 ft,16,10
73,1,4:04.0,,Offensive rebound by Team,16,10
74,1,4:04.0,Loose ball foul by A. Rivers (drawn by K. Middleton),,16,10
75,1,3:53.0,,K. Middleton misses 2-pt layup from 3 ft (block by I. Shumpert),16,10
76,1,3:49.0,Defensive rebound by J. Harden,,16,10
77,1,3:43.0,D. House makes 3-pt jump shot from 27 ft (assist by C. Capela),,19,10
78,1,3:15.0,,D. Wilson makes 2-pt jump shot from 11 ft (assist by P. Connaughton),19,12
79,1,2:55.0,D. House makes 3-pt jump shot from 27 ft (assist by J. Harden),,22,12
80,1,2:39.0,,P. Connaughton misses 3-pt jump shot from 27 ft,22,12
81,1,2:37.0,,Offensive rebound by D. Wilson,22,12
82,1,2:33.0,,K. Middleton misses 3-pt jump shot from 25 ft,22,12
83,1,2:30.0,Defensive rebound by I. Shumpert,,22,12
84,1,2:20.0,Turnover by J. Harden (bad pass; steal by K. Middleton),,22,12
85,1,2:14.0,,P. Connaughton makes 3-pt jump shot from 24 ft (assist by G. Hill),22,15
86,1,2:14.0,Houston full timeout,,22,15
87,1,2:14.0,C. Paul enters the game for C. Capela,,22,15
88,1,2:14.0,P. Tucker enters the game for J. Harden,,22,15
89,1,2:14.0,,G. Antetokounmpo enters the game for K. Middleton,22,15
90,1,1:58.0,D. House makes 3-pt jump shot from 27 ft (assist by C. Paul),,25,15
91,1,1:48.0,,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by G. Hill),25,17
92,1,1:32.0,I. Shumpert misses 2-pt jump shot from 22 ft,,25,17
93,1,1:28.0,,Defensive rebound by D. Wilson,25,17
94,1,1:20.0,,G. Antetokounmpo misses 2-pt jump shot from 11 ft,25,17
95,1,1:15.0,,Offensive rebound by G. Hill,25,17
96,1,1:15.0,,G. Hill misses 2-pt layup at rim,25,17
97,1,1:14.0,Defensive rebound by D. House,,25,17
98,1,1:05.0,C. Paul misses 2-pt jump shot from 17 ft,,25,17
99,1,1:03.0,,Defensive rebound by G. Antetokounmpo,25,17
100,1,0:51.0,,D. Wilson misses 3-pt jump shot from 26 ft,25,17
101,1,0:49.0,Defensive rebound by P. Tucker,,25,17
102,1,0:41.0,P. Tucker misses 3-pt jump shot from 27 ft,,25,17
103,1,0:37.0,,Defensive rebound by G. Antetokounmpo,25,17
104,1,0:32.0,,E. İlyasova makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),25,20
105,1,0:23.0,P. Tucker misses 3-pt jump shot from 27 ft,,25,20
106,1,0:20.0,,Defensive rebound by G. Antetokounmpo,25,20
107,1,0:04.0,,Personal foul by A. Rivers (drawn by G. Antetokounmpo),25,20
108,1,0:00.0,,G. Hill misses 2-pt jump shot from 22 ft,25,20
109,1,0:00.0,,Offensive rebound by Team,25,20
110,2,11:43.0,C. Paul makes 3-pt jump shot from 27 ft,,28,20
111,2,11:30.0,,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by E. Bledsoe),28,22
112,2,11:30.0,,Shooting foul by D. House (drawn by G. Antetokounmpo),28,22
113,2,11:30.0,,G. Antetokounmpo misses free throw 1 of 1,28,22
114,2,11:25.0,Defensive rebound by I. Shumpert,,28,22
115,2,11:07.0,I. Shumpert makes 3-pt jump shot from 28 ft,,31,22
116,2,10:57.0,,Shooting foul by A. Rivers (drawn by E. Bledsoe),31,22
117,2,10:57.0,,E. Bledsoe misses free throw 1 of 2,31,22
118,2,10:57.0,,Offensive rebound by Team,31,22
119,2,10:57.0,E. Gordon enters the game for A. Rivers,,31,22
120,2,10:57.0,,E. Bledsoe makes free throw 2 of 2,31,23
121,2,10:52.0,Offensive foul by P. Tucker (drawn by E. Bledsoe),,31,23
122,2,10:52.0,Turnover by P. Tucker (offensive foul),,31,23
123,2,10:43.0,,Turnover by E. Bledsoe (bad pass; steal by P. Tucker),31,23
124,2,10:30.0,E. Gordon misses 3-pt jump shot from 29 ft,,31,23
125,2,10:26.0,Offensive rebound by C. Paul,,31,23
126,2,10:26.0,Houston full timeout,,31,23
127,2,10:26.0,,D. Wilson enters the game for G. Antetokounmpo,31,23
128,2,10:15.0,D. House makes 3-pt jump shot from 28 ft,,34,23
129,2,9:59.0,,E. Bledsoe makes 2-pt layup from 2 ft,34,25
130,2,9:44.0,P. Tucker misses 3-pt jump shot from 24 ft,,34,25
131,2,9:41.0,,Defensive rebound by S. Brown,34,25
132,2,9:30.0,,S. Brown makes 2-pt layup from 2 ft (assist by E. İlyasova),34,27
133,2,9:05.0,D. House misses 3-pt jump shot from 26 ft,,34,27
134,2,9:02.0,,Defensive rebound by E. İlyasova,34,27
135,2,8:56.0,,P. Connaughton makes 3-pt jump shot from 27 ft (assist by E. Bledsoe),34,30
136,2,8:42.0,Turnover by E. Gordon (lost ball; steal by P. Connaughton),,34,30
137,2,8:40.0,,Turnover by P. Connaughton (out of bounds lost ball),34,30
138,2,8:40.0,C. Capela enters the game for D. House,,34,30
139,2,8:40.0,J. Harden enters the game for I. Shumpert,,34,30
140,2,8:40.0,,G. Antetokounmpo enters the game for P. Connaughton,34,30
141,2,8:23.0,C. Capela misses 2-pt hook shot from 4 ft,,34,30
142,2,8:21.0,,Defensive rebound by S. Brown,34,30
143,2,8:15.0,,S. Brown misses 3-pt jump shot from 26 ft,34,30
144,2,8:12.0,Defensive rebound by C. Paul,,34,30
145,2,7:59.0,C. Paul makes 3-pt jump shot from 26 ft,,37,30
146,2,7:35.0,,E. İlyasova makes 2-pt layup from 2 ft (assist by E. Bledsoe),37,32
147,2,7:31.0,Turnover by J. Harden (bad pass; steal by E. Bledsoe),,37,32
148,2,7:31.0,,E. Bledsoe makes 2-pt layup from 3 ft,37,34
149,2,7:31.0,,Violation by Team (delay of game),37,34
150,2,7:20.0,C. Paul misses 2-pt jump shot from 15 ft (block by G. Antetokounmpo),,37,34
151,2,7:14.0,,Defensive rebound by S. Brown,37,34
152,2,7:12.0,,E. İlyasova misses 3-pt jump shot from 25 ft,37,34
153,2,7:11.0,,Offensive rebound by E. Bledsoe,37,34
154,2,7:11.0,,Milwaukee full timeout,37,34
155,2,7:11.0,D. House enters the game for C. Paul,,37,34
156,2,7:11.0,,B. Lopez enters the game for E. İlyasova,37,34
157,2,7:11.0,,K. Middleton enters the game for D. Wilson,37,34
158,2,7:03.0,,K. Middleton makes 2-pt jump shot from 16 ft,37,36
159,2,6:47.0,P. Tucker makes 3-pt jump shot from 24 ft (assist by J. Harden),,40,36
160,2,6:26.0,,G. Antetokounmpo misses 2-pt layup from 5 ft,40,36
161,2,6:23.0,,Offensive rebound by G. Antetokounmpo,40,36
162,2,6:23.0,,G. Antetokounmpo misses 2-pt layup at rim,40,36
163,2,6:23.0,Defensive rebound by C. Capela,,40,36
164,2,6:23.0,Turnover by C. Capela (traveling),,40,36
165,2,6:23.0,,D. Wilson enters the game for G. Antetokounmpo,40,36
166,2,6:10.0,,D. Wilson makes 3-pt jump shot from 22 ft (assist by E. Bledsoe),40,39
167,2,5:57.0,J. Harden makes 2-pt layup from 3 ft,,42,39
168,2,5:49.0,,B. Lopez makes 3-pt jump shot from 28 ft (assist by E. Bledsoe),42,42
169,2,5:38.0,J. Harden misses 2-pt layup from 3 ft,,42,42
170,2,5:35.0,,Defensive rebound by D. Wilson,42,42
171,2,5:31.0,,K. Middleton makes 2-pt layup from 2 ft,42,44
172,2,5:20.0,E. Gordon misses 3-pt jump shot from 28 ft,,42,44
173,2,5:17.0,,Defensive rebound by D. Wilson,42,44
174,2,5:12.0,,K. Middleton makes 3-pt jump shot from 26 ft,42,47
175,2,5:12.0,Houston full timeout,,42,47
176,2,5:12.0,I. Shumpert enters the game for P. Tucker,,42,47
177,2,5:00.0,Turnover by J. Harden (bad pass; steal by K. Middleton),,42,47
178,2,4:38.0,,Turnover by D. Wilson (lost ball; steal by I. Shumpert),42,47
179,2,4:33.0,I. Shumpert misses 3-pt jump shot from 26 ft,,42,47
180,2,4:30.0,,Defensive rebound by D. Wilson,42,47
181,2,4:20.0,,K. Middleton misses 3-pt jump shot from 27 ft,42,47
182,2,4:16.0,Defensive rebound by C. Capela,,42,47
183,2,4:09.0,I. Shumpert makes 3-pt jump shot from 28 ft (assist by J. Harden),,45,47
184,2,3:49.0,,E. Bledsoe misses 3-pt jump shot from 27 ft,45,47
185,2,3:44.0,,Offensive rebound by Team,45,47
186,2,3:44.0,Loose ball foul by J. Harden (drawn by D. Wilson),,45,47
187,2,3:44.0,P. Tucker enters the game for D. House,,45,47
188,2,3:44.0,,G. Antetokounmpo enters the game for E. Bledsoe,45,47
189,2,3:44.0,,P. Connaughton enters the game for S. Brown,45,47
190,2,3:44.0,,G. Hill enters the game for D. Wilson,45,47
191,2,3:37.0,,K. Middleton misses 2-pt layup from 5 ft (block by J. Harden),45,47
192,2,3:36.0,Defensive rebound by I. Shumpert,,45,47
193,2,3:35.0,Turnover by I. Shumpert (bad pass; steal by G. Antetokounmpo),,45,47
194,2,3:34.0,,G. Antetokounmpo makes 2-pt dunk from 2 ft,45,49
195,2,3:13.0,J. Harden misses 3-pt jump shot from 26 ft,,45,49
196,2,3:12.0,Offensive rebound by P. Tucker,,45,49
197,2,3:12.0,P. Tucker misses 2-pt hook shot from 3 ft,,45,49
198,2,3:10.0,Offensive rebound by P. Tucker,,45,49
199,2,3:05.0,C. Capela makes 2-pt hook shot from 3 ft (assist by P. Tucker),,47,49
200,2,2:56.0,,Turnover by P. Connaughton (out of bounds lost ball),47,49
201,2,2:43.0,J. Harden makes 2-pt layup from 6 ft,,49,49
202,2,2:23.0,,G. Antetokounmpo misses 2-pt layup from 2 ft (block by C. Capela),49,49
203,2,2:20.0,Defensive rebound by C. Capela,,49,49
204,2,2:19.0,,Violation by Team (kicked ball),49,49
205,2,2:19.0,C. Paul enters the game for I. Shumpert,,49,49
206,2,2:12.0,Turnover by J. Harden (bad pass; steal by P. Connaughton),,49,49
207,2,2:08.0,,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by P. Connaughton),49,51
208,2,1:54.0,C. Paul misses 2-pt jump shot from 15 ft,,49,51
209,2,1:52.0,,Defensive rebound by B. Lopez,49,51
210,2,1:42.0,,G. Antetokounmpo misses 2-pt layup from 6 ft (block by J. Harden),49,51
211,2,1:41.0,,Offensive rebound by Team,49,51
212,2,1:36.0,,G. Antetokounmpo makes 2-pt dunk from 1 ft,49,53
213,2,1:13.0,J. Harden makes 2-pt layup from 3 ft,,51,53
214,2,0:45.0,,B. Lopez misses 2-pt dunk from 2 ft,51,53
215,2,0:42.0,Defensive rebound by E. Gordon,,51,53
216,2,0:41.0,Turnover by E. Gordon (bad pass; steal by G. Hill),,51,53
217,2,0:38.0,,B. Lopez makes 2-pt jump shot from 21 ft (assist by G. Hill),51,55
218,2,0:30.0,C. Paul makes 2-pt jump shot from 7 ft,,53,55
219,2,0:11.0,,P. Connaughton makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),53,58
220,2,0:08.0,Personal take foul by G. Hill (drawn by J. Harden),,53,58
221,2,0:08.0,,S. Brown enters the game for G. Antetokounmpo,53,58
222,2,0:06.0,Turnover by E. Gordon (bad pass; steal by G. Hill),,53,58
223,2,0:00.0,,K. Middleton misses 2-pt jump shot from 16 ft,53,58
224,2,0:00.0,,Offensive rebound by Team,53,58
225,3,11:44.0,J. Harden makes 3-pt jump shot from 23 ft (assist by C. Capela),,56,58
226,3,11:27.0,,G. Antetokounmpo misses 3-pt jump shot from 28 ft,56,58
227,3,11:24.0,Defensive rebound by J. Harden,,56,58
228,3,11:20.0,C. Capela makes 2-pt dunk from 2 ft (assist by J. Harden),,58,58
229,3,11:05.0,,B. Lopez makes 3-pt jump shot from 26 ft (assist by S. Brown),58,61
230,3,10:47.0,J. Harden misses 2-pt jump shot from 11 ft,,58,61
231,3,10:44.0,,Defensive rebound by G. Antetokounmpo,58,61
232,3,10:43.0,,Personal foul by C. Capela (drawn by G. Antetokounmpo),58,61
233,3,10:38.0,,S. Brown makes 2-pt layup from 1 ft (assist by B. Lopez),58,63
234,3,10:19.0,Turnover by C. Paul (lost ball; steal by S. Brown),,58,63
235,3,10:16.0,,E. Bledsoe makes 2-pt dunk from 1 ft,58,65
236,3,10:03.0,E. Gordon misses 3-pt jump shot from 30 ft,,58,65
237,3,10:00.0,,Defensive rebound by B. Lopez,58,65
238,3,9:54.0,,Turnover by G. Antetokounmpo (lost ball; steal by C. Capela),58,65
239,3,9:46.0,C. Paul misses 2-pt jump shot from 9 ft,,58,65
240,3,9:43.0,,Defensive rebound by B. Lopez,58,65
241,3,9:34.0,,E. Bledsoe misses 2-pt layup from 1 ft,58,65
242,3,9:31.0,Defensive rebound by J. Harden,,58,65
243,3,9:25.0,C. Capela makes 2-pt layup from 2 ft (assist by J. Harden),,60,65
244,3,9:25.0,Shooting foul by B. Lopez (drawn by C. Capela),,60,65
245,3,9:25.0,C. Capela makes free throw 1 of 1,,61,65
246,3,9:10.0,,K. Middleton misses 2-pt jump shot from 16 ft,61,65
247,3,9:07.0,Defensive rebound by J. Harden,,61,65
248,3,9:04.0,E. Gordon misses 2-pt layup from 2 ft,,61,65
249,3,9:02.0,,Defensive rebound by G. Antetokounmpo,61,65
250,3,8:53.0,,G. Antetokounmpo misses 3-pt jump shot from 25 ft,61,65
251,3,8:49.0,Defensive rebound by C. Paul,,61,65
252,3,8:46.0,C. Capela makes 2-pt dunk from 1 ft (assist by E. Gordon),,63,65
253,3,8:46.0,,Milwaukee full timeout,63,65
254,3,8:46.0,,P. Connaughton enters the game for K. Middleton,63,65
255,3,8:21.0,,B. Lopez misses 3-pt jump shot from 26 ft,63,65
256,3,8:18.0,Defensive rebound by C. Capela,,63,65
257,3,8:12.0,J. Harden misses 2-pt layup from 3 ft (block by E. Bledsoe),,63,65
258,3,8:12.0,Offensive rebound by Team,,63,65
259,3,8:01.0,C. Paul misses 3-pt jump shot from 28 ft,,63,65
260,3,7:58.0,,Defensive rebound by E. Bledsoe,63,65
261,3,7:55.0,,E. Bledsoe makes 3-pt jump shot from 27 ft,63,68
262,3,7:27.0,P. Tucker misses 3-pt jump shot from 24 ft,,63,68
263,3,7:23.0,,Defensive rebound by S. Brown,63,68
264,3,7:19.0,,E. Bledsoe misses 2-pt layup from 5 ft,63,68
265,3,7:16.0,Defensive rebound by J. Harden,,63,68
266,3,7:12.0,J. Harden misses 2-pt layup from 11 ft,,63,68
267,3,7:09.0,,Defensive rebound by B. Lopez,63,68
268,3,6:58.0,,S. Brown misses 2-pt layup from 3 ft,63,68
269,3,6:57.0,,Offensive rebound by P. Connaughton,63,68
270,3,6:55.0,,E. Bledsoe makes 3-pt jump shot from 23 ft (assist by P. Connaughton),63,71
271,3,6:55.0,Houston full timeout,,63,71
272,3,6:55.0,D. House enters the game for C. Paul,,63,71
273,3,6:55.0,,K. Middleton enters the game for S. Brown,63,71
274,3,6:32.0,E. Gordon misses 2-pt layup from 6 ft (block by P. Connaughton),,63,71
275,3,6:32.0,Offensive rebound by Team,,63,71
276,3,6:29.0,C. Capela misses 2-pt hook shot from 15 ft,,63,71
277,3,6:26.0,,Defensive rebound by P. Connaughton,63,71
278,3,6:10.0,,E. Bledsoe misses 3-pt jump shot from 23 ft,63,71
279,3,6:07.0,Defensive rebound by C. Capela,,63,71
280,3,6:07.0,Personal foul by G. Antetokounmpo (drawn by J. Harden),,63,71
281,3,6:07.0,I. Shumpert enters the game for E. Gordon,,63,71
282,3,5:57.0,I. Shumpert misses 3-pt jump shot from 25 ft,,63,71
283,3,5:55.0,,Defensive rebound by Team,63,71
284,3,5:41.0,,E. Bledsoe makes 3-pt jump shot from 27 ft,63,74
285,3,5:29.0,P. Tucker misses 3-pt jump shot from 24 ft,,63,74
286,3,5:26.0,,Defensive rebound by P. Connaughton,63,74
287,3,5:22.0,,E. Bledsoe makes 2-pt layup from 2 ft,63,76
288,3,5:08.0,Personal foul by E. Bledsoe (drawn by P. Tucker),,63,76
289,3,5:08.0,,D. Wilson enters the game for G. Antetokounmpo,63,76
290,3,4:57.0,I. Shumpert misses 3-pt jump shot from 29 ft,,63,76
291,3,4:53.0,Offensive rebound by C. Capela,,63,76
292,3,4:44.0,J. Harden makes 2-pt layup from 2 ft,,65,76
293,3,4:24.0,,E. Bledsoe makes 3-pt jump shot from 26 ft,65,79
294,3,4:09.0,C. Capela misses 2-pt hook shot from 6 ft,,65,79
295,3,4:09.0,Offensive rebound by Team,,65,79
296,3,4:09.0,A. Rivers enters the game for P. Tucker,,65,79
297,3,4:09.0,,G. Hill enters the game for E. Bledsoe,65,79
298,3,4:06.0,Shooting foul by G. Hill (drawn by J. Harden),,65,79
299,3,4:06.0,J. Harden makes free throw 1 of 3,,66,79
300,3,4:06.0,J. Harden makes free throw 2 of 3,,67,79
301,3,4:06.0,,E. İlyasova enters the game for B. Lopez,67,79
302,3,4:06.0,J. Harden misses free throw 3 of 3,,67,79
303,3,4:03.0,,Defensive rebound by D. Wilson,67,79
304,3,3:46.0,,K. Middleton makes 2-pt jump shot from 16 ft,67,81
305,3,3:33.0,J. Harden misses 2-pt layup from 2 ft,,67,81
306,3,3:33.0,,Defensive rebound by Team,67,81
307,3,3:14.0,,G. Hill misses 2-pt jump shot from 19 ft,67,81
308,3,3:12.0,Defensive rebound by A. Rivers,,67,81
309,3,3:08.0,Shooting foul by G. Hill (drawn by J. Harden),,67,81
310,3,3:08.0,J. Harden makes free throw 1 of 2,,68,81
311,3,3:08.0,J. Harden makes free throw 2 of 2,,69,81
312,3,2:52.0,,K. Middleton misses 2-pt jump shot from 15 ft,69,81
313,3,2:49.0,Defensive rebound by J. Harden,,69,81
314,3,2:35.0,Turnover by I. Shumpert (bad pass),,69,81
315,3,2:21.0,,K. Middleton misses 2-pt jump shot from 19 ft,69,81
316,3,2:19.0,Defensive rebound by J. Harden,,69,81
317,3,2:09.0,D. House misses 3-pt jump shot from 26 ft,,69,81
318,3,2:05.0,,Defensive rebound by E. İlyasova,69,81
319,3,2:05.0,C. Paul enters the game for D. House,,69,81
320,3,2:05.0,P. Tucker enters the game for I. Shumpert,,69,81
321,3,2:05.0,,G. Antetokounmpo enters the game for D. Wilson,69,81
322,3,1:55.0,,Turnover by G. Antetokounmpo (step out of bounds),69,81
323,3,1:42.0,P. Tucker misses 3-pt jump shot from 24 ft,,69,81
324,3,1:38.0,,Defensive rebound by K. Middleton,69,81
325,3,1:34.0,,K. Middleton makes 2-pt layup from 1 ft,69,83
326,3,1:18.0,A. Rivers misses 3-pt jump shot from 25 ft,,69,83
327,3,1:14.0,,Defensive rebound by G. Antetokounmpo,69,83
328,3,1:05.0,,P. Connaughton makes 3-pt jump shot from 27 ft (assist by G. Antetokounmpo),69,86
329,3,0:53.0,J. Harden misses 3-pt jump shot from 28 ft,,69,86
330,3,0:50.0,Offensive rebound by A. Rivers,,69,86
331,3,0:48.0,J. Harden misses 3-pt jump shot from 29 ft,,69,86
332,3,0:44.0,,Defensive rebound by P. Connaughton,69,86
333,3,0:29.0,,Shooting foul by C. Paul (drawn by P. Connaughton),69,86
334,3,0:29.0,,P. Connaughton makes free throw 1 of 2,69,87
335,3,0:29.0,D. House enters the game for C. Capela,,69,87
336,3,0:29.0,,S. Brown enters the game for G. Antetokounmpo,69,87
337,3,0:29.0,,B. Lopez enters the game for K. Middleton,69,87
338,3,0:29.0,,P. Connaughton makes free throw 2 of 2,69,88
339,3,0:15.0,C. Paul makes 2-pt jump shot from 12 ft,,71,88
340,3,0:10.0,,S. Brown makes 2-pt layup from 2 ft (assist by G. Hill),71,90
341,3,0:02.0,C. Paul misses 3-pt jump shot from 30 ft,,71,90
342,3,0:02.0,,Defensive rebound by B. Lopez,71,90
343,4,11:34.0,,G. Hill misses 2-pt jump shot from 13 ft,71,90
344,4,11:27.0,,Offensive rebound by E. İlyasova,71,90
345,4,11:27.0,,E. İlyasova makes 2-pt layup from 1 ft,71,92
346,4,11:15.0,D. House misses 3-pt jump shot from 24 ft,,71,92
347,4,11:11.0,,Defensive rebound by G. Hill,71,92
348,4,11:06.0,,Turnover by S. Brown (bad pass; steal by G. Clark),71,92
349,4,10:57.0,A. Rivers makes 2-pt layup from 1 ft,,73,92
350,4,10:50.0,,E. Bledsoe misses 2-pt layup from 2 ft,73,92
351,4,10:47.0,Defensive rebound by C. Paul,,73,92
352,4,10:38.0,D. House misses 2-pt layup from 2 ft,,73,92
353,4,10:35.0,,Defensive rebound by G. Antetokounmpo,73,92
354,4,10:34.0,,Personal foul by A. Rivers (drawn by G. Antetokounmpo),73,92
355,4,10:27.0,,Turnover by E. Bledsoe (bad pass; steal by A. Rivers),73,92
356,4,10:17.0,A. Rivers makes 3-pt jump shot from 27 ft (assist by C. Paul),,76,92
357,4,9:59.0,,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by E. Bledsoe),76,94
358,4,9:55.0,Turnover by C. Paul (lost ball; steal by G. Hill),,76,94
359,4,9:32.0,,E. İlyasova misses 2-pt layup from 5 ft,76,94
360,4,9:29.0,Defensive rebound by D. House,,76,94
361,4,9:24.0,D. House misses 3-pt jump shot from 27 ft,,76,94
362,4,9:21.0,,Defensive rebound by G. Antetokounmpo,76,94
363,4,9:15.0,,Shooting foul by D. House (drawn by G. Antetokounmpo),76,94
364,4,9:15.0,,G. Antetokounmpo makes free throw 1 of 2,76,95
365,4,9:15.0,,P. Connaughton enters the game for G. Hill,76,95
366,4,9:15.0,,G. Antetokounmpo makes free throw 2 of 2,76,96
367,4,9:03.0,G. Clark makes 3-pt jump shot from 28 ft (assist by C. Paul),,79,96
368,4,9:03.0,J. Harden enters the game for P. Tucker,,79,96
369,4,9:03.0,,B. Lopez enters the game for G. Antetokounmpo,79,96
370,4,9:03.0,,K. Middleton enters the game for E. İlyasova,79,96
371,4,8:41.0,,B. Lopez makes 2-pt layup from 1 ft (assist by S. Brown),79,98
372,4,8:31.0,J. Harden misses 2-pt layup from 7 ft (block by E. Bledsoe),,79,98
373,4,8:31.0,,Defensive rebound by S. Brown,79,98
374,4,8:27.0,,S. Brown misses 2-pt layup from 1 ft,79,98
375,4,8:22.0,,Offensive rebound by K. Middleton,79,98
376,4,8:22.0,,K. Middleton misses 2-pt layup from 1 ft,79,98
377,4,8:21.0,Defensive rebound by C. Paul,,79,98
