,QUARTER,TIME_REMAINING,PHOENIX_ACTION,MILWAUKEE_ACTION,PHOENIX_SCORE,MILWAUKEE_SCORE
47,1,5:28.0,,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by T. Maker),20,16
48,1,5:20.0,T. Ariza misses 3-pt jump shot from 26 ft,,20,16
49,1,5:17.0,,Defensive rebound by G. Antetokounmpo,20,16
50,1,5:11.0,,T. Maker misses 3-pt jump shot from 26 ft,20,16
51,1,5:09.0,Defensive rebound by T. Ariza,,20,16
52,1,4:59.0,D. Ayton misses 2-pt hook shot from 4 ft,,20,16
53,1,4:56.0,,Defensive rebound by P. Connaughton,20,16
54,1,4:51.0,,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by P. Connaughton),20,18
55,1,4:51.0,,Shooting foul by M. Bridges (drawn by G. Antetokounmpo),20,18
56,1,4:51.0,Phoenix full timeout,,20,18
57,1,4:51.0,R. Holmes enters the game for D. Ayton,,20,18
58,1,4:51.0,J. Jackson enters the game for M. Bridges,,20,18
59,1,4:51.0,,E. İlyasova enters the game for K. Middleton,20,18
60,1,4:51.0,,G. Antetokounmpo makes free throw 1 of 1,20,19
61,1,4:32.0,D. Booker misses 3-pt jump shot from 23 ft,,20,19
62,1,4:30.0,,Defensive rebound by P. Connaughton,20,19
63,1,4:18.0,,Personal foul by R. Holmes (drawn by G. Antetokounmpo),20,19
64,1,4:18.0,,Offensive rebound by Team,20,19
65,1,4:18.0,,G. Antetokounmpo misses free throw 1 of 2,20,19
66,1,4:18.0,,G. Antetokounmpo makes free throw 2 of 2,20,20
67,1,4:06.0,Turnover by J. Jackson (bad pass; steal by P. Connaughton),,20,20
68,1,3:58.0,,Personal foul by J. Jackson (drawn by G. Antetokounmpo),20,20
69,1,3:58.0,,G. Antetokounmpo misses free throw 1 of 2,20,20
70,1,3:58.0,,Offensive rebound by Team,20,20
71,1,3:58.0,,M. Brogdon enters the game for E. Bledsoe,20,20
72,1,3:58.0,,G. Antetokounmpo makes free throw 2 of 2,20,21
73,1,3:41.0,J. Jackson makes 2-pt jump shot from 13 ft,,22,21
74,1,3:24.0,,E. İlyasova makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),22,23
75,1,3:10.0,D. Booker misses 2-pt jump shot from 12 ft,,22,23
76,1,3:00.0,,Defensive rebound by P. Connaughton,22,23
77,1,2:59.0,,P. Connaughton misses 3-pt jump shot from 26 ft,22,23
78,1,2:56.0,,Offensive rebound by T. Maker,22,23
79,1,2:51.0,,T. Maker makes 2-pt hook shot from 4 ft (assist by M. Brogdon),22,25
80,1,2:34.0,J. Jackson misses 2-pt jump shot from 6 ft,,22,25
81,1,2:31.0,,Defensive rebound by P. Connaughton,22,25
82,1,2:25.0,,T. Maker misses 3-pt jump shot from 23 ft,22,25
83,1,2:22.0,Defensive rebound by J. Jackson,,22,25
84,1,2:15.0,R. Holmes makes 2-pt dunk from 2 ft (assist by T. Warren),,24,25
85,1,1:52.0,,T. Maker misses 3-pt jump shot from 23 ft,24,25
86,1,1:52.0,Defensive rebound by Team,,24,25
87,1,1:52.0,,T. Snell enters the game for G. Antetokounmpo,24,25
88,1,1:36.0,T. Warren makes 2-pt layup from 1 ft,,26,25
89,1,1:36.0,I. Canaan enters the game for T. Ariza,,26,25
90,1,1:09.0,,M. Brogdon misses 2-pt layup from 6 ft (block by R. Holmes),26,25
91,1,1:05.0,Defensive rebound by T. Warren,,26,25
92,1,0:55.0,R. Holmes makes 2-pt layup from 1 ft (assist by J. Jackson),,28,25
93,1,0:55.0,Shooting foul by E. İlyasova (drawn by R. Holmes),,28,25
94,1,0:55.0,R. Holmes makes free throw 1 of 1,,29,25
95,1,0:41.0,,E. İlyasova makes 3-pt jump shot from 26 ft (assist by T. Maker),29,28
96,1,0:35.0,D. Booker makes 2-pt jump shot from 10 ft,,31,28
97,1,0:27.0,,M. Brogdon makes 2-pt layup from 1 ft,31,30
98,1,0:03.0,Shooting foul by T. Snell (drawn by J. Jackson),,31,30
99,1,0:03.0,J. Jackson makes free throw 1 of 3,,32,30
100,1,0:03.0,J. Jackson makes free throw 2 of 3,,33,30
101,1,0:03.0,J. Jackson makes free throw 3 of 3,,34,30
102,1,0:00.0,,E. İlyasova misses 3-pt jump shot from 29 ft,34,30
103,1,0:00.0,,Offensive rebound by Team,34,30
104,2,11:47.0,T. Warren makes 3-pt jump shot from 23 ft (assist by I. Canaan),,37,30
105,2,11:33.0,,M. Brogdon misses 2-pt layup from 2 ft (block by J. Jackson),37,30
106,2,11:31.0,,Offensive rebound by E. İlyasova,37,30
107,2,11:23.0,,K. Middleton makes 2-pt jump shot from 17 ft,37,32
108,2,11:06.0,I. Canaan misses 3-pt jump shot from 31 ft,,37,32
109,2,11:03.0,Offensive rebound by R. Holmes,,37,32
110,2,10:59.0,Turnover by R. Holmes (bad pass),,37,32
111,2,10:59.0,D. Ayton enters the game for R. Holmes,,37,32
112,2,10:59.0,,B. Lopez enters the game for E. İlyasova,37,32
113,2,10:52.0,,B. Lopez makes 2-pt dunk from 1 ft (assist by T. Snell),37,34
114,2,10:33.0,J. Crawford misses 2-pt jump shot from 17 ft (block by P. Connaughton),,37,34
115,2,10:31.0,,Defensive rebound by T. Snell,37,34
116,2,10:28.0,,P. Connaughton makes 2-pt layup from 1 ft (assist by T. Snell),37,36
117,2,10:14.0,Personal foul by B. Lopez (drawn by J. Crawford),,37,36
118,2,10:14.0,,S. Brown enters the game for P. Connaughton,37,36
119,2,9:59.0,I. Canaan misses 2-pt jump shot from 19 ft,,37,36
120,2,9:56.0,,Defensive rebound by S. Brown,37,36
121,2,9:56.0,T. Ariza enters the game for T. Warren,,37,36
122,2,9:42.0,,K. Middleton misses 3-pt jump shot from 27 ft,37,36
123,2,9:39.0,Defensive rebound by J. Crawford,,37,36
124,2,9:26.0,J. Crawford misses 2-pt jump shot from 16 ft,,37,36
125,2,9:24.0,,Defensive rebound by M. Brogdon,37,36
126,2,9:14.0,,M. Brogdon makes 2-pt layup from 2 ft,37,38
127,2,9:01.0,Shooting foul by K. Middleton (drawn by J. Jackson),,37,38
128,2,9:01.0,J. Jackson misses free throw 1 of 2,,37,38
129,2,9:01.0,Offensive rebound by Team,,37,38
130,2,9:01.0,J. Jackson makes free throw 2 of 2,,38,38
131,2,8:50.0,,B. Lopez misses 2-pt jump shot from 6 ft,38,38
132,2,8:47.0,Defensive rebound by D. Ayton,,38,38
133,2,8:40.0,J. Crawford makes 2-pt jump shot from 18 ft,,40,38
134,2,8:29.0,,Shooting foul by J. Jackson (drawn by K. Middleton),40,38
135,2,8:29.0,,K. Middleton makes free throw 1 of 2,40,39
136,2,8:29.0,M. Bridges enters the game for J. Jackson,,40,39
137,2,8:29.0,,K. Middleton makes free throw 2 of 2,40,40
138,2,8:15.0,J. Crawford misses 2-pt jump shot from 15 ft,,40,40
139,2,8:13.0,,Defensive rebound by T. Snell,40,40
140,2,8:05.0,,Shooting foul by D. Ayton (drawn by B. Lopez),40,40
141,2,8:05.0,,B. Lopez makes free throw 1 of 2,40,41
142,2,8:05.0,,B. Lopez misses free throw 2 of 2,40,41
143,2,8:02.0,Defensive rebound by J. Crawford,,40,41
144,2,7:52.0,Shooting foul by S. Brown (drawn by M. Bridges),,40,41
145,2,7:52.0,M. Bridges misses free throw 1 of 2,,40,41
146,2,7:52.0,Offensive rebound by Team,,40,41
147,2,7:52.0,M. Bridges makes free throw 2 of 2,,41,41
148,2,7:49.0,,Personal foul by J. Crawford (drawn by T. Snell),41,41
149,2,7:36.0,,Def 3 sec tech foul by Team,41,41
150,2,7:36.0,,K. Middleton makes technical free throw,41,42
151,2,7:31.0,,K. Middleton misses 3-pt jump shot from 26 ft,41,42
152,2,7:28.0,Defensive rebound by J. Crawford,,41,42
153,2,7:19.0,T. Ariza misses 2-pt layup from 3 ft (block by B. Lopez),,41,42
154,2,7:18.0,Offensive rebound by D. Ayton,,41,42
155,2,7:17.0,D. Ayton makes 2-pt layup from 1 ft,,43,42
156,2,7:12.0,,K. Middleton makes 2-pt dunk at rim (assist by M. Brogdon),43,44
157,2,6:51.0,J. Crawford makes 3-pt jump shot from 27 ft (assist by D. Ayton),,46,44
158,2,6:39.0,,Turnover by K. Middleton (bad pass; steal by T. Ariza),46,44
159,2,6:33.0,Shooting foul by K. Middleton (drawn by D. Ayton),,46,44
160,2,6:33.0,,Milwaukee full timeout,46,44
161,2,6:33.0,D. Booker enters the game for I. Canaan,,46,44
162,2,6:33.0,,G. Antetokounmpo enters the game for M. Brogdon,46,44
163,2,6:33.0,,E. Bledsoe enters the game for T. Snell,46,44
164,2,6:33.0,D. Ayton misses free throw 1 of 2,,46,44
165,2,6:33.0,Offensive rebound by Team,,46,44
166,2,6:33.0,D. Ayton makes free throw 2 of 2,,47,44
167,2,6:22.0,,Turnover by E. Bledsoe (bad pass),47,44
168,2,6:04.0,J. Crawford misses 3-pt jump shot from 24 ft,,47,44
169,2,6:01.0,,Defensive rebound by E. Bledsoe,47,44
170,2,5:57.0,,E. Bledsoe makes 2-pt layup from 1 ft,47,46
171,2,5:47.0,T. Ariza misses 3-pt jump shot from 28 ft,,47,46
172,2,5:44.0,,Defensive rebound by B. Lopez,47,46
173,2,5:30.0,,S. Brown misses 3-pt jump shot from 25 ft,47,46
174,2,5:27.0,Defensive rebound by D. Ayton,,47,46
175,2,5:16.0,D. Ayton makes 2-pt jump shot from 9 ft,,49,46
176,2,5:05.0,,Turnover by G. Antetokounmpo (traveling),49,46
177,2,5:05.0,T. Warren enters the game for M. Bridges,,49,46
178,2,4:54.0,D. Booker makes 2-pt jump shot from 14 ft,,51,46
179,2,4:42.0,,S. Brown makes 2-pt layup from 2 ft (assist by E. Bledsoe),51,48
180,2,4:24.0,T. Warren makes 2-pt jump shot from 6 ft,,53,48
181,2,4:13.0,,Turnover by K. Middleton (bad pass; steal by D. Booker),53,48
182,2,4:10.0,T. Warren makes 2-pt layup from 1 ft (assist by D. Booker),,55,48
183,2,4:10.0,Shooting foul by E. Bledsoe (drawn by T. Warren),,55,48
184,2,4:10.0,,P. Connaughton enters the game for S. Brown,55,48
185,2,4:10.0,,E. İlyasova enters the game for B. Lopez,55,48
186,2,4:10.0,,T. Snell enters the game for K. Middleton,55,48
187,2,4:10.0,T. Warren misses free throw 1 of 1,,55,48
188,2,4:07.0,,Defensive rebound by G. Antetokounmpo,55,48
189,2,3:55.0,,E. İlyasova misses 3-pt jump shot from 25 ft,55,48
190,2,3:51.0,Defensive rebound by D. Ayton,,55,48
191,2,3:50.0,Turnover by D. Ayton (lost ball; steal by E. Bledsoe),,55,48
192,2,3:47.0,,E. Bledsoe misses 2-pt layup from 1 ft,55,48
193,2,3:47.0,,Offensive rebound by Team,55,48
194,2,3:47.0,Loose ball foul by T. Warren (drawn by E. İlyasova),,55,48
195,2,3:47.0,R. Holmes enters the game for D. Ayton,,55,48
196,2,3:40.0,,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by E. İlyasova),55,50
197,2,3:24.0,R. Holmes makes 2-pt dunk from 1 ft (assist by T. Ariza),,57,50
198,2,3:10.0,,E. Bledsoe makes 3-pt jump shot from 28 ft (assist by E. İlyasova),57,53
199,2,2:57.0,D. Booker misses 2-pt jump shot from 14 ft,,57,53
200,2,2:54.0,,Defensive rebound by T. Snell,57,53
201,2,2:46.0,,T. Snell misses 3-pt jump shot from 28 ft,57,53
202,2,2:44.0,,Offensive rebound by Team,57,53
203,2,2:44.0,Phoenix full timeout,,57,53
204,2,2:34.0,,Turnover by G. Antetokounmpo (lane violation),57,53
205,2,2:21.0,Shooting foul by E. İlyasova (drawn by T. Ariza),,57,53
206,2,2:21.0,T. Ariza makes free throw 1 of 2,,58,53
207,2,2:21.0,T. Ariza makes free throw 2 of 2,,59,53
208,2,2:06.0,,P. Connaughton misses 3-pt jump shot from 28 ft,59,53
209,2,2:03.0,,Offensive rebound by E. İlyasova,59,53
210,2,2:01.0,,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by E. İlyasova),59,55
211,2,1:40.0,J. Crawford misses 2-pt jump shot from 19 ft,,59,55
212,2,1:37.0,,Defensive rebound by E. İlyasova,59,55
213,2,1:37.0,,Personal foul by T. Warren (drawn by T. Snell),59,55
214,2,1:37.0,Violation by Team (delay of game),,59,55
215,2,1:37.0,,T. Snell makes free throw 1 of 2,59,56
216,2,1:37.0,M. Bridges enters the game for J. Crawford,,59,56
217,2,1:37.0,I. Canaan enters the game for T. Warren,,59,56
218,2,1:37.0,,T. Snell makes free throw 2 of 2,59,57
219,2,1:22.0,Shooting foul by E. İlyasova (drawn by R. Holmes),,59,57
220,2,1:22.0,R. Holmes misses free throw 1 of 2,,59,57
221,2,1:22.0,Offensive rebound by Team,,59,57
222,2,1:22.0,R. Holmes makes free throw 2 of 2,,60,57
223,2,1:12.0,,Personal foul by D. Booker (drawn by G. Antetokounmpo),60,57
224,2,1:12.0,,G. Antetokounmpo makes free throw 1 of 2,60,58
225,2,1:12.0,,B. Lopez enters the game for E. İlyasova,60,58
226,2,1:12.0,,G. Antetokounmpo misses free throw 2 of 2,60,58
227,2,1:09.0,,Offensive rebound by G. Antetokounmpo,60,58
228,2,1:08.0,,G. Antetokounmpo misses 2-pt layup from 1 ft (block by R. Holmes),60,58
229,2,1:02.0,,Offensive rebound by T. Snell,60,58
230,2,1:00.0,,P. Connaughton misses 3-pt jump shot from 25 ft,60,58
231,2,0:57.0,Defensive rebound by T. Ariza,,60,58
232,2,0:48.0,R. Holmes makes 2-pt hook shot from 4 ft,,62,58
233,2,0:32.0,,P. Connaughton makes 3-pt jump shot from 29 ft (assist by E. Bledsoe),62,61
234,2,0:10.0,D. Booker makes 2-pt layup at rim,,64,61
235,2,0:00.0,,P. Connaughton misses 3-pt jump shot from 22 ft,64,61
236,2,0:00.0,,Offensive rebound by Team,64,61
237,3,11:44.0,D. Booker makes 2-pt layup from 1 ft,,66,61
238,3,11:36.0,,B. Lopez misses 3-pt jump shot from 27 ft,66,61
239,3,11:33.0,Defensive rebound by D. Ayton,,66,61
240,3,11:20.0,D. Booker misses 3-pt jump shot from 27 ft,,66,61
241,3,11:17.0,,Defensive rebound by K. Middleton,66,61
242,3,11:07.0,,B. Lopez misses 3-pt jump shot from 28 ft,66,61
243,3,11:04.0,Defensive rebound by M. Bridges,,66,61
244,3,10:54.0,D. Booker makes 2-pt jump shot from 15 ft,,68,61
245,3,10:32.0,,E. Bledsoe makes 3-pt jump shot from 27 ft,68,64
246,3,10:16.0,T. Warren makes 3-pt jump shot from 28 ft (assist by D. Booker),,71,64
247,3,10:01.0,,B. Lopez makes 2-pt layup from 2 ft (assist by E. Bledsoe),71,66
248,3,9:50.0,Shooting foul by E. Bledsoe (drawn by D. Booker),,71,66
249,3,9:50.0,D. Booker makes free throw 1 of 2,,72,66
250,3,9:50.0,D. Booker makes free throw 2 of 2,,73,66
251,3,9:39.0,,Personal foul by T. Ariza (drawn by G. Antetokounmpo),73,66
252,3,9:31.0,,G. Antetokounmpo makes 2-pt dunk from 2 ft,73,68
253,3,9:17.0,D. Booker makes 2-pt jump shot from 14 ft,,75,68
254,3,8:58.0,,K. Middleton makes 3-pt jump shot from 23 ft (assist by E. Bledsoe),75,71
255,3,8:45.0,T. Warren makes 2-pt jump shot from 15 ft (assist by D. Booker),,77,71
256,3,8:35.0,,M. Brogdon makes 2-pt layup from 1 ft (assist by K. Middleton),77,73
257,3,8:20.0,D. Booker makes 2-pt jump shot from 15 ft,,79,73
258,3,8:10.0,,Personal foul by T. Ariza (drawn by M. Brogdon),79,73
259,3,8:10.0,,Milwaukee full timeout,79,73
260,3,8:10.0,I. Canaan enters the game for M. Bridges,,79,73
261,3,8:00.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,79,75
262,3,7:46.0,D. Ayton misses 2-pt hook shot from 2 ft,,79,75
263,3,7:44.0,Offensive rebound by T. Warren,,79,75
264,3,7:44.0,T. Warren misses 2-pt layup at rim,,79,75
265,3,7:43.0,Offensive rebound by D. Ayton,,79,75
266,3,7:43.0,D. Ayton makes 2-pt layup at rim,,81,75
267,3,7:28.0,,Personal foul by T. Warren (drawn by M. Brogdon),81,75
268,3,7:28.0,J. Jackson enters the game for T. Warren,,81,75
269,3,7:28.0,,P. Connaughton enters the game for M. Brogdon,81,75
270,3,7:19.0,,B. Lopez misses 3-pt jump shot from 28 ft,81,75
271,3,7:16.0,Defensive rebound by I. Canaan,,81,75
272,3,7:03.0,D. Ayton misses 2-pt jump shot from 14 ft,,81,75
273,3,6:59.0,,Defensive rebound by P. Connaughton,81,75
274,3,6:51.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,81,77
275,3,6:46.0,D. Booker makes 3-pt jump shot from 25 ft (assist by I. Canaan),,84,77
276,3,6:37.0,,Shooting foul by I. Canaan (drawn by E. Bledsoe),84,77
277,3,6:37.0,,E. Bledsoe makes free throw 1 of 2,84,78
278,3,6:37.0,,E. Bledsoe misses free throw 2 of 2,84,78
279,3,6:33.0,Defensive rebound by T. Ariza,,84,78
280,3,6:25.0,D. Booker misses 2-pt layup from 2 ft (block by B. Lopez),,84,78
281,3,6:23.0,,Defensive rebound by G. Antetokounmpo,84,78
282,3,6:18.0,,Personal foul by J. Jackson (drawn by G. Antetokounmpo),84,78
283,3,6:18.0,,G. Antetokounmpo misses free throw 1 of 2,84,78
284,3,6:18.0,,Offensive rebound by Team,84,78
285,3,6:18.0,R. Holmes enters the game for D. Ayton,,84,78
286,3,6:18.0,,T. Maker enters the game for B. Lopez,84,78
287,3,6:18.0,,G. Antetokounmpo makes free throw 2 of 2,84,79
288,3,5:59.0,I. Canaan misses 3-pt jump shot from 30 ft (block by P. Connaughton),,84,79
289,3,5:54.0,,Defensive rebound by E. Bledsoe,84,79
290,3,5:46.0,,E. Bledsoe misses 3-pt jump shot from 27 ft,84,79
291,3,5:44.0,Defensive rebound by D. Booker,,84,79
292,3,5:34.0,T. Ariza misses 3-pt jump shot from 23 ft,,84,79
293,3,5:31.0,Offensive rebound by R. Holmes,,84,79
294,3,5:31.0,Shooting foul by G. Antetokounmpo (drawn by R. Holmes),,84,79
295,3,5:31.0,R. Holmes makes free throw 1 of 2,,85,79
296,3,5:31.0,,E. İlyasova enters the game for G. Antetokounmpo,85,79
297,3,5:31.0,R. Holmes makes free throw 2 of 2,,86,79
298,3,5:15.0,,K. Middleton misses 2-pt jump shot from 14 ft,86,79
299,3,5:13.0,Defensive rebound by D. Booker,,86,79
300,3,5:12.0,Turnover by D. Booker (bad pass),,86,79
301,3,4:52.0,,E. İlyasova misses 2-pt jump shot from 21 ft,86,79
302,3,4:49.0,Defensive rebound by J. Jackson,,86,79
303,3,4:48.0,Shooting foul by K. Middleton (drawn by J. Jackson),,86,79
304,3,4:48.0,J. Jackson makes free throw 1 of 2,,87,79
305,3,4:48.0,,M. Dellavedova enters the game for E. Bledsoe,87,79
306,3,4:48.0,J. Jackson makes free throw 2 of 2,,88,79
307,3,4:37.0,,E. İlyasova misses 2-pt layup from 2 ft,88,79
308,3,4:34.0,Defensive rebound by R. Holmes,,88,79
309,3,4:28.0,T. Ariza misses 3-pt jump shot from 26 ft,,88,79
310,3,4:28.0,,Defensive rebound by Team,88,79
311,3,4:28.0,Loose ball foul by R. Holmes (drawn by T. Maker),,88,79
312,3,4:28.0,,T. Maker misses free throw 1 of 2,88,79
313,3,4:28.0,,Offensive rebound by Team,88,79
314,3,4:28.0,,T. Snell enters the game for K. Middleton,88,79
315,3,4:28.0,,T. Maker misses free throw 2 of 2,88,79
316,3,4:24.0,Defensive rebound by T. Ariza,,88,79
317,3,4:09.0,J. Jackson makes 3-pt jump shot from 24 ft (assist by I. Canaan),,91,79
318,3,3:55.0,,T. Snell misses 3-pt jump shot from 23 ft,91,79
319,3,3:52.0,Defensive rebound by R. Holmes,,91,79
320,3,3:43.0,Phoenix full timeout,,91,79
321,3,3:43.0,,G. Antetokounmpo enters the game for T. Maker,91,79
322,3,3:36.0,I. Canaan misses 3-pt jump shot from 23 ft,,91,79
323,3,3:33.0,,Defensive rebound by G. Antetokounmpo,91,79
324,3,3:13.0,,Turnover by E. İlyasova (lane violation),91,79
325,3,3:13.0,J. Crawford enters the game for D. Booker,,91,79
326,3,3:01.0,J. Crawford misses 3-pt jump shot from 24 ft,,91,79
327,3,3:00.0,,Defensive rebound by Team,91,79
328,3,2:51.0,,G. Antetokounmpo makes 2-pt dunk from 1 ft,91,81
329,3,2:34.0,Turnover by J. Crawford (lost ball; steal by G. Antetokounmpo),,91,81
330,3,2:27.0,,T. Snell misses 3-pt jump shot from 29 ft,91,81
331,3,2:24.0,Defensive rebound by T. Ariza,,91,81
332,3,2:06.0,Offensive foul by J. Crawford (drawn by E. İlyasova),,91,81
333,3,2:06.0,Turnover by J. Crawford (offensive foul),,91,81
334,3,1:49.0,,Turnover by E. İlyasova (bad pass; steal by T. Ariza),91,81
335,3,1:44.0,I. Canaan misses 3-pt jump shot from 28 ft,,91,81
336,3,1:42.0,,Defensive rebound by M. Dellavedova,91,81
337,3,1:35.0,,E. İlyasova makes 2-pt layup from 1 ft (assist by T. Snell),91,83
338,3,1:17.0,J. Jackson misses 2-pt layup from 5 ft,,91,83
339,3,1:15.0,,Defensive rebound by G. Antetokounmpo,91,83
340,3,1:04.0,,P. Connaughton makes 3-pt jump shot from 28 ft (assist by M. Dellavedova),91,86
341,3,0:44.0,J. Crawford misses 2-pt jump shot from 14 ft,,91,86
342,3,0:43.0,,Defensive rebound by Team,91,86
343,3,0:34.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,91,88
344,3,0:14.0,Offensive foul by T. Ariza (drawn by E. İlyasova),,91,88
345,3,0:14.0,Turnover by T. Ariza (offensive foul),,91,88
346,3,0:14.0,,E. Bledsoe enters the game for G. Antetokounmpo,91,88
347,3,0:02.0,,T. Snell misses 3-pt jump shot from 23 ft,91,88
348,3,0:00.0,,Offensive rebound by E. İlyasova,91,88
349,3,0:00.0,,E. İlyasova makes 2-pt layup from 1 ft,91,90
350,4,11:47.0,,B. Lopez misses 3-pt jump shot from 27 ft,91,90
351,4,11:47.0,Defensive rebound by Team,,91,90
352,4,11:34.0,D. Booker makes 2-pt jump shot from 13 ft (assist by D. Ayton),,93,90
353,4,11:13.0,,B. Lopez makes 2-pt dunk from 1 ft (assist by M. Brogdon),93,92
354,4,10:57.0,D. Booker makes 2-pt jump shot from 15 ft,,95,92
355,4,10:40.0,,B. Lopez misses 2-pt hook shot from 6 ft,95,92
356,4,10:37.0,Defensive rebound by M. Bridges,,95,92
357,4,10:23.0,D. Booker misses 3-pt jump shot from 26 ft,,95,92
358,4,10:20.0,,Defensive rebound by B. Lopez,95,92
359,4,10:14.0,,M. Brogdon makes 2-pt layup from 2 ft (assist by M. Dellavedova),95,94
360,4,10:00.0,J. Crawford makes 2-pt jump shot from 18 ft,,97,94
361,4,9:49.0,,Personal foul by D. Booker (drawn by M. Dellavedova),97,94
362,4,9:49.0,,G. Antetokounmpo enters the game for M. Dellavedova,97,94
363,4,9:49.0,,S. Brown enters the game for E. İlyasova,97,94
364,4,9:41.0,,B. Lopez misses 3-pt jump shot from 27 ft,97,94
365,4,9:38.0,Defensive rebound by M. Bridges,,97,94
366,4,9:22.0,D. Booker makes 2-pt jump shot from 19 ft,,99,94
367,4,9:05.0,,M. Brogdon makes 3-pt jump shot from 27 ft (assist by G. Antetokounmpo),99,97
368,4,8:46.0,D. Booker misses 2-pt layup from 8 ft,,99,97
369,4,8:44.0,Offensive rebound by D. Ayton,,99,97
370,4,8:43.0,D. Ayton makes 2-pt layup from 2 ft,,101,97
371,4,8:27.0,,Shooting foul by T. Warren (drawn by M. Brogdon),101,97
372,4,8:27.0,Phoenix full timeout,,101,97
373,4,8:27.0,T. Ariza enters the game for T. Warren,,101,97
374,4,8:27.0,,E. Bledsoe enters the game for T. Snell,101,97
375,4,8:27.0,,M. Brogdon makes free throw 1 of 2,101,98
