,QUARTER,TIME_REMAINING,HOUSTON_ACTION,TORONTO_ACTION,HOUSTON_SCORE,TORONTO_SCORE
44,1,6:02.0,,P. Siakam misses 3-pt jump shot from 23 ft,8,11
45,1,5:59.0,,Offensive rebound by S. Ibaka,8,11
46,1,5:58.0,,S. Ibaka misses 2-pt hook shot from 12 ft,8,11
47,1,5:56.0,Defensive rebound by P. Tucker,,8,11
48,1,5:47.0,E. Gordon makes 2-pt hook shot from 2 ft,,10,11
49,1,5:24.0,,K. Leonard misses 2-pt jump shot from 10 ft,10,11
50,1,5:20.0,Defensive rebound by C. Capela,,10,11
51,1,5:12.0,E. Gordon makes 3-pt jump shot from 25 ft (assist by P. Tucker),,13,11
52,1,4:59.0,,K. Lowry makes 2-pt layup from 2 ft,13,13
53,1,4:43.0,J. Harden misses 2-pt layup from 1 ft,,13,13
54,1,4:43.0,Offensive rebound by C. Capela,,13,13
55,1,4:33.0,J. Harden makes 2-pt jump shot from 3 ft,,15,13
56,1,4:17.0,,Turnover by P. Siakam (bad pass; steal by C. Capela),15,13
57,1,4:10.0,A. Rivers makes 3-pt jump shot from 25 ft,,18,13
58,1,3:56.0,,K. Lowry misses 2-pt jump shot from 23 ft,18,13
59,1,3:53.0,Defensive rebound by A. Rivers,,18,13
60,1,3:46.0,J. Harden misses 2-pt layup from 2 ft,,18,13
61,1,3:44.0,,Defensive rebound by S. Ibaka,18,13
62,1,3:41.0,,D. Green misses 3-pt jump shot from 26 ft,18,13
63,1,3:38.0,Defensive rebound by P. Tucker,,18,13
64,1,3:28.0,A. Rivers misses 2-pt hook shot from 10 ft,,18,13
65,1,3:26.0,,Defensive rebound by S. Ibaka,18,13
66,1,3:22.0,,Personal foul by A. Rivers (drawn by K. Lowry),18,13
67,1,3:22.0,G. Green enters the game for C. Capela,,18,13
68,1,3:22.0,N. Hilário enters the game for E. Gordon,,18,13
69,1,3:22.0,,M. Gasol enters the game for S. Ibaka,18,13
70,1,3:08.0,,D. Green misses 3-pt jump shot from 23 ft,18,13
71,1,3:05.0,Defensive rebound by N. Hilário,,18,13
72,1,2:59.0,Turnover by J. Harden (out of bounds lost ball),,18,13
73,1,2:59.0,Houston full timeout,,18,13
74,1,2:59.0,G. Clark enters the game for P. Tucker,,18,13
75,1,2:59.0,,J. Lin enters the game for K. Leonard,18,13
76,1,2:59.0,,N. Powell enters the game for K. Lowry,18,13
77,1,2:38.0,,N. Powell misses 2-pt jump shot from 19 ft,18,13
78,1,2:35.0,Defensive rebound by A. Rivers,,18,13
79,1,2:20.0,J. Harden misses 2-pt layup from 1 ft,,18,13
80,1,2:18.0,,Defensive rebound by P. Siakam,18,13
81,1,2:04.0,,M. Gasol makes 2-pt jump shot from 13 ft,18,15
82,1,1:51.0,Personal foul by N. Powell (drawn by G. Green),,18,15
83,1,1:51.0,,O. Anunoby enters the game for D. Green,18,15
84,1,1:43.0,J. Harden misses 3-pt jump shot from 22 ft,,18,15
85,1,1:38.0,,Defensive rebound by O. Anunoby,18,15
86,1,1:33.0,,J. Lin misses 2-pt layup from 4 ft (block by G. Clark),18,15
87,1,1:30.0,,Offensive rebound by J. Lin,18,15
88,1,1:25.0,,Shooting foul by N. Hilário (drawn by M. Gasol),18,15
89,1,1:25.0,,M. Gasol makes free throw 1 of 2,18,16
90,1,1:25.0,,M. Gasol makes free throw 2 of 2,18,17
91,1,1:07.0,A. Rivers misses 2-pt layup from 2 ft,,18,17
92,1,1:05.0,,Defensive rebound by M. Gasol,18,17
93,1,0:57.0,,Turnover by P. Siakam (bad pass; steal by G. Clark),18,17
94,1,0:47.0,J. Harden misses 2-pt jump shot from 7 ft,,18,17
95,1,0:44.0,Offensive rebound by G. Green,,18,17
96,1,0:42.0,G. Green misses 3-pt jump shot from 22 ft,,18,17
97,1,0:42.0,Offensive rebound by G. Clark,,18,17
98,1,0:29.0,J. Harden makes 3-pt jump shot from 24 ft,,21,17
99,1,0:15.0,,J. Lin makes 2-pt hook shot from 2 ft,21,19
100,1,0:03.0,Personal foul by J. Lin (drawn by J. Harden),,21,19
101,1,0:03.0,J. Harden makes free throw 1 of 2,,22,19
102,1,0:03.0,J. Harden makes free throw 2 of 2,,23,19
103,1,0:00.0,,Turnover by J. Lin (bad pass; steal by J. Harden),23,19
104,2,11:47.0,,M. Gasol misses 3-pt jump shot from 26 ft,23,19
105,2,11:43.0,Defensive rebound by C. Paul,,23,19
106,2,11:31.0,G. Green makes 2-pt jump shot from 7 ft (assist by A. Rivers),,25,19
107,2,11:24.0,,K. Lowry makes 2-pt layup from 3 ft (assist by J. Lin),25,21
108,2,11:10.0,Shooting foul by N. Powell (drawn by G. Green),,25,21
109,2,11:10.0,G. Green makes free throw 1 of 2,,26,21
110,2,11:10.0,G. Green makes free throw 2 of 2,,27,21
111,2,10:58.0,,O. Anunoby misses 3-pt jump shot from 25 ft,27,21
112,2,10:55.0,Defensive rebound by C. Paul,,27,21
113,2,10:41.0,N. Hilário misses 2-pt jump shot from 20 ft,,27,21
114,2,10:38.0,,Defensive rebound by K. Lowry,27,21
115,2,10:33.0,,K. Lowry misses 2-pt layup from 3 ft (block by G. Clark),27,21
116,2,10:32.0,,Offensive rebound by Team,27,21
117,2,10:26.0,,N. Powell misses 2-pt layup from 3 ft,27,21
118,2,10:24.0,,Offensive rebound by K. Lowry,27,21
119,2,10:16.0,,Turnover by J. Lin (bad pass; steal by G. Clark),27,21
120,2,10:12.0,G. Green makes 3-pt jump shot from 25 ft (assist by C. Paul),,30,21
121,2,10:07.0,,Toronto full timeout,30,21
122,2,10:00.0,,Turnover by K. Lowry (bad pass; steal by A. Rivers),30,21
123,2,9:57.0,A. Rivers makes 2-pt layup from 1 ft,,32,21
124,2,9:41.0,,N. Powell misses 2-pt layup from 2 ft (block by G. Green),32,21
125,2,9:38.0,Defensive rebound by N. Hilário,,32,21
126,2,9:35.0,A. Rivers makes 3-pt jump shot from 23 ft (assist by N. Hilário),,35,21
127,2,9:20.0,Violation by Team (kicked ball),,35,21
128,2,9:08.0,,N. Powell misses 3-pt jump shot from 26 ft,35,21
129,2,9:05.0,Defensive rebound by G. Clark,,35,21
130,2,8:51.0,Turnover by N. Hilário (dbl dribble),,35,21
131,2,8:39.0,,Offensive foul by K. Lowry (drawn by A. Rivers),35,21
132,2,8:39.0,,Turnover by K. Lowry (offensive foul),35,21
133,2,8:39.0,C. Capela enters the game for N. Hilário,,35,21
134,2,8:39.0,E. Gordon enters the game for A. Rivers,,35,21
135,2,8:26.0,E. Gordon makes 2-pt layup from 2 ft (assist by C. Paul),,37,21
136,2,8:08.0,,N. Powell makes 2-pt layup from 3 ft (assist by J. Lin),37,23
137,2,7:50.0,E. Gordon makes 3-pt jump shot from 23 ft (assist by C. Paul),,40,23
138,2,7:39.0,,K. Lowry misses 3-pt jump shot from 26 ft,40,23
139,2,7:36.0,Defensive rebound by G. Green,,40,23
140,2,7:29.0,C. Paul makes 2-pt jump shot from 10 ft,,42,23
141,2,7:28.0,,Toronto full timeout,42,23
142,2,7:28.0,P. Tucker enters the game for G. Clark,,42,23
143,2,7:28.0,,K. Leonard enters the game for J. Lin,42,23
144,2,7:28.0,,P. McCaw enters the game for N. Powell,42,23
145,2,7:09.0,,M. Gasol makes 2-pt hook shot from 8 ft,42,25
146,2,6:50.0,Turnover by P. Tucker (lost ball; steal by K. Leonard),,42,25
147,2,6:41.0,,Shooting foul by P. Tucker (drawn by K. Leonard),42,25
148,2,6:41.0,,K. Leonard makes free throw 1 of 2,42,26
149,2,6:41.0,J. Harden enters the game for G. Green,,42,26
150,2,6:41.0,,K. Leonard makes free throw 2 of 2,42,27
151,2,6:32.0,P. Tucker makes 3-pt jump shot from 22 ft (assist by C. Paul),,45,27
152,2,6:12.0,,K. Lowry misses 2-pt layup from 3 ft,45,27
153,2,6:10.0,Defensive rebound by E. Gordon,,45,27
154,2,6:00.0,C. Capela makes 2-pt hook shot from 3 ft (assist by C. Paul),,47,27
155,2,6:00.0,Shooting foul by M. Gasol (drawn by C. Capela),,47,27
156,2,6:00.0,A. Rivers enters the game for C. Paul,,47,27
157,2,6:00.0,,S. Ibaka enters the game for O. Anunoby,47,27
158,2,6:00.0,,P. Siakam enters the game for M. Gasol,47,27
159,2,6:00.0,C. Capela misses free throw 1 of 1,,47,27
160,2,5:58.0,,Defensive rebound by S. Ibaka,47,27
161,2,5:46.0,,K. Leonard misses 2-pt jump shot from 6 ft,47,27
162,2,5:43.0,Defensive rebound by C. Capela,,47,27
163,2,5:33.0,Offensive foul by C. Capela (drawn by K. Lowry),,47,27
164,2,5:33.0,Turnover by C. Capela (offensive foul),,47,27
165,2,5:19.0,,Personal foul by C. Capela (drawn by K. Leonard),47,27
166,2,5:07.0,,K. Leonard misses 2-pt jump shot from 20 ft,47,27
167,2,5:05.0,Defensive rebound by A. Rivers,,47,27
168,2,5:00.0,C. Capela makes 2-pt layup from 3 ft (assist by J. Harden),,49,27
169,2,4:46.0,,P. McCaw makes 3-pt jump shot from 23 ft (assist by S. Ibaka),49,30
170,2,4:35.0,Turnover by E. Gordon (step out of bounds),,49,30
171,2,4:35.0,,D. Green enters the game for P. McCaw,49,30
172,2,4:29.0,,Turnover by K. Lowry (bad pass; steal by P. Tucker),49,30
173,2,4:23.0,J. Harden misses 2-pt layup from 4 ft,,49,30
174,2,4:23.0,,Defensive rebound by Team,49,30
175,2,4:23.0,Loose ball foul by J. Harden (drawn by S. Ibaka),,49,30
176,2,4:07.0,,K. Leonard misses 2-pt jump shot from 10 ft,49,30
177,2,4:04.0,,Offensive rebound by S. Ibaka,49,30
178,2,4:01.0,,K. Lowry misses 3-pt jump shot from 26 ft,49,30
179,2,4:01.0,,Offensive rebound by P. Siakam,49,30
180,2,3:51.0,,P. Siakam misses 2-pt jump shot from 6 ft,49,30
181,2,3:47.0,,Offensive rebound by P. Siakam,49,30
182,2,3:47.0,,P. Siakam makes 2-pt layup from 1 ft,49,32
183,2,3:27.0,J. Harden misses 3-pt jump shot from 26 ft,,49,32
184,2,3:23.0,,Defensive rebound by P. Siakam,49,32
185,2,3:14.0,,D. Green makes 3-pt jump shot from 23 ft (assist by P. Siakam),49,35
186,2,3:14.0,Houston full timeout,,49,35
187,2,3:14.0,C. Paul enters the game for E. Gordon,,49,35
188,2,2:55.0,J. Harden misses 3-pt jump shot from 26 ft,,49,35
189,2,2:53.0,,Defensive rebound by S. Ibaka,49,35
190,2,2:42.0,,Turnover by K. Lowry (bad pass; steal by J. Harden),49,35
191,2,2:29.0,J. Harden makes 2-pt jump shot from 4 ft,,51,35
192,2,2:29.0,,Violation by Team (def goaltending),51,35
193,2,2:06.0,,S. Ibaka misses 2-pt jump shot from 10 ft,51,35
194,2,2:03.0,Defensive rebound by C. Capela,,51,35
195,2,1:54.0,A. Rivers makes 2-pt jump shot from 7 ft (assist by P. Tucker),,53,35
196,2,1:38.0,,K. Leonard misses 2-pt hook shot from 5 ft (block by C. Capela),53,35
197,2,1:35.0,Defensive rebound by C. Capela,,53,35
198,2,1:17.0,P. Tucker misses 3-pt jump shot from 23 ft,,53,35
199,2,1:15.0,Offensive rebound by C. Capela,,53,35
200,2,1:03.0,J. Harden misses 3-pt jump shot from 25 ft,,53,35
201,2,1:02.0,,Defensive rebound by Team,53,35
202,2,1:02.0,N. Hilário enters the game for C. Capela,,53,35
203,2,0:47.0,,D. Green misses 3-pt jump shot from 23 ft,53,35
204,2,0:44.0,,Offensive rebound by K. Lowry,53,35
205,2,0:40.0,,S. Ibaka makes 2-pt hook shot from 2 ft (assist by K. Lowry),53,37
206,2,0:31.0,C. Paul misses 2-pt layup from 8 ft,,53,37
207,2,0:27.0,,Defensive rebound by S. Ibaka,53,37
208,2,0:26.0,,Turnover by S. Ibaka (lost ball; steal by C. Paul),53,37
209,2,0:08.0,J. Harden makes 2-pt layup from 1 ft,,55,37
210,2,0:03.0,,Personal foul by A. Rivers (drawn by P. Siakam),55,37
211,2,0:00.0,,K. Lowry misses 2-pt layup from 2 ft,55,37
212,2,0:00.0,,Offensive rebound by Team,55,37
213,3,11:46.0,,P. Siakam makes 3-pt jump shot from 25 ft (assist by K. Leonard),55,40
214,3,11:19.0,E. Gordon misses 2-pt layup from 5 ft (block by S. Ibaka),,55,40
215,3,11:19.0,,Defensive rebound by D. Green,55,40
216,3,11:06.0,,K. Leonard makes 2-pt jump shot from 13 ft,55,42
217,3,10:39.0,J. Harden misses 2-pt layup from 4 ft (block by S. Ibaka),,55,42
218,3,10:39.0,,Defensive rebound by S. Ibaka,55,42
219,3,10:39.0,,Personal foul by J. Harden (drawn by S. Ibaka),55,42
220,3,10:24.0,,K. Leonard misses 2-pt jump shot from 6 ft,55,42
221,3,10:20.0,Defensive rebound by C. Capela,,55,42
222,3,10:09.0,C. Paul misses 2-pt jump shot from 9 ft,,55,42
223,3,10:06.0,,Defensive rebound by S. Ibaka,55,42
224,3,9:53.0,,Personal foul by C. Paul (drawn by K. Leonard),55,42
225,3,9:44.0,,K. Leonard misses 3-pt jump shot from 25 ft,55,42
226,3,9:42.0,,Offensive rebound by S. Ibaka,55,42
227,3,9:34.0,,P. Siakam makes 3-pt jump shot from 22 ft (assist by K. Lowry),55,45
228,3,9:16.0,Shooting foul by S. Ibaka (drawn by C. Capela),,55,45
229,3,9:16.0,C. Capela misses free throw 1 of 2,,55,45
230,3,9:16.0,Offensive rebound by Team,,55,45
231,3,9:16.0,C. Capela makes free throw 2 of 2,,56,45
232,3,9:04.0,,S. Ibaka makes 2-pt hook shot from 3 ft (assist by K. Lowry),56,47
233,3,9:04.0,,Shooting foul by J. Harden (drawn by S. Ibaka),56,47
234,3,9:04.0,,S. Ibaka misses free throw 1 of 1,56,47
235,3,9:02.0,Defensive rebound by P. Tucker,,56,47
236,3,8:48.0,J. Harden misses 2-pt jump shot from 4 ft,,56,47
237,3,8:45.0,,Defensive rebound by K. Lowry,56,47
238,3,8:36.0,,P. Siakam misses 3-pt jump shot from 23 ft,56,47
239,3,8:36.0,Defensive rebound by Team,,56,47
240,3,8:36.0,,Loose ball foul by K. Lowry (drawn by E. Gordon),56,47
241,3,8:36.0,,Technical foul by K. Lowry,56,47
242,3,8:36.0,J. Harden makes technical free throw,,57,47
243,3,8:13.0,P. Tucker misses 3-pt jump shot from 23 ft,,57,47
244,3,8:12.0,,Defensive rebound by Team,57,47
245,3,7:57.0,,S. Ibaka makes 2-pt jump shot from 17 ft (assist by K. Lowry),57,49
246,3,7:47.0,C. Paul misses 3-pt jump shot from 26 ft,,57,49
247,3,7:46.0,,Defensive rebound by P. Siakam,57,49
248,3,7:36.0,,D. Green makes 3-pt jump shot from 23 ft (assist by P. Siakam),57,52
249,3,7:36.0,Houston full timeout,,57,52
250,3,7:23.0,Offensive foul by C. Paul (drawn by K. Lowry),,57,52
251,3,7:23.0,Turnover by C. Paul (offensive foul),,57,52
252,3,7:09.0,,S. Ibaka misses 2-pt layup from 3 ft,57,52
253,3,7:07.0,Defensive rebound by C. Paul,,57,52
254,3,7:00.0,J. Harden makes 2-pt jump shot from 8 ft (assist by C. Paul),,59,52
255,3,6:55.0,,Shooting foul by C. Paul (drawn by D. Green),59,52
256,3,6:55.0,,D. Green makes free throw 1 of 2,59,53
257,3,6:55.0,A. Rivers enters the game for C. Paul,,59,53
258,3,6:55.0,,D. Green makes free throw 2 of 2,59,54
259,3,6:44.0,C. Capela misses 2-pt layup from 3 ft,,59,54
260,3,6:42.0,,Defensive rebound by K. Leonard,59,54
261,3,6:39.0,,K. Leonard misses 2-pt layup from 2 ft,59,54
262,3,6:35.0,Defensive rebound by C. Capela,,59,54
263,3,6:13.0,C. Capela misses 2-pt jump shot from 7 ft (block by S. Ibaka),,59,54
264,3,6:13.0,Offensive rebound by Team,,59,54
265,3,6:13.0,Turnover by Team (shot clock),,59,54
266,3,5:53.0,,S. Ibaka makes 2-pt hook shot from 3 ft (assist by D. Green),59,56
267,3,5:28.0,J. Harden misses 3-pt jump shot from 25 ft,,59,56
268,3,5:25.0,Offensive rebound by P. Tucker,,59,56
269,3,5:23.0,P. Tucker misses 2-pt layup from 3 ft,,59,56
270,3,5:21.0,,Defensive rebound by K. Leonard,59,56
271,3,5:19.0,,Shooting foul by A. Rivers (drawn by K. Leonard),59,56
272,3,5:19.0,,K. Leonard makes free throw 1 of 2,59,57
273,3,5:19.0,G. Green enters the game for E. Gordon,,59,57
274,3,5:19.0,,K. Leonard makes free throw 2 of 2,59,58
275,3,4:59.0,J. Harden misses 2-pt jump shot from 5 ft,,59,58
276,3,4:57.0,,Defensive rebound by S. Ibaka,59,58
277,3,4:46.0,,P. Siakam makes 2-pt hook shot from 10 ft,59,60
278,3,4:28.0,Personal foul by S. Ibaka (drawn by C. Capela),,59,60
279,3,4:24.0,A. Rivers makes 3-pt jump shot from 26 ft (assist by C. Capela),,62,60
280,3,4:03.0,,P. Siakam makes 2-pt layup from 2 ft,62,62
281,3,3:46.0,C. Capela misses 2-pt layup from 3 ft (block by S. Ibaka),,62,62
282,3,3:43.0,Offensive rebound by C. Capela,,62,62
283,3,3:42.0,P. Tucker misses 3-pt jump shot from 23 ft,,62,62
284,3,3:40.0,Offensive rebound by Team,,62,62
285,3,3:40.0,,Toronto full timeout,62,62
286,3,3:40.0,N. Hilário enters the game for C. Capela,,62,62
287,3,3:30.0,A. Rivers misses 3-pt jump shot from 26 ft,,62,62
288,3,3:26.0,,Defensive rebound by S. Ibaka,62,62
289,3,3:21.0,,K. Lowry misses 3-pt jump shot from 25 ft,62,62
290,3,3:18.0,Defensive rebound by A. Rivers,,62,62
291,3,3:11.0,N. Hilário makes 2-pt layup from 2 ft,,64,62
292,3,2:47.0,,P. Siakam makes 2-pt hook shot from 5 ft,64,64
293,3,2:23.0,J. Harden misses 3-pt jump shot from 26 ft,,64,64
294,3,2:21.0,Offensive rebound by P. Tucker,,64,64
295,3,2:17.0,J. Harden misses 2-pt layup from 3 ft,,64,64
296,3,2:15.0,,Defensive rebound by K. Lowry,64,64
297,3,2:10.0,,D. Green misses 3-pt jump shot from 22 ft,64,64
298,3,2:10.0,,Offensive rebound by P. Siakam,64,64
299,3,1:59.0,,Personal foul by A. Rivers (drawn by P. Siakam),64,64
300,3,1:59.0,,P. Siakam makes free throw 1 of 2,64,65
301,3,1:59.0,G. Clark enters the game for J. Harden,,64,65
302,3,1:59.0,C. Paul enters the game for P. Tucker,,64,65
303,3,1:59.0,,M. Gasol enters the game for S. Ibaka,64,65
304,3,1:59.0,,N. Powell enters the game for K. Leonard,64,65
305,3,1:59.0,,P. Siakam misses free throw 2 of 2,64,65
306,3,1:58.0,Defensive rebound by G. Green,,64,65
307,3,1:43.0,N. Hilário makes 2-pt jump shot from 18 ft (assist by A. Rivers),,66,65
308,3,1:31.0,,K. Lowry makes 2-pt layup from 2 ft,66,67
309,3,1:15.0,G. Green misses 3-pt jump shot from 25 ft,,66,67
310,3,1:12.0,,Defensive rebound by P. Siakam,66,67
311,3,0:58.0,,K. Lowry misses 2-pt jump shot from 20 ft,66,67
312,3,0:55.0,Defensive rebound by N. Hilário,,66,67
313,3,0:49.0,Personal foul by N. Powell (drawn by G. Green),,66,67
314,3,0:49.0,,J. Lin enters the game for D. Green,66,67
315,3,0:49.0,,P. McCaw enters the game for K. Lowry,66,67
316,3,0:43.0,Shooting foul by N. Powell (drawn by C. Paul),,66,67
317,3,0:43.0,C. Paul makes free throw 1 of 3,,67,67
318,3,0:43.0,C. Paul makes free throw 2 of 3,,68,67
319,3,0:43.0,C. Paul makes free throw 3 of 3,,69,67
320,3,0:33.0,,P. Siakam makes 2-pt layup from 2 ft,69,69
321,3,0:29.0,C. Paul misses 3-pt jump shot from 26 ft,,69,69
322,3,0:27.0,,Defensive rebound by P. Siakam,69,69
323,3,0:14.0,,J. Lin misses 3-pt jump shot from 25 ft,69,69
324,3,0:11.0,,Offensive rebound by N. Powell,69,69
325,3,0:05.0,,N. Powell makes 2-pt layup from 2 ft,69,71
326,3,0:00.0,C. Paul misses 3-pt jump shot from 26 ft,,69,71
327,3,0:00.0,Offensive rebound by Team,,69,71
328,4,11:47.0,G. Green makes 3-pt jump shot from 23 ft (assist by C. Paul),,72,71
329,4,11:34.0,,Personal foul by G. Green (drawn by M. Gasol),72,71
330,4,11:34.0,,O. Anunoby enters the game for N. Powell,72,71
331,4,11:22.0,,M. Gasol makes 2-pt jump shot from 10 ft (assist by P. Siakam),72,73
332,4,11:08.0,G. Green makes 3-pt jump shot from 25 ft (assist by G. Clark),,75,73
333,4,10:50.0,,J. Lin misses 2-pt jump shot from 9 ft,75,73
334,4,10:48.0,Defensive rebound by N. Hilário,,75,73
335,4,10:33.0,Turnover by C. Paul (bad pass),,75,73
336,4,10:33.0,E. Gordon enters the game for G. Clark,,75,73
337,4,10:08.0,,J. Lin misses 2-pt layup from 3 ft (block by N. Hilário),75,73
338,4,10:04.0,Defensive rebound by N. Hilário,,75,73
339,4,9:57.0,G. Green misses 3-pt jump shot from 25 ft,,75,73
340,4,9:54.0,,Defensive rebound by J. Lin,75,73
341,4,9:49.0,,Turnover by J. Lin (lost ball; steal by N. Hilário),75,73
342,4,9:44.0,N. Hilário makes 2-pt dunk from 2 ft (assist by C. Paul),,77,73
343,4,9:27.0,,M. Gasol misses 2-pt jump shot from 7 ft,77,73
344,4,9:26.0,Defensive rebound by C. Paul,,77,73
345,4,9:21.0,G. Green makes 3-pt jump shot from 23 ft (assist by C. Paul),,80,73
346,4,9:20.0,,Toronto full timeout,80,73
347,4,9:20.0,C. Capela enters the game for N. Hilário,,80,73
348,4,9:20.0,P. Tucker enters the game for A. Rivers,,80,73
349,4,9:20.0,,K. Leonard enters the game for J. Lin,80,73
350,4,9:20.0,,K. Lowry enters the game for P. Siakam,80,73
351,4,9:07.0,,Turnover by K. Leonard (bad pass; steal by C. Paul),80,73
352,4,9:03.0,E. Gordon makes 3-pt jump shot from 25 ft (assist by C. Paul),,83,73
353,4,8:45.0,,K. Leonard misses 3-pt jump shot from 25 ft,83,73
354,4,8:42.0,Defensive rebound by C. Paul,,83,73
355,4,8:35.0,C. Paul misses 2-pt jump shot from 12 ft,,83,73
356,4,8:33.0,,Defensive rebound by Team,83,73
357,4,8:23.0,,K. Lowry makes 2-pt layup from 3 ft,83,75
358,4,8:06.0,Shooting foul by M. Gasol (drawn by G. Green),,83,75
359,4,8:06.0,G. Green makes free throw 1 of 2,,84,75
360,4,8:06.0,J. Harden enters the game for C. Paul,,84,75
361,4,8:06.0,G. Green makes free throw 2 of 2,,85,75
362,4,7:53.0,,Personal foul by E. Gordon (drawn by K. Leonard),85,75
363,4,7:40.0,,K. Lowry misses 2-pt jump shot from 13 ft,85,75
364,4,7:37.0,,Offensive rebound by K. Leonard,85,75
365,4,7:30.0,,O. Anunoby makes 3-pt jump shot from 23 ft (assist by P. McCaw),85,78
366,4,7:08.0,J. Harden makes 3-pt jump shot from 27 ft,,88,78
367,4,6:58.0,,Personal foul by P. Tucker (drawn by K. Lowry),88,78
368,4,6:48.0,,K. Leonard makes 2-pt jump shot from 11 ft,88,80
369,4,6:28.0,E. Gordon misses 2-pt jump shot from 5 ft,,88,80
370,4,6:23.0,Offensive rebound by C. Capela,,88,80
371,4,6:20.0,P. Tucker makes 3-pt jump shot from 23 ft (assist by E. Gordon),,91,80
372,4,6:04.0,,K. Lowry misses 3-pt jump shot from 25 ft,91,80
373,4,6:02.0,Defensive rebound by C. Capela,,91,80
374,4,5:48.0,J. Harden makes 3-pt jump shot from 26 ft,,94,80
375,4,5:44.0,,Toronto full timeout,94,80
376,4,5:44.0,,D. Green enters the game for O. Anunoby,94,80
377,4,5:44.0,,S. Ibaka enters the game for M. Gasol,94,80
378,4,5:44.0,,P. Siakam enters the game for P. McCaw,94,80
379,4,5:36.0,,Personal foul by P. Tucker (drawn by K. Lowry),94,80
380,4,5:26.0,,K. Leonard makes 2-pt jump shot from 12 ft,94,82
381,4,5:12.0,Shooting foul by S. Ibaka (drawn by J. Harden),,94,82
382,4,5:12.0,J. Harden makes free throw 1 of 2,,95,82
383,4,5:12.0,C. Paul enters the game for G. Green,,95,82
384,4,5:12.0,J. Harden makes free throw 2 of 2,,96,82
385,4,4:49.0,,K. Leonard makes 3-pt jump shot from 25 ft,96,85
386,4,4:25.0,J. Harden misses 2-pt jump shot from 17 ft,,96,85
387,4,4:25.0,,Defensive rebound by Team,96,85
388,4,4:25.0,Loose ball foul by C. Capela (drawn by S. Ibaka),,96,85
389,4,4:25.0,,S. Ibaka makes free throw 1 of 2,96,86
