,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,SAN ANTONIO_ACTION,WASHINGTON_SCORE,SAN ANTONIO_SCORE
380,4,5:39.0,,L. Aldridge makes free throw 1 of 1,106,125
381,4,5:27.0,O. Porter misses 3-pt jump shot from 23 ft,,106,125
382,4,5:24.0,,Defensive rebound by D. White,106,125
383,4,5:06.0,,Personal foul by J. Green (drawn by L. Aldridge),106,125
384,4,5:06.0,,L. Aldridge makes free throw 1 of 2,106,126
385,4,5:06.0,,D. Bertāns enters the game for R. Gay,106,126
386,4,5:06.0,,L. Aldridge makes free throw 2 of 2,106,127
387,4,4:58.0,T. Satoranský makes 2-pt layup from 7 ft (assist by B. Beal),,108,127
388,4,4:58.0,Shooting foul by D. Bertāns (drawn by T. Satoranský),,108,127
389,4,4:58.0,T. Satoranský makes free throw 1 of 1,,109,127
390,4,4:44.0,,L. Aldridge misses 2-pt jump shot from 14 ft,109,127
391,4,4:42.0,Defensive rebound by B. Beal,,109,127
392,4,4:35.0,T. Ariza makes 3-pt jump shot from 26 ft (assist by J. Green),,112,127
393,4,4:35.0,T. Bryant enters the game for B. Beal,,112,127
394,4,4:35.0,J. McRae enters the game for J. Green,,112,127
395,4,4:35.0,C. Randle enters the game for T. Satoranský,,112,127
396,4,4:05.0,,M. Belinelli misses 3-pt jump shot from 30 ft,112,127
397,4,4:03.0,Defensive rebound by T. Bryant,,112,127
398,4,3:53.0,O. Porter misses 3-pt jump shot from 26 ft,,112,127
399,4,3:48.0,,Defensive rebound by D. White,112,127
400,4,3:30.0,,B. Forbes makes 2-pt layup from 1 ft (assist by L. Aldridge),112,129
401,4,3:26.0,Washington full timeout,,112,129
402,4,3:26.0,T. Brown enters the game for T. Ariza,,112,129
403,4,3:26.0,,D. Cunningham enters the game for L. Aldridge,112,129
404,4,3:26.0,,C. Metu enters the game for M. Belinelli,112,129
405,4,3:26.0,,J. Poeltl enters the game for D. Bertāns,112,129
406,4,3:26.0,,Q. Pondexter enters the game for B. Forbes,112,129
407,4,3:26.0,,L. Walker enters the game for D. White,112,129
408,4,3:16.0,J. McRae misses 2-pt jump shot from 13 ft,,112,129
409,4,3:14.0,,Defensive rebound by C. Metu,112,129
410,4,2:56.0,,C. Metu misses 2-pt jump shot from 10 ft,112,129
411,4,2:54.0,,Offensive rebound by J. Poeltl,112,129
412,4,2:52.0,,J. Poeltl makes 2-pt jump shot from 12 ft,112,131
413,4,2:42.0,O. Porter misses 3-pt jump shot from 26 ft,,112,131
414,4,2:42.0,,Defensive rebound by Q. Pondexter,112,131
415,4,2:31.0,,Turnover by (5 sec),112,131
416,4,2:15.0,O. Porter makes 3-pt jump shot from 24 ft (assist by C. Randle),,115,131
417,4,2:03.0,,L. Walker misses 2-pt jump shot from 21 ft,115,131
418,4,2:03.0,Defensive rebound by Team,,115,131
419,4,2:03.0,,Loose ball foul by C. Metu (drawn by C. Randle),115,131
420,4,2:03.0,C. Randle makes free throw 1 of 2,,116,131
421,4,2:03.0,C. Randle makes free throw 2 of 2,,117,131
422,4,1:51.0,,Turnover by J. Poeltl (3 sec),117,131
423,4,1:41.0,O. Porter misses 3-pt jump shot from 26 ft,,117,131
424,4,1:37.0,,Defensive rebound by D. Cunningham,117,131
425,4,1:19.0,,Turnover by C. Metu (bad pass; steal by O. Porter),117,131
426,4,1:14.0,T. Brown misses 2-pt layup from 2 ft (block by L. Walker),,117,131
427,4,1:12.0,,Defensive rebound by J. Poeltl,117,131
428,4,1:06.0,,L. Walker misses 3-pt jump shot from 26 ft,117,131
429,4,1:03.0,Defensive rebound by C. Randle,,117,131
430,4,0:57.0,T. Brown misses 3-pt jump shot from 27 ft,,117,131
431,4,0:55.0,,Defensive rebound by D. Cunningham,117,131
432,4,0:41.0,,Shooting foul by T. Bryant (drawn by C. Metu),117,131
433,4,0:41.0,,C. Metu misses free throw 1 of 2,117,131
434,4,0:41.0,,Offensive rebound by Team,117,131
435,4,0:41.0,,C. Metu makes free throw 2 of 2,117,132
436,4,0:33.0,J. McRae misses 2-pt jump shot from 6 ft (block by J. Poeltl),,117,132
437,4,0:30.0,,Defensive rebound by J. Poeltl,117,132
438,4,0:25.0,,C. Metu misses 2-pt layup from 1 ft,117,132
439,4,0:23.0,Defensive rebound by T. Bryant,,117,132
440,4,0:13.0,T. Bryant makes 2-pt hook shot from 6 ft,,119,132
