,QUARTER,TIME_REMAINING,BOSTON_ACTION,PHOENIX_ACTION,BOSTON_SCORE,PHOENIX_SCORE
83,1,1:56.0,Turnover by K. Irving (bad pass; steal by D. Booker),,12,25
84,1,1:56.0,,Turnover by D. Booker (bad pass),12,25
85,1,1:40.0,K. Irving misses 2-pt layup from 1 ft,,12,25
86,1,1:37.0,Offensive rebound by A. Baynes,,12,25
87,1,1:37.0,A. Baynes misses 2-pt layup from 1 ft,,12,25
88,1,1:36.0,,Defensive rebound by E. Okobo,12,25
89,1,1:33.0,,D. Booker makes 3-pt jump shot from 26 ft,12,28
90,1,1:15.0,A. Baynes misses 3-pt jump shot from 25 ft,,12,28
91,1,1:12.0,Offensive rebound by M. Morris,,12,28
92,1,1:12.0,Turnover by M. Morris (step out of bounds),,12,28
93,1,1:12.0,A. Horford enters the game for A. Baynes,,12,28
94,1,1:12.0,J. Tatum enters the game for K. Irving,,12,28
95,1,0:55.0,,D. Booker misses 2-pt layup from 1 ft,12,28
96,1,0:53.0,Defensive rebound by T. Rozier,,12,28
97,1,0:53.0,Personal foul by E. Okobo (drawn by M. Smart),,12,28
98,1,0:53.0,,J. Jackson enters the game for D. Booker,12,28
99,1,0:34.0,Turnover by M. Smart (lost ball; steal by R. Holmes),,12,28
100,1,0:25.0,,T. Warren makes 2-pt jump shot from 7 ft,12,30
101,1,0:08.0,Personal foul by J. Jackson (drawn by M. Smart),,12,30
102,1,0:08.0,M. Smart makes free throw 1 of 2,,13,30
103,1,0:08.0,,D. Booker enters the game for E. Okobo,13,30
104,1,0:08.0,M. Smart misses free throw 2 of 2,,13,30
105,1,0:07.0,,Defensive rebound by Team,13,30
106,1,0:00.0,,D. Booker makes 2-pt jump shot from 17 ft,13,32
107,2,11:41.0,,Turnover by R. Holmes (bad pass),13,32
108,2,11:26.0,Shooting foul by R. Holmes (drawn by M. Smart),,13,32
109,2,11:26.0,M. Smart makes free throw 1 of 2,,14,32
110,2,11:26.0,M. Smart makes free throw 2 of 2,,15,32
111,2,11:14.0,,M. Bridges misses 2-pt layup from 1 ft (block by A. Horford),15,32
112,2,11:11.0,Defensive rebound by M. Smart,,15,32
113,2,11:08.0,T. Rozier misses 3-pt jump shot from 25 ft,,15,32
114,2,11:06.0,,Defensive rebound by J. Jackson,15,32
115,2,10:57.0,,Turnover by J. Jackson (bad pass; steal by M. Smart),15,32
116,2,10:52.0,M. Morris misses 2-pt layup from 4 ft (block by J. Jackson),,15,32
117,2,10:52.0,Offensive rebound by Team,,15,32
118,2,10:38.0,A. Horford misses 2-pt layup from 1 ft (block by J. Jackson),,15,32
119,2,10:38.0,,Defensive rebound by Team,15,32
120,2,10:23.0,,J. Jackson makes 2-pt jump shot from 18 ft (assist by E. Okobo),15,34
121,2,10:02.0,M. Smart makes 3-pt jump shot from 25 ft (assist by A. Horford),,18,34
122,2,9:55.0,,Turnover by E. Okobo (bad pass),18,34
123,2,9:55.0,G. Hayward enters the game for M. Morris,,18,34
124,2,9:39.0,M. Smart misses 3-pt jump shot from 25 ft,,18,34
125,2,9:35.0,,Defensive rebound by J. Jackson,18,34
126,2,9:28.0,,E. Okobo misses 3-pt jump shot from 24 ft,18,34
127,2,9:27.0,Defensive rebound by Team,,18,34
128,2,9:27.0,,Loose ball foul by J. Jackson (drawn by M. Smart),18,34
129,2,9:08.0,J. Tatum misses 2-pt jump shot from 21 ft,,18,34
130,2,9:04.0,,Defensive rebound by R. Holmes,18,34
131,2,8:55.0,,Turnover by J. Jackson (traveling),18,34
132,2,8:33.0,J. Tatum misses 2-pt jump shot from 20 ft,,18,34
133,2,8:31.0,,Defensive rebound by Team,18,34
134,2,8:18.0,,E. Okobo makes 2-pt layup from 1 ft,18,36
135,2,8:04.0,Turnover by M. Smart (bad pass),,18,36
136,2,7:54.0,,E. Okobo misses 2-pt layup from 4 ft,18,36
137,2,7:52.0,Defensive rebound by A. Horford,,18,36
138,2,7:43.0,T. Rozier misses 2-pt jump shot from 8 ft,,18,36
139,2,7:39.0,Offensive rebound by T. Rozier,,18,36
140,2,7:39.0,T. Rozier makes 2-pt layup from 1 ft,,20,36
141,2,7:39.0,,Phoenix full timeout,20,36
142,2,7:39.0,A. Baynes enters the game for A. Horford,,20,36
143,2,7:39.0,J. Brown enters the game for M. Smart,,20,36
144,2,7:39.0,K. Irving enters the game for J. Tatum,,20,36
145,2,7:39.0,,D. Ayton enters the game for R. Holmes,20,36
146,2,7:39.0,,D. Booker enters the game for J. Jackson,20,36
147,2,7:39.0,,I. Canaan enters the game for E. Okobo,20,36
148,2,7:26.0,,D. Booker misses 3-pt jump shot from 25 ft,20,36
149,2,7:25.0,Defensive rebound by Team,,20,36
150,2,7:15.0,G. Hayward misses 2-pt jump shot from 18 ft,,20,36
151,2,7:15.0,Offensive rebound by Team,,20,36
152,2,7:15.0,,Loose ball foul by R. Anderson (drawn by A. Baynes),20,36
153,2,7:04.0,Shooting foul by R. Anderson (drawn by K. Irving),,20,36
154,2,7:04.0,K. Irving makes free throw 1 of 2,,21,36
155,2,7:04.0,K. Irving makes free throw 2 of 2,,22,36
156,2,6:49.0,,D. Ayton misses 2-pt layup from 1 ft,22,36
157,2,6:46.0,Defensive rebound by T. Rozier,,22,36
158,2,6:41.0,K. Irving misses 3-pt jump shot from 24 ft,,22,36
159,2,6:38.0,Offensive rebound by A. Baynes,,22,36
160,2,6:36.0,Turnover by A. Baynes (bad pass; steal by M. Bridges),,22,36
161,2,6:32.0,,I. Canaan makes 2-pt layup from 1 ft (assist by D. Booker),22,38
162,2,6:21.0,Personal foul by D. Booker (drawn by A. Baynes),,22,38
163,2,6:21.0,A. Baynes makes free throw 1 of 2,,23,38
164,2,6:21.0,,T. Warren enters the game for R. Anderson,23,38
165,2,6:21.0,A. Baynes makes free throw 2 of 2,,24,38
166,2,6:07.0,,D. Booker misses 2-pt layup from 1 ft,24,38
167,2,6:05.0,Defensive rebound by G. Hayward,,24,38
168,2,5:59.0,Turnover by J. Brown (bad pass; steal by D. Booker),,24,38
169,2,5:53.0,,T. Warren makes 3-pt jump shot from 25 ft (assist by D. Booker),24,41
170,2,5:32.0,T. Rozier makes 2-pt jump shot from 7 ft,,26,41
171,2,5:19.0,,M. Bridges makes 2-pt jump shot from 15 ft (assist by I. Canaan),26,43
172,2,5:06.0,Turnover by K. Irving (bad pass; steal by T. Warren),,26,43
173,2,5:01.0,,M. Bridges misses 2-pt layup from 1 ft,26,43
174,2,4:59.0,Defensive rebound by G. Hayward,,26,43
175,2,4:55.0,A. Baynes misses 2-pt layup from 2 ft,,26,43
176,2,4:53.0,Offensive rebound by A. Baynes,,26,43
177,2,4:53.0,A. Baynes misses 2-pt layup from 2 ft,,26,43
178,2,4:51.0,,Defensive rebound by T. Warren,26,43
179,2,4:47.0,,T. Warren makes 2-pt layup from 1 ft (assist by D. Booker),26,45
180,2,4:47.0,Boston full timeout,,26,45
181,2,4:47.0,M. Morris enters the game for A. Baynes,,26,45
182,2,4:47.0,G. Yabusele enters the game for G. Hayward,,26,45
183,2,4:47.0,,T. Ariza enters the game for M. Bridges,26,45
184,2,4:40.0,Offensive foul by G. Yabusele (drawn by I. Canaan),,26,45
185,2,4:40.0,Turnover by G. Yabusele (offensive foul),,26,45
186,2,4:31.0,,D. Booker makes 3-pt jump shot from 25 ft (assist by I. Canaan),26,48
187,2,4:15.0,T. Rozier misses 2-pt jump shot from 22 ft,,26,48
188,2,4:13.0,,Defensive rebound by I. Canaan,26,48
189,2,3:59.0,,T. Ariza misses 3-pt jump shot from 25 ft,26,48
190,2,3:55.0,Defensive rebound by K. Irving,,26,48
191,2,3:51.0,Personal foul by I. Canaan (drawn by K. Irving),,26,48
192,2,3:51.0,K. Irving makes free throw 1 of 2,,27,48
193,2,3:51.0,M. Smart enters the game for T. Rozier,,27,48
194,2,3:51.0,K. Irving makes free throw 2 of 2,,28,48
195,2,3:36.0,,Shooting foul by K. Irving (drawn by D. Ayton),28,48
196,2,3:36.0,,D. Ayton misses free throw 1 of 2,28,48
197,2,3:36.0,,Offensive rebound by Team,28,48
198,2,3:36.0,,D. Ayton misses free throw 2 of 2,28,48
199,2,3:32.0,Defensive rebound by M. Smart,,28,48
200,2,3:26.0,K. Irving misses 2-pt jump shot from 8 ft,,28,48
201,2,3:24.0,,Defensive rebound by I. Canaan,28,48
202,2,3:21.0,,Turnover by I. Canaan (lost ball; steal by K. Irving),28,48
203,2,3:16.0,J. Brown misses 2-pt jump shot from 14 ft,,28,48
204,2,3:14.0,,Defensive rebound by T. Ariza,28,48
205,2,3:11.0,,Turnover by D. Booker (bad pass),28,48
206,2,2:56.0,M. Morris makes 2-pt layup from 1 ft,,30,48
207,2,2:37.0,,Shooting foul by K. Irving (drawn by D. Ayton),30,48
208,2,2:37.0,,D. Ayton makes free throw 1 of 2,30,49
209,2,2:37.0,,D. Ayton makes free throw 2 of 2,30,50
210,2,2:26.0,K. Irving makes 3-pt jump shot from 25 ft (assist by G. Yabusele),,33,50
211,2,2:08.0,,T. Warren misses 2-pt jump shot from 10 ft,33,50
212,2,2:06.0,Defensive rebound by G. Yabusele,,33,50
213,2,2:03.0,M. Morris makes 2-pt layup from 1 ft (assist by K. Irving),,35,50
214,2,1:46.0,,D. Booker misses 2-pt layup from 5 ft,35,50
215,2,1:45.0,Defensive rebound by M. Morris,,35,50
216,2,1:42.0,K. Irving misses 3-pt jump shot from 27 ft,,35,50
217,2,1:37.0,,Defensive rebound by T. Warren,35,50
218,2,1:29.0,,I. Canaan makes 3-pt jump shot from 25 ft (assist by D. Booker),35,53
219,2,1:07.0,J. Brown misses 2-pt jump shot from 8 ft,,35,53
220,2,1:05.0,,Defensive rebound by D. Ayton,35,53
221,2,0:44.0,,D. Booker misses 2-pt jump shot from 20 ft,35,53
222,2,0:41.0,Defensive rebound by K. Irving,,35,53
223,2,0:36.0,Offensive foul by M. Morris (drawn by D. Booker),,35,53
224,2,0:36.0,Turnover by M. Morris (offensive foul),,35,53
225,2,0:36.0,,R. Holmes enters the game for D. Ayton,35,53
226,2,0:36.0,Violation by Team (delay of game),,35,53
227,2,0:22.0,,I. Canaan misses 3-pt jump shot from 24 ft,35,53
228,2,0:19.0,,Offensive rebound by R. Holmes,35,53
229,2,0:19.0,,R. Holmes makes 2-pt layup from 1 ft,35,55
230,2,0:00.0,K. Irving misses 2-pt layup from 1 ft,,35,55
231,2,0:00.0,Offensive rebound by G. Yabusele,,35,55
232,2,0:00.0,G. Yabusele misses 2-pt layup from 1 ft,,35,55
233,2,0:00.0,,Defensive rebound by T. Ariza,35,55
234,3,11:41.0,,D. Ayton makes 2-pt jump shot from 3 ft (assist by D. Booker),35,57
235,3,11:25.0,G. Hayward makes 2-pt layup at rim,,37,57
236,3,11:00.0,Violation by Team (kicked ball),,37,57
237,3,10:51.0,,D. Ayton makes 2-pt jump shot from 17 ft (assist by D. Booker),37,59
238,3,10:35.0,K. Irving makes 2-pt jump shot from 1 ft,,39,59
239,3,10:13.0,,Turnover by D. Booker (bad pass; steal by M. Smart),39,59
240,3,10:09.0,J. Brown makes 2-pt dunk from 1 ft (assist by M. Smart),,41,59
241,3,9:39.0,,I. Canaan misses 2-pt jump shot from 8 ft,41,59
242,3,9:38.0,Defensive rebound by A. Horford,,41,59
243,3,9:34.0,Shooting foul by T. Warren (drawn by J. Brown),,41,59
244,3,9:34.0,J. Brown makes free throw 1 of 2,,42,59
245,3,9:34.0,J. Brown makes free throw 2 of 2,,43,59
246,3,9:18.0,,I. Canaan misses 2-pt layup at rim (block by A. Horford),43,59
247,3,9:17.0,Defensive rebound by Team,,43,59
248,3,9:11.0,G. Hayward misses 3-pt jump shot from 24 ft,,43,59
249,3,9:08.0,,Defensive rebound by I. Canaan,43,59
250,3,9:08.0,,Phoenix full timeout,43,59
251,3,8:58.0,,T. Warren misses 2-pt layup from 2 ft (block by A. Horford),43,59
252,3,8:58.0,,Offensive rebound by Team,43,59
253,3,8:48.0,,D. Booker misses 3-pt jump shot from 36 ft,43,59
254,3,8:46.0,Defensive rebound by M. Smart,,43,59
255,3,8:23.0,Turnover by K. Irving (bad pass; steal by I. Canaan),,43,59
256,3,8:15.0,,I. Canaan misses 3-pt jump shot from 23 ft,43,59
257,3,8:12.0,,Offensive rebound by D. Ayton,43,59
258,3,8:09.0,,T. Ariza makes 3-pt jump shot from 26 ft (assist by D. Ayton),43,62
259,3,7:54.0,Shooting foul by D. Ayton (drawn by J. Brown),,43,62
260,3,7:54.0,J. Brown makes free throw 1 of 2,,44,62
261,3,7:54.0,J. Brown makes free throw 2 of 2,,45,62
262,3,7:41.0,,D. Booker makes 3-pt jump shot from 26 ft (assist by T. Ariza),45,65
263,3,7:30.0,A. Horford makes 2-pt dunk from 1 ft (assist by G. Hayward),,47,65
264,3,7:08.0,,T. Warren misses 2-pt jump shot from 2 ft,47,65
265,3,7:06.0,Defensive rebound by J. Brown,,47,65
266,3,7:00.0,G. Hayward makes 3-pt jump shot from 25 ft (assist by J. Brown),,50,65
267,3,6:32.0,,Offensive foul by T. Ariza (drawn by M. Smart),50,65
268,3,6:32.0,,Turnover by T. Ariza (offensive foul),50,65
269,3,6:32.0,,R. Anderson enters the game for T. Ariza,50,65
270,3,6:24.0,K. Irving misses 3-pt jump shot from 25 ft,,50,65
271,3,6:20.0,,Defensive rebound by D. Ayton,50,65
272,3,6:14.0,,Shooting foul by G. Hayward (drawn by T. Warren),50,65
273,3,6:14.0,,T. Warren makes free throw 1 of 2,50,66
274,3,6:14.0,,R. Holmes enters the game for D. Ayton,50,66
275,3,6:14.0,,T. Warren makes free throw 2 of 2,50,67
276,3,5:55.0,J. Brown makes 2-pt layup from 1 ft (assist by A. Horford),,52,67
277,3,5:32.0,,T. Warren makes 2-pt jump shot from 4 ft,52,69
278,3,5:20.0,G. Hayward misses 3-pt jump shot from 26 ft,,52,69
279,3,5:18.0,Offensive rebound by A. Horford,,52,69
280,3,5:16.0,K. Irving makes 3-pt jump shot from 23 ft (assist by A. Horford),,55,69
281,3,4:59.0,,R. Anderson misses 3-pt jump shot from 27 ft,55,69
282,3,4:57.0,Defensive rebound by M. Smart,,55,69
283,3,4:52.0,K. Irving makes 3-pt jump shot from 25 ft (assist by M. Smart),,58,69
284,3,4:29.0,,D. Booker makes 2-pt layup at rim,58,71
285,3,4:19.0,Turnover by M. Smart (bad pass; steal by R. Anderson),,58,71
286,3,4:18.0,,Personal take foul by K. Irving (drawn by D. Booker),58,71
287,3,4:10.0,,I. Canaan misses 3-pt jump shot from 25 ft,58,71
288,3,4:08.0,Defensive rebound by Team,,58,71
289,3,3:55.0,K. Irving misses 2-pt layup from 1 ft,,58,71
290,3,3:53.0,,Defensive rebound by R. Holmes,58,71
291,3,3:40.0,,D. Booker makes 2-pt jump shot from 10 ft,58,73
292,3,3:31.0,M. Smart misses 2-pt jump shot from 9 ft,,58,73
293,3,3:29.0,,Defensive rebound by D. Booker,58,73
294,3,3:14.0,,D. Booker makes 2-pt layup at rim (assist by I. Canaan),58,75
295,3,3:14.0,Boston full timeout,,58,75
296,3,3:14.0,M. Morris enters the game for G. Hayward,,58,75
297,3,3:14.0,S. Ojeleye enters the game for A. Horford,,58,75
298,3,3:14.0,T. Rozier enters the game for K. Irving,,58,75
299,3,3:14.0,J. Tatum enters the game for M. Smart,,58,75
300,3,3:14.0,,E. Okobo enters the game for I. Canaan,58,75
301,3,2:57.0,J. Brown misses 2-pt jump shot from 4 ft,,58,75
302,3,2:55.0,,Defensive rebound by R. Anderson,58,75
303,3,2:44.0,,D. Booker misses 3-pt jump shot from 25 ft,58,75
304,3,2:41.0,,Offensive rebound by T. Warren,58,75
305,3,2:40.0,,T. Warren misses 2-pt layup at rim,58,75
306,3,2:40.0,Defensive rebound by Team,,58,75
307,3,2:30.0,S. Ojeleye makes 2-pt jump shot from 8 ft (assist by T. Rozier),,60,75
308,3,2:30.0,Shooting foul by R. Anderson (drawn by S. Ojeleye),,60,75
309,3,2:30.0,,T. Ariza enters the game for D. Booker,60,75
310,3,2:30.0,,M. Bridges enters the game for T. Warren,60,75
311,3,2:30.0,S. Ojeleye makes free throw 1 of 1,,61,75
312,3,2:13.0,,T. Ariza makes 3-pt jump shot from 23 ft (assist by R. Anderson),61,78
313,3,1:59.0,Shooting foul by E. Okobo (drawn by T. Rozier),,61,78
314,3,1:59.0,T. Rozier misses free throw 1 of 2,,61,78
315,3,1:59.0,Offensive rebound by Team,,61,78
316,3,1:59.0,T. Rozier makes free throw 2 of 2,,62,78
317,3,1:52.0,,Personal foul by J. Tatum (drawn by R. Anderson),62,78
318,3,1:47.0,,M. Bridges misses 2-pt layup from 1 ft,62,78
319,3,1:45.0,Defensive rebound by T. Rozier,,62,78
320,3,1:41.0,Turnover by T. Rozier (lost ball; steal by M. Bridges),,62,78
321,3,1:35.0,,E. Okobo makes 2-pt layup at rim,62,80
322,3,1:27.0,Turnover by J. Brown (step out of bounds),,62,80
323,3,1:13.0,,E. Okobo misses 2-pt jump shot from 12 ft,62,80
324,3,1:09.0,Defensive rebound by J. Tatum,,62,80
325,3,1:01.0,M. Morris makes 2-pt jump shot from 13 ft,,64,80
326,3,0:36.0,,R. Holmes misses 2-pt hook shot from 7 ft,64,80
327,3,0:35.0,Defensive rebound by T. Rozier,,64,80
328,3,0:30.0,J. Tatum misses 2-pt layup from 2 ft (block by R. Holmes),,64,80
329,3,0:30.0,Offensive rebound by Team,,64,80
330,3,0:24.0,Shooting foul by R. Holmes (drawn by M. Morris),,64,80
331,3,0:24.0,M. Morris misses free throw 1 of 2,,64,80
332,3,0:24.0,Offensive rebound by Team,,64,80
333,3,0:24.0,,D. Booker enters the game for E. Okobo,64,80
334,3,0:24.0,M. Morris makes free throw 2 of 2,,65,80
335,3,0:01.0,,R. Holmes misses 2-pt layup from 1 ft (block by S. Ojeleye),65,80
336,3,0:01.0,Defensive rebound by Team,,65,80
337,4,11:48.0,Turnover by J. Tatum (out of bounds lost ball),,65,80
338,4,11:31.0,,Turnover by R. Holmes (turnover),65,80
339,4,11:31.0,,Loose ball foul by R. Holmes (drawn by M. Morris),65,80
340,4,11:31.0,,D. Ayton enters the game for R. Holmes,65,80
341,4,11:31.0,,I. Canaan enters the game for E. Okobo,65,80
342,4,11:21.0,M. Morris makes 3-pt jump shot from 26 ft (assist by K. Irving),,68,80
343,4,10:58.0,,M. Bridges misses 3-pt jump shot from 23 ft,68,80
344,4,10:57.0,Defensive rebound by S. Ojeleye,,68,80
345,4,10:40.0,M. Morris misses 2-pt layup from 1 ft,,68,80
346,4,10:38.0,,Defensive rebound by D. Ayton,68,80
347,4,10:24.0,,Shooting foul by J. Tatum (drawn by T. Ariza),68,80
348,4,10:24.0,,T. Ariza makes free throw 1 of 2,68,81
349,4,10:24.0,,T. Ariza makes free throw 2 of 2,68,82
350,4,10:11.0,K. Irving makes 2-pt layup at rim,,70,82
351,4,9:43.0,,I. Canaan makes 2-pt jump shot from 12 ft,70,84
352,4,9:27.0,M. Morris misses 3-pt jump shot from 26 ft,,70,84
353,4,9:23.0,,Defensive rebound by R. Anderson,70,84
354,4,9:07.0,,D. Ayton misses 2-pt jump shot from 18 ft,70,84
355,4,9:04.0,Defensive rebound by J. Tatum,,70,84
356,4,8:56.0,T. Rozier makes 3-pt jump shot from 23 ft (assist by M. Morris),,73,84
357,4,8:51.0,,Phoenix full timeout,73,84
358,4,8:51.0,,D. Booker enters the game for R. Anderson,73,84
359,4,8:51.0,,T. Warren enters the game for M. Bridges,73,84
360,4,8:33.0,,D. Booker makes 2-pt layup from 1 ft (assist by T. Ariza),73,86
361,4,8:25.0,M. Morris misses 3-pt jump shot from 25 ft,,73,86
362,4,8:22.0,Offensive rebound by J. Tatum,,73,86
363,4,8:10.0,K. Irving misses 2-pt layup from 2 ft (block by D. Ayton),,73,86
364,4,8:05.0,Offensive rebound by J. Tatum,,73,86
365,4,8:05.0,S. Ojeleye misses 3-pt jump shot from 25 ft,,73,86
366,4,8:03.0,,Defensive rebound by D. Booker,73,86
367,4,7:49.0,,Shooting foul by K. Irving (drawn by T. Warren),73,86
368,4,7:49.0,G. Hayward enters the game for M. Morris,,73,86
369,4,7:49.0,A. Horford enters the game for S. Ojeleye,,73,86
370,4,7:49.0,,T. Warren makes free throw 1 of 2,73,87
371,4,7:49.0,,T. Warren makes free throw 2 of 2,73,88
372,4,7:36.0,T. Rozier misses 2-pt layup from 1 ft,,73,88
373,4,7:32.0,Offensive rebound by K. Irving,,73,88
374,4,7:32.0,K. Irving misses 2-pt layup at rim,,73,88
375,4,7:32.0,,Defensive rebound by T. Ariza,73,88
376,4,7:16.0,,Shooting foul by T. Rozier (drawn by D. Booker),73,88
377,4,7:16.0,,D. Booker makes free throw 1 of 2,73,89
378,4,7:16.0,,D. Booker makes free throw 2 of 2,73,90
379,4,6:56.0,A. Horford misses 3-pt jump shot from 25 ft,,73,90
380,4,6:52.0,Offensive rebound by K. Irving,,73,90
381,4,6:45.0,T. Rozier misses 3-pt jump shot from 23 ft,,73,90
382,4,6:42.0,Offensive rebound by J. Tatum,,73,90
383,4,6:41.0,K. Irving misses 3-pt jump shot from 25 ft,,73,90
384,4,6:38.0,Offensive rebound by J. Tatum,,73,90
385,4,6:34.0,G. Hayward makes 3-pt jump shot from 25 ft (assist by J. Tatum),,76,90
386,4,6:13.0,,D. Booker makes 2-pt jump shot from 9 ft,76,92
387,4,5:57.0,Boston full timeout,,76,92
388,4,5:57.0,M. Smart enters the game for T. Rozier,,76,92
389,4,5:53.0,K. Irving misses 3-pt jump shot from 25 ft,,76,92
390,4,5:49.0,,Defensive rebound by T. Ariza,76,92
391,4,5:34.0,,Turnover by D. Booker (bad pass; steal by J. Tatum),76,92
