,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,BROOKLYN_ACTION,SACRAMENTO_SCORE,BROOKLYN_SCORE
150,2,8:25.0,M. Bagley misses 2-pt hook shot from 4 ft,,38,33
151,2,8:22.0,,Defensive rebound by D. Russell,38,33
152,2,8:16.0,,D. Russell misses 2-pt layup from 7 ft,38,33
153,2,8:11.0,,Offensive rebound by E. Davis,38,33
154,2,8:11.0,,E. Davis makes 2-pt layup from 1 ft,38,35
155,2,8:02.0,M. Bagley misses 3-pt jump shot from 25 ft,,38,35
156,2,7:59.0,,Defensive rebound by E. Davis,38,35
157,2,7:56.0,,Personal take foul by B. Bogdanović (drawn by S. Napier),38,35
158,2,7:38.0,,S. Napier makes 2-pt layup from 2 ft,38,37
159,2,7:31.0,B. Hield misses 3-pt jump shot from 26 ft,,38,37
160,2,7:27.0,,Defensive rebound by E. Davis,38,37
161,2,7:27.0,W. Cauley-Stein enters the game for M. Bagley,,38,37
162,2,7:08.0,,S. Dinwiddie misses 3-pt jump shot from 25 ft,38,37
163,2,7:08.0,Defensive rebound by J. Jackson,,38,37
164,2,6:58.0,B. Bogdanović misses 2-pt jump shot from 8 ft,,38,37
165,2,6:58.0,Offensive rebound by Team,,38,37
166,2,6:58.0,I. Shumpert enters the game for Y. Ferrell,,38,37
167,2,6:52.0,B. Hield makes 2-pt jump shot from 14 ft,,40,37
168,2,6:41.0,,S. Napier makes 2-pt layup from 2 ft (assist by D. Russell),40,39
169,2,6:33.0,Turnover by B. Bogdanović (lost ball; steal by S. Napier),,40,39
170,2,6:26.0,,R. Kurucs makes 2-pt dunk from 3 ft (assist by S. Dinwiddie),40,41
171,2,6:25.0,Sacramento full timeout,,40,41
172,2,6:09.0,B. Bogdanović makes 2-pt jump shot from 14 ft,,42,41
173,2,5:50.0,,S. Napier misses 2-pt jump shot from 5 ft (block by I. Shumpert),42,41
174,2,5:49.0,,Offensive rebound by S. Napier,42,41
175,2,5:43.0,,Shooting foul by I. Shumpert (drawn by S. Napier),42,41
176,2,5:43.0,,J. Allen enters the game for E. Davis,42,41
177,2,5:43.0,,J. Harris enters the game for D. Russell,42,41
178,2,5:43.0,,S. Napier makes free throw 1 of 2,42,42
179,2,5:43.0,,S. Napier makes free throw 2 of 2,42,43
180,2,5:28.0,Personal foul by S. Dinwiddie (drawn by W. Cauley-Stein),,42,43
181,2,5:19.0,W. Cauley-Stein makes 2-pt dunk from 3 ft (assist by B. Bogdanović),,44,43
182,2,5:02.0,,J. Allen misses 2-pt hook shot from 4 ft,44,43
183,2,5:01.0,,Offensive rebound by S. Dinwiddie,44,43
184,2,4:52.0,,S. Dinwiddie makes 2-pt layup from 1 ft,44,45
185,2,4:48.0,Shooting foul by S. Dinwiddie (drawn by B. Bogdanović),,44,45
186,2,4:48.0,B. Bogdanović makes free throw 1 of 2,,45,45
187,2,4:48.0,D. Fox enters the game for J. Jackson,,45,45
188,2,4:48.0,B. Bogdanović misses free throw 2 of 2,,45,45
189,2,4:46.0,,Defensive rebound by J. Allen,45,45
190,2,4:32.0,,Personal foul by B. Bogdanović (drawn by J. Allen),45,45
191,2,4:24.0,,Shooting foul by D. Fox (drawn by S. Napier),45,45
192,2,4:24.0,,S. Napier makes free throw 1 of 2,45,46
193,2,4:24.0,,S. Napier makes free throw 2 of 2,45,47
194,2,4:11.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,45,47
195,2,4:07.0,,Defensive rebound by J. Allen,45,47
196,2,3:59.0,,R. Kurucs misses 3-pt jump shot from 25 ft,45,47
197,2,3:56.0,Defensive rebound by B. Hield,,45,47
198,2,3:51.0,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by B. Hield),,48,47
199,2,3:49.0,,Brooklyn full timeout,48,47
200,2,3:49.0,,D. Carroll enters the game for R. Kurucs,48,47
201,2,3:49.0,,T. Graham enters the game for S. Napier,48,47
202,2,3:33.0,,S. Dinwiddie misses 3-pt jump shot from 26 ft,48,47
203,2,3:30.0,Defensive rebound by W. Cauley-Stein,,48,47
204,2,3:18.0,B. Hield makes 3-pt jump shot from 25 ft (assist by D. Fox),,51,47
205,2,3:11.0,,Turnover by S. Dinwiddie (bad pass),51,47
206,2,3:04.0,W. Cauley-Stein makes 2-pt dunk at rim (assist by D. Fox),,53,47
207,2,2:47.0,,J. Harris makes 2-pt jump shot from 6 ft (assist by S. Dinwiddie),53,49
208,2,2:28.0,W. Cauley-Stein makes 2-pt dunk at rim (assist by B. Bogdanović),,55,49
209,2,2:21.0,,Offensive foul by J. Allen (drawn by I. Shumpert),55,49
210,2,2:21.0,,Turnover by J. Allen (offensive foul),55,49
211,2,2:07.0,Offensive foul by B. Bogdanović (drawn by S. Dinwiddie),,55,49
212,2,2:07.0,Turnover by B. Bogdanović (offensive foul),,55,49
213,2,2:07.0,J. Jackson enters the game for B. Bogdanović,,55,49
214,2,1:51.0,,S. Dinwiddie misses 2-pt layup from 6 ft,55,49
215,2,1:49.0,,Offensive rebound by J. Allen,55,49
216,2,1:42.0,,S. Dinwiddie misses 3-pt jump shot from 24 ft,55,49
217,2,1:40.0,,Offensive rebound by T. Graham,55,49
218,2,1:38.0,,J. Harris makes 3-pt jump shot from 23 ft (assist by T. Graham),55,52
219,2,1:23.0,I. Shumpert misses 2-pt layup from 6 ft,,55,52
220,2,1:22.0,Offensive rebound by W. Cauley-Stein,,55,52
221,2,1:22.0,W. Cauley-Stein makes 2-pt layup at rim,,57,52
222,2,1:22.0,Shooting foul by T. Graham (drawn by W. Cauley-Stein),,57,52
223,2,1:22.0,W. Cauley-Stein misses free throw 1 of 1,,57,52
224,2,1:19.0,,Defensive rebound by D. Carroll,57,52
225,2,1:05.0,,Shooting foul by J. Jackson (drawn by D. Carroll),57,52
226,2,1:05.0,,D. Carroll makes free throw 1 of 2,57,53
227,2,1:05.0,,D. Carroll misses free throw 2 of 2,57,53
228,2,1:03.0,,Offensive rebound by J. Allen,57,53
229,2,1:01.0,,J. Allen makes 2-pt hook shot from 3 ft,57,55
230,2,0:45.0,B. Hield makes 3-pt jump shot from 25 ft (assist by I. Shumpert),,60,55
231,2,0:30.0,,J. Harris misses 2-pt jump shot from 13 ft,60,55
232,2,0:27.0,Defensive rebound by W. Cauley-Stein,,60,55
233,2,0:21.0,J. Jackson misses 2-pt jump shot from 15 ft,,60,55
234,2,0:18.0,,Defensive rebound by J. Allen,60,55
235,2,0:01.0,,S. Dinwiddie misses 2-pt layup from 3 ft,60,55
236,2,0:01.0,Defensive rebound by B. Hield,,60,55
237,3,11:49.0,J. Jackson makes 2-pt jump shot from 9 ft (assist by D. Fox),,62,55
238,3,11:31.0,,R. Kurucs makes 2-pt layup from 3 ft (assist by J. Harris),62,57
239,3,11:14.0,Turnover by I. Shumpert (traveling),,62,57
240,3,11:07.0,,R. Kurucs makes 2-pt dunk at rim (assist by D. Russell),62,59
241,3,10:55.0,D. Fox misses 2-pt jump shot from 21 ft,,62,59
242,3,10:52.0,,Defensive rebound by J. Harris,62,59
243,3,10:38.0,,Turnover by J. Allen (bad pass; steal by D. Fox),62,59
244,3,10:29.0,I. Shumpert misses 2-pt jump shot from 17 ft,,62,59
245,3,10:26.0,,Defensive rebound by T. Graham,62,59
246,3,10:19.0,,D. Russell makes 2-pt jump shot from 13 ft,62,61
247,3,10:00.0,D. Fox makes 2-pt layup from 2 ft (assist by W. Cauley-Stein),,64,61
248,3,9:46.0,,J. Harris makes 2-pt jump shot from 7 ft (assist by D. Russell),64,63
249,3,9:27.0,Turnover by B. Hield (bad pass; steal by D. Russell),,64,63
250,3,9:21.0,,D. Russell misses 2-pt layup from 1 ft,64,63
251,3,9:20.0,,Offensive rebound by D. Russell,64,63
252,3,9:19.0,,Personal foul by B. Hield (drawn by D. Russell),64,63
253,3,9:14.0,,D. Russell makes 3-pt jump shot from 26 ft,64,66
254,3,9:12.0,Sacramento full timeout,,64,66
255,3,9:03.0,I. Shumpert misses 2-pt jump shot from 18 ft,,64,66
256,3,8:59.0,Offensive rebound by Team,,64,66
257,3,8:50.0,W. Cauley-Stein misses 2-pt hook shot from 7 ft,,64,66
258,3,8:48.0,Offensive rebound by W. Cauley-Stein,,64,66
259,3,8:47.0,W. Cauley-Stein makes 2-pt layup from 3 ft,,66,66
260,3,8:28.0,,J. Allen makes 2-pt dunk from 1 ft (assist by D. Russell),66,68
261,3,8:12.0,W. Cauley-Stein misses 2-pt jump shot from 17 ft,,66,68
262,3,8:10.0,,Defensive rebound by J. Harris,66,68
263,3,7:54.0,,Turnover by J. Harris (bad pass; steal by J. Jackson),66,68
264,3,7:44.0,B. Hield misses 2-pt jump shot from 22 ft,,66,68
265,3,7:40.0,,Defensive rebound by T. Graham,66,68
266,3,7:37.0,,D. Russell makes 3-pt jump shot from 25 ft,66,71
267,3,7:23.0,D. Fox misses 2-pt layup from 4 ft,,66,71
268,3,7:20.0,,Defensive rebound by D. Russell,66,71
269,3,7:17.0,,J. Harris makes 3-pt jump shot from 26 ft (assist by D. Russell),66,74
270,3,7:15.0,Sacramento full timeout,,66,74
271,3,7:15.0,B. Bogdanović enters the game for B. Hield,,66,74
272,3,7:00.0,D. Fox misses 2-pt jump shot from 5 ft,,66,74
273,3,6:58.0,,Defensive rebound by J. Allen,66,74
274,3,6:44.0,,D. Russell makes 3-pt jump shot from 25 ft,66,77
275,3,6:35.0,Shooting foul by J. Harris (drawn by I. Shumpert),,66,77
276,3,6:35.0,I. Shumpert makes free throw 1 of 2,,67,77
277,3,6:35.0,I. Shumpert makes free throw 2 of 2,,68,77
278,3,6:19.0,,Turnover by J. Allen (bad pass),68,77
279,3,6:04.0,B. Bogdanović makes 2-pt jump shot from 13 ft,,70,77
280,3,5:58.0,,Personal foul by I. Shumpert (drawn by J. Allen),70,77
281,3,5:58.0,,S. Dinwiddie enters the game for D. Russell,70,77
282,3,5:42.0,,S. Dinwiddie misses 2-pt jump shot from 14 ft,70,77
283,3,5:38.0,Defensive rebound by J. Jackson,,70,77
284,3,5:29.0,I. Shumpert makes 2-pt jump shot from 22 ft,,72,77
285,3,5:13.0,,Shooting foul by W. Cauley-Stein (drawn by S. Dinwiddie),72,77
286,3,5:13.0,,S. Dinwiddie makes free throw 1 of 2,72,78
287,3,5:13.0,,S. Dinwiddie makes free throw 2 of 2,72,79
288,3,5:00.0,I. Shumpert misses 2-pt jump shot from 16 ft,,72,79
289,3,4:57.0,,Defensive rebound by R. Kurucs,72,79
290,3,4:40.0,,J. Allen misses 3-pt jump shot from 23 ft,72,79
291,3,4:36.0,Defensive rebound by B. Bogdanović,,72,79
292,3,4:34.0,Turnover by B. Bogdanović (lost ball; steal by J. Harris),,72,79
293,3,4:29.0,,R. Kurucs makes 2-pt layup from 2 ft (assist by S. Dinwiddie),72,81
294,3,4:14.0,J. Jackson makes 2-pt jump shot from 17 ft (assist by W. Cauley-Stein),,74,81
295,3,3:58.0,,J. Allen makes 2-pt dunk from 2 ft (assist by J. Harris),74,83
296,3,3:36.0,B. Bogdanović misses 2-pt jump shot from 7 ft,,74,83
297,3,3:35.0,,Defensive rebound by J. Allen,74,83
298,3,3:30.0,,Personal foul by D. Fox (drawn by S. Dinwiddie),74,83
299,3,3:30.0,M. Bagley enters the game for W. Cauley-Stein,,74,83
300,3,3:30.0,H. Giles enters the game for I. Shumpert,,74,83
301,3,3:30.0,,D. Carroll enters the game for J. Allen,74,83
302,3,3:30.0,,E. Davis enters the game for T. Graham,74,83
303,3,3:30.0,,R. Hollis-Jefferson enters the game for R. Kurucs,74,83
304,3,3:24.0,,Turnover by S. Dinwiddie (bad pass; steal by B. Bogdanović),74,83
305,3,3:24.0,Personal foul by S. Dinwiddie (drawn by B. Bogdanović),,74,83
306,3,3:10.0,B. Bogdanović misses 2-pt layup from 4 ft (block by R. Hollis-Jefferson),,74,83
307,3,3:07.0,Offensive rebound by D. Fox,,74,83
308,3,3:05.0,B. Bogdanović makes 2-pt jump shot from 21 ft (assist by D. Fox),,76,83
309,3,2:55.0,,J. Harris makes 3-pt jump shot from 26 ft (assist by S. Dinwiddie),76,86
310,3,2:44.0,D. Fox misses 2-pt jump shot from 17 ft,,76,86
311,3,2:44.0,,Defensive rebound by D. Carroll,76,86
312,3,2:31.0,,D. Carroll misses 3-pt jump shot from 25 ft,76,86
313,3,2:31.0,Defensive rebound by B. Bogdanović,,76,86
314,3,2:19.0,H. Giles makes 2-pt jump shot from 11 ft (assist by B. Bogdanović),,78,86
315,3,2:19.0,,Brooklyn full timeout,78,86
316,3,2:19.0,Y. Ferrell enters the game for D. Fox,,78,86
317,3,2:19.0,B. Hield enters the game for J. Jackson,,78,86
318,3,2:19.0,,D. Russell enters the game for J. Harris,78,86
319,3,2:01.0,,R. Hollis-Jefferson misses 2-pt layup from 4 ft,78,86
320,3,2:01.0,,Offensive rebound by Team,78,86
321,3,2:01.0,Loose ball foul by H. Giles (drawn by E. Davis),,78,86
322,3,2:01.0,,E. Davis makes free throw 1 of 2,78,87
323,3,2:01.0,,E. Davis makes free throw 2 of 2,78,88
324,3,1:54.0,Personal foul by R. Hollis-Jefferson (drawn by M. Bagley),,78,88
325,3,1:46.0,M. Bagley makes 2-pt dunk from 2 ft (assist by H. Giles),,80,88
326,3,1:29.0,,R. Hollis-Jefferson misses 3-pt jump shot from 24 ft,80,88
327,3,1:26.0,Defensive rebound by B. Hield,,80,88
328,3,1:22.0,B. Bogdanović makes 3-pt jump shot from 26 ft,,83,88
329,3,1:03.0,,D. Russell makes 3-pt jump shot from 24 ft,83,91
330,3,0:50.0,H. Giles makes 2-pt layup from 2 ft (assist by B. Bogdanović),,85,91
331,3,0:28.0,,R. Hollis-Jefferson makes 2-pt dunk at rim (assist by E. Davis),85,93
332,3,0:09.0,Turnover by B. Bogdanović (bad pass),,85,93
333,4,11:52.0,,Turnover by T. Graham (bad pass; steal by Y. Ferrell),85,93
334,4,11:48.0,Y. Ferrell misses 2-pt layup from 2 ft (block by D. Russell),,85,93
335,4,11:45.0,Offensive rebound by Y. Ferrell,,85,93
336,4,11:44.0,Y. Ferrell misses 2-pt layup from 3 ft,,85,93
337,4,11:43.0,,Defensive rebound by E. Davis,85,93
338,4,11:31.0,,T. Graham makes 2-pt jump shot from 10 ft (assist by D. Carroll),85,95
339,4,11:18.0,Personal foul by T. Graham (drawn by M. Bagley),,85,95
340,4,11:07.0,H. Giles misses 2-pt hook shot from 9 ft,,85,95
341,4,11:02.0,Offensive rebound by B. Hield,,85,95
342,4,11:02.0,B. Hield misses 2-pt layup from 1 ft,,85,95
343,4,11:01.0,,Defensive rebound by D. Carroll,85,95
344,4,10:53.0,,D. Carroll makes 3-pt jump shot from 25 ft (assist by D. Russell),85,98
345,4,10:53.0,Sacramento full timeout,,85,98
346,4,10:32.0,H. Giles makes 2-pt jump shot from 12 ft (assist by M. Bagley),,87,98
347,4,10:19.0,,D. Carroll misses 3-pt jump shot from 25 ft,87,98
348,4,10:16.0,Defensive rebound by B. Hield,,87,98
349,4,10:07.0,H. Giles misses 2-pt layup from 7 ft,,87,98
350,4,10:05.0,,Defensive rebound by E. Davis,87,98
351,4,10:04.0,,S. Dinwiddie makes 2-pt layup from 2 ft (assist by T. Graham),87,100
352,4,10:04.0,,Shooting foul by B. Bogdanović (drawn by S. Dinwiddie),87,100
353,4,10:04.0,,S. Dinwiddie makes free throw 1 of 1,87,101
354,4,9:52.0,B. Hield misses 3-pt jump shot from 27 ft,,87,101
355,4,9:50.0,,Defensive rebound by Team,87,101
356,4,9:40.0,,D. Russell misses 3-pt jump shot from 27 ft,87,101
357,4,9:36.0,Defensive rebound by M. Bagley,,87,101
358,4,9:19.0,B. Bogdanović misses 2-pt jump shot from 24 ft,,87,101
359,4,9:15.0,Offensive rebound by B. Bogdanović,,87,101
360,4,9:11.0,B. Bogdanović makes 2-pt jump shot from 17 ft,,89,101
361,4,8:51.0,,S. Dinwiddie misses 2-pt layup from 3 ft,89,101
362,4,8:49.0,Defensive rebound by B. Bogdanović,,89,101
363,4,8:46.0,B. Hield misses 3-pt jump shot from 25 ft,,89,101
364,4,8:40.0,,Defensive rebound by D. Carroll,89,101
365,4,8:30.0,,D. Russell makes 2-pt layup from 1 ft,89,103
366,4,8:12.0,Turnover by M. Bagley (bad pass; steal by T. Graham),,89,103
367,4,8:11.0,,Shooting foul by B. Hield (drawn by T. Graham),89,103
368,4,8:11.0,,T. Graham makes free throw 1 of 2,89,104
369,4,8:11.0,,J. Harris enters the game for D. Carroll,89,104
370,4,8:11.0,,T. Graham makes free throw 2 of 2,89,105
371,4,7:52.0,Y. Ferrell misses 2-pt jump shot from 14 ft,,89,105
372,4,7:47.0,,Defensive rebound by E. Davis,89,105
373,4,7:37.0,,T. Graham makes 3-pt jump shot from 23 ft (assist by S. Dinwiddie),89,108
