,QUARTER,TIME_REMAINING,DENVER_ACTION,CHARLOTTE_ACTION,DENVER_SCORE,CHARLOTTE_SCORE
35,1,8:03.0,Loose ball foul by T. Craig (drawn by C. Zeller),,8,4
36,1,7:39.0,,C. Zeller makes 2-pt layup from 2 ft (assist by M. Bridges),8,6
37,1,7:20.0,Turnover by N. Jokić (lost ball; steal by C. Zeller),,8,6
38,1,7:13.0,,M. Bridges makes 2-pt layup from 2 ft (assist by K. Walker),8,8
39,1,7:00.0,P. Millsap misses 3-pt jump shot from 24 ft,,8,8
40,1,6:58.0,,Defensive rebound by J. Lamb,8,8
41,1,6:48.0,,M. Williams makes 3-pt jump shot from 23 ft (assist by K. Walker),8,11
42,1,6:26.0,J. Murray misses 2-pt jump shot from 10 ft,,8,11
43,1,6:24.0,Offensive rebound by J. Murray,,8,11
44,1,6:23.0,J. Murray misses 2-pt jump shot from 10 ft,,8,11
45,1,6:21.0,,Defensive rebound by C. Zeller,8,11
46,1,6:01.0,,M. Bridges makes 3-pt jump shot from 26 ft (assist by M. Williams),8,14
47,1,5:36.0,N. Jokić misses 2-pt hook shot from 6 ft,,8,14
48,1,5:33.0,Offensive rebound by P. Millsap,,8,14
49,1,5:27.0,Turnover by N. Jokić (lost ball; steal by C. Zeller),,8,14
50,1,5:17.0,,C. Zeller misses 2-pt jump shot from 7 ft (block by P. Millsap),8,14
51,1,5:13.0,,Offensive rebound by M. Williams,8,14
52,1,5:12.0,,M. Williams misses 2-pt layup from 3 ft (block by N. Jokić),8,14
53,1,5:09.0,Defensive rebound by T. Craig,,8,14
54,1,5:08.0,Personal foul by J. Lamb (drawn by P. Millsap),,8,14
55,1,5:08.0,,Charlotte full timeout,8,14
56,1,5:08.0,M. Morris enters the game for J. Murray,,8,14
57,1,5:08.0,,M. Kidd-Gilchrist enters the game for M. Williams,8,14
58,1,4:56.0,Personal foul by C. Zeller (drawn by N. Jokić),,8,14
59,1,4:42.0,N. Jokić makes 2-pt layup from 2 ft (assist by M. Morris),,10,14
60,1,4:30.0,,C. Zeller misses 2-pt layup from 3 ft (block by P. Millsap),10,14
61,1,4:24.0,Defensive rebound by P. Millsap,,10,14
62,1,4:19.0,J. Hernangómez makes 2-pt dunk from 1 ft (assist by N. Jokić),,12,14
63,1,4:05.0,,K. Walker misses 2-pt jump shot from 19 ft,12,14
64,1,4:01.0,Defensive rebound by T. Craig,,12,14
65,1,3:54.0,Turnover by N. Jokić (bad pass; steal by K. Walker),,12,14
66,1,3:49.0,,M. Kidd-Gilchrist makes 2-pt layup from 2 ft,12,16
67,1,3:40.0,Personal foul by M. Kidd-Gilchrist (drawn by P. Millsap),,12,16
68,1,3:40.0,P. Millsap makes free throw 1 of 2,,13,16
69,1,3:40.0,,F. Kaminsky enters the game for C. Zeller,13,16
70,1,3:40.0,P. Millsap makes free throw 2 of 2,,14,16
71,1,3:31.0,,Personal foul by P. Millsap (drawn by K. Walker),14,16
72,1,3:26.0,,J. Lamb misses 3-pt jump shot from 26 ft,14,16
73,1,3:23.0,Defensive rebound by N. Jokić,,14,16
74,1,3:08.0,N. Jokić misses 2-pt jump shot from 13 ft,,14,16
75,1,3:02.0,,Defensive rebound by F. Kaminsky,14,16
76,1,3:01.0,,Turnover by K. Walker (bad pass; steal by J. Hernangómez),14,16
77,1,2:48.0,P. Millsap makes 2-pt layup from 2 ft,,16,16
78,1,2:30.0,,F. Kaminsky makes 2-pt layup from 2 ft (assist by K. Walker),16,18
79,1,2:17.0,Shooting foul by M. Kidd-Gilchrist (drawn by P. Millsap),,16,18
80,1,2:17.0,Denver full timeout,,16,18
81,1,2:17.0,M. Beasley enters the game for J. Hernangómez,,16,18
82,1,2:17.0,M. Plumlee enters the game for N. Jokić,,16,18
83,1,2:17.0,,T. Parker enters the game for M. Kidd-Gilchrist,16,18
84,1,2:17.0,,M. Williams enters the game for J. Lamb,16,18
85,1,2:17.0,P. Millsap makes free throw 1 of 2,,17,18
86,1,2:17.0,P. Millsap makes free throw 2 of 2,,18,18
87,1,2:00.0,,Shooting foul by T. Craig (drawn by K. Walker),18,18
88,1,2:00.0,,K. Walker makes free throw 1 of 2,18,19
89,1,2:00.0,T. Lyles enters the game for T. Craig,,18,19
90,1,2:00.0,J. Murray enters the game for P. Millsap,,18,19
91,1,2:00.0,,K. Walker makes free throw 2 of 2,18,20
92,1,1:47.0,M. Morris makes 2-pt jump shot from 12 ft (assist by M. Beasley),,20,20
93,1,1:33.0,,F. Kaminsky misses 3-pt jump shot from 26 ft,20,20
94,1,1:30.0,Defensive rebound by M. Beasley,,20,20
95,1,1:13.0,M. Morris makes 3-pt jump shot from 25 ft (assist by M. Plumlee),,23,20
96,1,0:59.0,,Turnover by K. Walker (lost ball; steal by J. Murray),23,20
97,1,0:55.0,M. Beasley makes 2-pt layup from 1 ft (assist by J. Murray),,25,20
98,1,0:37.0,,Personal foul by M. Beasley (drawn by M. Williams),25,20
99,1,0:37.0,,M. Williams makes free throw 1 of 2,25,21
100,1,0:37.0,,M. Williams misses free throw 2 of 2,25,21
101,1,0:34.0,Defensive rebound by T. Lyles,,25,21
102,1,0:26.0,T. Lyles misses 3-pt jump shot from 25 ft,,25,21
103,1,0:23.0,,Defensive rebound by M. Bridges,25,21
104,1,0:03.0,,T. Parker makes 3-pt jump shot from 23 ft (assist by F. Kaminsky),25,24
105,1,0:00.0,M. Morris misses 3-pt jump shot from 30 ft (block by M. Bridges),,25,24
106,1,0:00.0,Offensive rebound by Team,,25,24
107,2,11:43.0,M. Plumlee makes 2-pt dunk from 1 ft (assist by T. Lyles),,27,24
108,2,11:25.0,,M. Williams makes 3-pt jump shot from 23 ft (assist by T. Parker),27,27
109,2,11:13.0,T. Lyles misses 3-pt jump shot from 26 ft,,27,27
110,2,11:13.0,,Defensive rebound by Team,27,27
111,2,11:01.0,,T. Parker makes 2-pt layup from 1 ft,27,29
112,2,10:46.0,M. Morris misses 2-pt jump shot from 8 ft,,27,29
113,2,10:44.0,,Defensive rebound by F. Kaminsky,27,29
114,2,10:33.0,,F. Kaminsky makes 3-pt jump shot from 26 ft (assist by T. Parker),27,32
115,2,10:33.0,Denver full timeout,,27,32
116,2,10:17.0,J. Murray makes 2-pt hook shot from 6 ft,,29,32
117,2,10:05.0,,F. Kaminsky makes 2-pt layup from 2 ft (assist by M. Williams),29,34
118,2,10:05.0,,Shooting foul by J. Murray (drawn by F. Kaminsky),29,34
119,2,10:05.0,,F. Kaminsky makes free throw 1 of 1,29,35
120,2,9:45.0,M. Morris misses 2-pt jump shot from 17 ft,,29,35
121,2,9:42.0,,Defensive rebound by N. Batum,29,35
122,2,9:35.0,,T. Parker makes 2-pt layup from 1 ft,29,37
123,2,9:22.0,T. Lyles makes 3-pt jump shot from 25 ft (assist by J. Murray),,32,37
124,2,9:01.0,,M. Monk makes 2-pt dunk from 1 ft (assist by T. Parker),32,39
125,2,8:41.0,J. Murray misses 2-pt jump shot from 20 ft,,32,39
126,2,8:33.0,Offensive rebound by M. Beasley,,32,39
127,2,8:33.0,M. Beasley misses 2-pt dunk at rim,,32,39
128,2,8:32.0,,Defensive rebound by M. Williams,32,39
129,2,8:26.0,,T. Parker misses 2-pt layup from 2 ft,32,39
130,2,8:24.0,,Offensive rebound by T. Parker,32,39
131,2,8:23.0,,T. Parker misses 2-pt layup from 1 ft,32,39
132,2,8:23.0,,Offensive rebound by M. Williams,32,39
133,2,8:19.0,,M. Williams misses 2-pt layup from 1 ft,32,39
134,2,8:18.0,Defensive rebound by T. Lyles,,32,39
135,2,8:15.0,T. Lyles misses 2-pt layup from 2 ft,,32,39
136,2,8:12.0,,Defensive rebound by M. Williams,32,39
137,2,8:05.0,,M. Monk makes 3-pt jump shot from 26 ft (assist by F. Kaminsky),32,42
138,2,7:51.0,M. Plumlee makes 2-pt dunk from 1 ft (assist by M. Morris),,34,42
139,2,7:31.0,,M. Williams misses 3-pt jump shot from 25 ft,34,42
140,2,7:29.0,Defensive rebound by M. Beasley,,34,42
141,2,7:22.0,T. Lyles misses 2-pt jump shot from 11 ft,,34,42
142,2,7:19.0,Offensive rebound by M. Plumlee,,34,42
143,2,7:17.0,M. Beasley makes 3-pt jump shot from 26 ft (assist by M. Plumlee),,37,42
144,2,7:10.0,,Charlotte full timeout,37,42
145,2,7:10.0,T. Craig enters the game for J. Murray,,37,42
146,2,7:10.0,,C. Zeller enters the game for F. Kaminsky,37,42
147,2,6:59.0,,T. Parker makes 2-pt layup from 2 ft,37,44
148,2,6:45.0,T. Lyles misses 3-pt jump shot from 25 ft,,37,44
149,2,6:42.0,Offensive rebound by M. Morris,,37,44
150,2,6:30.0,M. Plumlee makes 2-pt layup from 4 ft,,39,44
151,2,6:13.0,,Shooting foul by M. Plumlee (drawn by T. Parker),39,44
152,2,6:13.0,N. Jokić enters the game for T. Lyles,,39,44
153,2,6:13.0,P. Millsap enters the game for M. Plumlee,,39,44
154,2,6:13.0,,T. Parker makes free throw 1 of 2,39,45
155,2,6:13.0,,T. Parker makes free throw 2 of 2,39,46
156,2,5:50.0,M. Beasley misses 3-pt jump shot from 25 ft,,39,46
157,2,5:47.0,,Defensive rebound by C. Zeller,39,46
158,2,5:44.0,,Shooting foul by T. Craig (drawn by T. Parker),39,46
159,2,5:44.0,,T. Parker makes free throw 1 of 2,39,47
160,2,5:44.0,J. Hernangómez enters the game for T. Craig,,39,47
161,2,5:44.0,,T. Parker makes free throw 2 of 2,39,48
162,2,5:31.0,Turnover by N. Jokić (bad pass; steal by T. Parker),,39,48
163,2,5:27.0,,Shooting foul by P. Millsap (drawn by C. Zeller),39,48
164,2,5:27.0,,C. Zeller makes free throw 1 of 2,39,49
165,2,5:27.0,J. Murray enters the game for M. Morris,,39,49
166,2,5:27.0,,K. Walker enters the game for T. Parker,39,49
167,2,5:27.0,,C. Zeller makes free throw 2 of 2,39,50
168,2,5:09.0,J. Murray misses 2-pt jump shot from 11 ft,,39,50
169,2,5:07.0,,Defensive rebound by K. Walker,39,50
170,2,5:04.0,,M. Williams misses 3-pt jump shot from 25 ft,39,50
171,2,5:00.0,Defensive rebound by M. Beasley,,39,50
172,2,4:53.0,Shooting foul by M. Williams (drawn by P. Millsap),,39,50
173,2,4:53.0,P. Millsap makes free throw 1 of 2,,40,50
174,2,4:53.0,P. Millsap makes free throw 2 of 2,,41,50
175,2,4:37.0,,Shooting foul by N. Jokić (drawn by M. Monk),41,50
176,2,4:37.0,,M. Monk makes free throw 1 of 2,41,51
177,2,4:37.0,,M. Monk makes free throw 2 of 2,41,52
178,2,4:16.0,P. Millsap misses 2-pt layup from 3 ft,,41,52
179,2,4:14.0,,Defensive rebound by K. Walker,41,52
180,2,4:09.0,,M. Monk makes 3-pt jump shot from 26 ft (assist by K. Walker),41,55
181,2,4:01.0,Denver full timeout,,41,55
182,2,3:49.0,M. Beasley makes 3-pt jump shot from 26 ft (assist by P. Millsap),,44,55
183,2,3:32.0,,M. Williams makes 3-pt jump shot from 24 ft (assist by C. Zeller),44,58
184,2,3:14.0,J. Hernangómez misses 3-pt jump shot from 25 ft,,44,58
185,2,3:12.0,,Defensive rebound by C. Zeller,44,58
186,2,3:04.0,,Personal foul by P. Millsap (drawn by M. Williams),44,58
187,2,3:04.0,,M. Williams makes free throw 1 of 2,44,59
188,2,3:04.0,M. Plumlee enters the game for P. Millsap,,44,59
189,2,3:04.0,,M. Williams makes free throw 2 of 2,44,60
190,2,2:46.0,N. Jokić misses 3-pt jump shot from 25 ft,,44,60
191,2,2:43.0,Offensive rebound by J. Murray,,44,60
192,2,2:42.0,Personal foul by M. Monk (drawn by J. Hernangómez),,44,60
193,2,2:35.0,N. Jokić misses 3-pt jump shot from 25 ft,,44,60
194,2,2:31.0,,Defensive rebound by M. Williams,44,60
195,2,2:28.0,,M. Monk misses 3-pt jump shot from 24 ft,44,60
196,2,2:25.0,Defensive rebound by J. Murray,,44,60
197,2,2:20.0,J. Hernangómez makes 3-pt jump shot from 24 ft (assist by J. Murray),,47,60
198,2,2:03.0,,C. Zeller misses 2-pt jump shot from 5 ft,47,60
199,2,2:01.0,Defensive rebound by M. Plumlee,,47,60
200,2,1:58.0,M. Beasley misses 3-pt jump shot from 22 ft,,47,60
201,2,1:55.0,Offensive rebound by M. Plumlee,,47,60
202,2,1:53.0,J. Hernangómez makes 2-pt layup from 1 ft (assist by N. Jokić),,49,60
203,2,1:41.0,,K. Walker misses 3-pt jump shot from 26 ft (block by N. Jokić),49,60
204,2,1:36.0,Defensive rebound by M. Plumlee,,49,60
205,2,1:31.0,N. Jokić misses 2-pt layup from 3 ft (block by C. Zeller),,49,60
206,2,1:24.0,,Defensive rebound by M. Williams,49,60
207,2,1:23.0,,K. Walker makes 2-pt layup from 2 ft,49,62
208,2,1:13.0,J. Murray makes 2-pt jump shot from 18 ft,,51,62
209,2,0:54.0,,N. Batum misses 2-pt dunk from 2 ft (block by M. Plumlee),51,62
210,2,0:48.0,Defensive rebound by J. Hernangómez,,51,62
211,2,0:35.0,M. Beasley misses 3-pt jump shot from 29 ft,,51,62
212,2,0:34.0,,Defensive rebound by Team,51,62
213,2,0:34.0,M. Morris enters the game for J. Murray,,51,62
214,2,0:34.0,,M. Bridges enters the game for N. Batum,51,62
215,2,0:34.0,,J. Lamb enters the game for M. Monk,51,62
216,2,0:28.0,,Personal foul by M. Plumlee (drawn by K. Walker),51,62
217,2,0:28.0,,K. Walker makes free throw 1 of 2,51,63
218,2,0:28.0,,K. Walker makes free throw 2 of 2,51,64
219,2,0:06.0,Shooting foul by K. Walker (drawn by M. Beasley),,51,64
220,2,0:06.0,M. Beasley makes free throw 1 of 2,,52,64
221,2,0:06.0,,T. Parker enters the game for M. Bridges,52,64
222,2,0:06.0,M. Beasley makes free throw 2 of 2,,53,64
223,2,0:00.0,,M. Williams misses 3-pt jump shot from 26 ft,53,64
224,2,0:00.0,,Offensive rebound by Team,53,64
225,3,11:48.0,J. Murray misses 3-pt jump shot from 26 ft,,53,64
226,3,11:45.0,,Defensive rebound by C. Zeller,53,64
227,3,11:28.0,,C. Zeller misses 2-pt layup from 3 ft,53,64
228,3,11:25.0,Defensive rebound by J. Hernangómez,,53,64
229,3,11:13.0,N. Jokić misses 2-pt hook shot from 4 ft,,53,64
230,3,11:13.0,Offensive rebound by Team,,53,64
231,3,11:13.0,Away from play foul by N. Batum (drawn by J. Murray),,53,64
232,3,11:13.0,J. Murray makes free throw 1 of 1,,54,64
233,3,11:11.0,J. Hernangómez makes 2-pt layup from 3 ft (assist by N. Jokić),,56,64
234,3,11:11.0,Shooting foul by J. Lamb (drawn by J. Hernangómez),,56,64
235,3,11:11.0,J. Hernangómez makes free throw 1 of 1,,57,64
236,3,10:55.0,,J. Lamb misses 2-pt jump shot from 10 ft (block by J. Hernangómez),57,64
237,3,10:51.0,Defensive rebound by J. Hernangómez,,57,64
238,3,10:47.0,P. Millsap misses 2-pt jump shot from 7 ft,,57,64
239,3,10:43.0,,Defensive rebound by K. Walker,57,64
240,3,10:35.0,,M. Williams misses 2-pt layup from 3 ft,57,64
241,3,10:32.0,Defensive rebound by J. Hernangómez,,57,64
242,3,10:17.0,T. Craig misses 3-pt jump shot from 23 ft,,57,64
243,3,10:16.0,Offensive rebound by P. Millsap,,57,64
244,3,10:15.0,Turnover by P. Millsap (traveling),,57,64
245,3,9:50.0,,J. Lamb makes 2-pt jump shot from 10 ft,57,66
246,3,9:36.0,Shooting foul by C. Zeller (drawn by N. Jokić),,57,66
247,3,9:36.0,N. Jokić makes free throw 1 of 2,,58,66
248,3,9:36.0,N. Jokić makes free throw 2 of 2,,59,66
249,3,9:27.0,,Personal foul by T. Craig (drawn by K. Walker),59,66
250,3,9:20.0,,J. Lamb makes 3-pt jump shot from 26 ft (assist by K. Walker),59,69
251,3,8:57.0,Personal foul by N. Batum (drawn by J. Murray),,59,69
252,3,8:57.0,M. Beasley enters the game for T. Craig,,59,69
253,3,8:57.0,,M. Bridges enters the game for N. Batum,59,69
254,3,8:47.0,N. Jokić misses 3-pt jump shot from 26 ft,,59,69
255,3,8:44.0,,Defensive rebound by K. Walker,59,69
256,3,8:31.0,,K. Walker misses 3-pt jump shot from 25 ft,59,69
257,3,8:29.0,Defensive rebound by N. Jokić,,59,69
258,3,8:25.0,M. Beasley makes 3-pt jump shot from 27 ft (assist by N. Jokić),,62,69
259,3,8:08.0,,K. Walker makes 3-pt jump shot from 26 ft (assist by M. Bridges),62,72
260,3,7:53.0,J. Murray makes 2-pt jump shot from 18 ft,,64,72
261,3,7:30.0,,Turnover by K. Walker (bad pass; steal by P. Millsap),64,72
262,3,7:24.0,M. Beasley misses 3-pt jump shot from 26 ft,,64,72
263,3,7:20.0,,Defensive rebound by J. Lamb,64,72
264,3,7:16.0,,Personal foul by J. Hernangómez (drawn by J. Lamb),64,72
265,3,7:16.0,,M. Kidd-Gilchrist enters the game for M. Williams,64,72
266,3,7:06.0,,J. Lamb misses 3-pt jump shot from 25 ft,64,72
267,3,7:03.0,Defensive rebound by N. Jokić,,64,72
268,3,6:56.0,P. Millsap makes 2-pt layup from 2 ft (assist by J. Murray),,66,72
269,3,6:56.0,,Charlotte full timeout,66,72
270,3,6:56.0,,T. Parker enters the game for J. Lamb,66,72
271,3,6:38.0,,K. Walker misses 3-pt jump shot from 24 ft,66,72
272,3,6:35.0,Defensive rebound by N. Jokić,,66,72
273,3,6:31.0,Personal foul by C. Zeller (drawn by N. Jokić),,66,72
274,3,6:31.0,N. Jokić makes free throw 1 of 2,,67,72
275,3,6:31.0,N. Jokić makes free throw 2 of 2,,68,72
276,3,6:22.0,,Shooting foul by P. Millsap (drawn by M. Kidd-Gilchrist),68,72
277,3,6:22.0,,M. Kidd-Gilchrist makes free throw 1 of 2,68,73
278,3,6:22.0,T. Lyles enters the game for P. Millsap,,68,73
279,3,6:22.0,,M. Kidd-Gilchrist makes free throw 2 of 2,68,74
280,3,6:03.0,T. Lyles misses 2-pt jump shot from 10 ft,,68,74
281,3,6:01.0,,Defensive rebound by M. Kidd-Gilchrist,68,74
282,3,5:53.0,Violation by Team (kicked ball),,68,74
283,3,5:53.0,M. Morris enters the game for J. Murray,,68,74
284,3,5:41.0,,T. Parker misses 2-pt layup from 2 ft,68,74
285,3,5:41.0,Defensive rebound by Team,,68,74
286,3,5:27.0,T. Lyles makes 2-pt layup from 2 ft (assist by N. Jokić),,70,74
287,3,5:12.0,,C. Zeller makes 2-pt jump shot from 10 ft (assist by K. Walker),70,76
288,3,5:01.0,Offensive rebound by J. Hernangómez,,70,76
289,3,5:01.0,M. Morris misses 2-pt jump shot from 9 ft (block by M. Bridges),,70,76
290,3,5:01.0,Shooting foul by M. Kidd-Gilchrist (drawn by J. Hernangómez),,70,76
291,3,5:01.0,J. Hernangómez misses free throw 1 of 2,,70,76
292,3,5:01.0,Offensive rebound by Team,,70,76
293,3,5:01.0,J. Hernangómez makes free throw 2 of 2,,71,76
294,3,4:43.0,,T. Parker misses 2-pt layup from 2 ft (block by M. Morris),71,76
295,3,4:41.0,Defensive rebound by J. Hernangómez,,71,76
296,3,4:29.0,N. Jokić makes 2-pt layup from 3 ft,,73,76
297,3,4:17.0,,Personal foul by N. Jokić (drawn by C. Zeller),73,76
298,3,4:07.0,,M. Bridges makes 2-pt layup from 1 ft (assist by K. Walker),73,78
299,3,3:54.0,N. Jokić makes 2-pt layup from 2 ft (assist by M. Beasley),,75,78
300,3,3:36.0,,M. Bridges misses 3-pt jump shot from 23 ft,75,78
301,3,3:33.0,Defensive rebound by M. Beasley,,75,78
302,3,3:30.0,Turnover by M. Beasley (bad pass; steal by M. Bridges),,75,78
303,3,3:23.0,,Turnover by T. Parker (traveling),75,78
304,3,3:23.0,,F. Kaminsky enters the game for C. Zeller,75,78
305,3,3:03.0,N. Jokić misses 2-pt jump shot from 6 ft,,75,78
306,3,3:01.0,,Defensive rebound by F. Kaminsky,75,78
307,3,2:56.0,,Turnover by K. Walker (bad pass; steal by T. Lyles),75,78
308,3,2:51.0,M. Beasley misses 2-pt layup from 2 ft,,75,78
309,3,2:43.0,Offensive rebound by J. Hernangómez,,75,78
310,3,2:43.0,J. Hernangómez makes 2-pt layup from 1 ft,,77,78
311,3,2:28.0,,T. Parker misses 2-pt layup from 3 ft (block by T. Lyles),77,78
312,3,2:25.0,,Offensive rebound by T. Parker,77,78
313,3,2:22.0,,M. Bridges misses 3-pt jump shot from 24 ft,77,78
314,3,2:20.0,,Offensive rebound by M. Bridges,77,78
315,3,2:19.0,,M. Bridges misses 2-pt hook shot from 2 ft,77,78
316,3,2:17.0,Defensive rebound by T. Lyles,,77,78
317,3,2:07.0,M. Morris misses 2-pt jump shot from 16 ft,,77,78
318,3,2:04.0,Offensive rebound by T. Lyles,,77,78
319,3,2:03.0,T. Lyles misses 2-pt layup from 2 ft (block by T. Parker),,77,78
320,3,2:00.0,,Defensive rebound by T. Parker,77,78
321,3,2:00.0,,T. Parker misses 2-pt layup from 4 ft (block by J. Hernangómez),77,78
322,3,2:00.0,,Offensive rebound by Team,77,78
323,3,2:00.0,Denver full timeout,,77,78
324,3,2:00.0,M. Plumlee enters the game for N. Jokić,,77,78
325,3,2:00.0,,N. Batum enters the game for M. Bridges,77,78
326,3,2:00.0,,M. Monk enters the game for M. Kidd-Gilchrist,77,78
327,3,2:00.0,,M. Williams enters the game for K. Walker,77,78
328,3,1:48.0,,F. Kaminsky makes 3-pt jump shot from 25 ft (assist by N. Batum),77,81
329,3,1:34.0,T. Lyles misses 3-pt jump shot from 27 ft,,77,81
330,3,1:31.0,,Defensive rebound by F. Kaminsky,77,81
331,3,1:23.0,,Personal foul by M. Plumlee (drawn by T. Parker),77,81
332,3,1:23.0,,T. Parker makes free throw 1 of 2,77,82
333,3,1:23.0,,T. Parker misses free throw 2 of 2,77,82
334,3,1:20.0,Defensive rebound by J. Hernangómez,,77,82
335,3,1:02.0,Turnover by T. Lyles (bad pass; steal by M. Williams),,77,82
336,3,0:58.0,,N. Batum misses 2-pt layup from 3 ft,77,82
337,3,0:54.0,Defensive rebound by M. Plumlee,,77,82
338,3,0:50.0,Turnover by M. Plumlee (bad pass; steal by T. Parker),,77,82
339,3,0:38.0,,M. Monk misses 3-pt jump shot from 25 ft,77,82
340,3,0:36.0,,Offensive rebound by F. Kaminsky,77,82
341,3,0:34.0,,F. Kaminsky misses 2-pt layup from 2 ft,77,82
342,3,0:33.0,,M. Williams makes 2-pt layup at rim,77,84
343,3,0:33.0,,Offensive rebound by M. Williams,77,84
344,3,0:26.0,M. Morris makes 2-pt jump shot from 18 ft,,79,84
345,3,0:03.0,,M. Monk makes 2-pt layup from 3 ft,79,86
346,3,0:03.0,,Shooting foul by J. Hernangómez (drawn by M. Monk),79,86
347,3,0:03.0,,M. Kidd-Gilchrist enters the game for N. Batum,79,86
348,3,0:03.0,,M. Monk makes free throw 1 of 1,79,87
349,3,0:00.0,M. Morris misses 2-pt jump shot from 23 ft,,79,87
350,3,0:00.0,Offensive rebound by Team,,79,87
351,4,11:41.0,,T. Parker misses 2-pt layup from 3 ft (block by M. Plumlee),79,87
352,4,11:37.0,,Offensive rebound by T. Parker,79,87
353,4,11:35.0,,T. Parker misses 3-pt jump shot from 22 ft,79,87
354,4,11:35.0,Defensive rebound by Team,,79,87
355,4,11:22.0,J. Murray misses 2-pt jump shot from 17 ft,,79,87
356,4,11:18.0,,Defensive rebound by M. Williams,79,87
357,4,11:01.0,,M. Monk misses 3-pt jump shot from 26 ft,79,87
358,4,10:58.0,Defensive rebound by J. Murray,,79,87
359,4,10:54.0,J. Murray makes 2-pt jump shot from 19 ft,,81,87
360,4,10:37.0,,Shooting foul by J. Murray (drawn by N. Batum),81,87
361,4,10:37.0,,N. Batum makes free throw 1 of 2,81,88
362,4,10:37.0,,N. Batum makes free throw 2 of 2,81,89
363,4,10:23.0,J. Murray misses 3-pt jump shot from 26 ft,,81,89
364,4,10:18.0,,Defensive rebound by F. Kaminsky,81,89
365,4,10:13.0,,M. Monk misses 2-pt layup at rim,81,89
366,4,10:10.0,Defensive rebound by T. Lyles,,81,89
367,4,10:08.0,J. Murray makes 2-pt dunk from 1 ft (assist by T. Lyles),,83,89
368,4,9:50.0,,M. Monk misses 2-pt layup from 2 ft (block by T. Lyles),83,89
369,4,9:49.0,Defensive rebound by M. Morris,,83,89
370,4,9:46.0,Shooting foul by F. Kaminsky (drawn by M. Plumlee),,83,89
371,4,9:46.0,,M. Kidd-Gilchrist enters the game for M. Williams,83,89
372,4,9:46.0,M. Plumlee makes free throw 1 of 2,,84,89
373,4,9:46.0,M. Plumlee misses free throw 2 of 2,,84,89
374,4,9:45.0,,Defensive rebound by N. Batum,84,89
375,4,9:21.0,,F. Kaminsky misses 2-pt jump shot from 20 ft,84,89
376,4,9:17.0,Defensive rebound by J. Murray,,84,89
377,4,9:03.0,M. Plumlee misses 2-pt layup from 2 ft,,84,89
378,4,9:03.0,,Defensive rebound by N. Batum,84,89
379,4,9:03.0,,Personal foul by M. Plumlee (drawn by N. Batum),84,89
380,4,9:03.0,Denver full timeout,,84,89
381,4,9:03.0,J. Hernangómez enters the game for M. Morris,,84,89
