,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,MEMPHIS_ACTION,LA LAKERS_SCORE,MEMPHIS_SCORE
186,2,2:45.0,LA Lakers full timeout,,50,61
187,2,2:45.0,L. Stephenson enters the game for J. Hart,,50,61
188,2,2:27.0,L. James misses 3-pt jump shot from 26 ft,,50,61
189,2,2:27.0,Offensive rebound by T. Chandler,,50,61
190,2,2:27.0,Turnover by T. Chandler (step out of bounds),,50,61
191,2,2:14.0,,A. Bradley misses 2-pt jump shot from 20 ft,50,61
192,2,2:09.0,Defensive rebound by T. Chandler,,50,61
193,2,1:55.0,L. James misses 2-pt hook shot from 9 ft,,50,61
194,2,1:52.0,,Defensive rebound by I. Rabb,50,61
195,2,1:37.0,,Turnover by I. Rabb (out of bounds lost ball),50,61
196,2,1:37.0,,D. Wright enters the game for I. Rabb,50,61
197,2,1:31.0,Personal foul by D. Wright (drawn by L. Stephenson),,50,61
198,2,1:21.0,R. Bullock misses 3-pt jump shot from 26 ft,,50,61
199,2,1:19.0,,Defensive rebound by A. Bradley,50,61
200,2,1:11.0,,Turnover by J. Valančiūnas (out of bounds lost ball),50,61
201,2,1:05.0,L. James makes 2-pt layup from 1 ft,,52,61
202,2,1:05.0,Shooting foul by J. Valančiūnas (drawn by L. James),,52,61
203,2,1:05.0,L. James misses free throw 1 of 1,,52,61
204,2,1:02.0,,Defensive rebound by J. Valančiūnas,52,61
205,2,0:51.0,,J. Holiday misses 3-pt jump shot from 25 ft,52,61
206,2,0:48.0,Defensive rebound by L. Stephenson,,52,61
207,2,0:45.0,Turnover by L. James (out of bounds lost ball),,52,61
208,2,0:33.0,,Turnover by M. Conley (bad pass),52,61
209,2,0:26.0,B. Ingram makes 2-pt jump shot from 10 ft,,54,61
210,2,0:10.0,,Offensive foul by J. Valančiūnas (drawn by R. Bullock),54,61
211,2,0:10.0,,Turnover by J. Valančiūnas (offensive foul),54,61
212,2,0:10.0,M. Muscala enters the game for T. Chandler,,54,61
213,2,0:10.0,,J. Noah enters the game for J. Valančiūnas,54,61
214,2,0:01.0,Shooting foul by A. Bradley (drawn by L. James),,54,61
215,2,0:01.0,L. James makes free throw 1 of 2,,55,61
216,2,0:01.0,L. James makes free throw 2 of 2,,56,61
217,3,11:38.0,,J. Valančiūnas misses 2-pt jump shot from 4 ft (block by J. McGee),56,61
218,3,11:34.0,,Offensive rebound by M. Conley,56,61
219,3,11:33.0,,M. Conley makes 3-pt jump shot from 28 ft,56,64
220,3,11:06.0,K. Kuzma makes 2-pt jump shot from 19 ft,,58,64
221,3,10:55.0,,M. Conley makes 2-pt jump shot from 17 ft,58,66
222,3,10:37.0,B. Ingram makes 2-pt jump shot from 13 ft,,60,66
223,3,10:26.0,,J. Valančiūnas misses 2-pt jump shot from 8 ft,60,66
224,3,10:26.0,,Offensive rebound by Team,60,66
225,3,10:26.0,Loose ball foul by L. James (drawn by I. Rabb),,60,66
226,3,10:19.0,,A. Bradley misses 3-pt jump shot from 26 ft,60,66
227,3,10:15.0,Defensive rebound by K. Kuzma,,60,66
228,3,10:06.0,J. McGee misses 2-pt jump shot from 6 ft,,60,66
229,3,10:02.0,Offensive rebound by J. McGee,,60,66
230,3,10:02.0,J. McGee misses 2-pt layup at rim,,60,66
231,3,10:01.0,,Defensive rebound by J. Valančiūnas,60,66
232,3,9:58.0,,Personal foul by L. James (drawn by I. Rabb),60,66
233,3,9:48.0,,M. Conley misses 3-pt jump shot from 25 ft,60,66
234,3,9:46.0,Defensive rebound by L. James,,60,66
235,3,9:39.0,L. James misses 2-pt jump shot from 12 ft,,60,66
236,3,9:35.0,Offensive rebound by L. James,,60,66
237,3,9:35.0,L. James misses 2-pt layup at rim,,60,66
238,3,9:35.0,Offensive rebound by J. McGee,,60,66
239,3,9:34.0,J. McGee makes 2-pt layup at rim,,62,66
240,3,9:15.0,,I. Rabb makes 2-pt layup from 1 ft,62,68
241,3,8:59.0,K. Kuzma misses 2-pt layup from 2 ft (block by J. Valančiūnas),,62,68
242,3,8:59.0,,Defensive rebound by J. Valančiūnas,62,68
243,3,8:54.0,,Turnover by J. Valančiūnas (lost ball; steal by J. McGee),62,68
244,3,8:51.0,J. McGee misses 2-pt layup from 3 ft (block by J. Valančiūnas),,62,68
245,3,8:47.0,,Defensive rebound by I. Rabb,62,68
246,3,8:46.0,,A. Bradley misses 2-pt layup from 1 ft,62,68
247,3,8:44.0,Defensive rebound by B. Ingram,,62,68
248,3,8:39.0,J. McGee makes 2-pt dunk from 1 ft (assist by L. James),,64,68
249,3,8:27.0,,A. Bradley makes 3-pt jump shot from 23 ft (assist by M. Conley),64,71
250,3,8:12.0,K. Kuzma makes 2-pt jump shot from 10 ft (assist by B. Ingram),,66,71
251,3,8:12.0,Shooting foul by J. Valančiūnas (drawn by K. Kuzma),,66,71
252,3,8:12.0,K. Kuzma misses free throw 1 of 1,,66,71
253,3,8:08.0,Offensive rebound by J. McGee,,66,71
254,3,8:05.0,Personal foul by I. Rabb (drawn by B. Ingram),,66,71
255,3,8:01.0,K. Kuzma makes 2-pt layup from 1 ft (assist by J. McGee),,68,71
256,3,8:01.0,,Memphis full timeout,68,71
257,3,7:45.0,,J. Holiday makes 2-pt dunk from 1 ft (assist by I. Rabb),68,73
258,3,7:27.0,B. Ingram makes 2-pt jump shot from 20 ft (assist by L. James),,70,73
259,3,7:12.0,,A. Bradley misses 3-pt jump shot from 23 ft,70,73
260,3,7:07.0,Defensive rebound by J. McGee,,70,73
261,3,6:54.0,R. Bullock misses 2-pt jump shot from 13 ft,,70,73
262,3,6:51.0,,Defensive rebound by J. Holiday,70,73
263,3,6:46.0,,M. Conley misses 3-pt jump shot from 25 ft,70,73
264,3,6:42.0,Defensive rebound by B. Ingram,,70,73
265,3,6:36.0,B. Ingram misses 2-pt layup from 2 ft (block by J. Holiday),,70,73
266,3,6:33.0,,Defensive rebound by A. Bradley,70,73
267,3,6:29.0,,M. Conley makes 2-pt layup from 1 ft (assist by A. Bradley),70,75
268,3,6:21.0,Personal foul by J. Holiday (drawn by B. Ingram),,70,75
269,3,6:21.0,,B. Caboclo enters the game for I. Rabb,70,75
270,3,6:13.0,Personal foul by J. Holiday (drawn by B. Ingram),,70,75
271,3,6:08.0,L. James misses 2-pt layup from 1 ft,,70,75
272,3,6:07.0,Offensive rebound by L. James,,70,75
273,3,6:05.0,L. James misses 2-pt layup from 2 ft,,70,75
274,3,6:05.0,Offensive rebound by L. James,,70,75
275,3,6:02.0,L. James makes 2-pt layup at rim,,72,75
276,3,5:48.0,,A. Bradley misses 2-pt jump shot from 21 ft (block by B. Ingram),72,75
277,3,5:44.0,Defensive rebound by L. James,,72,75
278,3,5:38.0,Turnover by B. Ingram (step out of bounds),,72,75
279,3,5:27.0,,J. Holiday misses 3-pt jump shot from 26 ft,72,75
280,3,5:23.0,Defensive rebound by J. McGee,,72,75
281,3,5:10.0,Offensive foul by J. McGee (drawn by M. Conley),,72,75
282,3,5:10.0,Turnover by J. McGee (offensive foul),,72,75
283,3,5:10.0,,J. Noah enters the game for M. Conley,72,75
284,3,5:10.0,,C. Parsons enters the game for J. Holiday,72,75
285,3,5:10.0,,D. Wright enters the game for J. Valančiūnas,72,75
286,3,4:52.0,,A. Bradley makes 2-pt jump shot from 8 ft (assist by J. Noah),72,77
287,3,4:41.0,R. Bullock makes 3-pt jump shot from 25 ft (assist by L. James),,75,77
288,3,4:26.0,,B. Caboclo misses 3-pt jump shot from 26 ft,75,77
289,3,4:24.0,Defensive rebound by K. Kuzma,,75,77
290,3,4:08.0,K. Kuzma makes 2-pt layup from 1 ft,,77,77
291,3,3:51.0,,D. Wright makes 2-pt layup at rim,77,79
292,3,3:40.0,J. McGee misses 2-pt hook shot from 8 ft,,77,79
293,3,3:37.0,,Defensive rebound by B. Caboclo,77,79
294,3,3:30.0,,Personal foul by J. McGee (drawn by J. Noah),77,79
295,3,3:30.0,K. Caldwell-Pope enters the game for R. Bullock,,77,79
296,3,3:30.0,T. Chandler enters the game for B. Ingram,,77,79
297,3,3:30.0,R. Rondo enters the game for J. McGee,,77,79
298,3,3:23.0,,J. Noah makes 2-pt jump shot from 21 ft (assist by D. Wright),77,81
299,3,2:54.0,L. James misses 2-pt hook shot from 11 ft,,77,81
300,3,2:51.0,,Defensive rebound by J. Noah,77,81
301,3,2:45.0,,B. Caboclo misses 3-pt jump shot from 23 ft,77,81
302,3,2:40.0,,Offensive rebound by J. Noah,77,81
303,3,2:40.0,,J. Noah misses 2-pt layup from 1 ft,77,81
304,3,2:39.0,Defensive rebound by T. Chandler,,77,81
305,3,2:22.0,K. Kuzma makes 2-pt jump shot from 17 ft,,79,81
306,3,2:22.0,Shooting foul by A. Bradley (drawn by K. Kuzma),,79,81
307,3,2:22.0,LA Lakers full timeout,,79,81
308,3,2:22.0,R. Bullock enters the game for L. James,,79,81
309,3,2:22.0,,J. Holiday enters the game for A. Bradley,79,81
310,3,2:22.0,K. Kuzma misses free throw 1 of 1,,79,81
311,3,2:20.0,,Defensive rebound by J. Noah,79,81
312,3,2:07.0,,J. Holiday makes 2-pt layup at rim (assist by J. Noah),79,83
313,3,1:46.0,K. Kuzma misses 3-pt jump shot from 24 ft,,79,83
314,3,1:41.0,Offensive rebound by K. Caldwell-Pope,,79,83
315,3,1:38.0,Shooting foul by B. Caboclo (drawn by K. Kuzma),,79,83
316,3,1:38.0,K. Kuzma makes free throw 1 of 2,,80,83
317,3,1:38.0,K. Kuzma makes free throw 2 of 2,,81,83
318,3,1:28.0,,D. Wright misses 2-pt jump shot from 9 ft,81,83
319,3,1:25.0,,Offensive rebound by D. Wright,81,83
320,3,1:20.0,,B. Caboclo makes 2-pt layup from 1 ft (assist by J. Noah),81,85
321,3,0:59.0,Offensive foul by T. Chandler (drawn by J. Holiday),,81,85
322,3,0:59.0,Turnover by T. Chandler (offensive foul),,81,85
323,3,0:38.0,,C. Parsons misses 3-pt jump shot from 26 ft,81,85
324,3,0:35.0,Defensive rebound by T. Chandler,,81,85
325,3,0:23.0,R. Rondo misses 2-pt jump shot from 12 ft,,81,85
326,3,0:19.0,,Defensive rebound by J. Noah,81,85
327,3,0:06.0,,Personal foul by K. Caldwell-Pope (drawn by C. Parsons),81,85
328,3,0:05.0,,Personal foul by T. Chandler (drawn by J. Noah),81,85
329,3,0:05.0,,J. Noah makes free throw 1 of 2,81,86
330,3,0:05.0,M. Muscala enters the game for T. Chandler,,81,86
331,3,0:05.0,,J. Washburn enters the game for C. Parsons,81,86
332,3,0:05.0,,J. Noah makes free throw 2 of 2,81,87
333,4,11:44.0,R. Bullock misses 3-pt jump shot from 25 ft,,81,87
334,4,11:40.0,,Defensive rebound by C. Parsons,81,87
335,4,11:15.0,,Turnover by J. Noah (bad pass; steal by R. Bullock),81,87
336,4,11:11.0,M. Muscala misses 3-pt jump shot from 26 ft,,81,87
337,4,11:08.0,,Defensive rebound by B. Caboclo,81,87
338,4,10:52.0,,D. Wright misses 3-pt jump shot from 27 ft,81,87
339,4,10:48.0,Defensive rebound by R. Bullock,,81,87
340,4,10:42.0,Turnover by L. James (out of bounds lost ball),,81,87
341,4,10:29.0,,J. Holiday misses 2-pt layup from 3 ft (block by K. Caldwell-Pope),81,87
342,4,10:26.0,Defensive rebound by R. Rondo,,81,87
343,4,10:21.0,R. Rondo misses 2-pt jump shot from 21 ft,,81,87
344,4,10:19.0,,Defensive rebound by J. Noah,81,87
345,4,9:59.0,,Memphis full timeout,81,87
346,4,9:57.0,,Turnover by Team (shot clock),81,87
347,4,9:46.0,R. Rondo misses 2-pt layup from 2 ft (block by B. Caboclo),,81,87
348,4,9:42.0,,Defensive rebound by C. Parsons,81,87
349,4,9:41.0,,Turnover by C. Parsons (bad pass; steal by K. Caldwell-Pope),81,87
350,4,9:38.0,L. James misses 2-pt layup from 3 ft,,81,87
351,4,9:36.0,,Defensive rebound by J. Noah,81,87
352,4,9:29.0,,C. Parsons misses 3-pt jump shot from 24 ft,81,87
353,4,9:27.0,,Offensive rebound by D. Wright,81,87
354,4,9:16.0,,D. Wright misses 2-pt layup from 1 ft (block by M. Muscala),81,87
355,4,9:12.0,Defensive rebound by R. Rondo,,81,87
356,4,9:07.0,R. Rondo misses 2-pt jump shot from 18 ft,,81,87
357,4,9:05.0,,Defensive rebound by C. Parsons,81,87
358,4,8:57.0,,C. Parsons misses 3-pt jump shot from 26 ft,81,87
359,4,8:53.0,Defensive rebound by R. Rondo,,81,87
360,4,8:49.0,Turnover by R. Rondo (bad pass; steal by C. Parsons),,81,87
361,4,8:44.0,,J. Noah makes 2-pt dunk from 1 ft (assist by D. Wright),81,89
362,4,8:43.0,LA Lakers full timeout,,81,89
363,4,8:43.0,B. Ingram enters the game for K. Caldwell-Pope,,81,89
364,4,8:43.0,K. Kuzma enters the game for R. Rondo,,81,89
365,4,8:43.0,,M. Conley enters the game for J. Holiday,81,89
366,4,8:21.0,Shooting foul by C. Parsons (drawn by L. James),,81,89
367,4,8:21.0,L. James makes free throw 1 of 2,,82,89
368,4,8:21.0,L. James makes free throw 2 of 2,,83,89
369,4,8:06.0,,M. Conley makes 2-pt jump shot from 7 ft (assist by D. Wright),83,91
370,4,7:50.0,M. Muscala misses 3-pt jump shot from 27 ft,,83,91
371,4,7:48.0,,Defensive rebound by D. Wright,83,91
372,4,7:41.0,,J. Noah misses 2-pt layup from 7 ft (block by M. Muscala),83,91
373,4,7:41.0,Defensive rebound by Team,,83,91
374,4,7:41.0,J. McGee enters the game for M. Muscala,,83,91
375,4,7:24.0,Shooting foul by B. Caboclo (drawn by B. Ingram),,83,91
376,4,7:24.0,B. Ingram makes free throw 1 of 2,,84,91
377,4,7:24.0,B. Ingram misses free throw 2 of 2,,84,91
378,4,7:20.0,Offensive rebound by J. McGee,,84,91
379,4,7:18.0,Personal foul by C. Parsons (drawn by K. Kuzma),,84,91
380,4,7:07.0,L. James makes 2-pt jump shot from 11 ft (assist by B. Ingram),,86,91
381,4,6:47.0,,M. Conley misses 2-pt jump shot from 16 ft,86,91
