,QUARTER,TIME_REMAINING,ORLANDO_ACTION,INDIANA_ACTION,ORLANDO_SCORE,INDIANA_SCORE
94,2,11:26.0,Shooting foul by K. O'Quinn (drawn by K. Birch),,27,29
95,2,11:26.0,K. Birch makes free throw 1 of 2,,28,29
96,2,11:26.0,K. Birch misses free throw 2 of 2,,28,29
97,2,11:25.0,,Defensive rebound by K. O'Quinn,28,29
98,2,11:03.0,,C. Joseph misses 3-pt jump shot from 26 ft,28,29
99,2,11:00.0,Defensive rebound by E. Fournier,,28,29
100,2,10:52.0,A. Gordon makes 2-pt dunk from 1 ft (assist by K. Birch),,30,29
101,2,10:45.0,,Personal foul by I. Briscoe (drawn by C. Joseph),30,29
102,2,10:28.0,,C. Joseph makes 2-pt jump shot from 3 ft,30,31
103,2,10:04.0,I. Briscoe makes 2-pt layup from 1 ft (assist by E. Fournier),,32,31
104,2,9:51.0,,Turnover by K. O'Quinn (lost ball; steal by T. Ross),32,31
105,2,9:43.0,Turnover by I. Briscoe (bad pass),,32,31
106,2,9:32.0,,T. Evans misses 2-pt layup from 4 ft,32,31
107,2,9:29.0,Defensive rebound by E. Fournier,,32,31
108,2,9:23.0,K. Birch makes 2-pt layup from 1 ft (assist by E. Fournier),,34,31
109,2,9:14.0,,Indiana full timeout,34,31
110,2,9:14.0,,T. Young enters the game for T. Leaf,34,31
111,2,8:59.0,,K. O'Quinn makes 2-pt jump shot from 21 ft (assist by C. Joseph),34,33
112,2,8:42.0,K. Birch makes 2-pt dunk from 1 ft (assist by A. Gordon),,36,33
113,2,8:29.0,,C. Joseph makes 2-pt layup from 1 ft,36,35
114,2,8:29.0,,Shooting foul by I. Briscoe (drawn by C. Joseph),36,35
115,2,8:29.0,D. Augustin enters the game for I. Briscoe,,36,35
116,2,8:29.0,,W. Matthews enters the game for T. Evans,36,35
117,2,8:29.0,,C. Joseph makes free throw 1 of 1,36,36
118,2,8:29.0,T. Ross misses 3-pt jump shot from 27 ft,,36,36
119,2,8:13.0,,Defensive rebound by C. Joseph,36,36
120,2,8:00.0,,C. Joseph makes 2-pt layup from 1 ft (assist by W. Matthews),36,38
121,2,7:46.0,K. Birch makes 2-pt jump shot from 9 ft (assist by D. Augustin),,38,38
122,2,7:30.0,,T. Young makes 2-pt layup from 4 ft,38,40
123,2,7:26.0,D. Augustin misses 3-pt jump shot from 27 ft,,38,40
124,2,7:12.0,,Defensive rebound by K. O'Quinn,38,40
125,2,7:01.0,,W. Matthews misses 3-pt jump shot from 27 ft,38,40
126,2,6:58.0,Defensive rebound by A. Gordon,,38,40
127,2,6:50.0,A. Gordon makes 2-pt layup from 1 ft,,40,40
128,2,6:35.0,,T. Young misses 3-pt jump shot from 27 ft,40,40
129,2,6:32.0,Defensive rebound by D. Augustin,,40,40
130,2,6:27.0,T. Ross misses 3-pt jump shot from 29 ft,,40,40
131,2,6:23.0,,Defensive rebound by W. Matthews,40,40
132,2,6:17.0,,K. O'Quinn makes 2-pt layup from 3 ft (assist by W. Matthews),40,42
133,2,5:55.0,A. Gordon misses 2-pt jump shot from 6 ft,,40,42
134,2,5:53.0,,Defensive rebound by C. Joseph,40,42
135,2,5:39.0,,D. McDermott misses 3-pt jump shot from 27 ft,40,42
136,2,5:35.0,Defensive rebound by K. Birch,,40,42
137,2,5:31.0,Shooting foul by D. McDermott (drawn by E. Fournier),,40,42
138,2,5:31.0,E. Fournier makes free throw 1 of 2,,41,42
139,2,5:31.0,J. Isaac enters the game for K. Birch,,41,42
140,2,5:31.0,N. Vučević enters the game for A. Gordon,,41,42
141,2,5:31.0,,B. Bogdanović enters the game for C. Joseph,41,42
142,2,5:31.0,,D. Collison enters the game for D. McDermott,41,42
143,2,5:31.0,,M. Turner enters the game for K. O'Quinn,41,42
144,2,5:31.0,E. Fournier makes free throw 2 of 2,,42,42
145,2,5:21.0,,W. Matthews makes 3-pt jump shot from 26 ft (assist by T. Young),42,45
146,2,5:21.0,,Shooting foul by T. Ross (drawn by W. Matthews),42,45
147,2,5:21.0,W. Iwundu enters the game for E. Fournier,,42,45
148,2,5:21.0,,W. Matthews makes free throw 1 of 1,42,46
149,2,5:01.0,T. Ross misses 3-pt jump shot from 27 ft,,42,46
150,2,4:58.0,,Defensive rebound by M. Turner,42,46
151,2,4:48.0,,T. Young makes 2-pt layup from 1 ft (assist by D. Collison),42,48
152,2,4:41.0,Orlando full timeout,,42,48
153,2,4:22.0,N. Vučević makes 2-pt hook shot from 8 ft,,44,48
154,2,3:59.0,,W. Matthews misses 3-pt jump shot from 25 ft,44,48
155,2,3:55.0,Defensive rebound by J. Isaac,,44,48
156,2,3:47.0,D. Augustin misses 2-pt layup from 2 ft,,44,48
157,2,3:46.0,Offensive rebound by N. Vučević,,44,48
158,2,3:45.0,N. Vučević makes 2-pt layup at rim,,46,48
159,2,3:42.0,,Technical foul by D. Collison,46,48
160,2,3:42.0,D. Augustin makes technical free throw,,47,48
161,2,3:42.0,E. Fournier enters the game for W. Iwundu,,47,48
162,2,3:42.0,A. Gordon enters the game for T. Ross,,47,48
163,2,3:32.0,,Shooting foul by D. Augustin (drawn by D. Collison),47,48
164,2,3:32.0,,D. Collison makes free throw 1 of 2,47,49
165,2,3:32.0,,D. Collison makes free throw 2 of 2,47,50
166,2,3:21.0,N. Vučević misses 3-pt jump shot from 27 ft,,47,50
167,2,3:18.0,,Defensive rebound by T. Young,47,50
168,2,3:10.0,,B. Bogdanović misses 3-pt jump shot from 23 ft,47,50
169,2,3:06.0,Defensive rebound by A. Gordon,,47,50
170,2,3:04.0,Personal foul by M. Turner (drawn by D. Augustin),,47,50
171,2,2:54.0,A. Gordon misses 3-pt jump shot from 25 ft,,47,50
172,2,2:51.0,,Defensive rebound by W. Matthews,47,50
173,2,2:37.0,,B. Bogdanović makes 2-pt jump shot from 5 ft,47,52
174,2,2:18.0,D. Augustin misses 3-pt jump shot from 23 ft,,47,52
175,2,2:15.0,,Defensive rebound by W. Matthews,47,52
176,2,2:02.0,,B. Bogdanović misses 2-pt jump shot from 6 ft (block by J. Isaac),47,52
177,2,1:58.0,Defensive rebound by E. Fournier,,47,52
178,2,1:56.0,Turnover by E. Fournier (bad pass; steal by T. Young),,47,52
179,2,1:51.0,,D. Collison makes 3-pt jump shot from 27 ft (assist by W. Matthews),47,55
180,2,1:35.0,N. Vučević makes 2-pt layup from 1 ft (assist by D. Augustin),,49,55
181,2,1:20.0,,Turnover by D. Collison (lost ball; steal by D. Augustin),49,55
182,2,1:17.0,D. Augustin makes 2-pt layup from 1 ft,,51,55
183,2,1:07.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,51,55
184,2,1:02.0,Defensive rebound by E. Fournier,,51,55
185,2,0:54.0,N. Vučević makes 2-pt hook shot from 3 ft (assist by E. Fournier),,53,55
186,2,0:47.0,,W. Matthews makes 3-pt jump shot from 28 ft (assist by D. Collison),53,58
187,2,0:40.0,Orlando full timeout,,53,58
188,2,0:40.0,J. Grant enters the game for D. Augustin,,53,58
189,2,0:40.0,,C. Joseph enters the game for W. Matthews,53,58
190,2,0:34.0,N. Vučević misses 2-pt jump shot from 16 ft,,53,58
191,2,0:34.0,Offensive rebound by J. Isaac,,53,58
192,2,0:32.0,J. Isaac makes 2-pt jump shot from 4 ft,,55,58
193,2,0:32.0,Shooting foul by C. Joseph (drawn by J. Isaac),,55,58
194,2,0:32.0,J. Isaac misses free throw 1 of 1,,55,58
195,2,0:30.0,,Defensive rebound by T. Young,55,58
196,2,0:09.0,,D. Collison makes 2-pt jump shot from 17 ft (assist by M. Turner),55,60
197,2,0:09.0,T. Ross enters the game for J. Isaac,,55,60
198,2,0:00.0,Turnover by A. Gordon (bad pass; steal by M. Turner),,55,60
199,3,11:43.0,,B. Bogdanović misses 2-pt layup from 2 ft (block by N. Vučević),55,60
200,3,11:41.0,Defensive rebound by A. Gordon,,55,60
201,3,11:37.0,Turnover by E. Fournier (bad pass; steal by B. Bogdanović),,55,60
202,3,11:31.0,,Shooting foul by A. Gordon (drawn by B. Bogdanović),55,60
203,3,11:31.0,,B. Bogdanović makes free throw 1 of 2,55,61
204,3,11:31.0,,B. Bogdanović makes free throw 2 of 2,55,62
205,3,11:13.0,J. Isaac makes 2-pt jump shot from 19 ft (assist by N. Vučević),,57,62
206,3,10:49.0,,Def 3 sec tech foul by Team,57,62
207,3,10:49.0,,B. Bogdanović makes technical free throw,57,63
208,3,10:37.0,,W. Matthews misses 3-pt jump shot from 24 ft,57,63
209,3,10:34.0,Defensive rebound by N. Vučević,,57,63
210,3,10:31.0,E. Fournier makes 2-pt layup from 1 ft (assist by D. Augustin),,59,63
211,3,10:15.0,,T. Young makes 2-pt jump shot from 3 ft (assist by B. Bogdanović),59,65
212,3,9:53.0,N. Vučević makes 2-pt jump shot from 10 ft,,61,65
213,3,9:53.0,Shooting foul by M. Turner (drawn by N. Vučević),,61,65
214,3,9:53.0,I. Briscoe enters the game for D. Augustin,,61,65
215,3,9:53.0,N. Vučević makes free throw 1 of 1,,62,65
216,3,9:35.0,,T. Young makes 2-pt layup from 2 ft,62,67
217,3,9:22.0,E. Fournier misses 2-pt layup from 1 ft (block by M. Turner),,62,67
218,3,9:18.0,,Defensive rebound by D. Collison,62,67
219,3,9:15.0,,B. Bogdanović makes 2-pt layup from 1 ft (assist by D. Collison),62,69
220,3,9:14.0,Orlando full timeout,,62,69
221,3,9:14.0,Technical foul by N. Vučević,,62,69
222,3,9:14.0,,B. Bogdanović makes technical free throw,62,70
223,3,8:56.0,J. Isaac misses 3-pt jump shot from 28 ft,,62,70
224,3,8:53.0,,Defensive rebound by T. Young,62,70
225,3,8:48.0,,M. Turner misses 3-pt jump shot from 28 ft,62,70
226,3,8:43.0,Defensive rebound by N. Vučević,,62,70
227,3,8:35.0,E. Fournier misses 3-pt jump shot from 28 ft,,62,70
228,3,8:32.0,,Defensive rebound by M. Turner,62,70
229,3,8:23.0,,Shooting foul by E. Fournier (drawn by B. Bogdanović),62,70
230,3,8:23.0,,B. Bogdanović makes free throw 1 of 2,62,71
231,3,8:23.0,,B. Bogdanović makes free throw 2 of 2,62,72
232,3,8:13.0,A. Gordon misses 2-pt layup from 1 ft,,62,72
233,3,8:11.0,Offensive rebound by A. Gordon,,62,72
234,3,8:11.0,A. Gordon misses 2-pt layup from 1 ft,,62,72
235,3,8:11.0,,Defensive rebound by Team,62,72
236,3,7:58.0,,Personal foul by I. Briscoe (drawn by M. Turner),62,72
237,3,7:49.0,,Turnover by B. Bogdanović (bad pass; steal by N. Vučević),62,72
238,3,7:37.0,A. Gordon makes 3-pt jump shot from 24 ft (assist by E. Fournier),,65,72
239,3,7:20.0,,Offensive foul by M. Turner (drawn by I. Briscoe),65,72
240,3,7:20.0,,Turnover by M. Turner (offensive foul),65,72
241,3,7:02.0,E. Fournier misses 2-pt jump shot from 17 ft,,65,72
242,3,6:57.0,Offensive rebound by N. Vučević,,65,72
243,3,6:57.0,N. Vučević misses 2-pt layup from 1 ft,,65,72
244,3,6:55.0,Offensive rebound by N. Vučević,,65,72
245,3,6:55.0,N. Vučević makes 2-pt layup from 1 ft,,67,72
246,3,6:46.0,,Personal foul by E. Fournier (drawn by M. Turner),67,72
247,3,6:40.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,67,72
248,3,6:38.0,,Offensive rebound by T. Young,67,72
249,3,6:35.0,,B. Bogdanović makes 2-pt layup from 1 ft (assist by T. Young),67,74
250,3,6:17.0,N. Vučević makes 2-pt hook shot from 5 ft (assist by A. Gordon),,69,74
251,3,6:01.0,,T. Young makes 2-pt jump shot from 4 ft (assist by D. Collison),69,76
252,3,5:40.0,N. Vučević makes 2-pt layup from 1 ft (assist by E. Fournier),,71,76
253,3,5:27.0,,T. Young makes 3-pt jump shot from 26 ft (assist by D. Collison),71,79
254,3,5:21.0,Orlando full timeout,,71,79
255,3,5:21.0,W. Iwundu enters the game for A. Gordon,,71,79
256,3,4:59.0,W. Iwundu misses 2-pt jump shot from 17 ft,,71,79
257,3,4:56.0,Offensive rebound by J. Isaac,,71,79
258,3,4:53.0,N. Vučević makes 2-pt jump shot from 18 ft (assist by E. Fournier),,73,79
259,3,4:36.0,,Turnover by D. Collison (bad pass),73,79
260,3,4:36.0,J. Grant enters the game for I. Briscoe,,73,79
261,3,4:36.0,,T. Leaf enters the game for T. Young,73,79
262,3,4:20.0,E. Fournier misses 2-pt layup from 1 ft (block by M. Turner),,73,79
263,3,4:17.0,,Defensive rebound by D. Collison,73,79
264,3,4:14.0,,M. Turner misses 3-pt jump shot from 29 ft,73,79
265,3,4:10.0,Defensive rebound by N. Vučević,,73,79
266,3,4:00.0,J. Isaac misses 2-pt jump shot from 21 ft,,73,79
267,3,3:58.0,,Defensive rebound by T. Leaf,73,79
268,3,3:38.0,,Turnover by M. Turner (bad pass; steal by J. Isaac),73,79
269,3,3:25.0,W. Iwundu makes 2-pt dunk from 2 ft,,75,79
270,3,3:13.0,,Personal foul by W. Iwundu (drawn by M. Turner),75,79
271,3,3:13.0,T. Ross enters the game for E. Fournier,,75,79
272,3,3:13.0,,C. Joseph enters the game for B. Bogdanović,75,79
273,3,3:13.0,,M. Turner makes free throw 1 of 2,75,80
274,3,3:13.0,,M. Turner makes free throw 2 of 2,75,81
275,3,2:55.0,Shooting foul by M. Turner (drawn by N. Vučević),,75,81
276,3,2:55.0,N. Vučević makes free throw 1 of 2,,76,81
277,3,2:55.0,A. Gordon enters the game for J. Isaac,,76,81
278,3,2:55.0,,K. O'Quinn enters the game for M. Turner,76,81
279,3,2:55.0,N. Vučević misses free throw 2 of 2,,76,81
280,3,2:54.0,,Defensive rebound by W. Matthews,76,81
281,3,2:44.0,,W. Matthews misses 3-pt jump shot from 26 ft,76,81
282,3,2:41.0,Defensive rebound by A. Gordon,,76,81
283,3,2:36.0,T. Ross makes 3-pt jump shot from 26 ft (assist by A. Gordon),,79,81
284,3,2:19.0,,D. Collison makes 2-pt jump shot from 18 ft,79,83
285,3,2:05.0,T. Ross misses 3-pt jump shot from 29 ft,,79,83
286,3,2:02.0,,Defensive rebound by K. O'Quinn,79,83
287,3,1:51.0,,K. O'Quinn makes 2-pt jump shot from 20 ft (assist by D. Collison),79,85
288,3,1:35.0,N. Vučević misses 3-pt jump shot from 28 ft,,79,85
289,3,1:32.0,,Defensive rebound by C. Joseph,79,85
290,3,1:19.0,,Shooting foul by J. Grant (drawn by D. Collison),79,85
291,3,1:19.0,,Offensive rebound by Team,79,85
292,3,1:19.0,,D. Collison misses free throw 1 of 2,79,85
293,3,1:19.0,K. Birch enters the game for N. Vučević,,79,85
294,3,1:19.0,,T. Evans enters the game for W. Matthews,79,85
295,3,1:19.0,,D. Collison makes free throw 2 of 2,79,86
296,3,1:02.0,T. Ross makes 2-pt layup from 1 ft (assist by A. Gordon),,81,86
297,3,0:50.0,,Personal foul by T. Ross (drawn by C. Joseph),81,86
298,3,0:50.0,,C. Joseph misses free throw 1 of 2,81,86
299,3,0:50.0,,Offensive rebound by Team,81,86
300,3,0:50.0,,D. McDermott enters the game for D. Collison,81,86
301,3,0:50.0,,C. Joseph makes free throw 2 of 2,81,87
302,3,0:32.0,A. Gordon misses 2-pt jump shot from 19 ft,,81,87
303,3,0:28.0,Offensive rebound by K. Birch,,81,87
304,3,0:22.0,Shooting foul by K. O'Quinn (drawn by J. Grant),,81,87
305,3,0:22.0,J. Grant makes free throw 1 of 2,,82,87
306,3,0:22.0,J. Grant makes free throw 2 of 2,,83,87
307,3,0:00.0,,C. Joseph misses 2-pt jump shot from 18 ft,83,87
308,3,0:00.0,,Offensive rebound by Team,83,87
309,4,11:47.0,T. Ross makes 3-pt jump shot from 24 ft (assist by A. Gordon),,86,87
310,4,11:31.0,,T. Evans makes 2-pt jump shot from 6 ft (assist by K. O'Quinn),86,89
311,4,11:31.0,,Shooting foul by K. Birch (drawn by T. Evans),86,89
312,4,11:31.0,,T. Evans makes free throw 1 of 1,86,90
313,4,11:17.0,T. Ross misses 3-pt jump shot from 27 ft,,86,90
314,4,11:14.0,,Defensive rebound by T. Young,86,90
315,4,11:06.0,,Turnover by T. Evans (bad pass; steal by J. Grant),86,90
316,4,11:02.0,J. Grant makes 2-pt layup from 1 ft,,88,90
317,4,10:45.0,,T. Evans misses 2-pt layup from 1 ft (block by K. Birch),88,90
318,4,10:43.0,Defensive rebound by E. Fournier,,88,90
319,4,10:38.0,T. Ross makes 3-pt jump shot from 28 ft (assist by E. Fournier),,91,90
320,4,10:36.0,,Indiana full timeout,91,90
321,4,10:12.0,,C. Joseph makes 2-pt jump shot from 6 ft,91,92
322,4,9:54.0,Personal foul by T. Evans (drawn by E. Fournier),,91,92
323,4,9:48.0,J. Grant makes 3-pt jump shot from 27 ft (assist by E. Fournier),,94,92
324,4,9:35.0,,D. McDermott makes 2-pt dunk from 1 ft (assist by K. O'Quinn),94,94
325,4,9:19.0,J. Grant misses 2-pt jump shot from 16 ft (block by K. O'Quinn),,94,94
326,4,9:15.0,,Defensive rebound by T. Evans,94,94
327,4,9:05.0,,T. Evans misses 3-pt jump shot from 30 ft,94,94
328,4,9:02.0,Defensive rebound by T. Ross,,94,94
329,4,8:56.0,T. Ross misses 3-pt jump shot from 27 ft,,94,94
330,4,8:53.0,,Defensive rebound by T. Evans,94,94
331,4,8:39.0,,C. Joseph makes 2-pt jump shot from 17 ft,94,96
332,4,8:26.0,Turnover by J. Grant (bad pass),,94,96
333,4,8:26.0,,B. Bogdanović enters the game for D. McDermott,94,96
334,4,8:04.0,,B. Bogdanović makes 2-pt jump shot from 14 ft (assist by T. Young),94,98
335,4,7:42.0,E. Fournier makes 3-pt jump shot from 30 ft,,97,98
336,4,7:25.0,,Personal foul by E. Fournier (drawn by T. Young),97,98
337,4,7:25.0,J. Isaac enters the game for E. Fournier,,97,98
338,4,7:25.0,W. Iwundu enters the game for A. Gordon,,97,98
339,4,7:25.0,,W. Matthews enters the game for T. Evans,97,98
340,4,7:12.0,,C. Joseph misses 2-pt layup from 4 ft (block by J. Grant),97,98
341,4,7:12.0,Defensive rebound by Team,,97,98
342,4,6:57.0,T. Ross makes 2-pt layup from 4 ft (assist by J. Grant),,99,98
343,4,6:57.0,Shooting foul by W. Matthews (drawn by T. Ross),,99,98
344,4,6:57.0,,M. Turner enters the game for K. O'Quinn,99,98
345,4,6:57.0,T. Ross makes free throw 1 of 1,,100,98
346,4,6:47.0,,Shooting foul by W. Iwundu (drawn by B. Bogdanović),100,98
347,4,6:47.0,,B. Bogdanović makes free throw 1 of 2,100,99
348,4,6:47.0,N. Vučević enters the game for K. Birch,,100,99
349,4,6:47.0,,D. Collison enters the game for C. Joseph,100,99
350,4,6:47.0,,B. Bogdanović misses free throw 2 of 2,100,99
351,4,6:46.0,Defensive rebound by N. Vučević,,100,99
352,4,6:24.0,N. Vučević makes 2-pt hook shot from 5 ft (assist by J. Grant),,102,99
353,4,6:01.0,,B. Bogdanović misses 3-pt jump shot from 31 ft,102,99
354,4,5:57.0,Defensive rebound by W. Iwundu,,102,99
355,4,5:50.0,N. Vučević misses 2-pt jump shot from 19 ft,,102,99
356,4,5:46.0,Offensive rebound by J. Isaac,,102,99
357,4,5:46.0,J. Isaac makes 2-pt layup from 1 ft,,104,99
358,4,5:43.0,,Indiana full timeout,104,99
359,4,5:23.0,,B. Bogdanović makes 3-pt jump shot from 28 ft (assist by W. Matthews),104,102
360,4,5:00.0,T. Ross misses 3-pt jump shot from 28 ft,,104,102
361,4,4:57.0,Offensive rebound by J. Isaac,,104,102
362,4,4:52.0,Shooting foul by T. Young (drawn by N. Vučević),,104,102
363,4,4:52.0,N. Vučević makes free throw 1 of 2,,105,102
364,4,4:52.0,I. Briscoe enters the game for J. Grant,,105,102
365,4,4:52.0,N. Vučević misses free throw 2 of 2,,105,102
366,4,4:51.0,,Defensive rebound by M. Turner,105,102
367,4,4:40.0,Violation by Team (kicked ball),,105,102
368,4,4:27.0,,B. Bogdanović misses 2-pt jump shot from 7 ft,105,102
369,4,4:24.0,Defensive rebound by W. Iwundu,,105,102
370,4,4:10.0,T. Ross makes 2-pt jump shot from 21 ft (assist by J. Isaac),,107,102
371,4,3:52.0,,Turnover by D. Collison (bad pass; steal by I. Briscoe),107,102
372,4,3:47.0,W. Iwundu misses 2-pt layup from 3 ft,,107,102
373,4,3:45.0,J. Isaac misses 2-pt layup from 1 ft,,107,102
374,4,3:45.0,Offensive rebound by J. Isaac,,107,102
375,4,3:44.0,,Defensive rebound by W. Matthews,107,102
376,4,3:35.0,,T. Young misses 2-pt dunk from 2 ft,107,102
377,4,3:32.0,Defensive rebound by N. Vučević,,107,102
378,4,3:28.0,Personal foul by D. Collison (drawn by I. Briscoe),,107,102
