,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,PHOENIX_ACTION,WASHINGTON_SCORE,PHOENIX_SCORE
41,1,6:24.0,Shooting foul by D. Bender (drawn by B. Portis),,11,8
42,1,6:24.0,,Phoenix full timeout,11,8
43,1,6:24.0,B. Portis makes free throw 1 of 2,,12,8
44,1,6:24.0,B. Portis makes free throw 2 of 2,,13,8
45,1,6:08.0,,D. Booker misses 3-pt jump shot from 26 ft,13,8
46,1,6:06.0,Defensive rebound by B. Portis,,13,8
47,1,5:58.0,Personal foul by D. Booker (drawn by T. Satoranský),,13,8
48,1,5:58.0,,T. Daniels enters the game for D. Ayton,13,8
49,1,5:58.0,,R. Holmes enters the game for M. Bridges,13,8
50,1,5:45.0,B. Portis misses 2-pt hook shot from 10 ft,,13,8
51,1,5:43.0,,Defensive rebound by T. Daniels,13,8
52,1,5:35.0,,Turnover by D. Bender (bad pass),13,8
53,1,5:30.0,B. Beal misses 3-pt jump shot from 25 ft,,13,8
54,1,5:28.0,,Defensive rebound by R. Holmes,13,8
55,1,5:19.0,,T. Daniels misses 3-pt jump shot from 25 ft,13,8
56,1,5:15.0,Defensive rebound by T. Bryant,,13,8
57,1,5:02.0,Shooting foul by T. Daniels (drawn by T. Satoranský),,13,8
58,1,5:02.0,T. Satoranský makes free throw 1 of 2,,14,8
59,1,5:02.0,J. Parker enters the game for T. Bryant,,14,8
60,1,5:02.0,T. Satoranský makes free throw 2 of 2,,15,8
61,1,4:49.0,,T. Daniels makes 3-pt jump shot from 25 ft (assist by R. Holmes),15,11
62,1,4:43.0,Turnover by T. Brown (bad pass; steal by D. Melton),,15,11
63,1,4:41.0,,D. Booker makes 2-pt jump shot from 12 ft (assist by D. Melton),15,13
64,1,4:24.0,B. Portis misses 2-pt layup from 3 ft,,15,13
65,1,4:23.0,Offensive rebound by T. Satoranský,,15,13
66,1,4:14.0,B. Beal misses 2-pt layup from 3 ft,,15,13
67,1,4:13.0,Offensive rebound by B. Portis,,15,13
68,1,4:10.0,Turnover by B. Portis (lost ball; steal by R. Holmes),,15,13
69,1,4:03.0,,D. Melton makes 2-pt jump shot from 4 ft,15,15
70,1,3:48.0,B. Beal makes 2-pt dunk from 1 ft,,17,15
71,1,3:34.0,,T. Daniels misses 3-pt jump shot from 25 ft,17,15
72,1,3:32.0,Defensive rebound by J. Parker,,17,15
73,1,3:24.0,J. Parker makes 3-pt jump shot from 25 ft (assist by B. Portis),,20,15
74,1,3:06.0,,Shooting foul by B. Beal (drawn by D. Booker),20,15
75,1,3:06.0,,D. Booker makes free throw 1 of 3,20,16
76,1,3:06.0,,D. Booker makes free throw 2 of 3,20,17
77,1,3:06.0,J. McRae enters the game for T. Brown,,20,17
78,1,3:06.0,C. Randle enters the game for T. Satoranský,,20,17
79,1,3:06.0,,D. Booker makes free throw 3 of 3,20,18
80,1,2:58.0,C. Randle misses 3-pt jump shot from 23 ft,,20,18
81,1,2:56.0,Offensive rebound by J. Parker,,20,18
82,1,2:53.0,C. Randle misses 2-pt layup from 1 ft,,20,18
83,1,2:48.0,Offensive rebound by B. Portis,,20,18
84,1,2:48.0,B. Portis makes 2-pt layup at rim,,22,18
85,1,2:37.0,,Shooting foul by J. Parker (drawn by R. Holmes),22,18
86,1,2:37.0,Washington full timeout,,22,18
87,1,2:37.0,J. Green enters the game for B. Beal,,22,18
88,1,2:37.0,,J. Crawford enters the game for D. Bender,22,18
89,1,2:37.0,,R. Spalding enters the game for D. Melton,22,18
90,1,2:37.0,,R. Holmes makes free throw 1 of 2,22,19
91,1,2:37.0,,R. Holmes makes free throw 2 of 2,22,20
92,1,2:29.0,J. Parker misses 3-pt jump shot from 26 ft,,22,20
93,1,2:26.0,,Defensive rebound by D. Booker,22,20
94,1,2:04.0,,D. Booker makes 2-pt jump shot from 10 ft,22,22
95,1,1:38.0,J. Green misses 2-pt jump shot from 10 ft,,22,22
96,1,1:37.0,,Defensive rebound by R. Spalding,22,22
97,1,1:27.0,,J. Crawford misses 3-pt jump shot from 26 ft,22,22
98,1,1:23.0,,Offensive rebound by T. Daniels,22,22
99,1,1:21.0,,T. Daniels makes 3-pt jump shot from 26 ft,22,25
100,1,1:04.0,J. Parker misses 2-pt jump shot from 14 ft,,22,25
101,1,1:02.0,,Defensive rebound by D. Booker,22,25
102,1,0:54.0,,D. Booker misses 3-pt jump shot from 25 ft,22,25
103,1,0:52.0,Defensive rebound by J. Parker,,22,25
104,1,0:48.0,J. McRae makes 2-pt jump shot from 2 ft (assist by J. Parker),,24,25
105,1,0:48.0,Shooting foul by R. Holmes (drawn by J. McRae),,24,25
106,1,0:48.0,J. McRae makes free throw 1 of 1,,25,25
107,1,0:33.0,,D. Booker makes 2-pt layup from 1 ft,25,27
108,1,0:14.0,J. McRae makes 2-pt jump shot from 13 ft,,27,27
109,1,0:00.0,,D. Booker makes 2-pt layup from 1 ft,27,29
110,1,0:00.0,,Shooting foul by J. Green (drawn by D. Booker),27,29
111,1,0:00.0,,D. Booker makes free throw 1 of 1,27,30
112,1,0:00.0,J. Green misses 3-pt jump shot from 67 ft,,27,30
113,1,0:00.0,Offensive rebound by Team,,27,30
114,2,11:46.0,,D. Ayton misses 2-pt layup from 1 ft,27,30
115,2,11:44.0,Defensive rebound by T. Bryant,,27,30
116,2,11:40.0,J. Parker makes 2-pt dunk from 1 ft (assist by C. Randle),,29,30
117,2,11:25.0,,Turnover by E. Okobo (bad pass),29,30
118,2,11:18.0,J. Green misses 3-pt jump shot from 23 ft,,29,30
119,2,11:16.0,,Defensive rebound by T. Daniels,29,30
120,2,11:16.0,,Phoenix full timeout,29,30
121,2,11:03.0,,Turnover by R. Spalding (bad pass; steal by J. Green),29,30
122,2,10:57.0,J. Parker misses 3-pt jump shot from 24 ft,,29,30
123,2,10:54.0,,Defensive rebound by R. Spalding,29,30
124,2,10:49.0,,J. Crawford makes 2-pt jump shot from 19 ft,29,32
125,2,10:21.0,J. Green misses 2-pt jump shot from 14 ft,,29,32
126,2,10:19.0,,Defensive rebound by D. Ayton,29,32
127,2,10:06.0,,D. Ayton misses 2-pt hook shot from 6 ft,29,32
128,2,10:06.0,Defensive rebound by T. Bryant,,29,32
129,2,9:56.0,T. Bryant misses 3-pt jump shot from 26 ft,,29,32
130,2,9:53.0,,Defensive rebound by E. Okobo,29,32
131,2,9:44.0,,Shooting foul by C. Randle (drawn by D. Ayton),29,32
132,2,9:44.0,,D. Ayton makes free throw 1 of 2,29,33
133,2,9:44.0,,D. Bender enters the game for R. Spalding,29,33
134,2,9:44.0,,D. Ayton makes free throw 2 of 2,29,34
135,2,9:32.0,J. McRae misses 2-pt jump shot from 13 ft,,29,34
136,2,9:31.0,Offensive rebound by J. McRae,,29,34
137,2,9:30.0,J. McRae makes 2-pt layup at rim,,31,34
138,2,9:20.0,,J. Crawford misses 2-pt layup from 1 ft,31,34
139,2,9:19.0,,Offensive rebound by D. Bender,31,34
140,2,9:18.0,,Shooting foul by J. McRae (drawn by D. Bender),31,34
141,2,9:18.0,,D. Bender makes free throw 1 of 2,31,35
142,2,9:18.0,,M. Bridges enters the game for T. Daniels,31,35
143,2,9:18.0,,D. Bender misses free throw 2 of 2,31,35
144,2,9:16.0,Defensive rebound by J. Parker,,31,35
145,2,9:08.0,J. Parker makes 2-pt jump shot from 9 ft,,33,35
146,2,8:56.0,,D. Ayton misses 2-pt layup at rim,33,35
147,2,8:53.0,,Offensive rebound by D. Ayton,33,35
148,2,8:52.0,,D. Ayton makes 2-pt layup from 2 ft,33,37
149,2,8:44.0,J. Parker makes 2-pt layup from 1 ft,,35,37
150,2,8:30.0,,Shooting foul by J. McRae (drawn by J. Crawford),35,37
151,2,8:30.0,,J. Crawford makes free throw 1 of 2,35,38
152,2,8:30.0,,J. Crawford misses free throw 2 of 2,35,38
153,2,8:28.0,Defensive rebound by J. Parker,,35,38
154,2,8:19.0,J. Parker misses 2-pt jump shot from 4 ft,,35,38
155,2,8:17.0,,Defensive rebound by D. Bender,35,38
156,2,8:12.0,,E. Okobo makes 3-pt jump shot from 26 ft (assist by M. Bridges),35,41
157,2,8:11.0,Washington full timeout,,35,41
158,2,8:11.0,B. Beal enters the game for J. McRae,,35,41
159,2,8:11.0,T. Satoranský enters the game for C. Randle,,35,41
160,2,7:55.0,T. Bryant misses 2-pt layup from 1 ft (block by D. Ayton),,35,41
161,2,7:55.0,,Defensive rebound by D. Ayton,35,41
162,2,7:48.0,,D. Bender misses 3-pt jump shot from 26 ft,35,41
163,2,7:46.0,Defensive rebound by B. Beal,,35,41
164,2,7:35.0,J. Parker makes 2-pt hook shot from 6 ft,,37,41
165,2,7:35.0,Shooting foul by D. Ayton (drawn by J. Parker),,37,41
166,2,7:35.0,J. Parker makes free throw 1 of 1,,38,41
167,2,7:22.0,,Turnover by M. Bridges (bad pass; steal by J. Green),38,41
168,2,7:17.0,Shooting foul by D. Bender (drawn by J. Parker),,38,41
169,2,7:17.0,J. Parker makes free throw 1 of 2,,39,41
170,2,7:17.0,J. Parker makes free throw 2 of 2,,40,41
171,2,7:00.0,,D. Ayton misses 2-pt hook shot from 3 ft,40,41
172,2,6:58.0,Defensive rebound by J. Parker,,40,41
173,2,6:51.0,J. Green makes 2-pt layup from 1 ft (assist by J. Parker),,42,41
174,2,6:38.0,,J. Crawford misses 3-pt jump shot from 23 ft,42,41
175,2,6:34.0,Defensive rebound by J. Parker,,42,41
176,2,6:32.0,Turnover by J. Parker (lost ball; steal by E. Okobo),,42,41
177,2,6:29.0,,Turnover by D. Ayton (bad pass; steal by J. Green),42,41
178,2,6:27.0,J. Green makes 2-pt dunk from 1 ft (assist by T. Satoranský),,44,41
179,2,6:27.0,Shooting foul by D. Bender (drawn by J. Green),,44,41
180,2,6:27.0,,D. Booker enters the game for D. Bender,44,41
181,2,6:27.0,J. Green makes free throw 1 of 1,,45,41
182,2,6:18.0,,E. Okobo misses 3-pt jump shot from 26 ft,45,41
183,2,6:15.0,,Offensive rebound by D. Ayton,45,41
184,2,6:13.0,,M. Bridges misses 2-pt layup from 2 ft (block by J. Green),45,41
185,2,6:10.0,Defensive rebound by J. Parker,,45,41
186,2,6:10.0,,R. Holmes enters the game for D. Ayton,45,41
187,2,5:48.0,B. Beal makes 2-pt layup at rim,,47,41
188,2,5:28.0,,J. Crawford makes 3-pt jump shot from 25 ft,47,44
189,2,5:11.0,B. Beal misses 2-pt jump shot from 12 ft,,47,44
190,2,5:09.0,,Defensive rebound by D. Booker,47,44
191,2,5:06.0,,D. Booker makes 2-pt layup at rim,47,46
192,2,5:06.0,,Shooting foul by J. Green (drawn by D. Booker),47,46
193,2,5:06.0,T. Brown enters the game for J. Green,,47,46
194,2,5:06.0,,D. Booker makes free throw 1 of 1,47,47
195,2,4:54.0,T. Bryant misses 2-pt layup from 3 ft (block by R. Holmes),,47,47
196,2,4:53.0,Offensive rebound by T. Bryant,,47,47
197,2,4:53.0,T. Bryant misses 2-pt layup from 3 ft (block by D. Booker),,47,47
198,2,4:52.0,,Defensive rebound by J. Crawford,47,47
199,2,4:45.0,,Shooting foul by J. Parker (drawn by R. Holmes),47,47
200,2,4:45.0,,R. Holmes makes free throw 1 of 2,47,48
201,2,4:45.0,,R. Holmes misses free throw 2 of 2,47,48
202,2,4:45.0,Defensive rebound by T. Bryant,,47,48
203,2,4:28.0,J. Parker makes 2-pt layup from 1 ft (assist by T. Brown),,49,48
204,2,4:18.0,,M. Bridges misses 3-pt jump shot from 26 ft,49,48
205,2,4:15.0,Defensive rebound by T. Brown,,49,48
206,2,4:10.0,Turnover by T. Satoranský (lost ball; steal by M. Bridges),,49,48
207,2,4:02.0,,D. Booker misses 2-pt jump shot from 12 ft,49,48
208,2,4:00.0,Defensive rebound by J. Parker,,49,48
209,2,3:44.0,J. Parker misses 2-pt hook shot from 6 ft,,49,48
210,2,3:41.0,,Defensive rebound by J. Crawford,49,48
211,2,3:36.0,,J. Crawford misses 3-pt jump shot from 26 ft,49,48
212,2,3:32.0,,Offensive rebound by E. Okobo,49,48
213,2,3:28.0,,Turnover by D. Booker (bad pass; steal by T. Bryant),49,48
214,2,3:25.0,Shooting foul by E. Okobo (drawn by T. Brown),,49,48
215,2,3:25.0,T. Brown misses free throw 1 of 2,,49,48
216,2,3:25.0,Offensive rebound by Team,,49,48
217,2,3:25.0,B. Portis enters the game for T. Bryant,,49,48
218,2,3:25.0,T. Brown misses free throw 2 of 2,,49,48
219,2,3:23.0,,Defensive rebound by D. Booker,49,48
220,2,3:12.0,,D. Booker makes 2-pt dunk at rim (assist by J. Crawford),49,50
221,2,3:10.0,Washington full timeout,,49,50
222,2,3:10.0,Violation by Team (delay of game),,49,50
223,2,2:54.0,T. Satoranský makes 2-pt jump shot from 18 ft,,51,50
224,2,2:37.0,,D. Booker makes 2-pt jump shot from 15 ft (assist by J. Crawford),51,52
225,2,2:13.0,B. Portis misses 2-pt jump shot from 5 ft,,51,52
226,2,2:12.0,Offensive rebound by J. Parker,,51,52
227,2,2:11.0,J. Parker makes 2-pt dunk from 1 ft,,53,52
228,2,2:11.0,Shooting foul by R. Holmes (drawn by J. Parker),,53,52
229,2,2:11.0,,T. Daniels enters the game for E. Okobo,53,52
230,2,2:11.0,J. Parker misses free throw 1 of 1,,53,52
231,2,2:09.0,,Defensive rebound by R. Holmes,53,52
232,2,1:51.0,,T. Daniels misses 3-pt jump shot from 27 ft,53,52
233,2,1:48.0,Defensive rebound by B. Portis,,53,52
234,2,1:44.0,Shooting foul by D. Booker (drawn by B. Beal),,53,52
235,2,1:44.0,B. Beal misses free throw 1 of 2,,53,52
236,2,1:44.0,Offensive rebound by Team,,53,52
237,2,1:44.0,J. McRae enters the game for J. Parker,,53,52
238,2,1:44.0,,D. Ayton enters the game for R. Holmes,53,52
239,2,1:44.0,B. Beal makes free throw 2 of 2,,54,52
240,2,1:32.0,,Shooting foul by T. Brown (drawn by D. Booker),54,52
241,2,1:32.0,,D. Booker makes free throw 1 of 2,54,53
242,2,1:32.0,,D. Booker makes free throw 2 of 2,54,54
243,2,1:16.0,J. McRae makes 2-pt jump shot from 6 ft,,56,54
244,2,1:00.0,,D. Ayton makes 2-pt dunk at rim (assist by D. Booker),56,56
245,2,0:51.0,B. Beal misses 2-pt layup from 3 ft,,56,56
246,2,0:48.0,Offensive rebound by B. Portis,,56,56
247,2,0:48.0,B. Portis misses 2-pt layup at rim,,56,56
248,2,0:48.0,,Defensive rebound by D. Ayton,56,56
249,2,0:44.0,,D. Booker makes 3-pt jump shot from 25 ft (assist by J. Crawford),56,59
250,2,0:36.0,Personal foul by T. Daniels (drawn by T. Satoranský),,56,59
251,2,0:36.0,T. Satoranský makes free throw 1 of 2,,57,59
252,2,0:36.0,T. Satoranský misses free throw 2 of 2,,57,59
253,2,0:35.0,,Defensive rebound by D. Booker,57,59
254,2,0:14.0,,J. Crawford misses 3-pt jump shot from 26 ft,57,59
255,2,0:11.0,Defensive rebound by B. Portis,,57,59
256,2,0:02.0,J. McRae misses 2-pt jump shot from 3 ft (block by J. Crawford),,57,59
257,2,0:01.0,Offensive rebound by J. McRae,,57,59
258,2,0:00.0,J. McRae makes 2-pt hook shot from 6 ft,,59,59
259,3,11:51.0,,D. Ayton misses 2-pt dunk from 1 ft,59,59
260,3,11:49.0,,Offensive rebound by M. Bridges,59,59
261,3,11:46.0,,D. Bender makes 3-pt jump shot from 25 ft (assist by D. Melton),59,62
262,3,11:29.0,T. Bryant makes 2-pt jump shot from 10 ft (assist by B. Beal),,61,62
263,3,11:11.0,,Turnover by D. Bender (bad pass),61,62
264,3,10:59.0,Shooting foul by D. Ayton (drawn by T. Bryant),,61,62
265,3,10:59.0,T. Bryant misses free throw 1 of 2,,61,62
266,3,10:59.0,Offensive rebound by Team,,61,62
267,3,10:59.0,T. Bryant makes free throw 2 of 2,,62,62
268,3,10:47.0,,D. Bender misses 3-pt jump shot from 25 ft,62,62
269,3,10:44.0,Defensive rebound by T. Brown,,62,62
270,3,10:33.0,T. Brown misses 2-pt layup from 1 ft (block by D. Ayton),,62,62
271,3,10:30.0,,Defensive rebound by D. Ayton,62,62
272,3,10:22.0,,D. Ayton makes 2-pt dunk from 1 ft (assist by D. Booker),62,64
273,3,10:10.0,T. Satoranský makes 2-pt layup at rim,,64,64
274,3,10:01.0,,Personal foul by B. Beal (drawn by D. Melton),64,64
275,3,10:00.0,,Personal foul by T. Satoranský (drawn by D. Booker),64,64
276,3,9:47.0,,D. Booker makes 2-pt layup at rim (assist by M. Bridges),64,66
277,3,9:37.0,B. Beal makes 3-pt jump shot from 26 ft,,67,66
278,3,9:21.0,,D. Ayton makes 2-pt dunk at rim (assist by D. Melton),67,68
279,3,8:55.0,T. Brown misses 3-pt jump shot from 24 ft,,67,68
280,3,8:53.0,Offensive rebound by T. Bryant,,67,68
281,3,8:49.0,T. Satoranský misses 2-pt jump shot from 6 ft,,67,68
282,3,8:47.0,,Defensive rebound by D. Melton,67,68
283,3,8:43.0,,D. Melton makes 2-pt layup from 1 ft,67,70
284,3,8:27.0,B. Portis misses 2-pt hook shot from 6 ft,,67,70
285,3,8:25.0,,Defensive rebound by D. Ayton,67,70
286,3,8:21.0,,D. Booker makes 2-pt layup from 1 ft (assist by M. Bridges),67,72
287,3,8:21.0,Violation by Team (def goaltending),,67,72
288,3,8:03.0,B. Beal makes 3-pt jump shot from 25 ft,,70,72
289,3,7:39.0,,D. Booker makes 3-pt jump shot from 25 ft,70,75
290,3,7:19.0,B. Beal makes 3-pt jump shot from 25 ft,,73,75
291,3,7:05.0,,Turnover by D. Melton (bad pass; steal by B. Portis),73,75
292,3,7:02.0,B. Portis makes 2-pt dunk from 1 ft,,75,75
293,3,6:40.0,,Personal foul by T. Brown (drawn by M. Bridges),75,75
294,3,6:40.0,,Phoenix full timeout,75,75
295,3,6:29.0,,D. Bender makes 3-pt jump shot from 23 ft (assist by D. Melton),75,78
296,3,6:11.0,Shooting foul by D. Melton (drawn by T. Satoranský),,75,78
297,3,6:11.0,T. Satoranský makes free throw 1 of 2,,76,78
298,3,6:11.0,T. Satoranský makes free throw 2 of 2,,77,78
299,3,6:02.0,,D. Bender makes 2-pt dunk at rim (assist by D. Booker),77,80
300,3,5:52.0,Shooting foul by D. Melton (drawn by T. Satoranský),,77,80
301,3,5:52.0,T. Satoranský makes free throw 1 of 2,,78,80
302,3,5:52.0,T. Satoranský makes free throw 2 of 2,,79,80
303,3,5:36.0,,Turnover by D. Booker (bad pass),79,80
304,3,5:26.0,Turnover by T. Satoranský (bad pass; steal by D. Booker),,79,80
305,3,5:18.0,,Turnover by D. Ayton (lost ball; steal by T. Brown),79,80
306,3,5:08.0,Personal foul by M. Bridges (drawn by B. Beal),,79,80
307,3,5:08.0,,T. Daniels enters the game for D. Ayton,79,80
308,3,5:08.0,,R. Holmes enters the game for M. Bridges,79,80
309,3,4:59.0,B. Beal misses 2-pt jump shot from 19 ft,,79,80
310,3,4:55.0,,Defensive rebound by D. Booker,79,80
311,3,4:52.0,,D. Booker makes 2-pt jump shot from 13 ft,79,82
312,3,4:52.0,,Shooting foul by T. Brown (drawn by D. Booker),79,82
313,3,4:52.0,J. Parker enters the game for B. Portis,,79,82
314,3,4:52.0,,D. Booker misses free throw 1 of 1,79,82
315,3,4:49.0,Defensive rebound by J. Parker,,79,82
316,3,4:29.0,T. Bryant misses 2-pt hook shot from 8 ft,,79,82
317,3,4:27.0,,Defensive rebound by T. Daniels,79,82
318,3,4:24.0,,D. Booker misses 3-pt jump shot from 25 ft (block by B. Beal),79,82
319,3,4:23.0,Defensive rebound by Team,,79,82
320,3,4:14.0,Shooting foul by R. Holmes (drawn by B. Beal),,79,82
321,3,4:14.0,B. Beal misses free throw 1 of 2,,79,82
322,3,4:14.0,Offensive rebound by Team,,79,82
323,3,4:14.0,J. McRae enters the game for T. Satoranský,,79,82
324,3,4:14.0,B. Beal misses free throw 2 of 2,,79,82
325,3,4:12.0,,Defensive rebound by D. Bender,79,82
326,3,3:59.0,,R. Holmes misses 2-pt layup at rim,79,82
327,3,3:57.0,Defensive rebound by J. McRae,,79,82
328,3,3:47.0,T. Bryant misses 2-pt jump shot from 16 ft,,79,82
329,3,3:43.0,Offensive rebound by T. Brown,,79,82
330,3,3:42.0,Turnover by T. Brown (lost ball; steal by D. Melton),,79,82
331,3,3:30.0,,D. Booker misses 2-pt layup from 1 ft,79,82
332,3,3:28.0,,Offensive rebound by R. Holmes,79,82
333,3,3:26.0,,R. Holmes misses 2-pt hook shot from 6 ft,79,82
334,3,3:24.0,Defensive rebound by J. Parker,,79,82
335,3,3:19.0,B. Beal makes 2-pt dunk at rim (assist by T. Bryant),,81,82
336,3,3:19.0,,Phoenix full timeout,81,82
337,3,3:19.0,C. Randle enters the game for T. Brown,,81,82
338,3,3:19.0,,J. Crawford enters the game for D. Booker,81,82
339,3,3:07.0,,D. Melton misses 2-pt jump shot from 18 ft,81,82
340,3,3:03.0,Defensive rebound by J. Parker,,81,82
341,3,2:45.0,B. Beal makes 2-pt jump shot from 21 ft,,83,82
342,3,2:30.0,,T. Daniels misses 2-pt jump shot from 20 ft,83,82
343,3,2:27.0,Defensive rebound by T. Bryant,,83,82
344,3,2:14.0,Turnover by T. Bryant (bad pass; steal by R. Holmes),,83,82
345,3,2:08.0,,Shooting foul by T. Bryant (drawn by R. Holmes),83,82
346,3,2:08.0,,R. Holmes makes free throw 1 of 2,83,83
347,3,2:08.0,,R. Holmes makes free throw 2 of 2,83,84
348,3,1:52.0,Turnover by B. Beal (bad pass; steal by D. Bender),,83,84
349,3,1:40.0,,R. Holmes misses 2-pt jump shot from 4 ft,83,84
350,3,1:38.0,Defensive rebound by B. Beal,,83,84
351,3,1:32.0,T. Bryant makes 2-pt layup from 2 ft (assist by C. Randle),,85,84
352,3,1:32.0,Shooting foul by J. Crawford (drawn by T. Bryant),,85,84
353,3,1:32.0,T. Satoranský enters the game for B. Beal,,85,84
354,3,1:32.0,T. Bryant misses free throw 1 of 1,,85,84
355,3,1:28.0,,Defensive rebound by D. Bender,85,84
356,3,1:09.0,,D. Melton misses 3-pt jump shot from 25 ft,85,84
357,3,1:06.0,Defensive rebound by T. Bryant,,85,84
358,3,1:03.0,J. McRae makes 2-pt layup from 1 ft (assist by J. Parker),,87,84
359,3,0:44.0,,J. Crawford misses 2-pt jump shot from 14 ft,87,84
360,3,0:41.0,,Offensive rebound by T. Daniels,87,84
361,3,0:38.0,,T. Daniels makes 3-pt jump shot from 28 ft,87,87
362,3,0:24.0,J. McRae makes 2-pt jump shot from 21 ft,,89,87
363,3,0:00.0,,D. Bender makes 3-pt jump shot from 22 ft (assist by J. Crawford),89,90
364,4,11:39.0,J. Parker makes 3-pt jump shot from 24 ft,,92,90
365,4,11:17.0,,T. Daniels misses 3-pt jump shot from 25 ft,92,90
366,4,11:12.0,Defensive rebound by T. Bryant,,92,90
367,4,11:01.0,Shooting foul by R. Spalding (drawn by J. McRae),,92,90
368,4,11:01.0,J. McRae makes free throw 1 of 2,,93,90
369,4,11:01.0,J. McRae makes free throw 2 of 2,,94,90
370,4,10:42.0,,D. Ayton makes 2-pt dunk at rim (assist by J. Crawford),94,92
371,4,10:23.0,J. McRae makes 2-pt jump shot from 17 ft (assist by T. Bryant),,96,92
372,4,10:05.0,,M. Bridges makes 2-pt layup from 1 ft (assist by D. Ayton),96,94
373,4,9:46.0,Shooting foul by R. Spalding (drawn by J. Parker),,96,94
374,4,9:46.0,J. Parker misses free throw 1 of 2,,96,94
375,4,9:46.0,Offensive rebound by Team,,96,94
376,4,9:46.0,,D. Booker enters the game for R. Spalding,96,94
377,4,9:46.0,J. Parker makes free throw 2 of 2,,97,94
378,4,9:35.0,,Personal foul by T. Bryant (drawn by D. Ayton),97,94
379,4,9:30.0,,D. Booker makes 2-pt layup at rim,97,96
380,4,9:30.0,,Shooting foul by J. McRae (drawn by D. Booker),97,96
381,4,9:30.0,,D. Booker makes free throw 1 of 1,97,97
382,4,9:15.0,T. Bryant makes 2-pt layup from 1 ft (assist by T. Satoranský),,99,97
383,4,8:54.0,,T. Daniels makes 3-pt jump shot from 25 ft (assist by D. Booker),99,100
384,4,8:50.0,Washington full timeout,,99,100
385,4,8:50.0,B. Beal enters the game for C. Randle,,99,100
386,4,8:28.0,B. Beal makes 3-pt jump shot from 24 ft,,102,100
387,4,8:07.0,,T. Daniels makes 3-pt jump shot from 26 ft (assist by M. Bridges),102,103
388,4,7:40.0,B. Beal makes 3-pt jump shot from 26 ft (assist by T. Bryant),,105,103
389,4,7:26.0,,D. Booker makes 2-pt layup from 1 ft (assist by J. Crawford),105,105
390,4,7:15.0,Shooting foul by T. Daniels (drawn by J. McRae),,105,105
