,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,CHICAGO_ACTION,SACRAMENTO_SCORE,CHICAGO_SCORE
373,4,4:03.0,,L. Markkanen makes 2-pt jump shot from 9 ft,100,86
374,4,3:52.0,Personal foul by Z. LaVine (drawn by B. Hield),,100,86
375,4,3:38.0,W. Cauley-Stein misses 2-pt hook shot from 5 ft,,100,86
376,4,3:35.0,,Defensive rebound by W. Carter,100,86
377,4,3:29.0,,Z. LaVine misses 2-pt layup from 1 ft,100,86
378,4,3:27.0,Defensive rebound by W. Cauley-Stein,,100,86
379,4,3:22.0,M. Bagley misses 2-pt layup from 1 ft,,100,86
380,4,3:20.0,,Defensive rebound by R. Arcidiacono,100,86
381,4,3:16.0,,L. Markkanen misses 2-pt layup from 2 ft,100,86
382,4,3:16.0,Defensive rebound by B. Bogdanović,,100,86
383,4,3:16.0,Sacramento full timeout,,100,86
384,4,3:16.0,D. Fox enters the game for M. Bagley,,100,86
385,4,2:55.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,100,86
386,4,2:53.0,Offensive rebound by W. Cauley-Stein,,100,86
387,4,2:50.0,W. Cauley-Stein misses 2-pt layup from 2 ft (block by W. Carter),,100,86
388,4,2:50.0,Offensive rebound by W. Cauley-Stein,,100,86
389,4,2:46.0,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by W. Cauley-Stein),,103,86
390,4,2:31.0,,J. Holiday misses 3-pt jump shot from 25 ft,103,86
391,4,2:27.0,Defensive rebound by B. Hield,,103,86
392,4,2:24.0,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by B. Hield),,106,86
393,4,2:08.0,,Turnover by W. Carter (offensive foul),106,86
394,4,2:08.0,,Offensive foul by W. Carter (drawn by I. Shumpert),106,86
395,4,2:08.0,H. Giles enters the game for W. Cauley-Stein,,106,86
396,4,2:08.0,,K. Dunn enters the game for R. Arcidiacono,106,86
397,4,2:08.0,,C. Felício enters the game for W. Carter,106,86
398,4,2:08.0,,C. Hutchison enters the game for J. Holiday,106,86
399,4,2:08.0,,C. Payne enters the game for Z. LaVine,106,86
400,4,2:08.0,,B. Portis enters the game for L. Markkanen,106,86
401,4,1:47.0,D. Fox makes 2-pt layup from 1 ft (assist by H. Giles),,108,86
402,4,1:26.0,,C. Payne misses 3-pt jump shot from 26 ft,108,86
403,4,1:23.0,,Offensive rebound by B. Portis,108,86
404,4,1:20.0,,B. Portis misses 2-pt hook shot from 4 ft,108,86
405,4,1:18.0,Defensive rebound by B. Bogdanović,,108,86
406,4,1:00.0,Turnover by D. Fox (traveling),,108,86
407,4,0:46.0,,Personal foul by I. Shumpert (drawn by B. Portis),108,86
408,4,0:38.0,,C. Hutchison makes 3-pt jump shot from 23 ft (assist by K. Dunn),108,89
409,4,0:24.0,Turnover by D. Fox (back court),,108,89
410,4,0:15.0,,Turnover by B. Portis (lost ball; steal by B. Hield),108,89
