,QUARTER,TIME_REMAINING,TORONTO_ACTION,PHOENIX_ACTION,TORONTO_SCORE,PHOENIX_SCORE
33,1,7:01.0,,Defensive rebound by D. Ayton,8,10
34,1,6:56.0,,I. Canaan makes 3-pt jump shot from 24 ft (assist by T. Ariza),8,13
35,1,6:46.0,Toronto full timeout,,8,13
36,1,6:33.0,Shooting foul by D. Ayton (drawn by K. Lowry),,8,13
37,1,6:33.0,K. Lowry makes free throw 1 of 2,,9,13
38,1,6:33.0,K. Lowry makes free throw 2 of 2,,10,13
39,1,6:14.0,,D. Booker misses 2-pt jump shot from 13 ft,10,13
40,1,6:13.0,,Offensive rebound by D. Ayton,10,13
41,1,6:10.0,,T. Warren misses 3-pt jump shot from 24 ft,10,13
42,1,6:07.0,Defensive rebound by K. Lowry,,10,13
43,1,6:02.0,J. Valančiūnas makes 3-pt jump shot from 25 ft (assist by K. Lowry),,13,13
44,1,5:47.0,,I. Canaan makes 2-pt jump shot from 14 ft,13,15
45,1,5:40.0,D. Green misses 2-pt layup from 3 ft,,13,15
46,1,5:37.0,,Defensive rebound by T. Warren,13,15
47,1,5:36.0,,Turnover by T. Warren (lost ball; steal by K. Lowry),13,15
48,1,5:33.0,D. Green makes 3-pt jump shot from 25 ft (assist by K. Lowry),,16,15
49,1,5:13.0,,Turnover by T. Warren (lost ball; steal by K. Lowry),16,15
50,1,5:12.0,Turnover by J. Valančiūnas (step out of bounds),,16,15
51,1,5:09.0,,D. Booker misses 2-pt layup from 1 ft,16,15
52,1,5:07.0,Defensive rebound by K. Leonard,,16,15
53,1,5:02.0,Turnover by D. Green (out of bounds lost ball),,16,15
54,1,4:50.0,,T. Ariza makes 2-pt layup from 1 ft,16,17
55,1,4:24.0,P. Siakam misses 2-pt layup from 4 ft,,16,17
56,1,4:22.0,,Defensive rebound by D. Ayton,16,17
57,1,4:18.0,,Personal foul by J. Valančiūnas (drawn by D. Ayton),16,17
58,1,4:18.0,O. Anunoby enters the game for K. Lowry,,16,17
59,1,4:18.0,S. Ibaka enters the game for P. Siakam,,16,17
60,1,4:18.0,F. VanVleet enters the game for J. Valančiūnas,,16,17
61,1,4:18.0,,R. Anderson enters the game for D. Ayton,16,17
62,1,4:18.0,,R. Holmes enters the game for T. Warren,16,17
63,1,4:11.0,,I. Canaan makes 2-pt jump shot from 3 ft,16,19
64,1,3:47.0,F. VanVleet misses 3-pt jump shot from 26 ft,,16,19
65,1,3:44.0,Offensive rebound by K. Leonard,,16,19
66,1,3:42.0,K. Leonard makes 2-pt jump shot from 19 ft,,18,19
67,1,3:24.0,,R. Holmes makes 2-pt hook shot from 7 ft (assist by D. Booker),18,21
68,1,3:06.0,Shooting foul by R. Holmes (drawn by S. Ibaka),,18,21
69,1,3:06.0,S. Ibaka makes free throw 1 of 2,,19,21
70,1,3:06.0,C. Miles enters the game for K. Leonard,,19,21
71,1,3:06.0,S. Ibaka misses free throw 2 of 2,,19,21
72,1,3:03.0,,Defensive rebound by R. Anderson,19,21
73,1,3:00.0,,Phoenix full timeout,19,21
74,1,3:00.0,,M. Bridges enters the game for T. Ariza,19,21
75,1,3:00.0,,E. Okobo enters the game for I. Canaan,19,21
76,1,2:58.0,,Turnover by R. Anderson (bad pass; steal by D. Green),19,21
77,1,2:56.0,D. Green makes 2-pt dunk from 1 ft,,21,21
78,1,2:40.0,,Shooting foul by O. Anunoby (drawn by R. Anderson),21,21
79,1,2:40.0,,R. Anderson misses free throw 1 of 2,21,21
80,1,2:40.0,,Offensive rebound by Team,21,21
81,1,2:40.0,,R. Anderson makes free throw 2 of 2,21,22
82,1,2:29.0,D. Green misses 2-pt jump shot from 10 ft,,21,22
83,1,2:27.0,,Defensive rebound by D. Booker,21,22
84,1,2:20.0,,D. Booker makes 2-pt layup from 4 ft,21,24
85,1,2:08.0,F. VanVleet misses 2-pt layup from 1 ft (block by R. Holmes),,21,24
86,1,2:06.0,,Defensive rebound by R. Anderson,21,24
87,1,1:58.0,,D. Booker makes 2-pt jump shot from 13 ft,21,26
88,1,1:37.0,C. Miles misses 2-pt layup from 4 ft,,21,26
89,1,1:34.0,,Defensive rebound by D. Booker,21,26
90,1,1:27.0,,E. Okobo misses 3-pt jump shot from 23 ft,21,26
91,1,1:26.0,Defensive rebound by Team,,21,26
92,1,1:26.0,N. Powell enters the game for D. Green,,21,26
93,1,1:26.0,,D. Ayton enters the game for D. Booker,21,26
94,1,1:26.0,,J. Jackson enters the game for R. Holmes,21,26
95,1,1:10.0,S. Ibaka misses 2-pt jump shot from 6 ft,,21,26
96,1,1:08.0,,Defensive rebound by M. Bridges,21,26
97,1,0:54.0,,M. Bridges misses 2-pt jump shot from 10 ft,21,26
98,1,0:51.0,Defensive rebound by C. Miles,,21,26
99,1,0:44.0,S. Ibaka misses 3-pt jump shot from 26 ft,,21,26
100,1,0:41.0,,Defensive rebound by J. Jackson,21,26
101,1,0:33.0,,E. Okobo misses 2-pt layup from 2 ft,21,26
102,1,0:31.0,Defensive rebound by F. VanVleet,,21,26
103,1,0:25.0,S. Ibaka makes 2-pt dunk from 2 ft (assist by C. Miles),,23,26
104,1,0:14.0,,Personal foul by F. VanVleet (drawn by E. Okobo),23,26
105,1,0:14.0,,D. Booker enters the game for E. Okobo,23,26
106,1,0:04.0,,D. Booker misses 2-pt jump shot from 17 ft (block by F. VanVleet),23,26
107,1,0:01.0,,Offensive rebound by D. Booker,23,26
108,1,0:00.0,,D. Booker misses 3-pt jump shot from 26 ft,23,26
109,1,0:00.0,,Offensive rebound by Team,23,26
110,2,11:47.0,C. Miles misses 3-pt jump shot from 22 ft,,23,26
111,2,11:43.0,,Defensive rebound by D. Ayton,23,26
112,2,11:29.0,,D. Ayton makes 2-pt jump shot from 16 ft (assist by E. Okobo),23,28
113,2,11:07.0,N. Powell makes 3-pt jump shot from 26 ft (assist by S. Ibaka),,26,28
114,2,11:07.0,D. Wright enters the game for F. VanVleet,,26,28
115,2,10:42.0,,R. Anderson misses 2-pt jump shot from 15 ft,26,28
116,2,10:38.0,Defensive rebound by D. Wright,,26,28
117,2,10:36.0,Personal foul by M. Bridges (drawn by C. Miles),,26,28
118,2,10:36.0,,J. Crawford enters the game for M. Bridges,26,28
119,2,10:25.0,O. Anunoby misses 3-pt jump shot from 24 ft,,26,28
120,2,10:22.0,,Defensive rebound by D. Ayton,26,28
121,2,10:19.0,,Shooting foul by C. Miles (drawn by R. Anderson),26,28
122,2,10:19.0,,R. Anderson misses free throw 1 of 2,26,28
123,2,10:19.0,,Offensive rebound by Team,26,28
124,2,10:19.0,,R. Anderson makes free throw 2 of 2,26,29
125,2,10:02.0,N. Powell misses 2-pt jump shot from 12 ft,,26,29
126,2,10:01.0,,Defensive rebound by Team,26,29
127,2,9:48.0,,J. Jackson misses 2-pt layup from 7 ft,26,29
128,2,9:48.0,Defensive rebound by D. Wright,,26,29
129,2,9:39.0,C. Miles misses 3-pt jump shot from 24 ft,,26,29
130,2,9:39.0,,Defensive rebound by E. Okobo,26,29
131,2,9:30.0,,E. Okobo makes 2-pt jump shot from 14 ft,26,31
132,2,9:19.0,Personal foul by E. Okobo (drawn by D. Wright),,26,31
133,2,9:14.0,S. Ibaka misses 3-pt jump shot from 27 ft,,26,31
134,2,9:09.0,,Defensive rebound by J. Jackson,26,31
135,2,9:02.0,,J. Jackson misses 2-pt layup from 5 ft (block by S. Ibaka),26,31
136,2,9:00.0,Defensive rebound by N. Powell,,26,31
137,2,8:59.0,Shooting foul by E. Okobo (drawn by D. Wright),,26,31
138,2,8:59.0,D. Wright makes free throw 1 of 2,,27,31
139,2,8:59.0,D. Wright makes free throw 2 of 2,,28,31
140,2,8:44.0,,Personal foul by D. Wright (drawn by J. Jackson),28,31
141,2,8:42.0,,Personal foul by N. Powell (drawn by J. Crawford),28,31
142,2,8:32.0,,J. Jackson makes 2-pt jump shot from 22 ft,28,33
143,2,8:16.0,O. Anunoby misses 3-pt jump shot from 26 ft,,28,33
144,2,8:14.0,,Defensive rebound by D. Ayton,28,33
145,2,8:05.0,,E. Okobo misses 2-pt jump shot from 9 ft,28,33
146,2,8:03.0,,Offensive rebound by D. Ayton,28,33
147,2,7:58.0,,E. Okobo misses 3-pt jump shot from 22 ft,28,33
148,2,7:58.0,,Offensive rebound by Team,28,33
149,2,7:58.0,Loose ball foul by O. Anunoby (drawn by R. Anderson),,28,33
150,2,7:58.0,K. Leonard enters the game for O. Anunoby,,28,33
151,2,7:58.0,K. Lowry enters the game for C. Miles,,28,33
152,2,7:58.0,P. Siakam enters the game for N. Powell,,28,33
153,2,7:58.0,,D. Booker enters the game for D. Ayton,28,33
154,2,7:58.0,,I. Canaan enters the game for J. Jackson,28,33
155,2,7:58.0,,R. Holmes enters the game for E. Okobo,28,33
156,2,7:51.0,,Turnover by R. Holmes (traveling),28,33
157,2,7:36.0,S. Ibaka misses 3-pt jump shot from 25 ft,,28,33
158,2,7:32.0,,Defensive rebound by R. Holmes,28,33
159,2,7:20.0,,D. Booker misses 3-pt jump shot from 30 ft,28,33
160,2,7:17.0,Defensive rebound by K. Lowry,,28,33
161,2,7:05.0,S. Ibaka makes 2-pt layup from 6 ft (assist by K. Lowry),,30,33
162,2,6:51.0,,I. Canaan makes 2-pt jump shot from 6 ft,30,35
163,2,6:51.0,,Shooting foul by D. Wright (drawn by I. Canaan),30,35
164,2,6:51.0,,Phoenix full timeout,30,35
165,2,6:51.0,J. Valančiūnas enters the game for S. Ibaka,,30,35
166,2,6:51.0,,T. Ariza enters the game for J. Crawford,30,35
167,2,6:51.0,,I. Canaan makes free throw 1 of 1,30,36
168,2,6:35.0,K. Leonard misses 2-pt jump shot from 10 ft,,30,36
169,2,6:30.0,,Defensive rebound by R. Anderson,30,36
170,2,6:11.0,,D. Booker misses 2-pt jump shot from 20 ft,30,36
171,2,6:09.0,,Offensive rebound by R. Anderson,30,36
172,2,6:09.0,,R. Anderson misses 2-pt layup from 1 ft,30,36
173,2,6:06.0,Defensive rebound by Team,,30,36
174,2,5:55.0,K. Leonard makes 2-pt jump shot from 11 ft (assist by K. Lowry),,32,36
175,2,5:39.0,,R. Anderson makes 3-pt jump shot from 25 ft (assist by T. Ariza),32,39
176,2,5:31.0,K. Lowry misses 3-pt jump shot from 26 ft,,32,39
177,2,5:30.0,,Defensive rebound by R. Holmes,32,39
178,2,5:15.0,,R. Holmes misses 2-pt jump shot from 10 ft,32,39
179,2,5:13.0,Defensive rebound by P. Siakam,,32,39
180,2,5:06.0,K. Leonard makes 3-pt jump shot from 25 ft (assist by P. Siakam),,35,39
181,2,4:44.0,,Phoenix full timeout,35,39
182,2,4:44.0,,D. Ayton enters the game for R. Holmes,35,39
183,2,4:39.0,,D. Ayton makes 2-pt hook shot from 10 ft,35,41
184,2,4:23.0,K. Leonard makes 2-pt layup from 1 ft,,37,41
185,2,4:10.0,,T. Ariza misses 2-pt layup from 3 ft (block by J. Valančiūnas),37,41
186,2,4:10.0,,Offensive rebound by Team,37,41
187,2,4:10.0,D. Green enters the game for D. Wright,,37,41
188,2,4:10.0,,T. Warren enters the game for R. Anderson,37,41
189,2,4:05.0,,Personal foul by P. Siakam (drawn by T. Warren),37,41
190,2,4:05.0,,T. Warren makes free throw 1 of 2,37,42
191,2,4:05.0,,T. Warren makes free throw 2 of 2,37,43
192,2,3:52.0,D. Green misses 3-pt jump shot from 25 ft,,37,43
193,2,3:48.0,,Defensive rebound by T. Warren,37,43
194,2,3:34.0,,Turnover by D. Booker (bad pass; steal by P. Siakam),37,43
195,2,3:29.0,P. Siakam makes 2-pt layup from 1 ft,,39,43
196,2,3:17.0,,T. Warren misses 2-pt layup from 2 ft,39,43
197,2,3:16.0,Defensive rebound by J. Valančiūnas,,39,43
198,2,3:04.0,P. Siakam makes 2-pt layup from 2 ft,,41,43
199,2,2:45.0,,D. Ayton makes 2-pt dunk from 2 ft (assist by T. Warren),41,45
200,2,2:32.0,K. Lowry makes 2-pt layup from 2 ft (assist by K. Leonard),,43,45
201,2,2:02.0,,Turnover by T. Warren (bad pass; steal by K. Leonard),43,45
202,2,1:53.0,K. Leonard makes 2-pt layup from 2 ft,,45,45
203,2,1:53.0,Shooting foul by I. Canaan (drawn by K. Leonard),,45,45
204,2,1:53.0,K. Leonard makes free throw 1 of 1,,46,45
205,2,1:36.0,,I. Canaan makes 2-pt layup from 1 ft,46,47
206,2,1:23.0,Turnover by J. Valančiūnas (traveling),,46,47
207,2,1:23.0,,M. Bridges enters the game for D. Booker,46,47
208,2,1:10.0,,T. Warren misses 2-pt jump shot from 1 ft,46,47
209,2,1:07.0,Defensive rebound by J. Valančiūnas,,46,47
210,2,1:02.0,D. Green misses 3-pt jump shot from 25 ft,,46,47
211,2,1:00.0,,Defensive rebound by D. Ayton,46,47
212,2,0:55.0,,M. Bridges misses 3-pt jump shot from 24 ft,46,47
213,2,0:55.0,Defensive rebound by Team,,46,47
214,2,0:55.0,,Loose ball foul by T. Warren (drawn by P. Siakam),46,47
215,2,0:55.0,P. Siakam makes free throw 1 of 2,,47,47
216,2,0:55.0,F. VanVleet enters the game for K. Lowry,,47,47
217,2,0:55.0,P. Siakam misses free throw 2 of 2,,47,47
218,2,0:52.0,,Defensive rebound by T. Ariza,47,47
219,2,0:44.0,,T. Ariza makes 3-pt jump shot from 26 ft (assist by I. Canaan),47,50
220,2,0:32.0,Shooting foul by T. Warren (drawn by J. Valančiūnas),,47,50
221,2,0:32.0,J. Valančiūnas misses free throw 1 of 2,,47,50
222,2,0:32.0,Offensive rebound by Team,,47,50
223,2,0:32.0,J. Valančiūnas makes free throw 2 of 2,,48,50
224,2,0:17.0,,D. Ayton makes 2-pt layup from 1 ft (assist by T. Ariza),48,52
225,2,0:04.0,Turnover by F. VanVleet (bad pass),,48,52
226,3,11:48.0,K. Lowry makes 3-pt jump shot from 26 ft (assist by J. Valančiūnas),,51,52
227,3,11:32.0,,T. Warren makes 2-pt jump shot from 3 ft (assist by D. Booker),51,54
228,3,11:32.0,,Shooting foul by J. Valančiūnas (drawn by T. Warren),51,54
229,3,11:32.0,,T. Warren misses free throw 1 of 1,51,54
230,3,11:32.0,Defensive rebound by K. Leonard,,51,54
231,3,11:21.0,Turnover by K. Leonard (bad pass),,51,54
232,3,11:04.0,,Turnover by D. Ayton (lost ball; steal by K. Leonard),51,54
233,3,11:00.0,K. Leonard makes 2-pt dunk at rim,,53,54
234,3,10:57.0,,Technical foul by N. Nurse,53,54
235,3,10:57.0,,D. Booker misses technical free throw,53,54
236,3,10:57.0,,Offensive rebound by Team,53,54
237,3,10:44.0,,T. Ariza misses 3-pt jump shot from 25 ft,53,54
238,3,10:41.0,Defensive rebound by J. Valančiūnas,,53,54
239,3,10:26.0,K. Leonard makes 2-pt jump shot from 11 ft,,55,54
240,3,10:26.0,Shooting foul by T. Warren (drawn by K. Leonard),,55,54
241,3,10:26.0,K. Leonard makes free throw 1 of 1,,56,54
242,3,10:15.0,,D. Booker misses 3-pt jump shot from 25 ft (block by D. Green),56,54
243,3,10:11.0,Defensive rebound by K. Lowry,,56,54
244,3,10:04.0,J. Valančiūnas makes 2-pt hook shot from 4 ft (assist by K. Lowry),,58,54
245,3,9:52.0,,D. Ayton misses 2-pt jump shot from 15 ft,58,54
246,3,9:50.0,Defensive rebound by K. Leonard,,58,54
247,3,9:45.0,D. Green makes 3-pt jump shot from 23 ft (assist by K. Leonard),,61,54
248,3,9:43.0,,Phoenix full timeout,61,54
249,3,9:26.0,,D. Ayton misses 2-pt layup from 4 ft (block by J. Valančiūnas),61,54
250,3,9:26.0,,Offensive rebound by D. Ayton,61,54
251,3,9:19.0,,D. Booker makes 2-pt layup from 3 ft,61,56
252,3,9:17.0,,Violation by Team (delay of game),61,56
253,3,8:58.0,K. Leonard misses 2-pt jump shot from 11 ft,,61,56
254,3,8:56.0,,Defensive rebound by T. Warren,61,56
255,3,8:50.0,,T. Warren misses 2-pt jump shot from 12 ft,61,56
256,3,8:48.0,,Offensive rebound by D. Ayton,61,56
257,3,8:45.0,,T. Ariza makes 3-pt jump shot from 24 ft (assist by D. Ayton),61,59
258,3,8:36.0,Personal foul by D. Booker (drawn by K. Leonard),,61,59
259,3,8:28.0,K. Leonard misses 3-pt jump shot from 26 ft,,61,59
260,3,8:24.0,Offensive rebound by K. Leonard,,61,59
261,3,8:12.0,J. Valančiūnas misses 2-pt jump shot from 8 ft (block by D. Ayton),,61,59
262,3,8:11.0,Offensive rebound by J. Valančiūnas,,61,59
263,3,8:10.0,Turnover by Team (shot clock),,61,59
264,3,8:00.0,,Personal foul by D. Green (drawn by D. Booker),61,59
265,3,7:53.0,,D. Booker makes 2-pt jump shot from 18 ft (assist by T. Warren),61,61
266,3,7:35.0,Shooting foul by T. Ariza (drawn by K. Leonard),,61,61
267,3,7:35.0,K. Leonard misses free throw 1 of 2,,61,61
268,3,7:35.0,Offensive rebound by Team,,61,61
269,3,7:35.0,K. Leonard makes free throw 2 of 2,,62,61
270,3,7:23.0,,T. Ariza misses 2-pt layup from 4 ft (block by J. Valančiūnas),62,61
271,3,7:21.0,Defensive rebound by J. Valančiūnas,,62,61
272,3,7:20.0,Shooting foul by T. Warren (drawn by K. Leonard),,62,61
273,3,7:20.0,K. Leonard makes free throw 1 of 2,,63,61
274,3,7:20.0,S. Ibaka enters the game for J. Valančiūnas,,63,61
275,3,7:20.0,,R. Anderson enters the game for T. Warren,63,61
276,3,7:20.0,K. Leonard misses free throw 2 of 2,,63,61
277,3,7:17.0,,Defensive rebound by T. Ariza,63,61
278,3,6:57.0,,I. Canaan misses 2-pt layup from 4 ft (block by K. Leonard),63,61
279,3,6:57.0,,Offensive rebound by Team,63,61
280,3,6:55.0,,I. Canaan misses 2-pt layup from 2 ft,63,61
281,3,6:52.0,Defensive rebound by P. Siakam,,63,61
282,3,6:49.0,Personal foul by R. Anderson (drawn by P. Siakam),,63,61
283,3,6:49.0,P. Siakam misses free throw 1 of 2,,63,61
284,3,6:49.0,Offensive rebound by Team,,63,61
285,3,6:49.0,P. Siakam makes free throw 2 of 2,,64,61
286,3,6:27.0,,R. Anderson misses 3-pt jump shot from 26 ft,64,61
287,3,6:24.0,Defensive rebound by S. Ibaka,,64,61
288,3,6:18.0,Turnover by D. Green (bad pass; steal by T. Ariza),,64,61
289,3,5:57.0,,I. Canaan misses 3-pt jump shot from 26 ft,64,61
290,3,5:54.0,Defensive rebound by S. Ibaka,,64,61
291,3,5:48.0,S. Ibaka misses 3-pt jump shot from 26 ft,,64,61
292,3,5:44.0,Offensive rebound by K. Lowry,,64,61
293,3,5:43.0,D. Green misses 3-pt jump shot from 23 ft,,64,61
294,3,5:38.0,Offensive rebound by P. Siakam,,64,61
295,3,5:30.0,S. Ibaka misses 2-pt jump shot from 7 ft,,64,61
296,3,5:26.0,,Defensive rebound by D. Booker,64,61
297,3,5:23.0,,Personal take foul by K. Lowry (drawn by I. Canaan),64,61
298,3,5:23.0,Toronto full timeout,,64,61
299,3,5:23.0,F. VanVleet enters the game for D. Green,,64,61
300,3,5:23.0,,R. Holmes enters the game for D. Ayton,64,61
301,3,5:23.0,,E. Okobo enters the game for I. Canaan,64,61
302,3,5:05.0,,R. Holmes misses 2-pt hook shot from 6 ft,64,61
303,3,5:00.0,,Offensive rebound by R. Holmes,64,61
304,3,4:59.0,,R. Holmes misses 2-pt layup from 1 ft,64,61
305,3,4:57.0,Defensive rebound by S. Ibaka,,64,61
306,3,4:50.0,S. Ibaka makes 2-pt hook shot from 5 ft (assist by K. Lowry),,66,61
307,3,4:26.0,,E. Okobo misses 2-pt jump shot from 10 ft,66,61
308,3,4:26.0,,Offensive rebound by Team,66,61
309,3,4:26.0,,Turnover by Team (shot clock),66,61
310,3,4:12.0,K. Lowry misses 3-pt jump shot from 28 ft,,66,61
311,3,4:10.0,,Defensive rebound by R. Holmes,66,61
312,3,3:53.0,,Turnover by D. Booker (bad pass; steal by S. Ibaka),66,61
313,3,3:46.0,Personal foul by R. Holmes (drawn by S. Ibaka),,66,61
314,3,3:46.0,S. Ibaka makes free throw 1 of 2,,67,61
315,3,3:46.0,O. Anunoby enters the game for P. Siakam,,67,61
316,3,3:46.0,S. Ibaka misses free throw 2 of 2,,67,61
317,3,3:44.0,,Defensive rebound by T. Ariza,67,61
318,3,3:32.0,,Turnover by D. Booker (bad pass; steal by S. Ibaka),67,61
319,3,3:26.0,O. Anunoby makes 2-pt dunk from 2 ft (assist by K. Leonard),,69,61
320,3,3:00.0,,D. Booker makes 3-pt jump shot from 26 ft (assist by E. Okobo),69,64
321,3,2:46.0,S. Ibaka makes 2-pt jump shot from 19 ft (assist by K. Lowry),,71,64
322,3,2:36.0,,Personal foul by O. Anunoby (drawn by R. Holmes),71,64
323,3,2:36.0,N. Powell enters the game for K. Leonard,,71,64
324,3,2:36.0,,J. Jackson enters the game for D. Booker,71,64
325,3,2:21.0,,E. Okobo misses 3-pt jump shot from 27 ft,71,64
326,3,2:17.0,,Offensive rebound by T. Ariza,71,64
327,3,2:10.0,,T. Ariza misses 2-pt layup from 1 ft,71,64
328,3,2:08.0,Defensive rebound by S. Ibaka,,71,64
329,3,2:04.0,F. VanVleet makes 3-pt jump shot from 26 ft (assist by K. Lowry),,74,64
330,3,1:44.0,,T. Ariza misses 3-pt jump shot from 23 ft,74,64
331,3,1:41.0,Defensive rebound by N. Powell,,74,64
332,3,1:36.0,N. Powell misses 3-pt jump shot from 27 ft,,74,64
333,3,1:32.0,,Defensive rebound by R. Anderson,74,64
334,3,1:19.0,,J. Jackson makes 2-pt jump shot from 13 ft,74,66
335,3,1:08.0,F. VanVleet misses 2-pt jump shot from 4 ft,,74,66
336,3,1:05.0,,Defensive rebound by R. Holmes,74,66
337,3,1:02.0,,E. Okobo makes 2-pt layup from 3 ft (assist by J. Jackson),74,68
338,3,0:59.0,Toronto full timeout,,74,68
339,3,0:59.0,C. Miles enters the game for K. Lowry,,74,68
340,3,0:59.0,,M. Bridges enters the game for T. Ariza,74,68
341,3,0:43.0,C. Miles makes 3-pt jump shot from 22 ft (assist by F. VanVleet),,77,68
342,3,0:27.0,,Turnover by E. Okobo (bad pass),77,68
343,3,0:06.0,C. Miles misses 2-pt jump shot from 18 ft,,77,68
344,3,0:03.0,,Defensive rebound by J. Jackson,77,68
345,3,0:00.0,,J. Jackson makes 3-pt jump shot from 26 ft,77,71
346,4,11:40.0,,J. Jackson makes 2-pt jump shot from 16 ft,77,73
347,4,11:15.0,S. Ibaka makes 2-pt jump shot from 2 ft (assist by C. Miles),,79,73
348,4,10:56.0,,J. Jackson misses 2-pt jump shot from 14 ft,79,73
349,4,10:54.0,Defensive rebound by F. VanVleet,,79,73
350,4,10:48.0,N. Powell makes 2-pt layup from 2 ft (assist by F. VanVleet),,81,73
351,4,10:48.0,Shooting foul by J. Jackson (drawn by N. Powell),,81,73
352,4,10:48.0,,D. Ayton enters the game for R. Holmes,81,73
353,4,10:48.0,N. Powell misses free throw 1 of 1,,81,73
354,4,10:48.0,,Defensive rebound by D. Ayton,81,73
355,4,10:35.0,,Turnover by J. Jackson (out of bounds lost ball),81,73
356,4,10:25.0,S. Ibaka makes 2-pt jump shot from 20 ft (assist by F. VanVleet),,83,73
357,4,10:16.0,,Personal foul by S. Ibaka (drawn by D. Ayton),83,73
358,4,10:12.0,,J. Jackson makes 2-pt dunk from 2 ft (assist by R. Anderson),83,75
359,4,9:47.0,F. VanVleet makes 3-pt jump shot from 26 ft,,86,75
360,4,9:26.0,,Turnover by E. Okobo (lost ball; steal by F. VanVleet),86,75
361,4,9:22.0,F. VanVleet makes 2-pt layup from 2 ft,,88,75
362,4,9:04.0,,R. Anderson misses 2-pt layup from 2 ft (block by C. Miles),88,75
363,4,9:02.0,Defensive rebound by O. Anunoby,,88,75
364,4,8:42.0,F. VanVleet misses 3-pt jump shot from 28 ft,,88,75
365,4,8:42.0,Offensive rebound by Team,,88,75
366,4,8:42.0,,Loose ball foul by R. Anderson (drawn by S. Ibaka),88,75
367,4,8:42.0,,D. Booker enters the game for M. Bridges,88,75
368,4,8:30.0,N. Powell makes 3-pt jump shot from 27 ft (assist by F. VanVleet),,91,75
369,4,8:29.0,,Phoenix full timeout,91,75
370,4,8:29.0,,T. Ariza enters the game for J. Jackson,91,75
371,4,8:29.0,,I. Canaan enters the game for E. Okobo,91,75
372,4,8:19.0,,D. Booker misses 2-pt jump shot from 2 ft (block by S. Ibaka),91,75
373,4,8:16.0,Defensive rebound by F. VanVleet,,91,75
374,4,8:11.0,N. Powell misses 3-pt jump shot from 23 ft,,91,75
375,4,8:07.0,,Defensive rebound by R. Anderson,91,75
376,4,8:01.0,,Turnover by T. Ariza (lost ball; steal by F. VanVleet),91,75
377,4,7:54.0,Offensive foul by S. Ibaka (drawn by D. Booker),,91,75
378,4,7:54.0,Turnover by S. Ibaka (offensive foul),,91,75
379,4,7:30.0,,D. Ayton makes 2-pt layup from 2 ft (assist by D. Booker),91,77
380,4,7:01.0,C. Miles makes 3-pt jump shot from 29 ft (assist by N. Powell),,94,77
381,4,6:37.0,,I. Canaan makes 2-pt layup from 3 ft,94,79
382,4,6:20.0,C. Miles makes 3-pt jump shot from 23 ft (assist by F. VanVleet),,97,79
