,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,CHARLOTTE_ACTION,MINNESOTA_SCORE,CHARLOTTE_SCORE
75,1,3:18.0,Turnover by K. Towns (offensive foul),,20,13
76,1,3:05.0,,K. Walker makes 2-pt layup from 2 ft,20,15
77,1,2:55.0,K. Towns misses 2-pt layup from 4 ft (block by F. Kaminsky),,20,15
78,1,2:52.0,,Defensive rebound by D. Bacon,20,15
79,1,2:49.0,Minnesota full timeout,,20,15
80,1,2:49.0,G. Dieng enters the game for T. Jones,,20,15
81,1,2:49.0,A. Wiggins enters the game for K. Towns,,20,15
82,1,2:49.0,,D. Graham enters the game for D. Bacon,20,15
83,1,2:49.0,,M. Monk enters the game for K. Walker,20,15
84,1,2:37.0,,F. Kaminsky misses 2-pt layup from 3 ft (block by G. Dieng),20,15
85,1,2:34.0,,Offensive rebound by J. Lamb,20,15
86,1,2:29.0,,D. Graham misses 2-pt layup from 1 ft,20,15
87,1,2:27.0,,Offensive rebound by N. Batum,20,15
88,1,2:27.0,,N. Batum misses 2-pt layup from 1 ft,20,15
89,1,2:27.0,Defensive rebound by A. Tolliver,,20,15
90,1,2:15.0,Shooting foul by J. Lamb (drawn by A. Wiggins),,20,15
91,1,2:15.0,A. Wiggins makes free throw 1 of 2,,21,15
92,1,2:15.0,A. Wiggins misses free throw 2 of 2,,21,15
93,1,2:13.0,,Defensive rebound by Team,21,15
94,1,1:54.0,,F. Kaminsky misses 2-pt layup from 3 ft (block by G. Dieng),21,15
95,1,1:50.0,Defensive rebound by K. Bates-Diop,,21,15
96,1,1:47.0,K. Bates-Diop makes 2-pt layup from 1 ft,,23,15
97,1,1:37.0,,J. Lamb makes 2-pt jump shot from 18 ft (assist by D. Graham),23,17
98,1,1:37.0,,Shooting foul by K. Bates-Diop (drawn by J. Lamb),23,17
99,1,1:37.0,,J. Lamb makes free throw 1 of 1,23,18
100,1,1:26.0,Turnover by A. Tolliver (out of bounds lost ball),,23,18
101,1,1:06.0,,M. Monk makes 3-pt jump shot from 23 ft (assist by D. Graham),23,21
102,1,0:51.0,J. Bayless misses 3-pt jump shot from 25 ft,,23,21
103,1,0:49.0,,Defensive rebound by J. Lamb,23,21
104,1,0:45.0,,Personal foul by A. Tolliver (drawn by D. Graham),23,21
105,1,0:45.0,,D. Graham misses free throw 1 of 2,23,21
106,1,0:45.0,,Offensive rebound by Team,23,21
107,1,0:45.0,,D. Graham makes free throw 2 of 2,23,22
108,1,0:37.0,Turnover by J. Bayless (palming),,23,22
109,1,0:31.0,,J. Lamb misses 2-pt layup from 4 ft (block by K. Bates-Diop),23,22
110,1,0:28.0,,Offensive rebound by F. Kaminsky,23,22
111,1,0:26.0,,M. Monk misses 2-pt jump shot from 19 ft,23,22
112,1,0:24.0,Defensive rebound by A. Tolliver,,23,22
113,1,0:10.0,A. Wiggins makes 2-pt dunk at rim,,25,22
114,1,0:00.0,,M. Monk makes 3-pt jump shot from 23 ft (assist by F. Kaminsky),25,25
115,2,11:37.0,,F. Kaminsky misses 2-pt layup from 2 ft,25,25
116,2,11:34.0,Defensive rebound by A. Wiggins,,25,25
117,2,11:22.0,Personal foul by F. Kaminsky (drawn by G. Dieng),,25,25
118,2,11:18.0,G. Dieng misses 2-pt jump shot from 1 ft,,25,25
119,2,11:17.0,Offensive rebound by A. Wiggins,,25,25
120,2,11:17.0,A. Wiggins makes 2-pt layup from 1 ft,,27,25
121,2,11:17.0,Shooting foul by N. Batum (drawn by A. Wiggins),,27,25
122,2,11:17.0,A. Wiggins makes free throw 1 of 1,,28,25
123,2,11:02.0,,F. Kaminsky misses 2-pt layup from 2 ft,28,25
124,2,11:00.0,Defensive rebound by G. Dieng,,28,25
125,2,10:50.0,Shooting foul by M. Monk (drawn by G. Dieng),,28,25
126,2,10:50.0,G. Dieng makes free throw 1 of 2,,29,25
127,2,10:50.0,,W. Hernangómez enters the game for F. Kaminsky,29,25
128,2,10:50.0,G. Dieng misses free throw 2 of 2,,29,25
129,2,10:49.0,Offensive rebound by Team,,29,25
130,2,10:39.0,G. Dieng misses 2-pt jump shot from 17 ft,,29,25
131,2,10:37.0,,Defensive rebound by J. Lamb,29,25
132,2,10:27.0,,J. Lamb misses 2-pt layup from 3 ft,29,25
133,2,10:25.0,,Offensive rebound by W. Hernangómez,29,25
134,2,10:22.0,,N. Batum misses 3-pt jump shot from 24 ft,29,25
135,2,10:22.0,Defensive rebound by G. Dieng,,29,25
136,2,10:22.0,Personal foul by W. Hernangómez (drawn by G. Dieng),,29,25
137,2,10:13.0,Turnover by G. Dieng (traveling),,29,25
138,2,9:59.0,,M. Monk makes 3-pt jump shot from 23 ft (assist by D. Graham),29,28
139,2,9:35.0,J. Bayless misses 2-pt jump shot from 10 ft,,29,28
140,2,9:31.0,,Defensive rebound by N. Batum,29,28
141,2,9:29.0,,W. Hernangómez makes 2-pt layup from 2 ft (assist by D. Graham),29,30
142,2,9:29.0,,Shooting foul by A. Tolliver (drawn by W. Hernangómez),29,30
143,2,9:29.0,C. Reynolds enters the game for K. Bates-Diop,,29,30
144,2,9:29.0,,W. Hernangómez misses free throw 1 of 1,29,30
145,2,9:27.0,Defensive rebound by A. Tolliver,,29,30
146,2,9:23.0,Minnesota full timeout,,29,30
147,2,9:23.0,,M. Bridges enters the game for N. Batum,29,30
148,2,9:13.0,A. Tolliver misses 3-pt jump shot from 25 ft,,29,30
149,2,9:10.0,Offensive rebound by A. Wiggins,,29,30
150,2,9:08.0,A. Wiggins makes 2-pt hook shot from 7 ft,,31,30
151,2,8:54.0,,J. Lamb misses 3-pt jump shot from 27 ft,31,30
152,2,8:54.0,Defensive rebound by Team,,31,30
153,2,8:54.0,,Loose ball foul by W. Hernangómez (drawn by G. Dieng),31,30
154,2,8:54.0,G. Dieng makes free throw 1 of 2,,32,30
155,2,8:54.0,G. Dieng makes free throw 2 of 2,,33,30
156,2,8:44.0,,J. Lamb misses 2-pt layup from 2 ft,33,30
157,2,8:38.0,,W. Hernangómez makes 2-pt layup from 1 ft,33,32
158,2,8:38.0,,Offensive rebound by W. Hernangómez,33,32
159,2,8:23.0,C. Reynolds makes 3-pt jump shot from 26 ft (assist by A. Wiggins),,36,32
160,2,8:12.0,,Turnover by J. Lamb (bad pass; steal by G. Dieng),36,32
161,2,8:05.0,C. Reynolds makes 3-pt jump shot from 23 ft (assist by A. Wiggins),,39,32
162,2,8:05.0,,Charlotte full timeout,39,32
163,2,8:05.0,T. Jones enters the game for J. Bayless,,39,32
164,2,8:05.0,J. Okogie enters the game for A. Tolliver,,39,32
165,2,8:05.0,K. Towns enters the game for A. Wiggins,,39,32
166,2,8:05.0,,D. Bacon enters the game for D. Graham,39,32
167,2,8:05.0,,K. Walker enters the game for J. Lamb,39,32
168,2,7:51.0,,Personal foul by G. Dieng (drawn by W. Hernangómez),39,32
169,2,7:36.0,,K. Walker makes 2-pt jump shot from 5 ft,39,34
170,2,7:22.0,Turnover by K. Towns (traveling),,39,34
171,2,7:04.0,,D. Bacon misses 2-pt jump shot from 5 ft,39,34
172,2,7:02.0,Defensive rebound by K. Towns,,39,34
173,2,6:55.0,Shooting foul by D. Bacon (drawn by G. Dieng),,39,34
174,2,6:55.0,G. Dieng makes free throw 1 of 2,,40,34
175,2,6:55.0,G. Dieng makes free throw 2 of 2,,41,34
176,2,6:43.0,,K. Walker makes 2-pt jump shot from 13 ft (assist by W. Hernangómez),41,36
177,2,6:43.0,,Shooting foul by T. Jones (drawn by K. Walker),41,36
178,2,6:43.0,,K. Walker makes free throw 1 of 1,41,37
179,2,6:43.0,D. Šarić enters the game for G. Dieng,,41,37
180,2,6:43.0,,M. Williams enters the game for M. Monk,41,37
181,2,6:25.0,T. Jones misses 2-pt jump shot from 5 ft,,41,37
182,2,6:23.0,,Defensive rebound by W. Hernangómez,41,37
183,2,6:22.0,,D. Bacon misses 2-pt layup from 2 ft,41,37
184,2,6:22.0,Defensive rebound by D. Šarić,,41,37
185,2,6:19.0,Shooting foul by K. Walker (drawn by J. Okogie),,41,37
186,2,6:19.0,J. Okogie misses free throw 1 of 2,,41,37
187,2,6:19.0,Offensive rebound by Team,,41,37
188,2,6:19.0,J. Okogie misses free throw 2 of 2,,41,37
189,2,6:15.0,,Defensive rebound by M. Bridges,41,37
190,2,6:10.0,,M. Bridges makes 2-pt dunk from 1 ft (assist by K. Walker),41,39
191,2,6:10.0,Minnesota full timeout,,41,39
192,2,5:48.0,C. Reynolds misses 3-pt jump shot from 23 ft,,41,39
193,2,5:44.0,,Defensive rebound by M. Bridges,41,39
194,2,5:41.0,,K. Walker makes 3-pt jump shot from 27 ft,41,42
195,2,5:30.0,T. Jones misses 2-pt layup from 3 ft,,41,42
196,2,5:26.0,Offensive rebound by K. Towns,,41,42
197,2,5:26.0,K. Towns misses 2-pt dunk at rim,,41,42
198,2,5:26.0,,Defensive rebound by D. Bacon,41,42
199,2,5:23.0,,M. Williams makes 3-pt jump shot from 27 ft (assist by D. Bacon),41,45
200,2,5:19.0,,Violation by Team (delay of game),41,45
201,2,5:11.0,D. Šarić misses 3-pt jump shot from 26 ft,,41,45
202,2,5:07.0,Offensive rebound by K. Towns,,41,45
203,2,5:04.0,K. Towns makes 2-pt dunk from 2 ft,,43,45
204,2,4:49.0,,Shooting foul by C. Reynolds (drawn by K. Walker),43,45
205,2,4:49.0,,K. Walker makes free throw 1 of 2,43,46
206,2,4:49.0,,K. Walker makes free throw 2 of 2,43,47
207,2,4:24.0,K. Towns misses 2-pt hook shot from 7 ft,,43,47
208,2,4:22.0,,Defensive rebound by K. Walker,43,47
209,2,4:17.0,,K. Walker misses 3-pt jump shot from 26 ft,43,47
210,2,4:13.0,Defensive rebound by J. Okogie,,43,47
211,2,4:09.0,C. Reynolds misses 3-pt jump shot from 22 ft,,43,47
212,2,4:06.0,,Defensive rebound by W. Hernangómez,43,47
213,2,3:56.0,,D. Bacon misses 2-pt layup from 5 ft,43,47
214,2,3:54.0,Defensive rebound by K. Towns,,43,47
215,2,3:48.0,Shooting foul by D. Bacon (drawn by K. Towns),,43,47
216,2,3:48.0,K. Towns makes free throw 1 of 2,,44,47
217,2,3:48.0,A. Wiggins enters the game for C. Reynolds,,44,47
218,2,3:48.0,,J. Lamb enters the game for D. Bacon,44,47
219,2,3:48.0,K. Towns makes free throw 2 of 2,,45,47
220,2,3:35.0,,J. Lamb misses 2-pt layup from 4 ft,45,47
221,2,3:32.0,,Offensive rebound by M. Bridges,45,47
222,2,3:25.0,,W. Hernangómez makes 2-pt hook shot from 5 ft,45,49
223,2,3:15.0,K. Towns misses 3-pt jump shot from 26 ft,,45,49
224,2,3:13.0,,Defensive rebound by M. Williams,45,49
225,2,3:08.0,,Turnover by K. Walker (bad pass; steal by T. Jones),45,49
226,2,3:01.0,D. Šarić makes 2-pt layup from 1 ft (assist by J. Okogie),,47,49
227,2,2:45.0,,Shooting foul by D. Šarić (drawn by K. Walker),47,49
228,2,2:45.0,,K. Walker makes free throw 1 of 2,47,50
229,2,2:45.0,,K. Walker misses free throw 2 of 2,47,50
230,2,2:41.0,Defensive rebound by K. Towns,,47,50
231,2,2:31.0,J. Okogie makes 2-pt jump shot from 19 ft (assist by T. Jones),,49,50
232,2,2:21.0,,Personal foul by J. Okogie (drawn by K. Walker),49,50
233,2,2:21.0,,K. Walker makes free throw 1 of 2,49,51
234,2,2:21.0,,K. Walker makes free throw 2 of 2,49,52
235,2,2:04.0,Turnover by A. Wiggins (lost ball; steal by M. Williams),,49,52
236,2,1:59.0,,K. Walker misses 3-pt jump shot from 26 ft,49,52
237,2,1:56.0,Defensive rebound by D. Šarić,,49,52
238,2,1:47.0,D. Šarić misses 2-pt layup from 2 ft,,49,52
239,2,1:46.0,Offensive rebound by D. Šarić,,49,52
240,2,1:46.0,Shooting foul by M. Williams (drawn by D. Šarić),,49,52
241,2,1:46.0,D. Šarić makes free throw 1 of 2,,50,52
242,2,1:46.0,D. Šarić makes free throw 2 of 2,,51,52
243,2,1:34.0,,M. Bridges makes 2-pt layup from 2 ft (assist by K. Walker),51,54
244,2,1:19.0,J. Okogie misses 3-pt jump shot from 26 ft,,51,54
245,2,1:15.0,,Defensive rebound by M. Bridges,51,54
246,2,1:02.0,,J. Lamb misses 2-pt layup from 3 ft,51,54
247,2,0:59.0,Defensive rebound by D. Šarić,,51,54
248,2,0:47.0,Shooting foul by W. Hernangómez (drawn by A. Wiggins),,51,54
249,2,0:47.0,A. Wiggins misses free throw 1 of 2,,51,54
250,2,0:47.0,Offensive rebound by Team,,51,54
251,2,0:47.0,,M. Monk enters the game for W. Hernangómez,51,54
252,2,0:47.0,A. Wiggins misses free throw 2 of 2,,51,54
253,2,0:42.0,,Defensive rebound by M. Bridges,51,54
254,2,0:37.0,,K. Walker misses 3-pt jump shot from 27 ft,51,54
255,2,0:34.0,Defensive rebound by Team,,51,54
256,2,0:34.0,,B. Biyombo enters the game for J. Lamb,51,54
257,2,0:28.0,T. Jones misses 2-pt layup from 1 ft (block by M. Williams),,51,54
258,2,0:26.0,,Defensive rebound by Team,51,54
259,2,0:26.0,,J. Lamb enters the game for B. Biyombo,51,54
260,2,0:06.0,,M. Monk misses 3-pt jump shot from 23 ft,51,54
261,2,0:03.0,Defensive rebound by A. Wiggins,,51,54
262,2,0:00.0,A. Wiggins misses 2-pt jump shot from 22 ft,,51,54
263,2,0:00.0,Offensive rebound by Team,,51,54
264,3,11:48.0,,Shooting foul by D. Šarić (drawn by D. Bacon),51,54
265,3,11:48.0,,D. Bacon makes free throw 1 of 2,51,55
266,3,11:48.0,,D. Bacon makes free throw 2 of 2,51,56
267,3,11:36.0,D. Šarić makes 3-pt jump shot from 25 ft (assist by T. Jones),,54,56
268,3,11:16.0,,D. Bacon misses 2-pt layup from 4 ft (block by J. Okogie),54,56
269,3,11:16.0,Defensive rebound by Team,,54,56
270,3,10:57.0,D. Šarić misses 2-pt layup from 2 ft,,54,56
271,3,10:55.0,,Defensive rebound by B. Biyombo,54,56
272,3,10:48.0,,M. Bridges misses 2-pt layup from 2 ft,54,56
273,3,10:46.0,Defensive rebound by K. Towns,,54,56
274,3,10:33.0,A. Wiggins makes 3-pt jump shot from 23 ft (assist by K. Towns),,57,56
275,3,10:17.0,,M. Williams makes 2-pt jump shot from 9 ft (assist by D. Bacon),57,58
276,3,9:59.0,T. Jones misses 3-pt jump shot from 25 ft,,57,58
277,3,9:56.0,,Defensive rebound by D. Bacon,57,58
278,3,9:54.0,,Personal foul by J. Okogie (drawn by D. Bacon),57,58
279,3,9:47.0,,K. Walker misses 2-pt layup from 1 ft,57,58
280,3,9:45.0,Defensive rebound by K. Towns,,57,58
281,3,9:41.0,T. Jones misses 2-pt layup from 2 ft,,57,58
282,3,9:39.0,,Defensive rebound by K. Walker,57,58
283,3,9:35.0,,M. Bridges makes 3-pt jump shot from 25 ft (assist by K. Walker),57,61
284,3,9:15.0,T. Jones misses 3-pt jump shot from 23 ft,,57,61
285,3,9:12.0,,Defensive rebound by K. Walker,57,61
286,3,9:07.0,,K. Walker makes 2-pt jump shot from 18 ft,57,63
287,3,8:53.0,D. Šarić makes 3-pt jump shot from 26 ft (assist by T. Jones),,60,63
288,3,8:29.0,,K. Walker misses 2-pt jump shot from 13 ft,60,63
289,3,8:26.0,Defensive rebound by K. Towns,,60,63
290,3,8:15.0,T. Jones makes 3-pt jump shot from 23 ft (assist by D. Šarić),,63,63
291,3,7:51.0,,B. Biyombo makes 2-pt jump shot from 11 ft (assist by M. Bridges),63,65
292,3,7:39.0,Personal foul by B. Biyombo (drawn by K. Towns),,63,65
293,3,7:31.0,Turnover by K. Towns (bad pass; steal by D. Bacon),,63,65
294,3,7:24.0,,M. Bridges makes 2-pt layup from 1 ft (assist by D. Bacon),63,67
295,3,7:08.0,Turnover by D. Šarić (bad pass; steal by M. Williams),,63,67
296,3,7:08.0,,Personal foul by K. Towns (drawn by M. Williams),63,67
297,3,6:50.0,,K. Walker misses 2-pt jump shot from 20 ft,63,67
298,3,6:48.0,Defensive rebound by K. Towns,,63,67
299,3,6:35.0,K. Towns makes 2-pt layup from 2 ft (assist by J. Okogie),,65,67
300,3,6:35.0,Shooting foul by M. Williams (drawn by K. Towns),,65,67
301,3,6:35.0,,Charlotte full timeout,65,67
302,3,6:35.0,,J. Lamb enters the game for D. Bacon,65,67
303,3,6:35.0,K. Towns makes free throw 1 of 1,,66,67
304,3,6:24.0,,Personal foul by D. Šarić (drawn by M. Williams),66,67
305,3,6:18.0,,J. Lamb makes 2-pt jump shot from 14 ft (assist by B. Biyombo),66,69
306,3,6:01.0,K. Towns misses 2-pt jump shot from 6 ft,,66,69
307,3,5:59.0,,Defensive rebound by M. Williams,66,69
308,3,5:54.0,,J. Lamb misses 2-pt jump shot from 12 ft,66,69
309,3,5:50.0,,Offensive rebound by J. Lamb,66,69
310,3,5:50.0,,J. Lamb misses 2-pt layup at rim,66,69
311,3,5:49.0,Defensive rebound by K. Towns,,66,69
312,3,5:40.0,A. Wiggins makes 2-pt layup from 1 ft (assist by K. Towns),,68,69
313,3,5:28.0,,B. Biyombo makes 2-pt jump shot from 8 ft (assist by K. Walker),68,71
314,3,5:08.0,Turnover by K. Towns (bad pass; steal by M. Bridges),,68,71
315,3,5:03.0,,K. Walker makes 2-pt layup from 1 ft (assist by M. Bridges),68,73
316,3,5:03.0,Minnesota full timeout,,68,73
317,3,5:03.0,K. Bates-Diop enters the game for A. Wiggins,,68,73
318,3,5:03.0,,N. Batum enters the game for B. Biyombo,68,73
319,3,5:03.0,,W. Hernangómez enters the game for M. Williams,68,73
320,3,4:52.0,J. Okogie misses 2-pt jump shot from 18 ft,,68,73
321,3,4:49.0,,Defensive rebound by J. Lamb,68,73
322,3,4:44.0,,J. Lamb misses 2-pt layup from 2 ft,68,73
323,3,4:41.0,Defensive rebound by K. Towns,,68,73
324,3,4:38.0,Personal foul by W. Hernangómez (drawn by J. Okogie),,68,73
325,3,4:30.0,T. Jones misses 2-pt jump shot from 17 ft,,68,73
326,3,4:27.0,,Defensive rebound by M. Bridges,68,73
327,3,4:16.0,,W. Hernangómez misses 3-pt jump shot from 26 ft,68,73
328,3,4:12.0,Defensive rebound by J. Okogie,,68,73
329,3,4:02.0,J. Okogie misses 3-pt jump shot from 26 ft,,68,73
330,3,3:57.0,,Defensive rebound by M. Bridges,68,73
331,3,3:54.0,,Shooting foul by K. Towns (drawn by K. Walker),68,73
332,3,3:54.0,,K. Walker makes free throw 1 of 2,68,74
333,3,3:54.0,J. Bayless enters the game for J. Okogie,,68,74
334,3,3:54.0,A. Tolliver enters the game for D. Šarić,,68,74
335,3,3:54.0,,M. Monk enters the game for M. Bridges,68,74
336,3,3:54.0,,K. Walker makes free throw 2 of 2,68,75
337,3,3:33.0,K. Bates-Diop misses 3-pt jump shot from 26 ft,,68,75
338,3,3:30.0,,Defensive rebound by J. Lamb,68,75
339,3,3:22.0,,W. Hernangómez makes 2-pt hook shot from 2 ft (assist by J. Lamb),68,77
340,3,3:22.0,G. Dieng enters the game for T. Jones,,68,77
341,3,3:22.0,A. Wiggins enters the game for K. Towns,,68,77
342,3,3:08.0,A. Tolliver makes 3-pt jump shot from 27 ft (assist by J. Bayless),,71,77
343,3,2:48.0,,Turnover by K. Walker (bad pass),71,77
344,3,2:33.0,A. Tolliver makes 3-pt jump shot from 26 ft (assist by J. Bayless),,74,77
345,3,2:11.0,,M. Monk misses 3-pt jump shot from 23 ft,74,77
346,3,2:08.0,Defensive rebound by A. Tolliver,,74,77
347,3,1:56.0,A. Tolliver misses 3-pt jump shot from 31 ft,,74,77
348,3,1:53.0,,Defensive rebound by M. Monk,74,77
349,3,1:53.0,,D. Graham enters the game for K. Walker,74,77
350,3,1:46.0,,Turnover by M. Monk (bad pass; steal by G. Dieng),74,77
351,3,1:43.0,G. Dieng makes 2-pt layup from 4 ft,,76,77
352,3,1:43.0,Shooting foul by M. Monk (drawn by G. Dieng),,76,77
353,3,1:43.0,G. Dieng misses free throw 1 of 1,,76,77
354,3,1:39.0,,Defensive rebound by W. Hernangómez,76,77
355,3,1:36.0,,Shooting foul by J. Bayless (drawn by D. Graham),76,77
356,3,1:36.0,,D. Graham makes free throw 1 of 2,76,78
357,3,1:36.0,,D. Graham misses free throw 2 of 2,76,78
358,3,1:33.0,Defensive rebound by G. Dieng,,76,78
359,3,1:25.0,A. Wiggins misses 3-pt jump shot from 27 ft,,76,78
360,3,1:22.0,,Defensive rebound by M. Monk,76,78
361,3,1:17.0,,M. Monk misses 2-pt layup from 2 ft,76,78
362,3,1:14.0,Defensive rebound by G. Dieng,,76,78
363,3,1:07.0,J. Bayless makes 2-pt jump shot from 19 ft,,78,78
364,3,0:53.0,,Personal foul by J. Bayless (drawn by D. Graham),78,78
365,3,0:53.0,,D. Graham misses free throw 1 of 2,78,78
366,3,0:53.0,,Offensive rebound by Team,78,78
367,3,0:53.0,,D. Graham makes free throw 2 of 2,78,79
368,3,0:40.0,J. Bayless misses 2-pt jump shot from 20 ft,,78,79
369,3,0:36.0,,Defensive rebound by M. Monk,78,79
370,3,0:33.0,,J. Lamb misses 3-pt jump shot from 25 ft,78,79
371,3,0:29.0,,Offensive rebound by W. Hernangómez,78,79
372,3,0:22.0,,D. Graham makes 2-pt jump shot from 16 ft,78,81
373,3,0:01.0,G. Dieng misses 2-pt jump shot from 23 ft,,78,81
374,3,0:01.0,Offensive rebound by A. Tolliver,,78,81
375,4,11:45.0,A. Wiggins makes 2-pt dunk from 1 ft (assist by J. Bayless),,80,81
376,4,11:31.0,,M. Monk misses 3-pt jump shot from 24 ft,80,81
377,4,11:28.0,Defensive rebound by G. Dieng,,80,81
378,4,11:21.0,Shooting foul by M. Monk (drawn by G. Dieng),,80,81
379,4,11:21.0,G. Dieng misses free throw 1 of 2,,80,81
380,4,11:21.0,Offensive rebound by Team,,80,81
381,4,11:21.0,G. Dieng makes free throw 2 of 2,,81,81
382,4,11:06.0,,Turnover by M. Monk (bad pass; steal by A. Wiggins),81,81
383,4,11:00.0,A. Tolliver misses 3-pt jump shot from 27 ft,,81,81
384,4,10:55.0,,Defensive rebound by J. Lamb,81,81
385,4,10:34.0,,J. Lamb makes 2-pt jump shot from 6 ft,81,83
