,QUARTER,TIME_REMAINING,DENVER_ACTION,PHOENIX_ACTION,DENVER_SCORE,PHOENIX_SCORE
64,1,3:15.0,P. Millsap misses 2-pt layup from 13 ft (block by T. Warren),,25,11
65,1,3:12.0,Offensive rebound by M. Plumlee,,25,11
66,1,3:09.0,Turnover by M. Plumlee (bad pass; steal by D. Melton),,25,11
67,1,3:09.0,,Personal foul by M. Plumlee (drawn by D. Melton),25,11
68,1,3:09.0,M. Beasley enters the game for M. Plumlee,,25,11
69,1,2:53.0,,T. Warren misses 2-pt jump shot from 6 ft,25,11
70,1,2:51.0,Defensive rebound by M. Morris,,25,11
71,1,2:48.0,Shooting foul by D. Booker (drawn by T. Craig),,25,11
72,1,2:48.0,Denver full timeout,,25,11
73,1,2:48.0,T. Lyles enters the game for J. Hernangómez,,25,11
74,1,2:48.0,,J. Crawford enters the game for D. Melton,25,11
75,1,2:48.0,,K. Oubre enters the game for T. Warren,25,11
76,1,2:48.0,T. Craig makes free throw 1 of 2,,26,11
77,1,2:48.0,T. Craig makes free throw 2 of 2,,27,11
78,1,2:36.0,,Turnover by D. Booker (back court),27,11
79,1,2:24.0,T. Lyles makes 2-pt jump shot from 21 ft (assist by M. Morris),,29,11
80,1,2:07.0,,R. Holmes makes 2-pt layup from 3 ft (assist by J. Crawford),29,13
81,1,2:07.0,,Shooting foul by T. Lyles (drawn by R. Holmes),29,13
82,1,2:07.0,,R. Holmes makes free throw 1 of 1,29,14
83,1,1:51.0,Personal foul by K. Oubre (drawn by M. Morris),,29,14
84,1,1:48.0,M. Beasley makes 3-pt jump shot from 25 ft (assist by T. Craig),,32,14
85,1,1:39.0,,Personal foul by T. Lyles (drawn by R. Holmes),32,14
86,1,1:28.0,,Turnover by D. Booker (bad pass; steal by T. Lyles),32,14
87,1,1:20.0,T. Craig misses 3-pt jump shot from 22 ft,,32,14
88,1,1:18.0,,Defensive rebound by R. Holmes,32,14
89,1,1:12.0,,J. Crawford misses 2-pt jump shot from 18 ft,32,14
90,1,1:09.0,Defensive rebound by T. Craig,,32,14
91,1,1:01.0,M. Beasley makes 3-pt jump shot from 26 ft (assist by P. Millsap),,35,14
92,1,0:47.0,,D. Booker makes 2-pt layup from 3 ft,35,16
93,1,0:33.0,M. Morris misses 2-pt jump shot from 17 ft,,35,16
94,1,0:31.0,,Defensive rebound by K. Oubre,35,16
95,1,0:11.0,,Turnover by J. Jackson (discontinued dribble),35,16
96,1,0:03.0,Personal foul by J. Jackson (drawn by M. Morris),,35,16
97,1,0:03.0,M. Morris makes free throw 1 of 2,,36,16
98,1,0:03.0,J. Hernangómez enters the game for T. Lyles,,36,16
99,1,0:03.0,M. Morris misses free throw 2 of 2,,36,16
100,1,0:01.0,,Defensive rebound by R. Holmes,36,16
101,2,11:46.0,,Turnover by J. Jackson (bad pass; steal by M. Beasley),36,16
102,2,11:40.0,M. Morris misses 3-pt jump shot from 24 ft,,36,16
103,2,11:38.0,Offensive rebound by M. Morris,,36,16
104,2,11:36.0,M. Beasley misses 3-pt jump shot from 26 ft,,36,16
105,2,11:32.0,,Defensive rebound by K. Oubre,36,16
106,2,11:27.0,,K. Oubre misses 3-pt jump shot from 26 ft,36,16
107,2,11:21.0,Defensive rebound by J. Murray,,36,16
108,2,11:19.0,M. Beasley makes 3-pt jump shot from 23 ft (assist by M. Morris),,39,16
109,2,10:57.0,,D. Ayton makes 2-pt dunk from 2 ft (assist by M. Bridges),39,18
110,2,10:38.0,P. Millsap misses 2-pt jump shot from 13 ft,,39,18
111,2,10:38.0,,Defensive rebound by K. Oubre,39,18
112,2,10:28.0,,D. Ayton makes 2-pt layup from 3 ft (assist by J. Crawford),39,20
113,2,10:17.0,J. Murray misses 2-pt layup from 3 ft (block by M. Bridges),,39,20
114,2,10:13.0,,Defensive rebound by J. Jackson,39,20
115,2,10:13.0,,Personal take foul by N. Jokić (drawn by J. Jackson),39,20
116,2,10:13.0,,J. Crawford misses 3-pt jump shot from 24 ft,39,20
117,2,9:58.0,,Offensive rebound by D. Ayton,39,20
118,2,9:54.0,,K. Oubre misses 2-pt jump shot from 6 ft,39,20
119,2,9:52.0,Defensive rebound by N. Jokić,,39,20
120,2,9:42.0,M. Beasley makes 3-pt jump shot from 26 ft (assist by J. Murray),,42,20
121,2,9:21.0,,Turnover by J. Jackson (lost ball; steal by N. Jokić),42,20
122,2,9:16.0,P. Millsap makes 2-pt layup from 2 ft (assist by M. Beasley),,44,20
123,2,9:15.0,,Phoenix full timeout,44,20
124,2,9:15.0,J. Hernangómez enters the game for P. Millsap,,44,20
125,2,9:15.0,,T. Warren enters the game for K. Oubre,44,20
126,2,9:01.0,,Turnover by M. Bridges (bad pass; steal by J. Hernangómez),44,20
127,2,8:55.0,M. Beasley misses 3-pt jump shot from 26 ft,,44,20
128,2,8:51.0,,Defensive rebound by J. Jackson,44,20
129,2,8:49.0,,D. Ayton makes 2-pt dunk from 1 ft (assist by J. Jackson),44,22
130,2,8:31.0,J. Murray makes 3-pt jump shot from 25 ft (assist by M. Morris),,47,22
131,2,8:15.0,,D. Ayton makes 2-pt layup from 2 ft (assist by J. Crawford),47,24
132,2,7:58.0,J. Murray makes 2-pt jump shot from 6 ft (assist by N. Jokić),,49,24
133,2,7:41.0,,Def 3 sec tech foul by Team,49,24
134,2,7:41.0,,J. Crawford misses technical free throw,49,24
135,2,7:41.0,,Offensive rebound by Team,49,24
136,2,7:41.0,M. Plumlee enters the game for N. Jokić,,49,24
137,2,7:32.0,,J. Crawford misses 2-pt jump shot from 17 ft,49,24
138,2,7:26.0,,Offensive rebound by D. Ayton,49,24
139,2,7:26.0,,D. Ayton makes 2-pt layup from 1 ft,49,26
140,2,7:18.0,Turnover by J. Murray (bad pass),,49,26
141,2,7:18.0,,D. Booker enters the game for J. Crawford,49,26
142,2,7:18.0,,D. Melton enters the game for J. Jackson,49,26
143,2,7:07.0,,D. Ayton misses 2-pt layup from 2 ft,49,26
144,2,7:03.0,,Offensive rebound by D. Ayton,49,26
145,2,7:03.0,,D. Ayton makes 2-pt layup from 1 ft,49,28
146,2,7:03.0,Denver full timeout,,49,28
147,2,7:03.0,T. Craig enters the game for J. Murray,,49,28
148,2,6:48.0,Turnover by M. Morris (bad pass; steal by D. Melton),,49,28
149,2,6:44.0,,D. Booker misses 3-pt jump shot from 26 ft,49,28
150,2,6:40.0,Defensive rebound by J. Hernangómez,,49,28
151,2,6:27.0,Violation by Team (kicked ball),,49,28
152,2,6:12.0,,D. Booker misses 3-pt jump shot from 26 ft,49,28
153,2,6:09.0,Defensive rebound by M. Plumlee,,49,28
154,2,6:03.0,M. Morris misses 3-pt jump shot from 25 ft,,49,28
155,2,6:01.0,Offensive rebound by M. Plumlee,,49,28
156,2,5:59.0,M. Beasley makes 3-pt jump shot from 26 ft (assist by M. Plumlee),,52,28
157,2,5:42.0,,Personal foul by T. Craig (drawn by D. Booker),52,28
158,2,5:31.0,,D. Ayton makes 2-pt jump shot from 17 ft,52,30
159,2,5:13.0,M. Beasley misses 2-pt jump shot from 19 ft,,52,30
160,2,5:10.0,,Defensive rebound by M. Bridges,52,30
161,2,5:05.0,,D. Ayton makes 2-pt layup from 1 ft (assist by D. Melton),52,32
162,2,4:46.0,Turnover by J. Hernangómez (bad pass; steal by M. Bridges),,52,32
163,2,4:40.0,,Personal foul by M. Beasley (drawn by D. Ayton),52,32
164,2,4:40.0,N. Jokić enters the game for M. Beasley,,52,32
165,2,4:40.0,J. Murray enters the game for M. Morris,,52,32
166,2,4:29.0,,D. Melton misses 2-pt jump shot from 9 ft,52,32
167,2,4:26.0,,Offensive rebound by D. Ayton,52,32
168,2,4:26.0,,D. Ayton makes 2-pt hook shot from 4 ft,52,34
169,2,4:26.0,Denver full timeout,,52,34
170,2,4:14.0,J. Murray makes 3-pt jump shot from 25 ft,,55,34
171,2,3:44.0,,D. Melton makes 3-pt jump shot from 26 ft (assist by M. Bridges),55,37
172,2,3:27.0,N. Jokić misses 3-pt jump shot from 25 ft,,55,37
173,2,3:22.0,,Defensive rebound by T. Warren,55,37
174,2,3:06.0,,Turnover by T. Warren (lost ball; steal by M. Plumlee),55,37
175,2,3:04.0,Turnover by T. Craig (offensive foul),,55,37
176,2,3:04.0,Offensive foul by T. Craig (drawn by D. Booker),,55,37
177,2,3:04.0,M. Beasley enters the game for T. Craig,,55,37
178,2,2:53.0,,M. Bridges misses 3-pt jump shot from 25 ft,55,37
179,2,2:50.0,Defensive rebound by N. Jokić,,55,37
180,2,2:39.0,M. Plumlee makes 2-pt dunk from 1 ft (assist by J. Murray),,57,37
181,2,2:23.0,,D. Melton misses 2-pt jump shot from 20 ft,57,37
182,2,2:21.0,Defensive rebound by N. Jokić,,57,37
183,2,2:16.0,M. Beasley misses 2-pt layup from 2 ft,,57,37
184,2,2:14.0,,Defensive rebound by T. Warren,57,37
185,2,2:08.0,,D. Ayton makes 2-pt hook shot from 2 ft (assist by T. Warren),57,39
186,2,1:59.0,Personal foul by D. Melton (drawn by J. Murray),,57,39
187,2,1:59.0,,K. Oubre enters the game for D. Booker,57,39
188,2,1:43.0,N. Jokić misses 3-pt jump shot from 26 ft,,57,39
189,2,1:39.0,Offensive rebound by M. Beasley,,57,39
190,2,1:38.0,M. Plumlee misses 2-pt layup from 1 ft (block by K. Oubre),,57,39
191,2,1:35.0,,Defensive rebound by D. Melton,57,39
192,2,1:34.0,,Shooting foul by N. Jokić (drawn by M. Bridges),57,39
193,2,1:34.0,,M. Bridges makes free throw 1 of 2,57,40
194,2,1:34.0,,M. Bridges makes free throw 2 of 2,57,41
195,2,1:19.0,Turnover by N. Jokić (bad pass; steal by K. Oubre),,57,41
196,2,1:13.0,,K. Oubre makes 2-pt jump shot from 2 ft (assist by D. Melton),57,43
197,2,1:13.0,,Shooting foul by J. Hernangómez (drawn by K. Oubre),57,43
198,2,1:13.0,M. Morris enters the game for M. Plumlee,,57,43
199,2,1:13.0,,K. Oubre misses free throw 1 of 1,57,43
200,2,1:12.0,Defensive rebound by J. Hernangómez,,57,43
201,2,1:07.0,Turnover by M. Beasley (lost ball; steal by D. Ayton),,57,43
202,2,0:59.0,,D. Melton misses 2-pt hook shot from 7 ft,57,43
203,2,0:56.0,,Offensive rebound by D. Ayton,57,43
204,2,0:56.0,,D. Ayton makes 2-pt layup from 1 ft,57,45
205,2,0:39.0,Shooting foul by D. Ayton (drawn by N. Jokić),,57,45
206,2,0:39.0,N. Jokić makes free throw 1 of 2,,58,45
207,2,0:39.0,N. Jokić makes free throw 2 of 2,,59,45
208,2,0:30.0,,D. Melton misses 2-pt jump shot from 6 ft,59,45
209,2,0:29.0,,Offensive rebound by D. Ayton,59,45
210,2,0:29.0,,D. Ayton makes 2-pt dunk from 1 ft,59,47
211,2,0:11.0,N. Jokić misses 2-pt layup from 2 ft,,59,47
212,2,0:09.0,,Defensive rebound by D. Ayton,59,47
213,2,0:03.0,,T. Warren makes 2-pt hook shot from 6 ft,59,49
214,2,0:00.0,J. Hernangómez makes 3-pt jump shot from 25 ft (assist by M. Beasley),,62,49
215,3,11:49.0,,T. Warren makes 2-pt jump shot from 9 ft (assist by M. Bridges),62,51
216,3,11:32.0,J. Murray makes 2-pt jump shot from 7 ft,,64,51
217,3,11:19.0,,T. Warren makes 3-pt jump shot from 25 ft (assist by D. Booker),64,54
218,3,10:59.0,N. Jokić makes 2-pt jump shot from 6 ft (assist by J. Murray),,66,54
219,3,10:44.0,,D. Booker makes 2-pt jump shot from 15 ft (assist by D. Melton),66,56
220,3,10:22.0,M. Plumlee makes 2-pt layup from 1 ft (assist by N. Jokić),,68,56
221,3,10:13.0,,D. Melton misses 3-pt jump shot from 26 ft,68,56
222,3,10:10.0,Defensive rebound by N. Jokić,,68,56
223,3,10:07.0,J. Murray misses 3-pt jump shot from 26 ft,,68,56
224,3,10:06.0,Offensive rebound by M. Plumlee,,68,56
225,3,10:06.0,Shooting foul by M. Bridges (drawn by M. Plumlee),,68,56
226,3,10:06.0,M. Plumlee misses free throw 1 of 2,,68,56
227,3,10:06.0,Offensive rebound by Team,,68,56
228,3,10:06.0,M. Plumlee makes free throw 2 of 2,,69,56
229,3,9:52.0,,M. Bridges misses 3-pt jump shot from 27 ft,69,56
230,3,9:49.0,Defensive rebound by M. Plumlee,,69,56
231,3,9:34.0,J. Murray makes 3-pt jump shot from 26 ft,,72,56
232,3,9:13.0,,T. Warren makes 2-pt layup at rim (assist by D. Booker),72,58
233,3,8:58.0,J. Murray makes 2-pt layup from 2 ft (assist by N. Jokić),,74,58
234,3,8:51.0,,T. Warren misses 3-pt jump shot from 25 ft,74,58
235,3,8:48.0,Defensive rebound by M. Plumlee,,74,58
236,3,8:43.0,Turnover by M. Plumlee (bad pass; steal by T. Warren),,74,58
237,3,8:32.0,,D. Ayton misses 2-pt jump shot from 13 ft,74,58
238,3,8:30.0,Defensive rebound by J. Hernangómez,,74,58
239,3,8:15.0,T. Craig makes 3-pt jump shot from 23 ft (assist by J. Hernangómez),,77,58
240,3,8:15.0,,Phoenix full timeout,77,58
241,3,8:15.0,,R. Holmes enters the game for D. Ayton,77,58
242,3,8:15.0,,E. Okobo enters the game for D. Melton,77,58
243,3,7:56.0,,E. Okobo misses 2-pt layup from 4 ft (block by J. Murray),77,58
244,3,7:56.0,Defensive rebound by Team,,77,58
245,3,7:56.0,,Loose ball foul by E. Okobo (drawn by J. Murray),77,58
246,3,7:36.0,N. Jokić makes 2-pt layup from 2 ft (assist by M. Plumlee),,79,58
247,3,7:14.0,,E. Okobo misses 2-pt jump shot from 15 ft,79,58
248,3,7:12.0,,Offensive rebound by R. Holmes,79,58
249,3,7:12.0,,R. Holmes makes 2-pt hook shot from 11 ft,79,60
250,3,6:42.0,J. Murray misses 2-pt jump shot from 21 ft,,79,60
251,3,6:40.0,Offensive rebound by J. Hernangómez,,79,60
252,3,6:33.0,T. Craig misses 3-pt jump shot from 24 ft,,79,60
253,3,6:30.0,Offensive rebound by M. Plumlee,,79,60
254,3,6:19.0,J. Hernangómez makes 3-pt jump shot from 25 ft (assist by J. Murray),,82,60
255,3,5:58.0,,Personal foul by N. Jokić (drawn by E. Okobo),82,60
256,3,5:58.0,M. Beasley enters the game for M. Plumlee,,82,60
257,3,5:56.0,,Turnover by E. Okobo (bad pass; steal by T. Craig),82,60
258,3,5:55.0,Flagrant foul type 1 by D. Booker (drawn by T. Craig),,82,60
259,3,5:55.0,T. Craig misses flagrant free throw 1 of 2,,82,60
260,3,5:55.0,Offensive rebound by Team,,82,60
261,3,5:55.0,T. Craig makes flagrant free throw 2 of 2,,83,60
262,3,5:41.0,Personal foul by M. Bridges (drawn by N. Jokić),,83,60
263,3,5:36.0,Turnover by J. Murray (bad pass; steal by T. Warren),,83,60
264,3,5:29.0,,D. Booker makes 2-pt jump shot from 4 ft,83,62
265,3,5:22.0,Personal foul by R. Holmes (drawn by N. Jokić),,83,62
266,3,5:22.0,N. Jokić makes free throw 1 of 2,,84,62
267,3,5:22.0,M. Morris enters the game for J. Murray,,84,62
268,3,5:22.0,,J. Jackson enters the game for M. Bridges,84,62
269,3,5:22.0,N. Jokić makes free throw 2 of 2,,85,62
270,3,5:13.0,,Personal foul by T. Craig (drawn by D. Booker),85,62
271,3,5:13.0,T. Lyles enters the game for T. Craig,,85,62
272,3,5:05.0,,E. Okobo misses 3-pt jump shot from 27 ft,85,62
273,3,5:02.0,Defensive rebound by J. Hernangómez,,85,62
274,3,4:41.0,T. Lyles misses 3-pt jump shot from 22 ft,,85,62
275,3,4:39.0,,Defensive rebound by J. Jackson,85,62
276,3,4:20.0,,D. Booker makes 2-pt jump shot from 20 ft (assist by R. Holmes),85,64
277,3,3:57.0,Turnover by N. Jokić (traveling),,85,64
278,3,3:44.0,,J. Jackson misses 2-pt jump shot from 18 ft,85,64
279,3,3:42.0,,Offensive rebound by R. Holmes,85,64
280,3,3:38.0,,T. Warren makes 2-pt jump shot from 6 ft (assist by R. Holmes),85,66
281,3,3:27.0,Turnover by J. Hernangómez (lost ball; steal by D. Booker),,85,66
282,3,3:23.0,,D. Booker makes 2-pt layup from 1 ft (assist by E. Okobo),85,68
283,3,3:23.0,Denver full timeout,,85,68
284,3,3:23.0,P. Millsap enters the game for N. Jokić,,85,68
285,3,3:23.0,,D. Ayton enters the game for D. Booker,85,68
286,3,3:23.0,,K. Oubre enters the game for R. Holmes,85,68
287,3,3:06.0,Turnover by T. Lyles (bad pass; steal by T. Warren),,85,68
288,3,3:04.0,,Shooting foul by T. Lyles (drawn by T. Warren),85,68
289,3,3:04.0,,T. Warren makes free throw 1 of 2,85,69
290,3,3:04.0,J. Murray enters the game for J. Hernangómez,,85,69
291,3,3:04.0,,T. Warren misses free throw 2 of 2,85,69
292,3,3:02.0,Defensive rebound by T. Lyles,,85,69
293,3,2:50.0,J. Murray makes 3-pt jump shot from 27 ft (assist by T. Lyles),,88,69
294,3,2:35.0,,Turnover by E. Okobo (bad pass; steal by M. Beasley),88,69
295,3,2:24.0,J. Murray misses 2-pt jump shot from 20 ft,,88,69
296,3,2:22.0,,Defensive rebound by K. Oubre,88,69
297,3,2:06.0,,J. Jackson makes 3-pt jump shot from 25 ft (assist by K. Oubre),88,72
298,3,1:54.0,T. Lyles misses 3-pt jump shot from 26 ft,,88,72
299,3,1:50.0,Offensive rebound by T. Lyles,,88,72
300,3,1:43.0,M. Beasley misses 3-pt jump shot from 23 ft,,88,72
301,3,1:41.0,,Defensive rebound by J. Jackson,88,72
302,3,1:36.0,,K. Oubre makes 2-pt dunk from 1 ft (assist by J. Jackson),88,74
303,3,1:17.0,P. Millsap makes 2-pt jump shot from 10 ft,,90,74
304,3,0:58.0,,J. Jackson makes 2-pt jump shot from 5 ft (assist by E. Okobo),90,76
305,3,0:39.0,P. Millsap misses 3-pt jump shot from 27 ft,,90,76
306,3,0:35.0,,Defensive rebound by D. Ayton,90,76
307,3,0:19.0,,D. Ayton makes 2-pt hook shot from 4 ft,90,78
308,3,0:02.0,J. Murray misses 2-pt jump shot from 9 ft,,90,78
309,3,0:02.0,,Defensive rebound by J. Jackson,90,78
310,4,11:43.0,Personal foul by K. Oubre (drawn by N. Jokić),,90,78
311,4,11:38.0,P. Millsap misses 2-pt layup from 3 ft (block by J. Jackson),,90,78
312,4,11:33.0,,Defensive rebound by K. Oubre,90,78
313,4,11:30.0,,K. Oubre misses 2-pt jump shot from 4 ft (block by P. Millsap),90,78
314,4,11:28.0,Defensive rebound by M. Morris,,90,78
315,4,11:24.0,J. Murray makes 3-pt jump shot from 26 ft (assist by M. Morris),,93,78
316,4,10:56.0,,J. Jackson misses 2-pt jump shot from 8 ft,93,78
317,4,10:54.0,Defensive rebound by N. Jokić,,93,78
318,4,10:51.0,M. Morris misses 2-pt layup from 2 ft (block by K. Oubre),,93,78
319,4,10:51.0,Offensive rebound by Team,,93,78
320,4,10:47.0,J. Murray makes 2-pt layup from 11 ft (assist by N. Jokić),,95,78
321,4,10:26.0,,Turnover by M. Bridges (bad pass; steal by N. Jokić),95,78
322,4,10:15.0,P. Millsap makes 2-pt layup from 3 ft,,97,78
323,4,10:15.0,,Phoenix full timeout,97,78
324,4,10:15.0,,D. Booker enters the game for J. Jackson,97,78
325,4,10:15.0,,D. Melton enters the game for E. Okobo,97,78
326,4,10:15.0,,T. Warren enters the game for K. Oubre,97,78
327,4,9:57.0,,Turnover by D. Booker (bad pass),97,78
328,4,9:43.0,M. Morris makes 3-pt jump shot from 24 ft (assist by N. Jokić),,100,78
329,4,9:30.0,,Personal foul by M. Morris (drawn by D. Booker),100,78
330,4,9:17.0,,T. Warren misses 2-pt jump shot from 14 ft,100,78
331,4,9:14.0,Defensive rebound by J. Murray,,100,78
332,4,9:09.0,Turnover by M. Beasley (bad pass; steal by T. Warren),,100,78
333,4,9:04.0,,M. Bridges makes 3-pt jump shot from 24 ft (assist by D. Booker),100,81
334,4,8:35.0,Turnover by J. Murray (bad pass; steal by D. Ayton),,100,81
335,4,8:32.0,,T. Warren makes 2-pt layup from 2 ft (assist by D. Booker),100,83
336,4,8:31.0,Denver full timeout,,100,83
337,4,8:08.0,Turnover by N. Jokić (bad pass),,100,83
338,4,7:54.0,,M. Bridges makes 3-pt jump shot from 25 ft (assist by T. Warren),100,86
339,4,7:42.0,Personal foul by M. Bridges (drawn by J. Murray),,100,86
340,4,7:42.0,J. Hernangómez enters the game for P. Millsap,,100,86
341,4,7:31.0,N. Jokić makes 2-pt layup from 2 ft,,102,86
342,4,7:18.0,,T. Warren misses 2-pt jump shot from 9 ft,102,86
343,4,7:16.0,,Offensive rebound by D. Ayton,102,86
344,4,7:07.0,,D. Ayton makes 2-pt jump shot from 8 ft (assist by D. Melton),102,88
345,4,6:55.0,J. Murray makes 2-pt layup from 3 ft (assist by N. Jokić),,104,88
346,4,6:44.0,,Personal foul by M. Beasley (drawn by D. Booker),104,88
347,4,6:37.0,,D. Booker makes 2-pt layup from 2 ft,104,90
348,4,6:16.0,M. Beasley misses 2-pt jump shot from 17 ft,,104,90
349,4,6:14.0,,Defensive rebound by D. Melton,104,90
350,4,6:14.0,T. Craig enters the game for M. Beasley,,104,90
351,4,5:56.0,,Shooting foul by T. Craig (drawn by D. Booker),104,90
352,4,5:56.0,,D. Booker makes free throw 1 of 2,104,91
353,4,5:56.0,,D. Booker makes free throw 2 of 2,104,92
354,4,5:42.0,J. Murray makes 2-pt jump shot from 6 ft,,106,92
355,4,5:31.0,,Personal foul by J. Murray (drawn by D. Melton),106,92
356,4,5:25.0,,D. Booker makes 2-pt dunk from 1 ft,106,94
357,4,5:12.0,J. Murray makes 3-pt jump shot from 26 ft,,109,94
358,4,4:50.0,,T. Warren makes 2-pt jump shot from 1 ft (assist by D. Booker),109,96
359,4,4:36.0,Turnover by J. Murray (bad pass; steal by D. Ayton),,109,96
360,4,4:22.0,,D. Booker makes 2-pt hook shot from 3 ft,109,98
361,4,4:03.0,Shooting foul by D. Ayton (drawn by N. Jokić),,109,98
362,4,4:03.0,N. Jokić makes free throw 1 of 2,,110,98
363,4,4:03.0,N. Jokić makes free throw 2 of 2,,111,98
364,4,3:59.0,,Phoenix full timeout,111,98
365,4,3:52.0,,D. Melton misses 2-pt layup from 1 ft,111,98
366,4,3:51.0,,Offensive rebound by D. Ayton,111,98
367,4,3:51.0,,D. Ayton makes 2-pt dunk at rim,111,100
368,4,3:40.0,Personal foul by D. Melton (drawn by M. Morris),,111,100
369,4,3:27.0,J. Murray misses 2-pt jump shot from 18 ft,,111,100
370,4,3:24.0,,Defensive rebound by D. Ayton,111,100
371,4,3:19.0,,Shooting foul by T. Craig (drawn by D. Booker),111,100
372,4,3:19.0,M. Beasley enters the game for T. Craig,,111,100
373,4,3:19.0,,D. Booker makes free throw 1 of 2,111,101
374,4,3:19.0,,D. Booker makes free throw 2 of 2,111,102
375,4,3:13.0,Turnover by J. Murray (offensive foul),,111,102
376,4,3:13.0,Offensive foul by J. Murray (drawn by D. Melton),,111,102
