,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,ORLANDO_ACTION,NEW ORLEANS_SCORE,ORLANDO_SCORE
381,4,6:58.0,,Offensive rebound by K. Birch,74,108
382,4,6:58.0,,K. Birch misses 2-pt layup from 1 ft,74,108
383,4,6:56.0,,Offensive rebound by K. Birch,74,108
384,4,6:54.0,,J. Isaac misses 2-pt jump shot from 14 ft,74,108
385,4,6:54.0,Defensive rebound by D. Bertāns,,74,108
386,4,6:35.0,D. Bertāns makes 2-pt jump shot from 23 ft,,76,108
387,4,6:28.0,,Shooting foul by J. Okafor (drawn by K. Birch),76,108
388,4,6:28.0,,Orlando full timeout,76,108
389,4,6:28.0,F. Jackson enters the game for D. Miller,,76,108
390,4,6:28.0,,W. Iwundu enters the game for E. Fournier,76,108
391,4,6:28.0,,J. Martin enters the game for J. Isaac,76,108
392,4,6:28.0,,K. Birch makes free throw 1 of 2,76,109
393,4,6:28.0,,K. Birch makes free throw 2 of 2,76,110
394,4,6:19.0,Shooting foul by J. Martin (drawn by S. Johnson),,76,110
395,4,6:19.0,S. Johnson misses free throw 1 of 2,,76,110
396,4,6:19.0,Offensive rebound by Team,,76,110
397,4,6:19.0,S. Johnson makes free throw 2 of 2,,77,110
398,4,6:07.0,,T. Ross makes 2-pt layup from 4 ft,77,112
399,4,5:54.0,F. Jackson makes 2-pt layup at rim (assist by I. Clark),,79,112
400,4,5:43.0,,M. Carter-Williams misses 2-pt jump shot from 9 ft,79,112
401,4,5:43.0,Defensive rebound by Team,,79,112
402,4,5:43.0,,J. Grant enters the game for M. Carter-Williams,79,112
403,4,5:25.0,Personal foul by W. Iwundu (drawn by D. Bertāns),,79,112
404,4,5:14.0,F. Jackson misses 2-pt layup from 2 ft,,79,112
405,4,5:10.0,,Defensive rebound by J. Martin,79,112
406,4,4:54.0,,K. Birch misses 2-pt jump shot from 8 ft,79,112
407,4,4:52.0,Defensive rebound by J. Okafor,,79,112
408,4,4:48.0,New Orleans full timeout,,79,112
409,4,4:48.0,,M. Frazier enters the game for K. Birch,79,112
410,4,4:48.0,,A. Jefferson enters the game for T. Ross,79,112
411,4,4:45.0,D. Bertāns makes 2-pt jump shot from 20 ft (assist by F. Jackson),,81,112
412,4,4:30.0,,J. Martin misses 3-pt jump shot from 25 ft,81,112
413,4,4:27.0,Defensive rebound by F. Jackson,,81,112
414,4,4:21.0,S. Johnson makes 2-pt layup from 1 ft (assist by J. Okafor),,83,112
415,4,4:21.0,Shooting foul by M. Frazier (drawn by S. Johnson),,83,112
416,4,4:21.0,S. Johnson makes free throw 1 of 1,,84,112
417,4,4:12.0,,J. Grant misses 2-pt jump shot from 21 ft,84,112
418,4,4:10.0,Defensive rebound by I. Clark,,84,112
419,4,4:07.0,F. Jackson makes 2-pt layup from 2 ft (assist by I. Clark),,86,112
420,4,3:44.0,,J. Martin misses 3-pt jump shot from 26 ft,86,112
421,4,3:40.0,Defensive rebound by I. Clark,,86,112
422,4,3:28.0,F. Jackson makes 3-pt jump shot from 22 ft (assist by S. Johnson),,89,112
423,4,3:13.0,,J. Grant misses 2-pt layup from 3 ft,89,112
424,4,3:10.0,Defensive rebound by F. Jackson,,89,112
425,4,3:06.0,I. Clark misses 3-pt jump shot from 25 ft,,89,112
426,4,3:00.0,Offensive rebound by D. Bertāns,,89,112
427,4,2:58.0,F. Jackson misses 3-pt jump shot from 25 ft,,89,112
428,4,2:58.0,,Defensive rebound by A. Jefferson,89,112
429,4,2:46.0,,M. Frazier misses 3-pt jump shot from 26 ft,89,112
430,4,2:43.0,,Offensive rebound by J. Martin,89,112
431,4,2:40.0,,J. Martin misses 3-pt jump shot from 23 ft,89,112
432,4,2:37.0,Defensive rebound by J. Okafor,,89,112
433,4,2:31.0,Personal foul by M. Frazier (drawn by D. Bertāns),,89,112
434,4,2:19.0,J. Okafor misses 2-pt jump shot from 2 ft,,89,112
435,4,2:17.0,,Defensive rebound by M. Frazier,89,112
436,4,2:03.0,,W. Iwundu misses 3-pt jump shot from 26 ft,89,112
437,4,2:00.0,,Offensive rebound by J. Martin,89,112
438,4,1:55.0,,M. Frazier misses 2-pt jump shot from 13 ft,89,112
439,4,1:53.0,Defensive rebound by S. Johnson,,89,112
440,4,1:47.0,Turnover by I. Clark (bad pass),,89,112
441,4,1:34.0,,A. Jefferson misses 2-pt layup from 6 ft,89,112
442,4,1:31.0,Defensive rebound by S. Johnson,,89,112
443,4,1:27.0,S. Johnson makes 2-pt layup from 1 ft,,91,112
444,4,1:13.0,,J. Grant makes 2-pt jump shot from 14 ft,91,114
445,4,1:03.0,D. Bertāns misses 2-pt jump shot from 21 ft,,91,114
446,4,0:59.0,,Defensive rebound by J. Grant,91,114
447,4,0:50.0,,J. Grant misses 3-pt jump shot from 26 ft,91,114
448,4,0:47.0,Defensive rebound by I. Clark,,91,114
449,4,0:43.0,I. Clark makes 3-pt jump shot from 26 ft,,94,114
450,4,0:26.0,,M. Frazier misses 2-pt layup from 5 ft,94,114
451,4,0:23.0,,Offensive rebound by A. Jefferson,94,114
452,4,0:23.0,,A. Jefferson makes 2-pt hook shot from 1 ft,94,116
453,4,0:20.0,Turnover by D. Bertāns (bad pass; steal by J. Grant),,94,116
454,4,0:19.0,,J. Grant makes 3-pt jump shot from 26 ft,94,119
455,4,0:13.0,Shooting foul by J. Martin (drawn by S. Johnson),,94,119
456,4,0:13.0,S. Johnson makes free throw 1 of 2,,95,119
457,4,0:13.0,S. Johnson makes free throw 2 of 2,,96,119
