,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,PHILADELPHIA_ACTION,NEW ORLEANS_SCORE,PHILADELPHIA_SCORE
53,1,6:53.0,N. Mirotić misses 2-pt hook shot from 7 ft,,7,15
54,1,6:51.0,,Defensive rebound by J. Embiid,7,15
55,1,6:45.0,,Turnover by B. Simmons (bad pass; steal by N. Mirotić),7,15
56,1,6:39.0,J. Holiday misses 2-pt layup from 4 ft (block by B. Simmons),,7,15
57,1,6:35.0,Offensive rebound by J. Holiday,,7,15
58,1,6:34.0,J. Holiday makes 2-pt layup from 1 ft,,9,15
59,1,6:17.0,,J. Embiid misses 2-pt jump shot from 15 ft,9,15
60,1,6:15.0,Defensive rebound by A. Davis,,9,15
61,1,6:11.0,Turnover by A. Davis (lost ball; steal by B. Simmons),,9,15
62,1,6:07.0,,B. Simmons makes 2-pt dunk from 2 ft,9,17
63,1,5:52.0,Personal foul by J. Embiid (drawn by A. Davis),,9,17
64,1,5:52.0,J. Randle enters the game for N. Mirotić,,9,17
65,1,5:52.0,,A. Johnson enters the game for J. Embiid,9,17
66,1,5:52.0,,L. Shamet enters the game for J. Redick,9,17
67,1,5:48.0,J. Holiday makes 2-pt layup from 3 ft (assist by W. Johnson),,11,17
68,1,5:33.0,,L. Shamet makes 3-pt jump shot from 23 ft (assist by B. Simmons),11,20
69,1,5:18.0,Turnover by A. Davis (bad pass; steal by L. Shamet),,11,20
70,1,5:14.0,,B. Simmons makes 2-pt dunk at rim (assist by L. Shamet),11,22
71,1,5:08.0,New Orleans full timeout,,11,22
72,1,5:08.0,D. Miller enters the game for W. Johnson,,11,22
73,1,4:55.0,J. Randle misses 2-pt hook shot from 3 ft,,11,22
74,1,4:53.0,,Defensive rebound by W. Chandler,11,22
75,1,4:42.0,,Shooting foul by J. Holiday (drawn by J. Butler),11,22
76,1,4:42.0,,J. Butler makes free throw 1 of 2,11,23
77,1,4:42.0,,J. Butler makes free throw 2 of 2,11,24
78,1,4:33.0,A. Davis misses 2-pt layup from 4 ft (block by A. Johnson),,11,24
79,1,4:30.0,Offensive rebound by A. Davis,,11,24
80,1,4:28.0,A. Davis misses 2-pt layup from 7 ft,,11,24
81,1,4:28.0,Offensive rebound by J. Randle,,11,24
82,1,4:21.0,J. Randle misses 2-pt layup at rim,,11,24
83,1,4:19.0,,Defensive rebound by B. Simmons,11,24
84,1,4:12.0,,B. Simmons misses 2-pt layup from 3 ft,11,24
85,1,4:12.0,,Offensive rebound by Team,11,24
86,1,4:04.0,,Philadelphia full timeout,11,24
87,1,4:04.0,I. Clark enters the game for J. Holiday,,11,24
88,1,4:04.0,,M. Muscala enters the game for W. Chandler,11,24
89,1,4:02.0,,L. Shamet misses 3-pt jump shot from 23 ft,11,24
90,1,3:56.0,,Offensive rebound by M. Muscala,11,24
91,1,3:51.0,,J. Butler makes 2-pt jump shot from 11 ft (assist by A. Johnson),11,26
92,1,3:31.0,J. Randle makes 2-pt jump shot from 9 ft,,13,26
93,1,3:31.0,Shooting foul by L. Shamet (drawn by J. Randle),,13,26
94,1,3:31.0,,J. Redick enters the game for J. Butler,13,26
95,1,3:31.0,J. Randle makes free throw 1 of 1,,14,26
96,1,3:12.0,,L. Shamet makes 3-pt jump shot from 25 ft (assist by M. Muscala),14,29
97,1,2:53.0,J. Randle makes 2-pt jump shot from 4 ft,,16,29
98,1,2:41.0,,Personal foul by I. Clark (drawn by B. Simmons),16,29
99,1,2:41.0,,B. Simmons makes free throw 1 of 2,16,30
100,1,2:41.0,N. Mirotić enters the game for A. Davis,,16,30
101,1,2:41.0,,J. Embiid enters the game for A. Johnson,16,30
102,1,2:41.0,,F. Korkmaz enters the game for L. Shamet,16,30
103,1,2:41.0,,B. Simmons makes free throw 2 of 2,16,31
104,1,2:38.0,Personal foul by F. Korkmaz (drawn by N. Mirotić),,16,31
105,1,2:38.0,,T. McConnell enters the game for B. Simmons,16,31
106,1,2:28.0,J. Randle misses 2-pt jump shot from 13 ft,,16,31
107,1,2:26.0,,Defensive rebound by J. Embiid,16,31
108,1,2:16.0,,T. McConnell misses 2-pt layup from 3 ft,16,31
109,1,2:12.0,,Offensive rebound by T. McConnell,16,31
110,1,2:08.0,,J. Embiid misses 2-pt jump shot from 16 ft,16,31
111,1,2:08.0,Defensive rebound by J. Randle,,16,31
112,1,1:50.0,I. Clark misses 2-pt layup from 2 ft,,16,31
113,1,1:50.0,Offensive rebound by N. Mirotić,,16,31
114,1,1:50.0,Personal foul by M. Muscala (drawn by N. Mirotić),,16,31
115,1,1:50.0,N. Mirotić makes free throw 1 of 2,,17,31
116,1,1:50.0,N. Mirotić makes free throw 2 of 2,,18,31
117,1,1:41.0,,J. Redick misses 3-pt jump shot from 27 ft,18,31
118,1,1:34.0,,Offensive rebound by J. Embiid,18,31
119,1,1:34.0,,J. Embiid makes 2-pt dunk from 1 ft,18,33
120,1,1:28.0,E. Moore misses 3-pt jump shot from 26 ft,,18,33
121,1,1:28.0,Offensive rebound by Team,,18,33
122,1,1:28.0,,Loose ball foul by M. Muscala (drawn by N. Mirotić),18,33
123,1,1:28.0,N. Mirotić makes free throw 1 of 2,,19,33
124,1,1:28.0,J. Holiday enters the game for E. Moore,,19,33
125,1,1:28.0,N. Mirotić makes free throw 2 of 2,,20,33
126,1,1:08.0,,T. McConnell makes 3-pt jump shot from 24 ft (assist by F. Korkmaz),20,36
127,1,0:58.0,N. Mirotić makes 2-pt layup at rim (assist by J. Randle),,22,36
128,1,0:53.0,,F. Korkmaz misses 3-pt jump shot from 27 ft,22,36
129,1,0:50.0,Defensive rebound by N. Mirotić,,22,36
130,1,0:39.0,Personal foul by J. Redick (drawn by N. Mirotić),,22,36
131,1,0:39.0,N. Mirotić misses free throw 1 of 2,,22,36
132,1,0:39.0,Offensive rebound by Team,,22,36
133,1,0:39.0,N. Mirotić makes free throw 2 of 2,,23,36
134,1,0:32.0,,J. Redick misses 3-pt jump shot from 26 ft,23,36
135,1,0:29.0,Defensive rebound by N. Mirotić,,23,36
136,1,0:22.0,J. Randle misses 2-pt layup from 1 ft,,23,36
137,1,0:19.0,Offensive rebound by D. Miller,,23,36
138,1,0:17.0,N. Mirotić misses 3-pt jump shot from 23 ft,,23,36
139,1,0:14.0,,Defensive rebound by M. Muscala,23,36
140,1,0:00.0,,J. Embiid makes 2-pt jump shot from 10 ft (assist by J. Redick),23,38
141,2,11:39.0,Shooting foul by F. Korkmaz (drawn by J. Randle),,23,38
142,2,11:39.0,J. Randle makes free throw 1 of 2,,24,38
143,2,11:39.0,J. Randle makes free throw 2 of 2,,25,38
144,2,11:25.0,,T. McConnell misses 3-pt jump shot from 24 ft,25,38
145,2,11:24.0,Defensive rebound by Team,,25,38
146,2,11:19.0,Turnover by J. Randle (bad pass; steal by F. Korkmaz),,25,38
147,2,11:12.0,,F. Korkmaz makes 2-pt layup from 3 ft,25,40
148,2,11:07.0,D. Miller makes 3-pt jump shot from 26 ft (assist by I. Clark),,28,40
149,2,10:56.0,,F. Korkmaz misses 2-pt jump shot from 21 ft,28,40
150,2,10:54.0,Defensive rebound by J. Randle,,28,40
151,2,10:48.0,J. Randle misses 2-pt layup from 2 ft,,28,40
152,2,10:48.0,Offensive rebound by Team,,28,40
153,2,10:48.0,,Loose ball foul by M. Muscala (drawn by N. Mirotić),28,40
154,2,10:48.0,,W. Chandler enters the game for M. Muscala,28,40
155,2,10:41.0,J. Holiday makes 2-pt hook shot from 5 ft,,30,40
156,2,10:25.0,,J. Embiid misses 3-pt jump shot from 25 ft,30,40
157,2,10:22.0,Defensive rebound by D. Miller,,30,40
158,2,10:17.0,Shooting foul by T. McConnell (drawn by J. Holiday),,30,40
159,2,10:17.0,J. Holiday makes free throw 1 of 2,,31,40
160,2,10:17.0,J. Holiday makes free throw 2 of 2,,32,40
161,2,10:06.0,,F. Korkmaz misses 3-pt jump shot from 26 ft,32,40
162,2,9:57.0,,Offensive rebound by J. Embiid,32,40
163,2,9:57.0,,J. Embiid misses 2-pt layup from 1 ft,32,40
164,2,9:56.0,Defensive rebound by J. Randle,,32,40
165,2,9:55.0,N. Mirotić misses 3-pt jump shot from 26 ft,,32,40
166,2,9:52.0,,Defensive rebound by J. Redick,32,40
167,2,9:52.0,A. Davis enters the game for J. Randle,,32,40
168,2,9:52.0,,L. Shamet enters the game for F. Korkmaz,32,40
169,2,9:44.0,,J. Redick misses 3-pt jump shot from 24 ft,32,40
170,2,9:42.0,Defensive rebound by A. Davis,,32,40
171,2,9:34.0,J. Holiday makes 3-pt jump shot from 25 ft (assist by A. Davis),,35,40
172,2,9:18.0,,J. Embiid makes 2-pt dunk from 1 ft (assist by J. Redick),35,42
173,2,9:13.0,Turnover by A. Davis (out of bounds lost ball),,35,42
174,2,9:02.0,,J. Redick makes 2-pt jump shot from 13 ft,35,44
175,2,8:52.0,J. Holiday misses 2-pt layup from 2 ft (block by J. Embiid),,35,44
176,2,8:49.0,Offensive rebound by A. Davis,,35,44
177,2,8:48.0,A. Davis makes 2-pt dunk from 2 ft,,37,44
178,2,8:43.0,,Turnover by J. Embiid (lost ball; steal by J. Holiday),37,44
179,2,8:38.0,J. Holiday makes 2-pt layup from 3 ft (assist by A. Davis),,39,44
180,2,8:38.0,,Philadelphia full timeout,39,44
181,2,8:25.0,,Shooting foul by N. Mirotić (drawn by J. Embiid),39,44
182,2,8:25.0,,J. Embiid makes free throw 1 of 2,39,45
183,2,8:25.0,,J. Butler enters the game for T. McConnell,39,45
184,2,8:25.0,,B. Simmons enters the game for J. Redick,39,45
185,2,8:25.0,,J. Embiid misses free throw 2 of 2,39,45
186,2,8:22.0,Defensive rebound by N. Mirotić,,39,45
187,2,8:15.0,J. Holiday misses 3-pt jump shot from 26 ft,,39,45
188,2,8:09.0,Offensive rebound by A. Davis,,39,45
189,2,8:07.0,D. Miller makes 3-pt jump shot from 26 ft (assist by J. Holiday),,42,45
190,2,8:03.0,,Turnover by B. Simmons (traveling),42,45
191,2,7:54.0,A. Davis misses 2-pt jump shot from 8 ft,,42,45
192,2,7:50.0,,Defensive rebound by J. Embiid,42,45
193,2,7:28.0,,W. Chandler makes 2-pt jump shot from 7 ft (assist by J. Embiid),42,47
194,2,7:19.0,Turnover by A. Davis (out of bounds lost ball),,42,47
195,2,7:19.0,J. Randle enters the game for N. Mirotić,,42,47
196,2,7:19.0,,A. Johnson enters the game for J. Embiid,42,47
197,2,7:10.0,,Shooting foul by J. Randle (drawn by A. Johnson),42,47
198,2,7:10.0,,A. Johnson makes free throw 1 of 2,42,48
199,2,7:10.0,E. Moore enters the game for J. Holiday,,42,48
200,2,7:10.0,,A. Johnson makes free throw 2 of 2,42,49
201,2,6:57.0,E. Moore misses 3-pt jump shot from 24 ft,,42,49
202,2,6:53.0,,Defensive rebound by W. Chandler,42,49
203,2,6:48.0,,W. Chandler makes 2-pt layup from 2 ft,42,51
204,2,6:37.0,D. Miller misses 3-pt jump shot from 26 ft,,42,51
205,2,6:34.0,,Defensive rebound by L. Shamet,42,51
206,2,6:31.0,,J. Butler makes 2-pt layup from 3 ft,42,53
207,2,6:31.0,,Shooting foul by E. Moore (drawn by J. Butler),42,53
208,2,6:31.0,W. Johnson enters the game for D. Miller,,42,53
209,2,6:31.0,,J. Butler makes free throw 1 of 1,42,54
210,2,6:25.0,Personal foul by L. Shamet (drawn by A. Davis),,42,54
211,2,6:11.0,J. Randle misses 2-pt layup from 4 ft (block by B. Simmons),,42,54
212,2,6:08.0,Offensive rebound by J. Randle,,42,54
213,2,6:07.0,J. Randle makes 2-pt layup from 3 ft,,44,54
214,2,6:01.0,,Turnover by A. Johnson (traveling),44,54
215,2,5:51.0,W. Johnson makes 3-pt jump shot from 26 ft,,47,54
216,2,5:37.0,,B. Simmons makes 2-pt hook shot from 3 ft (assist by A. Johnson),47,56
217,2,5:37.0,,Shooting foul by J. Randle (drawn by B. Simmons),47,56
218,2,5:37.0,,B. Simmons makes free throw 1 of 1,47,57
219,2,5:30.0,Personal foul by B. Simmons (drawn by J. Randle),,47,57
220,2,5:30.0,J. Randle makes free throw 1 of 2,,48,57
221,2,5:30.0,J. Randle makes free throw 2 of 2,,49,57
222,2,5:09.0,,J. Butler misses 2-pt jump shot from 12 ft,49,57
223,2,5:09.0,,Offensive rebound by Team,49,57
224,2,5:09.0,J. Holiday enters the game for I. Clark,,49,57
225,2,5:09.0,N. Mirotić enters the game for A. Davis,,49,57
226,2,4:59.0,,B. Simmons makes 2-pt layup from 3 ft,49,59
227,2,4:44.0,E. Moore misses 3-pt jump shot from 24 ft,,49,59
228,2,4:40.0,,Defensive rebound by B. Simmons,49,59
229,2,4:35.0,,B. Simmons makes 2-pt layup from 2 ft,49,61
230,2,4:28.0,Shooting foul by A. Johnson (drawn by J. Randle),,49,61
231,2,4:28.0,J. Randle makes free throw 1 of 2,,50,61
232,2,4:28.0,A. Davis enters the game for W. Johnson,,50,61
233,2,4:28.0,,T. McConnell enters the game for W. Chandler,50,61
234,2,4:28.0,,J. Redick enters the game for L. Shamet,50,61
235,2,4:28.0,J. Randle makes free throw 2 of 2,,51,61
236,2,4:08.0,,J. Butler makes 2-pt jump shot from 12 ft,51,63
237,2,3:53.0,Turnover by J. Holiday (lost ball; steal by J. Butler),,51,63
238,2,3:44.0,,T. McConnell misses 2-pt jump shot from 12 ft,51,63
239,2,3:41.0,Defensive rebound by N. Mirotić,,51,63
240,2,3:35.0,Turnover by N. Mirotić (bad pass),,51,63
241,2,3:26.0,,J. Butler misses 2-pt jump shot from 11 ft,51,63
242,2,3:23.0,Defensive rebound by J. Randle,,51,63
243,2,3:10.0,A. Davis makes 2-pt dunk from 2 ft (assist by J. Holiday),,53,63
244,2,2:57.0,,J. Redick makes 2-pt layup from 1 ft (assist by A. Johnson),53,65
245,2,2:39.0,E. Moore makes 2-pt layup from 2 ft (assist by J. Holiday),,55,65
246,2,2:25.0,,J. Redick misses 3-pt jump shot from 27 ft,55,65
247,2,2:22.0,,Offensive rebound by J. Butler,55,65
248,2,2:19.0,,J. Redick misses 2-pt jump shot from 18 ft,55,65
249,2,2:19.0,Defensive rebound by J. Randle,,55,65
250,2,2:11.0,Turnover by J. Holiday (bad pass; steal by T. McConnell),,55,65
251,2,2:05.0,,A. Johnson misses 2-pt dunk from 1 ft,55,65
252,2,2:03.0,Defensive rebound by N. Mirotić,,55,65
253,2,1:57.0,Turnover by J. Holiday (bad pass),,55,65
254,2,1:57.0,New Orleans full timeout,,55,65
255,2,1:57.0,,J. Embiid enters the game for A. Johnson,55,65
256,2,1:43.0,,Turnover by B. Simmons (bad pass; steal by A. Davis),55,65
257,2,1:39.0,N. Mirotić misses 3-pt jump shot from 26 ft,,55,65
258,2,1:35.0,Offensive rebound by J. Randle,,55,65
259,2,1:34.0,J. Randle misses 2-pt layup from 2 ft,,55,65
260,2,1:32.0,,Defensive rebound by B. Simmons,55,65
261,2,1:27.0,,B. Simmons misses 2-pt hook shot from 3 ft,55,65
262,2,1:27.0,,Offensive rebound by Team,55,65
263,2,1:25.0,,J. Redick misses 3-pt jump shot from 23 ft,55,65
264,2,1:21.0,Defensive rebound by N. Mirotić,,55,65
265,2,1:09.0,Turnover by A. Davis (bad pass),,55,65
266,2,0:51.0,,J. Embiid misses 2-pt hook shot from 7 ft,55,65
267,2,0:51.0,,Offensive rebound by Team,55,65
268,2,0:51.0,,Turnover by J. Embiid (traveling),55,65
269,2,0:33.0,E. Moore makes 2-pt layup from 3 ft,,57,65
270,2,0:19.0,,B. Simmons makes 2-pt hook shot from 4 ft,57,67
271,3,11:51.0,E. Moore makes 2-pt layup from 5 ft (assist by A. Davis),,59,67
272,3,11:28.0,,W. Chandler makes 2-pt jump shot from 20 ft,59,69
273,3,11:09.0,E. Moore misses 2-pt jump shot from 16 ft,,59,69
274,3,11:05.0,Offensive rebound by A. Davis,,59,69
275,3,11:03.0,E. Moore makes 3-pt jump shot from 23 ft (assist by A. Davis),,62,69
276,3,10:55.0,,B. Simmons misses 2-pt layup from 2 ft (block by A. Davis),62,69
277,3,10:55.0,Defensive rebound by Team,,62,69
278,3,10:39.0,W. Johnson misses 2-pt jump shot from 20 ft,,62,69
279,3,10:36.0,,Defensive rebound by J. Redick,62,69
280,3,10:25.0,,J. Butler misses 2-pt jump shot from 9 ft,62,69
281,3,10:25.0,Defensive rebound by Team,,62,69
282,3,10:25.0,,Loose ball foul by B. Simmons (drawn by J. Holiday),62,69
283,3,10:07.0,E. Moore misses 3-pt jump shot from 23 ft,,62,69
284,3,10:04.0,,Defensive rebound by B. Simmons,62,69
285,3,10:00.0,,W. Chandler makes 2-pt layup from 1 ft (assist by B. Simmons),62,71
286,3,9:46.0,N. Mirotić misses 3-pt jump shot from 26 ft,,62,71
287,3,9:44.0,,Defensive rebound by J. Embiid,62,71
288,3,9:30.0,,B. Simmons misses 2-pt hook shot from 9 ft,62,71
289,3,9:28.0,Defensive rebound by A. Davis,,62,71
290,3,9:20.0,E. Moore makes 2-pt layup from 2 ft (assist by A. Davis),,64,71
291,3,9:08.0,,J. Embiid makes 2-pt hook shot from 11 ft,64,73
292,3,9:00.0,E. Moore makes 2-pt layup from 2 ft (assist by J. Holiday),,66,73
293,3,8:42.0,,J. Redick makes 2-pt layup from 1 ft (assist by B. Simmons),66,75
294,3,8:42.0,,Shooting foul by W. Johnson (drawn by J. Redick),66,75
295,3,8:42.0,,J. Redick makes free throw 1 of 1,66,76
296,3,8:34.0,J. Holiday makes 2-pt layup from 2 ft,,68,76
297,3,8:18.0,,B. Simmons misses 2-pt jump shot from 9 ft,68,76
298,3,8:15.0,Defensive rebound by N. Mirotić,,68,76
299,3,8:08.0,J. Holiday misses 3-pt jump shot from 26 ft,,68,76
300,3,8:07.0,Offensive rebound by W. Johnson,,68,76
301,3,8:05.0,Shooting foul by J. Embiid (drawn by A. Davis),,68,76
302,3,8:05.0,A. Davis misses free throw 1 of 2,,68,76
303,3,8:05.0,Offensive rebound by Team,,68,76
304,3,8:05.0,A. Davis misses free throw 2 of 2,,68,76
305,3,8:03.0,,Defensive rebound by B. Simmons,68,76
306,3,7:50.0,,B. Simmons makes 2-pt jump shot from 9 ft (assist by J. Butler),68,78
307,3,7:50.0,,Shooting foul by N. Mirotić (drawn by B. Simmons),68,78
308,3,7:50.0,,B. Simmons makes free throw 1 of 1,68,79
309,3,7:28.0,J. Holiday makes 2-pt jump shot from 17 ft,,70,79
310,3,7:17.0,,J. Redick misses 2-pt jump shot from 19 ft,70,79
311,3,7:14.0,Defensive rebound by A. Davis,,70,79
312,3,7:04.0,N. Mirotić misses 2-pt jump shot from 8 ft,,70,79
313,3,7:02.0,Offensive rebound by N. Mirotić,,70,79
314,3,6:58.0,E. Moore makes 2-pt layup from 4 ft (assist by W. Johnson),,72,79
315,3,6:40.0,,J. Embiid misses 3-pt jump shot from 27 ft,72,79
316,3,6:38.0,Defensive rebound by A. Davis,,72,79
317,3,6:33.0,E. Moore misses 2-pt jump shot from 8 ft,,72,79
318,3,6:31.0,,Defensive rebound by J. Embiid,72,79
319,3,6:22.0,,B. Simmons makes 2-pt layup from 2 ft (assist by J. Butler),72,81
320,3,6:22.0,New Orleans full timeout,,72,81
321,3,6:22.0,J. Randle enters the game for N. Mirotić,,72,81
322,3,6:22.0,,A. Johnson enters the game for J. Embiid,72,81
323,3,6:22.0,,L. Shamet enters the game for J. Redick,72,81
324,3,6:06.0,J. Holiday misses 2-pt jump shot from 21 ft,,72,81
325,3,6:03.0,,Defensive rebound by B. Simmons,72,81
326,3,5:46.0,,J. Butler misses 2-pt jump shot from 15 ft,72,81
327,3,5:44.0,Defensive rebound by A. Davis,,72,81
328,3,5:32.0,A. Davis misses 2-pt jump shot from 17 ft,,72,81
329,3,5:29.0,,Defensive rebound by W. Chandler,72,81
330,3,5:22.0,,L. Shamet makes 3-pt jump shot from 26 ft (assist by B. Simmons),72,84
331,3,5:02.0,Shooting foul by B. Simmons (drawn by J. Randle),,72,84
332,3,5:02.0,J. Randle makes free throw 1 of 2,,73,84
333,3,5:02.0,J. Randle misses free throw 2 of 2,,73,84
334,3,5:00.0,Offensive rebound by W. Johnson,,73,84
335,3,4:53.0,W. Johnson misses 3-pt jump shot from 24 ft,,73,84
336,3,4:49.0,,Defensive rebound by J. Butler,73,84
337,3,4:40.0,,Shooting foul by A. Davis (drawn by L. Shamet),73,84
338,3,4:40.0,,L. Shamet makes free throw 1 of 3,73,85
339,3,4:40.0,,L. Shamet makes free throw 2 of 3,73,86
340,3,4:40.0,,L. Shamet makes free throw 3 of 3,73,87
341,3,4:27.0,Turnover by A. Davis (bad pass),,73,87
342,3,4:18.0,,Offensive foul by A. Johnson (drawn by W. Johnson),73,87
343,3,4:18.0,,Turnover by A. Johnson (offensive foul),73,87
344,3,4:18.0,D. Miller enters the game for A. Davis,,73,87
345,3,4:18.0,N. Mirotić enters the game for E. Moore,,73,87
346,3,4:06.0,J. Holiday makes 2-pt layup from 2 ft,,75,87
347,3,4:03.0,,Philadelphia full timeout,75,87
348,3,4:03.0,F. Jackson enters the game for W. Johnson,,75,87
349,3,4:03.0,,M. Muscala enters the game for J. Butler,75,87
350,3,4:03.0,,J. Redick enters the game for W. Chandler,75,87
351,3,3:52.0,,J. Redick makes 2-pt jump shot from 17 ft (assist by A. Johnson),75,89
352,3,3:29.0,J. Randle makes 2-pt layup from 1 ft,,77,89
353,3,3:07.0,,M. Muscala misses 3-pt jump shot from 26 ft,77,89
354,3,3:06.0,Loose ball foul by N. Mirotić (drawn by A. Johnson),,77,89
355,3,3:06.0,,Offensive rebound by Team,77,89
356,3,3:06.0,,J. Embiid enters the game for A. Johnson,77,89
357,3,3:06.0,,T. McConnell enters the game for B. Simmons,77,89
358,3,2:51.0,,J. Embiid misses 2-pt jump shot from 18 ft,77,89
359,3,2:49.0,,Offensive rebound by Team,77,89
360,3,2:49.0,Loose ball foul by N. Mirotić (drawn by M. Muscala),,77,89
361,3,2:49.0,,M. Muscala misses free throw 1 of 2,77,89
362,3,2:49.0,,Offensive rebound by Team,77,89
363,3,2:49.0,A. Davis enters the game for N. Mirotić,,77,89
364,3,2:49.0,,M. Muscala makes free throw 2 of 2,77,90
365,3,2:31.0,J. Holiday makes 2-pt layup from 1 ft,,79,90
366,3,2:22.0,,Turnover by T. McConnell (dbl dribble),79,90
367,3,2:05.0,A. Davis misses 3-pt jump shot from 26 ft,,79,90
368,3,2:01.0,,Defensive rebound by L. Shamet,79,90
369,3,1:49.0,,T. McConnell misses 2-pt jump shot from 13 ft,79,90
370,3,1:45.0,Defensive rebound by J. Randle,,79,90
371,3,1:40.0,D. Miller misses 2-pt jump shot from 17 ft,,79,90
372,3,1:38.0,,Defensive rebound by Team,79,90
373,3,1:20.0,,J. Embiid misses 2-pt jump shot from 4 ft (block by A. Davis),79,90
374,3,1:17.0,Defensive rebound by A. Davis,,79,90
375,3,1:13.0,J. Randle makes 3-pt jump shot from 27 ft (assist by A. Davis),,82,90
376,3,1:01.0,,Personal foul by J. Randle (drawn by J. Embiid),82,90
377,3,1:01.0,,J. Embiid misses free throw 1 of 2,82,90
378,3,1:01.0,,Offensive rebound by Team,82,90
379,3,1:01.0,E. Moore enters the game for J. Holiday,,82,90
380,3,1:01.0,,J. Embiid makes free throw 2 of 2,82,91
381,3,0:38.0,E. Moore misses 2-pt jump shot from 19 ft,,82,91
382,3,0:35.0,,Defensive rebound by J. Embiid,82,91
383,3,0:30.0,,M. Muscala makes 3-pt jump shot from 27 ft (assist by T. McConnell),82,94
384,3,0:14.0,A. Davis makes 2-pt jump shot from 19 ft (assist by E. Moore),,84,94
385,3,0:03.0,,J. Embiid makes 2-pt dunk from 1 ft (assist by M. Muscala),84,96
386,3,0:00.0,J. Randle makes 3-pt jump shot from 34 ft,,87,96
