,QUARTER,TIME_REMAINING,UTAH_ACTION,PHILADELPHIA_ACTION,UTAH_SCORE,PHILADELPHIA_SCORE
28,1,8:28.0,D. Mitchell misses 2-pt layup from 6 ft (block by J. Embiid),,4,12
29,1,8:27.0,,Defensive rebound by J. Embiid,4,12
30,1,8:27.0,,Personal foul by R. Gobert (drawn by J. Embiid),4,12
31,1,8:16.0,,Shooting foul by J. Ingles (drawn by J. Embiid),4,12
32,1,8:16.0,,J. Embiid makes free throw 1 of 2,4,13
33,1,8:16.0,J. Crowder enters the game for D. Favors,,4,13
34,1,8:16.0,,J. Embiid makes free throw 2 of 2,4,14
35,1,7:52.0,D. Mitchell misses 3-pt jump shot from 26 ft,,4,14
36,1,7:49.0,,Defensive rebound by J. Embiid,4,14
37,1,7:37.0,,W. Chandler makes 2-pt jump shot from 6 ft,4,16
38,1,7:24.0,Personal foul by W. Chandler (drawn by J. Crowder),,4,16
39,1,7:24.0,,A. Johnson enters the game for W. Chandler,4,16
40,1,7:24.0,,M. Muscala enters the game for J. Embiid,4,16
41,1,7:24.0,,L. Shamet enters the game for J. Redick,4,16
42,1,7:17.0,J. Ingles makes 2-pt layup from 3 ft (assist by R. Gobert),,6,16
43,1,6:58.0,,M. Muscala makes 3-pt jump shot from 23 ft (assist by J. Butler),6,19
44,1,6:40.0,D. Mitchell misses 2-pt jump shot from 14 ft,,6,19
45,1,6:38.0,,Defensive rebound by B. Simmons,6,19
46,1,6:33.0,,J. Butler makes 2-pt layup from 1 ft (assist by B. Simmons),6,21
47,1,6:20.0,Shooting foul by A. Johnson (drawn by R. Gobert),,6,21
48,1,6:20.0,R. Gobert makes free throw 1 of 2,,7,21
49,1,6:20.0,A. Burks enters the game for D. Mitchell,,7,21
50,1,6:20.0,R. Gobert makes free throw 2 of 2,,8,21
51,1,6:04.0,,B. Simmons misses 2-pt jump shot from 6 ft,8,21
52,1,6:03.0,Defensive rebound by A. Burks,,8,21
53,1,6:03.0,Personal foul by A. Johnson (drawn by R. Gobert),,8,21
54,1,6:03.0,D. Favors enters the game for R. Gobert,,8,21
55,1,5:56.0,Personal foul by B. Simmons (drawn by D. Favors),,8,21
56,1,5:56.0,D. Favors makes free throw 1 of 2,,9,21
57,1,5:56.0,D. Favors misses free throw 2 of 2,,9,21
58,1,5:54.0,,Defensive rebound by B. Simmons,9,21
59,1,5:46.0,,Offensive foul by J. Butler (drawn by J. Ingles),9,21
60,1,5:46.0,,Turnover by J. Butler (offensive foul),9,21
61,1,5:36.0,Shooting foul by L. Shamet (drawn by R. Rubio),,9,21
62,1,5:36.0,R. Rubio misses free throw 1 of 2,,9,21
63,1,5:36.0,Offensive rebound by Team,,9,21
64,1,5:36.0,R. Rubio makes free throw 2 of 2,,10,21
65,1,5:19.0,,L. Shamet makes 3-pt jump shot from 24 ft (assist by J. Butler),10,24
66,1,5:12.0,Personal foul by M. Muscala (drawn by J. Crowder),,10,24
67,1,5:12.0,J. Crowder makes free throw 1 of 2,,11,24
68,1,5:12.0,J. Crowder makes free throw 2 of 2,,12,24
69,1,5:01.0,,Turnover by L. Shamet (bad pass),12,24
70,1,4:52.0,J. Crowder misses 2-pt layup from 3 ft,,12,24
71,1,4:50.0,Offensive rebound by Team,,12,24
72,1,4:34.0,J. Ingles misses 2-pt jump shot from 20 ft,,12,24
73,1,4:31.0,,Defensive rebound by B. Simmons,12,24
74,1,4:29.0,,Shooting foul by A. Burks (drawn by B. Simmons),12,24
75,1,4:29.0,,B. Simmons makes free throw 1 of 2,12,25
76,1,4:29.0,,B. Simmons misses free throw 2 of 2,12,25
77,1,4:28.0,Defensive rebound by J. Crowder,,12,25
78,1,4:21.0,R. Rubio makes 3-pt jump shot from 26 ft,,15,25
79,1,3:58.0,,A. Johnson makes 3-pt jump shot from 26 ft (assist by B. Simmons),15,28
80,1,3:36.0,D. Favors makes 2-pt layup from 3 ft (assist by A. Burks),,17,28
81,1,3:36.0,,Philadelphia full timeout,17,28
82,1,3:36.0,D. Exum enters the game for J. Ingles,,17,28
83,1,3:36.0,R. O'Neale enters the game for R. Rubio,,17,28
84,1,3:36.0,,J. Embiid enters the game for J. Butler,17,28
85,1,3:36.0,,M. Fultz enters the game for A. Johnson,17,28
86,1,3:36.0,,F. Korkmaz enters the game for L. Shamet,17,28
87,1,3:36.0,,J. Redick enters the game for B. Simmons,17,28
88,1,3:20.0,,M. Fultz makes 2-pt jump shot from 19 ft,17,30
89,1,3:01.0,D. Favors makes 2-pt dunk at rim (assist by D. Exum),,19,30
90,1,2:40.0,,M. Muscala makes 3-pt jump shot from 23 ft (assist by M. Fultz),19,33
91,1,2:29.0,Shooting foul by F. Korkmaz (drawn by J. Crowder),,19,33
92,1,2:29.0,J. Crowder misses free throw 1 of 2,,19,33
93,1,2:29.0,Offensive rebound by Team,,19,33
94,1,2:29.0,R. Gobert enters the game for D. Favors,,19,33
95,1,2:29.0,J. Crowder makes free throw 2 of 2,,20,33
96,1,2:21.0,,Personal foul by R. O'Neale (drawn by M. Fultz),20,33
97,1,2:21.0,,M. Fultz makes free throw 1 of 2,20,34
98,1,2:21.0,,M. Fultz misses free throw 2 of 2,20,34
99,1,2:19.0,Defensive rebound by R. Gobert,,20,34
100,1,2:12.0,Turnover by D. Exum (lost ball; steal by M. Muscala),,20,34
101,1,1:58.0,,Shooting foul by A. Burks (drawn by J. Embiid),20,34
102,1,1:58.0,,J. Embiid makes free throw 1 of 2,20,35
103,1,1:58.0,,J. Embiid makes free throw 2 of 2,20,36
104,1,1:42.0,J. Crowder misses 2-pt jump shot from 15 ft,,20,36
105,1,1:37.0,,Defensive rebound by F. Korkmaz,20,36
106,1,1:37.0,D. Mitchell enters the game for A. Burks,,20,36
107,1,1:34.0,,Personal foul by R. O'Neale (drawn by J. Redick),20,36
108,1,1:34.0,,J. Redick misses free throw 1 of 2,20,36
109,1,1:34.0,,Offensive rebound by Team,20,36
110,1,1:34.0,,J. Redick misses free throw 2 of 2,20,36
111,1,1:31.0,Defensive rebound by R. Gobert,,20,36
112,1,1:23.0,D. Exum makes 2-pt layup from 1 ft,,22,36
113,1,1:03.0,,J. Embiid misses 3-pt jump shot from 25 ft,22,36
114,1,1:01.0,Defensive rebound by D. Exum,,22,36
115,1,0:56.0,D. Mitchell misses 3-pt jump shot from 24 ft,,22,36
116,1,0:51.0,Offensive rebound by Team,,22,36
117,1,0:48.0,D. Mitchell misses 3-pt jump shot from 25 ft,,22,36
118,1,0:45.0,,Defensive rebound by F. Korkmaz,22,36
119,1,0:32.0,,Turnover by M. Fultz (lost ball; steal by D. Mitchell),22,36
120,1,0:29.0,D. Mitchell makes 2-pt layup from 4 ft,,24,36
121,1,0:10.0,,J. Redick makes 2-pt jump shot from 20 ft (assist by J. Embiid),24,38
122,1,0:00.0,Offensive foul by D. Exum (drawn by M. Muscala),,24,38
123,1,0:00.0,Turnover by D. Exum (offensive foul),,24,38
124,2,11:41.0,,J. Embiid misses 2-pt jump shot from 8 ft,24,38
125,2,11:39.0,Defensive rebound by J. Crowder,,24,38
126,2,11:34.0,D. Mitchell misses 2-pt layup from 5 ft (block by J. Embiid),,24,38
127,2,11:34.0,Offensive rebound by Team,,24,38
128,2,11:30.0,R. Gobert misses 2-pt layup from 2 ft,,24,38
129,2,11:28.0,,Defensive rebound by J. Redick,24,38
130,2,11:17.0,,J. Embiid misses 2-pt hook shot from 7 ft,24,38
131,2,11:15.0,,Offensive rebound by F. Korkmaz,24,38
132,2,11:13.0,,F. Korkmaz makes 2-pt jump shot from 12 ft,24,40
133,2,10:58.0,D. Mitchell misses 2-pt jump shot from 6 ft,,24,40
134,2,10:57.0,Offensive rebound by Team,,24,40
135,2,10:57.0,,Loose ball foul by J. Embiid (drawn by R. Gobert),24,40
136,2,10:49.0,D. Exum misses 2-pt layup from 3 ft,,24,40
137,2,10:49.0,,Defensive rebound by Team,24,40
138,2,10:49.0,Loose ball foul by R. Gobert (drawn by J. Embiid),,24,40
139,2,10:49.0,D. Favors enters the game for R. Gobert,,24,40
140,2,10:30.0,,J. Embiid misses 2-pt layup from 3 ft (block by D. Mitchell),24,40
141,2,10:30.0,Defensive rebound by Team,,24,40
142,2,10:17.0,D. Mitchell makes 2-pt jump shot from 16 ft,,26,40
143,2,10:03.0,,Turnover by J. Redick (bad pass; steal by R. O'Neale),26,40
144,2,9:59.0,D. Mitchell makes 2-pt dunk from 1 ft (assist by R. O'Neale),,28,40
145,2,9:59.0,,Philadelphia full timeout,28,40
146,2,9:59.0,T. Sefolosha enters the game for J. Crowder,,28,40
147,2,9:41.0,,M. Fultz misses 2-pt jump shot from 16 ft,28,40
148,2,9:37.0,Defensive rebound by T. Sefolosha,,28,40
149,2,9:30.0,D. Mitchell makes 2-pt jump shot from 13 ft,,30,40
150,2,9:15.0,,J. Embiid makes 2-pt layup at rim (assist by F. Korkmaz),30,42
151,2,8:59.0,D. Exum makes 2-pt hook shot from 3 ft,,32,42
152,2,8:48.0,,J. Embiid misses 3-pt jump shot from 26 ft,32,42
153,2,8:45.0,Defensive rebound by T. Sefolosha,,32,42
154,2,8:39.0,D. Mitchell misses 3-pt jump shot from 26 ft,,32,42
155,2,8:36.0,,Defensive rebound by W. Chandler,32,42
156,2,8:25.0,,Turnover by W. Chandler (bad pass; steal by D. Favors),32,42
157,2,8:22.0,Personal take foul by W. Chandler (drawn by D. Mitchell),,32,42
158,2,8:22.0,A. Burks enters the game for D. Mitchell,,32,42
159,2,8:22.0,,J. Butler enters the game for J. Embiid,32,42
160,2,8:22.0,,M. Muscala enters the game for M. Fultz,32,42
161,2,8:22.0,,B. Simmons enters the game for F. Korkmaz,32,42
162,2,8:09.0,D. Exum misses 2-pt layup from 1 ft,,32,42
163,2,8:08.0,Offensive rebound by D. Favors,,32,42
164,2,8:07.0,D. Favors makes 2-pt dunk at rim,,34,42
165,2,7:53.0,,J. Butler makes 2-pt jump shot from 10 ft,34,44
166,2,7:42.0,A. Burks misses 3-pt jump shot from 27 ft,,34,44
167,2,7:38.0,,Defensive rebound by W. Chandler,34,44
168,2,7:31.0,,Personal foul by R. O'Neale (drawn by B. Simmons),34,44
169,2,7:31.0,J. Ingles enters the game for D. Exum,,34,44
170,2,7:31.0,R. Rubio enters the game for R. O'Neale,,34,44
171,2,7:21.0,,W. Chandler misses 3-pt jump shot from 25 ft,34,44
172,2,7:17.0,Defensive rebound by T. Sefolosha,,34,44
173,2,7:08.0,J. Ingles misses 3-pt jump shot from 23 ft,,34,44
174,2,7:06.0,Offensive rebound by Team,,34,44
175,2,7:06.0,,A. Johnson enters the game for W. Chandler,34,44
176,2,7:00.0,Shooting foul by A. Johnson (drawn by A. Burks),,34,44
177,2,7:00.0,A. Burks misses free throw 1 of 2,,34,44
178,2,7:00.0,Offensive rebound by Team,,34,44
179,2,7:00.0,E. Udoh enters the game for D. Favors,,34,44
180,2,7:00.0,A. Burks makes free throw 2 of 2,,35,44
181,2,6:48.0,,J. Butler misses 2-pt jump shot from 10 ft,35,44
182,2,6:45.0,,Offensive rebound by A. Johnson,35,44
183,2,6:44.0,,A. Johnson makes 2-pt hook shot from 6 ft,35,46
184,2,6:38.0,Turnover by E. Udoh (out of bounds lost ball),,35,46
185,2,6:31.0,,Turnover by B. Simmons (lost ball; steal by J. Ingles),35,46
186,2,6:31.0,Personal foul by B. Simmons (drawn by J. Ingles),,35,46
187,2,6:08.0,T. Sefolosha makes 2-pt jump shot from 12 ft (assist by R. Rubio),,37,46
188,2,5:56.0,,J. Redick makes 2-pt jump shot from 11 ft (assist by A. Johnson),37,48
189,2,5:36.0,R. Rubio makes 2-pt jump shot from 14 ft,,39,48
190,2,5:22.0,,J. Butler makes 2-pt layup from 2 ft (assist by A. Johnson),39,50
191,2,5:10.0,,Violation by Team (kicked ball),39,50
192,2,5:10.0,D. Favors enters the game for A. Burks,,39,50
193,2,5:10.0,D. Mitchell enters the game for E. Udoh,,39,50
194,2,5:10.0,,L. Shamet enters the game for J. Redick,39,50
195,2,4:59.0,J. Ingles makes 2-pt layup from 1 ft,,41,50
196,2,4:41.0,,B. Simmons misses 2-pt layup from 2 ft,41,50
197,2,4:37.0,,Offensive rebound by A. Johnson,41,50
198,2,4:37.0,,A. Johnson makes 2-pt dunk at rim,41,52
199,2,4:36.0,Shooting foul by L. Shamet (drawn by R. Rubio),,41,52
200,2,4:36.0,R. Rubio makes free throw 1 of 2,,42,52
201,2,4:36.0,R. Rubio makes free throw 2 of 2,,43,52
202,2,4:19.0,,Turnover by A. Johnson (lost ball; steal by J. Ingles),43,52
203,2,4:13.0,R. Rubio misses 3-pt jump shot from 23 ft,,43,52
204,2,4:11.0,,Defensive rebound by L. Shamet,43,52
205,2,3:59.0,,B. Simmons misses 2-pt jump shot from 5 ft (block by D. Favors),43,52
206,2,3:57.0,Defensive rebound by D. Favors,,43,52
207,2,3:54.0,D. Mitchell misses 3-pt jump shot from 26 ft,,43,52
208,2,3:51.0,Offensive rebound by D. Favors,,43,52
209,2,3:49.0,D. Favors makes 2-pt dunk from 3 ft,,45,52
210,2,3:30.0,,M. Muscala misses 2-pt jump shot from 15 ft,45,52
211,2,3:27.0,Defensive rebound by J. Ingles,,45,52
212,2,3:22.0,D. Mitchell misses 3-pt jump shot from 27 ft,,45,52
213,2,3:20.0,,Defensive rebound by A. Johnson,45,52
214,2,3:12.0,,A. Johnson misses 3-pt jump shot from 26 ft,45,52
215,2,3:10.0,Defensive rebound by D. Favors,,45,52
216,2,3:10.0,Personal foul by M. Muscala (drawn by D. Favors),,45,52
217,2,3:10.0,J. Crowder enters the game for T. Sefolosha,,45,52
218,2,3:10.0,,J. Embiid enters the game for A. Johnson,45,52
219,2,3:10.0,D. Favors misses free throw 1 of 2,,45,52
220,2,3:10.0,Offensive rebound by Team,,45,52
221,2,3:10.0,D. Favors makes free throw 2 of 2,,46,52
222,2,3:04.0,,Personal foul by J. Ingles (drawn by L. Shamet),46,52
223,2,2:55.0,,Shooting foul by D. Favors (drawn by J. Butler),46,52
224,2,2:55.0,Utah full timeout,,46,52
225,2,2:55.0,,J. Butler misses free throw 1 of 2,46,52
226,2,2:55.0,,Offensive rebound by Team,46,52
227,2,2:55.0,,J. Butler misses free throw 2 of 2,46,52
228,2,2:52.0,Defensive rebound by D. Favors,,46,52
229,2,2:40.0,D. Mitchell misses 2-pt layup from 4 ft (block by J. Embiid),,46,52
230,2,2:40.0,Offensive rebound by Team,,46,52
231,2,2:34.0,J. Crowder misses 3-pt jump shot from 26 ft (block by B. Simmons),,46,52
232,2,2:30.0,,Defensive rebound by J. Embiid,46,52
233,2,2:21.0,,J. Butler makes 2-pt dunk from 1 ft (assist by L. Shamet),46,54
234,2,2:07.0,Personal foul by J. Embiid (drawn by D. Favors),,46,54
235,2,2:07.0,D. Favors misses free throw 1 of 2,,46,54
236,2,2:07.0,Offensive rebound by Team,,46,54
237,2,2:07.0,D. Favors makes free throw 2 of 2,,47,54
238,2,1:47.0,,J. Embiid misses 2-pt jump shot from 13 ft,47,54
239,2,1:45.0,Defensive rebound by Team,,47,54
240,2,1:30.0,D. Mitchell makes 2-pt layup from 1 ft,,49,54
241,2,1:19.0,,J. Embiid misses 2-pt layup from 2 ft,49,54
242,2,1:17.0,,Offensive rebound by Team,49,54
243,2,1:10.0,,L. Shamet misses 3-pt jump shot from 24 ft,49,54
244,2,1:08.0,,Offensive rebound by J. Embiid,49,54
245,2,1:08.0,,J. Embiid misses 2-pt layup from 4 ft (block by J. Ingles),49,54
246,2,1:08.0,,Offensive rebound by Team,49,54
247,2,1:08.0,,Offensive foul by J. Embiid (drawn by D. Favors),49,54
248,2,1:08.0,,Turnover by J. Embiid (offensive foul),49,54
249,2,1:08.0,,Technical foul by J. Embiid,49,54
250,2,1:08.0,R. Rubio makes technical free throw,,50,54
251,2,1:08.0,,A. Johnson enters the game for J. Embiid,50,54
252,2,0:56.0,D. Mitchell misses 2-pt jump shot from 19 ft,,50,54
253,2,0:52.0,,Defensive rebound by J. Butler,50,54
254,2,0:33.0,,J. Butler misses 3-pt jump shot from 26 ft,50,54
255,2,0:30.0,Defensive rebound by R. Rubio,,50,54
256,2,0:21.0,D. Favors makes 2-pt dunk from 1 ft (assist by J. Ingles),,52,54
257,3,11:46.0,,J. Embiid misses 2-pt hook shot from 2 ft,52,54
258,3,11:40.0,,Offensive rebound by W. Chandler,52,54
259,3,11:40.0,,W. Chandler misses 2-pt layup from 1 ft,52,54
260,3,11:39.0,Defensive rebound by D. Mitchell,,52,54
261,3,11:38.0,Shooting foul by J. Embiid (drawn by D. Mitchell),,52,54
262,3,11:38.0,D. Mitchell misses free throw 1 of 2,,52,54
263,3,11:38.0,Offensive rebound by Team,,52,54
264,3,11:38.0,,M. Muscala enters the game for J. Embiid,52,54
265,3,11:38.0,D. Mitchell makes free throw 2 of 2,,53,54
266,3,11:32.0,,B. Simmons misses 2-pt layup from 2 ft,53,54
267,3,11:32.0,Defensive rebound by Team,,53,54
268,3,11:20.0,Turnover by J. Ingles (bad pass; steal by B. Simmons),,53,54
269,3,11:14.0,,J. Redick misses 3-pt jump shot from 25 ft,53,54
270,3,11:10.0,Defensive rebound by R. Rubio,,53,54
271,3,11:09.0,Turnover by R. Rubio (lost ball; steal by J. Butler),,53,54
272,3,11:04.0,,J. Redick makes 2-pt layup from 2 ft,53,56
273,3,10:55.0,D. Mitchell misses 2-pt jump shot from 9 ft,,53,56
274,3,10:51.0,Offensive rebound by R. Gobert,,53,56
275,3,10:51.0,R. Gobert makes 2-pt layup at rim,,55,56
276,3,10:36.0,,B. Simmons makes 2-pt hook shot from 5 ft (assist by J. Butler),55,58
277,3,10:23.0,J. Ingles makes 3-pt jump shot from 25 ft (assist by R. Rubio),,58,58
278,3,10:12.0,,Personal foul by R. Rubio (drawn by B. Simmons),58,58
279,3,10:03.0,,J. Butler makes 2-pt jump shot from 10 ft,58,60
280,3,9:50.0,Personal foul by J. Redick (drawn by R. Gobert),,58,60
281,3,9:37.0,Turnover by R. Gobert (bad pass; steal by J. Butler),,58,60
282,3,9:34.0,,B. Simmons makes 2-pt dunk from 3 ft (assist by J. Butler),58,62
283,3,9:17.0,J. Ingles makes 2-pt layup from 5 ft,,60,62
284,3,8:59.0,,J. Redick makes 3-pt jump shot from 26 ft (assist by B. Simmons),60,65
285,3,8:44.0,Shooting foul by M. Muscala (drawn by R. Gobert),,60,65
286,3,8:44.0,R. Gobert misses free throw 1 of 2,,60,65
287,3,8:44.0,Offensive rebound by Team,,60,65
288,3,8:44.0,J. Crowder enters the game for D. Favors,,60,65
289,3,8:44.0,R. Gobert misses free throw 2 of 2,,60,65
290,3,8:42.0,,Defensive rebound by B. Simmons,60,65
291,3,8:26.0,,Turnover by M. Muscala (bad pass; steal by D. Mitchell),60,65
292,3,8:20.0,D. Mitchell misses 2-pt layup from 3 ft (block by M. Muscala),,60,65
293,3,8:19.0,,Defensive rebound by Team,60,65
294,3,8:01.0,,M. Muscala makes 3-pt jump shot from 25 ft (assist by B. Simmons),60,68
295,3,7:45.0,R. Rubio makes 2-pt jump shot from 20 ft,,62,68
296,3,7:39.0,,Shooting foul by R. Rubio (drawn by J. Redick),62,68
297,3,7:39.0,Utah full timeout,,62,68
298,3,7:39.0,D. Favors enters the game for R. Gobert,,62,68
299,3,7:39.0,,A. Johnson enters the game for W. Chandler,62,68
300,3,7:39.0,,J. Redick makes free throw 1 of 3,62,69
301,3,7:39.0,,J. Redick makes free throw 2 of 3,62,70
302,3,7:39.0,,J. Redick makes free throw 3 of 3,62,71
303,3,7:20.0,J. Ingles makes 2-pt layup from 3 ft,,64,71
304,3,6:58.0,Flagrant foul type 1 by J. Redick (drawn by R. Rubio),,64,71
305,3,6:58.0,,Turnover by J. Redick (turnover),64,71
306,3,6:58.0,R. Rubio misses flagrant free throw 1 of 2,,64,71
307,3,6:58.0,Offensive rebound by Team,,64,71
308,3,6:58.0,R. Rubio misses flagrant free throw 2 of 2,,64,71
309,3,6:58.0,Offensive rebound by Team,,64,71
310,3,6:49.0,R. Rubio misses 2-pt jump shot from 18 ft,,64,71
311,3,6:43.0,,Defensive rebound by M. Muscala,64,71
312,3,6:34.0,,Shooting foul by D. Favors (drawn by A. Johnson),64,71
313,3,6:34.0,,A. Johnson misses free throw 1 of 2,64,71
314,3,6:34.0,,Offensive rebound by Team,64,71
315,3,6:34.0,,A. Johnson makes free throw 2 of 2,64,72
316,3,6:21.0,J. Crowder makes 2-pt layup from 1 ft (assist by R. Rubio),,66,72
317,3,6:08.0,,Turnover by J. Redick (bad pass; steal by D. Mitchell),66,72
318,3,5:57.0,D. Mitchell makes 2-pt layup from 2 ft (assist by R. Rubio),,68,72
319,3,5:56.0,,Philadelphia full timeout,68,72
320,3,5:56.0,A. Burks enters the game for D. Mitchell,,68,72
321,3,5:56.0,,L. Shamet enters the game for J. Redick,68,72
322,3,5:40.0,,J. Butler makes 2-pt layup from 2 ft,68,74
323,3,5:14.0,J. Ingles makes 3-pt jump shot from 25 ft (assist by A. Burks),,71,74
324,3,5:00.0,,A. Johnson makes 3-pt jump shot from 25 ft (assist by J. Butler),71,77
325,3,4:45.0,J. Crowder misses 3-pt jump shot from 26 ft,,71,77
326,3,4:42.0,,Defensive rebound by J. Butler,71,77
327,3,4:19.0,,L. Shamet misses 3-pt jump shot from 36 ft,71,77
328,3,4:19.0,,Offensive rebound by Team,71,77
329,3,4:19.0,,Turnover by Team (shot clock),71,77
330,3,4:06.0,R. Rubio misses 2-pt layup from 3 ft,,71,77
331,3,4:04.0,,Defensive rebound by M. Muscala,71,77
332,3,3:58.0,,Turnover by B. Simmons (lost ball; steal by J. Ingles),71,77
333,3,3:57.0,Personal take foul by M. Muscala (drawn by J. Crowder),,71,77
334,3,3:57.0,J. Crowder makes free throw 1 of 2,,72,77
335,3,3:57.0,D. Exum enters the game for J. Ingles,,72,77
336,3,3:57.0,R. O'Neale enters the game for R. Rubio,,72,77
337,3,3:57.0,,M. Fultz enters the game for B. Simmons,72,77
338,3,3:57.0,J. Crowder makes free throw 2 of 2,,73,77
339,3,3:36.0,,A. Johnson misses 2-pt hook shot from 7 ft,73,77
340,3,3:34.0,Defensive rebound by J. Crowder,,73,77
341,3,3:24.0,A. Burks makes 2-pt layup from 1 ft (assist by D. Exum),,75,77
342,3,3:24.0,Shooting foul by L. Shamet (drawn by A. Burks),,75,77
343,3,3:24.0,A. Burks makes free throw 1 of 1,,76,77
344,3,3:10.0,,L. Shamet makes 3-pt jump shot from 26 ft (assist by A. Johnson),76,80
345,3,2:56.0,D. Exum makes 2-pt layup from 2 ft,,78,80
346,3,2:39.0,,A. Johnson misses 2-pt hook shot from 7 ft,78,80
347,3,2:35.0,,Offensive rebound by A. Johnson,78,80
348,3,2:35.0,,A. Johnson misses 2-pt layup from 1 ft,78,80
349,3,2:34.0,,Offensive rebound by A. Johnson,78,80
350,3,2:34.0,,A. Johnson misses 2-pt layup from 1 ft,78,80
351,3,2:33.0,,Offensive rebound by M. Fultz,78,80
352,3,2:31.0,,M. Fultz misses 2-pt jump shot from 3 ft,78,80
353,3,2:26.0,Defensive rebound by D. Exum,,78,80
354,3,2:26.0,Shooting foul by A. Johnson (drawn by D. Exum),,78,80
355,3,2:26.0,D. Exum makes free throw 1 of 2,,79,80
356,3,2:26.0,R. Gobert enters the game for A. Burks,,79,80
357,3,2:26.0,D. Mitchell enters the game for D. Favors,,79,80
358,3,2:26.0,,J. Redick enters the game for A. Johnson,79,80
359,3,2:26.0,,B. Simmons enters the game for L. Shamet,79,80
360,3,2:26.0,D. Exum misses free throw 2 of 2,,79,80
361,3,2:24.0,,Defensive rebound by B. Simmons,79,80
362,3,2:15.0,,Turnover by J. Redick (bad pass),79,80
363,3,2:03.0,D. Mitchell makes 2-pt jump shot from 13 ft,,81,80
364,3,1:47.0,,B. Simmons misses 2-pt hook shot from 1 ft,81,80
365,3,1:45.0,Defensive rebound by R. Gobert,,81,80
366,3,1:39.0,D. Mitchell misses 2-pt layup from 2 ft,,81,80
367,3,1:37.0,Offensive rebound by R. Gobert,,81,80
368,3,1:35.0,R. Gobert makes 2-pt jump shot from 5 ft,,83,80
369,3,1:20.0,,M. Fultz misses 2-pt jump shot from 13 ft,83,80
370,3,1:17.0,Defensive rebound by R. O'Neale,,83,80
371,3,1:16.0,Turnover by R. O'Neale (palming),,83,80
372,3,1:00.0,,M. Fultz makes 2-pt layup from 2 ft,83,82
373,3,0:38.0,D. Mitchell misses 3-pt jump shot from 30 ft,,83,82
374,3,0:34.0,,Defensive rebound by M. Fultz,83,82
375,3,0:25.0,,Turnover by J. Butler (bad pass; steal by D. Mitchell),83,82
376,3,0:22.0,Shooting foul by J. Redick (drawn by D. Mitchell),,83,82
377,3,0:22.0,D. Mitchell misses free throw 1 of 2,,83,82
378,3,0:22.0,Offensive rebound by Team,,83,82
379,3,0:22.0,D. Mitchell makes free throw 2 of 2,,84,82
380,3,0:05.0,,Shooting foul by R. Gobert (drawn by M. Fultz),84,82
381,3,0:05.0,,M. Fultz makes free throw 1 of 2,84,83
382,3,0:05.0,,A. Johnson enters the game for M. Muscala,84,83
383,3,0:05.0,,L. Shamet enters the game for J. Redick,84,83
384,3,0:05.0,,M. Fultz misses free throw 2 of 2,84,83
385,3,0:03.0,,Offensive rebound by M. Fultz,84,83
386,3,0:01.0,,J. Butler makes 2-pt jump shot from 7 ft (assist by M. Fultz),84,85
387,3,0:01.0,,Shooting foul by D. Mitchell (drawn by A. Johnson),84,85
388,3,0:01.0,,J. Butler makes free throw 1 of 1,84,86
389,3,0:00.0,D. Mitchell misses 3-pt jump shot from 51 ft,,84,86
390,3,0:00.0,Offensive rebound by Team,,84,86
