,QUARTER,TIME_REMAINING,ORLANDO_ACTION,MINNESOTA_ACTION,ORLANDO_SCORE,MINNESOTA_SCORE
35,1,6:03.0,,J. Teague misses 2-pt jump shot from 13 ft,18,14
36,1,6:00.0,Defensive rebound by N. Vučević,,18,14
37,1,5:56.0,Shooting foul by K. Towns (drawn by A. Gordon),,18,14
38,1,5:56.0,A. Gordon misses free throw 1 of 2,,18,14
39,1,5:56.0,Offensive rebound by Team,,18,14
40,1,5:56.0,A. Gordon makes free throw 2 of 2,,19,14
41,1,5:35.0,,J. Teague makes 2-pt jump shot from 16 ft,19,16
42,1,5:20.0,N. Vučević makes 2-pt dunk from 1 ft (assist by D. Augustin),,21,16
43,1,5:20.0,Shooting foul by J. Teague (drawn by N. Vučević),,21,16
44,1,5:20.0,W. Iwundu enters the game for A. Gordon,,21,16
45,1,5:20.0,,D. Šarić enters the game for T. Gibson,21,16
46,1,5:20.0,N. Vučević makes free throw 1 of 1,,22,16
47,1,5:08.0,,A. Wiggins misses 2-pt layup from 2 ft,22,16
48,1,5:05.0,Defensive rebound by N. Vučević,,22,16
49,1,5:01.0,D. Augustin makes 3-pt jump shot from 25 ft,,25,16
50,1,4:54.0,,Minnesota full timeout,25,16
51,1,4:54.0,J. Simmons enters the game for D. Augustin,,25,16
52,1,4:40.0,,J. Okogie misses 2-pt layup from 2 ft (block by J. Isaac),25,16
53,1,4:37.0,Defensive rebound by W. Iwundu,,25,16
54,1,4:36.0,Offensive foul by J. Isaac (drawn by K. Towns),,25,16
55,1,4:36.0,Turnover by J. Isaac (offensive foul),,25,16
56,1,4:26.0,,D. Šarić makes 2-pt layup from 2 ft (assist by J. Okogie),25,18
57,1,4:26.0,,Shooting foul by W. Iwundu (drawn by D. Šarić),25,18
58,1,4:26.0,,D. Šarić makes free throw 1 of 1,25,19
59,1,4:19.0,,Technical foul by S. Clifford,25,19
60,1,4:19.0,,K. Towns makes technical free throw,25,20
61,1,4:04.0,J. Isaac makes 2-pt dunk at rim (assist by E. Fournier),,27,20
62,1,3:51.0,,K. Towns makes 2-pt dunk from 1 ft (assist by J. Teague),27,22
63,1,3:51.0,,Shooting foul by N. Vučević (drawn by K. Towns),27,22
64,1,3:51.0,T. Ross enters the game for E. Fournier,,27,22
65,1,3:51.0,,T. Jones enters the game for J. Teague,27,22
66,1,3:51.0,,K. Towns makes free throw 1 of 1,27,23
67,1,3:36.0,Personal foul by K. Towns (drawn by N. Vučević),,27,23
68,1,3:36.0,,G. Dieng enters the game for J. Okogie,27,23
69,1,3:36.0,,A. Tolliver enters the game for K. Towns,27,23
70,1,3:27.0,T. Ross misses 2-pt jump shot from 19 ft,,27,23
71,1,3:24.0,,Defensive rebound by G. Dieng,27,23
72,1,3:16.0,,G. Dieng makes 2-pt jump shot from 13 ft (assist by T. Jones),27,25
73,1,2:58.0,N. Vučević makes 2-pt jump shot from 17 ft (assist by W. Iwundu),,29,25
74,1,2:39.0,,T. Jones misses 2-pt jump shot from 6 ft,29,25
75,1,2:37.0,Defensive rebound by J. Simmons,,29,25
76,1,2:34.0,T. Ross misses 3-pt jump shot from 25 ft,,29,25
77,1,2:34.0,Offensive rebound by N. Vučević,,29,25
78,1,2:26.0,N. Vučević makes 2-pt layup from 1 ft,,31,25
79,1,2:26.0,,Minnesota full timeout,31,25
80,1,2:26.0,M. Bamba enters the game for J. Isaac,,31,25
81,1,2:26.0,A. Gordon enters the game for N. Vučević,,31,25
82,1,2:14.0,,Turnover by A. Wiggins (traveling),31,25
83,1,1:59.0,T. Ross misses 2-pt jump shot from 16 ft,,31,25
84,1,1:56.0,,Defensive rebound by G. Dieng,31,25
85,1,1:49.0,,A. Wiggins makes 2-pt layup from 2 ft (assist by T. Jones),31,27
86,1,1:43.0,W. Iwundu makes 2-pt dunk at rim (assist by J. Simmons),,33,27
87,1,1:23.0,,A. Wiggins makes 2-pt layup from 1 ft,33,29
88,1,1:08.0,M. Bamba makes 2-pt jump shot from 16 ft (assist by J. Simmons),,35,29
89,1,0:54.0,,Personal foul by W. Iwundu (drawn by A. Wiggins),35,29
90,1,0:44.0,,A. Wiggins makes 2-pt jump shot from 13 ft,35,31
91,1,0:29.0,T. Ross makes 2-pt jump shot from 16 ft,,37,31
92,1,0:11.0,,A. Wiggins misses 2-pt layup from 1 ft,37,31
93,1,0:09.0,Defensive rebound by M. Bamba,,37,31
94,1,0:02.0,M. Bamba makes 2-pt layup from 1 ft (assist by A. Gordon),,39,31
95,1,0:02.0,Shooting foul by A. Wiggins (drawn by M. Bamba),,39,31
96,1,0:02.0,M. Bamba makes free throw 1 of 1,,40,31
97,2,11:45.0,J. Simmons makes 2-pt layup from 1 ft (assist by A. Gordon),,42,31
98,2,11:25.0,,Turnover by A. Wiggins (lost ball; steal by D. Augustin),42,31
99,2,11:22.0,D. Augustin makes 3-pt jump shot from 25 ft,,45,31
100,2,11:05.0,,T. Jones misses 2-pt jump shot from 13 ft (block by M. Bamba),45,31
101,2,11:03.0,Defensive rebound by J. Simmons,,45,31
102,2,10:59.0,T. Ross misses 3-pt jump shot from 25 ft,,45,31
103,2,10:55.0,,Defensive rebound by Team,45,31
104,2,10:43.0,,Personal foul by J. Simmons (drawn by A. Wiggins),45,31
105,2,10:36.0,,T. Jones makes 3-pt jump shot from 24 ft,45,34
106,2,10:18.0,Shooting foul by D. Šarić (drawn by A. Gordon),,45,34
107,2,10:18.0,A. Gordon makes free throw 1 of 2,,46,34
108,2,10:18.0,A. Gordon misses free throw 2 of 2,,46,34
109,2,10:15.0,,Defensive rebound by T. Jones,46,34
110,2,9:58.0,,A. Wiggins misses 3-pt jump shot from 25 ft,46,34
111,2,9:54.0,,Offensive rebound by G. Dieng,46,34
112,2,9:50.0,,Turnover by A. Tolliver (bad pass; steal by A. Gordon),46,34
113,2,9:46.0,A. Gordon makes 2-pt dunk from 1 ft,,48,34
114,2,9:29.0,,Shooting foul by M. Bamba (drawn by G. Dieng),48,34
115,2,9:29.0,,G. Dieng makes free throw 1 of 2,48,35
116,2,9:29.0,,J. Okogie enters the game for A. Wiggins,48,35
117,2,9:29.0,,G. Dieng makes free throw 2 of 2,48,36
118,2,9:12.0,T. Ross makes 3-pt jump shot from 25 ft,,51,36
119,2,9:00.0,,D. Šarić makes 2-pt jump shot from 16 ft (assist by T. Jones),51,38
120,2,8:49.0,J. Simmons makes 2-pt layup from 1 ft,,53,38
121,2,8:49.0,Shooting foul by D. Šarić (drawn by J. Simmons),,53,38
122,2,8:49.0,,K. Towns enters the game for G. Dieng,53,38
123,2,8:49.0,J. Simmons misses free throw 1 of 1,,53,38
124,2,8:47.0,,Defensive rebound by K. Towns,53,38
125,2,8:39.0,,K. Towns misses 3-pt jump shot from 25 ft,53,38
126,2,8:38.0,Defensive rebound by Team,,53,38
127,2,8:22.0,T. Ross misses 2-pt jump shot from 10 ft,,53,38
128,2,8:20.0,,Defensive rebound by K. Towns,53,38
129,2,8:13.0,,A. Tolliver makes 2-pt dunk from 1 ft (assist by J. Okogie),53,40
130,2,7:58.0,A. Gordon makes 2-pt dunk from 1 ft (assist by D. Augustin),,55,40
131,2,7:47.0,,K. Towns makes 2-pt dunk from 1 ft (assist by T. Jones),55,42
132,2,7:33.0,D. Augustin makes 2-pt layup from 1 ft,,57,42
133,2,7:27.0,,Turnover by D. Šarić (traveling),57,42
134,2,7:27.0,E. Fournier enters the game for D. Augustin,,57,42
135,2,7:22.0,T. Ross makes 3-pt jump shot from 26 ft (assist by J. Simmons),,60,42
136,2,7:13.0,,Personal foul by M. Bamba (drawn by K. Towns),60,42
137,2,7:13.0,,J. Teague enters the game for T. Jones,60,42
138,2,7:06.0,,Shooting foul by E. Fournier (drawn by J. Okogie),60,42
139,2,7:06.0,,J. Okogie makes free throw 1 of 2,60,43
140,2,7:06.0,,J. Okogie makes free throw 2 of 2,60,44
141,2,6:58.0,T. Ross makes 3-pt jump shot from 24 ft (assist by J. Simmons),,63,44
142,2,6:39.0,,Turnover by J. Okogie (bad pass; steal by E. Fournier),63,44
143,2,6:31.0,J. Simmons misses 2-pt layup from 1 ft,,63,44
144,2,6:29.0,,Defensive rebound by K. Towns,63,44
145,2,6:28.0,,Personal foul by T. Ross (drawn by J. Teague),63,44
146,2,6:28.0,,Minnesota full timeout,63,44
147,2,6:28.0,Technical foul by T. Ross,,63,44
148,2,6:28.0,J. Isaac enters the game for M. Bamba,,63,44
149,2,6:28.0,N. Vučević enters the game for A. Gordon,,63,44
150,2,6:28.0,,K. Towns misses technical free throw,63,44
151,2,6:28.0,,Offensive rebound by Team,63,44
152,2,6:28.0,,J. Teague misses free throw 1 of 2,63,44
153,2,6:28.0,,Offensive rebound by Team,63,44
154,2,6:28.0,,J. Teague makes free throw 2 of 2,63,45
155,2,6:19.0,Turnover by N. Vučević (out of bounds lost ball),,63,45
156,2,6:12.0,,K. Towns misses 3-pt jump shot from 25 ft,63,45
157,2,6:09.0,Defensive rebound by J. Simmons,,63,45
158,2,6:04.0,E. Fournier misses 3-pt jump shot from 23 ft,,63,45
159,2,6:01.0,,Defensive rebound by A. Tolliver,63,45
160,2,5:53.0,,Shooting foul by J. Simmons (drawn by J. Teague),63,45
161,2,5:53.0,,J. Teague misses free throw 1 of 2,63,45
162,2,5:53.0,,Offensive rebound by Team,63,45
163,2,5:53.0,,T. Gibson enters the game for D. Šarić,63,45
164,2,5:53.0,,J. Teague misses free throw 2 of 2,63,45
165,2,5:49.0,Defensive rebound by T. Ross,,63,45
166,2,5:39.0,T. Ross misses 3-pt jump shot from 24 ft,,63,45
167,2,5:37.0,,Defensive rebound by K. Towns,63,45
168,2,5:32.0,,J. Okogie misses 3-pt jump shot from 25 ft,63,45
169,2,5:29.0,Defensive rebound by T. Ross,,63,45
170,2,5:19.0,T. Ross misses 3-pt jump shot from 26 ft,,63,45
171,2,5:19.0,,Defensive rebound by Team,63,45
172,2,5:02.0,,A. Tolliver makes 3-pt jump shot from 22 ft (assist by K. Towns),63,48
173,2,4:51.0,N. Vučević misses 2-pt layup from 1 ft (block by A. Tolliver),,63,48
174,2,4:49.0,,Defensive rebound by J. Okogie,63,48
175,2,4:43.0,,A. Tolliver makes 3-pt jump shot from 24 ft (assist by J. Okogie),63,51
176,2,4:36.0,Personal foul by J. Teague (drawn by J. Simmons),,63,51
177,2,4:36.0,Orlando full timeout,,63,51
178,2,4:36.0,D. Augustin enters the game for J. Simmons,,63,51
179,2,4:26.0,J. Isaac makes 2-pt jump shot from 19 ft,,65,51
180,2,4:11.0,,A. Tolliver misses 3-pt jump shot from 23 ft,65,51
181,2,4:08.0,Defensive rebound by N. Vučević,,65,51
182,2,4:01.0,D. Augustin misses 2-pt jump shot from 14 ft,,65,51
183,2,3:59.0,,Defensive rebound by K. Towns,65,51
184,2,3:50.0,,J. Okogie makes 2-pt layup from 1 ft,65,53
185,2,3:30.0,E. Fournier makes 2-pt layup from 1 ft,,67,53
186,2,3:19.0,,T. Gibson makes 2-pt dunk from 1 ft (assist by K. Towns),67,55
187,2,3:08.0,N. Vučević misses 3-pt jump shot from 24 ft,,67,55
188,2,3:05.0,,Defensive rebound by T. Gibson,67,55
189,2,2:59.0,,K. Towns misses 2-pt jump shot from 15 ft,67,55
190,2,2:54.0,Defensive rebound by J. Isaac,,67,55
191,2,2:50.0,Personal foul by K. Towns (drawn by N. Vučević),,67,55
192,2,2:50.0,A. Gordon enters the game for T. Ross,,67,55
193,2,2:50.0,,G. Dieng enters the game for J. Okogie,67,55
194,2,2:50.0,,A. Wiggins enters the game for K. Towns,67,55
195,2,2:35.0,A. Gordon misses 2-pt jump shot from 12 ft,,67,55
196,2,2:32.0,,Defensive rebound by G. Dieng,67,55
197,2,2:22.0,,A. Wiggins makes 2-pt layup from 5 ft,67,57
198,2,2:07.0,N. Vučević misses 2-pt hook shot from 6 ft,,67,57
199,2,2:04.0,,Defensive rebound by A. Tolliver,67,57
200,2,1:52.0,,T. Gibson makes 2-pt hook shot from 5 ft (assist by G. Dieng),67,59
201,2,1:38.0,Turnover by D. Augustin (bad pass; steal by A. Tolliver),,67,59
202,2,1:38.0,,Personal foul by N. Vučević (drawn by J. Teague),67,59
203,2,1:38.0,,J. Teague makes free throw 1 of 2,67,60
204,2,1:38.0,,J. Teague makes free throw 2 of 2,67,61
205,2,1:26.0,N. Vučević misses 3-pt jump shot from 25 ft,,67,61
206,2,1:25.0,Offensive rebound by Team,,67,61
207,2,1:25.0,,Loose ball foul by T. Gibson (drawn by J. Isaac),67,61
208,2,1:25.0,J. Isaac makes free throw 1 of 2,,68,61
209,2,1:25.0,M. Bamba enters the game for N. Vučević,,68,61
210,2,1:25.0,J. Isaac misses free throw 2 of 2,,68,61
211,2,1:23.0,,Defensive rebound by G. Dieng,68,61
212,2,1:02.0,,J. Teague makes 3-pt jump shot from 25 ft (assist by A. Wiggins),68,64
213,2,0:45.0,A. Gordon misses 2-pt jump shot from 7 ft,,68,64
214,2,0:44.0,,Defensive rebound by T. Gibson,68,64
215,2,0:29.0,,T. Gibson misses 2-pt layup from 2 ft,68,64
216,2,0:27.0,Defensive rebound by E. Fournier,,68,64
217,2,0:06.0,E. Fournier misses 2-pt jump shot from 12 ft,,68,64
218,2,0:03.0,,Defensive rebound by G. Dieng,68,64
219,2,0:00.0,,A. Tolliver misses 2-pt layup from 1 ft,68,64
220,2,0:00.0,,Offensive rebound by Team,68,64
221,3,11:45.0,J. Isaac misses 2-pt jump shot from 19 ft,,68,64
222,3,11:42.0,,Defensive rebound by T. Gibson,68,64
223,3,11:35.0,,K. Towns makes 2-pt layup at rim (assist by J. Teague),68,66
224,3,11:18.0,E. Fournier misses 3-pt jump shot from 23 ft,,68,66
225,3,11:15.0,,Defensive rebound by K. Towns,68,66
226,3,11:06.0,,A. Wiggins misses 2-pt jump shot from 13 ft (block by A. Gordon),68,66
227,3,11:04.0,Defensive rebound by D. Augustin,,68,66
228,3,11:04.0,Offensive foul by D. Augustin (drawn by J. Okogie),,68,66
229,3,11:04.0,Turnover by D. Augustin (offensive foul),,68,66
230,3,10:44.0,,J. Teague makes 2-pt layup from 2 ft,68,68
231,3,10:31.0,N. Vučević makes 2-pt jump shot from 17 ft (assist by E. Fournier),,70,68
232,3,10:17.0,,T. Gibson makes 2-pt layup at rim (assist by J. Teague),70,70
233,3,9:56.0,D. Augustin misses 3-pt jump shot from 23 ft,,70,70
234,3,9:54.0,,Defensive rebound by K. Towns,70,70
235,3,9:49.0,,J. Teague makes 3-pt jump shot from 25 ft,70,73
236,3,9:32.0,Turnover by E. Fournier (traveling),,70,73
237,3,9:26.0,,A. Wiggins makes 2-pt layup from 1 ft (assist by J. Teague),70,75
238,3,9:26.0,Orlando full timeout,,70,75
239,3,9:10.0,N. Vučević makes 2-pt hook shot from 4 ft (assist by D. Augustin),,72,75
240,3,8:54.0,,K. Towns misses 3-pt jump shot from 23 ft,72,75
241,3,8:50.0,Defensive rebound by J. Isaac,,72,75
242,3,8:44.0,D. Augustin misses 2-pt layup from 1 ft,,72,75
243,3,8:42.0,,Defensive rebound by T. Gibson,72,75
244,3,8:29.0,,T. Gibson makes 2-pt layup at rim (assist by J. Teague),72,77
245,3,8:14.0,J. Isaac misses 3-pt jump shot from 22 ft,,72,77
246,3,8:12.0,,Defensive rebound by T. Gibson,72,77
247,3,8:01.0,,T. Gibson misses 2-pt jump shot from 9 ft,72,77
248,3,8:01.0,,Offensive rebound by K. Towns,72,77
249,3,8:01.0,,K. Towns makes 2-pt layup from 1 ft,72,79
250,3,8:01.0,,Shooting foul by E. Fournier (drawn by K. Towns),72,79
251,3,8:01.0,,K. Towns makes free throw 1 of 1,72,80
252,3,7:47.0,Turnover by A. Gordon (bad pass; steal by T. Gibson),,72,80
253,3,7:42.0,,A. Wiggins makes 2-pt jump shot from 18 ft,72,82
254,3,7:24.0,A. Gordon misses 3-pt jump shot from 25 ft,,72,82
255,3,7:21.0,Offensive rebound by E. Fournier,,72,82
256,3,7:21.0,Personal foul by A. Wiggins (drawn by E. Fournier),,72,82
257,3,7:13.0,E. Fournier makes 2-pt jump shot from 11 ft,,74,82
258,3,7:13.0,Shooting foul by T. Gibson (drawn by E. Fournier),,74,82
259,3,7:13.0,E. Fournier makes free throw 1 of 1,,75,82
260,3,7:06.0,,Shooting foul by E. Fournier (drawn by J. Teague),75,82
261,3,7:06.0,,J. Teague misses free throw 1 of 2,75,82
262,3,7:06.0,,Offensive rebound by Team,75,82
263,3,7:06.0,,J. Teague makes free throw 2 of 2,75,83
264,3,6:49.0,E. Fournier misses 2-pt layup from 2 ft,,75,83
265,3,6:45.0,Offensive rebound by D. Augustin,,75,83
266,3,6:41.0,D. Augustin misses 3-pt jump shot from 25 ft,,75,83
267,3,6:38.0,,Defensive rebound by T. Gibson,75,83
268,3,6:15.0,,J. Teague makes 3-pt jump shot from 27 ft (assist by T. Gibson),75,86
269,3,5:58.0,E. Fournier misses 3-pt jump shot from 25 ft,,75,86
270,3,5:53.0,,Defensive rebound by T. Gibson,75,86
271,3,5:51.0,,T. Gibson makes 2-pt dunk from 1 ft (assist by J. Okogie),75,88
272,3,5:51.0,Orlando full timeout,,75,88
273,3,5:51.0,W. Iwundu enters the game for A. Gordon,,75,88
274,3,5:31.0,W. Iwundu misses 2-pt jump shot from 21 ft,,75,88
275,3,5:27.0,,Defensive rebound by K. Towns,75,88
276,3,5:18.0,,K. Towns misses 3-pt jump shot from 23 ft,75,88
277,3,5:15.0,,Offensive rebound by T. Gibson,75,88
278,3,5:07.0,,Offensive foul by T. Gibson (drawn by D. Augustin),75,88
279,3,5:07.0,,Turnover by T. Gibson (offensive foul),75,88
280,3,5:07.0,J. Simmons enters the game for D. Augustin,,75,88
281,3,5:07.0,,D. Šarić enters the game for T. Gibson,75,88
282,3,4:51.0,N. Vučević misses 2-pt jump shot from 12 ft,,75,88
283,3,4:48.0,,Defensive rebound by K. Towns,75,88
284,3,4:34.0,,Turnover by J. Teague (bad pass),75,88
285,3,4:17.0,E. Fournier misses 3-pt jump shot from 25 ft,,75,88
286,3,4:14.0,Offensive rebound by N. Vučević,,75,88
287,3,4:12.0,E. Fournier makes 3-pt jump shot from 24 ft (assist by J. Simmons),,78,88
288,3,3:45.0,,A. Wiggins misses 3-pt jump shot from 25 ft,78,88
289,3,3:43.0,,Offensive rebound by D. Šarić,78,88
290,3,3:41.0,,D. Šarić misses 2-pt layup from 1 ft,78,88
291,3,3:39.0,,Offensive rebound by K. Towns,78,88
292,3,3:39.0,,K. Towns makes 2-pt dunk from 1 ft,78,90
293,3,3:29.0,E. Fournier makes 2-pt jump shot from 16 ft (assist by J. Simmons),,80,90
294,3,3:11.0,,K. Towns makes 2-pt jump shot from 9 ft,80,92
295,3,2:58.0,E. Fournier makes 2-pt layup at rim (assist by N. Vučević),,82,92
296,3,2:43.0,,Turnover by J. Okogie (bad pass; steal by J. Isaac),82,92
297,3,2:38.0,Turnover by E. Fournier (bad pass; steal by J. Teague),,82,92
298,3,2:33.0,,D. Šarić misses 3-pt jump shot from 26 ft,82,92
299,3,2:29.0,Defensive rebound by N. Vučević,,82,92
300,3,2:21.0,J. Isaac makes 3-pt jump shot from 25 ft (assist by E. Fournier),,85,92
301,3,2:13.0,,Personal foul by J. Simmons (drawn by J. Teague),85,92
302,3,2:13.0,,Minnesota full timeout,85,92
303,3,2:13.0,M. Bamba enters the game for E. Fournier,,85,92
304,3,2:13.0,A. Gordon enters the game for J. Isaac,,85,92
305,3,2:13.0,T. Ross enters the game for N. Vučević,,85,92
306,3,2:13.0,,A. Tolliver enters the game for J. Okogie,85,92
307,3,2:04.0,,K. Towns misses 3-pt jump shot from 25 ft,85,92
308,3,2:01.0,Defensive rebound by A. Gordon,,85,92
309,3,1:51.0,Turnover by J. Simmons (bad pass; steal by D. Šarić),,85,92
310,3,1:35.0,,A. Wiggins misses 2-pt layup from 4 ft (block by M. Bamba),85,92
311,3,1:31.0,,Offensive rebound by J. Teague,85,92
312,3,1:29.0,,A. Wiggins misses 3-pt jump shot from 24 ft,85,92
313,3,1:25.0,Defensive rebound by W. Iwundu,,85,92
314,3,1:25.0,Personal foul by D. Šarić (drawn by W. Iwundu),,85,92
315,3,1:25.0,,T. Jones enters the game for J. Teague,85,92
316,3,1:16.0,J. Simmons misses 2-pt jump shot from 20 ft,,85,92
317,3,1:14.0,,Defensive rebound by K. Towns,85,92
318,3,1:00.0,,K. Towns makes 2-pt dunk from 1 ft (assist by A. Wiggins),85,94
319,3,0:43.0,J. Simmons misses 2-pt jump shot from 15 ft,,85,94
320,3,0:37.0,Offensive rebound by J. Simmons,,85,94
321,3,0:31.0,T. Ross misses 3-pt jump shot from 25 ft,,85,94
322,3,0:31.0,,Defensive rebound by D. Šarić,85,94
323,3,0:08.0,,A. Wiggins misses 3-pt jump shot from 26 ft,85,94
324,3,0:06.0,,Offensive rebound by K. Towns,85,94
325,3,0:06.0,,Shooting foul by M. Bamba (drawn by K. Towns),85,94
326,3,0:06.0,,K. Towns misses free throw 1 of 2,85,94
327,3,0:06.0,,Offensive rebound by Team,85,94
328,3,0:06.0,,K. Towns makes free throw 2 of 2,85,95
329,3,0:00.0,J. Simmons misses 2-pt layup from 4 ft (block by K. Towns),,85,95
330,3,0:00.0,Offensive rebound by Team,,85,95
331,4,11:44.0,,A. Tolliver makes 3-pt jump shot from 26 ft (assist by A. Wiggins),85,98
332,4,11:22.0,J. Simmons misses 2-pt layup from 2 ft,,85,98
333,4,11:19.0,,Defensive rebound by G. Dieng,85,98
334,4,11:07.0,,D. Šarić misses 2-pt jump shot from 21 ft,85,98
335,4,11:04.0,Defensive rebound by M. Bamba,,85,98
336,4,10:44.0,J. Simmons makes 2-pt dunk from 2 ft (assist by A. Gordon),,87,98
337,4,10:44.0,Shooting foul by G. Dieng (drawn by J. Simmons),,87,98
338,4,10:44.0,J. Simmons misses free throw 1 of 1,,87,98
339,4,10:42.0,,Defensive rebound by D. Šarić,87,98
340,4,10:31.0,,T. Jones misses 2-pt jump shot from 11 ft,87,98
341,4,10:25.0,,Offensive rebound by G. Dieng,87,98
342,4,10:20.0,,D. Šarić makes 3-pt jump shot from 23 ft (assist by A. Wiggins),87,101
343,4,9:59.0,Turnover by A. Gordon (bad pass; steal by D. Šarić),,87,101
344,4,9:55.0,,Personal foul by J. Simmons (drawn by D. Šarić),87,101
345,4,9:42.0,,T. Jones misses 3-pt jump shot from 26 ft,87,101
346,4,9:39.0,Defensive rebound by J. Simmons,,87,101
347,4,9:29.0,A. Gordon makes 2-pt layup at rim (assist by J. Simmons),,89,101
348,4,9:14.0,,T. Jones misses 2-pt jump shot from 13 ft,89,101
349,4,9:12.0,Defensive rebound by A. Gordon,,89,101
350,4,9:08.0,Personal foul by D. Šarić (drawn by A. Gordon),,89,101
351,4,9:08.0,J. Simmons misses 2-pt jump shot from 6 ft,,89,101
352,4,9:00.0,,Defensive rebound by A. Tolliver,89,101
353,4,8:38.0,,A. Wiggins misses 2-pt jump shot from 14 ft,89,101
354,4,8:34.0,Defensive rebound by J. Simmons,,89,101
355,4,8:30.0,T. Ross misses 3-pt jump shot from 28 ft,,89,101
356,4,8:26.0,,Defensive rebound by D. Šarić,89,101
357,4,8:21.0,,Minnesota full timeout,89,101
358,4,8:21.0,E. Fournier enters the game for J. Simmons,,89,101
359,4,8:21.0,,J. Okogie enters the game for G. Dieng,89,101
360,4,8:21.0,,K. Towns enters the game for A. Wiggins,89,101
361,4,8:09.0,,D. Šarić makes 2-pt layup from 1 ft (assist by J. Okogie),89,103
362,4,7:52.0,Shooting foul by J. Okogie (drawn by M. Bamba),,89,103
363,4,7:52.0,M. Bamba misses free throw 1 of 2,,89,103
364,4,7:52.0,Offensive rebound by Team,,89,103
365,4,7:52.0,M. Bamba misses free throw 2 of 2,,89,103
366,4,7:50.0,,Defensive rebound by A. Tolliver,89,103
367,4,7:35.0,,K. Towns misses 2-pt jump shot from 6 ft (block by M. Bamba),89,103
368,4,7:31.0,,Offensive rebound by K. Towns,89,103
369,4,7:30.0,,K. Towns makes 2-pt layup from 2 ft,89,105
370,4,7:22.0,D. Augustin misses 2-pt jump shot from 18 ft,,89,105
371,4,7:18.0,,Defensive rebound by T. Jones,89,105
372,4,7:13.0,,Flagrant foul type 1 by E. Fournier (drawn by K. Towns),89,105
373,4,7:13.0,,K. Towns makes flagrant free throw 1 of 2,89,106
374,4,7:13.0,,K. Towns makes flagrant free throw 2 of 2,89,107
375,4,7:08.0,,D. Šarić misses 3-pt jump shot from 26 ft,89,107
376,4,7:04.0,Defensive rebound by M. Bamba,,89,107
377,4,6:52.0,E. Fournier misses 2-pt jump shot from 13 ft,,89,107
378,4,6:52.0,,Defensive rebound by J. Okogie,89,107
379,4,6:40.0,,K. Towns makes 3-pt jump shot from 25 ft (assist by T. Jones),89,110
380,4,6:38.0,Orlando full timeout,,89,110
381,4,6:38.0,J. Isaac enters the game for M. Bamba,,89,110
