,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,BROOKLYN_ACTION,CLEVELAND_SCORE,BROOKLYN_SCORE
27,1,8:06.0,,Shooting foul by C. Osman (drawn by A. Crabbe),6,7
28,1,8:06.0,,A. Crabbe makes free throw 1 of 2,6,8
29,1,8:06.0,,A. Crabbe makes free throw 2 of 2,6,9
30,1,7:48.0,C. Osman misses 2-pt layup from 2 ft,,6,9
31,1,7:43.0,Offensive rebound by T. Thompson,,6,9
32,1,7:43.0,T. Thompson makes 2-pt layup at rim,,8,9
33,1,7:32.0,,D. Russell makes 3-pt jump shot from 23 ft,8,12
34,1,7:17.0,T. Thompson makes 2-pt layup from 1 ft (assist by G. Hill),,10,12
35,1,6:59.0,,D. Russell makes 3-pt jump shot from 24 ft (assist by S. Dinwiddie),10,15
36,1,6:37.0,C. Osman misses 3-pt jump shot from 26 ft,,10,15
37,1,6:34.0,,Defensive rebound by D. Russell,10,15
38,1,6:27.0,,D. Russell misses 3-pt jump shot from 25 ft,10,15
39,1,6:24.0,Defensive rebound by C. Osman,,10,15
40,1,6:19.0,Turnover by C. Osman (lost ball; steal by S. Dinwiddie),,10,15
41,1,6:15.0,,S. Dinwiddie makes 2-pt dunk from 2 ft,10,17
42,1,6:15.0,Cleveland full timeout,,10,17
43,1,5:58.0,R. Hood makes 2-pt jump shot from 14 ft,,12,17
44,1,5:42.0,,Shooting foul by R. Hood (drawn by R. Hollis-Jefferson),12,17
45,1,5:42.0,,R. Hollis-Jefferson misses free throw 1 of 2,12,17
46,1,5:42.0,,Offensive rebound by Team,12,17
47,1,5:42.0,,R. Hollis-Jefferson makes free throw 2 of 2,12,18
48,1,5:30.0,Shooting foul by S. Dinwiddie (drawn by G. Hill),,12,18
49,1,5:30.0,G. Hill makes free throw 1 of 2,,13,18
50,1,5:30.0,G. Hill makes free throw 2 of 2,,14,18
51,1,5:13.0,,D. Russell makes 2-pt jump shot from 18 ft,14,20
52,1,4:51.0,C. Sexton misses 2-pt jump shot from 11 ft,,14,20
53,1,4:46.0,Offensive rebound by G. Hill,,14,20
54,1,4:46.0,G. Hill misses 2-pt layup at rim,,14,20
55,1,4:46.0,Offensive rebound by T. Thompson,,14,20
56,1,4:43.0,T. Thompson makes 2-pt layup at rim,,16,20
57,1,4:33.0,,D. Russell misses 3-pt jump shot from 25 ft,16,20
58,1,4:31.0,Defensive rebound by G. Hill,,16,20
59,1,4:24.0,G. Hill makes 2-pt jump shot from 10 ft,,18,20
60,1,4:02.0,,J. Allen makes 3-pt jump shot from 23 ft (assist by S. Dinwiddie),18,23
61,1,3:36.0,Personal foul by S. Dinwiddie (drawn by G. Hill),,18,23
62,1,3:36.0,A. Burks enters the game for R. Hood,,18,23
63,1,3:36.0,J. Clarkson enters the game for C. Sexton,,18,23
64,1,3:36.0,,D. Carroll enters the game for J. Allen,18,23
65,1,3:36.0,,E. Davis enters the game for A. Crabbe,18,23
66,1,3:36.0,,J. Dudley enters the game for S. Dinwiddie,18,23
67,1,3:36.0,,S. Napier enters the game for R. Hollis-Jefferson,18,23
68,1,3:30.0,J. Clarkson makes 2-pt jump shot from 12 ft (assist by T. Thompson),,20,23
69,1,3:09.0,,D. Russell makes 2-pt layup from 2 ft,20,25
70,1,3:09.0,,Shooting foul by G. Hill (drawn by D. Russell),20,25
71,1,3:09.0,L. Nance enters the game for T. Thompson,,20,25
72,1,3:09.0,,D. Russell misses free throw 1 of 1,20,25
73,1,3:09.0,Defensive rebound by L. Nance,,20,25
74,1,2:52.0,L. Nance misses 2-pt jump shot from 13 ft,,20,25
75,1,2:50.0,,Defensive rebound by E. Davis,20,25
76,1,2:39.0,,Personal foul by J. Clarkson (drawn by J. Dudley),20,25
77,1,2:39.0,,Brooklyn full timeout,20,25
78,1,2:39.0,J. Jones enters the game for G. Hill,,20,25
79,1,2:39.0,C. Sexton enters the game for C. Osman,,20,25
80,1,2:39.0,,A. Crabbe enters the game for D. Russell,20,25
81,1,2:27.0,,S. Napier makes 2-pt layup from 3 ft,20,27
82,1,2:10.0,J. Clarkson misses 2-pt jump shot from 10 ft,,20,27
83,1,2:08.0,,Defensive rebound by A. Crabbe,20,27
84,1,2:04.0,,A. Crabbe misses 3-pt jump shot from 26 ft,20,27
85,1,2:01.0,Defensive rebound by A. Burks,,20,27
86,1,1:56.0,A. Burks misses 3-pt jump shot from 25 ft,,20,27
87,1,1:52.0,,Defensive rebound by S. Napier,20,27
88,1,1:48.0,,Offensive foul by E. Davis (drawn by A. Burks),20,27
89,1,1:48.0,,Turnover by E. Davis (offensive foul),20,27
90,1,1:33.0,A. Burks makes 2-pt jump shot from 8 ft (assist by C. Sexton),,22,27
91,1,1:10.0,,S. Napier misses 3-pt jump shot from 26 ft,22,27
92,1,1:06.0,Defensive rebound by A. Burks,,22,27
93,1,0:59.0,J. Clarkson makes 3-pt jump shot from 26 ft,,25,27
94,1,0:42.0,,Personal foul by A. Burks (drawn by D. Carroll),25,27
95,1,0:42.0,,D. Carroll makes free throw 1 of 2,25,28
96,1,0:42.0,,D. Carroll makes free throw 2 of 2,25,29
97,1,0:34.0,J. Clarkson makes 2-pt jump shot from 6 ft,,27,29
98,1,0:34.0,Shooting foul by A. Crabbe (drawn by J. Clarkson),,27,29
99,1,0:34.0,J. Clarkson makes free throw 1 of 1,,28,29
100,1,0:26.0,,Turnover by S. Napier (bad pass; steal by C. Sexton),28,29
101,1,0:23.0,C. Sexton makes 2-pt layup from 1 ft (assist by L. Nance),,30,29
102,1,0:01.0,,S. Napier misses 2-pt jump shot from 17 ft,30,29
103,1,0:01.0,Defensive rebound by L. Nance,,30,29
104,2,11:48.0,Turnover by J. Clarkson (bad pass),,30,29
105,2,11:28.0,,S. Napier makes 2-pt jump shot from 14 ft,30,31
106,2,11:09.0,A. Burks makes 2-pt jump shot from 18 ft,,32,31
107,2,10:55.0,,E. Davis misses 2-pt layup from 6 ft,32,31
108,2,10:53.0,Defensive rebound by L. Nance,,32,31
109,2,10:53.0,R. Hood enters the game for J. Jones,,32,31
110,2,10:49.0,J. Clarkson misses 3-pt jump shot from 23 ft,,32,31
111,2,10:45.0,,Defensive rebound by E. Davis,32,31
112,2,10:34.0,,D. Russell misses 2-pt hook shot from 11 ft,32,31
113,2,10:32.0,Defensive rebound by J. Clarkson,,32,31
114,2,10:26.0,J. Clarkson makes 2-pt layup from 2 ft,,34,31
115,2,10:12.0,,E. Davis makes 2-pt dunk from 2 ft (assist by J. Dudley),34,33
116,2,9:49.0,A. Burks makes 3-pt jump shot from 25 ft (assist by C. Sexton),,37,33
117,2,9:40.0,,Shooting foul by R. Hood (drawn by J. Dudley),37,33
118,2,9:40.0,,J. Dudley makes free throw 1 of 2,37,34
119,2,9:40.0,,J. Dudley misses free throw 2 of 2,37,34
120,2,9:34.0,,Offensive rebound by J. Dudley,37,34
121,2,9:28.0,,S. Napier misses 3-pt jump shot from 26 ft,37,34
122,2,9:23.0,,Offensive rebound by S. Napier,37,34
123,2,9:19.0,,D. Carroll misses 3-pt jump shot from 24 ft,37,34
124,2,9:16.0,Defensive rebound by L. Nance,,37,34
125,2,9:12.0,C. Sexton misses 2-pt layup from 1 ft,,37,34
126,2,9:10.0,,Defensive rebound by D. Russell,37,34
127,2,9:05.0,,J. Dudley makes 2-pt layup from 2 ft (assist by D. Russell),37,36
128,2,8:49.0,J. Clarkson misses 2-pt layup from 9 ft,,37,36
129,2,8:47.0,J. Clarkson misses 2-pt layup at rim,,37,36
130,2,8:47.0,Offensive rebound by J. Clarkson,,37,36
131,2,8:46.0,Offensive rebound by J. Clarkson,,37,36
132,2,8:39.0,J. Clarkson misses 3-pt jump shot from 23 ft,,37,36
133,2,8:36.0,,Defensive rebound by E. Davis,37,36
134,2,8:29.0,,D. Carroll misses 3-pt jump shot from 22 ft,37,36
135,2,8:25.0,,Offensive rebound by E. Davis,37,36
136,2,8:23.0,,D. Russell misses 3-pt jump shot from 26 ft,37,36
137,2,8:20.0,Defensive rebound by R. Hood,,37,36
138,2,8:19.0,Personal foul by J. Dudley (drawn by R. Hood),,37,36
139,2,8:19.0,Cleveland full timeout,,37,36
140,2,8:19.0,T. Thompson enters the game for L. Nance,,37,36
141,2,8:05.0,T. Thompson makes 2-pt jump shot from 11 ft (assist by A. Burks),,39,36
142,2,7:50.0,,J. Dudley misses 2-pt jump shot from 8 ft,39,36
143,2,7:47.0,Defensive rebound by J. Clarkson,,39,36
144,2,7:41.0,J. Clarkson makes 2-pt jump shot from 9 ft,,41,36
145,2,7:17.0,,S. Napier makes 2-pt layup from 1 ft (assist by D. Russell),41,38
146,2,6:59.0,Shooting foul by E. Davis (drawn by T. Thompson),,41,38
147,2,6:59.0,T. Thompson makes free throw 1 of 2,,42,38
148,2,6:59.0,,J. Allen enters the game for D. Carroll,42,38
149,2,6:59.0,,A. Crabbe enters the game for E. Davis,42,38
150,2,6:59.0,,S. Dinwiddie enters the game for D. Russell,42,38
151,2,6:59.0,T. Thompson makes free throw 2 of 2,,43,38
152,2,6:33.0,,S. Dinwiddie misses 3-pt jump shot from 25 ft,43,38
153,2,6:30.0,Defensive rebound by T. Thompson,,43,38
154,2,6:25.0,A. Burks misses 3-pt jump shot from 25 ft,,43,38
155,2,6:21.0,,Defensive rebound by S. Napier,43,38
156,2,6:03.0,,S. Dinwiddie makes 2-pt layup from 1 ft,43,40
157,2,6:03.0,,Shooting foul by T. Thompson (drawn by S. Dinwiddie),43,40
158,2,6:03.0,Violation by Team (def goaltending),,43,40
159,2,6:03.0,,R. Hollis-Jefferson enters the game for J. Dudley,43,40
160,2,6:03.0,,S. Dinwiddie makes free throw 1 of 1,43,41
161,2,5:48.0,Shooting foul by S. Napier (drawn by R. Hood),,43,41
162,2,5:48.0,R. Hood makes free throw 1 of 2,,44,41
163,2,5:48.0,G. Hill enters the game for A. Burks,,44,41
164,2,5:48.0,C. Osman enters the game for J. Clarkson,,44,41
165,2,5:48.0,R. Hood makes free throw 2 of 2,,45,41
166,2,5:38.0,,J. Allen makes 2-pt dunk from 2 ft (assist by S. Dinwiddie),45,43
167,2,5:26.0,C. Sexton misses 2-pt jump shot from 2 ft,,45,43
168,2,5:23.0,Offensive rebound by T. Thompson,,45,43
169,2,5:23.0,T. Thompson misses 2-pt layup at rim,,45,43
170,2,5:23.0,Offensive rebound by T. Thompson,,45,43
171,2,5:21.0,R. Hood misses 3-pt jump shot from 25 ft,,45,43
172,2,5:19.0,Offensive rebound by G. Hill,,45,43
173,2,5:16.0,C. Sexton makes 2-pt layup from 2 ft (assist by G. Hill),,47,43
174,2,5:02.0,,S. Napier makes 2-pt layup from 1 ft,47,45
175,2,4:51.0,Turnover by R. Hood (offensive foul),,47,45
176,2,4:51.0,Offensive foul by R. Hood (drawn by S. Napier),,47,45
177,2,4:51.0,A. Burks enters the game for R. Hood,,47,45
178,2,4:51.0,,D. Carroll enters the game for S. Napier,47,45
179,2,4:40.0,,A. Crabbe misses 2-pt jump shot from 8 ft,47,45
180,2,4:38.0,Defensive rebound by T. Thompson,,47,45
181,2,4:32.0,Personal foul by R. Hollis-Jefferson (drawn by C. Osman),,47,45
182,2,4:23.0,Personal foul by A. Crabbe (drawn by T. Thompson),,47,45
183,2,4:23.0,T. Thompson misses free throw 1 of 2,,47,45
184,2,4:23.0,Offensive rebound by Team,,47,45
185,2,4:23.0,T. Thompson makes free throw 2 of 2,,48,45
186,2,4:13.0,,Shooting foul by C. Osman (drawn by R. Hollis-Jefferson),48,45
187,2,4:13.0,,R. Hollis-Jefferson misses free throw 1 of 2,48,45
188,2,4:13.0,,Offensive rebound by Team,48,45
189,2,4:13.0,J. Clarkson enters the game for C. Sexton,,48,45
190,2,4:13.0,,R. Hollis-Jefferson misses free throw 2 of 2,48,45
191,2,4:10.0,Defensive rebound by A. Burks,,48,45
192,2,4:03.0,A. Burks misses 2-pt jump shot from 19 ft,,48,45
193,2,4:00.0,,Defensive rebound by D. Carroll,48,45
194,2,3:50.0,,Turnover by S. Dinwiddie (bad pass; steal by J. Clarkson),48,45
195,2,3:46.0,C. Osman makes 2-pt layup from 1 ft (assist by J. Clarkson),,50,45
196,2,3:24.0,,R. Hollis-Jefferson misses 2-pt hook shot from 7 ft,50,45
197,2,3:23.0,Defensive rebound by T. Thompson,,50,45
198,2,3:10.0,C. Osman misses 2-pt jump shot from 16 ft,,50,45
199,2,3:05.0,,Defensive rebound by J. Allen,50,45
200,2,2:58.0,Violation by Team (kicked ball),,50,45
201,2,2:58.0,,Brooklyn full timeout,50,45
202,2,2:52.0,,A. Crabbe misses 3-pt jump shot from 25 ft,50,45
203,2,2:48.0,Defensive rebound by G. Hill,,50,45
204,2,2:33.0,Turnover by T. Thompson (bad pass; steal by A. Crabbe),,50,45
205,2,2:22.0,,S. Dinwiddie misses 3-pt jump shot from 26 ft,50,45
206,2,2:19.0,Defensive rebound by C. Osman,,50,45
207,2,2:08.0,J. Clarkson makes 2-pt jump shot from 10 ft,,52,45
208,2,2:01.0,,R. Hollis-Jefferson misses 2-pt layup from 2 ft (block by C. Osman),52,45
209,2,2:01.0,,Offensive rebound by Team,52,45
210,2,2:01.0,L. Nance enters the game for C. Osman,,52,45
211,2,1:55.0,,A. Crabbe misses 2-pt jump shot from 16 ft,52,45
212,2,1:53.0,,Offensive rebound by Team,52,45
213,2,1:51.0,,R. Hollis-Jefferson makes 2-pt dunk from 1 ft (assist by A. Crabbe),52,47
214,2,1:30.0,L. Nance makes 2-pt jump shot from 14 ft,,54,47
215,2,1:13.0,,D. Carroll misses 3-pt jump shot from 25 ft,54,47
216,2,1:10.0,Defensive rebound by L. Nance,,54,47
217,2,1:06.0,Personal foul by R. Hollis-Jefferson (drawn by L. Nance),,54,47
218,2,1:06.0,L. Nance makes free throw 1 of 2,,55,47
219,2,1:06.0,L. Nance makes free throw 2 of 2,,56,47
220,2,0:59.0,,Personal foul by G. Hill (drawn by R. Hollis-Jefferson),56,47
221,2,0:46.0,,S. Dinwiddie makes 3-pt jump shot from 25 ft,56,50
222,2,0:23.0,G. Hill misses 2-pt jump shot from 19 ft,,56,50
223,2,0:20.0,,Defensive rebound by D. Carroll,56,50
224,2,0:03.0,,S. Dinwiddie misses 2-pt layup from 9 ft,56,50
225,2,0:00.0,Defensive rebound by J. Clarkson,,56,50
226,3,11:42.0,G. Hill misses 2-pt layup from 2 ft,,56,50
227,3,11:38.0,Offensive rebound by T. Thompson,,56,50
228,3,11:38.0,T. Thompson makes 2-pt dunk from 1 ft,,58,50
229,3,11:20.0,,R. Hollis-Jefferson misses 2-pt layup from 1 ft,58,50
230,3,11:19.0,,Offensive rebound by R. Hollis-Jefferson,58,50
231,3,11:19.0,,R. Hollis-Jefferson misses 2-pt layup from 1 ft (block by T. Thompson),58,50
232,3,11:18.0,,Offensive rebound by R. Hollis-Jefferson,58,50
233,3,11:18.0,,Shooting foul by T. Thompson (drawn by R. Hollis-Jefferson),58,50
234,3,11:18.0,,R. Hollis-Jefferson makes free throw 1 of 2,58,51
235,3,11:18.0,,R. Hollis-Jefferson misses free throw 2 of 2,58,51
236,3,11:17.0,Defensive rebound by C. Osman,,58,51
237,3,11:04.0,C. Sexton makes 2-pt layup from 7 ft,,60,51
238,3,10:49.0,,A. Crabbe misses 3-pt jump shot from 25 ft,60,51
239,3,10:47.0,Defensive rebound by T. Thompson,,60,51
240,3,10:37.0,Shooting foul by A. Crabbe (drawn by C. Osman),,60,51
241,3,10:37.0,C. Osman makes free throw 1 of 2,,61,51
242,3,10:37.0,C. Osman makes free throw 2 of 2,,62,51
243,3,10:26.0,,D. Russell makes 2-pt jump shot from 17 ft,62,53
244,3,10:06.0,C. Sexton makes 2-pt jump shot from 14 ft,,64,53
245,3,9:47.0,,D. Russell makes 3-pt jump shot from 26 ft,64,56
246,3,9:29.0,C. Sexton misses 2-pt jump shot from 20 ft,,64,56
247,3,9:29.0,,Defensive rebound by R. Hollis-Jefferson,64,56
248,3,9:19.0,,D. Russell misses 3-pt jump shot from 26 ft,64,56
249,3,9:19.0,,Offensive rebound by S. Dinwiddie,64,56
250,3,9:06.0,,R. Hollis-Jefferson misses 3-pt jump shot from 23 ft,64,56
251,3,9:03.0,Defensive rebound by T. Thompson,,64,56
252,3,8:49.0,T. Thompson misses 2-pt jump shot from 3 ft,,64,56
253,3,8:46.0,,Defensive rebound by A. Crabbe,64,56
254,3,8:42.0,,D. Russell misses 2-pt layup from 1 ft,64,56
255,3,8:41.0,,Offensive rebound by Team,64,56
256,3,8:32.0,,S. Dinwiddie misses 3-pt jump shot from 23 ft,64,56
257,3,8:28.0,,Offensive rebound by D. Russell,64,56
258,3,8:26.0,,S. Dinwiddie makes 3-pt jump shot from 22 ft (assist by D. Russell),64,59
259,3,8:26.0,Cleveland full timeout,,64,59
260,3,8:10.0,C. Sexton misses 2-pt jump shot from 19 ft,,64,59
261,3,8:07.0,,Defensive rebound by A. Crabbe,64,59
262,3,8:00.0,,D. Russell misses 2-pt jump shot from 13 ft,64,59
263,3,7:56.0,Defensive rebound by C. Osman,,64,59
264,3,7:44.0,R. Hood misses 3-pt jump shot from 26 ft,,64,59
265,3,7:40.0,,Defensive rebound by J. Allen,64,59
266,3,7:28.0,,Turnover by D. Russell (bad pass; steal by R. Hood),64,59
267,3,7:20.0,C. Sexton makes 3-pt jump shot from 25 ft (assist by R. Hood),,67,59
268,3,6:59.0,,Personal foul by C. Sexton (drawn by D. Russell),67,59
269,3,6:51.0,,J. Allen makes 2-pt hook shot from 6 ft (assist by D. Russell),67,61
270,3,6:33.0,G. Hill misses 2-pt layup from 2 ft,,67,61
271,3,6:30.0,,Defensive rebound by A. Crabbe,67,61
272,3,6:22.0,,S. Dinwiddie misses 3-pt jump shot from 25 ft,67,61
273,3,6:19.0,Defensive rebound by T. Thompson,,67,61
274,3,6:06.0,Shooting foul by D. Russell (drawn by R. Hood),,67,61
275,3,6:06.0,R. Hood makes free throw 1 of 3,,68,61
276,3,6:06.0,R. Hood makes free throw 2 of 3,,69,61
277,3,6:06.0,R. Hood makes free throw 3 of 3,,70,61
278,3,5:54.0,,S. Dinwiddie misses 3-pt jump shot from 23 ft,70,61
279,3,5:50.0,Defensive rebound by T. Thompson,,70,61
280,3,5:45.0,Personal foul by A. Crabbe (drawn by R. Hood),,70,61
281,3,5:45.0,J. Clarkson enters the game for G. Hill,,70,61
282,3,5:45.0,,D. Carroll enters the game for A. Crabbe,70,61
283,3,5:28.0,J. Clarkson misses 2-pt jump shot from 23 ft,,70,61
284,3,5:26.0,,Defensive rebound by D. Russell,70,61
285,3,5:19.0,,D. Russell makes 2-pt jump shot from 7 ft,70,63
286,3,5:01.0,T. Thompson makes 2-pt hook shot from 5 ft,,72,63
287,3,4:45.0,,R. Hollis-Jefferson misses 2-pt dunk from 1 ft (block by T. Thompson),72,63
288,3,4:42.0,Defensive rebound by C. Osman,,72,63
289,3,4:40.0,Personal foul by S. Dinwiddie (drawn by C. Osman),,72,63
290,3,4:40.0,A. Burks enters the game for R. Hood,,72,63
291,3,4:40.0,,S. Napier enters the game for S. Dinwiddie,72,63
292,3,4:31.0,J. Clarkson makes 2-pt jump shot from 7 ft,,74,63
293,3,4:31.0,,Brooklyn full timeout,74,63
294,3,4:31.0,,E. Davis enters the game for J. Allen,74,63
295,3,4:31.0,,J. Dudley enters the game for R. Hollis-Jefferson,74,63
296,3,4:19.0,,D. Russell misses 2-pt jump shot from 7 ft,74,63
297,3,4:18.0,,Offensive rebound by D. Russell,74,63
298,3,4:18.0,,D. Russell misses 2-pt layup from 2 ft,74,63
299,3,4:18.0,,Offensive rebound by Team,74,63
300,3,4:09.0,,D. Carroll misses 2-pt jump shot from 13 ft,74,63
301,3,4:06.0,Defensive rebound by C. Osman,,74,63
302,3,3:51.0,C. Osman makes 2-pt hook shot from 4 ft (assist by T. Thompson),,76,63
303,3,3:29.0,,D. Russell makes 2-pt jump shot from 14 ft,76,65
304,3,3:08.0,C. Osman misses 3-pt jump shot from 23 ft,,76,65
305,3,3:04.0,,Defensive rebound by E. Davis,76,65
306,3,2:56.0,,D. Russell makes 2-pt jump shot from 16 ft,76,67
307,3,2:33.0,Turnover by T. Thompson (bad pass; steal by D. Russell),,76,67
308,3,2:24.0,,D. Russell makes 3-pt jump shot from 26 ft,76,70
309,3,2:08.0,C. Sexton makes 2-pt jump shot from 11 ft,,78,70
310,3,1:58.0,,Personal foul by A. Burks (drawn by D. Russell),78,70
311,3,1:58.0,G. Hill enters the game for C. Sexton,,78,70
312,3,1:58.0,L. Nance enters the game for T. Thompson,,78,70
313,3,1:58.0,,R. Kurucs enters the game for D. Russell,78,70
314,3,1:51.0,,S. Napier makes 2-pt jump shot from 9 ft,78,72
315,3,1:37.0,J. Clarkson misses 2-pt jump shot from 11 ft,,78,72
316,3,1:35.0,,Defensive rebound by E. Davis,78,72
317,3,1:28.0,,S. Napier misses 3-pt jump shot from 25 ft,78,72
318,3,1:25.0,,Offensive rebound by E. Davis,78,72
319,3,1:15.0,,R. Kurucs misses 3-pt jump shot from 25 ft,78,72
320,3,1:11.0,,Offensive rebound by J. Dudley,78,72
321,3,1:10.0,,J. Dudley misses 2-pt layup from 1 ft,78,72
322,3,1:08.0,,Offensive rebound by E. Davis,78,72
323,3,1:07.0,,E. Davis misses 2-pt layup from 1 ft (block by L. Nance),78,72
324,3,1:04.0,Defensive rebound by L. Nance,,78,72
325,3,1:02.0,L. Nance makes 2-pt dunk from 2 ft (assist by J. Clarkson),,80,72
326,3,0:48.0,,R. Kurucs makes 2-pt layup from 1 ft (assist by S. Napier),80,74
327,3,0:34.0,J. Clarkson misses 2-pt jump shot from 8 ft (block by E. Davis),,80,74
328,3,0:32.0,,Defensive rebound by R. Kurucs,80,74
329,3,0:28.0,,R. Kurucs makes 2-pt layup from 2 ft,80,76
330,3,0:03.0,A. Burks misses 2-pt layup from 2 ft,,80,76
331,3,0:01.0,,Defensive rebound by E. Davis,80,76
332,3,0:00.0,,Turnover by D. Carroll (lost ball; steal by G. Hill),80,76
333,4,11:49.0,,R. Kurucs misses 2-pt layup from 5 ft,80,76
334,4,11:43.0,Defensive rebound by J. Clarkson,,80,76
335,4,11:41.0,Turnover by R. Hood (traveling),,80,76
336,4,11:22.0,,D. Carroll misses 3-pt jump shot from 25 ft,80,76
337,4,11:19.0,,Offensive rebound by S. Napier,80,76
338,4,11:16.0,,D. Carroll makes 2-pt layup from 3 ft (assist by S. Napier),80,78
339,4,10:47.0,J. Clarkson makes 2-pt jump shot from 14 ft,,82,78
340,4,10:27.0,,Turnover by R. Kurucs (bad pass; steal by L. Nance),82,78
341,4,10:19.0,R. Hood misses 2-pt jump shot from 6 ft,,82,78
342,4,10:16.0,Offensive rebound by L. Nance,,82,78
343,4,10:13.0,A. Burks misses 2-pt layup from 3 ft,,82,78
344,4,10:10.0,,Defensive rebound by E. Davis,82,78
345,4,10:07.0,,Personal foul by R. Hood (drawn by S. Napier),82,78
346,4,10:02.0,,S. Napier misses 2-pt jump shot from 17 ft,82,78
347,4,9:59.0,Defensive rebound by J. Clarkson,,82,78
348,4,9:47.0,L. Nance makes 3-pt jump shot from 23 ft (assist by J. Clarkson),,85,78
349,4,9:39.0,,R. Kurucs misses 3-pt jump shot from 25 ft,85,78
350,4,9:35.0,Defensive rebound by A. Burks,,85,78
351,4,9:32.0,Shooting foul by E. Davis (drawn by A. Burks),,85,78
352,4,9:32.0,,J. Allen enters the game for E. Davis,85,78
353,4,9:32.0,,S. Dinwiddie enters the game for S. Napier,85,78
354,4,9:32.0,A. Burks makes free throw 1 of 2,,86,78
355,4,9:32.0,A. Burks makes free throw 2 of 2,,87,78
356,4,9:14.0,,J. Allen misses 3-pt jump shot from 23 ft,87,78
357,4,9:11.0,Defensive rebound by A. Burks,,87,78
358,4,8:54.0,J. Clarkson misses 2-pt jump shot from 16 ft,,87,78
359,4,8:50.0,Offensive rebound by J. Clarkson,,87,78
360,4,8:47.0,A. Burks misses 3-pt jump shot from 23 ft,,87,78
361,4,8:44.0,,Defensive rebound by D. Carroll,87,78
362,4,8:32.0,,D. Carroll misses 2-pt jump shot from 6 ft,87,78
363,4,8:30.0,Defensive rebound by A. Burks,,87,78
364,4,8:23.0,J. Clarkson misses 3-pt jump shot from 25 ft,,87,78
365,4,8:19.0,Offensive rebound by L. Nance,,87,78
366,4,8:17.0,Cleveland full timeout,,87,78
367,4,8:17.0,,A. Crabbe enters the game for D. Carroll,87,78
368,4,8:17.0,,D. Russell enters the game for J. Dudley,87,78
369,4,8:09.0,R. Hood misses 2-pt jump shot from 10 ft,,87,78
370,4,8:06.0,,Defensive rebound by R. Kurucs,87,78
371,4,7:57.0,,D. Russell makes 2-pt jump shot from 9 ft (assist by J. Allen),87,80
372,4,7:32.0,L. Nance misses 2-pt jump shot from 18 ft,,87,80
373,4,7:29.0,,Defensive rebound by A. Crabbe,87,80
374,4,7:24.0,,D. Russell misses 3-pt jump shot from 25 ft,87,80
375,4,7:21.0,Defensive rebound by A. Burks,,87,80
376,4,7:16.0,Personal foul by S. Dinwiddie (drawn by A. Burks),,87,80
377,4,7:16.0,T. Thompson enters the game for L. Nance,,87,80
378,4,7:15.0,J. Clarkson misses 2-pt jump shot from 6 ft,,87,80
379,4,7:08.0,,Defensive rebound by S. Dinwiddie,87,80
380,4,6:59.0,,J. Allen misses 2-pt jump shot from 8 ft,87,80
381,4,6:56.0,Defensive rebound by J. Clarkson,,87,80
382,4,6:50.0,A. Burks makes 2-pt jump shot from 15 ft (assist by J. Clarkson),,89,80
383,4,6:33.0,,D. Russell misses 2-pt jump shot from 9 ft,89,80
