,QUARTER,TIME_REMAINING,PHOENIX_ACTION,CLEVELAND_ACTION,PHOENIX_SCORE,CLEVELAND_SCORE
30,1,8:29.0,D. Ayton makes 2-pt layup from 2 ft (assist by D. Booker),,8,2
31,1,8:29.0,,Cleveland full timeout,8,2
32,1,8:14.0,,B. Knight makes 2-pt layup from 2 ft (assist by K. Love),8,4
33,1,7:56.0,J. Jackson misses 2-pt jump shot from 9 ft,,8,4
34,1,7:52.0,,Defensive rebound by K. Love,8,4
35,1,7:39.0,,Turnover by K. Love (bad pass; steal by T. Johnson),8,4
36,1,7:33.0,T. Johnson misses 2-pt layup from 2 ft,,8,4
37,1,7:28.0,,Defensive rebound by K. Love,8,4
38,1,7:24.0,,Turnover by K. Love (lost ball; steal by T. Johnson),8,4
39,1,7:19.0,D. Ayton makes 2-pt dunk from 2 ft (assist by D. Booker),,10,4
40,1,7:06.0,,C. Sexton misses 2-pt jump shot from 5 ft,10,4
41,1,7:03.0,Defensive rebound by D. Ayton,,10,4
42,1,6:59.0,D. Booker misses 2-pt layup from 3 ft,,10,4
43,1,6:53.0,,Defensive rebound by C. Sexton,10,4
44,1,6:50.0,,C. Osman makes 3-pt jump shot from 24 ft (assist by B. Knight),10,7
45,1,6:30.0,Shooting foul by A. Žižić (drawn by K. Oubre),,10,7
46,1,6:30.0,K. Oubre makes free throw 1 of 2,,11,7
47,1,6:30.0,E. Okobo enters the game for T. Johnson,,11,7
48,1,6:30.0,K. Oubre makes free throw 2 of 2,,12,7
49,1,6:03.0,,C. Osman misses 3-pt jump shot from 27 ft,12,7
50,1,6:01.0,Defensive rebound by D. Ayton,,12,7
51,1,5:57.0,K. Oubre makes 2-pt dunk from 2 ft (assist by E. Okobo),,14,7
52,1,5:29.0,,A. Žižić makes 2-pt hook shot from 6 ft,14,9
53,1,5:06.0,D. Ayton misses 2-pt jump shot from 12 ft,,14,9
54,1,5:04.0,,Defensive rebound by K. Love,14,9
55,1,4:54.0,,C. Osman makes 3-pt jump shot from 23 ft (assist by B. Knight),14,12
56,1,4:53.0,Phoenix full timeout,,14,12
57,1,4:53.0,D. Bender enters the game for J. Jackson,,14,12
58,1,4:53.0,,M. Chriss enters the game for B. Knight,14,12
59,1,4:53.0,,J. Clarkson enters the game for K. Love,14,12
60,1,4:53.0,,L. Nance enters the game for A. Žižić,14,12
61,1,4:36.0,E. Okobo misses 3-pt jump shot from 26 ft,,14,12
62,1,4:32.0,Offensive rebound by D. Ayton,,14,12
63,1,4:30.0,Turnover by D. Ayton (bad pass; steal by C. Sexton),,14,12
64,1,4:24.0,,J. Clarkson makes 2-pt jump shot from 5 ft,14,14
65,1,4:13.0,Shooting foul by J. Clarkson (drawn by D. Booker),,14,14
66,1,4:13.0,D. Booker makes free throw 1 of 2,,15,14
67,1,4:13.0,D. Booker makes free throw 2 of 2,,16,14
68,1,3:57.0,,C. Sexton makes 2-pt layup from 1 ft (assist by J. Clarkson),16,16
69,1,3:39.0,D. Bender misses 3-pt jump shot from 26 ft,,16,16
70,1,3:37.0,,Defensive rebound by C. Osman,16,16
71,1,3:25.0,,J. Clarkson misses 2-pt hook shot from 7 ft,16,16
72,1,3:23.0,Defensive rebound by D. Bender,,16,16
73,1,3:20.0,Offensive foul by D. Booker (drawn by C. Sexton),,16,16
74,1,3:20.0,Turnover by D. Booker (offensive foul),,16,16
75,1,3:20.0,,D. Nwaba enters the game for C. Osman,16,16
76,1,3:14.0,,Shooting foul by E. Okobo (drawn by C. Sexton),16,16
77,1,3:14.0,J. Crawford enters the game for D. Ayton,,16,16
78,1,3:14.0,R. Holmes enters the game for E. Okobo,,16,16
79,1,3:14.0,,C. Sexton makes free throw 1 of 2,16,17
80,1,3:14.0,,C. Sexton makes free throw 2 of 2,16,18
81,1,2:51.0,Turnover by D. Booker (lost ball; steal by L. Nance),,16,18
82,1,2:46.0,,L. Nance makes 2-pt dunk at rim (assist by J. Clarkson),16,20
83,1,2:29.0,J. Crawford misses 3-pt jump shot from 25 ft,,16,20
84,1,2:27.0,,Defensive rebound by J. Clarkson,16,20
85,1,2:15.0,,L. Nance misses 2-pt hook shot from 6 ft,16,20
86,1,2:10.0,,Offensive rebound by J. Clarkson,16,20
87,1,2:10.0,,J. Clarkson misses 2-pt layup from 1 ft,16,20
88,1,2:09.0,Defensive rebound by D. Booker,,16,20
89,1,2:06.0,Shooting foul by M. Chriss (drawn by K. Oubre),,16,20
90,1,2:06.0,K. Oubre makes free throw 1 of 2,,17,20
91,1,2:06.0,M. Bridges enters the game for D. Booker,,17,20
92,1,2:06.0,,M. Dellavedova enters the game for C. Sexton,17,20
93,1,2:06.0,K. Oubre misses free throw 2 of 2,,17,20
94,1,2:03.0,,Defensive rebound by L. Nance,17,20
95,1,1:48.0,,Turnover by J. Clarkson (bad pass; steal by J. Crawford),17,20
96,1,1:43.0,J. Crawford makes 3-pt jump shot from 26 ft (assist by M. Bridges),,20,20
97,1,1:28.0,,J. Clarkson misses 2-pt jump shot from 12 ft,20,20
98,1,1:26.0,Defensive rebound by D. Bender,,20,20
99,1,1:17.0,R. Holmes makes 2-pt layup from 1 ft (assist by J. Crawford),,22,20
100,1,1:03.0,,M. Dellavedova misses 3-pt jump shot from 25 ft,22,20
101,1,1:01.0,Defensive rebound by R. Holmes,,22,20
102,1,0:45.0,J. Crawford misses 2-pt layup from 2 ft,,22,20
103,1,0:42.0,,Defensive rebound by M. Dellavedova,22,20
104,1,0:40.0,,L. Nance makes 2-pt dunk at rim (assist by D. Nwaba),22,22
105,1,0:33.0,K. Oubre makes 3-pt jump shot from 25 ft,,25,22
106,1,0:16.0,,Shooting foul by R. Holmes (drawn by J. Clarkson),25,22
107,1,0:16.0,,J. Clarkson misses free throw 1 of 2,25,22
108,1,0:16.0,,Offensive rebound by Team,25,22
109,1,0:16.0,D. Booker enters the game for D. Bender,,25,22
110,1,0:16.0,T. Johnson enters the game for K. Oubre,,25,22
111,1,0:16.0,,J. Clarkson makes free throw 2 of 2,25,23
112,1,0:00.0,D. Booker makes 3-pt jump shot from 25 ft (assist by M. Bridges),,28,23
113,2,11:38.0,,M. Dellavedova misses 2-pt jump shot from 6 ft,28,23
114,2,11:35.0,Defensive rebound by M. Bridges,,28,23
115,2,11:20.0,R. Holmes misses 2-pt layup from 5 ft (block by M. Dellavedova),,28,23
116,2,11:20.0,Offensive rebound by R. Holmes,,28,23
117,2,11:20.0,Turnover by R. Holmes (out of bounds lost ball),,28,23
118,2,11:06.0,,J. Clarkson makes 2-pt jump shot from 12 ft (assist by M. Dellavedova),28,25
119,2,10:52.0,J. Crawford misses 2-pt jump shot from 17 ft,,28,25
120,2,10:49.0,,Defensive rebound by L. Nance,28,25
121,2,10:45.0,,Shooting foul by D. Bender (drawn by D. Nwaba),28,25
122,2,10:45.0,,D. Nwaba makes free throw 1 of 2,28,26
123,2,10:45.0,,D. Nwaba makes free throw 2 of 2,28,27
124,2,10:28.0,J. Jackson misses 2-pt jump shot from 8 ft,,28,27
125,2,10:26.0,Offensive rebound by J. Jackson,,28,27
126,2,10:25.0,J. Jackson misses 2-pt layup from 3 ft (block by D. Nwaba),,28,27
127,2,10:25.0,Offensive rebound by Team,,28,27
128,2,10:19.0,R. Holmes makes 2-pt dunk from 1 ft (assist by J. Jackson),,30,27
129,2,9:56.0,,M. Chriss misses 3-pt jump shot from 24 ft (block by J. Crawford),30,27
130,2,9:50.0,,Offensive rebound by J. Clarkson,30,27
131,2,9:49.0,,J. Clarkson makes 2-pt jump shot from 16 ft,30,29
132,2,9:37.0,J. Jackson makes 2-pt jump shot from 12 ft,,32,29
133,2,9:27.0,,L. Nance misses 3-pt jump shot from 26 ft,32,29
134,2,9:24.0,Defensive rebound by D. Bender,,32,29
135,2,9:18.0,Turnover by J. Crawford (bad pass; steal by L. Nance),,32,29
136,2,9:18.0,,Personal take foul by M. Bridges (drawn by L. Nance),32,29
137,2,9:18.0,T. Johnson enters the game for J. Crawford,,32,29
138,2,9:18.0,,A. Žižić enters the game for M. Chriss,32,29
139,2,9:02.0,,L. Nance makes 2-pt dunk from 1 ft (assist by M. Dellavedova),32,31
140,2,8:55.0,J. Jackson makes 2-pt layup from 1 ft (assist by T. Johnson),,34,31
141,2,8:43.0,,J. Clarkson misses 3-pt jump shot from 24 ft,34,31
142,2,8:40.0,Defensive rebound by T. Johnson,,34,31
143,2,8:31.0,D. Bender misses 3-pt jump shot from 25 ft,,34,31
144,2,8:27.0,,Defensive rebound by D. Nwaba,34,31
145,2,8:23.0,,Personal foul by R. Holmes (drawn by A. Žižić),34,31
146,2,8:16.0,,M. Dellavedova misses 3-pt jump shot from 25 ft,34,31
147,2,8:15.0,,Offensive rebound by Team,34,31
148,2,8:00.0,,A. Žižić makes 2-pt layup at rim (assist by M. Dellavedova),34,33
149,2,7:43.0,T. Johnson misses 2-pt jump shot from 8 ft,,34,33
150,2,7:43.0,Offensive rebound by Team,,34,33
151,2,7:43.0,Turnover by T. Johnson (traveling),,34,33
152,2,7:43.0,D. Ayton enters the game for D. Bender,,34,33
153,2,7:43.0,K. Oubre enters the game for R. Holmes,,34,33
154,2,7:43.0,,K. Love enters the game for L. Nance,34,33
155,2,7:43.0,,C. Osman enters the game for D. Nwaba,34,33
156,2,7:32.0,,K. Love makes 2-pt layup at rim (assist by C. Osman),34,35
157,2,7:18.0,Personal foul by M. Dellavedova (drawn by D. Ayton),,34,35
158,2,7:18.0,,B. Knight enters the game for M. Dellavedova,34,35
159,2,7:04.0,K. Oubre makes 2-pt jump shot from 11 ft,,36,35
160,2,6:47.0,,Turnover by J. Clarkson (lost ball; steal by M. Bridges),36,35
161,2,6:37.0,M. Bridges makes 3-pt jump shot from 23 ft (assist by J. Jackson),,39,35
162,2,6:18.0,,K. Love misses 3-pt jump shot from 24 ft,39,35
163,2,6:17.0,,Offensive rebound by A. Žižić,39,35
164,2,6:13.0,,K. Love makes 3-pt jump shot from 23 ft (assist by C. Osman),39,38
165,2,5:57.0,Personal foul by A. Žižić (drawn by D. Ayton),,39,38
166,2,5:57.0,,Cleveland full timeout,39,38
167,2,5:57.0,,C. Sexton enters the game for J. Clarkson,39,38
168,2,5:49.0,Shooting foul by K. Love (drawn by D. Ayton),,39,38
169,2,5:49.0,D. Ayton makes free throw 1 of 2,,40,38
170,2,5:49.0,D. Booker enters the game for J. Jackson,,40,38
171,2,5:49.0,D. Ayton misses free throw 2 of 2,,40,38
172,2,5:48.0,,Defensive rebound by K. Love,40,38
173,2,5:37.0,,K. Love misses 2-pt jump shot from 14 ft,40,38
174,2,5:35.0,Defensive rebound by T. Johnson,,40,38
175,2,5:29.0,D. Ayton makes 2-pt jump shot from 18 ft (assist by T. Johnson),,42,38
176,2,5:15.0,,B. Knight makes 3-pt jump shot from 25 ft (assist by C. Sexton),42,41
177,2,5:02.0,D. Booker misses 2-pt jump shot from 21 ft,,42,41
178,2,4:58.0,,Defensive rebound by K. Love,42,41
179,2,4:56.0,,Turnover by K. Love (bad pass; steal by D. Ayton),42,41
180,2,4:49.0,D. Booker misses 3-pt jump shot from 24 ft,,42,41
181,2,4:46.0,,Defensive rebound by A. Žižić,42,41
182,2,4:41.0,,K. Love makes 2-pt layup from 1 ft (assist by B. Knight),42,43
183,2,4:41.0,Phoenix full timeout,,42,43
184,2,4:41.0,J. Jackson enters the game for M. Bridges,,42,43
185,2,4:26.0,K. Oubre misses 2-pt jump shot from 18 ft,,42,43
186,2,4:22.0,,Defensive rebound by K. Love,42,43
187,2,4:17.0,,Turnover by C. Sexton (lost ball; steal by J. Jackson),42,43
188,2,4:10.0,T. Johnson misses 2-pt layup from 2 ft,,42,43
189,2,4:07.0,,Defensive rebound by A. Žižić,42,43
190,2,4:06.0,,Turnover by B. Knight (bad pass; steal by J. Jackson),42,43
191,2,3:59.0,D. Booker makes 3-pt jump shot from 24 ft (assist by T. Johnson),,45,43
192,2,3:38.0,,K. Love misses 3-pt jump shot from 27 ft,45,43
193,2,3:35.0,Defensive rebound by T. Johnson,,45,43
194,2,3:30.0,Shooting foul by K. Love (drawn by D. Ayton),,45,43
195,2,3:30.0,D. Ayton makes free throw 1 of 2,,46,43
196,2,3:30.0,,L. Nance enters the game for A. Žižić,46,43
197,2,3:30.0,D. Ayton misses free throw 2 of 2,,46,43
198,2,3:27.0,,Defensive rebound by C. Osman,46,43
199,2,3:11.0,,C. Sexton misses 2-pt jump shot from 7 ft,46,43
200,2,3:09.0,,Offensive rebound by L. Nance,46,43
201,2,3:07.0,,K. Love makes 3-pt jump shot from 24 ft (assist by L. Nance),46,46
202,2,2:48.0,J. Jackson misses 2-pt hook shot from 10 ft,,46,46
203,2,2:46.0,,Defensive rebound by B. Knight,46,46
204,2,2:38.0,,B. Knight makes 2-pt layup from 1 ft,46,48
205,2,2:27.0,Personal foul by B. Knight (drawn by D. Ayton),,46,48
206,2,2:27.0,D. Ayton makes free throw 1 of 2,,47,48
207,2,2:27.0,M. Bridges enters the game for J. Jackson,,47,48
208,2,2:27.0,D. Ayton misses free throw 2 of 2,,47,48
209,2,2:25.0,,Defensive rebound by C. Osman,47,48
210,2,2:11.0,,L. Nance makes 2-pt dunk from 1 ft (assist by C. Osman),47,50
211,2,1:47.0,Shooting foul by K. Love (drawn by T. Johnson),,47,50
212,2,1:47.0,T. Johnson makes free throw 1 of 2,,48,50
213,2,1:47.0,T. Johnson makes free throw 2 of 2,,49,50
214,2,1:23.0,,K. Love makes 2-pt hook shot from 1 ft (assist by L. Nance),49,52
215,2,1:07.0,D. Booker misses 3-pt jump shot from 26 ft,,49,52
216,2,1:04.0,,Defensive rebound by L. Nance,49,52
217,2,0:56.0,,Shooting foul by D. Booker (drawn by K. Love),49,52
218,2,0:56.0,,K. Love misses free throw 1 of 2,49,52
219,2,0:56.0,,Offensive rebound by Team,49,52
220,2,0:56.0,,K. Love makes free throw 2 of 2,49,53
221,2,0:45.0,D. Booker makes 2-pt layup from 1 ft (assist by M. Bridges),,51,53
222,2,0:37.0,,C. Sexton misses 2-pt jump shot from 8 ft (block by T. Johnson),51,53
223,2,0:37.0,,Offensive rebound by Team,51,53
224,2,0:26.0,,Shooting foul by D. Booker (drawn by B. Knight),51,53
225,2,0:26.0,,B. Knight makes free throw 1 of 2,51,54
226,2,0:26.0,,J. Clarkson enters the game for K. Love,51,54
227,2,0:26.0,,B. Knight makes free throw 2 of 2,51,55
228,2,0:01.0,D. Booker misses 2-pt jump shot from 14 ft,,51,55
229,2,0:01.0,,Defensive rebound by Team,51,55
230,3,11:42.0,,C. Sexton makes 2-pt layup from 1 ft,51,57
231,3,11:30.0,J. Jackson misses 2-pt jump shot from 2 ft (block by A. Žižić),,51,57
232,3,11:27.0,Offensive rebound by D. Ayton,,51,57
233,3,11:26.0,D. Ayton misses 2-pt layup from 1 ft,,51,57
234,3,11:23.0,Offensive rebound by D. Ayton,,51,57
235,3,11:22.0,J. Jackson misses 3-pt jump shot from 26 ft,,51,57
236,3,11:19.0,,Defensive rebound by K. Love,51,57
237,3,10:59.0,,C. Sexton misses 2-pt jump shot from 13 ft,51,57
238,3,10:53.0,,Offensive rebound by A. Žižić,51,57
239,3,10:53.0,,A. Žižić makes 2-pt layup at rim,51,59
240,3,10:41.0,K. Oubre misses 3-pt jump shot from 22 ft,,51,59
241,3,10:38.0,,Defensive rebound by K. Love,51,59
242,3,10:25.0,,C. Sexton misses 3-pt jump shot from 24 ft,51,59
243,3,10:22.0,Defensive rebound by J. Jackson,,51,59
244,3,10:17.0,J. Jackson misses 2-pt jump shot from 4 ft,,51,59
245,3,10:14.0,,Defensive rebound by K. Love,51,59
246,3,10:09.0,,K. Love misses 3-pt jump shot from 28 ft,51,59
247,3,10:07.0,Defensive rebound by T. Johnson,,51,59
248,3,9:52.0,J. Jackson makes 2-pt layup from 1 ft (assist by D. Booker),,53,59
249,3,9:30.0,,Turnover by C. Osman (bad pass; steal by K. Oubre),53,59
250,3,9:27.0,K. Oubre makes 2-pt layup from 1 ft,,55,59
251,3,9:16.0,,Shooting foul by J. Jackson (drawn by A. Žižić),55,59
252,3,9:16.0,,A. Žižić misses free throw 1 of 2,55,59
253,3,9:16.0,,Offensive rebound by Team,55,59
254,3,9:16.0,,A. Žižić makes free throw 2 of 2,55,60
255,3,9:04.0,Turnover by D. Booker (3 sec),,55,60
256,3,8:55.0,,K. Love misses 3-pt jump shot from 26 ft,55,60
257,3,8:53.0,Defensive rebound by K. Oubre,,55,60
258,3,8:44.0,Turnover by D. Booker (bad pass; steal by C. Sexton),,55,60
259,3,8:39.0,,C. Sexton makes 2-pt layup from 1 ft,55,62
260,3,8:38.0,Phoenix full timeout,,55,62
261,3,8:23.0,D. Booker misses 3-pt jump shot from 23 ft,,55,62
262,3,8:20.0,,Defensive rebound by A. Žižić,55,62
263,3,8:06.0,,Personal foul by K. Oubre (drawn by A. Žižić),55,62
264,3,7:52.0,,C. Osman misses 2-pt jump shot from 22 ft,55,62
265,3,7:51.0,Defensive rebound by Team,,55,62
266,3,7:39.0,D. Ayton makes 2-pt dunk from 1 ft (assist by D. Booker),,57,62
267,3,7:17.0,,K. Love misses 2-pt jump shot from 18 ft,57,62
268,3,7:11.0,Defensive rebound by D. Ayton,,57,62
269,3,7:05.0,D. Booker misses 2-pt jump shot from 9 ft,,57,62
270,3,7:03.0,,Defensive rebound by A. Žižić,57,62
271,3,7:00.0,,C. Osman makes 2-pt layup from 1 ft (assist by B. Knight),57,64
272,3,6:46.0,D. Booker makes 2-pt jump shot from 16 ft (assist by D. Ayton),,59,64
273,3,6:46.0,Shooting foul by B. Knight (drawn by D. Booker),,59,64
274,3,6:46.0,D. Booker makes free throw 1 of 1,,60,64
275,3,6:24.0,,C. Osman makes 3-pt jump shot from 24 ft (assist by C. Sexton),60,67
276,3,6:13.0,Offensive foul by D. Booker (drawn by B. Knight),,60,67
277,3,6:13.0,Turnover by D. Booker (offensive foul),,60,67
278,3,6:13.0,J. Crawford enters the game for D. Booker,,60,67
279,3,6:03.0,,K. Love makes 3-pt jump shot from 23 ft (assist by C. Osman),60,70
280,3,6:03.0,Phoenix full timeout,,60,70
281,3,5:55.0,Personal foul by C. Osman (drawn by K. Oubre),,60,70
282,3,5:39.0,D. Ayton misses 2-pt hook shot from 10 ft,,60,70
283,3,5:36.0,,Defensive rebound by K. Love,60,70
284,3,5:30.0,,Personal foul by K. Oubre (drawn by C. Osman),60,70
285,3,5:30.0,M. Bridges enters the game for D. Ayton,,60,70
286,3,5:30.0,R. Holmes enters the game for J. Jackson,,60,70
287,3,5:21.0,,C. Sexton misses 3-pt jump shot from 23 ft,60,70
288,3,5:19.0,,Offensive rebound by A. Žižić,60,70
289,3,5:05.0,,C. Sexton misses 2-pt jump shot from 8 ft (block by T. Johnson),60,70
290,3,5:05.0,,Offensive rebound by Team,60,70
291,3,5:05.0,,Turnover by Team (shot clock),60,70
292,3,4:51.0,T. Johnson misses 3-pt jump shot from 25 ft,,60,70
293,3,4:47.0,,Defensive rebound by B. Knight,60,70
294,3,4:37.0,,B. Knight misses 3-pt jump shot from 29 ft,60,70
295,3,4:37.0,Defensive rebound by Team,,60,70
296,3,4:37.0,,J. Clarkson enters the game for B. Knight,60,70
297,3,4:37.0,,L. Nance enters the game for A. Žižić,60,70
298,3,4:23.0,M. Bridges misses 3-pt jump shot from 28 ft,,60,70
299,3,4:20.0,Offensive rebound by T. Johnson,,60,70
300,3,4:16.0,K. Oubre misses 2-pt layup from 1 ft,,60,70
301,3,4:13.0,,Defensive rebound by L. Nance,60,70
302,3,4:13.0,D. Booker enters the game for T. Johnson,,60,70
303,3,4:13.0,,M. Chriss enters the game for K. Love,60,70
304,3,3:59.0,,C. Osman misses 3-pt jump shot from 26 ft,60,70
305,3,3:57.0,Defensive rebound by R. Holmes,,60,70
306,3,3:49.0,R. Holmes makes 2-pt dunk from 1 ft (assist by D. Booker),,62,70
307,3,3:49.0,,Cleveland full timeout,62,70
308,3,3:38.0,,Shooting foul by R. Holmes (drawn by M. Chriss),62,70
309,3,3:38.0,,M. Chriss misses free throw 1 of 2,62,70
310,3,3:38.0,,Offensive rebound by Team,62,70
311,3,3:38.0,,M. Chriss makes free throw 2 of 2,62,71
312,3,3:22.0,D. Booker makes 2-pt jump shot from 17 ft (assist by R. Holmes),,64,71
313,3,3:04.0,,J. Clarkson misses 2-pt jump shot from 15 ft,64,71
314,3,3:04.0,,Offensive rebound by L. Nance,64,71
315,3,3:03.0,,Shooting foul by R. Holmes (drawn by L. Nance),64,71
316,3,3:03.0,,L. Nance misses free throw 1 of 2,64,71
317,3,3:03.0,,Offensive rebound by Team,64,71
318,3,3:03.0,,D. Nwaba enters the game for C. Osman,64,71
319,3,3:03.0,,L. Nance misses free throw 2 of 2,64,71
320,3,3:00.0,,Offensive rebound by M. Chriss,64,71
321,3,2:56.0,,C. Sexton misses 3-pt jump shot from 25 ft,64,71
322,3,2:55.0,Defensive rebound by K. Oubre,,64,71
323,3,2:55.0,Personal foul by M. Chriss (drawn by K. Oubre),,64,71
324,3,2:55.0,,M. Dellavedova enters the game for C. Sexton,64,71
325,3,2:40.0,M. Bridges misses 3-pt jump shot from 28 ft,,64,71
326,3,2:37.0,,Defensive rebound by L. Nance,64,71
327,3,2:25.0,,D. Nwaba misses 2-pt jump shot from 2 ft (block by R. Holmes),64,71
328,3,2:22.0,Defensive rebound by M. Bridges,,64,71
329,3,2:16.0,K. Oubre makes 3-pt jump shot from 25 ft (assist by M. Bridges),,67,71
330,3,2:04.0,,M. Chriss misses 3-pt jump shot from 26 ft,67,71
331,3,2:02.0,Defensive rebound by R. Holmes,,67,71
332,3,1:53.0,K. Oubre misses 3-pt jump shot from 27 ft,,67,71
333,3,1:49.0,Offensive rebound by R. Holmes,,67,71
334,3,1:37.0,J. Crawford makes 3-pt jump shot from 26 ft (assist by M. Bridges),,70,71
335,3,1:21.0,,Offensive foul by L. Nance (drawn by J. Crawford),70,71
336,3,1:21.0,,Turnover by L. Nance (offensive foul),70,71
337,3,1:07.0,Shooting foul by M. Dellavedova (drawn by D. Booker),,70,71
338,3,1:07.0,D. Booker makes free throw 1 of 2,,71,71
339,3,1:07.0,D. Booker makes free throw 2 of 2,,72,71
340,3,0:54.0,,J. Clarkson makes 3-pt jump shot from 26 ft (assist by M. Dellavedova),72,74
341,3,0:34.0,Turnover by D. Booker (bad pass; steal by L. Nance),,72,74
342,3,0:27.0,,M. Chriss makes 3-pt jump shot from 23 ft (assist by J. Clarkson),72,77
343,3,0:02.0,Turnover by R. Holmes (lost ball; steal by M. Chriss),,72,77
344,3,0:00.0,,M. Dellavedova misses 3-pt jump shot from 50 ft,72,77
345,3,0:00.0,,Offensive rebound by Team,72,77
346,4,11:46.0,Turnover by M. Bridges (bad pass; steal by M. Dellavedova),,72,77
347,4,11:44.0,,Shooting foul by J. Crawford (drawn by M. Dellavedova),72,77
348,4,11:44.0,,M. Dellavedova makes free throw 1 of 2,72,78
349,4,11:44.0,,M. Dellavedova makes free throw 2 of 2,72,79
350,4,11:25.0,D. Booker misses 3-pt jump shot from 29 ft,,72,79
351,4,11:21.0,Offensive rebound by J. Jackson,,72,79
352,4,11:15.0,Turnover by J. Jackson (lost ball; steal by M. Dellavedova),,72,79
353,4,11:11.0,,L. Nance makes 2-pt dunk from 2 ft (assist by D. Nwaba),72,81
354,4,10:56.0,J. Crawford misses 3-pt jump shot from 30 ft,,72,81
355,4,10:56.0,,Defensive rebound by D. Nwaba,72,81
356,4,10:48.0,,D. Nwaba makes 2-pt layup from 2 ft,72,83
357,4,10:48.0,Phoenix full timeout,,72,83
358,4,10:33.0,D. Booker misses 3-pt jump shot from 30 ft,,72,83
359,4,10:29.0,,Defensive rebound by M. Dellavedova,72,83
360,4,10:25.0,,M. Chriss misses 3-pt jump shot from 27 ft,72,83
361,4,10:22.0,Defensive rebound by J. Jackson,,72,83
362,4,10:14.0,Personal foul by L. Nance (drawn by D. Ayton),,72,83
363,4,10:14.0,T. Johnson enters the game for J. Crawford,,72,83
364,4,10:08.0,D. Booker makes 2-pt layup from 1 ft (assist by D. Ayton),,74,83
365,4,9:54.0,,M. Chriss makes 2-pt dunk from 2 ft (assist by M. Dellavedova),74,85
366,4,9:35.0,J. Jackson misses 2-pt jump shot from 10 ft,,74,85
367,4,9:34.0,Offensive rebound by J. Jackson,,74,85
368,4,9:34.0,Shooting foul by L. Nance (drawn by J. Jackson),,74,85
369,4,9:34.0,J. Jackson makes free throw 1 of 2,,75,85
370,4,9:34.0,K. Oubre enters the game for M. Bridges,,75,85
371,4,9:34.0,J. Jackson makes free throw 2 of 2,,76,85
372,4,9:10.0,,J. Clarkson makes 3-pt jump shot from 27 ft (assist by L. Nance),76,88
373,4,8:59.0,K. Oubre makes 3-pt jump shot from 25 ft (assist by D. Booker),,79,88
374,4,8:39.0,,Turnover by J. Clarkson (bad pass),79,88
375,4,8:39.0,,Loose ball foul by L. Nance (drawn by K. Oubre),79,88
376,4,8:34.0,Personal foul by M. Chriss (drawn by D. Booker),,79,88
377,4,8:23.0,D. Booker makes 2-pt jump shot from 15 ft,,81,88
378,4,8:21.0,,Cleveland full timeout,81,88
379,4,8:21.0,,C. Osman enters the game for M. Chriss,81,88
380,4,8:05.0,,J. Clarkson misses 3-pt jump shot from 29 ft,81,88
381,4,8:02.0,Defensive rebound by J. Jackson,,81,88
382,4,7:41.0,T. Johnson misses 3-pt jump shot from 23 ft,,81,88
383,4,7:38.0,,Defensive rebound by J. Clarkson,81,88
