,QUARTER,TIME_REMAINING,ORLANDO_ACTION,SACRAMENTO_ACTION,ORLANDO_SCORE,SACRAMENTO_SCORE
74,1,3:50.0,,Turnover by D. Fox (bad pass; steal by J. Isaac),20,20
75,1,3:41.0,Turnover by J. Simmons (bad pass; steal by D. Fox),,20,20
76,1,3:36.0,,D. Fox makes 2-pt layup from 1 ft,20,22
77,1,3:14.0,N. Vučević misses 2-pt hook shot from 8 ft (block by K. Koufos),,20,22
78,1,3:10.0,,Defensive rebound by M. Bagley,20,22
79,1,3:10.0,,Shooting foul by T. Ross (drawn by M. Bagley),20,22
80,1,3:10.0,,M. Bagley misses free throw 1 of 2,20,22
81,1,3:10.0,,Offensive rebound by Team,20,22
82,1,3:10.0,M. Bamba enters the game for J. Isaac,,20,22
83,1,3:10.0,A. Gordon enters the game for N. Vučević,,20,22
84,1,3:10.0,,M. Bagley makes free throw 2 of 2,20,23
85,1,2:53.0,M. Bamba misses 2-pt hook shot from 6 ft,,20,23
86,1,2:53.0,Offensive rebound by A. Gordon,,20,23
87,1,2:52.0,A. Gordon makes 2-pt layup from 3 ft,,22,23
88,1,2:52.0,,Violation by Team (def goaltending),22,23
89,1,2:52.0,,Sacramento full timeout,22,23
90,1,2:52.0,,Y. Ferrell enters the game for D. Fox,22,23
91,1,2:40.0,,B. Hield misses 2-pt jump shot from 17 ft,22,23
92,1,2:35.0,Defensive rebound by W. Iwundu,,22,23
93,1,2:28.0,W. Iwundu makes 2-pt layup from 2 ft,,24,23
94,1,2:11.0,,J. Jackson misses 2-pt jump shot from 12 ft,24,23
95,1,2:11.0,,Offensive rebound by J. Jackson,24,23
96,1,2:04.0,,J. Jackson makes 2-pt layup at rim,24,25
97,1,1:50.0,A. Gordon misses 2-pt jump shot from 21 ft,,24,25
98,1,1:47.0,,Defensive rebound by K. Koufos,24,25
99,1,1:40.0,,Y. Ferrell misses 3-pt jump shot from 25 ft,24,25
100,1,1:37.0,Defensive rebound by M. Bamba,,24,25
101,1,1:27.0,T. Ross misses 3-pt jump shot from 26 ft,,24,25
102,1,1:23.0,,Defensive rebound by K. Koufos,24,25
103,1,1:18.0,,J. Jackson misses 2-pt layup from 5 ft,24,25
104,1,1:18.0,Defensive rebound by Team,,24,25
105,1,1:18.0,,B. Bogdanović enters the game for B. Hield,24,25
106,1,1:18.0,,Violation by Team (jump ball),24,25
107,1,1:14.0,Shooting foul by M. Bagley (drawn by A. Gordon),,24,25
108,1,1:14.0,A. Gordon makes free throw 1 of 2,,25,25
109,1,1:14.0,A. Gordon misses free throw 2 of 2,,25,25
110,1,1:10.0,,Defensive rebound by M. Bagley,25,25
111,1,0:58.0,,M. Bagley misses 2-pt layup from 2 ft,25,25
112,1,0:56.0,Defensive rebound by A. Gordon,,25,25
113,1,0:50.0,W. Iwundu misses 2-pt jump shot from 16 ft,,25,25
114,1,0:46.0,,Defensive rebound by B. Bogdanović,25,25
115,1,0:39.0,,M. Bagley makes 2-pt jump shot from 15 ft,25,27
116,1,0:24.0,T. Ross misses 3-pt jump shot from 26 ft,,25,27
117,1,0:20.0,,Defensive rebound by B. Bogdanović,25,27
118,1,0:03.0,,K. Koufos makes 2-pt hook shot from 3 ft (assist by B. Bogdanović),25,29
119,1,0:01.0,Turnover by J. Simmons (lost ball; steal by Y. Ferrell),,25,29
120,1,0:00.0,,Y. Ferrell misses 2-pt layup from 2 ft,25,29
121,1,0:00.0,,Offensive rebound by Team,25,29
122,2,11:38.0,A. Gordon misses 2-pt jump shot from 19 ft,,25,29
123,2,11:33.0,,Defensive rebound by Y. Ferrell,25,29
124,2,11:13.0,,K. Koufos makes 2-pt hook shot from 4 ft (assist by M. Bagley),25,31
125,2,10:55.0,A. Gordon misses 2-pt layup from 5 ft,,25,31
126,2,10:52.0,,Defensive rebound by M. Bagley,25,31
127,2,10:50.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,25,31
128,2,10:47.0,,Offensive rebound by J. Jackson,25,31
129,2,10:46.0,,Shooting foul by M. Bamba (drawn by M. Bagley),25,31
130,2,10:46.0,,M. Bagley makes free throw 1 of 2,25,32
131,2,10:46.0,,M. Bagley makes free throw 2 of 2,25,33
132,2,10:33.0,T. Ross misses 3-pt jump shot from 25 ft,,25,33
133,2,10:28.0,,Defensive rebound by K. Koufos,25,33
134,2,10:17.0,,M. Bagley misses 2-pt jump shot from 10 ft,25,33
135,2,10:15.0,Defensive rebound by M. Bamba,,25,33
136,2,10:07.0,E. Fournier misses 3-pt jump shot from 25 ft,,25,33
137,2,10:03.0,,Defensive rebound by B. Bogdanović,25,33
138,2,9:56.0,,K. Koufos misses 2-pt hook shot from 8 ft,25,33
139,2,9:52.0,Defensive rebound by M. Bamba,,25,33
140,2,9:40.0,Turnover by J. Simmons (lost ball; steal by Y. Ferrell),,25,33
141,2,9:33.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,25,33
142,2,9:29.0,Defensive rebound by M. Bamba,,25,33
143,2,9:23.0,M. Bamba misses 3-pt jump shot from 26 ft,,25,33
144,2,9:19.0,,Defensive rebound by K. Koufos,25,33
145,2,9:11.0,,J. Jackson makes 2-pt jump shot from 9 ft (assist by B. Bogdanović),25,35
146,2,9:11.0,,Shooting foul by E. Fournier (drawn by J. Jackson),25,35
147,2,9:11.0,,H. Giles enters the game for M. Bagley,25,35
148,2,9:11.0,,J. Jackson makes free throw 1 of 1,25,36
149,2,8:55.0,T. Ross misses 3-pt jump shot from 28 ft,,25,36
150,2,8:51.0,,Defensive rebound by H. Giles,25,36
151,2,8:40.0,,Sacramento full timeout,25,36
152,2,8:40.0,,N. Bjelica enters the game for K. Koufos,25,36
153,2,8:34.0,,B. Bogdanović misses 2-pt jump shot from 11 ft,25,36
154,2,8:31.0,Defensive rebound by E. Fournier,,25,36
155,2,8:13.0,Turnover by M. Bamba (off goaltending),,25,36
156,2,8:08.0,,H. Giles makes 2-pt layup from 4 ft,25,38
157,2,7:50.0,A. Gordon misses 2-pt jump shot from 16 ft,,25,38
158,2,7:50.0,,Defensive rebound by B. Bogdanović,25,38
159,2,7:42.0,,N. Bjelica misses 3-pt jump shot from 28 ft,25,38
160,2,7:38.0,Defensive rebound by A. Gordon,,25,38
161,2,7:32.0,A. Gordon makes 2-pt layup from 2 ft,,27,38
162,2,7:14.0,,H. Giles makes 2-pt dunk from 3 ft (assist by Y. Ferrell),27,40
163,2,6:57.0,J. Simmons misses 2-pt jump shot from 17 ft,,27,40
164,2,6:54.0,,Defensive rebound by B. Bogdanović,27,40
165,2,6:50.0,,Y. Ferrell makes 3-pt jump shot from 24 ft (assist by B. Bogdanović),27,43
166,2,6:40.0,Orlando full timeout,,27,43
167,2,6:40.0,W. Iwundu enters the game for M. Bamba,,27,43
168,2,6:40.0,N. Vučević enters the game for E. Fournier,,27,43
169,2,6:23.0,T. Ross makes 2-pt jump shot from 14 ft (assist by J. Simmons),,29,43
170,2,6:01.0,,Y. Ferrell makes 3-pt jump shot from 25 ft (assist by N. Bjelica),29,46
171,2,5:48.0,T. Ross makes 3-pt jump shot from 25 ft (assist by N. Vučević),,32,46
172,2,5:33.0,,N. Bjelica makes 2-pt dunk from 1 ft (assist by H. Giles),32,48
173,2,5:21.0,J. Simmons misses 3-pt jump shot from 25 ft,,32,48
174,2,5:18.0,,Defensive rebound by H. Giles,32,48
175,2,5:12.0,,Turnover by B. Bogdanović (bad pass; steal by T. Ross),32,48
176,2,5:07.0,J. Simmons misses 2-pt layup from 2 ft,,32,48
177,2,5:03.0,,Defensive rebound by H. Giles,32,48
178,2,4:45.0,,N. Bjelica makes 2-pt layup from 2 ft (assist by J. Jackson),32,50
179,2,4:37.0,Orlando full timeout,,32,50
180,2,4:37.0,D. Augustin enters the game for A. Gordon,,32,50
181,2,4:37.0,J. Isaac enters the game for J. Simmons,,32,50
182,2,4:37.0,,D. Fox enters the game for Y. Ferrell,32,50
183,2,4:37.0,,B. Hield enters the game for J. Jackson,32,50
184,2,4:28.0,Turnover by T. Ross (bad pass; steal by H. Giles),,32,50
185,2,4:22.0,,B. Bogdanović makes 3-pt jump shot from 25 ft,32,53
186,2,3:57.0,Shooting foul by H. Giles (drawn by N. Vučević),,32,53
187,2,3:57.0,N. Vučević makes free throw 1 of 2,,33,53
188,2,3:57.0,E. Fournier enters the game for W. Iwundu,,33,53
189,2,3:57.0,N. Vučević makes free throw 2 of 2,,34,53
190,2,3:48.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,34,53
191,2,3:45.0,Defensive rebound by N. Vučević,,34,53
192,2,3:31.0,N. Vučević makes 2-pt hook shot from 4 ft (assist by T. Ross),,36,53
193,2,3:13.0,,B. Hield misses 2-pt jump shot from 18 ft,36,53
194,2,3:09.0,Defensive rebound by T. Ross,,36,53
195,2,2:59.0,E. Fournier makes 3-pt jump shot from 25 ft (assist by N. Vučević),,39,53
196,2,2:41.0,,B. Bogdanović misses 2-pt layup from 2 ft,39,53
197,2,2:39.0,Defensive rebound by N. Vučević,,39,53
198,2,2:36.0,Turnover by J. Isaac (out of bounds lost ball),,39,53
199,2,2:36.0,A. Gordon enters the game for T. Ross,,39,53
200,2,2:36.0,,W. Cauley-Stein enters the game for H. Giles,39,53
201,2,2:23.0,,D. Fox makes 2-pt dunk from 1 ft (assist by W. Cauley-Stein),39,55
202,2,2:07.0,J. Isaac misses 3-pt jump shot from 23 ft,,39,55
203,2,2:04.0,,Defensive rebound by N. Bjelica,39,55
204,2,1:59.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,39,55
205,2,1:55.0,Defensive rebound by A. Gordon,,39,55
206,2,1:45.0,E. Fournier makes 3-pt jump shot from 25 ft (assist by A. Gordon),,42,55
207,2,1:37.0,,N. Bjelica misses 2-pt jump shot from 7 ft,42,55
208,2,1:35.0,Defensive rebound by N. Vučević,,42,55
209,2,1:26.0,N. Vučević misses 3-pt jump shot from 25 ft,,42,55
210,2,1:26.0,,Defensive rebound by W. Cauley-Stein,42,55
211,2,1:26.0,,Turnover by W. Cauley-Stein (lost ball; steal by A. Gordon),42,55
212,2,1:16.0,D. Augustin misses 2-pt jump shot from 23 ft,,42,55
213,2,1:12.0,,Defensive rebound by B. Hield,42,55
214,2,1:06.0,,Shooting foul by D. Augustin (drawn by D. Fox),42,55
215,2,1:06.0,,D. Fox makes free throw 1 of 2,42,56
216,2,1:06.0,,M. Bagley enters the game for N. Bjelica,42,56
217,2,1:06.0,,J. Jackson enters the game for B. Bogdanović,42,56
218,2,1:06.0,,D. Fox misses free throw 2 of 2,42,56
219,2,1:03.0,,Offensive rebound by W. Cauley-Stein,42,56
220,2,1:02.0,,W. Cauley-Stein makes 2-pt dunk from 2 ft,42,58
221,2,0:47.0,E. Fournier misses 2-pt jump shot from 15 ft,,42,58
222,2,0:47.0,,Defensive rebound by B. Hield,42,58
223,2,0:28.0,,D. Fox misses 3-pt jump shot from 25 ft,42,58
224,2,0:23.0,Defensive rebound by D. Augustin,,42,58
225,2,0:04.0,D. Augustin misses 2-pt layup from 3 ft,,42,58
226,2,0:02.0,,Defensive rebound by W. Cauley-Stein,42,58
227,2,0:00.0,,W. Cauley-Stein misses 2-pt jump shot from 15 ft,42,58
228,2,0:00.0,,Offensive rebound by Team,42,58
229,3,11:45.0,J. Isaac misses 3-pt jump shot from 25 ft,,42,58
230,3,11:42.0,,Defensive rebound by D. Fox,42,58
231,3,11:23.0,,Shooting foul by E. Fournier (drawn by W. Cauley-Stein),42,58
232,3,11:23.0,,W. Cauley-Stein makes free throw 1 of 2,42,59
233,3,11:23.0,,W. Cauley-Stein misses free throw 2 of 2,42,59
234,3,11:19.0,Defensive rebound by A. Gordon,,42,59
235,3,10:58.0,D. Augustin misses 3-pt jump shot from 25 ft,,42,59
236,3,10:56.0,,Defensive rebound by W. Cauley-Stein,42,59
237,3,10:42.0,,B. Bogdanović misses 2-pt jump shot from 9 ft,42,59
238,3,10:39.0,Defensive rebound by N. Vučević,,42,59
239,3,10:34.0,A. Gordon misses 3-pt jump shot from 23 ft,,42,59
240,3,10:30.0,,Defensive rebound by N. Bjelica,42,59
241,3,10:27.0,,W. Cauley-Stein makes 2-pt layup from 2 ft (assist by D. Fox),42,61
242,3,10:13.0,Personal foul by B. Hield (drawn by J. Isaac),,42,61
243,3,10:07.0,E. Fournier misses 3-pt jump shot from 25 ft,,42,61
244,3,10:03.0,,Defensive rebound by N. Bjelica,42,61
245,3,9:55.0,,N. Bjelica misses 3-pt jump shot from 26 ft,42,61
246,3,9:52.0,Defensive rebound by N. Vučević,,42,61
247,3,9:41.0,N. Vučević makes 2-pt layup from 2 ft (assist by E. Fournier),,44,61
248,3,9:30.0,,B. Hield misses 3-pt jump shot from 26 ft,44,61
249,3,9:28.0,Defensive rebound by D. Augustin,,44,61
250,3,9:09.0,D. Augustin makes 2-pt hook shot from 8 ft,,46,61
251,3,9:09.0,Shooting foul by D. Fox (drawn by D. Augustin),,46,61
252,3,9:09.0,D. Augustin makes free throw 1 of 1,,47,61
253,3,8:56.0,,B. Hield makes 3-pt jump shot from 26 ft (assist by B. Bogdanović),47,64
254,3,8:33.0,Turnover by E. Fournier (lost ball; steal by D. Fox),,47,64
255,3,8:28.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,47,64
256,3,8:28.0,Defensive rebound by Team,,47,64
257,3,8:28.0,,Loose ball foul by W. Cauley-Stein (drawn by J. Isaac),47,64
258,3,8:19.0,N. Vučević misses 2-pt jump shot from 16 ft,,47,64
259,3,8:16.0,,Defensive rebound by W. Cauley-Stein,47,64
260,3,8:09.0,,W. Cauley-Stein misses 2-pt layup from 2 ft,47,64
261,3,8:07.0,Defensive rebound by N. Vučević,,47,64
262,3,8:04.0,D. Augustin misses 3-pt jump shot from 26 ft,,47,64
263,3,8:02.0,Offensive rebound by N. Vučević,,47,64
264,3,8:02.0,N. Vučević makes 2-pt layup at rim,,49,64
265,3,8:02.0,,Sacramento full timeout,49,64
266,3,8:02.0,,J. Jackson enters the game for B. Bogdanović,49,64
267,3,7:50.0,,D. Fox makes 2-pt jump shot from 7 ft,49,66
268,3,7:29.0,D. Augustin misses 3-pt jump shot from 23 ft,,49,66
269,3,7:26.0,,Defensive rebound by W. Cauley-Stein,49,66
270,3,7:22.0,,D. Fox makes 2-pt jump shot from 10 ft,49,68
271,3,7:02.0,J. Isaac misses 3-pt jump shot from 26 ft,,49,68
272,3,6:59.0,,Defensive rebound by J. Jackson,49,68
273,3,6:47.0,,B. Hield makes 2-pt layup from 2 ft,49,70
274,3,6:23.0,N. Vučević makes 2-pt layup from 2 ft,,51,70
275,3,6:16.0,,J. Jackson makes 3-pt jump shot from 26 ft (assist by B. Hield),51,73
276,3,5:54.0,A. Gordon misses 3-pt jump shot from 25 ft,,51,73
277,3,5:50.0,,Defensive rebound by W. Cauley-Stein,51,73
278,3,5:41.0,,Turnover by W. Cauley-Stein (bad pass; steal by D. Augustin),51,73
279,3,5:41.0,Personal foul by D. Fox (drawn by D. Augustin),,51,73
280,3,5:41.0,W. Iwundu enters the game for A. Gordon,,51,73
281,3,5:41.0,,M. Bagley enters the game for N. Bjelica,51,73
282,3,5:26.0,N. Vučević misses 2-pt jump shot from 8 ft,,51,73
283,3,5:22.0,,Defensive rebound by D. Fox,51,73
284,3,5:19.0,,B. Hield misses 3-pt jump shot from 27 ft,51,73
285,3,5:17.0,Defensive rebound by Team,,51,73
286,3,5:02.0,E. Fournier misses 2-pt layup from 5 ft,,51,73
287,3,5:00.0,Offensive rebound by N. Vučević,,51,73
288,3,5:00.0,N. Vučević misses 2-pt layup at rim,,51,73
289,3,5:00.0,,Defensive rebound by W. Cauley-Stein,51,73
290,3,5:00.0,,Personal foul by N. Vučević (drawn by W. Cauley-Stein),51,73
291,3,5:00.0,I. Briscoe enters the game for D. Augustin,,51,73
292,3,4:42.0,,Shooting foul by J. Isaac (drawn by M. Bagley),51,73
293,3,4:42.0,,M. Bagley misses free throw 1 of 2,51,73
294,3,4:42.0,,Offensive rebound by Team,51,73
295,3,4:42.0,,M. Bagley makes free throw 2 of 2,51,74
296,3,4:42.0,,K. Koufos enters the game for W. Cauley-Stein,51,74
297,3,4:27.0,Turnover by N. Vučević (out of bounds lost ball),,51,74
298,3,4:18.0,,D. Fox makes 2-pt jump shot from 9 ft,51,76
299,3,4:18.0,,Shooting foul by I. Briscoe (drawn by D. Fox),51,76
300,3,4:18.0,,D. Fox makes free throw 1 of 1,51,77
301,3,4:05.0,E. Fournier makes 3-pt jump shot from 25 ft (assist by N. Vučević),,54,77
302,3,3:56.0,,B. Hield makes 2-pt layup from 3 ft,54,79
303,3,3:42.0,J. Isaac makes 2-pt jump shot from 20 ft (assist by I. Briscoe),,56,79
304,3,3:30.0,,D. Fox misses 3-pt jump shot from 26 ft,56,79
305,3,3:27.0,Defensive rebound by W. Iwundu,,56,79
306,3,3:21.0,Turnover by W. Iwundu (lost ball; steal by D. Fox),,56,79
307,3,3:17.0,,D. Fox makes 2-pt dunk from 1 ft (assist by J. Jackson),56,81
308,3,3:15.0,,Technical foul by D. Fox,56,81
309,3,3:15.0,E. Fournier makes technical free throw,,57,81
310,3,3:15.0,T. Ross enters the game for E. Fournier,,57,81
311,3,3:15.0,,Y. Ferrell enters the game for D. Fox,57,81
312,3,2:55.0,W. Iwundu misses 3-pt jump shot from 23 ft,,57,81
313,3,2:53.0,,Defensive rebound by Team,57,81
314,3,2:53.0,Orlando full timeout,,57,81
315,3,2:53.0,M. Bamba enters the game for J. Isaac,,57,81
316,3,2:53.0,A. Gordon enters the game for N. Vučević,,57,81
317,3,2:45.0,,Personal foul by I. Briscoe (drawn by Y. Ferrell),57,81
318,3,2:45.0,,Y. Ferrell makes free throw 1 of 2,57,82
319,3,2:45.0,,Y. Ferrell makes free throw 2 of 2,57,83
320,3,2:38.0,Turnover by I. Briscoe (bad pass),,57,83
321,3,2:29.0,,Turnover by K. Koufos (bad pass),57,83
322,3,2:29.0,,B. Bogdanović enters the game for B. Hield,57,83
323,3,2:26.0,Personal take foul by Y. Ferrell (drawn by I. Briscoe),,57,83
324,3,2:26.0,I. Briscoe misses free throw 1 of 2,,57,83
325,3,2:26.0,Offensive rebound by Team,,57,83
326,3,2:26.0,I. Briscoe misses free throw 2 of 2,,57,83
327,3,2:23.0,,Defensive rebound by J. Jackson,57,83
328,3,2:02.0,,Turnover by K. Koufos (bad pass; steal by T. Ross),57,83
329,3,1:59.0,T. Ross makes 2-pt dunk from 1 ft,,59,83
330,3,1:46.0,,M. Bagley makes 2-pt jump shot from 9 ft,59,85
331,3,1:28.0,A. Gordon misses 2-pt layup from 6 ft (block by M. Bagley),,59,85
332,3,1:25.0,Offensive rebound by A. Gordon,,59,85
333,3,1:23.0,I. Briscoe misses 3-pt jump shot from 25 ft,,59,85
334,3,1:19.0,,Defensive rebound by B. Bogdanović,59,85
335,3,1:09.0,,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by Y. Ferrell),59,88
336,3,0:54.0,T. Ross makes 3-pt jump shot from 25 ft (assist by I. Briscoe),,62,88
337,3,0:44.0,,M. Bagley misses 3-pt jump shot from 26 ft,62,88
338,3,0:42.0,,Offensive rebound by K. Koufos,62,88
339,3,0:42.0,,Personal foul by T. Ross (drawn by K. Koufos),62,88
340,3,0:42.0,,K. Koufos misses free throw 1 of 2,62,88
341,3,0:42.0,,Offensive rebound by Team,62,88
342,3,0:42.0,,K. Koufos misses free throw 2 of 2,62,88
343,3,0:39.0,Defensive rebound by M. Bamba,,62,88
344,3,0:21.0,I. Briscoe misses 2-pt jump shot from 21 ft,,62,88
345,3,0:18.0,,Defensive rebound by M. Bagley,62,88
346,3,0:04.0,,B. Bogdanović makes 2-pt jump shot from 12 ft (assist by K. Koufos),62,90
347,3,0:00.0,I. Briscoe misses 2-pt jump shot from 11 ft,,62,90
348,3,0:00.0,Offensive rebound by Team,,62,90
349,4,11:42.0,,J. Jackson misses 2-pt jump shot from 18 ft,62,90
350,4,11:38.0,Defensive rebound by A. Gordon,,62,90
351,4,11:30.0,W. Iwundu misses 2-pt layup from 3 ft,,62,90
352,4,11:30.0,,Defensive rebound by Team,62,90
353,4,11:30.0,Loose ball foul by M. Bamba (drawn by M. Bagley),,62,90
354,4,11:12.0,,B. Bogdanović misses 2-pt jump shot from 8 ft,62,90
355,4,11:09.0,,Offensive rebound by K. Koufos,62,90
356,4,11:08.0,,K. Koufos misses 2-pt jump shot from 3 ft,62,90
357,4,11:07.0,Defensive rebound by A. Gordon,,62,90
358,4,11:01.0,M. Bamba misses 2-pt jump shot from 14 ft,,62,90
359,4,10:57.0,,Defensive rebound by B. Bogdanović,62,90
360,4,10:47.0,,Y. Ferrell misses 2-pt jump shot from 12 ft,62,90
361,4,10:44.0,,Offensive rebound by K. Koufos,62,90
362,4,10:41.0,,J. Jackson misses 3-pt jump shot from 26 ft,62,90
363,4,10:38.0,,Offensive rebound by M. Bagley,62,90
364,4,10:36.0,,M. Bagley misses 3-pt jump shot from 23 ft,62,90
365,4,10:36.0,Defensive rebound by Team,,62,90
366,4,10:36.0,,Loose ball foul by K. Koufos (drawn by A. Gordon),62,90
367,4,10:36.0,K. Birch enters the game for M. Bamba,,62,90
368,4,10:36.0,,H. Giles enters the game for K. Koufos,62,90
369,4,10:28.0,Personal foul by J. Jackson (drawn by T. Ross),,62,90
370,4,10:21.0,T. Ross makes 3-pt jump shot from 25 ft,,65,90
371,4,10:03.0,,Y. Ferrell misses 2-pt layup from 2 ft,65,90
372,4,10:01.0,Defensive rebound by K. Birch,,65,90
373,4,9:57.0,T. Ross makes 3-pt jump shot from 25 ft,,68,90
374,4,9:57.0,Shooting foul by M. Bagley (drawn by T. Ross),,68,90
375,4,9:57.0,T. Ross makes free throw 1 of 1,,69,90
376,4,9:48.0,,Personal foul by W. Iwundu (drawn by B. Bogdanović),69,90
377,4,9:42.0,,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by Y. Ferrell),69,93
378,4,9:32.0,Personal foul by H. Giles (drawn by K. Birch),,69,93
379,4,9:25.0,T. Ross makes 3-pt jump shot from 25 ft,,72,93
380,4,9:16.0,,M. Bagley misses 2-pt hook shot from 9 ft,72,93
381,4,9:14.0,Defensive rebound by K. Birch,,72,93
