,QUARTER,TIME_REMAINING,CHICAGO_ACTION,PHOENIX_ACTION,CHICAGO_SCORE,PHOENIX_SCORE
379,4,5:29.0,,D. Booker misses 2-pt layup from 2 ft,100,86
380,4,5:27.0,Defensive rebound by Z. LaVine,,100,86
381,4,5:12.0,K. Dunn makes 2-pt jump shot from 8 ft (assist by Z. LaVine),,102,86
382,4,5:12.0,Shooting foul by M. Bridges (drawn by K. Dunn),,102,86
383,4,5:12.0,K. Dunn makes free throw 1 of 1,,103,86
384,4,5:00.0,,J. Crawford misses 3-pt jump shot from 26 ft,103,86
385,4,4:57.0,,Offensive rebound by D. Booker,103,86
386,4,4:50.0,,M. Bridges misses 3-pt jump shot from 23 ft,103,86
387,4,4:47.0,Defensive rebound by R. Lopez,,103,86
388,4,4:32.0,Turnover by R. Lopez (traveling),,103,86
389,4,4:32.0,,Phoenix full timeout,103,86
390,4,4:32.0,,J. Jackson enters the game for J. Crawford,103,86
391,4,4:19.0,,Turnover by J. Jackson (bad pass; steal by S. Harrison),103,86
392,4,4:15.0,S. Harrison makes 2-pt layup at rim,,105,86
393,4,4:12.0,,Personal foul by K. Dunn (drawn by D. Booker),105,86
394,4,4:12.0,,D. Booker makes free throw 1 of 2,105,87
395,4,4:12.0,,D. Booker makes free throw 2 of 2,105,88
396,4,3:58.0,L. Markkanen misses 2-pt jump shot from 12 ft,,105,88
397,4,3:56.0,Offensive rebound by R. Lopez,,105,88
398,4,3:55.0,L. Markkanen makes 2-pt dunk from 1 ft (assist by R. Lopez),,107,88
399,4,3:44.0,,D. Booker misses 2-pt layup from 2 ft,107,88
400,4,3:44.0,Defensive rebound by L. Markkanen,,107,88
401,4,3:42.0,Personal foul by D. Booker (drawn by L. Markkanen),,107,88
402,4,3:35.0,Turnover by Z. LaVine (traveling),,107,88
403,4,3:22.0,,Shooting foul by S. Harrison (drawn by T. Daniels),107,88
404,4,3:22.0,,Offensive rebound by Team,107,88
405,4,3:22.0,,T. Daniels misses free throw 1 of 3,107,88
406,4,3:22.0,,T. Daniels makes free throw 2 of 3,107,89
407,4,3:22.0,,T. Daniels makes free throw 3 of 3,107,90
408,4,3:06.0,K. Dunn misses 2-pt jump shot from 18 ft,,107,90
409,4,3:02.0,,Defensive rebound by J. Jackson,107,90
410,4,2:54.0,,D. Ayton misses 2-pt layup from 2 ft (block by R. Lopez),107,90
411,4,2:53.0,,Offensive rebound by D. Ayton,107,90
412,4,2:52.0,,D. Ayton makes 2-pt layup from 1 ft,107,92
413,4,2:36.0,L. Markkanen misses 2-pt jump shot from 1 ft,,107,92
414,4,2:35.0,Offensive rebound by R. Lopez,,107,92
415,4,2:34.0,R. Lopez misses 2-pt layup at rim,,107,92
416,4,2:33.0,Offensive rebound by R. Lopez,,107,92
417,4,2:32.0,R. Lopez makes 2-pt layup at rim,,109,92
418,4,2:20.0,,D. Booker misses 2-pt layup from 1 ft,109,92
419,4,2:17.0,,Offensive rebound by T. Daniels,109,92
420,4,2:17.0,,T. Daniels makes 2-pt layup from 1 ft,109,94
421,4,2:03.0,L. Markkanen misses 3-pt jump shot from 26 ft,,109,94
422,4,2:03.0,,Defensive rebound by J. Jackson,109,94
423,4,1:55.0,,J. Jackson makes 2-pt hook shot from 7 ft,109,96
424,4,1:38.0,L. Markkanen makes 2-pt jump shot from 3 ft (assist by K. Dunn),,111,96
425,4,1:31.0,,T. Daniels makes 3-pt jump shot from 27 ft (assist by J. Jackson),111,99
426,4,1:21.0,Personal foul by D. Ayton (drawn by R. Lopez),,111,99
427,4,1:21.0,R. Lopez makes free throw 1 of 2,,112,99
428,4,1:21.0,,D. Melton enters the game for D. Booker,112,99
429,4,1:21.0,R. Lopez makes free throw 2 of 2,,113,99
430,4,0:59.0,,J. Jackson misses 2-pt jump shot from 2 ft,113,99
431,4,0:57.0,Defensive rebound by L. Markkanen,,113,99
432,4,0:52.0,Z. LaVine makes 2-pt layup at rim,,115,99
433,4,0:40.0,,D. Ayton makes 2-pt dunk from 1 ft (assist by T. Daniels),115,101
434,4,0:40.0,Chicago full timeout,,115,101
435,4,0:40.0,R. Arcidiacono enters the game for K. Dunn,,115,101
436,4,0:40.0,A. Blakeney enters the game for S. Harrison,,115,101
437,4,0:40.0,C. Felício enters the game for Z. LaVine,,115,101
438,4,0:40.0,T. Luwawu-Cabarrot enters the game for R. Lopez,,115,101
439,4,0:40.0,W. Selden enters the game for L. Markkanen,,115,101
440,4,0:40.0,,R. Spalding enters the game for D. Ayton,115,101
441,4,0:30.0,Personal foul by D. Melton (drawn by R. Arcidiacono),,115,101
442,4,0:30.0,R. Arcidiacono misses free throw 1 of 2,,115,101
443,4,0:30.0,Offensive rebound by Team,,115,101
444,4,0:30.0,R. Arcidiacono makes free throw 2 of 2,,116,101
445,4,0:25.0,,T. Daniels misses 3-pt jump shot from 25 ft,116,101
446,4,0:21.0,,Offensive rebound by M. Bridges,116,101
447,4,0:19.0,,M. Bridges misses 3-pt jump shot from 23 ft,116,101
448,4,0:16.0,Defensive rebound by A. Blakeney,,116,101
