,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,CLEVELAND_ACTION,MINNESOTA_SCORE,CLEVELAND_SCORE
390,4,0:36.0,K. Towns misses 2-pt hook shot from 5 ft,,97,89
391,4,0:33.0,,Defensive rebound by C. Osman,97,89
392,4,0:29.0,,C. Sexton misses 3-pt jump shot from 23 ft (block by D. Rose),97,89
393,4,0:28.0,,Offensive rebound by Team,97,89
394,4,0:24.0,,Shooting foul by J. Teague (drawn by T. Thompson),97,89
395,4,0:24.0,,Technical foul by T. Thibodeau,97,89
396,4,0:24.0,,K. Korver makes technical free throw,97,90
397,4,0:24.0,,T. Thompson makes free throw 1 of 2,97,91
398,4,0:24.0,,T. Thompson makes free throw 2 of 2,97,92
399,4,0:24.0,Minnesota full timeout,,97,92
400,4,0:24.0,D. Šarić enters the game for T. Gibson,,97,92
401,4,0:23.0,Personal foul by T. Thompson (drawn by J. Teague),,97,92
402,4,0:22.0,Personal foul by T. Thompson (drawn by J. Teague),,97,92
403,4,0:22.0,J. Teague makes free throw 1 of 2,,98,92
404,4,0:22.0,T. Gibson enters the game for D. Šarić,,98,92
405,4,0:22.0,J. Teague makes free throw 2 of 2,,99,92
406,4,0:14.0,,K. Korver makes 3-pt jump shot from 29 ft (assist by C. Osman),99,95
407,4,0:14.0,,Technical foul by C. Osman,99,95
408,4,0:14.0,R. Covington makes technical free throw,,100,95
409,4,0:14.0,D. Šarić enters the game for T. Gibson,,100,95
410,4,0:14.0,Minnesota full timeout,,100,95
411,4,0:13.0,Personal foul by K. Korver (drawn by R. Covington),,100,95
412,4,0:13.0,R. Covington makes free throw 1 of 2,,101,95
413,4,0:13.0,T. Gibson enters the game for D. Šarić,,101,95
414,4,0:13.0,R. Covington makes free throw 2 of 2,,102,95
415,4,0:04.0,,R. Hood misses 3-pt jump shot from 26 ft,102,95
416,4,0:01.0,Defensive rebound by K. Towns,,102,95
