,QUARTER,TIME_REMAINING,PHOENIX_ACTION,BOSTON_ACTION,PHOENIX_SCORE,BOSTON_SCORE
385,4,6:41.0,Offensive rebound by J. Jackson,,97,84
386,4,6:38.0,J. Jackson misses 2-pt layup from 1 ft,,97,84
387,4,6:37.0,,Defensive rebound by J. Tatum,97,84
388,4,6:31.0,,T. Rozier misses 2-pt jump shot from 8 ft (block by D. Booker),97,84
389,4,6:30.0,,Offensive rebound by K. Irving,97,84
390,4,6:27.0,,T. Rozier makes 3-pt jump shot from 23 ft (assist by K. Irving),97,87
391,4,6:03.0,D. Booker misses 3-pt jump shot from 25 ft,,97,87
392,4,6:02.0,,Defensive rebound by M. Smart,97,87
393,4,5:56.0,,T. Rozier makes 3-pt jump shot from 26 ft,97,90
394,4,5:55.0,Phoenix full timeout,,97,90
395,4,5:55.0,T. Warren enters the game for M. Bridges,,97,90
396,4,5:55.0,,D. Theis enters the game for R. Williams,97,90
397,4,5:37.0,D. Ayton makes 2-pt hook shot from 7 ft (assist by K. Oubre),,99,90
398,4,5:11.0,Loose ball foul by K. Oubre (drawn by M. Smart),,99,90
399,4,5:00.0,,T. Rozier misses 3-pt jump shot from 24 ft,99,90
400,4,4:58.0,Defensive rebound by D. Ayton,,99,90
401,4,4:43.0,Shooting foul by J. Tatum (drawn by K. Oubre),,99,90
402,4,4:43.0,K. Oubre makes free throw 1 of 2,,100,90
403,4,4:43.0,,G. Hayward enters the game for T. Rozier,100,90
404,4,4:43.0,K. Oubre misses free throw 2 of 2,,100,90
405,4,4:41.0,,Defensive rebound by J. Tatum,100,90
406,4,4:31.0,,Shooting foul by D. Ayton (drawn by K. Irving),100,90
407,4,4:31.0,,K. Irving makes free throw 1 of 2,100,91
408,4,4:31.0,,R. Williams enters the game for D. Theis,100,91
409,4,4:31.0,,K. Irving makes free throw 2 of 2,100,92
410,4,4:16.0,Shooting foul by K. Irving (drawn by D. Ayton),,100,92
411,4,4:16.0,D. Ayton misses free throw 1 of 2,,100,92
412,4,4:16.0,Offensive rebound by Team,,100,92
413,4,4:16.0,D. Ayton makes free throw 2 of 2,,101,92
414,4,4:01.0,,Shooting foul by D. Booker (drawn by M. Smart),101,92
415,4,4:01.0,,M. Smart makes free throw 1 of 3,101,93
416,4,4:01.0,,M. Smart makes free throw 2 of 3,101,94
417,4,4:01.0,,M. Smart makes free throw 3 of 3,101,95
418,4,3:52.0,Personal foul by J. Tatum (drawn by T. Warren),,101,95
419,4,3:46.0,J. Jackson misses 3-pt jump shot from 23 ft (block by J. Tatum),,101,95
420,4,3:46.0,Offensive rebound by Team,,101,95
421,4,3:44.0,K. Oubre misses 3-pt jump shot from 27 ft,,101,95
422,4,3:42.0,,Defensive rebound by G. Hayward,101,95
423,4,3:32.0,,Shooting foul by T. Warren (drawn by R. Williams),101,95
424,4,3:32.0,,R. Williams misses free throw 1 of 2,101,95
425,4,3:32.0,,Offensive rebound by Team,101,95
426,4,3:32.0,,R. Williams misses free throw 2 of 2,101,95
427,4,3:30.0,Defensive rebound by D. Ayton,,101,95
428,4,3:12.0,Phoenix full timeout,,101,95
429,4,3:09.0,D. Booker misses 2-pt jump shot from 12 ft,,101,95
430,4,3:08.0,,Defensive rebound by J. Tatum,101,95
431,4,2:53.0,,Boston full timeout,101,95
432,4,2:48.0,,K. Irving misses 2-pt layup from 2 ft (block by J. Jackson),101,95
433,4,2:46.0,Defensive rebound by K. Oubre,,101,95
434,4,2:31.0,K. Oubre misses 2-pt layup from 1 ft,,101,95
435,4,2:29.0,,Defensive rebound by R. Williams,101,95
436,4,2:19.0,,K. Irving misses 2-pt layup from 7 ft,101,95
437,4,2:17.0,Defensive rebound by D. Ayton,,101,95
438,4,2:12.0,D. Booker makes 2-pt layup from 2 ft,,103,95
439,4,1:49.0,,M. Smart makes 3-pt jump shot from 23 ft (assist by R. Williams),103,98
440,4,1:25.0,Shooting foul by M. Smart (drawn by T. Warren),,103,98
441,4,1:25.0,T. Warren makes free throw 1 of 3,,104,98
442,4,1:25.0,T. Warren makes free throw 2 of 3,,105,98
443,4,1:25.0,T. Warren makes free throw 3 of 3,,106,98
444,4,1:11.0,,K. Irving makes 3-pt jump shot from 26 ft (assist by M. Smart),106,101
445,4,0:49.0,K. Oubre makes 3-pt jump shot from 27 ft (assist by D. Booker),,109,101
446,4,0:42.0,,K. Irving makes 2-pt layup from 2 ft,109,103
447,4,0:29.0,Personal foul by M. Smart (drawn by D. Booker),,109,103
448,4,0:29.0,D. Booker makes free throw 1 of 2,,110,103
449,4,0:29.0,,T. Rozier enters the game for R. Williams,110,103
450,4,0:29.0,D. Booker makes free throw 2 of 2,,111,103
451,4,0:23.0,Violation by Team (kicked ball),,111,103
452,4,0:19.0,,T. Rozier misses 3-pt jump shot from 26 ft,111,103
453,4,0:17.0,Defensive rebound by D. Ayton,,111,103
