,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,SAN ANTONIO_ACTION,MEMPHIS_SCORE,SAN ANTONIO_SCORE
176,2,6:34.0,M. Gasol misses 2-pt jump shot from 14 ft,,31,43
177,2,6:32.0,,Defensive rebound by D. DeRozan,31,43
178,2,6:13.0,,R. Gay misses 2-pt jump shot from 19 ft,31,43
179,2,6:11.0,Defensive rebound by K. Anderson,,31,43
180,2,5:58.0,J. Jackson makes 2-pt dunk at rim (assist by K. Anderson),,33,43
181,2,5:42.0,,D. White makes 2-pt jump shot from 19 ft,33,45
182,2,5:22.0,M. Gasol makes 2-pt jump shot from 14 ft (assist by M. Conley),,35,45
183,2,5:08.0,,L. Aldridge misses 2-pt jump shot from 14 ft (block by M. Gasol),35,45
184,2,5:04.0,Defensive rebound by K. Anderson,,35,45
185,2,5:01.0,Turnover by J. Jackson (lost ball; steal by L. Aldridge),,35,45
186,2,4:51.0,,R. Gay makes 2-pt jump shot from 16 ft,35,47
187,2,4:30.0,J. Jackson misses 2-pt jump shot from 6 ft,,35,47
188,2,4:29.0,,Defensive rebound by R. Gay,35,47
189,2,4:14.0,,R. Gay misses 2-pt jump shot from 7 ft,35,47
190,2,4:11.0,,Offensive rebound by R. Gay,35,47
191,2,4:11.0,,R. Gay misses 2-pt layup from 1 ft,35,47
192,2,4:09.0,Defensive rebound by G. Temple,,35,47
193,2,4:08.0,Turnover by G. Temple (lost ball; steal by L. Aldridge),,35,47
194,2,3:58.0,,B. Forbes makes 2-pt layup from 3 ft (assist by L. Aldridge),35,49
195,2,3:50.0,Shooting foul by D. DeRozan (drawn by K. Anderson),,35,49
196,2,3:50.0,Offensive rebound by Team,,35,49
197,2,3:50.0,K. Anderson misses free throw 1 of 2,,35,49
198,2,3:50.0,J. Green enters the game for J. Jackson,,35,49
199,2,3:50.0,,M. Belinelli enters the game for B. Forbes,35,49
200,2,3:50.0,Technical foul by G. Popovich,,35,49
201,2,3:50.0,M. Conley makes technical free throw,,36,49
202,2,3:50.0,K. Anderson makes free throw 2 of 2,,37,49
203,2,3:34.0,,D. DeRozan misses 2-pt layup from 3 ft (block by K. Anderson),37,49
204,2,3:30.0,Defensive rebound by M. Gasol,,37,49
205,2,3:27.0,Turnover by J. Green (step out of bounds),,37,49
206,2,3:17.0,,Shooting foul by K. Anderson (drawn by D. DeRozan),37,49
207,2,3:17.0,,D. DeRozan makes free throw 1 of 2,37,50
208,2,3:17.0,,D. Bertāns enters the game for R. Gay,37,50
209,2,3:17.0,,D. DeRozan makes free throw 2 of 2,37,51
210,2,3:06.0,Shooting foul by D. White (drawn by M. Conley),,37,51
211,2,3:06.0,M. Conley makes free throw 1 of 3,,38,51
212,2,3:06.0,M. Conley makes free throw 2 of 3,,39,51
213,2,3:06.0,M. Conley makes free throw 3 of 3,,40,51
214,2,2:49.0,,L. Aldridge makes 2-pt jump shot from 14 ft,40,53
215,2,2:49.0,,Shooting foul by M. Gasol (drawn by L. Aldridge),40,53
216,2,2:49.0,,L. Aldridge makes free throw 1 of 1,40,54
217,2,2:29.0,G. Temple misses 2-pt jump shot from 14 ft,,40,54
218,2,2:26.0,,Defensive rebound by D. White,40,54
219,2,2:19.0,,D. DeRozan misses 2-pt layup from 11 ft (block by K. Anderson),40,54
220,2,2:17.0,,Offensive rebound by D. DeRozan,40,54
221,2,2:14.0,,D. DeRozan misses 2-pt jump shot from 11 ft,40,54
222,2,2:12.0,Defensive rebound by J. Green,,40,54
223,2,2:02.0,M. Gasol misses 2-pt hook shot from 18 ft,,40,54
224,2,2:00.0,,Defensive rebound by D. DeRozan,40,54
225,2,1:55.0,,L. Aldridge makes 2-pt layup from 3 ft (assist by D. DeRozan),40,56
226,2,1:33.0,G. Temple misses 3-pt jump shot from 25 ft,,40,56
227,2,1:32.0,,Defensive rebound by D. DeRozan,40,56
228,2,1:28.0,,Personal foul by J. Green (drawn by D. Bertāns),40,56
229,2,1:28.0,,D. Bertāns makes free throw 1 of 2,40,57
230,2,1:28.0,J. Noah enters the game for M. Gasol,,40,57
231,2,1:28.0,,B. Forbes enters the game for D. DeRozan,40,57
232,2,1:28.0,,P. Mills enters the game for D. White,40,57
233,2,1:28.0,,D. Bertāns misses free throw 2 of 2,40,57
234,2,1:26.0,Defensive rebound by J. Noah,,40,57
235,2,1:05.0,J. Green misses 2-pt hook shot from 5 ft,,40,57
236,2,1:03.0,,Defensive rebound by L. Aldridge,40,57
237,2,0:53.0,,B. Forbes makes 3-pt jump shot from 24 ft (assist by P. Mills),40,60
238,2,0:43.0,K. Anderson makes 2-pt jump shot from 10 ft,,42,60
239,2,0:34.0,,P. Mills makes 3-pt jump shot from 27 ft (assist by L. Aldridge),42,63
240,2,0:27.0,Turnover by G. Temple (offensive foul),,42,63
241,2,0:27.0,Offensive foul by G. Temple (drawn by P. Mills),,42,63
242,2,0:21.0,,Personal foul by J. Noah (drawn by L. Aldridge),42,63
243,2,0:21.0,,L. Aldridge makes free throw 1 of 2,42,64
244,2,0:21.0,M. Gasol enters the game for J. Noah,,42,64
245,2,0:21.0,,L. Aldridge misses free throw 2 of 2,42,64
246,2,0:17.0,Defensive rebound by M. Gasol,,42,64
247,2,0:04.0,Shooting foul by L. Aldridge (drawn by M. Gasol),,42,64
248,2,0:04.0,M. Gasol makes free throw 1 of 2,,43,64
249,2,0:04.0,M. Gasol makes free throw 2 of 2,,44,64
250,2,0:00.0,,Turnover by P. Mills (bad pass),44,64
251,3,11:43.0,J. Jackson makes 2-pt hook shot from 4 ft (assist by M. Conley),,46,64
252,3,11:27.0,,R. Gay makes 3-pt jump shot from 26 ft (assist by B. Forbes),46,67
253,3,11:04.0,M. Conley makes 2-pt layup from 4 ft (assist by M. Gasol),,48,67
254,3,10:42.0,,R. Gay makes 2-pt layup from 3 ft (assist by L. Aldridge),48,69
255,3,10:26.0,Shooting foul by L. Aldridge (drawn by J. Jackson),,48,69
256,3,10:26.0,J. Jackson makes free throw 1 of 2,,49,69
257,3,10:26.0,J. Jackson makes free throw 2 of 2,,50,69
258,3,10:01.0,,Turnover by Team (shot clock),50,69
259,3,9:45.0,Personal foul by D. White (drawn by G. Temple),,50,69
260,3,9:30.0,G. Temple makes 2-pt jump shot from 15 ft (assist by M. Gasol),,52,69
261,3,9:17.0,,D. White makes 2-pt layup from 1 ft (assist by D. DeRozan),52,71
262,3,8:58.0,Turnover by M. Conley (bad pass; steal by D. White),,52,71
263,3,8:58.0,,Personal foul by M. Conley (drawn by R. Gay),52,71
264,3,8:41.0,,L. Aldridge misses 2-pt jump shot from 17 ft,52,71
265,3,8:39.0,Defensive rebound by J. Jackson,,52,71
266,3,8:23.0,M. Conley makes 2-pt jump shot from 11 ft (assist by G. Temple),,54,71
267,3,8:07.0,,B. Forbes misses 2-pt jump shot from 14 ft,54,71
268,3,8:06.0,Defensive rebound by J. Jackson,,54,71
269,3,7:51.0,J. Jackson makes 3-pt jump shot from 26 ft (assist by M. Gasol),,57,71
270,3,7:31.0,,Turnover by R. Gay (bad pass; steal by J. Jackson),57,71
271,3,7:23.0,M. Gasol misses 3-pt jump shot from 27 ft,,57,71
272,3,7:21.0,,Defensive rebound by R. Gay,57,71
273,3,7:19.0,,Shooting foul by M. Conley (drawn by D. White),57,71
274,3,7:19.0,,D. White makes free throw 1 of 2,57,72
275,3,7:19.0,,D. White makes free throw 2 of 2,57,73
276,3,6:56.0,K. Anderson makes 2-pt jump shot from 5 ft (assist by M. Gasol),,59,73
277,3,6:42.0,,D. DeRozan makes 2-pt layup from 4 ft,59,75
278,3,6:18.0,Turnover by G. Temple (lost ball; steal by D. DeRozan),,59,75
279,3,6:18.0,,Personal foul by G. Temple (drawn by L. Aldridge),59,75
280,3,6:18.0,,San Antonio full timeout,59,75
281,3,6:18.0,J. Carter enters the game for M. Conley,,59,75
282,3,6:02.0,,D. DeRozan misses 2-pt jump shot from 19 ft,59,75
283,3,6:00.0,Defensive rebound by M. Gasol,,59,75
284,3,5:43.0,J. Carter misses 3-pt jump shot from 26 ft,,59,75
285,3,5:42.0,,Defensive rebound by R. Gay,59,75
286,3,5:40.0,,Turnover by R. Gay (bad pass; steal by K. Anderson),59,75
287,3,5:29.0,Turnover by M. Gasol (bad pass; steal by R. Gay),,59,75
288,3,5:20.0,,D. DeRozan misses 2-pt jump shot from 16 ft,59,75
289,3,5:17.0,Defensive rebound by J. Jackson,,59,75
290,3,5:05.0,K. Anderson makes 2-pt jump shot from 21 ft,,61,75
291,3,4:46.0,,Shooting foul by K. Anderson (drawn by D. DeRozan),61,75
292,3,4:46.0,,D. DeRozan makes free throw 1 of 2,61,76
293,3,4:46.0,J. Green enters the game for J. Jackson,,61,76
294,3,4:46.0,,M. Belinelli enters the game for L. Aldridge,61,76
295,3,4:46.0,,P. Mills enters the game for B. Forbes,61,76
296,3,4:46.0,,J. Poeltl enters the game for D. White,61,76
297,3,4:46.0,,D. DeRozan misses free throw 2 of 2,61,76
298,3,4:43.0,Defensive rebound by J. Green,,61,76
299,3,4:24.0,M. Gasol misses 3-pt jump shot from 26 ft,,61,76
300,3,4:21.0,,Defensive rebound by R. Gay,61,76
301,3,4:16.0,,M. Belinelli misses 3-pt jump shot from 23 ft,61,76
302,3,4:14.0,Defensive rebound by J. Green,,61,76
303,3,3:59.0,Turnover by M. Gasol (bad pass),,61,76
304,3,3:59.0,,D. Bertāns enters the game for R. Gay,61,76
305,3,3:45.0,,D. Bertāns misses 3-pt jump shot from 27 ft,61,76
306,3,3:43.0,Defensive rebound by M. Gasol,,61,76
307,3,3:40.0,Offensive foul by J. Green (drawn by M. Belinelli),,61,76
308,3,3:40.0,Turnover by J. Green (offensive foul),,61,76
309,3,3:40.0,D. Brooks enters the game for M. Gasol,,61,76
310,3,3:40.0,J. Jackson enters the game for G. Temple,,61,76
311,3,3:29.0,,J. Poeltl makes 2-pt dunk from 1 ft (assist by D. DeRozan),61,78
312,3,3:14.0,K. Anderson misses 2-pt jump shot from 19 ft,,61,78
313,3,3:12.0,,Defensive rebound by M. Belinelli,61,78
314,3,2:58.0,,J. Poeltl makes 2-pt dunk from 1 ft (assist by P. Mills),61,80
315,3,2:49.0,Personal foul by D. Bertāns (drawn by J. Green),,61,80
316,3,2:49.0,Memphis full timeout,,61,80
317,3,2:49.0,J. Holiday enters the game for K. Anderson,,61,80
318,3,2:49.0,,D. Cunningham enters the game for D. DeRozan,61,80
319,3,2:38.0,J. Green makes 3-pt jump shot from 26 ft,,64,80
320,3,2:26.0,,J. Poeltl makes 2-pt dunk from 1 ft (assist by D. Cunningham),64,82
321,3,2:12.0,J. Carter misses 2-pt jump shot from 2 ft,,64,82
322,3,2:10.0,,Defensive rebound by J. Poeltl,64,82
323,3,2:03.0,,M. Belinelli misses 2-pt jump shot from 14 ft,64,82
324,3,2:00.0,Defensive rebound by J. Jackson,,64,82
325,3,1:53.0,J. Jackson misses 3-pt jump shot from 26 ft,,64,82
326,3,1:50.0,,Defensive rebound by D. Bertāns,64,82
327,3,1:38.0,,Shooting foul by J. Carter (drawn by M. Belinelli),64,82
328,3,1:38.0,,M. Belinelli makes free throw 1 of 2,64,83
329,3,1:38.0,,M. Belinelli makes free throw 2 of 2,64,84
330,3,1:31.0,Personal foul by M. Belinelli (drawn by J. Jackson),,64,84
331,3,1:24.0,Offensive foul by J. Carter (drawn by P. Mills),,64,84
332,3,1:24.0,Turnover by J. Carter (offensive foul),,64,84
333,3,1:16.0,Violation by Team (kicked ball),,64,84
334,3,1:09.0,,M. Belinelli makes 2-pt jump shot from 17 ft,64,86
335,3,0:50.0,J. Green misses 2-pt jump shot from 16 ft,,64,86
336,3,0:48.0,,Defensive rebound by J. Poeltl,64,86
337,3,0:39.0,,J. Poeltl makes 2-pt layup from 2 ft (assist by M. Belinelli),64,88
338,3,0:28.0,Personal foul by M. Belinelli (drawn by J. Green),,64,88
339,3,0:28.0,J. Green makes free throw 1 of 2,,65,88
340,3,0:28.0,J. Green makes free throw 2 of 2,,66,88
341,3,0:07.0,,Turnover by J. Poeltl (bad pass; steal by J. Jackson),66,88
342,3,0:02.0,D. Brooks misses 2-pt layup from 3 ft (block by J. Poeltl),,66,88
343,3,0:02.0,,Defensive rebound by J. Poeltl,66,88
344,3,0:01.0,,D. Bertāns misses 3-pt jump shot from 59 ft,66,88
345,3,0:01.0,,Offensive rebound by Team,66,88
346,4,11:46.0,,D. Bertāns misses 3-pt jump shot from 26 ft,66,88
347,4,11:44.0,Defensive rebound by J. Carter,,66,88
348,4,11:30.0,Turnover by D. Brooks (bad pass),,66,88
349,4,11:18.0,,D. Cunningham makes 2-pt dunk from 1 ft (assist by J. Poeltl),66,90
350,4,11:02.0,D. Brooks makes 2-pt layup from 2 ft (assist by J. Carter),,68,90
351,4,10:40.0,,D. Cunningham misses 2-pt hook shot from 4 ft,68,90
352,4,10:38.0,Defensive rebound by J. Green,,68,90
353,4,10:24.0,D. Brooks makes 3-pt jump shot from 26 ft (assist by J. Jackson),,71,90
354,4,10:05.0,,M. Belinelli misses 3-pt jump shot from 26 ft,71,90
355,4,10:02.0,Defensive rebound by J. Jackson,,71,90
356,4,9:57.0,J. Jackson makes 2-pt hook shot from 15 ft,,73,90
357,4,9:57.0,Shooting foul by J. Poeltl (drawn by J. Jackson),,73,90
358,4,9:57.0,,B. Forbes enters the game for M. Belinelli,73,90
359,4,9:57.0,,D. White enters the game for P. Mills,73,90
360,4,9:57.0,J. Jackson misses free throw 1 of 1,,73,90
361,4,9:55.0,,Defensive rebound by J. Poeltl,73,90
362,4,9:40.0,,Turnover by J. Poeltl (lost ball; steal by J. Jackson),73,90
363,4,9:27.0,D. Brooks misses 2-pt jump shot from 7 ft,,73,90
364,4,9:27.0,Offensive rebound by J. Jackson,,73,90
365,4,9:27.0,Personal foul by J. Poeltl (drawn by J. Jackson),,73,90
366,4,9:20.0,J. Jackson makes 2-pt layup from 9 ft (assist by J. Holiday),,75,90
367,4,9:20.0,,San Antonio full timeout,75,90
368,4,9:20.0,,L. Aldridge enters the game for D. Bertāns,75,90
369,4,9:20.0,,D. DeRozan enters the game for D. Cunningham,75,90
370,4,9:20.0,,R. Gay enters the game for J. Poeltl,75,90
371,4,8:54.0,,B. Forbes misses 3-pt jump shot from 29 ft,75,90
372,4,8:52.0,Defensive rebound by J. Green,,75,90
373,4,8:41.0,Personal foul by L. Aldridge (drawn by J. Jackson),,75,90
374,4,8:28.0,D. Brooks makes 2-pt jump shot from 11 ft (assist by J. Carter),,77,90
375,4,8:19.0,,Personal foul by J. Green (drawn by D. DeRozan),77,90
376,4,8:07.0,,R. Gay misses 2-pt jump shot from 16 ft,77,90
377,4,8:05.0,Defensive rebound by J. Carter,,77,90
378,4,7:59.0,J. Carter misses 2-pt jump shot from 4 ft,,77,90
379,4,7:57.0,,Defensive rebound by R. Gay,77,90
380,4,7:45.0,,B. Forbes misses 3-pt jump shot from 26 ft,77,90
381,4,7:45.0,Defensive rebound by J. Carter,,77,90
382,4,7:38.0,D. Brooks makes 3-pt jump shot from 26 ft (assist by J. Carter),,80,90
383,4,7:21.0,,Personal foul by D. Brooks (drawn by R. Gay),80,90
384,4,7:21.0,,P. Mills enters the game for D. White,80,90
