,QUARTER,TIME_REMAINING,PHOENIX_ACTION,DETROIT_ACTION,PHOENIX_SCORE,DETROIT_SCORE
388,4,7:24.0,D. Ayton makes free throw 2 of 2,,91,98
389,4,7:11.0,,Turnover by R. Jackson (traveling),91,98
390,4,6:59.0,D. Booker misses 3-pt jump shot from 28 ft,,91,98
391,4,6:54.0,,Defensive rebound by S. Johnson,91,98
392,4,6:46.0,,R. Bullock misses 3-pt jump shot from 23 ft,91,98
393,4,6:46.0,,Offensive rebound by A. Drummond,91,98
394,4,6:46.0,,Personal foul by D. Booker (drawn by A. Drummond),91,98
395,4,6:39.0,,R. Bullock makes 2-pt layup from 3 ft (assist by R. Jackson),91,100
396,4,6:29.0,Turnover by D. Booker (bad pass; steal by A. Drummond),,91,100
397,4,6:23.0,,S. Johnson makes 3-pt jump shot from 26 ft (assist by B. Griffin),91,103
398,4,6:22.0,Phoenix full timeout,,91,103
399,4,6:22.0,J. Crawford enters the game for I. Canaan,,91,103
400,4,6:10.0,Turnover by J. Crawford (bad pass; steal by A. Drummond),,91,103
401,4,6:01.0,,B. Griffin misses 2-pt layup from 4 ft,91,103
402,4,5:59.0,Defensive rebound by D. Ayton,,91,103
403,4,5:52.0,Turnover by D. Ayton (traveling),,91,103
404,4,5:31.0,,R. Jackson misses 3-pt jump shot from 26 ft,91,103
405,4,5:28.0,Defensive rebound by D. Ayton,,91,103
406,4,5:26.0,Turnover by D. Ayton (bad pass; steal by A. Drummond),,91,103
407,4,5:26.0,,Shooting foul by D. Ayton (drawn by A. Drummond),91,103
408,4,5:26.0,,A. Drummond misses free throw 1 of 2,91,103
409,4,5:26.0,,Offensive rebound by Team,91,103
410,4,5:26.0,,A. Drummond misses free throw 2 of 2,91,103
411,4,5:23.0,,Offensive rebound by S. Johnson,91,103
412,4,5:23.0,,S. Johnson misses 2-pt layup from 1 ft,91,103
413,4,5:22.0,Defensive rebound by D. Ayton,,91,103
414,4,5:21.0,D. Booker makes 3-pt jump shot from 29 ft (assist by D. Ayton),,94,103
415,4,5:16.0,,Personal foul by J. Crawford (drawn by A. Drummond),94,103
416,4,5:16.0,,A. Drummond makes free throw 1 of 2,94,104
417,4,5:16.0,,A. Drummond misses free throw 2 of 2,94,104
418,4,5:11.0,Defensive rebound by D. Ayton,,94,104
419,4,5:05.0,Turnover by D. Booker (bad pass; steal by R. Jackson),,94,104
420,4,5:02.0,,R. Bullock makes 2-pt layup from 1 ft (assist by R. Jackson),94,106
421,4,4:44.0,D. Booker makes 3-pt jump shot from 29 ft (assist by T. Ariza),,97,106
422,4,4:40.0,,Personal foul by J. Crawford (drawn by A. Drummond),97,106
423,4,4:40.0,,A. Drummond misses free throw 1 of 2,97,106
424,4,4:40.0,,Offensive rebound by Team,97,106
425,4,4:40.0,,A. Drummond misses free throw 2 of 2,97,106
426,4,4:37.0,Defensive rebound by D. Ayton,,97,106
427,4,4:30.0,Personal foul by R. Jackson (drawn by D. Booker),,97,106
428,4,4:23.0,Turnover by T. Ariza (traveling),,97,106
429,4,4:23.0,,Detroit full timeout,97,106
430,4,4:23.0,,L. Galloway enters the game for A. Drummond,97,106
431,4,4:03.0,,B. Griffin makes 2-pt layup from 2 ft,97,108
432,4,3:48.0,M. Bridges misses 3-pt jump shot from 24 ft,,97,108
433,4,3:44.0,Offensive rebound by M. Bridges,,97,108
434,4,3:43.0,D. Ayton makes 2-pt layup from 2 ft (assist by M. Bridges),,99,108
435,4,3:25.0,,B. Griffin makes 3-pt jump shot from 26 ft (assist by R. Jackson),99,111
436,4,3:11.0,D. Booker makes 2-pt layup from 6 ft (assist by J. Crawford),,101,111
437,4,2:45.0,,R. Jackson misses 3-pt jump shot from 27 ft,101,111
438,4,2:42.0,Defensive rebound by J. Crawford,,101,111
439,4,2:37.0,Turnover by M. Bridges (bad pass; steal by R. Jackson),,101,111
440,4,2:37.0,,Detroit full timeout,101,111
441,4,2:15.0,,B. Griffin makes 3-pt jump shot from 28 ft (assist by R. Jackson),101,114
442,4,2:01.0,D. Ayton makes 2-pt dunk from 2 ft (assist by J. Crawford),,103,114
443,4,1:48.0,,R. Jackson makes 2-pt layup from 4 ft,103,116
444,4,1:41.0,Turnover by D. Booker (out of bounds lost ball),,103,116
445,4,1:41.0,,B. Brown enters the game for R. Bullock,103,116
446,4,1:19.0,,B. Griffin makes 2-pt jump shot from 18 ft,103,118
447,4,1:19.0,Phoenix full timeout,,103,118
448,4,1:13.0,D. Ayton makes 2-pt jump shot from 17 ft (assist by T. Ariza),,105,118
449,4,0:50.0,,B. Griffin misses 3-pt jump shot from 28 ft,105,118
450,4,0:46.0,Defensive rebound by Team,,105,118
451,4,0:44.0,Turnover by T. Ariza (bad pass; steal by S. Johnson),,105,118
452,4,0:21.0,,B. Griffin misses 3-pt jump shot from 28 ft,105,118
453,4,0:18.0,Defensive rebound by D. Booker,,105,118
454,4,0:11.0,D. Ayton makes 2-pt layup from 3 ft (assist by D. Booker),,107,118
