,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,ORLANDO_ACTION,GOLDEN STATE_SCORE,ORLANDO_SCORE
386,4,4:21.0,,T. Ross makes 3-pt jump shot from 26 ft (assist by W. Iwundu),89,89
387,4,4:07.0,S. Curry misses 2-pt jump shot from 19 ft,,89,89
388,4,4:03.0,,Defensive rebound by J. Isaac,89,89
389,4,3:53.0,,D. Augustin misses 3-pt jump shot from 28 ft,89,89
390,4,3:51.0,Defensive rebound by D. Green,,89,89
391,4,3:40.0,J. Bell makes 2-pt layup from 1 ft (assist by D. Green),,91,89
392,4,3:39.0,,Orlando full timeout,91,89
393,4,3:39.0,K. Thompson enters the game for A. McKinnie,,91,89
394,4,3:39.0,,A. Gordon enters the game for W. Iwundu,91,89
395,4,3:20.0,,J. Isaac misses 2-pt layup from 3 ft,91,89
396,4,3:18.0,Defensive rebound by J. Bell,,91,89
397,4,3:07.0,S. Curry makes 3-pt jump shot from 26 ft,,94,89
398,4,3:03.0,,Orlando full timeout,94,89
399,4,3:03.0,,E. Fournier enters the game for J. Isaac,94,89
400,4,2:49.0,,Shooting foul by J. Bell (drawn by N. Vučević),94,89
401,4,2:49.0,,N. Vučević makes free throw 1 of 2,94,90
402,4,2:49.0,D. Cousins enters the game for J. Bell,,94,90
403,4,2:49.0,,N. Vučević misses free throw 2 of 2,94,90
404,4,2:46.0,Defensive rebound by D. Cousins,,94,90
405,4,2:31.0,Turnover by D. Cousins (out of bounds lost ball),,94,90
406,4,2:10.0,,N. Vučević makes 2-pt hook shot from 4 ft,94,92
407,4,1:50.0,K. Thompson misses 3-pt jump shot from 25 ft,,94,92
408,4,1:48.0,,Defensive rebound by N. Vučević,94,92
409,4,1:41.0,,A. Gordon makes 3-pt jump shot from 25 ft (assist by T. Ross),94,95
410,4,1:27.0,S. Curry misses 2-pt jump shot from 15 ft,,94,95
411,4,1:24.0,,Defensive rebound by A. Gordon,94,95
412,4,1:16.0,,D. Augustin makes 2-pt layup from 2 ft,94,97
413,4,1:16.0,Golden State full timeout,,94,97
414,4,1:15.0,Personal foul by A. Gordon (drawn by S. Curry),,94,97
415,4,1:08.0,S. Curry misses 3-pt jump shot from 26 ft,,94,97
416,4,1:04.0,Offensive rebound by J. Jerebko,,94,97
417,4,1:00.0,D. Cousins misses 2-pt hook shot from 7 ft,,94,97
418,4,0:59.0,,Defensive rebound by T. Ross,94,97
419,4,0:59.0,,Personal foul by D. Cousins (drawn by T. Ross),94,97
420,4,0:59.0,,T. Ross makes free throw 1 of 2,94,98
421,4,0:59.0,,T. Ross makes free throw 2 of 2,94,99
422,4,0:48.0,J. Jerebko makes 2-pt layup from 2 ft (assist by S. Curry),,96,99
423,4,0:27.0,,N. Vučević misses 2-pt hook shot from 7 ft,96,99
424,4,0:26.0,,Offensive rebound by A. Gordon,96,99
425,4,0:26.0,,A. Gordon makes 2-pt layup from 1 ft,96,101
426,4,0:18.0,D. Cousins misses 3-pt jump shot from 25 ft,,96,101
427,4,0:17.0,,Defensive rebound by A. Gordon,96,101
428,4,0:15.0,,Personal take foul by J. Jerebko (drawn by A. Gordon),96,101
429,4,0:15.0,,A. Gordon makes free throw 1 of 2,96,102
430,4,0:15.0,,A. Gordon makes free throw 2 of 2,96,103
431,4,0:15.0,Golden State full timeout,,96,103
432,4,0:15.0,,J. Isaac enters the game for D. Augustin,96,103
433,4,0:15.0,,W. Iwundu enters the game for T. Ross,96,103
434,4,0:14.0,K. Thompson misses 3-pt jump shot from 26 ft,,96,103
435,4,0:11.0,,Defensive rebound by Team,96,103
