,QUARTER,TIME_REMAINING,MIAMI_ACTION,LA CLIPPERS_ACTION,MIAMI_SCORE,LA CLIPPERS_SCORE
94,1,2:01.0,U. Haslem misses 2-pt layup from 2 ft (block by M. Harrell),,30,24
95,1,1:56.0,,Defensive rebound by L. Williams,30,24
96,1,1:42.0,,M. Scott makes 2-pt jump shot from 18 ft,30,26
97,1,1:29.0,Personal foul by M. Scott (drawn by K. Olynyk),,30,26
98,1,1:29.0,K. Olynyk makes free throw 1 of 2,,31,26
99,1,1:29.0,K. Olynyk makes free throw 2 of 2,,32,26
100,1,1:15.0,,Personal foul by D. Jones (drawn by L. Williams),32,26
101,1,1:15.0,,L. Williams makes free throw 1 of 2,32,27
102,1,1:15.0,,L. Williams makes free throw 2 of 2,32,28
103,1,0:57.0,D. Wade misses 3-pt jump shot from 26 ft,,32,28
104,1,0:53.0,,Defensive rebound by M. Harrell,32,28
105,1,0:46.0,,M. Scott misses 3-pt jump shot from 24 ft,32,28
106,1,0:43.0,,Offensive rebound by Team,32,28
107,1,0:37.0,,T. Wallace misses 2-pt jump shot from 10 ft,32,28
108,1,0:33.0,Defensive rebound by D. Jones,,32,28
109,1,0:19.0,K. Olynyk misses 2-pt jump shot from 12 ft,,32,28
110,1,0:18.0,Offensive rebound by U. Haslem,,32,28
111,1,0:18.0,U. Haslem makes 2-pt layup at rim,,34,28
112,1,0:05.0,,M. Scott misses 3-pt jump shot from 27 ft,34,28
113,1,0:02.0,,Offensive rebound by P. Beverley,34,28
114,1,0:02.0,,Shooting foul by D. Wade (drawn by P. Beverley),34,28
115,1,0:02.0,,P. Beverley makes free throw 1 of 2,34,29
116,1,0:02.0,,P. Beverley makes free throw 2 of 2,34,30
117,2,11:43.0,K. Olynyk misses 2-pt layup from 3 ft (block by M. Scott),,34,30
118,2,11:40.0,,Defensive rebound by M. Scott,34,30
119,2,11:25.0,,L. Williams misses 2-pt layup from 3 ft (block by D. Wade),34,30
120,2,11:22.0,Defensive rebound by J. Winslow,,34,30
121,2,11:19.0,K. Olynyk makes 3-pt jump shot from 29 ft (assist by J. Winslow),,37,30
122,2,10:57.0,,M. Scott misses 3-pt jump shot from 24 ft,37,30
123,2,10:57.0,Defensive rebound by U. Haslem,,37,30
124,2,10:53.0,Shooting foul by M. Scott (drawn by J. Winslow),,37,30
125,2,10:53.0,J. Winslow makes free throw 1 of 2,,38,30
126,2,10:53.0,J. Winslow makes free throw 2 of 2,,39,30
127,2,10:45.0,,P. Beverley misses 3-pt jump shot from 26 ft,39,30
128,2,10:40.0,Defensive rebound by R. McGruder,,39,30
129,2,10:36.0,R. McGruder misses 3-pt jump shot from 27 ft,,39,30
130,2,10:31.0,,Defensive rebound by P. Beverley,39,30
131,2,10:23.0,,T. Wallace misses 2-pt jump shot from 5 ft,39,30
132,2,10:20.0,,Offensive rebound by P. Beverley,39,30
133,2,10:10.0,,M. Harrell makes 2-pt jump shot from 7 ft,39,32
134,2,10:10.0,,Shooting foul by U. Haslem (drawn by M. Harrell),39,32
135,2,10:10.0,,M. Harrell misses free throw 1 of 1,39,32
136,2,10:10.0,Defensive rebound by U. Haslem,,39,32
137,2,9:56.0,D. Wade misses 2-pt jump shot from 16 ft,,39,32
138,2,9:53.0,,Defensive rebound by P. Beverley,39,32
139,2,9:49.0,,Personal foul by R. McGruder (drawn by L. Williams),39,32
140,2,9:42.0,,Personal foul by J. Winslow (drawn by T. Wallace),39,32
141,2,9:26.0,,M. Scott misses 3-pt jump shot from 26 ft,39,32
142,2,9:24.0,Defensive rebound by U. Haslem,,39,32
143,2,9:13.0,D. Wade misses 2-pt layup from 2 ft (block by P. Beverley),,39,32
144,2,9:13.0,Offensive rebound by D. Wade,,39,32
145,2,9:13.0,Shooting foul by T. Wallace (drawn by K. Olynyk),,39,32
146,2,9:13.0,K. Olynyk misses free throw 1 of 3,,39,32
147,2,9:13.0,Offensive rebound by Team,,39,32
148,2,9:13.0,K. Olynyk makes free throw 2 of 3,,40,32
149,2,9:13.0,,D. Gallinari enters the game for P. Beverley,40,32
150,2,9:13.0,,S. Gilgeous-Alexander enters the game for M. Scott,40,32
151,2,9:13.0,K. Olynyk makes free throw 3 of 3,,41,32
152,2,9:00.0,,Turnover by S. Gilgeous-Alexander (out of bounds lost ball),41,32
153,2,9:00.0,,LA Clippers full timeout,41,32
154,2,8:46.0,K. Olynyk misses 3-pt jump shot from 29 ft,,41,32
155,2,8:43.0,,Defensive rebound by L. Williams,41,32
156,2,8:38.0,,L. Williams misses 2-pt jump shot from 16 ft,41,32
157,2,8:34.0,,Offensive rebound by M. Harrell,41,32
158,2,8:33.0,,LA Clippers full timeout,41,32
159,2,8:33.0,,T. Harris enters the game for T. Wallace,41,32
160,2,8:24.0,,T. Harris misses 3-pt jump shot from 27 ft,41,32
161,2,8:21.0,Defensive rebound by D. Wade,,41,32
162,2,8:06.0,D. Wade makes 2-pt layup from 3 ft,,43,32
163,2,7:50.0,,T. Harris misses 2-pt layup from 2 ft,43,32
164,2,7:47.0,Defensive rebound by J. Winslow,,43,32
165,2,7:42.0,Turnover by D. Wade (lost ball; steal by S. Gilgeous-Alexander),,43,32
166,2,7:37.0,,T. Harris makes 2-pt layup from 2 ft (assist by L. Williams),43,34
167,2,7:37.0,,Shooting foul by K. Olynyk (drawn by T. Harris),43,34
168,2,7:37.0,J. Johnson enters the game for U. Haslem,,43,34
169,2,7:37.0,,A. Bradley enters the game for M. Harrell,43,34
170,2,7:37.0,,B. Marjanović enters the game for L. Williams,43,34
171,2,7:37.0,,T. Harris makes free throw 1 of 1,43,35
172,2,7:28.0,K. Olynyk misses 2-pt layup from 3 ft (block by D. Gallinari),,43,35
173,2,7:24.0,,Defensive rebound by D. Gallinari,43,35
174,2,7:20.0,,B. Marjanović misses 2-pt layup from 1 ft,43,35
175,2,7:16.0,Defensive rebound by J. Johnson,,43,35
176,2,7:12.0,K. Olynyk makes 3-pt jump shot from 23 ft (assist by J. Winslow),,46,35
177,2,6:46.0,,A. Bradley makes 2-pt jump shot from 20 ft (assist by S. Gilgeous-Alexander),46,37
178,2,6:31.0,Shooting foul by B. Marjanović (drawn by J. Winslow),,46,37
179,2,6:31.0,J. Winslow makes free throw 1 of 2,,47,37
180,2,6:31.0,J. Winslow makes free throw 2 of 2,,48,37
181,2,6:23.0,,Offensive foul by B. Marjanović (drawn by K. Olynyk),48,37
182,2,6:23.0,,Turnover by B. Marjanović (offensive foul),48,37
183,2,6:20.0,Personal foul by S. Gilgeous-Alexander (drawn by R. McGruder),,48,37
184,2,6:20.0,,L. Williams enters the game for B. Marjanović,48,37
185,2,6:13.0,J. Winslow makes 2-pt dunk from 2 ft (assist by D. Wade),,50,37
186,2,6:04.0,,T. Harris makes 2-pt dunk from 2 ft (assist by L. Williams),50,39
187,2,6:04.0,,P. Beverley enters the game for S. Gilgeous-Alexander,50,39
188,2,5:44.0,Miami full timeout,,50,39
189,2,5:40.0,D. Wade misses 2-pt jump shot from 15 ft,,50,39
190,2,5:38.0,Offensive rebound by K. Olynyk,,50,39
191,2,5:36.0,J. Johnson misses 3-pt jump shot from 27 ft,,50,39
192,2,5:33.0,,Defensive rebound by P. Beverley,50,39
193,2,5:24.0,,D. Gallinari misses 3-pt jump shot from 25 ft,50,39
194,2,5:23.0,,Offensive rebound by Team,50,39
195,2,5:23.0,Loose ball foul by J. Winslow (drawn by P. Beverley),,50,39
196,2,5:23.0,,P. Beverley makes free throw 1 of 2,50,40
197,2,5:23.0,,P. Beverley makes free throw 2 of 2,50,41
198,2,5:09.0,Turnover by D. Wade (bad pass),,50,41
199,2,4:46.0,,L. Williams misses 2-pt jump shot from 22 ft,50,41
200,2,4:42.0,Defensive rebound by K. Olynyk,,50,41
201,2,4:36.0,R. McGruder misses 2-pt layup from 1 ft,,50,41
202,2,4:32.0,,Defensive rebound by D. Gallinari,50,41
203,2,4:29.0,,P. Beverley makes 3-pt jump shot from 26 ft (assist by D. Gallinari),50,44
204,2,4:10.0,D. Wade misses 2-pt layup from 3 ft (block by P. Beverley),,50,44
205,2,4:06.0,Offensive rebound by D. Wade,,50,44
206,2,4:05.0,D. Wade makes 2-pt layup from 2 ft,,52,44
207,2,4:00.0,,P. Beverley misses 3-pt jump shot from 25 ft,52,44
208,2,3:57.0,Defensive rebound by J. Winslow,,52,44
209,2,3:43.0,J. Johnson misses 2-pt layup from 1 ft,,52,44
210,2,3:43.0,,Defensive rebound by Team,52,44
211,2,3:43.0,Loose ball foul by K. Olynyk (drawn by P. Beverley),,52,44
212,2,3:43.0,,P. Beverley makes free throw 1 of 2,52,45
213,2,3:43.0,D. Jones enters the game for D. Wade,,52,45
214,2,3:43.0,,P. Beverley makes free throw 2 of 2,52,46
215,2,3:30.0,Shooting foul by L. Williams (drawn by D. Jones),,52,46
216,2,3:30.0,D. Jones makes free throw 1 of 2,,53,46
217,2,3:30.0,D. Jones makes free throw 2 of 2,,54,46
218,2,3:20.0,,T. Harris makes 3-pt jump shot from 26 ft (assist by L. Williams),54,49
219,2,3:01.0,D. Jones misses 2-pt jump shot from 9 ft,,54,49
220,2,2:57.0,Offensive rebound by D. Jones,,54,49
221,2,2:57.0,D. Jones makes 2-pt dunk at rim,,56,49
222,2,2:47.0,,L. Williams misses 3-pt jump shot from 27 ft,56,49
223,2,2:45.0,Defensive rebound by D. Jones,,56,49
224,2,2:39.0,Shooting foul by T. Harris (drawn by J. Johnson),,56,49
225,2,2:39.0,J. Johnson makes free throw 1 of 2,,57,49
226,2,2:39.0,J. Johnson makes free throw 2 of 2,,58,49
227,2,2:33.0,,D. Gallinari misses 2-pt layup from 4 ft,58,49
228,2,2:33.0,,Offensive rebound by D. Gallinari,58,49
229,2,2:33.0,,Offensive foul by D. Gallinari (drawn by K. Olynyk),58,49
230,2,2:33.0,,Turnover by D. Gallinari (offensive foul),58,49
231,2,2:23.0,R. McGruder misses 3-pt jump shot from 26 ft,,58,49
232,2,2:18.0,,Defensive rebound by T. Harris,58,49
233,2,2:10.0,,T. Harris misses 2-pt jump shot from 5 ft,58,49
234,2,2:08.0,Defensive rebound by K. Olynyk,,58,49
235,2,1:56.0,Turnover by J. Winslow (offensive foul),,58,49
236,2,1:56.0,Offensive foul by J. Winslow (drawn by D. Gallinari),,58,49
237,2,1:56.0,D. Wade enters the game for J. Winslow,,58,49
238,2,1:53.0,,T. Harris makes 3-pt jump shot from 27 ft (assist by L. Williams),58,52
239,2,1:41.0,Violation by Team (kicked ball),,58,52
240,2,1:37.0,,T. Harris makes 2-pt layup from 3 ft (assist by P. Beverley),58,54
241,2,1:37.0,,Shooting foul by K. Olynyk (drawn by T. Harris),58,54
242,2,1:37.0,U. Haslem enters the game for K. Olynyk,,58,54
243,2,1:37.0,,T. Harris makes free throw 1 of 1,58,55
244,2,1:23.0,J. Johnson misses 3-pt jump shot from 25 ft,,58,55
245,2,1:20.0,,Defensive rebound by A. Bradley,58,55
246,2,1:17.0,,L. Williams makes 2-pt layup from 2 ft,58,57
247,2,1:17.0,,Shooting foul by D. Jones (drawn by L. Williams),58,57
248,2,1:17.0,,L. Williams makes free throw 1 of 1,58,58
249,2,1:07.0,Turnover by R. McGruder (lost ball; steal by P. Beverley),,58,58
250,2,1:02.0,,A. Bradley makes 2-pt layup from 2 ft (assist by D. Gallinari),58,60
251,2,0:47.0,D. Wade makes 3-pt jump shot from 27 ft (assist by J. Johnson),,61,60
252,2,0:46.0,,Shooting foul by R. McGruder (drawn by L. Williams),61,60
253,2,0:46.0,,L. Williams makes free throw 1 of 2,61,61
254,2,0:46.0,,L. Williams makes free throw 2 of 2,61,62
255,2,0:34.0,D. Wade makes 3-pt jump shot from 28 ft (assist by J. Johnson),,64,62
256,2,0:29.0,,Turnover by P. Beverley (traveling),64,62
257,2,0:18.0,D. Wade misses 3-pt jump shot from 26 ft,,64,62
258,2,0:12.0,,Defensive rebound by D. Gallinari,64,62
259,2,0:12.0,,Turnover by D. Gallinari (bad pass; steal by R. McGruder),64,62
260,2,0:12.0,Shooting foul by T. Harris (drawn by D. Jones),,64,62
261,2,0:12.0,D. Jones misses free throw 1 of 2,,64,62
262,2,0:12.0,Offensive rebound by Team,,64,62
263,2,0:12.0,D. Jones makes free throw 2 of 2,,65,62
264,2,0:04.0,,T. Harris misses 3-pt jump shot from 26 ft,65,62
265,2,0:01.0,Defensive rebound by D. Wade,,65,62
266,3,11:47.0,Turnover by R. McGruder (bad pass; steal by B. Marjanović),,65,62
267,3,11:30.0,,S. Gilgeous-Alexander makes 2-pt layup from 2 ft,65,64
268,3,11:03.0,R. McGruder makes 2-pt jump shot from 14 ft (assist by B. Adebayo),,67,64
269,3,10:54.0,,B. Marjanović misses 2-pt layup from 1 ft,67,64
270,3,10:51.0,Defensive rebound by J. Johnson,,67,64
271,3,10:43.0,K. Olynyk misses 3-pt jump shot from 28 ft,,67,64
272,3,10:40.0,,Defensive rebound by T. Harris,67,64
273,3,10:32.0,,T. Harris misses 2-pt layup from 2 ft,67,64
274,3,10:31.0,,Offensive rebound by B. Marjanović,67,64
275,3,10:29.0,,B. Marjanović makes 2-pt layup from 2 ft,67,66
276,3,10:15.0,J. Johnson makes 2-pt layup from 2 ft,,69,66
277,3,9:55.0,,D. Gallinari makes 2-pt jump shot from 21 ft,69,68
278,3,9:43.0,J. Winslow misses 2-pt jump shot from 8 ft,,69,68
279,3,9:41.0,,Defensive rebound by S. Gilgeous-Alexander,69,68
280,3,9:28.0,,S. Gilgeous-Alexander makes 2-pt jump shot from 12 ft,69,70
281,3,9:12.0,J. Johnson makes 2-pt dunk from 1 ft (assist by K. Olynyk),,71,70
282,3,8:53.0,,A. Bradley makes 3-pt jump shot from 25 ft (assist by T. Harris),71,73
283,3,8:45.0,Personal foul by A. Bradley (drawn by J. Winslow),,71,73
284,3,8:30.0,R. McGruder makes 3-pt jump shot from 26 ft (assist by B. Adebayo),,74,73
285,3,8:18.0,,D. Gallinari misses 2-pt layup from 2 ft (block by K. Olynyk),74,73
286,3,8:15.0,Defensive rebound by K. Olynyk,,74,73
287,3,8:13.0,J. Winslow makes 2-pt layup from 1 ft,,76,73
288,3,8:01.0,,B. Marjanović makes 2-pt dunk from 1 ft (assist by D. Gallinari),76,75
289,3,7:44.0,R. McGruder misses 3-pt jump shot from 26 ft,,76,75
290,3,7:41.0,,Defensive rebound by D. Gallinari,76,75
291,3,7:36.0,,Shooting foul by B. Adebayo (drawn by D. Gallinari),76,75
292,3,7:36.0,,D. Gallinari makes free throw 1 of 2,76,76
293,3,7:36.0,,D. Gallinari misses free throw 2 of 2,76,76
294,3,7:34.0,Defensive rebound by K. Olynyk,,76,76
295,3,7:24.0,K. Olynyk misses 3-pt jump shot from 26 ft,,76,76
296,3,7:21.0,,Defensive rebound by S. Gilgeous-Alexander,76,76
297,3,7:13.0,,Turnover by B. Marjanović (lost ball; steal by J. Johnson),76,76
298,3,7:07.0,B. Adebayo misses 2-pt layup from 1 ft,,76,76
299,3,7:04.0,,Defensive rebound by D. Gallinari,76,76
300,3,7:00.0,,D. Gallinari misses 3-pt jump shot from 28 ft,76,76
301,3,6:57.0,,Offensive rebound by B. Marjanović,76,76
302,3,6:57.0,,B. Marjanović misses 2-pt jump shot from 4 ft,76,76
303,3,6:57.0,Defensive rebound by J. Winslow,,76,76
304,3,6:40.0,J. Johnson misses 3-pt jump shot from 26 ft,,76,76
305,3,6:38.0,Offensive rebound by K. Olynyk,,76,76
306,3,6:34.0,J. Winslow makes 3-pt jump shot from 25 ft (assist by K. Olynyk),,79,76
307,3,6:17.0,,Turnover by D. Gallinari (bad pass; steal by B. Adebayo),79,76
308,3,6:12.0,Turnover by R. McGruder (bad pass),,79,76
309,3,6:12.0,,LA Clippers full timeout,79,76
310,3,6:12.0,,M. Harrell enters the game for B. Marjanović,79,76
311,3,5:55.0,,D. Gallinari misses 2-pt jump shot from 19 ft,79,76
312,3,5:53.0,Defensive rebound by J. Winslow,,79,76
313,3,5:41.0,K. Olynyk misses 3-pt jump shot from 26 ft,,79,76
314,3,5:38.0,,Defensive rebound by A. Bradley,79,76
315,3,5:32.0,,M. Harrell misses 2-pt layup from 3 ft,79,76
316,3,5:30.0,,Offensive rebound by S. Gilgeous-Alexander,79,76
317,3,5:22.0,,T. Harris makes 2-pt layup from 1 ft,79,78
318,3,5:07.0,B. Adebayo misses 2-pt hook shot from 5 ft,,79,78
319,3,5:05.0,,Defensive rebound by T. Harris,79,78
320,3,4:53.0,,Turnover by A. Bradley (bad pass; steal by K. Olynyk),79,78
321,3,4:47.0,J. Johnson makes 2-pt jump shot from 9 ft (assist by K. Olynyk),,81,78
322,3,4:37.0,,S. Gilgeous-Alexander misses 2-pt jump shot from 14 ft (block by B. Adebayo),81,78
323,3,4:35.0,Defensive rebound by K. Olynyk,,81,78
324,3,4:28.0,Turnover by K. Olynyk (offensive foul),,81,78
325,3,4:28.0,Offensive foul by K. Olynyk (drawn by A. Bradley),,81,78
326,3,4:28.0,D. Wade enters the game for K. Olynyk,,81,78
327,3,4:17.0,,S. Gilgeous-Alexander misses 2-pt layup from 2 ft (block by J. Johnson),81,78
328,3,4:11.0,Defensive rebound by D. Wade,,81,78
329,3,4:01.0,R. McGruder misses 2-pt jump shot from 8 ft,,81,78
330,3,4:01.0,,Defensive rebound by Team,81,78
331,3,3:53.0,,Personal foul by J. Johnson (drawn by D. Gallinari),81,78
332,3,3:53.0,D. Jones enters the game for R. McGruder,,81,78
333,3,3:53.0,,L. Williams enters the game for A. Bradley,81,78
334,3,3:45.0,,S. Gilgeous-Alexander misses 3-pt jump shot from 24 ft,81,78
335,3,3:41.0,,Offensive rebound by D. Gallinari,81,78
336,3,3:41.0,,Shooting foul by J. Winslow (drawn by D. Gallinari),81,78
337,3,3:41.0,,D. Gallinari makes free throw 1 of 2,81,79
338,3,3:41.0,R. McGruder enters the game for J. Winslow,,81,79
339,3,3:41.0,,P. Beverley enters the game for S. Gilgeous-Alexander,81,79
340,3,3:41.0,,D. Gallinari makes free throw 2 of 2,81,80
341,3,3:27.0,Turnover by D. Wade (bad pass; steal by T. Harris),,81,80
342,3,3:21.0,,Turnover by L. Williams (lost ball; steal by D. Jones),81,80
343,3,3:21.0,Clear path foul by P. Beverley,,81,80
344,3,3:21.0,D. Wade makes clear path free throw 1 of 2,,82,80
345,3,3:21.0,,M. Scott enters the game for D. Gallinari,82,80
346,3,3:21.0,D. Wade misses clear path free throw 2 of 2,,82,80
347,3,3:21.0,Offensive rebound by Team,,82,80
348,3,3:07.0,R. McGruder misses 2-pt layup from 1 ft,,82,80
349,3,3:06.0,Offensive rebound by B. Adebayo,,82,80
350,3,3:06.0,B. Adebayo makes 2-pt layup from 1 ft,,84,80
351,3,3:06.0,,Technical foul by T. Harris,84,80
352,3,3:06.0,R. McGruder makes technical free throw,,85,80
353,3,2:58.0,,L. Williams misses 2-pt jump shot from 3 ft,85,80
354,3,2:56.0,,Offensive rebound by M. Harrell,85,80
355,3,2:55.0,,M. Harrell misses 2-pt layup from 2 ft,85,80
356,3,2:54.0,,Offensive rebound by M. Harrell,85,80
357,3,2:54.0,,Shooting foul by R. McGruder (drawn by M. Harrell),85,80
358,3,2:54.0,Miami full timeout,,85,80
359,3,2:54.0,,M. Harrell misses free throw 1 of 2,85,80
360,3,2:54.0,,Offensive rebound by Team,85,80
361,3,2:54.0,,M. Harrell makes free throw 2 of 2,85,81
362,3,2:35.0,D. Jones misses 3-pt jump shot from 28 ft,,85,81
363,3,2:32.0,,Defensive rebound by M. Harrell,85,81
364,3,2:23.0,,M. Harrell makes 2-pt layup from 4 ft (assist by P. Beverley),85,83
365,3,2:09.0,D. Wade misses 2-pt jump shot from 15 ft,,85,83
366,3,2:07.0,,Defensive rebound by M. Scott,85,83
367,3,1:57.0,,T. Harris makes 2-pt jump shot from 16 ft,85,85
368,3,1:41.0,D. Wade misses 2-pt layup from 3 ft (block by M. Harrell),,85,85
369,3,1:41.0,,Defensive rebound by P. Beverley,85,85
370,3,1:34.0,,M. Scott makes 3-pt jump shot from 23 ft (assist by L. Williams),85,88
371,3,1:12.0,Personal foul by M. Harrell (drawn by B. Adebayo),,85,88
372,3,1:03.0,Turnover by R. McGruder (traveling),,85,88
373,3,0:55.0,,M. Harrell misses 2-pt jump shot from 12 ft,85,88
374,3,0:52.0,Defensive rebound by J. Johnson,,85,88
375,3,0:46.0,Shooting foul by M. Scott (drawn by D. Wade),,85,88
376,3,0:46.0,D. Wade makes free throw 1 of 2,,86,88
377,3,0:46.0,D. Wade makes free throw 2 of 2,,87,88
378,3,0:43.0,,L. Williams makes 2-pt jump shot from 11 ft,87,90
379,3,0:28.0,B. Adebayo misses 2-pt jump shot from 3 ft,,87,90
380,3,0:28.0,Offensive rebound by B. Adebayo,,87,90
