,QUARTER,TIME_REMAINING,DENVER_ACTION,PORTLAND_ACTION,DENVER_SCORE,PORTLAND_SCORE
27,1,7:10.0,,A. Aminu makes 3-pt jump shot from 27 ft (assist by D. Lillard),14,15
28,1,6:54.0,J. Murray makes 2-pt layup from 2 ft,,16,15
29,1,6:41.0,,D. Lillard misses 3-pt jump shot from 28 ft,16,15
30,1,6:39.0,Defensive rebound by J. Hernangómez,,16,15
31,1,6:28.0,G. Harris makes 2-pt layup at rim (assist by N. Jokić),,18,15
32,1,6:28.0,Shooting foul by J. Nurkić (drawn by G. Harris),,18,15
33,1,6:28.0,,Portland full timeout,18,15
34,1,6:28.0,G. Harris makes free throw 1 of 1,,19,15
35,1,6:15.0,,M. Harkless misses 2-pt jump shot from 8 ft,19,15
36,1,6:12.0,Defensive rebound by P. Millsap,,19,15
37,1,6:08.0,Personal foul by A. Aminu (drawn by N. Jokić),,19,15
38,1,6:00.0,N. Jokić makes 2-pt layup from 2 ft (assist by J. Murray),,21,15
39,1,5:44.0,,M. Harkless makes 2-pt layup from 1 ft (assist by A. Aminu),21,17
40,1,5:22.0,P. Millsap makes 2-pt jump shot from 4 ft,,23,17
41,1,5:05.0,,Turnover by M. Harkless (bad pass; steal by P. Millsap),23,17
42,1,5:04.0,Shooting foul by M. Harkless (drawn by P. Millsap),,23,17
43,1,5:04.0,M. Morris enters the game for J. Murray,,23,17
44,1,5:04.0,,E. Turner enters the game for M. Harkless,23,17
45,1,5:04.0,P. Millsap makes free throw 1 of 2,,24,17
46,1,5:04.0,P. Millsap makes free throw 2 of 2,,25,17
47,1,4:45.0,,C. McCollum misses 2-pt jump shot from 15 ft,25,17
48,1,4:44.0,Defensive rebound by J. Hernangómez,,25,17
49,1,4:25.0,G. Harris makes 3-pt jump shot from 22 ft (assist by J. Hernangómez),,28,17
50,1,4:04.0,,D. Lillard misses 3-pt jump shot from 27 ft,28,17
51,1,4:03.0,Defensive rebound by J. Hernangómez,,28,17
52,1,3:54.0,P. Millsap misses 2-pt jump shot from 4 ft,,28,17
53,1,3:52.0,,Defensive rebound by E. Turner,28,17
54,1,3:42.0,,Shooting foul by J. Hernangómez (drawn by A. Aminu),28,17
55,1,3:42.0,,A. Aminu makes free throw 1 of 2,28,18
56,1,3:42.0,,M. Leonard enters the game for J. Nurkić,28,18
57,1,3:42.0,,A. Aminu makes free throw 2 of 2,28,19
58,1,3:24.0,G. Harris misses 2-pt layup from 3 ft (block by C. McCollum),,28,19
59,1,3:24.0,Offensive rebound by Team,,28,19
60,1,3:24.0,M. Plumlee enters the game for N. Jokić,,28,19
61,1,3:24.0,,Z. Collins enters the game for A. Aminu,28,19
62,1,3:18.0,G. Harris misses 3-pt jump shot from 27 ft,,28,19
63,1,3:16.0,,Defensive rebound by Z. Collins,28,19
64,1,3:01.0,,C. McCollum makes 2-pt jump shot from 3 ft,28,21
65,1,2:44.0,G. Harris makes 3-pt jump shot from 23 ft (assist by P. Millsap),,31,21
66,1,2:25.0,,Z. Collins misses 2-pt jump shot from 14 ft,31,21
67,1,2:23.0,Defensive rebound by J. Hernangómez,,31,21
68,1,2:11.0,P. Millsap makes 2-pt jump shot from 17 ft,,33,21
69,1,2:10.0,,Portland full timeout,33,21
70,1,2:10.0,T. Lyles enters the game for G. Harris,,33,21
71,1,2:10.0,J. Murray enters the game for P. Millsap,,33,21
72,1,2:10.0,,S. Curry enters the game for C. McCollum,33,21
73,1,1:46.0,,Z. Collins misses 3-pt jump shot from 23 ft,33,21
74,1,1:42.0,Defensive rebound by M. Morris,,33,21
75,1,1:40.0,Shooting foul by E. Turner (drawn by J. Hernangómez),,33,21
76,1,1:40.0,J. Hernangómez makes free throw 1 of 2,,34,21
77,1,1:40.0,J. Hernangómez makes free throw 2 of 2,,35,21
78,1,1:27.0,,D. Lillard makes 3-pt jump shot from 23 ft (assist by E. Turner),35,24
79,1,1:09.0,M. Morris makes 2-pt jump shot from 6 ft,,37,24
80,1,0:49.0,,Z. Collins misses 2-pt layup from 1 ft,37,24
81,1,0:47.0,Defensive rebound by M. Plumlee,,37,24
82,1,0:42.0,T. Lyles misses 3-pt jump shot from 23 ft,,37,24
83,1,0:40.0,Offensive rebound by M. Plumlee,,37,24
84,1,0:33.0,Personal foul by Z. Collins (drawn by M. Plumlee),,37,24
85,1,0:33.0,M. Plumlee misses free throw 1 of 2,,37,24
86,1,0:33.0,Offensive rebound by Team,,37,24
87,1,0:33.0,T. Craig enters the game for T. Lyles,,37,24
88,1,0:33.0,,C. McCollum enters the game for Z. Collins,37,24
89,1,0:33.0,M. Plumlee makes free throw 2 of 2,,38,24
90,1,0:22.0,,M. Leonard makes 2-pt dunk from 1 ft (assist by E. Turner),38,26
91,1,0:02.0,T. Craig misses 3-pt jump shot from 24 ft,,38,26
92,1,0:01.0,,Defensive rebound by D. Lillard,38,26
93,2,11:48.0,,N. Stauskas makes 2-pt layup from 1 ft (assist by M. Leonard),38,28
94,2,11:48.0,,Shooting foul by T. Lyles (drawn by N. Stauskas),38,28
95,2,11:48.0,,N. Stauskas makes free throw 1 of 1,38,29
96,2,11:32.0,M. Beasley misses 2-pt layup from 1 ft (block by M. Leonard),,38,29
97,2,11:29.0,,Defensive rebound by M. Leonard,38,29
98,2,11:18.0,,N. Stauskas misses 3-pt jump shot from 25 ft,38,29
99,2,11:16.0,Defensive rebound by M. Morris,,38,29
100,2,11:06.0,M. Morris makes 2-pt jump shot from 18 ft,,40,29
101,2,10:46.0,,Turnover by E. Turner (lost ball; steal by T. Lyles),40,29
102,2,10:40.0,M. Beasley makes 3-pt jump shot from 23 ft (assist by M. Plumlee),,43,29
103,2,10:23.0,,M. Leonard makes 3-pt jump shot from 28 ft (assist by E. Turner),43,32
104,2,10:09.0,J. Murray misses 2-pt jump shot from 10 ft,,43,32
105,2,10:09.0,,Defensive rebound by Team,43,32
106,2,10:09.0,Loose ball foul by M. Plumlee (drawn by Z. Collins),,43,32
107,2,9:59.0,,Turnover by E. Turner (bad pass; steal by M. Plumlee),43,32
108,2,9:55.0,J. Murray misses 2-pt layup from 1 ft (block by E. Turner),,43,32
109,2,9:53.0,,Defensive rebound by E. Turner,43,32
110,2,9:52.0,,Turnover by E. Turner (bad pass; steal by M. Beasley),43,32
111,2,9:41.0,M. Morris makes 3-pt jump shot from 24 ft (assist by M. Plumlee),,46,32
112,2,9:19.0,,E. Turner misses 2-pt jump shot from 13 ft,46,32
113,2,9:19.0,,Offensive rebound by Z. Collins,46,32
114,2,9:16.0,,M. Leonard makes 2-pt dunk from 1 ft (assist by Z. Collins),46,34
115,2,9:16.0,,Shooting foul by M. Plumlee (drawn by M. Leonard),46,34
116,2,9:16.0,,M. Leonard misses free throw 1 of 1,46,34
117,2,9:13.0,Defensive rebound by T. Lyles,,46,34
118,2,8:58.0,T. Lyles misses 2-pt jump shot from 6 ft,,46,34
119,2,8:57.0,,Defensive rebound by Team,46,34
120,2,8:43.0,,Offensive foul by N. Stauskas (drawn by J. Murray),46,34
121,2,8:43.0,,Turnover by N. Stauskas (offensive foul),46,34
122,2,8:34.0,J. Murray misses 2-pt jump shot from 11 ft,,46,34
123,2,8:33.0,,Defensive rebound by E. Turner,46,34
124,2,8:25.0,,Personal foul by M. Plumlee (drawn by Z. Collins),46,34
125,2,8:25.0,P. Millsap enters the game for M. Plumlee,,46,34
126,2,8:09.0,,M. Leonard misses 2-pt jump shot from 4 ft,46,34
127,2,8:07.0,Defensive rebound by J. Murray,,46,34
128,2,8:00.0,T. Lyles misses 2-pt layup from 2 ft,,46,34
129,2,7:59.0,Offensive rebound by P. Millsap,,46,34
130,2,7:59.0,P. Millsap makes 2-pt layup from 2 ft,,48,34
131,2,7:38.0,,S. Curry makes 2-pt layup from 2 ft (assist by E. Turner),48,36
132,2,7:15.0,T. Lyles makes 3-pt jump shot from 25 ft (assist by J. Murray),,51,36
133,2,7:05.0,,Portland full timeout,51,36
134,2,7:05.0,G. Harris enters the game for J. Murray,,51,36
135,2,7:05.0,,D. Lillard enters the game for Z. Collins,51,36
136,2,7:05.0,,C. McCollum enters the game for S. Curry,51,36
137,2,7:05.0,,J. Nurkić enters the game for E. Turner,51,36
138,2,6:58.0,,J. Nurkić misses 2-pt layup from 1 ft,51,36
139,2,6:56.0,Defensive rebound by M. Morris,,51,36
140,2,6:45.0,P. Millsap makes 2-pt jump shot from 7 ft (assist by M. Morris),,53,36
141,2,6:32.0,,Shooting foul by T. Lyles (drawn by J. Nurkić),53,36
142,2,6:32.0,,J. Nurkić makes free throw 1 of 2,53,37
143,2,6:32.0,N. Jokić enters the game for T. Lyles,,53,37
144,2,6:32.0,,J. Nurkić misses free throw 2 of 2,53,37
145,2,6:30.0,Defensive rebound by P. Millsap,,53,37
146,2,6:15.0,P. Millsap misses 2-pt jump shot from 10 ft,,53,37
147,2,6:12.0,,Defensive rebound by J. Nurkić,53,37
148,2,6:03.0,,J. Nurkić makes 2-pt jump shot from 10 ft (assist by D. Lillard),53,39
149,2,5:44.0,G. Harris misses 2-pt jump shot from 20 ft,,53,39
150,2,5:43.0,,Defensive rebound by Team,53,39
151,2,5:43.0,Loose ball foul by M. Morris (drawn by M. Leonard),,53,39
152,2,5:43.0,,M. Leonard makes free throw 1 of 2,53,40
153,2,5:43.0,J. Hernangómez enters the game for M. Beasley,,53,40
154,2,5:43.0,,M. Leonard makes free throw 2 of 2,53,41
155,2,5:18.0,G. Harris misses 2-pt layup from 3 ft,,53,41
156,2,5:18.0,Offensive rebound by P. Millsap,,53,41
157,2,5:18.0,Turnover by Team (shot clock),,53,41
158,2,4:58.0,,N. Stauskas misses 2-pt jump shot from 22 ft,53,41
159,2,4:56.0,,Offensive rebound by C. McCollum,53,41
160,2,4:45.0,,Turnover by M. Leonard (lost ball; steal by G. Harris),53,41
161,2,4:34.0,M. Morris misses 3-pt jump shot from 25 ft,,53,41
162,2,4:32.0,,Defensive rebound by J. Nurkić,53,41
163,2,4:19.0,,D. Lillard makes 2-pt layup from 1 ft,53,43
164,2,3:57.0,G. Harris misses 2-pt jump shot from 13 ft,,53,43
165,2,3:55.0,,Defensive rebound by M. Leonard,53,43
166,2,3:52.0,,C. McCollum makes 2-pt layup from 3 ft (assist by D. Lillard),53,45
167,2,3:52.0,Denver full timeout,,53,45
168,2,3:52.0,J. Murray enters the game for M. Morris,,53,45
169,2,3:41.0,N. Jokić makes 2-pt jump shot from 17 ft (assist by P. Millsap),,55,45
170,2,3:24.0,,Turnover by D. Lillard (lost ball; steal by P. Millsap),55,45
171,2,3:22.0,G. Harris makes 2-pt layup from 1 ft (assist by P. Millsap),,57,45
172,2,3:22.0,Shooting foul by C. McCollum (drawn by G. Harris),,57,45
173,2,3:22.0,G. Harris makes free throw 1 of 1,,58,45
174,2,3:05.0,,C. McCollum misses 3-pt jump shot from 27 ft,58,45
175,2,3:02.0,Defensive rebound by J. Hernangómez,,58,45
176,2,2:52.0,Personal foul by J. Nurkić (drawn by N. Jokić),,58,45
177,2,2:42.0,G. Harris misses 3-pt jump shot from 23 ft,,58,45
178,2,2:39.0,,Defensive rebound by N. Stauskas,58,45
179,2,2:30.0,,D. Lillard misses 3-pt jump shot from 22 ft,58,45
180,2,2:29.0,,Offensive rebound by J. Nurkić,58,45
181,2,2:29.0,,Shooting foul by G. Harris (drawn by J. Nurkić),58,45
182,2,2:29.0,,J. Nurkić makes free throw 1 of 2,58,46
183,2,2:29.0,,E. Turner enters the game for N. Stauskas,58,46
184,2,2:29.0,,J. Nurkić makes free throw 2 of 2,58,47
185,2,2:10.0,N. Jokić makes 2-pt hook shot from 6 ft,,60,47
186,2,1:59.0,,Turnover by C. McCollum (bad pass; steal by N. Jokić),60,47
187,2,1:48.0,Personal foul by M. Leonard (drawn by N. Jokić),,60,47
188,2,1:43.0,Turnover by N. Jokić (bad pass; steal by J. Nurkić),,60,47
189,2,1:42.0,,Turnover by J. Nurkić (bad pass; steal by J. Murray),60,47
190,2,1:40.0,N. Jokić makes 2-pt layup from 1 ft (assist by J. Murray),,62,47
191,2,1:40.0,Shooting foul by M. Leonard (drawn by N. Jokić),,62,47
192,2,1:40.0,N. Jokić makes free throw 1 of 1,,63,47
193,2,1:22.0,,C. McCollum makes 2-pt jump shot from 7 ft (assist by M. Leonard),63,49
194,2,1:13.0,P. Millsap makes 3-pt jump shot from 25 ft (assist by J. Murray),,66,49
195,2,0:55.0,,J. Nurkić misses 3-pt jump shot from 25 ft,66,49
196,2,0:52.0,Defensive rebound by N. Jokić,,66,49
197,2,0:42.0,J. Murray misses 2-pt jump shot from 15 ft,,66,49
198,2,0:38.0,,Defensive rebound by J. Nurkić,66,49
199,2,0:34.0,,C. McCollum misses 3-pt jump shot from 26 ft,66,49
200,2,0:32.0,Defensive rebound by J. Murray,,66,49
201,2,0:28.0,J. Hernangómez misses 2-pt layup from 2 ft,,66,49
202,2,0:26.0,,Defensive rebound by E. Turner,66,49
203,2,0:21.0,,M. Leonard makes 2-pt dunk at rim (assist by D. Lillard),66,51
204,2,0:06.0,N. Jokić makes 2-pt layup from 2 ft (assist by J. Murray),,68,51
205,2,0:02.0,,E. Turner makes 2-pt jump shot from 19 ft,68,53
206,2,0:01.0,J. Murray misses 3-pt jump shot from 37 ft,,68,53
207,2,0:01.0,Offensive rebound by Team,,68,53
208,3,11:43.0,,J. Nurkić makes 2-pt layup from 2 ft (assist by D. Lillard),68,55
209,3,11:31.0,Personal foul by J. Nurkić (drawn by J. Murray),,68,55
210,3,11:25.0,J. Murray misses 2-pt jump shot from 17 ft,,68,55
211,3,11:23.0,,Defensive rebound by J. Nurkić,68,55
212,3,11:13.0,,A. Aminu makes 3-pt jump shot from 26 ft (assist by C. McCollum),68,58
213,3,10:55.0,N. Jokić makes 2-pt hook shot from 6 ft,,70,58
214,3,10:38.0,,C. McCollum makes 2-pt jump shot from 4 ft,70,60
215,3,10:22.0,P. Millsap misses 3-pt jump shot from 25 ft,,70,60
216,3,10:19.0,,Defensive rebound by A. Aminu,70,60
217,3,10:03.0,,M. Harkless misses 3-pt jump shot from 25 ft,70,60
218,3,9:59.0,,Offensive rebound by J. Nurkić,70,60
219,3,9:59.0,,J. Nurkić misses 2-pt layup at rim,70,60
220,3,9:59.0,Defensive rebound by G. Harris,,70,60
221,3,9:57.0,Personal foul by M. Harkless (drawn by N. Jokić),,70,60
222,3,9:48.0,P. Millsap makes 2-pt layup from 2 ft (assist by G. Harris),,72,60
223,3,9:23.0,,A. Aminu misses 3-pt jump shot from 22 ft,72,60
224,3,9:20.0,Defensive rebound by J. Hernangómez,,72,60
225,3,9:14.0,Offensive foul by P. Millsap (drawn by D. Lillard),,72,60
226,3,9:14.0,Turnover by P. Millsap (offensive foul),,72,60
227,3,8:57.0,,Turnover by M. Harkless (bad pass; steal by P. Millsap),72,60
228,3,8:51.0,G. Harris misses 2-pt jump shot from 5 ft,,72,60
229,3,8:47.0,,Defensive rebound by C. McCollum,72,60
230,3,8:41.0,,Shooting foul by J. Murray (drawn by C. McCollum),72,60
231,3,8:41.0,,C. McCollum makes free throw 1 of 2,72,61
232,3,8:41.0,,C. McCollum makes free throw 2 of 2,72,62
233,3,8:26.0,N. Jokić misses 2-pt jump shot from 7 ft (block by J. Nurkić),,72,62
234,3,8:24.0,,Defensive rebound by J. Nurkić,72,62
235,3,8:15.0,,J. Nurkić misses 2-pt jump shot from 2 ft,72,62
236,3,8:15.0,,Offensive rebound by M. Harkless,72,62
237,3,8:13.0,,M. Harkless misses 2-pt layup at rim,72,62
238,3,8:12.0,Defensive rebound by N. Jokić,,72,62
239,3,8:08.0,Shooting foul by C. McCollum (drawn by G. Harris),,72,62
240,3,8:08.0,G. Harris makes free throw 1 of 2,,73,62
241,3,8:08.0,G. Harris makes free throw 2 of 2,,74,62
242,3,7:50.0,,A. Aminu makes 2-pt layup from 1 ft (assist by D. Lillard),74,64
243,3,7:32.0,J. Murray makes 3-pt jump shot from 25 ft (assist by G. Harris),,77,64
244,3,7:22.0,,Shooting foul by P. Millsap (drawn by A. Aminu),77,64
245,3,7:22.0,,A. Aminu makes free throw 1 of 2,77,65
246,3,7:22.0,,A. Aminu makes free throw 2 of 2,77,66
247,3,7:04.0,Turnover by G. Harris (bad pass; steal by J. Nurkić),,77,66
248,3,6:58.0,,J. Nurkić misses 2-pt dunk from 2 ft (block by J. Hernangómez),77,66
249,3,6:56.0,Defensive rebound by J. Hernangómez,,77,66
250,3,6:48.0,J. Murray misses 2-pt layup from 1 ft,,77,66
251,3,6:47.0,,Defensive rebound by A. Aminu,77,66
252,3,6:42.0,,D. Lillard makes 2-pt layup from 2 ft,77,68
253,3,6:42.0,Denver full timeout,,77,68
254,3,6:32.0,N. Jokić misses 3-pt jump shot from 25 ft,,77,68
255,3,6:30.0,,Defensive rebound by M. Harkless,77,68
256,3,6:26.0,,Personal foul by G. Harris (drawn by D. Lillard),77,68
257,3,6:21.0,,D. Lillard misses 3-pt jump shot from 28 ft,77,68
258,3,6:20.0,Defensive rebound by Team,,77,68
259,3,6:09.0,P. Millsap makes 2-pt layup from 1 ft (assist by N. Jokić),,79,68
260,3,5:58.0,,J. Nurkić makes 2-pt layup from 2 ft (assist by D. Lillard),79,70
261,3,5:44.0,G. Harris misses 3-pt jump shot from 25 ft,,79,70
262,3,5:41.0,,Defensive rebound by C. McCollum,79,70
263,3,5:21.0,,C. McCollum misses 2-pt jump shot from 4 ft,79,70
264,3,5:18.0,,Offensive rebound by J. Nurkić,79,70
265,3,5:18.0,,J. Nurkić misses 2-pt layup at rim,79,70
266,3,5:17.0,,Offensive rebound by J. Nurkić,79,70
267,3,5:17.0,,J. Nurkić makes 2-pt layup at rim,79,72
268,3,4:54.0,Turnover by J. Hernangómez (lost ball; steal by M. Harkless),,79,72
269,3,4:54.0,,Personal take foul by G. Harris (drawn by D. Lillard),79,72
270,3,4:54.0,M. Morris enters the game for J. Murray,,79,72
271,3,4:54.0,,E. Turner enters the game for M. Harkless,79,72
272,3,4:42.0,,J. Nurkić misses 2-pt jump shot from 19 ft,79,72
273,3,4:39.0,Defensive rebound by P. Millsap,,79,72
274,3,4:24.0,G. Harris makes 3-pt jump shot from 25 ft (assist by N. Jokić),,82,72
275,3,4:01.0,,D. Lillard makes 3-pt jump shot from 26 ft,82,75
276,3,3:37.0,P. Millsap misses 2-pt jump shot from 12 ft,,82,75
277,3,3:36.0,Offensive rebound by N. Jokić,,82,75
278,3,3:30.0,N. Jokić misses 2-pt jump shot from 21 ft,,82,75
279,3,3:28.0,Offensive rebound by J. Hernangómez,,82,75
280,3,3:26.0,G. Harris misses 3-pt jump shot from 25 ft,,82,75
281,3,3:24.0,,Defensive rebound by A. Aminu,82,75
282,3,3:14.0,,J. Nurkić misses 2-pt layup at rim (block by N. Jokić),82,75
283,3,3:11.0,Defensive rebound by J. Hernangómez,,82,75
284,3,3:03.0,M. Morris makes 2-pt layup from 1 ft (assist by G. Harris),,84,75
285,3,3:03.0,,Portland full timeout,84,75
286,3,3:03.0,M. Plumlee enters the game for N. Jokić,,84,75
287,3,3:03.0,,M. Leonard enters the game for J. Nurkić,84,75
288,3,2:49.0,,A. Aminu makes 2-pt layup from 1 ft,84,77
289,3,2:32.0,M. Plumlee makes 2-pt layup from 2 ft (assist by M. Morris),,86,77
290,3,2:11.0,,M. Leonard misses 3-pt jump shot from 25 ft,86,77
291,3,2:08.0,Defensive rebound by G. Harris,,86,77
292,3,1:51.0,Turnover by P. Millsap (lost ball; steal by E. Turner),,86,77
293,3,1:51.0,,Personal foul by P. Millsap (drawn by E. Turner),86,77
294,3,1:51.0,,E. Turner misses free throw 1 of 2,86,77
295,3,1:51.0,,Offensive rebound by Team,86,77
296,3,1:51.0,M. Beasley enters the game for G. Harris,,86,77
297,3,1:51.0,T. Lyles enters the game for P. Millsap,,86,77
298,3,1:51.0,,Z. Collins enters the game for A. Aminu,86,77
299,3,1:51.0,,S. Curry enters the game for C. McCollum,86,77
300,3,1:51.0,,E. Turner misses free throw 2 of 2,86,77
301,3,1:48.0,Defensive rebound by J. Hernangómez,,86,77
302,3,1:37.0,Shooting foul by Z. Collins (drawn by T. Lyles),,86,77
303,3,1:37.0,T. Lyles makes free throw 1 of 2,,87,77
304,3,1:37.0,T. Lyles misses free throw 2 of 2,,87,77
305,3,1:35.0,,Defensive rebound by E. Turner,87,77
306,3,1:25.0,,D. Lillard makes 2-pt layup from 2 ft,87,79
307,3,1:08.0,Personal foul by D. Lillard (drawn by T. Lyles),,87,79
308,3,1:08.0,T. Lyles makes free throw 1 of 2,,88,79
309,3,1:08.0,J. Murray enters the game for J. Hernangómez,,88,79
310,3,1:08.0,T. Lyles misses free throw 2 of 2,,88,79
311,3,1:06.0,,Defensive rebound by Z. Collins,88,79
312,3,0:57.0,,Turnover by E. Turner (bad pass; steal by M. Plumlee),88,79
313,3,0:54.0,Personal foul by E. Turner (drawn by J. Murray),,88,79
314,3,0:54.0,J. Murray misses free throw 1 of 2,,88,79
315,3,0:54.0,Offensive rebound by Team,,88,79
316,3,0:54.0,J. Murray misses free throw 2 of 2,,88,79
317,3,0:53.0,,Defensive rebound by E. Turner,88,79
318,3,0:32.0,,D. Lillard misses 2-pt layup from 2 ft,88,79
319,3,0:32.0,,Offensive rebound by Z. Collins,88,79
320,3,0:32.0,,Z. Collins makes 2-pt layup from 2 ft,88,81
321,3,0:32.0,,Shooting foul by M. Beasley (drawn by Z. Collins),88,81
322,3,0:32.0,,Z. Collins makes free throw 1 of 1,88,82
323,3,0:26.0,J. Murray misses 3-pt jump shot from 25 ft,,88,82
324,3,0:24.0,,Defensive rebound by E. Turner,88,82
325,3,0:03.0,,D. Lillard makes 3-pt jump shot from 26 ft,88,85
326,3,0:01.0,T. Lyles makes 3-pt jump shot from 32 ft (assist by M. Plumlee),,91,85
327,4,11:50.0,Personal foul by Z. Collins (drawn by M. Plumlee),,91,85
328,4,11:41.0,M. Plumlee misses 2-pt hook shot from 4 ft,,91,85
329,4,11:38.0,Offensive rebound by Team,,91,85
330,4,11:28.0,T. Lyles misses 2-pt layup from 1 ft (block by Z. Collins),,91,85
331,4,11:28.0,,Defensive rebound by Team,91,85
332,4,11:05.0,,D. Lillard misses 2-pt layup from 2 ft,91,85
333,4,11:03.0,,Offensive rebound by Z. Collins,91,85
334,4,11:03.0,,Z. Collins makes 2-pt layup from 2 ft,91,87
335,4,10:38.0,T. Lyles misses 3-pt jump shot from 26 ft,,91,87
336,4,10:36.0,Offensive rebound by M. Morris,,91,87
337,4,10:31.0,Shooting foul by Z. Collins (drawn by J. Murray),,91,87
338,4,10:31.0,J. Murray makes free throw 1 of 3,,92,87
339,4,10:31.0,J. Murray makes free throw 2 of 3,,93,87
340,4,10:31.0,J. Murray makes free throw 3 of 3,,94,87
341,4,10:20.0,,D. Lillard misses 2-pt layup from 3 ft (block by M. Plumlee),94,87
342,4,10:17.0,Defensive rebound by T. Lyles,,94,87
343,4,10:14.0,M. Morris makes 2-pt layup from 3 ft (assist by T. Lyles),,96,87
344,4,10:14.0,,Portland full timeout,96,87
345,4,10:14.0,,A. Aminu enters the game for Z. Collins,96,87
346,4,10:14.0,,C. McCollum enters the game for D. Lillard,96,87
347,4,9:54.0,,A. Aminu makes 2-pt jump shot from 5 ft,96,89
348,4,9:53.0,,Violation by Team (delay of game),96,89
349,4,9:38.0,Turnover by T. Lyles (traveling),,96,89
350,4,9:24.0,,Turnover by C. McCollum (bad pass),96,89
351,4,9:24.0,G. Harris enters the game for J. Murray,,96,89
352,4,9:08.0,G. Harris misses 3-pt jump shot from 22 ft,,96,89
353,4,9:05.0,Offensive rebound by M. Plumlee,,96,89
354,4,9:00.0,M. Plumlee misses 2-pt hook shot from 5 ft,,96,89
355,4,8:56.0,,Defensive rebound by A. Aminu,96,89
356,4,8:51.0,,A. Aminu makes 2-pt layup from 2 ft,96,91
357,4,8:39.0,Turnover by M. Morris (bad pass),,96,91
358,4,8:15.0,,S. Curry misses 2-pt jump shot from 12 ft,96,91
359,4,8:12.0,,Offensive rebound by M. Leonard,96,91
360,4,8:12.0,,M. Leonard misses 2-pt layup at rim,96,91
361,4,8:11.0,,Offensive rebound by S. Curry,96,91
362,4,8:10.0,,S. Curry makes 2-pt layup from 2 ft,96,93
363,4,8:10.0,Denver full timeout,,96,93
364,4,8:10.0,N. Jokić enters the game for T. Lyles,,96,93
365,4,8:10.0,P. Millsap enters the game for M. Plumlee,,96,93
366,4,8:00.0,Personal foul by M. Leonard (drawn by N. Jokić),,96,93
367,4,7:48.0,P. Millsap misses 2-pt jump shot from 9 ft,,96,93
368,4,7:46.0,,Defensive rebound by M. Leonard,96,93
369,4,7:23.0,,C. McCollum makes 2-pt jump shot from 6 ft,96,95
370,4,7:12.0,M. Morris makes 2-pt jump shot from 21 ft,,98,95
371,4,6:53.0,,Turnover by C. McCollum (traveling),98,95
372,4,6:53.0,J. Murray enters the game for M. Beasley,,98,95
373,4,6:53.0,,D. Lillard enters the game for E. Turner,98,95
374,4,6:36.0,N. Jokić misses 2-pt jump shot from 20 ft,,98,95
375,4,6:34.0,,Defensive rebound by A. Aminu,98,95
376,4,6:24.0,,D. Lillard misses 2-pt layup from 3 ft,98,95
377,4,6:22.0,Defensive rebound by P. Millsap,,98,95
378,4,6:17.0,Turnover by P. Millsap (lost ball; steal by A. Aminu),,98,95
379,4,6:17.0,,Personal foul by G. Harris (drawn by C. McCollum),98,95
380,4,6:04.0,,C. McCollum makes 2-pt jump shot from 14 ft,98,97
381,4,5:49.0,J. Murray misses 3-pt jump shot from 23 ft,,98,97
