,QUARTER,TIME_REMAINING,NEW YORK_ACTION,NEW ORLEANS_ACTION,NEW YORK_SCORE,NEW ORLEANS_SCORE
384,4,10:33.0,,Defensive rebound by N. Mirotić,100,90
385,4,10:29.0,,F. Jackson makes 2-pt jump shot from 10 ft,100,92
386,4,10:06.0,D. Dotson makes 2-pt layup from 1 ft (assist by A. Trier),,102,92
387,4,9:55.0,,N. Mirotić makes 3-pt jump shot from 24 ft (assist by D. Miller),102,95
388,4,9:44.0,T. Burke makes 2-pt jump shot from 6 ft,,104,95
389,4,9:44.0,Shooting foul by J. Holiday (drawn by T. Burke),,104,95
390,4,9:44.0,T. Burke makes free throw 1 of 1,,105,95
391,4,9:32.0,,J. Holiday makes 2-pt jump shot from 3 ft,105,97
392,4,9:17.0,E. Freedom misses 2-pt hook shot from 5 ft,,105,97
393,4,9:15.0,,Defensive rebound by N. Mirotić,105,97
394,4,9:12.0,,Shooting foul by E. Freedom (drawn by J. Randle),105,97
395,4,9:12.0,,J. Randle makes free throw 1 of 2,105,98
396,4,9:12.0,E. Mudiay enters the game for A. Trier,,105,98
397,4,9:12.0,,J. Randle makes free throw 2 of 2,105,99
398,4,8:57.0,E. Freedom misses 2-pt layup from 3 ft (block by N. Mirotić),,105,99
399,4,8:48.0,Offensive rebound by E. Freedom,,105,99
400,4,8:48.0,E. Freedom makes 2-pt layup from 1 ft,,107,99
401,4,8:46.0,,Shooting foul by T. Burke (drawn by F. Jackson),107,99
402,4,8:46.0,,F. Jackson misses free throw 1 of 2,107,99
403,4,8:46.0,,Offensive rebound by Team,107,99
404,4,8:46.0,,F. Jackson makes free throw 2 of 2,107,100
405,4,8:36.0,Personal foul by N. Mirotić (drawn by E. Freedom),,107,100
406,4,8:36.0,T. Hardaway enters the game for D. Dotson,,107,100
407,4,8:22.0,N. Vonleh makes 2-pt hook shot from 8 ft,,109,100
408,4,8:16.0,,Personal foul by T. Hardaway (drawn by J. Holiday),109,100
409,4,8:16.0,,A. Davis enters the game for N. Mirotić,109,100
410,4,8:07.0,,Turnover by F. Jackson (bad pass; steal by E. Mudiay),109,100
411,4,8:02.0,T. Hardaway misses 3-pt jump shot from 27 ft,,109,100
412,4,7:59.0,,Defensive rebound by J. Holiday,109,100
413,4,7:54.0,,J. Holiday misses 2-pt layup from 5 ft (block by T. Burke),109,100
414,4,7:54.0,,Offensive rebound by Team,109,100
415,4,7:43.0,,A. Davis misses 2-pt dunk from 1 ft,109,100
416,4,7:40.0,Defensive rebound by T. Burke,,109,100
417,4,7:36.0,Loose ball foul by T. Burke (drawn by J. Holiday),,109,100
418,4,7:36.0,Turnover by T. Burke (turnover),,109,100
419,4,7:36.0,D. Dotson enters the game for T. Burke,,109,100
420,4,7:36.0,M. Robinson enters the game for E. Freedom,,109,100
421,4,7:36.0,,E. Moore enters the game for D. Miller,109,100
422,4,7:25.0,,Turnover by F. Jackson (bad pass; steal by D. Dotson),109,100
423,4,7:22.0,Shooting foul by J. Holiday (drawn by T. Hardaway),,109,100
424,4,7:22.0,T. Hardaway makes free throw 1 of 2,,110,100
425,4,7:22.0,T. Hardaway makes free throw 2 of 2,,111,100
426,4,7:13.0,,J. Holiday makes 3-pt jump shot from 24 ft,111,103
427,4,7:04.0,Personal foul by F. Jackson (drawn by E. Mudiay),,111,103
428,4,7:04.0,E. Mudiay makes free throw 1 of 2,,112,103
429,4,7:04.0,E. Mudiay misses free throw 2 of 2,,112,103
430,4,7:02.0,,Defensive rebound by J. Randle,112,103
431,4,6:56.0,,Turnover by J. Holiday (lost ball; steal by T. Hardaway),112,103
432,4,6:53.0,T. Hardaway makes 2-pt dunk from 1 ft,,114,103
433,4,6:49.0,,New Orleans full timeout,114,103
434,4,6:49.0,,D. Miller enters the game for F. Jackson,114,103
435,4,6:40.0,,D. Miller makes 3-pt jump shot from 26 ft (assist by J. Randle),114,106
436,4,6:24.0,Turnover by T. Hardaway (traveling),,114,106
437,4,6:14.0,,J. Randle misses 3-pt jump shot from 23 ft,114,106
438,4,6:11.0,,Offensive rebound by A. Davis,114,106
439,4,6:06.0,,E. Moore misses 3-pt jump shot from 25 ft,114,106
440,4,6:01.0,,Offensive rebound by A. Davis,114,106
441,4,6:01.0,,A. Davis misses 2-pt layup from 1 ft,114,106
442,4,6:01.0,,Offensive rebound by A. Davis,114,106
443,4,6:01.0,,Personal foul by T. Hardaway (drawn by J. Randle),114,106
444,4,6:01.0,,J. Randle misses free throw 1 of 2,114,106
445,4,6:01.0,,Offensive rebound by Team,114,106
446,4,6:01.0,K. Knox enters the game for N. Vonleh,,114,106
447,4,6:01.0,,J. Randle misses free throw 2 of 2,114,106
448,4,5:57.0,,Offensive rebound by D. Miller,114,106
449,4,5:48.0,,A. Davis makes 2-pt dunk from 1 ft (assist by D. Miller),114,108
450,4,5:29.0,Turnover by T. Hardaway (lost ball; steal by J. Holiday),,114,108
451,4,5:27.0,,J. Randle makes 2-pt dunk from 1 ft (assist by J. Holiday),114,110
452,4,5:27.0,New York full timeout,,114,110
453,4,5:27.0,T. Burke enters the game for E. Mudiay,,114,110
454,4,5:13.0,Turnover by M. Robinson (lost ball; steal by J. Randle),,114,110
455,4,5:01.0,,J. Holiday makes 2-pt layup from 2 ft,114,112
456,4,4:39.0,D. Dotson misses 2-pt hook shot from 8 ft,,114,112
457,4,4:35.0,Offensive rebound by M. Robinson,,114,112
458,4,4:35.0,M. Robinson makes 2-pt dunk from 1 ft,,116,112
459,4,4:27.0,,J. Holiday misses 3-pt jump shot from 24 ft,116,112
460,4,4:23.0,Defensive rebound by M. Robinson,,116,112
461,4,4:12.0,T. Burke makes 2-pt jump shot from 16 ft,,118,112
462,4,4:12.0,Shooting foul by E. Moore (drawn by T. Burke),,118,112
463,4,4:12.0,A. Trier enters the game for D. Dotson,,118,112
464,4,4:12.0,T. Burke misses free throw 1 of 1,,118,112
465,4,4:12.0,,Defensive rebound by J. Randle,118,112
466,4,4:01.0,,A. Davis makes 2-pt dunk from 1 ft (assist by J. Holiday),118,114
467,4,3:47.0,T. Burke misses 2-pt layup from 1 ft,,118,114
468,4,3:45.0,,Defensive rebound by A. Davis,118,114
469,4,3:38.0,,E. Moore makes 2-pt jump shot from 2 ft (assist by J. Holiday),118,116
470,4,3:24.0,Shooting foul by A. Davis (drawn by T. Hardaway),,118,116
471,4,3:24.0,T. Hardaway makes free throw 1 of 2,,119,116
472,4,3:24.0,F. Ntilikina enters the game for T. Burke,,119,116
473,4,3:24.0,T. Hardaway misses free throw 2 of 2,,119,116
474,4,3:22.0,,Defensive rebound by J. Randle,119,116
475,4,3:07.0,,A. Davis misses 3-pt jump shot from 24 ft,119,116
476,4,3:03.0,,Offensive rebound by J. Randle,119,116
477,4,3:02.0,,J. Randle makes 2-pt layup from 1 ft,119,118
478,4,2:47.0,K. Knox misses 2-pt jump shot from 19 ft,,119,118
479,4,2:45.0,,Defensive rebound by J. Randle,119,118
480,4,2:33.0,,Personal foul by M. Robinson (drawn by J. Randle),119,118
481,4,2:33.0,,J. Randle makes free throw 1 of 2,119,119
482,4,2:33.0,T. Burke enters the game for F. Ntilikina,,119,119
483,4,2:33.0,,J. Randle makes free throw 2 of 2,119,120
484,4,2:11.0,A. Trier misses 3-pt jump shot from 28 ft,,119,120
485,4,2:07.0,,Defensive rebound by J. Randle,119,120
486,4,1:54.0,,J. Holiday misses 2-pt layup from 2 ft,119,120
487,4,1:54.0,,Offensive rebound by J. Holiday,119,120
488,4,1:47.0,,A. Davis makes 2-pt dunk from 1 ft (assist by J. Holiday),119,122
489,4,1:47.0,New York full timeout,,119,122
490,4,1:39.0,Personal foul by J. Holiday (drawn by T. Hardaway),,119,122
491,4,1:39.0,T. Hardaway makes free throw 1 of 2,,120,122
492,4,1:39.0,F. Ntilikina enters the game for T. Burke,,120,122
493,4,1:39.0,N. Vonleh enters the game for K. Knox,,120,122
494,4,1:39.0,T. Hardaway makes free throw 2 of 2,,121,122
495,4,1:28.0,,Shooting foul by N. Vonleh (drawn by A. Davis),121,122
496,4,1:28.0,,A. Davis misses free throw 1 of 2,121,122
497,4,1:28.0,,Offensive rebound by Team,121,122
498,4,1:28.0,T. Burke enters the game for F. Ntilikina,,121,122
499,4,1:28.0,K. Knox enters the game for N. Vonleh,,121,122
500,4,1:28.0,,A. Davis misses free throw 2 of 2,121,122
501,4,1:23.0,,Offensive rebound by J. Randle,121,122
502,4,1:23.0,,J. Randle makes 2-pt layup at rim,121,124
503,4,1:07.0,T. Hardaway misses 3-pt jump shot from 25 ft,,121,124
504,4,1:04.0,Offensive rebound by K. Knox,,121,124
505,4,0:55.0,A. Trier misses 2-pt jump shot from 17 ft,,121,124
506,4,0:51.0,,Defensive rebound by A. Davis,121,124
507,4,0:35.0,,J. Holiday makes 3-pt jump shot from 24 ft,121,127
508,4,0:34.0,New York full timeout,,121,127
509,4,0:27.0,T. Burke makes 2-pt layup from 1 ft,,123,127
510,4,0:27.0,Shooting foul by E. Moore (drawn by T. Burke),,123,127
511,4,0:27.0,F. Ntilikina enters the game for K. Knox,,123,127
512,4,0:27.0,,N. Mirotić enters the game for J. Randle,123,127
513,4,0:27.0,T. Burke makes free throw 1 of 1,,124,127
514,4,0:14.0,,Personal take foul by F. Ntilikina (drawn by J. Holiday),124,127
515,4,0:14.0,,J. Holiday makes free throw 1 of 2,124,128
516,4,0:14.0,K. Knox enters the game for F. Ntilikina,,124,128
517,4,0:14.0,,W. Johnson enters the game for N. Mirotić,124,128
518,4,0:14.0,,J. Holiday makes free throw 2 of 2,124,129
519,4,0:08.0,T. Hardaway misses 3-pt jump shot from 27 ft,,124,129
520,4,0:04.0,,Defensive rebound by A. Davis,124,129
