,QUARTER,TIME_REMAINING,UTAH_ACTION,DETROIT_ACTION,UTAH_SCORE,DETROIT_SCORE
178,2,4:18.0,Shooting foul by R. Jackson (drawn by R. Rubio),,38,42
179,2,4:18.0,R. Gobert enters the game for D. Favors,,38,42
180,2,4:18.0,,B. Brown enters the game for L. Galloway,38,42
181,2,4:18.0,,J. Calderón enters the game for R. Jackson,38,42
182,2,4:18.0,,B. Griffin enters the game for S. Johnson,38,42
183,2,4:18.0,R. Rubio makes free throw 1 of 1,,39,42
184,2,3:57.0,,B. Brown misses 2-pt hook shot from 7 ft,39,42
185,2,3:54.0,Defensive rebound by R. Gobert,,39,42
186,2,3:51.0,T. Sefolosha misses 2-pt layup from 4 ft,,39,42
187,2,3:48.0,,Defensive rebound by B. Griffin,39,42
188,2,3:48.0,,Personal foul by J. Ingles (drawn by B. Griffin),39,42
189,2,3:45.0,,Personal foul by R. Gobert (drawn by B. Griffin),39,42
190,2,3:45.0,D. Favors enters the game for R. Gobert,,39,42
191,2,3:35.0,,B. Brown misses 2-pt jump shot from 11 ft,39,42
192,2,3:34.0,Defensive rebound by Team,,39,42
193,2,3:26.0,Turnover by R. Rubio (bad pass),,39,42
194,2,3:05.0,,J. Calderón makes 2-pt layup from 4 ft (assist by B. Griffin),39,44
195,2,2:51.0,Personal foul by R. Bullock (drawn by J. Ingles),,39,44
196,2,2:51.0,J. Ingles makes free throw 1 of 2,,40,44
197,2,2:51.0,J. Ingles misses free throw 2 of 2,,40,44
198,2,2:48.0,,Defensive rebound by B. Griffin,40,44
199,2,2:38.0,,Shooting foul by J. Ingles (drawn by A. Drummond),40,44
200,2,2:38.0,,A. Drummond misses free throw 1 of 2,40,44
201,2,2:38.0,,Offensive rebound by Team,40,44
202,2,2:38.0,,A. Drummond misses free throw 2 of 2,40,44
203,2,2:36.0,Defensive rebound by J. Ingles,,40,44
204,2,2:21.0,R. Rubio misses 2-pt jump shot from 15 ft,,40,44
205,2,2:16.0,,Defensive rebound by A. Drummond,40,44
206,2,2:08.0,,R. Bullock misses 2-pt jump shot from 21 ft,40,44
207,2,2:08.0,,Offensive rebound by Team,40,44
208,2,1:59.0,,R. Bullock misses 3-pt jump shot from 26 ft (block by J. Ingles),40,44
209,2,1:59.0,,Offensive rebound by R. Bullock,40,44
210,2,1:59.0,,Personal foul by J. Ingles (drawn by R. Bullock),40,44
211,2,1:59.0,R. O'Neale enters the game for J. Ingles,,40,44
212,2,1:44.0,,R. Bullock misses 3-pt jump shot from 27 ft,40,44
213,2,1:40.0,Defensive rebound by R. O'Neale,,40,44
214,2,1:30.0,D. Favors misses 2-pt layup from 4 ft,,40,44
215,2,1:24.0,,Defensive rebound by R. Bullock,40,44
216,2,1:15.0,,B. Griffin makes 2-pt layup from 3 ft,40,46
217,2,1:04.0,Personal foul by J. Calderón (drawn by D. Favors),,40,46
218,2,1:04.0,D. Favors makes free throw 1 of 2,,41,46
219,2,1:04.0,D. Favors makes free throw 2 of 2,,42,46
220,2,0:54.0,,Turnover by J. Calderón (bad pass; steal by T. Sefolosha),42,46
221,2,0:51.0,Shooting foul by J. Calderón (drawn by T. Sefolosha),,42,46
222,2,0:51.0,T. Sefolosha makes free throw 1 of 2,,43,46
223,2,0:51.0,T. Sefolosha makes free throw 2 of 2,,44,46
224,2,0:41.0,,Personal foul by T. Sefolosha (drawn by B. Griffin),44,46
225,2,0:41.0,,B. Griffin makes free throw 1 of 2,44,47
226,2,0:41.0,,B. Griffin makes free throw 2 of 2,44,48
227,2,0:30.0,R. Rubio makes 2-pt jump shot from 11 ft (assist by D. Favors),,46,48
228,2,0:10.0,,B. Brown makes 2-pt layup from 5 ft,46,50
229,2,0:10.0,,Shooting foul by D. Mitchell (drawn by B. Brown),46,50
230,2,0:10.0,,B. Brown makes free throw 1 of 1,46,51
231,2,0:05.0,R. Rubio makes 2-pt layup from 3 ft,,48,51
232,2,0:01.0,,B. Griffin makes 2-pt jump shot from 22 ft,48,53
233,3,11:47.0,Turnover by R. Rubio (step out of bounds),,48,53
234,3,11:33.0,,B. Brown misses 3-pt jump shot from 27 ft,48,53
235,3,11:30.0,Defensive rebound by R. Gobert,,48,53
236,3,11:26.0,J. Ingles makes 2-pt layup from 7 ft,,50,53
237,3,11:26.0,,Violation by Team (def goaltending),50,53
238,3,11:17.0,,R. Bullock misses 2-pt layup from 8 ft (block by D. Favors),50,53
239,3,11:12.0,Defensive rebound by R. Gobert,,50,53
240,3,11:07.0,Turnover by D. Mitchell (bad pass; steal by A. Drummond),,50,53
241,3,10:57.0,,B. Griffin misses 3-pt jump shot from 29 ft,50,53
242,3,10:53.0,Defensive rebound by D. Mitchell,,50,53
243,3,10:47.0,Turnover by D. Mitchell (bad pass; steal by A. Drummond),,50,53
244,3,10:44.0,,Turnover by A. Drummond (out of bounds lost ball),50,53
245,3,10:29.0,D. Mitchell misses 3-pt jump shot from 26 ft,,50,53
246,3,10:26.0,,Defensive rebound by R. Jackson,50,53
247,3,10:17.0,,R. Jackson misses 2-pt jump shot from 7 ft,50,53
248,3,10:13.0,Defensive rebound by R. Gobert,,50,53
249,3,10:05.0,R. Rubio misses 2-pt layup from 3 ft,,50,53
250,3,10:02.0,Offensive rebound by R. Gobert,,50,53
251,3,10:01.0,R. Gobert makes 2-pt layup from 1 ft,,52,53
252,3,9:43.0,,R. Bullock makes 2-pt jump shot from 18 ft (assist by B. Griffin),52,55
253,3,9:28.0,Turnover by R. Rubio (bad pass; steal by B. Griffin),,52,55
254,3,9:25.0,,B. Griffin makes 2-pt layup from 4 ft (assist by B. Brown),52,57
255,3,9:24.0,Utah full timeout,,52,57
256,3,9:24.0,R. O'Neale enters the game for D. Mitchell,,52,57
257,3,9:11.0,Personal foul by R. Bullock (drawn by R. Gobert),,52,57
258,3,9:00.0,R. Gobert misses 2-pt layup from 5 ft,,52,57
259,3,8:57.0,,Defensive rebound by A. Drummond,52,57
260,3,8:49.0,,Personal foul by J. Ingles (drawn by R. Bullock),52,57
261,3,8:32.0,,B. Griffin makes 3-pt jump shot from 27 ft,52,60
262,3,8:09.0,R. Rubio misses 3-pt jump shot from 29 ft,,52,60
263,3,8:07.0,,Defensive rebound by A. Drummond,52,60
264,3,8:02.0,,Turnover by A. Drummond (bad pass; steal by R. Rubio),52,60
265,3,7:58.0,R. Rubio misses 2-pt layup from 3 ft,,52,60
266,3,7:54.0,,Defensive rebound by B. Griffin,52,60
267,3,7:49.0,,R. Jackson makes 3-pt jump shot from 28 ft (assist by R. Bullock),52,63
268,3,7:29.0,D. Favors makes 3-pt jump shot from 26 ft (assist by J. Ingles),,55,63
269,3,7:19.0,,Personal foul by R. Rubio (drawn by R. Jackson),55,63
270,3,7:19.0,D. Mitchell enters the game for J. Ingles,,55,63
271,3,7:06.0,,B. Griffin misses 2-pt layup from 3 ft,55,63
272,3,7:02.0,,Offensive rebound by B. Griffin,55,63
273,3,7:00.0,,B. Griffin makes 2-pt layup from 1 ft,55,65
274,3,6:49.0,R. Gobert makes 2-pt dunk from 1 ft (assist by D. Favors),,57,65
275,3,6:38.0,,Personal foul by D. Favors (drawn by B. Griffin),57,65
276,3,6:30.0,,Personal foul by R. O'Neale (drawn by B. Griffin),57,65
277,3,6:21.0,,B. Griffin misses 3-pt jump shot from 24 ft,57,65
278,3,6:18.0,Defensive rebound by D. Mitchell,,57,65
279,3,6:16.0,Turnover by R. Rubio (step out of bounds),,57,65
280,3,6:04.0,,R. Jackson makes 2-pt jump shot from 7 ft,57,67
281,3,6:04.0,,Shooting foul by R. O'Neale (drawn by R. Jackson),57,67
282,3,6:04.0,,R. Jackson makes free throw 1 of 1,57,68
283,3,5:52.0,D. Mitchell makes 2-pt layup from 4 ft,,59,68
284,3,5:46.0,,Detroit full timeout,59,68
285,3,5:46.0,J. Crowder enters the game for D. Favors,,59,68
286,3,5:39.0,,Turnover by B. Brown (bad pass; steal by D. Mitchell),59,68
287,3,5:29.0,D. Mitchell misses 2-pt jump shot from 7 ft,,59,68
288,3,5:26.0,,Defensive rebound by B. Griffin,59,68
289,3,5:17.0,,A. Drummond makes 2-pt dunk from 3 ft (assist by B. Griffin),59,70
290,3,5:07.0,R. Rubio makes 2-pt jump shot from 19 ft (assist by J. Crowder),,61,70
291,3,4:50.0,,R. Jackson misses 2-pt layup from 6 ft,61,70
292,3,4:49.0,,Offensive rebound by R. Bullock,61,70
293,3,4:49.0,,R. Bullock misses 2-pt layup from 1 ft,61,70
294,3,4:49.0,Defensive rebound by R. Rubio,,61,70
295,3,4:49.0,Personal foul by A. Drummond (drawn by R. Rubio),,61,70
296,3,4:39.0,Shooting foul by B. Brown (drawn by D. Mitchell),,61,70
297,3,4:39.0,D. Mitchell makes free throw 1 of 2,,62,70
298,3,4:39.0,D. Mitchell makes free throw 2 of 2,,63,70
299,3,4:29.0,,Def 3 sec tech foul by Team,63,70
300,3,4:29.0,,R. Jackson makes technical free throw,63,71
301,3,4:21.0,,Turnover by R. Jackson (out of bounds lost ball),63,71
302,3,4:11.0,D. Mitchell makes 2-pt layup from 6 ft,,65,71
303,3,3:51.0,,R. Bullock misses 3-pt jump shot from 23 ft,65,71
304,3,3:48.0,Defensive rebound by R. O'Neale,,65,71
305,3,3:44.0,Shooting foul by A. Drummond (drawn by R. Gobert),,65,71
306,3,3:44.0,R. Gobert misses free throw 1 of 2,,65,71
307,3,3:44.0,Offensive rebound by Team,,65,71
308,3,3:44.0,R. Neto enters the game for R. Rubio,,65,71
309,3,3:44.0,,J. Calderón enters the game for R. Jackson,65,71
310,3,3:44.0,R. Gobert makes free throw 2 of 2,,66,71
311,3,3:23.0,,A. Drummond makes 2-pt hook shot from 5 ft (assist by B. Brown),66,73
312,3,3:07.0,D. Mitchell misses 3-pt jump shot from 23 ft,,66,73
313,3,3:04.0,,Defensive rebound by B. Griffin,66,73
314,3,2:53.0,,Shooting foul by J. Crowder (drawn by B. Griffin),66,73
315,3,2:53.0,,B. Griffin misses free throw 1 of 2,66,73
316,3,2:53.0,,Offensive rebound by Team,66,73
317,3,2:53.0,J. Ingles enters the game for R. O'Neale,,66,73
318,3,2:53.0,,B. Griffin makes free throw 2 of 2,66,74
319,3,2:34.0,Shooting foul by B. Brown (drawn by J. Crowder),,66,74
320,3,2:34.0,J. Crowder misses free throw 1 of 3,,66,74
321,3,2:34.0,Offensive rebound by Team,,66,74
322,3,2:34.0,J. Crowder makes free throw 2 of 3,,67,74
323,3,2:34.0,J. Crowder makes free throw 3 of 3,,68,74
324,3,2:22.0,,Turnover by B. Griffin (out of bounds lost ball),68,74
325,3,2:12.0,D. Mitchell misses 2-pt jump shot from 19 ft,,68,74
326,3,2:09.0,,Defensive rebound by A. Drummond,68,74
327,3,1:55.0,,A. Drummond makes 2-pt layup from 4 ft,68,76
328,3,1:37.0,D. Mitchell makes 2-pt jump shot from 9 ft,,70,76
329,3,1:25.0,,Turnover by R. Bullock (bad pass; steal by J. Crowder),70,76
330,3,1:19.0,D. Mitchell makes 2-pt layup from 1 ft (assist by R. Gobert),,72,76
331,3,1:12.0,,Detroit full timeout,72,76
332,3,1:12.0,D. Favors enters the game for R. Gobert,,72,76
333,3,1:12.0,,S. Johnson enters the game for R. Bullock,72,76
334,3,1:12.0,,L. Kennard enters the game for B. Griffin,72,76
335,3,1:06.0,,J. Calderón makes 2-pt layup from 2 ft,72,78
336,3,0:49.0,D. Mitchell misses 2-pt jump shot from 11 ft,,72,78
337,3,0:47.0,,Defensive rebound by A. Drummond,72,78
338,3,0:39.0,,Turnover by J. Calderón (bad pass; steal by D. Favors),72,78
339,3,0:39.0,Personal foul by J. Calderón (drawn by D. Mitchell),,72,78
340,3,0:39.0,D. Mitchell makes free throw 1 of 2,,73,78
341,3,0:39.0,D. Mitchell makes free throw 2 of 2,,74,78
342,3,0:25.0,,B. Brown misses 2-pt layup from 4 ft (block by D. Mitchell),74,78
343,3,0:22.0,Defensive rebound by D. Mitchell,,74,78
344,3,0:03.0,R. Neto makes 2-pt jump shot from 4 ft (assist by D. Mitchell),,76,78
345,3,0:00.0,,Turnover by B. Brown (lost ball; steal by R. Neto),76,78
346,4,11:41.0,,B. Griffin misses 2-pt hook shot from 5 ft (block by D. Favors),76,78
347,4,11:37.0,Defensive rebound by D. Favors,,76,78
348,4,11:34.0,R. Neto makes 2-pt layup from 2 ft,,78,78
349,4,11:17.0,,Shooting foul by D. Mitchell (drawn by S. Johnson),78,78
350,4,11:17.0,,S. Johnson makes free throw 1 of 2,78,79
351,4,11:17.0,,S. Johnson makes free throw 2 of 2,78,80
352,4,11:09.0,Shooting foul by J. Leuer (drawn by D. Favors),,78,80
353,4,11:09.0,D. Favors misses free throw 1 of 2,,78,80
354,4,11:09.0,Offensive rebound by Team,,78,80
355,4,11:09.0,D. Favors makes free throw 2 of 2,,79,80
356,4,10:43.0,,J. Calderón misses 2-pt jump shot from 16 ft,79,80
357,4,10:41.0,Defensive rebound by J. Ingles,,79,80
358,4,10:36.0,Shooting foul by S. Johnson (drawn by D. Mitchell),,79,80
359,4,10:36.0,D. Mitchell makes free throw 1 of 2,,80,80
360,4,10:36.0,D. Mitchell misses free throw 2 of 2,,80,80
361,4,10:31.0,,Defensive rebound by J. Leuer,80,80
362,4,10:15.0,,S. Johnson misses 2-pt layup from 3 ft,80,80
363,4,10:12.0,Defensive rebound by D. Favors,,80,80
364,4,10:07.0,J. Crowder misses 2-pt jump shot from 21 ft,,80,80
365,4,10:04.0,,Defensive rebound by L. Kennard,80,80
366,4,9:57.0,,B. Griffin makes 2-pt layup from 2 ft (assist by J. Calderón),80,82
367,4,9:45.0,Turnover by J. Ingles (lost ball; steal by L. Kennard),,80,82
368,4,9:37.0,,Personal foul by J. Ingles (drawn by B. Griffin),80,82
369,4,9:37.0,K. Korver enters the game for J. Ingles,,80,82
370,4,9:26.0,,Personal foul by D. Favors (drawn by B. Griffin),80,82
371,4,9:24.0,,Turnover by S. Johnson (bad pass; steal by D. Mitchell),80,82
372,4,9:18.0,J. Crowder misses 3-pt jump shot from 28 ft,,80,82
373,4,9:14.0,,Defensive rebound by J. Leuer,80,82
374,4,9:02.0,,L. Kennard makes 2-pt jump shot from 17 ft (assist by B. Griffin),80,84
375,4,8:51.0,Utah full timeout,,80,84
376,4,8:51.0,R. Gobert enters the game for D. Favors,,80,84
377,4,8:51.0,,B. Brown enters the game for B. Griffin,80,84
378,4,8:51.0,,R. Bullock enters the game for S. Johnson,80,84
379,4,8:42.0,K. Korver makes 3-pt jump shot from 26 ft (assist by D. Mitchell),,83,84
380,4,8:13.0,,L. Kennard misses 2-pt jump shot from 10 ft,83,84
381,4,8:11.0,Defensive rebound by R. Gobert,,83,84
382,4,8:03.0,R. Gobert makes 2-pt dunk from 2 ft (assist by J. Crowder),,85,84
383,4,7:40.0,,J. Calderón misses 2-pt jump shot from 17 ft (block by K. Korver),85,84
384,4,7:37.0,Defensive rebound by R. Gobert,,85,84
385,4,7:28.0,D. Mitchell makes 2-pt jump shot from 9 ft,,87,84
