,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,BOSTON_ACTION,OKLAHOMA CITY_SCORE,BOSTON_SCORE
384,4,4:04.0,,J. Brown misses free throw 1 of 2,112,119
385,4,4:04.0,,Offensive rebound by Team,112,119
386,4,4:04.0,,J. Brown misses free throw 2 of 2,112,119
387,4,4:04.0,Defensive rebound by R. Westbrook,,112,119
388,4,3:56.0,J. Grant misses 2-pt jump shot from 14 ft,,112,119
389,4,3:53.0,Offensive rebound by R. Westbrook,,112,119
390,4,3:52.0,Shooting foul by A. Horford (drawn by P. George),,112,119
391,4,3:52.0,P. George makes free throw 1 of 2,,113,119
392,4,3:52.0,,M. Morris enters the game for J. Brown,113,119
393,4,3:52.0,P. George makes free throw 2 of 2,,114,119
394,4,3:36.0,,A. Horford makes 2-pt jump shot from 21 ft (assist by K. Irving),114,121
395,4,3:27.0,Turnover by R. Westbrook (lost ball; steal by A. Horford),,114,121
396,4,3:23.0,,J. Tatum misses 2-pt layup from 2 ft,114,121
397,4,3:21.0,Defensive rebound by S. Adams,,114,121
398,4,3:18.0,R. Westbrook makes 3-pt jump shot from 26 ft (assist by D. Schröder),,117,121
399,4,2:50.0,,M. Smart misses 3-pt jump shot from 27 ft,117,121
400,4,2:49.0,Defensive rebound by R. Westbrook,,117,121
401,4,2:42.0,R. Westbrook makes 2-pt layup from 1 ft,,119,121
402,4,2:24.0,,K. Irving makes 2-pt layup from 1 ft (assist by M. Smart),119,123
403,4,2:06.0,Shooting foul by M. Smart (drawn by P. George),,119,123
404,4,2:06.0,Oklahoma City full timeout,,119,123
405,4,2:06.0,P. George makes free throw 1 of 2,,120,123
406,4,2:06.0,P. George misses free throw 2 of 2,,120,123
407,4,2:06.0,,Defensive rebound by J. Tatum,120,123
408,4,1:50.0,,K. Irving makes 2-pt jump shot from 12 ft,120,125
409,4,1:41.0,Shooting foul by A. Horford (drawn by S. Adams),,120,125
410,4,1:41.0,S. Adams misses free throw 1 of 2,,120,125
411,4,1:41.0,Offensive rebound by Team,,120,125
412,4,1:41.0,S. Adams makes free throw 2 of 2,,121,125
413,4,1:27.0,,J. Tatum makes 2-pt layup from 1 ft (assist by K. Irving),121,127
414,4,1:15.0,D. Schröder misses 2-pt layup from 2 ft (block by J. Tatum),,121,127
415,4,1:12.0,Offensive rebound by R. Westbrook,,121,127
416,4,1:10.0,Shooting foul by A. Horford (drawn by J. Grant),,121,127
417,4,1:10.0,J. Grant makes free throw 1 of 2,,122,127
418,4,1:10.0,T. Ferguson enters the game for D. Schröder,,122,127
419,4,1:10.0,J. Grant makes free throw 2 of 2,,123,127
420,4,0:51.0,,Turnover by K. Irving (bad pass; steal by R. Westbrook),123,127
421,4,0:47.0,P. George misses 3-pt jump shot from 26 ft,,123,127
422,4,0:45.0,Offensive rebound by Team,,123,127
423,4,0:45.0,,Loose ball foul by K. Irving (drawn by R. Westbrook),123,127
424,4,0:45.0,R. Westbrook makes free throw 1 of 2,,124,127
425,4,0:45.0,R. Westbrook makes free throw 2 of 2,,125,127
426,4,0:23.0,,K. Irving makes 2-pt layup from 1 ft,125,129
427,4,0:23.0,Oklahoma City full timeout,,125,129
428,4,0:23.0,D. Schröder enters the game for T. Ferguson,,125,129
429,4,0:18.0,J. Grant makes 3-pt jump shot from 25 ft (assist by R. Westbrook),,128,129
430,4,0:16.0,,Personal take foul by R. Westbrook (drawn by J. Tatum),128,129
431,4,0:16.0,,J. Tatum makes free throw 1 of 2,128,130
432,4,0:16.0,,J. Brown enters the game for M. Morris,128,130
433,4,0:16.0,,J. Tatum misses free throw 2 of 2,128,130
434,4,0:16.0,Defensive rebound by R. Westbrook,,128,130
435,4,0:08.0,Turnover by R. Westbrook (lost ball; steal by A. Horford),,128,130
436,4,0:07.0,,Personal take foul by S. Adams (drawn by J. Tatum),128,130
437,4,0:07.0,,J. Tatum makes free throw 1 of 2,128,131
438,4,0:07.0,,J. Tatum makes free throw 2 of 2,128,132
439,4,0:07.0,Oklahoma City full timeout,,128,132
440,4,0:07.0,T. Ferguson enters the game for D. Schröder,,128,132
441,4,0:05.0,Shooting foul by K. Irving (drawn by R. Westbrook),,128,132
442,4,0:05.0,R. Westbrook makes free throw 1 of 2,,129,132
443,4,0:05.0,,D. Theis enters the game for J. Tatum,129,132
444,4,0:05.0,R. Westbrook misses free throw 2 of 2,,129,132
445,4,0:05.0,,Defensive rebound by Team,129,132
446,4,0:05.0,,Boston full timeout,129,132
447,4,0:05.0,,M. Morris enters the game for J. Brown,129,132
448,4,0:05.0,,J. Tatum enters the game for D. Theis,129,132
449,4,0:02.0,,Personal take foul by S. Adams (drawn by M. Smart),129,132
450,4,0:02.0,,M. Smart makes free throw 1 of 2,129,133
451,4,0:02.0,,M. Smart makes free throw 2 of 2,129,134
452,4,0:00.0,P. George misses 3-pt jump shot from 29 ft (block by J. Tatum),,129,134
453,4,0:00.0,Offensive rebound by Team,,129,134
