,QUARTER,TIME_REMAINING,PHOENIX_ACTION,WASHINGTON_ACTION,PHOENIX_SCORE,WASHINGTON_SCORE
158,2,5:33.0,,M. Morris misses 2-pt layup from 5 ft,43,42
159,2,5:32.0,,Offensive rebound by T. Satoranský,43,42
160,2,5:32.0,,T. Satoranský misses 2-pt layup from 5 ft (block by M. Bridges),43,42
161,2,5:32.0,Defensive rebound by T. Warren,,43,42
162,2,5:27.0,J. Crawford misses 3-pt jump shot from 24 ft,,43,42
163,2,5:24.0,,Defensive rebound by T. Satoranský,43,42
164,2,5:09.0,,B. Beal misses 3-pt jump shot from 26 ft,43,42
165,2,5:05.0,Defensive rebound by T. Warren,,43,42
166,2,4:52.0,J. Crawford misses 3-pt jump shot from 28 ft,,43,42
167,2,4:48.0,,Defensive rebound by J. Green,43,42
168,2,4:43.0,,Turnover by T. Ariza (3 sec),43,42
169,2,4:43.0,,T. Bryant enters the game for M. Morris,43,42
170,2,4:34.0,T. Warren misses 2-pt jump shot from 6 ft,,43,42
171,2,4:32.0,,Defensive rebound by J. Green,43,42
172,2,4:26.0,,T. Ariza makes 2-pt layup from 2 ft (assist by T. Satoranský),43,44
173,2,4:07.0,J. Crawford misses 2-pt jump shot from 18 ft,,43,44
174,2,4:00.0,,Defensive rebound by B. Beal,43,44
175,2,3:50.0,,B. Beal makes 2-pt layup from 2 ft (assist by T. Satoranský),43,46
176,2,3:48.0,Phoenix full timeout,,43,46
177,2,3:48.0,D. Melton enters the game for M. Bridges,,43,46
178,2,3:48.0,K. Oubre enters the game for J. Crawford,,43,46
179,2,3:37.0,D. Ayton misses 2-pt hook shot from 5 ft,,43,46
180,2,3:32.0,,Defensive rebound by J. Green,43,46
181,2,3:15.0,,B. Beal makes 2-pt layup from 2 ft,43,48
182,2,2:55.0,D. Booker misses 2-pt jump shot from 4 ft,,43,48
183,2,2:54.0,Offensive rebound by K. Oubre,,43,48
184,2,2:53.0,K. Oubre misses 2-pt jump shot from 15 ft,,43,48
185,2,2:53.0,Offensive rebound by D. Booker,,43,48
186,2,2:49.0,D. Booker makes 2-pt layup from 3 ft,,45,48
187,2,2:30.0,,B. Beal misses 3-pt jump shot from 25 ft,45,48
188,2,2:28.0,Defensive rebound by D. Melton,,45,48
189,2,2:19.0,T. Warren misses 2-pt jump shot from 15 ft,,45,48
190,2,2:14.0,Offensive rebound by D. Ayton,,45,48
191,2,2:14.0,D. Ayton misses 2-pt layup from 1 ft,,45,48
192,2,2:13.0,Offensive rebound by D. Ayton,,45,48
193,2,2:13.0,D. Ayton misses 2-pt layup from 1 ft,,45,48
194,2,2:13.0,Offensive rebound by D. Ayton,,45,48
195,2,2:11.0,D. Ayton makes 2-pt layup from 1 ft,,47,48
196,2,1:51.0,,T. Bryant makes 2-pt layup from 2 ft (assist by T. Satoranský),47,50
197,2,1:44.0,D. Booker makes 3-pt jump shot from 26 ft,,50,50
198,2,1:29.0,,J. Green makes 2-pt hook shot from 7 ft,50,52
199,2,1:08.0,D. Ayton makes 2-pt layup from 3 ft (assist by T. Warren),,52,52
200,2,0:50.0,,Turnover by T. Bryant (traveling),52,52
201,2,0:35.0,D. Booker misses 2-pt layup from 3 ft (block by B. Beal),,52,52
202,2,0:33.0,Offensive rebound by D. Booker,,52,52
203,2,0:31.0,T. Warren makes 3-pt jump shot from 28 ft (assist by D. Booker),,55,52
204,2,0:08.0,,T. Ariza makes 3-pt jump shot from 23 ft (assist by B. Beal),55,55
205,2,0:05.0,Personal foul by T. Ariza (drawn by D. Booker),,55,55
206,2,0:02.0,D. Ayton misses 2-pt layup from 8 ft,,55,55
207,2,0:01.0,Offensive rebound by D. Ayton,,55,55
208,2,0:01.0,D. Ayton misses 2-pt layup from 2 ft,,55,55
209,2,0:01.0,Offensive rebound by D. Melton,,55,55
210,2,0:00.0,D. Melton misses 2-pt layup from 2 ft,,55,55
211,2,0:00.0,Offensive rebound by Team,,55,55
212,3,11:40.0,,B. Beal misses 2-pt jump shot from 8 ft,55,55
213,3,11:37.0,,Offensive rebound by B. Beal,55,55
214,3,11:30.0,,Turnover by B. Beal (bad pass; steal by D. Melton),55,55
215,3,11:17.0,D. Booker misses 3-pt jump shot from 30 ft,,55,55
216,3,11:13.0,,Defensive rebound by T. Bryant,55,55
217,3,11:02.0,,T. Satoranský misses 2-pt jump shot from 11 ft,55,55
218,3,11:00.0,Defensive rebound by T. Warren,,55,55
219,3,10:57.0,D. Booker makes 2-pt layup from 2 ft,,57,55
220,3,10:57.0,Shooting foul by T. Satoranský (drawn by D. Booker),,57,55
221,3,10:57.0,D. Booker makes free throw 1 of 1,,58,55
222,3,10:38.0,,J. Green makes 3-pt jump shot from 26 ft (assist by T. Ariza),58,58
223,3,10:16.0,D. Ayton makes 2-pt hook shot from 7 ft (assist by D. Melton),,60,58
224,3,10:03.0,,T. Ariza misses 2-pt jump shot from 21 ft,60,58
225,3,10:00.0,,Offensive rebound by T. Bryant,60,58
226,3,9:59.0,,T. Bryant makes 2-pt dunk from 1 ft,60,60
227,3,9:36.0,D. Melton makes 3-pt jump shot from 24 ft (assist by M. Bridges),,63,60
228,3,9:20.0,,Turnover by B. Beal (bad pass; steal by D. Melton),63,60
229,3,9:15.0,D. Booker makes 2-pt dunk from 2 ft (assist by D. Melton),,65,60
230,3,9:06.0,,T. Bryant makes 2-pt dunk from 1 ft (assist by B. Beal),65,62
231,3,8:49.0,Turnover by T. Warren (lost ball; steal by T. Ariza),,65,62
232,3,8:46.0,,Shooting foul by M. Bridges (drawn by J. Green),65,62
233,3,8:46.0,,J. Green makes free throw 1 of 2,65,63
234,3,8:46.0,,J. Green makes free throw 2 of 2,65,64
235,3,8:32.0,D. Ayton makes 2-pt jump shot from 13 ft (assist by M. Bridges),,67,64
236,3,8:15.0,,T. Satoranský makes 2-pt dunk from 2 ft (assist by B. Beal),67,66
237,3,7:48.0,D. Booker misses 3-pt jump shot from 34 ft,,67,66
238,3,7:47.0,,Defensive rebound by Team,67,66
239,3,7:35.0,,B. Beal misses 3-pt jump shot from 26 ft,67,66
240,3,7:32.0,Defensive rebound by D. Ayton,,67,66
241,3,7:25.0,Turnover by D. Booker (bad pass; steal by T. Ariza),,67,66
242,3,7:11.0,,B. Beal makes 2-pt layup from 1 ft,67,68
243,3,6:45.0,D. Booker misses 3-pt jump shot from 27 ft,,67,68
244,3,6:43.0,,Defensive rebound by T. Bryant,67,68
245,3,6:38.0,,Turnover by T. Ariza (bad pass; steal by T. Warren),67,68
246,3,6:35.0,Shooting foul by J. Green (drawn by T. Warren),,67,68
247,3,6:35.0,,Washington full timeout,67,68
248,3,6:35.0,T. Warren makes free throw 1 of 2,,68,68
249,3,6:35.0,T. Warren misses free throw 2 of 2,,68,68
250,3,6:32.0,,Defensive rebound by T. Bryant,68,68
251,3,6:11.0,,B. Beal makes 2-pt layup from 3 ft (assist by T. Bryant),68,70
252,3,6:00.0,Turnover by D. Ayton (offensive foul),,68,70
253,3,6:00.0,Offensive foul by D. Ayton (drawn by B. Beal),,68,70
254,3,6:00.0,R. Holmes enters the game for D. Ayton,,68,70
255,3,6:00.0,K. Oubre enters the game for M. Bridges,,68,70
256,3,5:48.0,,Turnover by B. Beal (bad pass),68,70
257,3,5:34.0,Shooting foul by T. Ariza (drawn by K. Oubre),,68,70
258,3,5:34.0,K. Oubre makes free throw 1 of 2,,69,70
259,3,5:34.0,,M. Morris enters the game for T. Bryant,69,70
260,3,5:34.0,,C. Randle enters the game for T. Satoranský,69,70
261,3,5:34.0,K. Oubre makes free throw 2 of 2,,70,70
262,3,5:11.0,,J. Green misses 2-pt hook shot from 3 ft,70,70
263,3,5:10.0,,Offensive rebound by B. Beal,70,70
264,3,5:04.0,,T. Ariza makes 2-pt layup from 2 ft (assist by B. Beal),70,72
265,3,4:49.0,D. Booker makes 3-pt jump shot from 26 ft (assist by T. Warren),,73,72
266,3,4:31.0,,M. Morris makes 2-pt layup from 3 ft (assist by T. Ariza),73,74
267,3,4:10.0,T. Warren makes 2-pt layup from 2 ft,,75,74
268,3,4:04.0,,Shooting foul by R. Holmes (drawn by J. Green),75,74
269,3,4:04.0,,J. Green makes free throw 1 of 2,75,75
270,3,4:04.0,J. Crawford enters the game for D. Booker,,75,75
271,3,4:04.0,,J. Green makes free throw 2 of 2,75,76
272,3,3:53.0,K. Oubre misses 3-pt jump shot from 27 ft,,75,76
273,3,3:51.0,,Defensive rebound by M. Morris,75,76
274,3,3:42.0,,Offensive foul by M. Morris (drawn by D. Melton),75,76
275,3,3:42.0,,Turnover by M. Morris (offensive foul),75,76
276,3,3:42.0,,S. Dekker enters the game for J. Green,75,76
277,3,3:19.0,R. Holmes makes 2-pt dunk from 1 ft (assist by D. Melton),,77,76
278,3,3:05.0,,C. Randle misses 3-pt jump shot from 26 ft,77,76
279,3,3:02.0,Defensive rebound by R. Holmes,,77,76
280,3,2:48.0,Shooting foul by M. Morris (drawn by T. Warren),,77,76
281,3,2:48.0,Phoenix full timeout,,77,76
282,3,2:48.0,J. Jackson enters the game for D. Melton,,77,76
283,3,2:48.0,,R. Baker enters the game for B. Beal,77,76
284,3,2:48.0,T. Warren misses free throw 1 of 2,,77,76
285,3,2:48.0,Offensive rebound by Team,,77,76
286,3,2:48.0,T. Warren makes free throw 2 of 2,,78,76
287,3,2:26.0,,M. Morris misses 2-pt jump shot from 21 ft,78,76
288,3,2:23.0,Defensive rebound by J. Jackson,,78,76
289,3,2:07.0,Shooting foul by R. Baker (drawn by K. Oubre),,78,76
290,3,2:07.0,K. Oubre misses free throw 1 of 2,,78,76
291,3,2:07.0,Offensive rebound by Team,,78,76
292,3,2:07.0,K. Oubre makes free throw 2 of 2,,79,76
293,3,1:53.0,,Turnover by M. Morris (bad pass),79,76
294,3,1:33.0,J. Jackson misses 2-pt jump shot from 10 ft,,79,76
295,3,1:33.0,,Defensive rebound by Team,79,76
296,3,1:33.0,Loose ball foul by J. Jackson (drawn by M. Morris),,79,76
297,3,1:20.0,,M. Morris makes 2-pt dunk from 2 ft (assist by T. Ariza),79,78
298,3,0:54.0,J. Crawford misses 2-pt layup from 3 ft,,79,78
299,3,0:52.0,,Defensive rebound by R. Baker,79,78
300,3,0:42.0,,M. Morris makes 3-pt jump shot from 26 ft (assist by R. Baker),79,81
301,3,0:36.0,Turnover by J. Crawford (palming),,79,81
302,3,0:16.0,,S. Dekker makes 2-pt dunk from 2 ft (assist by C. Randle),79,83
303,3,0:03.0,J. Crawford misses 2-pt jump shot from 15 ft,,79,83
304,3,0:01.0,,Defensive rebound by S. Dekker,79,83
305,4,11:44.0,R. Holmes makes 2-pt layup from 2 ft (assist by D. Booker),,81,83
306,4,11:27.0,,T. Ariza misses 3-pt jump shot from 25 ft,81,83
307,4,11:24.0,Defensive rebound by Team,,81,83
308,4,11:10.0,J. Jackson misses 3-pt jump shot from 24 ft,,81,83
309,4,11:07.0,,Defensive rebound by R. Baker,81,83
310,4,11:07.0,,Personal take foul by J. Crawford (drawn by R. Baker),81,83
311,4,10:50.0,,C. Randle misses 2-pt jump shot from 7 ft,81,83
312,4,10:48.0,Defensive rebound by M. Bridges,,81,83
313,4,10:45.0,,Technical foul by M. Morris,81,83
314,4,10:45.0,D. Booker makes technical free throw,,82,83
315,4,10:38.0,Shooting foul by C. Randle (drawn by J. Crawford),,82,83
316,4,10:38.0,J. Crawford makes free throw 1 of 2,,83,83
317,4,10:38.0,,B. Beal enters the game for T. Ariza,83,83
318,4,10:38.0,J. Crawford makes free throw 2 of 2,,84,83
319,4,10:21.0,,M. Morris misses 2-pt jump shot from 11 ft,84,83
320,4,10:19.0,,Offensive rebound by S. Dekker,84,83
321,4,10:19.0,,Shooting foul by R. Holmes (drawn by C. Randle),84,83
322,4,10:19.0,,C. Randle makes free throw 1 of 2,84,84
323,4,10:19.0,,C. Randle misses free throw 2 of 2,84,84
324,4,10:15.0,Defensive rebound by M. Bridges,,84,84
325,4,10:11.0,Personal foul by M. Morris (drawn by R. Holmes),,84,84
326,4,9:54.0,R. Holmes misses 2-pt jump shot from 16 ft,,84,84
327,4,9:51.0,Offensive rebound by D. Booker,,84,84
328,4,9:44.0,J. Crawford makes 2-pt jump shot from 19 ft,,86,84
329,4,9:37.0,,Turnover by M. Morris (bad pass; steal by J. Jackson),86,84
330,4,9:37.0,J. Jackson makes 2-pt dunk from 2 ft,,88,84
331,4,9:37.0,,Washington full timeout,88,84
332,4,9:37.0,,J. Green enters the game for S. Dekker,88,84
333,4,9:22.0,,M. Morris makes 2-pt layup from 2 ft (assist by B. Beal),88,86
334,4,9:09.0,J. Jackson misses 2-pt layup from 3 ft (block by M. Morris),,88,86
335,4,9:05.0,Offensive rebound by Team,,88,86
336,4,8:58.0,R. Holmes misses 2-pt layup from 3 ft,,88,86
337,4,8:56.0,Offensive rebound by R. Holmes,,88,86
338,4,8:55.0,R. Holmes makes 2-pt dunk from 2 ft,,90,86
339,4,8:41.0,,M. Morris misses 3-pt jump shot from 26 ft,90,86
340,4,8:37.0,Defensive rebound by M. Bridges,,90,86
341,4,8:28.0,Offensive foul by D. Booker (drawn by J. Green),,90,86
342,4,8:28.0,Turnover by D. Booker (offensive foul),,90,86
343,4,8:28.0,K. Oubre enters the game for J. Jackson,,90,86
344,4,8:28.0,,T. Ariza enters the game for R. Baker,90,86
345,4,8:16.0,,Shooting foul by D. Booker (drawn by C. Randle),90,86
346,4,8:16.0,,C. Randle makes free throw 1 of 2,90,87
347,4,8:16.0,,C. Randle makes free throw 2 of 2,90,88
348,4,7:56.0,J. Crawford misses 3-pt jump shot from 27 ft,,90,88
349,4,7:52.0,,Defensive rebound by T. Ariza,90,88
350,4,7:35.0,,B. Beal misses 2-pt layup from 3 ft,90,88
351,4,7:33.0,Defensive rebound by R. Holmes,,90,88
352,4,7:29.0,Personal foul by B. Beal (drawn by D. Booker),,90,88
353,4,7:29.0,D. Ayton enters the game for R. Holmes,,90,88
354,4,7:29.0,Phoenix full timeout,,90,88
355,4,7:29.0,T. Warren enters the game for M. Bridges,,90,88
356,4,7:17.0,Personal foul by C. Randle (drawn by J. Crawford),,90,88
357,4,7:17.0,,T. Satoranský enters the game for C. Randle,90,88
358,4,7:04.0,T. Warren makes 2-pt jump shot from 10 ft (assist by D. Booker),,92,88
359,4,6:50.0,,Turnover by B. Beal (lost ball; steal by K. Oubre),92,88
360,4,6:45.0,K. Oubre makes 2-pt dunk from 1 ft (assist by D. Booker),,94,88
361,4,6:29.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by T. Satoranský),94,91
362,4,6:08.0,K. Oubre makes 3-pt jump shot from 25 ft (assist by D. Booker),,97,91
363,4,5:43.0,,M. Morris misses 2-pt layup from 4 ft (block by D. Ayton),97,91
364,4,5:41.0,Defensive rebound by D. Ayton,,97,91
365,4,5:38.0,K. Oubre misses 3-pt jump shot from 23 ft,,97,91
366,4,5:35.0,,Defensive rebound by M. Morris,97,91
367,4,5:28.0,,Personal foul by D. Booker (drawn by T. Ariza),97,91
368,4,5:28.0,M. Bridges enters the game for J. Crawford,,97,91
369,4,5:22.0,,B. Beal makes 2-pt jump shot from 8 ft,97,93
370,4,5:22.0,,Shooting foul by D. Ayton (drawn by B. Beal),97,93
371,4,5:22.0,,B. Beal makes free throw 1 of 1,97,94
372,4,5:07.0,M. Bridges misses 3-pt jump shot from 23 ft,,97,94
373,4,5:04.0,,Defensive rebound by J. Green,97,94
374,4,5:00.0,,T. Ariza misses 2-pt layup from 4 ft (block by D. Booker),97,94
375,4,5:00.0,,Offensive rebound by Team,97,94
376,4,5:00.0,,Washington full timeout,97,94
377,4,5:00.0,,Offensive foul by T. Ariza (drawn by K. Oubre),97,94
378,4,5:00.0,,Turnover by T. Ariza (offensive foul),97,94
379,4,4:48.0,T. Warren makes 2-pt layup from 2 ft (assist by D. Booker),,99,94
380,4,4:48.0,Shooting foul by M. Morris (drawn by T. Warren),,99,94
381,4,4:48.0,T. Warren misses free throw 1 of 1,,99,94
382,4,4:46.0,,Defensive rebound by J. Green,99,94
383,4,4:29.0,,Turnover by B. Beal (bad pass; steal by M. Bridges),99,94
384,4,4:27.0,Shooting foul by B. Beal (drawn by T. Warren),,99,94
