,QUARTER,TIME_REMAINING,DALLAS_ACTION,CHICAGO_ACTION,DALLAS_SCORE,CHICAGO_SCORE
381,4,6:43.0,,Z. LaVine misses 2-pt jump shot from 20 ft,87,84
382,4,6:38.0,Defensive rebound by D. Harris,,87,84
383,4,6:32.0,Turnover by J. Barea (bad pass),,87,84
384,4,6:32.0,H. Barnes enters the game for J. Barea,,87,84
385,4,6:32.0,D. Jordan enters the game for M. Kleber,,87,84
386,4,6:32.0,D. Smith enters the game for D. Powell,,87,84
387,4,6:32.0,,R. Arcidiacono enters the game for S. Harrison,87,84
388,4,6:32.0,,J. Parker enters the game for C. Hutchison,87,84
389,4,6:21.0,,R. Arcidiacono misses 3-pt jump shot from 25 ft,87,84
390,4,6:18.0,Defensive rebound by D. Jordan,,87,84
391,4,6:12.0,D. Smith makes 2-pt jump shot from 17 ft,,89,84
392,4,5:50.0,,Turnover by A. Blakeney (lost ball; steal by D. Harris),89,84
393,4,5:33.0,Shooting foul by R. Arcidiacono (drawn by H. Barnes),,89,84
394,4,5:33.0,H. Barnes makes free throw 1 of 2,,90,84
395,4,5:33.0,L. Dončić enters the game for D. Harris,,90,84
396,4,5:33.0,,J. Holiday enters the game for A. Blakeney,90,84
397,4,5:33.0,H. Barnes makes free throw 2 of 2,,91,84
398,4,5:21.0,,Z. LaVine misses 2-pt jump shot from 16 ft,91,84
399,4,5:19.0,Defensive rebound by D. Jordan,,91,84
400,4,5:08.0,H. Barnes misses 2-pt jump shot from 18 ft,,91,84
401,4,5:04.0,,Defensive rebound by R. Arcidiacono,91,84
402,4,4:59.0,,J. Parker misses 3-pt jump shot from 23 ft,91,84
403,4,4:56.0,Defensive rebound by D. Jordan,,91,84
404,4,4:35.0,D. Finney-Smith misses 3-pt jump shot from 22 ft,,91,84
405,4,4:30.0,Offensive rebound by L. Dončić,,91,84
406,4,4:17.0,Turnover by H. Barnes (lost ball; steal by Z. LaVine),,91,84
407,4,4:12.0,,J. Parker misses 2-pt layup from 2 ft (block by D. Finney-Smith),91,84
408,4,4:10.0,,Offensive rebound by W. Carter,91,84
409,4,4:10.0,,W. Carter makes 2-pt layup from 2 ft,91,86
410,4,4:10.0,,Shooting foul by D. Jordan (drawn by W. Carter),91,86
411,4,4:10.0,,W. Carter makes free throw 1 of 1,91,87
412,4,3:49.0,D. Smith makes 2-pt jump shot from 19 ft,,93,87
413,4,3:32.0,,Shooting foul by D. Smith (drawn by Z. LaVine),93,87
414,4,3:32.0,,Z. LaVine misses free throw 1 of 2,93,87
415,4,3:32.0,,Offensive rebound by Team,93,87
416,4,3:32.0,,Z. LaVine makes free throw 2 of 2,93,88
417,4,3:12.0,L. Dončić makes 3-pt jump shot from 26 ft,,96,88
418,4,2:59.0,,Turnover by Z. LaVine (lost ball; steal by D. Finney-Smith),96,88
419,4,2:54.0,Turnover by D. Finney-Smith (bad pass; steal by W. Carter),,96,88
420,4,2:53.0,,Personal foul by L. Dončić (drawn by J. Parker),96,88
421,4,2:53.0,,J. Parker makes free throw 1 of 2,96,89
422,4,2:53.0,,J. Parker makes free throw 2 of 2,96,90
423,4,2:35.0,Shooting foul by J. Parker (drawn by H. Barnes),,96,90
424,4,2:35.0,H. Barnes makes free throw 1 of 2,,97,90
425,4,2:35.0,H. Barnes misses free throw 2 of 2,,97,90
426,4,2:32.0,,Defensive rebound by J. Parker,97,90
427,4,2:26.0,,J. Holiday misses 3-pt jump shot from 23 ft,97,90
428,4,2:23.0,,Offensive rebound by W. Carter,97,90
429,4,2:14.0,,Z. LaVine misses 2-pt jump shot from 18 ft,97,90
430,4,2:10.0,Defensive rebound by D. Jordan,,97,90
431,4,1:53.0,H. Barnes makes 2-pt jump shot from 4 ft,,99,90
432,4,1:42.0,,Shooting foul by D. Jordan (drawn by Z. LaVine),99,90
433,4,1:42.0,,Z. LaVine makes free throw 1 of 2,99,91
434,4,1:42.0,,Z. LaVine makes free throw 2 of 2,99,92
435,4,1:27.0,H. Barnes misses 3-pt jump shot from 25 ft,,99,92
436,4,1:23.0,,Defensive rebound by R. Arcidiacono,99,92
437,4,1:15.0,,Z. LaVine misses 3-pt jump shot from 25 ft,99,92
438,4,1:12.0,Defensive rebound by H. Barnes,,99,92
439,4,0:50.0,L. Dončić misses 3-pt jump shot from 23 ft,,99,92
440,4,0:47.0,,Defensive rebound by Z. LaVine,99,92
441,4,0:43.0,,Turnover by Z. LaVine (out of bounds lost ball),99,92
442,4,0:36.0,Personal foul by Z. LaVine (drawn by D. Finney-Smith),,99,92
443,4,0:36.0,D. Finney-Smith makes free throw 1 of 2,,100,92
444,4,0:36.0,D. Finney-Smith misses free throw 2 of 2,,100,92
445,4,0:36.0,,Defensive rebound by Z. LaVine,100,92
446,4,0:36.0,,Chicago full timeout,100,92
447,4,0:32.0,,Shooting foul by D. Jordan (drawn by Z. LaVine),100,92
448,4,0:32.0,,Z. LaVine makes free throw 1 of 2,100,93
449,4,0:32.0,,Z. LaVine makes free throw 2 of 2,100,94
450,4,0:30.0,Turnover by D. Smith (bad pass),,100,94
451,4,0:26.0,,Z. LaVine misses 3-pt jump shot from 26 ft,100,94
452,4,0:23.0,Defensive rebound by D. Jordan,,100,94
453,4,0:23.0,Personal take foul by J. Parker (drawn by D. Jordan),,100,94
454,4,0:23.0,D. Jordan misses free throw 1 of 2,,100,94
455,4,0:23.0,Offensive rebound by Team,,100,94
456,4,0:23.0,D. Jordan misses free throw 2 of 2,,100,94
457,4,0:21.0,,Defensive rebound by W. Carter,100,94
458,4,0:15.0,,J. Holiday misses 3-pt jump shot from 24 ft,100,94
459,4,0:12.0,,Offensive rebound by J. Parker,100,94
460,4,0:12.0,,J. Parker makes 2-pt layup from 1 ft,100,96
461,4,0:12.0,Dallas full timeout,,100,96
462,4,0:12.0,M. Kleber enters the game for D. Jordan,,100,96
463,4,0:10.0,Personal take foul by J. Parker (drawn by M. Kleber),,100,96
464,4,0:10.0,,A. Blakeney enters the game for J. Parker,100,96
465,4,0:10.0,H. Barnes makes free throw 1 of 2,,101,96
466,4,0:10.0,H. Barnes makes free throw 2 of 2,,102,96
467,4,0:05.0,,Z. LaVine makes 2-pt dunk from 1 ft,102,98
468,4,0:04.0,Personal take foul by R. Arcidiacono (drawn by L. Dončić),,102,98
469,4,0:04.0,L. Dončić makes free throw 1 of 2,,103,98
470,4,0:04.0,L. Dončić misses free throw 2 of 2,,103,98
471,4,0:02.0,,Defensive rebound by J. Holiday,103,98
472,4,0:00.0,,Turnover by J. Holiday (bad pass; steal by H. Barnes),103,98
