,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,INDIANA_ACTION,MEMPHIS_SCORE,INDIANA_SCORE
390,4,4:53.0,,C. Joseph makes 2-pt jump shot from 18 ft,67,98
391,4,4:43.0,K. Anderson makes 2-pt jump shot from 17 ft,,69,98
392,4,4:19.0,,V. Oladipo makes 2-pt jump shot from 11 ft,69,100
393,4,4:00.0,J. Jackson misses 2-pt layup from 5 ft,,69,100
394,4,3:58.0,Offensive rebound by J. Jackson,,69,100
395,4,3:58.0,Shooting foul by D. Sabonis (drawn by J. Jackson),,69,100
396,4,3:58.0,J. Jackson makes free throw 1 of 2,,70,100
397,4,3:58.0,,A. Holiday enters the game for V. Oladipo,70,100
398,4,3:58.0,,K. O'Quinn enters the game for D. Sabonis,70,100
399,4,3:58.0,J. Jackson makes free throw 2 of 2,,71,100
400,4,3:46.0,,Personal foul by K. Anderson (drawn by B. Bogdanović),71,100
401,4,3:46.0,,E. Sumner enters the game for B. Bogdanović,71,100
402,4,3:41.0,,A. Holiday makes 3-pt jump shot from 27 ft (assist by K. O'Quinn),71,103
403,4,3:29.0,M. Brooks makes 2-pt jump shot from 15 ft (assist by K. Anderson),,73,103
404,4,3:29.0,Shooting foul by A. Holiday (drawn by M. Brooks),,73,103
405,4,3:29.0,M. Brooks makes free throw 1 of 1,,74,103
406,4,3:17.0,,A. Holiday misses 3-pt jump shot from 24 ft,74,103
407,4,3:13.0,Defensive rebound by J. Jackson,,74,103
408,4,3:08.0,Shooting foul by D. McDermott (drawn by M. Brooks),,74,103
409,4,3:08.0,M. Brooks makes free throw 1 of 2,,75,103
410,4,3:08.0,M. Brooks misses free throw 2 of 2,,75,103
411,4,3:03.0,,Defensive rebound by D. McDermott,75,103
412,4,2:52.0,,Turnover by A. Holiday (traveling),75,103
413,4,2:41.0,Personal foul by K. O'Quinn (drawn by J. Jackson),,75,103
414,4,2:41.0,J. Jackson makes free throw 1 of 2,,76,103
415,4,2:41.0,J. Jackson makes free throw 2 of 2,,77,103
416,4,2:28.0,,E. Sumner makes 2-pt layup from 1 ft (assist by K. O'Quinn),77,105
417,4,2:10.0,W. Selden misses 2-pt jump shot from 15 ft,,77,105
418,4,2:10.0,Offensive rebound by Team,,77,105
419,4,2:10.0,,Loose ball foul by D. McDermott (drawn by J. Jackson),77,105
420,4,2:10.0,J. Jackson makes free throw 1 of 2,,78,105
421,4,2:10.0,J. Jackson makes free throw 2 of 2,,79,105
422,4,1:53.0,,E. Sumner misses 3-pt jump shot from 27 ft,79,105
423,4,1:48.0,Defensive rebound by J. Jackson,,79,105
424,4,1:43.0,W. Selden makes 2-pt layup from 1 ft,,81,105
425,4,1:30.0,,D. McDermott makes 2-pt layup from 2 ft (assist by K. O'Quinn),81,107
426,4,1:20.0,Shooting foul by K. O'Quinn (drawn by M. Brooks),,81,107
427,4,1:20.0,M. Brooks makes free throw 1 of 2,,82,107
428,4,1:20.0,M. Brooks makes free throw 2 of 2,,83,107
429,4,1:01.0,,D. McDermott makes 2-pt jump shot from 20 ft (assist by C. Joseph),83,109
430,4,0:52.0,K. Anderson misses 2-pt jump shot from 19 ft,,83,109
431,4,0:50.0,,Defensive rebound by K. O'Quinn,83,109
432,4,0:40.0,,D. McDermott misses 3-pt jump shot from 23 ft,83,109
433,4,0:37.0,,Offensive rebound by K. O'Quinn,83,109
434,4,0:37.0,,Shooting foul by S. Mack (drawn by K. O'Quinn),83,109
435,4,0:37.0,,K. O'Quinn makes free throw 1 of 2,83,110
436,4,0:37.0,,K. O'Quinn makes free throw 2 of 2,83,111
437,4,0:23.0,J. Jackson misses 2-pt jump shot from 6 ft,,83,111
438,4,0:21.0,Offensive rebound by S. Mack,,83,111
439,4,0:15.0,K. Anderson misses 2-pt jump shot from 12 ft,,83,111
440,4,0:12.0,,Defensive rebound by K. O'Quinn,83,111
