,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,CLEVELAND_ACTION,LA CLIPPERS_SCORE,CLEVELAND_SCORE
379,4,3:54.0,,D. Nwaba misses 2-pt jump shot from 3 ft,101,97
380,4,3:49.0,Defensive rebound by M. Harrell,,101,97
381,4,3:34.0,P. Beverley makes 3-pt jump shot from 24 ft (assist by D. Gallinari),,104,97
382,4,3:32.0,,Cleveland full timeout,104,97
383,4,3:32.0,I. Zubac enters the game for M. Harrell,,104,97
384,4,3:32.0,,C. Sexton enters the game for D. Nwaba,104,97
385,4,3:17.0,,J. Clarkson makes 2-pt jump shot from 10 ft,104,99
386,4,2:55.0,L. Williams misses 2-pt jump shot from 20 ft,,104,99
387,4,2:54.0,,Defensive rebound by Team,104,99
388,4,2:35.0,,C. Sexton misses 2-pt jump shot from 11 ft (block by I. Zubac),104,99
389,4,2:31.0,,Offensive rebound by J. Clarkson,104,99
390,4,2:28.0,,J. Clarkson misses 3-pt jump shot from 27 ft,104,99
391,4,2:26.0,Defensive rebound by P. Beverley,,104,99
392,4,2:26.0,Shooting foul by C. Osman (drawn by I. Zubac),,104,99
393,4,2:26.0,I. Zubac makes free throw 1 of 2,,105,99
394,4,2:26.0,I. Zubac makes free throw 2 of 2,,106,99
395,4,2:06.0,,C. Osman makes 3-pt jump shot from 26 ft,106,102
396,4,1:54.0,Personal foul by K. Love (drawn by D. Gallinari),,106,102
397,4,1:54.0,M. Harrell enters the game for I. Zubac,,106,102
398,4,1:54.0,D. Gallinari makes free throw 1 of 2,,107,102
399,4,1:54.0,D. Gallinari makes free throw 2 of 2,,108,102
400,4,1:36.0,,Offensive foul by C. Osman (drawn by D. Gallinari),108,102
401,4,1:36.0,,Turnover by C. Osman (offensive foul),108,102
402,4,1:26.0,Turnover by P. Beverley (traveling),,108,102
403,4,1:05.0,,J. Clarkson makes 2-pt jump shot from 11 ft,108,104
404,4,0:47.0,L. Williams misses 2-pt jump shot from 9 ft,,108,104
405,4,0:43.0,,Defensive rebound by K. Love,108,104
406,4,0:37.0,,L. Nance makes 2-pt dunk at rim (assist by J. Clarkson),108,106
407,4,0:37.0,LA Clippers full timeout,,108,106
408,4,0:37.0,L. Shamet enters the game for S. Gilgeous-Alexander,,108,106
409,4,0:15.0,P. Beverley misses 3-pt jump shot from 24 ft,,108,106
410,4,0:13.0,Offensive rebound by L. Shamet,,108,106
411,4,0:13.0,Personal foul by C. Osman (drawn by L. Shamet),,108,106
412,4,0:13.0,L. Shamet misses free throw 1 of 2,,108,106
413,4,0:13.0,Offensive rebound by Team,,108,106
414,4,0:13.0,S. Thornwell enters the game for L. Williams,,108,106
415,4,0:13.0,L. Shamet makes free throw 2 of 2,,109,106
416,4,0:13.0,,Cleveland full timeout,109,106
417,4,0:13.0,S. Gilgeous-Alexander enters the game for L. Shamet,,109,106
418,4,0:10.0,,K. Love makes 2-pt hook shot from 9 ft (assist by C. Osman),109,108
419,4,0:10.0,LA Clippers full timeout,,109,108
420,4,0:10.0,L. Shamet enters the game for M. Harrell,,109,108
421,4,0:10.0,L. Williams enters the game for S. Thornwell,,109,108
422,4,0:10.0,,D. Nwaba enters the game for K. Love,109,108
423,4,0:06.0,Personal take foul by C. Osman (drawn by P. Beverley),,109,108
424,4,0:06.0,P. Beverley makes free throw 1 of 2,,110,108
425,4,0:06.0,M. Harrell enters the game for L. Shamet,,110,108
426,4,0:06.0,S. Thornwell enters the game for L. Williams,,110,108
427,4,0:06.0,,K. Love enters the game for D. Nwaba,110,108
428,4,0:06.0,P. Beverley misses free throw 2 of 2,,110,108
429,4,0:06.0,,Defensive rebound by L. Nance,110,108
430,4,0:06.0,,Cleveland full timeout,110,108
431,4,0:06.0,,N. Stauskas enters the game for L. Nance,110,108
432,4,0:00.0,,J. Clarkson misses 3-pt jump shot from 27 ft,110,108
433,4,0:00.0,,Offensive rebound by Team,110,108
