,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,ORLANDO_ACTION,SAN ANTONIO_SCORE,ORLANDO_SCORE
380,4,2:49.0,Defensive rebound by Q. Pondexter,,123,90
381,4,2:49.0,Shooting foul by J. Martin (drawn by Q. Pondexter),,123,90
382,4,2:49.0,San Antonio full timeout,,123,90
383,4,2:49.0,Q. Pondexter makes free throw 1 of 2,,124,90
384,4,2:49.0,Q. Pondexter makes free throw 2 of 2,,125,90
385,4,2:37.0,,J. Grant misses 2-pt jump shot from 22 ft,125,90
386,4,2:34.0,Defensive rebound by D. Cunningham,,125,90
387,4,2:22.0,Q. Pondexter misses 2-pt layup from 3 ft,,125,90
388,4,2:19.0,Offensive rebound by Q. Pondexter,,125,90
389,4,2:19.0,Q. Pondexter misses 2-pt layup from 1 ft (block by J. Martin),,125,90
390,4,2:19.0,Offensive rebound by Team,,125,90
391,4,2:13.0,D. White misses 2-pt jump shot from 18 ft,,125,90
392,4,2:08.0,,Defensive rebound by J. Martin,125,90
393,4,1:52.0,,Turnover by W. Iwundu (bad pass; steal by D. Eubanks),125,90
394,4,1:39.0,D. Eubanks makes 2-pt hook shot from 9 ft (assist by D. Cunningham),,127,90
395,4,1:24.0,,I. Briscoe misses 3-pt jump shot from 26 ft,127,90
396,4,1:20.0,Defensive rebound by D. Cunningham,,127,90
397,4,1:01.0,D. Eubanks makes 2-pt layup from 1 ft (assist by D. White),,129,90
398,4,0:46.0,,J. Martin misses 2-pt jump shot from 23 ft,129,90
399,4,0:42.0,Defensive rebound by D. Cunningham,,129,90
400,4,0:22.0,Turnover by D. White (bad pass),,129,90
401,4,0:15.0,,I. Briscoe misses 2-pt layup from 1 ft (block by J. Poeltl),129,90
402,4,0:10.0,Defensive rebound by D. Cunningham,,129,90
