,QUARTER,TIME_REMAINING,TORONTO_ACTION,GOLDEN STATE_ACTION,TORONTO_SCORE,GOLDEN STATE_SCORE
31,1,8:04.0,,Defensive rebound by J. Bell,10,7
32,1,7:55.0,,K. Durant misses 2-pt jump shot from 10 ft,10,7
33,1,7:54.0,Defensive rebound by S. Ibaka,,10,7
34,1,7:42.0,S. Ibaka misses 3-pt jump shot from 26 ft,,10,7
35,1,7:40.0,Offensive rebound by F. VanVleet,,10,7
36,1,7:36.0,S. Ibaka makes 2-pt layup from 4 ft (assist by D. Green),,12,7
37,1,7:17.0,,J. Bell makes 2-pt jump shot from 15 ft (assist by K. Durant),12,9
38,1,7:03.0,Shooting foul by J. Bell (drawn by S. Ibaka),,12,9
39,1,7:03.0,S. Ibaka makes free throw 1 of 2,,13,9
40,1,7:03.0,,Golden State full timeout,13,9
41,1,7:03.0,S. Ibaka makes free throw 2 of 2,,14,9
42,1,6:48.0,,Turnover by S. Curry (lost ball; steal by K. Lowry),14,9
43,1,6:44.0,P. Siakam makes 2-pt layup from 3 ft (assist by K. Lowry),,16,9
44,1,6:28.0,,K. Thompson misses 3-pt jump shot from 26 ft,16,9
45,1,6:26.0,Defensive rebound by K. Lowry,,16,9
46,1,6:08.0,F. VanVleet makes 3-pt jump shot from 25 ft (assist by S. Ibaka),,19,9
47,1,6:00.0,,S. Curry misses 2-pt jump shot from 22 ft,19,9
48,1,5:58.0,Defensive rebound by S. Ibaka,,19,9
49,1,5:42.0,K. Lowry makes 2-pt hook shot from 2 ft,,21,9
50,1,5:42.0,Shooting foul by J. Bell (drawn by K. Lowry),,21,9
51,1,5:42.0,K. Lowry makes free throw 1 of 1,,22,9
52,1,5:28.0,,K. Durant makes 2-pt jump shot from 12 ft,22,11
53,1,5:01.0,S. Ibaka misses 3-pt jump shot from 23 ft,,22,11
54,1,4:59.0,,Defensive rebound by J. Jerebko,22,11
55,1,4:49.0,,K. Thompson makes 2-pt layup from 1 ft (assist by J. Jerebko),22,13
56,1,4:31.0,S. Ibaka misses 2-pt jump shot from 6 ft (block by J. Jerebko),,22,13
57,1,4:30.0,Offensive rebound by S. Ibaka,,22,13
58,1,4:25.0,K. Lowry misses 3-pt jump shot from 26 ft,,22,13
59,1,4:23.0,,Defensive rebound by J. Bell,22,13
60,1,4:10.0,,S. Curry misses 3-pt jump shot from 23 ft,22,13
61,1,4:08.0,Defensive rebound by S. Ibaka,,22,13
62,1,4:01.0,P. Siakam makes 2-pt layup from 2 ft (assist by K. Lowry),,24,13
63,1,3:45.0,,K. Thompson makes 2-pt jump shot from 12 ft (assist by J. Jerebko),24,15
64,1,3:45.0,Toronto full timeout,,24,15
65,1,3:45.0,O. Anunoby enters the game for S. Ibaka,,24,15
66,1,3:45.0,J. Valančiūnas enters the game for K. Lowry,,24,15
67,1,3:45.0,D. Wright enters the game for P. Siakam,,24,15
68,1,3:45.0,,K. Looney enters the game for J. Bell,24,15
69,1,3:45.0,,A. McKinnie enters the game for K. Thompson,24,15
70,1,3:33.0,D. Green misses 3-pt jump shot from 22 ft,,24,15
71,1,3:31.0,,Defensive rebound by A. McKinnie,24,15
72,1,3:17.0,,S. Curry misses 3-pt jump shot from 23 ft,24,15
73,1,3:15.0,Defensive rebound by O. Anunoby,,24,15
74,1,3:04.0,J. Valančiūnas misses 2-pt jump shot from 8 ft,,24,15
75,1,3:03.0,,Defensive rebound by K. Durant,24,15
76,1,2:54.0,,J. Jerebko makes 3-pt jump shot from 26 ft (assist by K. Durant),24,18
77,1,2:26.0,Shooting foul by J. Jerebko (drawn by D. Green),,24,18
78,1,2:26.0,D. Green makes free throw 1 of 2,,25,18
79,1,2:26.0,D. Green makes free throw 2 of 2,,26,18
80,1,2:11.0,,Personal foul by D. Wright (drawn by K. Looney),26,18
81,1,2:11.0,,S. Livingston enters the game for S. Curry,26,18
82,1,2:04.0,,A. McKinnie misses 3-pt jump shot from 26 ft,26,18
83,1,2:02.0,Defensive rebound by J. Valančiūnas,,26,18
84,1,1:58.0,O. Anunoby makes 2-pt layup from 1 ft (assist by D. Green),,28,18
85,1,1:58.0,,Violation by Team (def goaltending),28,18
86,1,1:43.0,,K. Durant misses 2-pt jump shot from 11 ft,28,18
87,1,1:42.0,Defensive rebound by F. VanVleet,,28,18
88,1,1:36.0,D. Wright misses 3-pt jump shot from 26 ft,,28,18
89,1,1:34.0,,Defensive rebound by K. Durant,28,18
90,1,1:30.0,,Shooting foul by O. Anunoby (drawn by K. Durant),28,18
91,1,1:30.0,,K. Durant makes free throw 1 of 2,28,19
92,1,1:30.0,K. Lowry enters the game for D. Green,,28,19
93,1,1:30.0,P. Siakam enters the game for F. VanVleet,,28,19
94,1,1:30.0,,K. Durant makes free throw 2 of 2,28,20
95,1,1:12.0,Shooting foul by K. Looney (drawn by O. Anunoby),,28,20
96,1,1:12.0,O. Anunoby misses free throw 1 of 2,,28,20
97,1,1:12.0,Offensive rebound by Team,,28,20
98,1,1:12.0,O. Anunoby misses free throw 2 of 2,,28,20
99,1,1:10.0,,Defensive rebound by Team,28,20
100,1,0:59.0,,K. Durant misses 2-pt jump shot from 13 ft,28,20
101,1,0:58.0,,Offensive rebound by S. Livingston,28,20
102,1,0:54.0,,K. Looney misses 2-pt layup from 2 ft,28,20
103,1,0:53.0,Defensive rebound by J. Valančiūnas,,28,20
104,1,0:33.0,Shooting foul by K. Durant (drawn by K. Lowry),,28,20
105,1,0:33.0,K. Lowry makes free throw 1 of 2,,29,20
106,1,0:33.0,K. Lowry misses free throw 2 of 2,,29,20
107,1,0:32.0,Offensive rebound by Team,,29,20
108,1,0:31.0,J. Valančiūnas makes 2-pt dunk from 1 ft (assist by K. Lowry),,31,20
109,1,0:21.0,,K. Durant misses 2-pt layup from 2 ft,31,20
110,1,0:20.0,,Offensive rebound by K. Looney,31,20
111,1,0:20.0,,K. Looney makes 2-pt dunk from 1 ft,31,22
112,1,0:04.0,K. Lowry misses 3-pt jump shot from 26 ft,,31,22
113,1,0:00.0,Offensive rebound by D. Wright,,31,22
114,2,11:47.0,,K. Thompson misses 2-pt jump shot from 18 ft,31,22
115,2,11:46.0,Defensive rebound by J. Valančiūnas,,31,22
116,2,11:37.0,J. Valančiūnas makes 2-pt hook shot from 7 ft (assist by K. Lowry),,33,22
117,2,11:24.0,,Personal foul by O. Anunoby (drawn by D. Green),33,22
118,2,11:14.0,,K. Thompson misses 3-pt jump shot from 25 ft,33,22
119,2,11:12.0,Defensive rebound by P. Siakam,,33,22
120,2,11:02.0,P. Siakam misses 2-pt hook shot from 8 ft,,33,22
121,2,11:01.0,Offensive rebound by J. Valančiūnas,,33,22
122,2,11:00.0,Turnover by D. Wright (step out of bounds),,33,22
123,2,10:44.0,,Q. Cook makes 2-pt jump shot from 20 ft (assist by D. Green),33,24
124,2,10:17.0,J. Valančiūnas makes 2-pt layup from 6 ft (assist by K. Lowry),,35,24
125,2,10:02.0,,K. Thompson misses 3-pt jump shot from 27 ft,35,24
126,2,10:00.0,Defensive rebound by J. Valančiūnas,,35,24
127,2,9:40.0,D. Wright makes 2-pt hook shot from 7 ft,,37,24
128,2,9:35.0,,K. Thompson makes 2-pt layup from 2 ft (assist by D. Green),37,26
129,2,9:28.0,K. Lowry misses 3-pt jump shot from 28 ft,,37,26
130,2,9:26.0,,Defensive rebound by J. Jerebko,37,26
131,2,9:15.0,,D. Green misses 3-pt jump shot from 26 ft,37,26
132,2,9:13.0,Defensive rebound by J. Valančiūnas,,37,26
133,2,9:11.0,O. Anunoby misses 2-pt layup from 3 ft (block by D. Green),,37,26
134,2,9:10.0,,Defensive rebound by Q. Cook,37,26
135,2,9:02.0,,Q. Cook misses 3-pt jump shot from 26 ft,37,26
136,2,9:00.0,Defensive rebound by P. Siakam,,37,26
137,2,8:51.0,D. Wright misses 2-pt layup from 8 ft,,37,26
138,2,8:50.0,,Defensive rebound by K. Thompson,37,26
139,2,8:44.0,,J. Jerebko misses 3-pt jump shot from 28 ft,37,26
140,2,8:42.0,Defensive rebound by J. Valančiūnas,,37,26
141,2,8:26.0,Turnover by P. Siakam (lost ball; steal by K. Thompson),,37,26
142,2,8:21.0,,K. Thompson misses 2-pt layup from 3 ft,37,26
143,2,8:21.0,,Offensive rebound by Team,37,26
144,2,8:21.0,D. Green enters the game for O. Anunoby,,37,26
145,2,8:21.0,C. Miles enters the game for D. Wright,,37,26
146,2,8:21.0,,S. Curry enters the game for S. Livingston,37,26
147,2,8:17.0,,K. Thompson makes 2-pt jump shot from 21 ft (assist by S. Curry),37,28
148,2,7:56.0,D. Green makes 2-pt layup from 3 ft,,39,28
149,2,7:54.0,,Personal take foul by P. Siakam (drawn by D. Green),39,28
150,2,7:54.0,S. Ibaka enters the game for J. Valančiūnas,,39,28
151,2,7:37.0,,S. Curry makes 3-pt jump shot from 26 ft (assist by D. Green),39,31
152,2,7:28.0,Toronto full timeout,,39,31
153,2,7:28.0,,K. Looney enters the game for J. Jerebko,39,31
154,2,7:10.0,S. Ibaka misses 3-pt jump shot from 27 ft,,39,31
155,2,7:08.0,,Defensive rebound by Q. Cook,39,31
156,2,6:46.0,,Q. Cook makes 2-pt jump shot from 20 ft (assist by D. Green),39,33
157,2,6:23.0,P. Siakam makes 3-pt jump shot from 22 ft (assist by D. Green),,42,33
158,2,6:12.0,,D. Green misses 3-pt jump shot from 27 ft,42,33
159,2,6:10.0,Defensive rebound by S. Ibaka,,42,33
160,2,5:56.0,S. Ibaka makes 2-pt dunk from 2 ft (assist by K. Lowry),,44,33
161,2,5:44.0,,Personal foul by C. Miles (drawn by Q. Cook),44,33
162,2,5:44.0,,K. Durant enters the game for D. Green,44,33
163,2,5:44.0,,J. Jerebko enters the game for K. Thompson,44,33
164,2,5:35.0,,S. Curry misses 3-pt jump shot from 26 ft,44,33
165,2,5:33.0,Defensive rebound by S. Ibaka,,44,33
166,2,5:25.0,D. Green makes 2-pt layup from 3 ft (assist by K. Lowry),,46,33
167,2,5:04.0,,K. Looney misses 2-pt hook shot from 3 ft,46,33
168,2,5:04.0,Defensive rebound by Team,,46,33
169,2,4:56.0,C. Miles misses 2-pt jump shot from 19 ft,,46,33
170,2,4:55.0,,Defensive rebound by K. Looney,46,33
171,2,4:45.0,,Q. Cook misses 3-pt jump shot from 27 ft,46,33
172,2,4:43.0,Defensive rebound by S. Ibaka,,46,33
173,2,4:38.0,D. Green misses 3-pt jump shot from 26 ft,,46,33
174,2,4:36.0,,Defensive rebound by K. Durant,46,33
175,2,4:26.0,,Turnover by K. Durant (step out of bounds),46,33
176,2,4:26.0,F. VanVleet enters the game for K. Lowry,,46,33
177,2,4:09.0,S. Ibaka makes 2-pt jump shot from 11 ft (assist by F. VanVleet),,48,33
178,2,3:55.0,,Turnover by K. Looney (off goaltending),48,33
179,2,3:55.0,,S. Livingston enters the game for Q. Cook,48,33
180,2,3:38.0,S. Ibaka misses 2-pt jump shot from 18 ft,,48,33
181,2,3:37.0,,Defensive rebound by K. Durant,48,33
182,2,3:32.0,,Turnover by K. Durant (lost ball; steal by P. Siakam),48,33
183,2,3:26.0,S. Ibaka misses 2-pt jump shot from 6 ft (block by J. Jerebko),,48,33
184,2,3:25.0,Offensive rebound by Team,,48,33
185,2,3:25.0,K. Lowry enters the game for C. Miles,,48,33
186,2,3:25.0,,D. Green enters the game for J. Jerebko,48,33
187,2,3:25.0,,K. Thompson enters the game for K. Looney,48,33
188,2,3:09.0,P. Siakam misses 3-pt jump shot from 23 ft,,48,33
189,2,3:07.0,,Defensive rebound by K. Durant,48,33
190,2,2:52.0,,K. Durant makes 2-pt jump shot from 13 ft,48,35
191,2,2:30.0,K. Lowry makes 3-pt jump shot from 28 ft (assist by F. VanVleet),,51,35
192,2,2:11.0,,Personal foul by D. Green (drawn by K. Durant),51,35
193,2,2:11.0,,Golden State full timeout,51,35
194,2,2:07.0,,Personal foul by F. VanVleet (drawn by S. Curry),51,35
195,2,2:07.0,,S. Curry makes free throw 1 of 2,51,36
196,2,2:07.0,,S. Curry makes free throw 2 of 2,51,37
197,2,1:55.0,Personal foul by S. Curry (drawn by D. Green),,51,37
198,2,1:44.0,K. Lowry makes 2-pt jump shot from 21 ft,,53,37
199,2,1:22.0,,S. Livingston misses 2-pt jump shot from 10 ft,53,37
200,2,1:21.0,,Offensive rebound by S. Curry,53,37
201,2,1:18.0,,S. Curry misses 2-pt layup from 3 ft,53,37
202,2,1:17.0,Defensive rebound by S. Ibaka,,53,37
203,2,1:13.0,S. Ibaka makes 2-pt hook shot from 9 ft (assist by P. Siakam),,55,37
204,2,1:01.0,,K. Durant makes 2-pt jump shot from 17 ft (assist by D. Green),55,39
205,2,0:37.0,S. Ibaka misses 2-pt jump shot from 13 ft,,55,39
206,2,0:36.0,,Defensive rebound by K. Durant,55,39
207,2,0:29.0,,K. Durant makes 2-pt dunk from 2 ft,55,41
208,2,0:07.0,D. Green makes 2-pt jump shot from 11 ft,,57,41
209,2,0:02.0,,K. Thompson misses 3-pt jump shot from 23 ft,57,41
210,2,0:00.0,Defensive rebound by K. Lowry,,57,41
211,3,11:49.0,,S. Curry makes 2-pt jump shot from 18 ft,57,43
212,3,11:19.0,D. Green makes 2-pt hook shot from 11 ft,,59,43
213,3,11:00.0,,K. Durant misses 2-pt layup from 2 ft,59,43
214,3,10:59.0,Defensive rebound by D. Green,,59,43
215,3,10:55.0,D. Green misses 3-pt jump shot from 26 ft,,59,43
216,3,10:53.0,,Defensive rebound by S. Curry,59,43
217,3,10:39.0,,D. Green makes 2-pt layup from 3 ft (assist by K. Durant),59,45
218,3,10:25.0,F. VanVleet makes 3-pt jump shot from 27 ft (assist by K. Lowry),,62,45
219,3,10:14.0,,K. Thompson misses 2-pt jump shot from 10 ft,62,45
220,3,10:13.0,Defensive rebound by S. Ibaka,,62,45
221,3,9:59.0,K. Lowry misses 2-pt jump shot from 18 ft,,62,45
222,3,9:58.0,,Defensive rebound by K. Durant,62,45
223,3,9:50.0,,K. Durant misses 2-pt jump shot from 18 ft,62,45
224,3,9:49.0,Defensive rebound by F. VanVleet,,62,45
225,3,9:33.0,S. Ibaka makes 2-pt dunk from 3 ft (assist by K. Lowry),,64,45
226,3,9:21.0,,Turnover by D. Green (bad pass; steal by K. Lowry),64,45
227,3,9:16.0,K. Lowry misses 3-pt jump shot from 26 ft,,64,45
228,3,9:14.0,,Defensive rebound by S. Curry,64,45
229,3,9:06.0,,Turnover by S. Curry (bad pass; steal by P. Siakam),64,45
230,3,9:00.0,Turnover by P. Siakam (bad pass; steal by D. Green),,64,45
231,3,8:50.0,,Personal foul by P. Siakam (drawn by K. Durant),64,45
232,3,8:45.0,,K. Durant makes 2-pt dunk from 1 ft (assist by D. Green),64,47
233,3,8:26.0,Turnover by P. Siakam (lost ball; steal by S. Curry),,64,47
234,3,8:21.0,,S. Curry misses 3-pt jump shot from 26 ft,64,47
235,3,8:19.0,Defensive rebound by S. Ibaka,,64,47
236,3,7:58.0,Turnover by K. Lowry (bad pass),,64,47
237,3,7:44.0,,K. Thompson makes 2-pt jump shot from 16 ft (assist by K. Looney),64,49
238,3,7:44.0,Toronto full timeout,,64,49
239,3,7:24.0,F. VanVleet misses 2-pt jump shot from 21 ft (block by K. Looney),,64,49
240,3,7:23.0,,Defensive rebound by K. Thompson,64,49
241,3,7:17.0,,S. Curry misses 3-pt jump shot from 26 ft,64,49
242,3,7:13.0,Defensive rebound by K. Lowry,,64,49
243,3,7:11.0,D. Green misses 3-pt jump shot from 26 ft,,64,49
244,3,7:09.0,,Defensive rebound by D. Green,64,49
245,3,6:59.0,,K. Durant misses 3-pt jump shot from 25 ft,64,49
246,3,6:57.0,Defensive rebound by D. Green,,64,49
247,3,6:52.0,P. Siakam misses 2-pt layup from 2 ft,,64,49
248,3,6:48.0,,Defensive rebound by K. Thompson,64,49
249,3,6:46.0,,K. Durant makes 3-pt jump shot from 29 ft (assist by K. Thompson),64,52
250,3,6:30.0,F. VanVleet misses 2-pt layup from 2 ft,,64,52
251,3,6:29.0,,Defensive rebound by K. Looney,64,52
252,3,6:20.0,,K. Thompson misses 2-pt jump shot from 13 ft,64,52
253,3,6:19.0,Defensive rebound by S. Ibaka,,64,52
254,3,6:05.0,S. Ibaka makes 2-pt jump shot from 20 ft (assist by D. Green),,66,52
255,3,5:44.0,,K. Thompson makes 2-pt jump shot from 12 ft (assist by K. Looney),66,54
256,3,5:28.0,Shooting foul by K. Durant (drawn by S. Ibaka),,66,54
257,3,5:28.0,S. Ibaka makes free throw 1 of 2,,67,54
258,3,5:28.0,,J. Jerebko enters the game for D. Green,67,54
259,3,5:28.0,S. Ibaka makes free throw 2 of 2,,68,54
260,3,5:17.0,,K. Looney misses 2-pt dunk from 3 ft (block by S. Ibaka),68,54
261,3,5:16.0,Defensive rebound by K. Lowry,,68,54
262,3,5:12.0,Shooting foul by J. Jerebko (drawn by P. Siakam),,68,54
263,3,5:12.0,,J. Bell enters the game for K. Looney,68,54
264,3,5:12.0,P. Siakam makes free throw 1 of 2,,69,54
265,3,5:12.0,P. Siakam makes free throw 2 of 2,,70,54
266,3,5:00.0,,S. Curry misses 3-pt jump shot from 25 ft,70,54
267,3,4:58.0,Defensive rebound by D. Green,,70,54
268,3,4:48.0,F. VanVleet makes 2-pt layup from 3 ft (assist by D. Green),,72,54
269,3,4:48.0,,Violation by Team (def goaltending),72,54
270,3,4:48.0,,Golden State full timeout,72,54
271,3,4:36.0,,K. Durant makes 2-pt jump shot from 17 ft (assist by J. Jerebko),72,56
272,3,4:15.0,D. Green makes 2-pt layup from 2 ft,,74,56
273,3,4:08.0,,K. Durant makes 2-pt jump shot from 17 ft,74,58
274,3,3:51.0,P. Siakam misses 2-pt jump shot from 5 ft (block by J. Bell),,74,58
275,3,3:50.0,,Defensive rebound by J. Jerebko,74,58
276,3,3:38.0,,K. Durant makes 2-pt jump shot from 12 ft,74,60
277,3,3:18.0,K. Lowry makes 2-pt layup from 2 ft,,76,60
278,3,3:09.0,,K. Durant misses 2-pt layup from 2 ft (block by S. Ibaka),76,60
279,3,3:05.0,,Offensive rebound by J. Bell,76,60
280,3,3:02.0,,K. Thompson makes 2-pt jump shot from 18 ft (assist by J. Bell),76,62
281,3,2:49.0,P. Siakam makes 2-pt layup from 2 ft (assist by K. Lowry),,78,62
282,3,2:39.0,,Turnover by S. Curry (bad pass),78,62
283,3,2:39.0,O. Anunoby enters the game for S. Ibaka,,78,62
284,3,2:39.0,G. Monroe enters the game for P. Siakam,,78,62
285,3,2:39.0,,A. McKinnie enters the game for K. Thompson,78,62
286,3,2:14.0,O. Anunoby misses 2-pt jump shot from 22 ft,,78,62
287,3,2:13.0,,Defensive rebound by J. Jerebko,78,62
288,3,2:00.0,,Turnover by K. Durant (bad pass; steal by F. VanVleet),78,62
289,3,1:57.0,Turnover by O. Anunoby (offensive foul),,78,62
290,3,1:57.0,Offensive foul by O. Anunoby (drawn by K. Durant),,78,62
291,3,1:57.0,D. Wright enters the game for K. Lowry,,78,62
292,3,1:57.0,,S. Livingston enters the game for S. Curry,78,62
293,3,1:46.0,,K. Durant makes 2-pt dunk from 2 ft (assist by J. Jerebko),78,64
294,3,1:23.0,G. Monroe makes 2-pt jump shot from 6 ft,,80,64
295,3,1:12.0,,Shooting foul by G. Monroe (drawn by J. Bell),80,64
296,3,1:12.0,,J. Bell makes free throw 1 of 2,80,65
297,3,1:12.0,,J. Bell misses free throw 2 of 2,80,65
298,3,1:10.0,Defensive rebound by O. Anunoby,,80,65
299,3,0:51.0,F. VanVleet misses 3-pt jump shot from 28 ft,,80,65
300,3,0:49.0,,Defensive rebound by J. Bell,80,65
301,3,0:36.0,,Turnover by K. Durant (lost ball; steal by F. VanVleet),80,65
302,3,0:31.0,F. VanVleet makes 2-pt layup from 1 ft,,82,65
303,3,0:15.0,,A. McKinnie makes 2-pt layup from 2 ft (assist by K. Durant),82,67
304,3,0:15.0,,Shooting foul by D. Wright (drawn by A. McKinnie),82,67
305,3,0:15.0,,A. McKinnie misses free throw 1 of 1,82,67
306,3,0:14.0,,Offensive rebound by J. Bell,82,67
307,3,0:11.0,,Turnover by J. Jerebko (out of bounds lost ball),82,67
308,3,0:11.0,,K. Looney enters the game for J. Bell,82,67
309,3,0:11.0,,K. Thompson enters the game for J. Jerebko,82,67
310,3,0:06.0,Personal take foul by K. Thompson (drawn by F. VanVleet),,82,67
311,3,0:02.0,F. VanVleet misses 2-pt layup from 4 ft (block by A. McKinnie),,82,67
312,3,0:02.0,Offensive rebound by G. Monroe,,82,67
313,3,0:01.0,G. Monroe misses 2-pt layup from 2 ft (block by K. Looney),,82,67
314,3,0:00.0,,Defensive rebound by K. Looney,82,67
315,4,11:41.0,D. Wright misses 2-pt jump shot from 9 ft,,82,67
316,4,11:40.0,,Defensive rebound by A. McKinnie,82,67
317,4,11:21.0,,D. Green misses 3-pt jump shot from 26 ft,82,67
318,4,11:19.0,Defensive rebound by D. Wright,,82,67
319,4,10:58.0,O. Anunoby misses 2-pt jump shot from 22 ft,,82,67
320,4,10:57.0,,Defensive rebound by D. Green,82,67
321,4,10:49.0,,Turnover by J. Jerebko (offensive foul),82,67
322,4,10:49.0,,Offensive foul by J. Jerebko (drawn by K. Lowry),82,67
323,4,10:35.0,K. Lowry misses 2-pt jump shot from 21 ft,,82,67
324,4,10:32.0,Offensive rebound by G. Monroe,,82,67
325,4,10:27.0,K. Lowry makes 3-pt jump shot from 24 ft (assist by D. Wright),,85,67
326,4,10:15.0,,Turnover by J. Jerebko (bad pass; steal by K. Lowry),85,67
327,4,10:13.0,Personal foul by D. Green (drawn by O. Anunoby),,85,67
328,4,9:49.0,D. Wright makes 2-pt layup from 3 ft,,87,67
329,4,9:40.0,,Personal foul by G. Monroe (drawn by D. Green),87,67
330,4,9:40.0,,S. Curry enters the game for A. McKinnie,87,67
331,4,9:34.0,,S. Curry misses 2-pt jump shot from 12 ft,87,67
332,4,9:33.0,Defensive rebound by G. Monroe,,87,67
333,4,9:26.0,C. Miles makes 3-pt jump shot from 25 ft (assist by D. Wright),,90,67
334,4,9:11.0,,D. Green misses 2-pt jump shot from 4 ft,90,67
335,4,9:10.0,Defensive rebound by G. Monroe,,90,67
336,4,8:48.0,G. Monroe makes 2-pt layup from 3 ft,,92,67
337,4,8:48.0,Shooting foul by S. Livingston (drawn by G. Monroe),,92,67
338,4,8:48.0,,K. Durant enters the game for J. Jerebko,92,67
339,4,8:48.0,G. Monroe makes free throw 1 of 1,,93,67
340,4,8:39.0,,Shooting foul by C. Miles (drawn by S. Livingston),93,67
341,4,8:39.0,,S. Livingston misses free throw 1 of 2,93,67
342,4,8:39.0,,Offensive rebound by Team,93,67
343,4,8:39.0,,S. Livingston makes free throw 2 of 2,93,68
344,4,8:36.0,Personal take foul by S. Livingston (drawn by D. Wright),,93,68
345,4,8:36.0,,A. McKinnie enters the game for S. Livingston,93,68
346,4,8:18.0,O. Anunoby misses 3-pt jump shot from 23 ft,,93,68
347,4,8:16.0,Offensive rebound by G. Monroe,,93,68
348,4,8:13.0,G. Monroe misses 2-pt jump shot from 7 ft (block by D. Green),,93,68
349,4,8:12.0,,Defensive rebound by A. McKinnie,93,68
350,4,8:03.0,,K. Durant makes 2-pt jump shot from 9 ft (assist by D. Green),93,70
351,4,7:50.0,K. Lowry misses 2-pt layup from 2 ft,,93,70
352,4,7:49.0,,Defensive rebound by D. Green,93,70
353,4,7:44.0,,Turnover by D. Green (lost ball; steal by G. Monroe),93,70
354,4,7:41.0,Personal foul by A. McKinnie (drawn by K. Lowry),,93,70
355,4,7:41.0,P. Siakam enters the game for O. Anunoby,,93,70
356,4,7:40.0,Turnover by D. Wright (bad pass; steal by D. Green),,93,70
357,4,7:36.0,,Turnover by D. Green (bad pass; steal by D. Wright),93,70
358,4,7:12.0,K. Lowry misses 3-pt jump shot from 29 ft (block by D. Green),,93,70
359,4,7:11.0,,Defensive rebound by Team,93,70
360,4,7:11.0,,K. Looney enters the game for D. Green,93,70
361,4,7:11.0,Toronto full timeout,,93,70
362,4,7:11.0,Violation by Team (jump ball),,93,70
363,4,7:11.0,S. Ibaka enters the game for G. Monroe,,93,70
364,4,7:00.0,,K. Durant makes 3-pt jump shot from 26 ft (assist by S. Curry),93,73
365,4,6:34.0,P. Siakam makes 2-pt jump shot from 11 ft (assist by K. Lowry),,95,73
366,4,6:21.0,,K. Durant misses 3-pt jump shot from 26 ft,95,73
367,4,6:20.0,Defensive rebound by D. Wright,,95,73
368,4,6:06.0,S. Ibaka misses 2-pt jump shot from 20 ft,,95,73
369,4,6:05.0,Offensive rebound by D. Wright,,95,73
370,4,5:53.0,K. Lowry makes 2-pt layup from 2 ft (assist by P. Siakam),,97,73
371,4,5:41.0,,A. McKinnie makes 3-pt jump shot from 23 ft (assist by S. Curry),97,76
372,4,5:24.0,K. Lowry makes 2-pt jump shot from 14 ft,,99,76
373,4,5:21.0,,Golden State full timeout,99,76
374,4,5:21.0,D. Green enters the game for C. Miles,,99,76
375,4,5:21.0,F. VanVleet enters the game for D. Wright,,99,76
376,4,5:21.0,,J. Bell enters the game for S. Curry,99,76
377,4,5:21.0,,Q. Cook enters the game for K. Durant,99,76
378,4,5:21.0,,J. Evans enters the game for K. Looney,99,76
379,4,5:21.0,,D. Lee enters the game for K. Thompson,99,76
380,4,5:08.0,,Q. Cook makes 2-pt jump shot from 19 ft,99,78
