,QUARTER,TIME_REMAINING,DENVER_ACTION,BROOKLYN_ACTION,DENVER_SCORE,BROOKLYN_SCORE
75,1,3:30.0,,R. Hollis-Jefferson makes 2-pt layup from 2 ft (assist by S. Napier),29,18
76,1,3:30.0,,Shooting foul by N. Jokić (drawn by R. Hollis-Jefferson),29,18
77,1,3:30.0,T. Craig enters the game for W. Barton,,29,18
78,1,3:30.0,,R. Hollis-Jefferson makes free throw 1 of 1,29,19
79,1,3:19.0,M. Morris misses 2-pt jump shot from 19 ft,,29,19
80,1,3:16.0,Offensive rebound by T. Lyles,,29,19
81,1,3:13.0,M. Beasley misses 3-pt jump shot from 25 ft,,29,19
82,1,3:11.0,,Defensive rebound by E. Davis,29,19
83,1,3:05.0,,S. Napier makes 3-pt jump shot from 25 ft (assist by D. Carroll),29,22
84,1,3:04.0,Denver full timeout,,29,22
85,1,3:04.0,J. Murray enters the game for M. Beasley,,29,22
86,1,3:04.0,M. Plumlee enters the game for N. Jokić,,29,22
87,1,3:04.0,,D. Russell enters the game for J. Harris,29,22
88,1,2:40.0,M. Morris makes 2-pt jump shot from 10 ft,,31,22
89,1,2:19.0,,R. Hollis-Jefferson misses 2-pt layup from 2 ft,31,22
90,1,2:17.0,Defensive rebound by M. Morris,,31,22
91,1,2:11.0,M. Plumlee makes 2-pt jump shot from 13 ft (assist by J. Murray),,33,22
92,1,1:55.0,,D. Russell makes 2-pt jump shot from 15 ft,33,24
93,1,1:39.0,T. Lyles misses 3-pt jump shot from 25 ft,,33,24
94,1,1:35.0,,Defensive rebound by E. Davis,33,24
95,1,1:25.0,,R. Hollis-Jefferson makes 2-pt layup from 2 ft (assist by D. Carroll),33,26
96,1,1:09.0,M. Plumlee makes 2-pt hook shot from 3 ft (assist by M. Morris),,35,26
97,1,0:58.0,,Turnover by D. Russell (bad pass; steal by T. Lyles),35,26
98,1,0:52.0,T. Lyles misses 2-pt layup from 2 ft,,35,26
99,1,0:50.0,,Defensive rebound by D. Carroll,35,26
100,1,0:41.0,,Shooting foul by M. Plumlee (drawn by E. Davis),35,26
101,1,0:41.0,,E. Davis makes free throw 1 of 2,35,27
102,1,0:41.0,,E. Davis makes free throw 2 of 2,35,28
103,1,0:31.0,M. Plumlee misses 2-pt layup from 5 ft (block by E. Davis),,35,28
104,1,0:31.0,,Defensive rebound by D. Carroll,35,28
105,1,0:28.0,,D. Russell makes 2-pt dunk from 2 ft (assist by D. Carroll),35,30
106,1,0:05.0,J. Murray misses 3-pt jump shot from 25 ft,,35,30
107,1,0:01.0,,Defensive rebound by E. Davis,35,30
108,2,11:45.0,,Shooting foul by M. Morris (drawn by D. Carroll),35,30
109,2,11:45.0,,D. Carroll makes free throw 1 of 2,35,31
110,2,11:45.0,,D. Carroll makes free throw 2 of 2,35,32
111,2,11:23.0,N. Jokić misses 2-pt jump shot from 12 ft,,35,32
112,2,11:19.0,,Defensive rebound by D. Carroll,35,32
113,2,11:14.0,,A. Crabbe makes 3-pt jump shot from 26 ft (assist by D. Carroll),35,35
114,2,11:00.0,Offensive foul by T. Lyles (drawn by T. Graham),,35,35
115,2,11:00.0,Turnover by T. Lyles (offensive foul),,35,35
116,2,10:47.0,,T. Graham makes 3-pt jump shot from 25 ft (assist by A. Crabbe),35,38
117,2,10:45.0,Denver full timeout,,35,38
118,2,10:26.0,T. Lyles makes 2-pt layup from 1 ft (assist by N. Jokić),,37,38
119,2,10:09.0,,D. Russell misses 2-pt jump shot from 15 ft,37,38
120,2,10:06.0,Defensive rebound by J. Hernangómez,,37,38
121,2,10:00.0,J. Hernangómez misses 3-pt jump shot from 24 ft,,37,38
122,2,9:57.0,,Defensive rebound by D. Carroll,37,38
123,2,9:49.0,,D. Carroll misses 2-pt layup from 2 ft,37,38
124,2,9:48.0,,Offensive rebound by E. Davis,37,38
125,2,9:47.0,,Turnover by E. Davis (bad pass),37,38
126,2,9:47.0,,S. Napier enters the game for D. Russell,37,38
127,2,9:29.0,N. Jokić misses 2-pt jump shot from 11 ft,,37,38
128,2,9:28.0,,Defensive rebound by E. Davis,37,38
129,2,9:28.0,,Personal foul by N. Jokić (drawn by E. Davis),37,38
130,2,9:05.0,,A. Crabbe misses 2-pt layup from 2 ft,37,38
131,2,9:03.0,Defensive rebound by N. Jokić,,37,38
132,2,9:00.0,M. Morris makes 2-pt jump shot from 15 ft (assist by N. Jokić),,39,38
133,2,8:44.0,,T. Graham makes 2-pt jump shot from 10 ft (assist by A. Crabbe),39,40
134,2,8:31.0,T. Craig makes 3-pt jump shot from 27 ft (assist by N. Jokić),,42,40
135,2,8:24.0,,D. Carroll misses 3-pt jump shot from 26 ft,42,40
136,2,8:19.0,Defensive rebound by M. Morris,,42,40
137,2,8:17.0,N. Jokić makes 2-pt layup from 9 ft (assist by M. Morris),,44,40
138,2,8:17.0,Shooting foul by D. Carroll (drawn by N. Jokić),,44,40
139,2,8:17.0,,D. Russell enters the game for S. Napier,44,40
140,2,8:17.0,N. Jokić makes free throw 1 of 1,,45,40
141,2,8:07.0,,D. Russell misses 2-pt layup from 2 ft,45,40
142,2,8:05.0,Defensive rebound by N. Jokić,,45,40
143,2,8:01.0,M. Morris misses 3-pt jump shot from 23 ft,,45,40
144,2,7:57.0,,Defensive rebound by D. Russell,45,40
145,2,7:55.0,,D. Russell makes 3-pt jump shot from 26 ft,45,43
146,2,7:35.0,Shooting foul by T. Graham (drawn by T. Lyles),,45,43
147,2,7:35.0,T. Lyles makes free throw 1 of 2,,46,43
148,2,7:35.0,J. Murray enters the game for N. Jokić,,46,43
149,2,7:35.0,M. Plumlee enters the game for M. Morris,,46,43
150,2,7:35.0,,R. Hollis-Jefferson enters the game for T. Graham,46,43
151,2,7:35.0,T. Lyles misses free throw 2 of 2,,46,43
152,2,7:33.0,,Defensive rebound by R. Hollis-Jefferson,46,43
153,2,7:16.0,,Personal foul by J. Hernangómez (drawn by R. Hollis-Jefferson),46,43
154,2,7:08.0,,D. Russell makes 3-pt jump shot from 27 ft,46,46
155,2,6:56.0,Turnover by M. Plumlee (bad pass; steal by D. Carroll),,46,46
156,2,6:53.0,,Shooting foul by T. Craig (drawn by D. Carroll),46,46
157,2,6:53.0,,D. Carroll makes free throw 1 of 2,46,47
158,2,6:53.0,W. Barton enters the game for T. Craig,,46,47
159,2,6:53.0,M. Beasley enters the game for J. Hernangómez,,46,47
160,2,6:53.0,,D. Carroll makes free throw 2 of 2,46,48
161,2,6:41.0,Turnover by J. Murray (bad pass; steal by A. Crabbe),,46,48
162,2,6:37.0,,D. Russell misses 2-pt jump shot from 14 ft,46,48
163,2,6:32.0,Defensive rebound by T. Lyles,,46,48
164,2,6:27.0,T. Lyles makes 3-pt jump shot from 26 ft (assist by J. Murray),,49,48
165,2,6:14.0,,Shooting foul by W. Barton (drawn by E. Davis),49,48
166,2,6:14.0,,E. Davis makes free throw 1 of 2,49,49
167,2,6:14.0,,E. Davis misses free throw 2 of 2,49,49
168,2,6:12.0,,Offensive rebound by Team,49,49
169,2,6:06.0,,A. Crabbe makes 2-pt jump shot from 18 ft (assist by D. Russell),49,51
170,2,5:39.0,W. Barton misses 3-pt jump shot from 26 ft,,49,51
171,2,5:35.0,,Defensive rebound by D. Carroll,49,51
172,2,5:32.0,,Turnover by D. Carroll (out of bounds lost ball),49,51
173,2,5:17.0,Turnover by T. Lyles (lost ball; steal by D. Carroll),,49,51
174,2,5:13.0,,D. Carroll misses 2-pt layup from 2 ft (block by W. Barton),49,51
175,2,5:13.0,,Offensive rebound by Team,49,51
176,2,5:13.0,N. Jokić enters the game for T. Lyles,,49,51
177,2,5:13.0,,J. Allen enters the game for D. Carroll,49,51
178,2,5:13.0,,J. Harris enters the game for A. Crabbe,49,51
179,2,5:13.0,,R. Kurucs enters the game for E. Davis,49,51
180,2,5:07.0,,Shooting foul by M. Plumlee (drawn by J. Allen),49,51
181,2,5:07.0,,J. Allen makes free throw 1 of 2,49,52
182,2,5:07.0,,J. Allen makes free throw 2 of 2,49,53
183,2,4:58.0,J. Murray misses 2-pt jump shot from 13 ft,,49,53
184,2,4:55.0,,Defensive rebound by D. Russell,49,53
185,2,4:41.0,,R. Hollis-Jefferson misses 2-pt layup from 5 ft,49,53
186,2,4:38.0,,Offensive rebound by J. Allen,49,53
187,2,4:37.0,,Turnover by J. Allen (bad pass; steal by J. Murray),49,53
188,2,4:37.0,Personal foul by R. Hollis-Jefferson (drawn by N. Jokić),,49,53
189,2,4:37.0,,S. Napier enters the game for D. Russell,49,53
190,2,4:37.0,J. Murray misses 2-pt jump shot from 9 ft,,49,53
191,2,4:22.0,Offensive rebound by Team,,49,53
192,2,4:22.0,,Loose ball foul by J. Allen (drawn by M. Plumlee),49,53
193,2,4:13.0,Shooting foul by R. Hollis-Jefferson (drawn by N. Jokić),,49,53
194,2,4:13.0,,Technical foul by R. Hollis-Jefferson,49,53
195,2,4:13.0,J. Murray makes technical free throw,,50,53
196,2,4:13.0,,D. Carroll enters the game for R. Hollis-Jefferson,50,53
197,2,4:13.0,N. Jokić makes free throw 1 of 2,,51,53
198,2,4:13.0,N. Jokić makes free throw 2 of 2,,52,53
199,2,4:03.0,,J. Harris makes 2-pt layup from 2 ft (assist by S. Napier),52,55
200,2,3:42.0,N. Jokić makes 2-pt hook shot from 4 ft,,54,55
201,2,3:23.0,,R. Kurucs misses 3-pt jump shot from 26 ft,54,55
202,2,3:20.0,Defensive rebound by W. Barton,,54,55
203,2,3:14.0,W. Barton misses 2-pt layup from 4 ft,,54,55
204,2,3:10.0,Offensive rebound by W. Barton,,54,55
205,2,3:10.0,W. Barton misses 2-pt layup at rim,,54,55
206,2,3:09.0,,Defensive rebound by J. Allen,54,55
207,2,2:58.0,,S. Napier makes 3-pt jump shot from 26 ft (assist by J. Allen),54,58
208,2,2:42.0,M. Beasley misses 2-pt jump shot from 9 ft,,54,58
209,2,2:39.0,,Defensive rebound by J. Allen,54,58
210,2,2:31.0,,Turnover by D. Carroll (bad pass; steal by N. Jokić),54,58
211,2,2:26.0,Turnover by N. Jokić (bad pass; steal by D. Carroll),,54,58
212,2,2:20.0,,D. Carroll makes 2-pt layup from 3 ft (assist by S. Napier),54,60
213,2,2:20.0,Denver full timeout,,54,60
214,2,2:20.0,T. Lyles enters the game for M. Plumlee,,54,60
215,2,2:00.0,N. Jokić misses 2-pt layup from 4 ft,,54,60
216,2,1:59.0,,Defensive rebound by S. Napier,54,60
217,2,1:54.0,,J. Allen makes 2-pt dunk from 1 ft (assist by D. Carroll),54,62
218,2,1:38.0,Shooting foul by J. Allen (drawn by N. Jokić),,54,62
219,2,1:38.0,N. Jokić makes free throw 1 of 2,,55,62
220,2,1:38.0,,R. Hollis-Jefferson enters the game for J. Allen,55,62
221,2,1:38.0,N. Jokić makes free throw 2 of 2,,56,62
222,2,1:26.0,,J. Harris makes 2-pt layup from 2 ft (assist by S. Napier),56,64
223,2,1:16.0,M. Beasley misses 3-pt jump shot from 26 ft,,56,64
224,2,1:14.0,,Defensive rebound by J. Harris,56,64
225,2,1:08.0,,J. Harris makes 3-pt jump shot from 26 ft (assist by D. Carroll),56,67
226,2,0:49.0,M. Beasley misses 3-pt jump shot from 25 ft,,56,67
227,2,0:47.0,Offensive rebound by T. Lyles,,56,67
228,2,0:47.0,Shooting foul by J. Harris (drawn by T. Lyles),,56,67
229,2,0:47.0,T. Lyles makes free throw 1 of 2,,57,67
230,2,0:47.0,J. Hernangómez enters the game for N. Jokić,,57,67
231,2,0:47.0,T. Lyles makes free throw 2 of 2,,58,67
232,2,0:37.0,,J. Harris makes 3-pt jump shot from 26 ft (assist by S. Napier),58,70
233,2,0:27.0,J. Hernangómez misses 2-pt layup from 3 ft (block by R. Kurucs),,58,70
234,2,0:25.0,,Defensive rebound by D. Carroll,58,70
235,2,0:05.0,,Shooting foul by T. Lyles (drawn by D. Carroll),58,70
236,2,0:05.0,,D. Carroll misses free throw 1 of 3,58,70
237,2,0:05.0,,Offensive rebound by Team,58,70
238,2,0:05.0,,D. Carroll makes free throw 2 of 3,58,71
239,2,0:05.0,,D. Carroll makes free throw 3 of 3,58,72
240,2,0:00.0,M. Beasley makes 2-pt jump shot from 7 ft,,60,72
241,3,11:46.0,,R. Kurucs makes 2-pt layup from 2 ft,60,74
242,3,11:46.0,,Shooting foul by M. Plumlee (drawn by R. Kurucs),60,74
243,3,11:46.0,,R. Kurucs misses free throw 1 of 1,60,74
244,3,11:43.0,Defensive rebound by W. Barton,,60,74
245,3,11:23.0,J. Murray makes 2-pt jump shot from 13 ft,,62,74
246,3,11:11.0,,D. Russell makes 3-pt jump shot from 26 ft,62,77
247,3,10:55.0,J. Murray makes 2-pt jump shot from 17 ft,,64,77
248,3,10:41.0,,Def 3 sec tech foul by Team,64,77
249,3,10:41.0,,D. Russell makes technical free throw,64,78
250,3,10:25.0,,Turnover by J. Harris (bad pass; steal by M. Plumlee),64,78
251,3,10:20.0,Turnover by M. Beasley (bad pass; steal by T. Graham),,64,78
252,3,10:13.0,,D. Russell makes 3-pt jump shot from 30 ft (assist by J. Harris),64,81
253,3,10:13.0,Denver full timeout,,64,81
254,3,9:55.0,M. Beasley misses 3-pt jump shot from 23 ft,,64,81
255,3,9:52.0,,Defensive rebound by T. Graham,64,81
256,3,9:47.0,,D. Russell makes 3-pt jump shot from 30 ft (assist by J. Harris),64,84
257,3,9:28.0,Turnover by M. Plumlee (bad pass; steal by J. Harris),,64,84
258,3,9:22.0,,D. Russell misses 3-pt jump shot from 29 ft,64,84
259,3,9:17.0,Defensive rebound by J. Murray,,64,84
260,3,9:12.0,M. Beasley makes 2-pt jump shot from 6 ft (assist by J. Murray),,66,84
261,3,8:59.0,,R. Kurucs makes 3-pt jump shot from 22 ft (assist by D. Russell),66,87
262,3,8:43.0,J. Murray makes 2-pt jump shot from 6 ft,,68,87
263,3,8:32.0,,D. Russell makes 2-pt layup from 2 ft,68,89
264,3,8:20.0,J. Murray makes 2-pt jump shot from 13 ft,,70,89
265,3,8:10.0,,J. Allen misses 2-pt layup from 3 ft,70,89
266,3,8:10.0,Defensive rebound by N. Jokić,,70,89
267,3,8:02.0,Turnover by W. Barton (bad pass; steal by R. Kurucs),,70,89
268,3,7:59.0,,R. Kurucs makes 2-pt layup from 2 ft,70,91
269,3,7:59.0,Denver full timeout,,70,91
270,3,7:59.0,T. Craig enters the game for W. Barton,,70,91
271,3,7:59.0,J. Hernangómez enters the game for M. Beasley,,70,91
272,3,7:59.0,T. Lyles enters the game for N. Jokić,,70,91
273,3,7:59.0,M. Morris enters the game for J. Murray,,70,91
274,3,7:59.0,J. Vanderbilt enters the game for M. Plumlee,,70,91
275,3,7:46.0,M. Morris makes 2-pt jump shot from 8 ft,,72,91
276,3,7:24.0,,T. Graham misses 3-pt jump shot from 23 ft,72,91
277,3,7:21.0,Defensive rebound by M. Morris,,72,91
278,3,7:19.0,M. Morris makes 2-pt layup from 2 ft,,74,91
279,3,7:03.0,,D. Russell misses 2-pt layup from 4 ft,74,91
280,3,7:02.0,Defensive rebound by T. Lyles,,74,91
281,3,6:57.0,M. Morris makes 3-pt jump shot from 26 ft (assist by T. Lyles),,77,91
282,3,6:57.0,,Brooklyn full timeout,77,91
283,3,6:42.0,,Turnover by J. Allen (traveling),77,91
284,3,6:31.0,M. Morris makes 2-pt jump shot from 11 ft,,79,91
285,3,6:17.0,,J. Harris misses 2-pt layup from 4 ft (block by J. Vanderbilt),79,91
286,3,6:16.0,,Offensive rebound by Team,79,91
287,3,6:16.0,,D. Carroll enters the game for T. Graham,79,91
288,3,6:16.0,,R. Hollis-Jefferson enters the game for R. Kurucs,79,91
289,3,6:00.0,,D. Carroll misses 2-pt jump shot from 18 ft,79,91
290,3,5:58.0,,Offensive rebound by Team,79,91
291,3,5:50.0,,J. Allen misses 2-pt dunk from 3 ft,79,91
292,3,5:50.0,,Offensive rebound by Team,79,91
293,3,5:45.0,,J. Harris misses 3-pt jump shot from 26 ft,79,91
294,3,5:42.0,Defensive rebound by J. Vanderbilt,,79,91
295,3,5:34.0,J. Vanderbilt misses 2-pt layup from 3 ft (block by J. Allen),,79,91
296,3,5:31.0,,Defensive rebound by J. Harris,79,91
297,3,5:25.0,,R. Hollis-Jefferson makes 2-pt layup from 3 ft,79,93
298,3,5:09.0,T. Craig misses 3-pt jump shot from 26 ft,,79,93
299,3,5:04.0,,Defensive rebound by D. Russell,79,93
300,3,5:02.0,,Turnover by D. Russell (lost ball; steal by J. Vanderbilt),79,93
301,3,4:58.0,M. Morris misses 3-pt jump shot from 27 ft,,79,93
302,3,4:56.0,Offensive rebound by J. Vanderbilt,,79,93
303,3,4:53.0,T. Lyles makes 3-pt jump shot from 23 ft,,82,93
304,3,4:33.0,,D. Russell misses 2-pt layup from 2 ft (block by T. Craig),82,93
305,3,4:33.0,,Offensive rebound by Team,82,93
306,3,4:33.0,,S. Napier enters the game for D. Russell,82,93
307,3,4:20.0,,R. Hollis-Jefferson misses 3-pt jump shot from 24 ft,82,93
308,3,4:17.0,Defensive rebound by T. Lyles,,82,93
309,3,4:11.0,J. Hernangómez misses 3-pt jump shot from 26 ft,,82,93
310,3,4:08.0,,Defensive rebound by J. Harris,82,93
311,3,4:02.0,,R. Hollis-Jefferson misses 2-pt layup from 2 ft,82,93
312,3,4:01.0,Defensive rebound by J. Vanderbilt,,82,93
313,3,3:50.0,Turnover by T. Lyles (lost ball; steal by D. Carroll),,82,93
314,3,3:43.0,,J. Allen makes 2-pt dunk from 2 ft (assist by S. Napier),82,95
315,3,3:29.0,M. Morris makes 2-pt jump shot from 15 ft,,84,95
316,3,3:15.0,,S. Napier misses 2-pt jump shot from 7 ft (block by T. Craig),84,95
317,3,3:12.0,Defensive rebound by J. Vanderbilt,,84,95
318,3,3:07.0,Personal foul by J. Harris (drawn by M. Morris),,84,95
319,3,3:07.0,,E. Davis enters the game for J. Allen,84,95
320,3,3:03.0,M. Morris misses 2-pt jump shot from 21 ft,,84,95
321,3,3:00.0,,Defensive rebound by J. Harris,84,95
322,3,2:54.0,,J. Harris makes 3-pt jump shot from 25 ft (assist by R. Hollis-Jefferson),84,98
323,3,2:38.0,J. Hernangómez misses 2-pt layup from 4 ft (block by E. Davis),,84,98
324,3,2:38.0,,Defensive rebound by Team,84,98
325,3,2:37.0,,Shooting foul by M. Morris (drawn by S. Napier),84,98
326,3,2:37.0,,S. Napier makes free throw 1 of 2,84,99
327,3,2:37.0,,D. Russell enters the game for J. Harris,84,99
328,3,2:37.0,,S. Napier makes free throw 2 of 2,84,100
329,3,2:27.0,T. Craig makes 3-pt jump shot from 24 ft (assist by M. Morris),,87,100
330,3,2:12.0,,R. Hollis-Jefferson makes 2-pt layup from 2 ft (assist by D. Russell),87,102
331,3,2:03.0,T. Lyles misses 3-pt jump shot from 27 ft,,87,102
332,3,2:00.0,,Defensive rebound by R. Hollis-Jefferson,87,102
333,3,1:55.0,,D. Carroll misses 3-pt jump shot from 27 ft,87,102
334,3,1:52.0,Defensive rebound by J. Vanderbilt,,87,102
335,3,1:45.0,T. Craig misses 3-pt jump shot from 26 ft,,87,102
336,3,1:41.0,,Defensive rebound by D. Russell,87,102
337,3,1:37.0,,Shooting foul by T. Lyles (drawn by D. Carroll),87,102
338,3,1:37.0,,D. Carroll makes free throw 1 of 2,87,103
339,3,1:37.0,,D. Carroll makes free throw 2 of 2,87,104
340,3,1:25.0,T. Lyles misses 3-pt jump shot from 27 ft,,87,104
341,3,1:22.0,,Defensive rebound by D. Carroll,87,104
342,3,1:13.0,,D. Russell misses 2-pt jump shot from 11 ft,87,104
343,3,1:10.0,Defensive rebound by J. Vanderbilt,,87,104
344,3,1:07.0,J. Vanderbilt misses 2-pt layup from 4 ft (block by E. Davis),,87,104
345,3,1:05.0,,Defensive rebound by S. Napier,87,104
346,3,1:03.0,Violation by Team (kicked ball),,87,104
347,3,0:48.0,,Shooting foul by T. Lyles (drawn by D. Carroll),87,104
348,3,0:48.0,,D. Carroll makes free throw 1 of 2,87,105
349,3,0:48.0,,D. Carroll makes free throw 2 of 2,87,106
350,3,0:33.0,T. Lyles misses 2-pt jump shot from 6 ft,,87,106
351,3,0:31.0,Offensive rebound by J. Vanderbilt,,87,106
352,3,0:30.0,J. Vanderbilt misses 2-pt layup from 3 ft,,87,106
353,3,0:30.0,,Defensive rebound by D. Russell,87,106
354,3,0:24.0,,R. Hollis-Jefferson makes 2-pt dunk from 1 ft (assist by D. Russell),87,108
355,3,0:03.0,M. Morris misses 3-pt jump shot from 26 ft,,87,108
356,3,0:00.0,Offensive rebound by T. Craig,,87,108
357,4,11:35.0,Shooting foul by R. Hollis-Jefferson (drawn by M. Plumlee),,87,108
358,4,11:35.0,M. Plumlee makes free throw 1 of 2,,88,108
359,4,11:35.0,M. Plumlee makes free throw 2 of 2,,89,108
360,4,11:24.0,,Turnover by D. Russell (bad pass; steal by M. Morris),89,108
361,4,11:19.0,T. Craig makes 3-pt jump shot from 23 ft (assist by M. Beasley),,92,108
362,4,11:07.0,,A. Crabbe misses 3-pt jump shot from 25 ft,92,108
363,4,11:05.0,Defensive rebound by N. Jokić,,92,108
364,4,11:01.0,Personal foul by E. Davis (drawn by N. Jokić),,92,108
365,4,11:01.0,J. Murray enters the game for M. Morris,,92,108
366,4,10:58.0,Personal foul by A. Crabbe (drawn by M. Beasley),,92,108
367,4,10:51.0,Personal foul by R. Hollis-Jefferson (drawn by M. Plumlee),,92,108
368,4,10:48.0,Offensive foul by M. Plumlee (drawn by S. Napier),,92,108
369,4,10:48.0,Turnover by M. Plumlee (offensive foul),,92,108
370,4,10:48.0,,T. Graham enters the game for R. Hollis-Jefferson,92,108
371,4,10:37.0,,D. Russell makes 3-pt jump shot from 25 ft (assist by S. Napier),92,111
372,4,10:21.0,N. Jokić makes 2-pt jump shot from 8 ft (assist by J. Murray),,94,111
373,4,10:10.0,,T. Graham makes 3-pt jump shot from 26 ft (assist by D. Russell),94,114
374,4,9:53.0,J. Murray misses 2-pt jump shot from 20 ft,,94,114
375,4,9:51.0,Offensive rebound by M. Plumlee,,94,114
