,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,MINNESOTA_ACTION,SACRAMENTO_SCORE,MINNESOTA_SCORE
29,1,9:20.0,Personal foul by J. Okogie (drawn by D. Fox),,2,5
30,1,9:12.0,B. Hield makes 2-pt layup from 1 ft,,4,5
31,1,9:00.0,,D. Šarić misses 3-pt jump shot from 23 ft,4,5
32,1,8:58.0,Defensive rebound by H. Barnes,,4,5
33,1,8:47.0,H. Barnes misses 2-pt jump shot from 7 ft,,4,5
34,1,8:45.0,,Defensive rebound by K. Towns,4,5
35,1,8:39.0,,T. Jones misses 3-pt jump shot from 24 ft,4,5
36,1,8:36.0,Defensive rebound by M. Bagley,,4,5
37,1,8:23.0,Sacramento full timeout,,4,5
38,1,8:15.0,H. Giles misses 2-pt hook shot from 8 ft,,4,5
39,1,8:15.0,,Defensive rebound by J. Okogie,4,5
40,1,8:02.0,,K. Towns makes 2-pt hook shot from 6 ft (assist by T. Jones),4,7
41,1,7:48.0,B. Hield makes 2-pt jump shot from 11 ft,,6,7
42,1,7:35.0,,J. Okogie misses 3-pt jump shot from 23 ft,6,7
43,1,7:32.0,Defensive rebound by B. Hield,,6,7
44,1,7:27.0,B. Hield misses 2-pt layup from 1 ft (block by A. Wiggins),,6,7
45,1,7:25.0,Offensive rebound by D. Fox,,6,7
46,1,7:12.0,B. Hield misses 2-pt jump shot from 20 ft,,6,7
47,1,7:11.0,,Defensive rebound by A. Wiggins,6,7
48,1,7:04.0,,J. Okogie misses 3-pt jump shot from 25 ft,6,7
49,1,7:03.0,Defensive rebound by H. Giles,,6,7
50,1,6:53.0,D. Fox makes 2-pt jump shot from 9 ft,,8,7
51,1,6:41.0,,A. Wiggins misses 3-pt jump shot from 25 ft,8,7
52,1,6:37.0,Defensive rebound by B. Hield,,8,7
53,1,6:37.0,Shooting foul by T. Jones (drawn by D. Fox),,8,7
54,1,6:37.0,D. Fox makes free throw 1 of 2,,9,7
55,1,6:37.0,B. Bogdanović enters the game for B. Hield,,9,7
56,1,6:37.0,D. Fox misses free throw 2 of 2,,9,7
57,1,6:35.0,,Defensive rebound by D. Šarić,9,7
58,1,6:19.0,,T. Jones misses 3-pt jump shot from 26 ft,9,7
59,1,6:18.0,Defensive rebound by Team,,9,7
60,1,6:04.0,B. Bogdanović makes 2-pt jump shot from 9 ft (assist by H. Giles),,11,7
61,1,5:54.0,,Personal foul by H. Giles (drawn by J. Okogie),11,7
62,1,5:54.0,,D. Rose enters the game for J. Okogie,11,7
63,1,5:47.0,,T. Jones makes 2-pt layup from 1 ft,11,9
64,1,5:36.0,D. Fox makes 3-pt jump shot from 24 ft,,14,9
65,1,5:13.0,,D. Rose misses 2-pt jump shot from 8 ft,14,9
66,1,5:09.0,Defensive rebound by H. Barnes,,14,9
67,1,5:05.0,D. Fox misses 2-pt layup from 3 ft (block by T. Jones),,14,9
68,1,5:02.0,,Defensive rebound by K. Towns,14,9
69,1,4:59.0,,D. Šarić makes 2-pt layup from 1 ft (assist by K. Towns),14,11
70,1,4:42.0,M. Bagley makes 2-pt jump shot from 21 ft (assist by H. Barnes),,16,11
71,1,4:28.0,,K. Towns makes 2-pt jump shot from 23 ft (assist by T. Jones),16,13
72,1,4:09.0,M. Bagley misses 2-pt layup from 5 ft,,16,13
73,1,4:05.0,Offensive rebound by H. Giles,,16,13
74,1,4:05.0,H. Giles makes 2-pt dunk from 1 ft,,18,13
75,1,3:58.0,,Minnesota full timeout,18,13
76,1,3:58.0,N. Bjelica enters the game for H. Giles,,18,13
77,1,3:58.0,,T. Gibson enters the game for D. Šarić,18,13
78,1,3:58.0,,A. Tolliver enters the game for K. Towns,18,13
79,1,3:50.0,,D. Rose misses 2-pt jump shot from 5 ft,18,13
80,1,3:47.0,Defensive rebound by B. Bogdanović,,18,13
81,1,3:36.0,M. Bagley makes 2-pt jump shot from 4 ft (assist by B. Bogdanović),,20,13
82,1,3:25.0,,Turnover by T. Jones (bad pass; steal by H. Barnes),20,13
83,1,3:22.0,D. Fox makes 2-pt dunk from 1 ft (assist by H. Barnes),,22,13
84,1,3:11.0,,D. Rose misses 2-pt layup from 1 ft,22,13
85,1,3:08.0,Defensive rebound by N. Bjelica,,22,13
86,1,3:01.0,D. Fox makes 3-pt jump shot from 27 ft (assist by B. Bogdanović),,25,13
87,1,3:00.0,,Minnesota full timeout,25,13
88,1,3:00.0,,J. Bayless enters the game for T. Jones,25,13
89,1,3:00.0,,L. Deng enters the game for A. Wiggins,25,13
90,1,2:49.0,,Personal foul by M. Bagley (drawn by D. Rose),25,13
91,1,2:42.0,,A. Tolliver misses 3-pt jump shot from 24 ft,25,13
92,1,2:40.0,Defensive rebound by B. Bogdanović,,25,13
93,1,2:35.0,N. Bjelica misses 3-pt jump shot from 26 ft,,25,13
94,1,2:35.0,Offensive rebound by Team,,25,13
95,1,2:25.0,Turnover by N. Bjelica (traveling),,25,13
96,1,2:08.0,,Turnover by L. Deng (bad pass; steal by N. Bjelica),25,13
97,1,1:56.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,25,13
98,1,1:53.0,,Defensive rebound by T. Gibson,25,13
99,1,1:48.0,,L. Deng misses 2-pt layup from 1 ft,25,13
100,1,1:48.0,Defensive rebound by N. Bjelica,,25,13
101,1,1:40.0,D. Fox misses 2-pt layup from 2 ft,,25,13
102,1,1:38.0,,Defensive rebound by T. Gibson,25,13
103,1,1:33.0,,J. Bayless misses 2-pt layup from 2 ft,25,13
104,1,1:29.0,Defensive rebound by H. Barnes,,25,13
105,1,1:28.0,Turnover by D. Fox (bad pass),,25,13
106,1,1:28.0,A. Burks enters the game for M. Bagley,,25,13
107,1,1:28.0,H. Giles enters the game for H. Barnes,,25,13
108,1,1:17.0,,D. Rose makes 2-pt layup from 2 ft,25,15
109,1,1:03.0,Personal foul by T. Gibson (drawn by H. Giles),,25,15
110,1,1:03.0,Y. Ferrell enters the game for D. Fox,,25,15
111,1,0:55.0,B. Bogdanović makes 3-pt jump shot from 24 ft,,28,15
112,1,0:47.0,,D. Rose makes 2-pt jump shot from 20 ft,28,17
113,1,0:39.0,H. Giles makes 2-pt jump shot from 11 ft (assist by B. Bogdanović),,30,17
114,1,0:26.0,,D. Rose makes 2-pt layup from 2 ft,30,19
115,1,0:04.0,H. Giles misses 2-pt jump shot from 7 ft,,30,19
116,1,0:02.0,,Defensive rebound by A. Tolliver,30,19
117,2,11:42.0,,J. Bayless misses 3-pt jump shot from 24 ft,30,19
118,2,11:38.0,Defensive rebound by Y. Ferrell,,30,19
119,2,11:29.0,Offensive foul by N. Bjelica (drawn by A. Tolliver),,30,19
120,2,11:29.0,Turnover by N. Bjelica (offensive foul),,30,19
121,2,11:13.0,,D. Rose misses 2-pt jump shot from 21 ft,30,19
122,2,11:13.0,Defensive rebound by Team,,30,19
123,2,10:56.0,Turnover by B. Bogdanović (bad pass; steal by L. Deng),,30,19
124,2,10:48.0,,L. Deng misses 2-pt layup from 2 ft,30,19
125,2,10:47.0,,Offensive rebound by T. Gibson,30,19
126,2,10:47.0,,T. Gibson makes 2-pt layup at rim,30,21
127,2,10:40.0,Shooting foul by T. Gibson (drawn by Y. Ferrell),,30,21
128,2,10:40.0,Y. Ferrell makes free throw 1 of 2,,31,21
129,2,10:40.0,Y. Ferrell makes free throw 2 of 2,,32,21
130,2,10:27.0,,T. Gibson makes 2-pt layup from 2 ft (assist by D. Rose),32,23
131,2,10:22.0,Turnover by Y. Ferrell (bad pass; steal by J. Bayless),,32,23
132,2,10:18.0,,J. Bayless misses 2-pt layup from 1 ft,32,23
133,2,10:17.0,,Offensive rebound by T. Gibson,32,23
134,2,10:17.0,,T. Gibson makes 2-pt layup at rim,32,25
135,2,10:17.0,Sacramento full timeout,,32,25
136,2,10:17.0,W. Cauley-Stein enters the game for H. Giles,,32,25
137,2,9:59.0,Personal foul by J. Bayless (drawn by B. Bogdanović),,32,25
138,2,9:51.0,W. Cauley-Stein misses 2-pt layup from 2 ft,,32,25
139,2,9:49.0,,Defensive rebound by L. Deng,32,25
140,2,9:41.0,,A. Tolliver misses 3-pt jump shot from 25 ft,32,25
141,2,9:40.0,Defensive rebound by Team,,32,25
142,2,9:16.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,32,25
143,2,9:16.0,Offensive rebound by Team,,32,25
144,2,9:16.0,Turnover by Team (shot clock),,32,25
145,2,8:58.0,,Shooting foul by B. Bogdanović (drawn by A. Tolliver),32,25
146,2,8:58.0,,A. Tolliver misses free throw 1 of 2,32,25
147,2,8:58.0,,Offensive rebound by Team,32,25
148,2,8:58.0,B. Hield enters the game for B. Bogdanović,,32,25
149,2,8:58.0,,A. Tolliver makes free throw 2 of 2,32,26
150,2,8:50.0,Y. Ferrell misses 2-pt layup from 1 ft,,32,26
151,2,8:47.0,,Defensive rebound by T. Gibson,32,26
152,2,8:44.0,,Shooting foul by Y. Ferrell (drawn by D. Rose),32,26
153,2,8:44.0,,D. Rose makes free throw 1 of 2,32,27
154,2,8:44.0,,D. Rose makes free throw 2 of 2,32,28
155,2,8:25.0,B. Hield makes 3-pt jump shot from 25 ft (assist by A. Burks),,35,28
156,2,8:18.0,,Offensive foul by A. Tolliver (drawn by Y. Ferrell),35,28
157,2,8:18.0,,Turnover by A. Tolliver (offensive foul),35,28
158,2,8:18.0,,K. Towns enters the game for T. Gibson,35,28
159,2,8:01.0,W. Cauley-Stein misses 2-pt hook shot from 6 ft,,35,28
160,2,7:59.0,,Defensive rebound by Team,35,28
161,2,7:59.0,,T. Jones enters the game for D. Rose,35,28
162,2,7:50.0,,A. Tolliver misses 3-pt jump shot from 25 ft,35,28
163,2,7:48.0,Defensive rebound by N. Bjelica,,35,28
164,2,7:42.0,N. Bjelica makes 3-pt jump shot from 25 ft,,38,28
165,2,7:26.0,,L. Deng makes 3-pt jump shot from 24 ft (assist by K. Towns),38,31
166,2,7:13.0,Y. Ferrell misses 2-pt jump shot from 14 ft,,38,31
167,2,7:11.0,Offensive rebound by W. Cauley-Stein,,38,31
168,2,7:08.0,B. Hield misses 3-pt jump shot from 22 ft,,38,31
169,2,7:06.0,,Defensive rebound by K. Towns,38,31
170,2,6:58.0,,L. Deng makes 2-pt layup from 2 ft,38,33
171,2,6:53.0,Shooting foul by L. Deng (drawn by A. Burks),,38,33
172,2,6:53.0,A. Burks makes free throw 1 of 2,,39,33
173,2,6:53.0,M. Bagley enters the game for N. Bjelica,,39,33
174,2,6:53.0,,J. Okogie enters the game for J. Bayless,39,33
175,2,6:53.0,,D. Šarić enters the game for A. Tolliver,39,33
176,2,6:53.0,A. Burks misses free throw 2 of 2,,39,33
177,2,6:51.0,,Defensive rebound by K. Towns,39,33
178,2,6:41.0,,K. Towns makes 3-pt jump shot from 25 ft (assist by T. Jones),39,36
179,2,6:21.0,Turnover by B. Hield (bad pass; steal by T. Jones),,39,36
180,2,6:15.0,,K. Towns makes 3-pt jump shot from 25 ft (assist by T. Jones),39,39
181,2,5:57.0,Turnover by B. Hield (lost ball; steal by J. Okogie),,39,39
182,2,5:55.0,,Shooting foul by B. Hield (drawn by J. Okogie),39,39
183,2,5:55.0,,J. Okogie makes free throw 1 of 2,39,40
184,2,5:55.0,H. Barnes enters the game for A. Burks,,39,40
185,2,5:55.0,D. Fox enters the game for Y. Ferrell,,39,40
186,2,5:55.0,,J. Okogie makes free throw 2 of 2,39,41
187,2,5:45.0,Personal foul by D. Šarić (drawn by M. Bagley),,39,41
188,2,5:32.0,H. Barnes misses 2-pt jump shot from 17 ft,,39,41
189,2,5:30.0,,Defensive rebound by K. Towns,39,41
190,2,5:22.0,,T. Jones makes 2-pt jump shot from 5 ft (assist by L. Deng),39,43
191,2,5:03.0,Turnover by B. Hield (lost ball; steal by L. Deng),,39,43
192,2,4:59.0,,K. Towns makes 2-pt dunk from 2 ft (assist by L. Deng),39,45
193,2,4:59.0,Sacramento full timeout,,39,45
194,2,4:59.0,Technical foul by B. Hield,,39,45
195,2,4:59.0,,A. Wiggins enters the game for L. Deng,39,45
196,2,4:59.0,,K. Towns makes technical free throw,39,46
197,2,4:51.0,D. Fox misses 2-pt jump shot from 22 ft,,39,46
198,2,4:49.0,,Defensive rebound by K. Towns,39,46
199,2,4:41.0,,A. Wiggins misses 3-pt jump shot from 25 ft,39,46
200,2,4:38.0,,Offensive rebound by K. Towns,39,46
201,2,4:33.0,,Offensive foul by K. Towns (drawn by W. Cauley-Stein),39,46
202,2,4:33.0,,Turnover by K. Towns (offensive foul),39,46
203,2,4:20.0,Turnover by M. Bagley (3 sec),,39,46
204,2,4:05.0,,K. Towns makes 2-pt jump shot from 3 ft (assist by T. Jones),39,48
205,2,3:58.0,B. Hield makes 3-pt jump shot from 26 ft (assist by D. Fox),,42,48
206,2,3:45.0,,Personal foul by D. Fox (drawn by T. Jones),42,48
207,2,3:45.0,H. Giles enters the game for W. Cauley-Stein,,42,48
208,2,3:39.0,,Personal foul by H. Giles (drawn by J. Okogie),42,48
209,2,3:39.0,,J. Okogie makes free throw 1 of 2,42,49
210,2,3:39.0,,J. Okogie makes free throw 2 of 2,42,50
211,2,3:20.0,H. Giles misses 2-pt layup from 2 ft,,42,50
212,2,3:17.0,,Defensive rebound by K. Towns,42,50
213,2,3:09.0,,K. Towns misses 3-pt jump shot from 25 ft,42,50
214,2,3:06.0,Defensive rebound by D. Fox,,42,50
215,2,3:04.0,D. Fox misses 2-pt layup from 1 ft,,42,50
216,2,2:59.0,Offensive rebound by B. Hield,,42,50
217,2,2:59.0,B. Hield misses 2-pt layup from 1 ft,,42,50
218,2,2:59.0,Offensive rebound by H. Giles,,42,50
219,2,2:56.0,H. Giles makes 2-pt layup from 1 ft,,44,50
220,2,2:51.0,,A. Wiggins misses 3-pt jump shot from 24 ft,44,50
221,2,2:49.0,Defensive rebound by M. Bagley,,44,50
222,2,2:41.0,D. Fox misses 2-pt jump shot from 12 ft,,44,50
223,2,2:37.0,Offensive rebound by M. Bagley,,44,50
224,2,2:37.0,M. Bagley makes 2-pt layup from 1 ft,,46,50
225,2,2:26.0,,Shooting foul by H. Giles (drawn by K. Towns),46,50
226,2,2:26.0,,K. Towns makes free throw 1 of 2,46,51
227,2,2:26.0,,K. Towns misses free throw 2 of 2,46,51
228,2,2:24.0,,Offensive rebound by Team,46,51
229,2,2:14.0,,K. Towns makes 2-pt layup from 1 ft (assist by J. Okogie),46,53
230,2,2:04.0,M. Bagley misses 2-pt layup from 5 ft,,46,53
231,2,2:02.0,,Defensive rebound by K. Towns,46,53
232,2,1:58.0,,A. Wiggins makes 2-pt layup from 2 ft (assist by T. Jones),46,55
233,2,1:40.0,Turnover by H. Giles (bad pass; steal by J. Okogie),,46,55
234,2,1:36.0,,D. Šarić misses 3-pt jump shot from 25 ft,46,55
235,2,1:33.0,,Offensive rebound by K. Towns,46,55
236,2,1:33.0,,K. Towns makes 2-pt dunk at rim,46,57
237,2,1:33.0,Sacramento full timeout,,46,57
238,2,1:33.0,K. Koufos enters the game for H. Giles,,46,57
239,2,1:15.0,D. Fox misses 2-pt jump shot from 20 ft,,46,57
240,2,1:12.0,,Defensive rebound by T. Jones,46,57
241,2,1:09.0,,K. Towns makes 2-pt layup at rim (assist by T. Jones),46,59
242,2,0:55.0,D. Fox makes 2-pt layup from 1 ft,,48,59
243,2,0:55.0,,Turnover by D. Šarić (bad pass),48,59
244,2,0:53.0,Personal foul by T. Jones (drawn by D. Fox),,48,59
245,2,0:53.0,D. Fox misses free throw 1 of 2,,48,59
246,2,0:53.0,Offensive rebound by Team,,48,59
247,2,0:53.0,D. Fox makes free throw 2 of 2,,49,59
248,2,0:43.0,,K. Towns misses 3-pt jump shot from 25 ft,49,59
249,2,0:41.0,Defensive rebound by M. Bagley,,49,59
250,2,0:35.0,D. Fox misses 2-pt jump shot from 8 ft,,49,59
251,2,0:32.0,Offensive rebound by M. Bagley,,49,59
252,2,0:32.0,M. Bagley makes 2-pt dunk from 1 ft,,51,59
253,2,0:28.0,,Personal foul by D. Fox (drawn by T. Jones),51,59
254,2,0:28.0,,T. Jones makes free throw 1 of 2,51,60
255,2,0:28.0,N. Bjelica enters the game for K. Koufos,,51,60
256,2,0:28.0,,L. Deng enters the game for D. Šarić,51,60
257,2,0:28.0,,T. Jones makes free throw 2 of 2,51,61
258,2,0:06.0,M. Bagley makes 2-pt dunk from 1 ft (assist by D. Fox),,53,61
259,2,0:01.0,,L. Deng makes 2-pt jump shot from 4 ft,53,63
260,3,11:50.0,,K. Towns makes 3-pt jump shot from 25 ft (assist by T. Jones),53,66
261,3,11:28.0,Offensive foul by W. Cauley-Stein (drawn by K. Towns),,53,66
262,3,11:28.0,Turnover by W. Cauley-Stein (offensive foul),,53,66
263,3,11:28.0,Violation by Team (delay of game),,53,66
264,3,11:13.0,,Turnover by J. Okogie (traveling),53,66
265,3,11:07.0,Personal foul by T. Jones (drawn by D. Fox),,53,66
266,3,11:01.0,D. Fox misses 2-pt jump shot from 9 ft,,53,66
267,3,10:58.0,,Defensive rebound by K. Towns,53,66
268,3,10:55.0,,A. Wiggins misses 2-pt layup from 1 ft,53,66
269,3,10:52.0,Defensive rebound by B. Hield,,53,66
270,3,10:48.0,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by H. Barnes),,55,66
271,3,10:27.0,,A. Wiggins makes 3-pt jump shot from 23 ft (assist by K. Towns),55,69
272,3,10:08.0,B. Hield misses 2-pt jump shot from 21 ft,,55,69
273,3,10:05.0,,Defensive rebound by D. Šarić,55,69
274,3,9:50.0,,K. Towns makes 2-pt hook shot from 4 ft,55,71
275,3,9:38.0,Personal foul by K. Towns (drawn by M. Bagley),,55,71
276,3,9:33.0,B. Hield makes 3-pt jump shot from 25 ft (assist by D. Fox),,58,71
277,3,9:19.0,,Personal foul by B. Hield (drawn by J. Okogie),58,71
278,3,9:11.0,,D. Šarić makes 2-pt layup from 2 ft (assist by K. Towns),58,73
279,3,8:54.0,Turnover by B. Hield (lost ball; steal by J. Okogie),,58,73
280,3,8:48.0,,Shooting foul by W. Cauley-Stein (drawn by K. Towns),58,73
281,3,8:48.0,,K. Towns misses free throw 1 of 2,58,73
282,3,8:48.0,,Offensive rebound by Team,58,73
283,3,8:48.0,,K. Towns makes free throw 2 of 2,58,74
284,3,8:37.0,D. Fox misses 2-pt jump shot from 7 ft,,58,74
285,3,8:34.0,,Defensive rebound by K. Towns,58,74
286,3,8:27.0,,Turnover by A. Wiggins (bad pass; steal by D. Fox),58,74
287,3,8:24.0,D. Fox makes 2-pt dunk from 1 ft,,60,74
288,3,8:19.0,,Personal foul by W. Cauley-Stein (drawn by K. Towns),60,74
289,3,8:19.0,H. Giles enters the game for W. Cauley-Stein,,60,74
290,3,8:12.0,,Turnover by K. Towns (bad pass; steal by H. Barnes),60,74
291,3,8:08.0,D. Fox makes 2-pt dunk from 1 ft (assist by M. Bagley),,62,74
292,3,8:08.0,,Minnesota full timeout,62,74
293,3,7:55.0,,T. Jones makes 2-pt jump shot from 4 ft,62,76
294,3,7:40.0,D. Fox makes 2-pt jump shot from 9 ft,,64,76
295,3,7:40.0,Shooting foul by T. Jones (drawn by D. Fox),,64,76
296,3,7:40.0,B. Bogdanović enters the game for M. Bagley,,64,76
297,3,7:40.0,,D. Rose enters the game for T. Jones,64,76
298,3,7:40.0,D. Fox makes free throw 1 of 1,,65,76
299,3,7:26.0,,Turnover by K. Towns (step out of bounds),65,76
300,3,7:11.0,H. Giles makes 2-pt layup at rim (assist by B. Bogdanović),,67,76
301,3,6:59.0,,D. Rose misses 2-pt jump shot from 18 ft,67,76
302,3,6:57.0,Defensive rebound by H. Giles,,67,76
303,3,6:54.0,Offensive foul by H. Giles (drawn by A. Wiggins),,67,76
304,3,6:54.0,Turnover by H. Giles (offensive foul),,67,76
305,3,6:47.0,,Offensive foul by K. Towns (drawn by H. Giles),67,76
306,3,6:47.0,,Turnover by K. Towns (offensive foul),67,76
307,3,6:38.0,H. Barnes misses 3-pt jump shot from 26 ft,,67,76
308,3,6:35.0,,Defensive rebound by K. Towns,67,76
309,3,6:26.0,,Turnover by D. Šarić (lost ball; steal by B. Hield),67,76
310,3,6:22.0,B. Hield misses 3-pt jump shot from 25 ft,,67,76
311,3,6:19.0,,Defensive rebound by K. Towns,67,76
312,3,6:10.0,,K. Towns misses 3-pt jump shot from 26 ft,67,76
313,3,6:08.0,,Offensive rebound by D. Šarić,67,76
314,3,6:01.0,,Turnover by A. Wiggins (bad pass; steal by B. Hield),67,76
315,3,5:58.0,Shooting foul by A. Wiggins (drawn by B. Hield),,67,76
316,3,5:58.0,B. Hield misses free throw 1 of 2,,67,76
317,3,5:58.0,Offensive rebound by Team,,67,76
318,3,5:58.0,B. Hield makes free throw 2 of 2,,68,76
319,3,5:50.0,,D. Rose misses 3-pt jump shot from 26 ft,68,76
320,3,5:48.0,Defensive rebound by B. Hield,,68,76
321,3,5:41.0,D. Fox misses 3-pt jump shot from 24 ft,,68,76
322,3,5:39.0,,Defensive rebound by K. Towns,68,76
323,3,5:22.0,,K. Towns makes 2-pt layup from 1 ft (assist by A. Wiggins),68,78
324,3,5:13.0,D. Fox misses 2-pt layup from 2 ft,,68,78
325,3,5:13.0,,Defensive rebound by D. Rose,68,78
326,3,5:05.0,,D. Šarić makes 3-pt jump shot from 26 ft (assist by A. Wiggins),68,81
327,3,4:42.0,B. Hield makes 2-pt jump shot from 19 ft (assist by D. Fox),,70,81
328,3,4:29.0,,Personal foul by H. Giles (drawn by K. Towns),70,81
329,3,4:29.0,K. Koufos enters the game for H. Giles,,70,81
330,3,4:26.0,,J. Okogie makes 2-pt dunk from 1 ft (assist by K. Towns),70,83
331,3,4:08.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,70,83
332,3,4:05.0,Offensive rebound by B. Hield,,70,83
333,3,4:03.0,B. Hield misses 3-pt jump shot from 24 ft,,70,83
334,3,4:00.0,,Defensive rebound by A. Wiggins,70,83
335,3,3:56.0,,D. Rose makes 3-pt jump shot from 26 ft (assist by A. Wiggins),70,86
336,3,3:55.0,Sacramento full timeout,,70,86
337,3,3:55.0,C. Brewer enters the game for B. Hield,,70,86
338,3,3:55.0,,T. Gibson enters the game for D. Šarić,70,86
339,3,3:55.0,,A. Tolliver enters the game for K. Towns,70,86
340,3,3:42.0,B. Bogdanović misses 2-pt jump shot from 18 ft,,70,86
341,3,3:39.0,,Defensive rebound by D. Rose,70,86
342,3,3:33.0,,Shooting foul by K. Koufos (drawn by A. Tolliver),70,86
343,3,3:33.0,,A. Tolliver misses free throw 1 of 2,70,86
344,3,3:33.0,,Offensive rebound by Team,70,86
345,3,3:33.0,M. Bagley enters the game for K. Koufos,,70,86
346,3,3:33.0,,A. Tolliver makes free throw 2 of 2,70,87
347,3,3:24.0,D. Fox misses 2-pt layup from 3 ft,,70,87
348,3,3:22.0,,Defensive rebound by A. Tolliver,70,87
349,3,3:16.0,,J. Okogie misses 2-pt jump shot from 18 ft,70,87
350,3,3:12.0,Defensive rebound by B. Bogdanović,,70,87
351,3,3:07.0,Personal foul by A. Tolliver (drawn by C. Brewer),,70,87
352,3,3:07.0,C. Brewer makes free throw 1 of 2,,71,87
353,3,3:07.0,,J. Bayless enters the game for J. Okogie,71,87
354,3,3:07.0,,L. Deng enters the game for A. Wiggins,71,87
355,3,3:07.0,C. Brewer makes free throw 2 of 2,,72,87
356,3,2:59.0,,D. Rose makes 2-pt layup from 1 ft,72,89
357,3,2:59.0,,Shooting foul by D. Fox (drawn by D. Rose),72,89
358,3,2:59.0,,D. Rose misses free throw 1 of 1,72,89
359,3,2:56.0,Defensive rebound by M. Bagley,,72,89
360,3,2:50.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,72,89
361,3,2:49.0,Offensive rebound by M. Bagley,,72,89
362,3,2:49.0,Shooting foul by T. Gibson (drawn by M. Bagley),,72,89
363,3,2:49.0,M. Bagley makes free throw 1 of 2,,73,89
364,3,2:49.0,M. Bagley makes free throw 2 of 2,,74,89
365,3,2:40.0,,Offensive foul by T. Gibson (drawn by D. Fox),74,89
366,3,2:40.0,,Turnover by T. Gibson (offensive foul),74,89
367,3,2:24.0,B. Bogdanović misses 2-pt layup from 5 ft (block by T. Gibson),,74,89
368,3,2:21.0,,Defensive rebound by A. Tolliver,74,89
369,3,2:09.0,,D. Rose misses 3-pt jump shot from 26 ft,74,89
370,3,2:06.0,Defensive rebound by H. Barnes,,74,89
371,3,1:49.0,B. Bogdanović misses 2-pt jump shot from 9 ft,,74,89
372,3,1:46.0,Offensive rebound by M. Bagley,,74,89
373,3,1:45.0,M. Bagley makes 2-pt layup from 2 ft,,76,89
374,3,1:37.0,,Shooting foul by B. Bogdanović (drawn by T. Gibson),76,89
375,3,1:37.0,,T. Gibson makes free throw 1 of 2,76,90
376,3,1:37.0,Y. Ferrell enters the game for D. Fox,,76,90
377,3,1:37.0,,T. Gibson makes free throw 2 of 2,76,91
378,3,1:23.0,C. Brewer misses 2-pt layup from 2 ft (block by L. Deng),,76,91
379,3,1:20.0,,Defensive rebound by D. Rose,76,91
380,3,1:17.0,,Turnover by D. Rose (bad pass; steal by Y. Ferrell),76,91
381,3,1:13.0,C. Brewer makes 2-pt layup from 3 ft (assist by B. Bogdanović),,78,91
382,3,0:51.0,,T. Gibson misses 2-pt jump shot from 3 ft (block by M. Bagley),78,91
383,3,0:50.0,Defensive rebound by Team,,78,91
384,3,0:44.0,H. Barnes misses 3-pt jump shot from 24 ft,,78,91
385,3,0:41.0,,Defensive rebound by T. Gibson,78,91
386,3,0:27.0,,D. Rose makes 2-pt layup from 2 ft,78,93
