,QUARTER,TIME_REMAINING,DETROIT_ACTION,MILWAUKEE_ACTION,DETROIT_SCORE,MILWAUKEE_SCORE
99,1,2:58.0,,B. Lopez makes 2-pt dunk from 2 ft (assist by S. Brown),14,30
100,1,2:36.0,L. Galloway misses 3-pt jump shot from 24 ft,,14,30
101,1,2:33.0,,Defensive rebound by G. Hill,14,30
102,1,2:23.0,,B. Lopez misses 3-pt jump shot from 28 ft,14,30
103,1,2:20.0,Defensive rebound by L. Galloway,,14,30
104,1,2:07.0,I. Smith makes 2-pt jump shot from 11 ft,,16,30
105,1,1:53.0,,S. Brown misses 3-pt jump shot from 27 ft,16,30
106,1,1:50.0,Defensive rebound by A. Drummond,,16,30
107,1,1:41.0,L. Galloway misses 3-pt jump shot from 23 ft,,16,30
108,1,1:37.0,,Defensive rebound by E. İlyasova,16,30
109,1,1:18.0,,G. Hill makes 2-pt jump shot from 22 ft,16,32
110,1,0:58.0,L. Kennard misses 2-pt jump shot from 17 ft,,16,32
111,1,0:55.0,,Defensive rebound by S. Brown,16,32
112,1,0:47.0,,Personal foul by L. Galloway (drawn by S. Brown),16,32
113,1,0:47.0,,S. Brown makes free throw 1 of 2,16,33
114,1,0:47.0,,G. Antetokounmpo enters the game for B. Lopez,16,33
115,1,0:47.0,,S. Brown makes free throw 2 of 2,16,34
116,1,0:33.0,L. Kennard makes 2-pt layup from 1 ft (assist by A. Drummond),,18,34
117,1,0:26.0,,Personal foul by I. Smith (drawn by G. Antetokounmpo),18,34
118,1,0:26.0,,G. Antetokounmpo misses free throw 1 of 2,18,34
119,1,0:26.0,,Offensive rebound by Team,18,34
120,1,0:26.0,,G. Antetokounmpo makes free throw 2 of 2,18,35
121,1,0:14.0,L. Kennard misses 2-pt jump shot from 15 ft,,18,35
122,1,0:11.0,,Defensive rebound by P. Connaughton,18,35
123,1,0:02.0,,P. Connaughton makes 3-pt jump shot from 30 ft (assist by G. Hill),18,38
124,2,11:48.0,Z. Pachulia makes 2-pt jump shot from 14 ft (assist by L. Kennard),,20,38
125,2,11:37.0,,N. Mirotić misses 3-pt jump shot from 28 ft,20,38
126,2,11:34.0,Defensive rebound by Z. Pachulia,,20,38
127,2,11:26.0,Turnover by I. Smith (bad pass; steal by S. Brown),,20,38
128,2,11:22.0,,G. Hill makes 2-pt layup from 2 ft (assist by S. Brown),20,40
129,2,11:03.0,L. Kennard makes 3-pt jump shot from 26 ft (assist by L. Galloway),,23,40
130,2,10:52.0,,Personal foul by Z. Pachulia (drawn by E. Bledsoe),23,40
131,2,10:39.0,,G. Hill makes 3-pt jump shot from 27 ft (assist by G. Antetokounmpo),23,43
132,2,10:25.0,Personal foul by G. Hill (drawn by L. Kennard),,23,43
133,2,10:15.0,Turnover by L. Galloway (bad pass; steal by E. Bledsoe),,23,43
134,2,10:10.0,,G. Antetokounmpo makes 2-pt dunk from 2 ft (assist by S. Brown),23,45
135,2,10:06.0,Detroit full timeout,,23,45
136,2,10:06.0,,P. Connaughton enters the game for G. Hill,23,45
137,2,9:52.0,I. Smith misses 2-pt jump shot from 18 ft,,23,45
138,2,9:52.0,Offensive rebound by Team,,23,45
139,2,9:44.0,T. Maker misses 3-pt jump shot from 23 ft,,23,45
140,2,9:40.0,,Defensive rebound by E. Bledsoe,23,45
141,2,9:29.0,,S. Brown misses 3-pt jump shot from 27 ft,23,45
142,2,9:26.0,Defensive rebound by T. Maker,,23,45
143,2,9:21.0,T. Maker makes 2-pt dunk from 1 ft (assist by I. Smith),,25,45
144,2,9:09.0,,E. Bledsoe makes 2-pt layup from 2 ft (assist by S. Brown),25,47
145,2,8:58.0,T. Maker misses 3-pt jump shot from 26 ft,,25,47
146,2,8:55.0,,Defensive rebound by P. Connaughton,25,47
147,2,8:46.0,,Turnover by N. Mirotić (bad pass; steal by I. Smith),25,47
148,2,8:40.0,L. Kennard makes 3-pt jump shot from 28 ft (assist by I. Smith),,28,47
149,2,8:21.0,,N. Mirotić misses 3-pt jump shot from 25 ft,28,47
150,2,8:18.0,Defensive rebound by L. Galloway,,28,47
151,2,8:10.0,T. Maker misses 3-pt jump shot from 27 ft,,28,47
152,2,8:10.0,,Defensive rebound by S. Brown,28,47
153,2,7:56.0,,Shooting foul by L. Galloway (drawn by G. Antetokounmpo),28,47
154,2,7:56.0,,G. Antetokounmpo misses free throw 1 of 2,28,47
155,2,7:56.0,,Offensive rebound by Team,28,47
156,2,7:56.0,W. Ellington enters the game for L. Galloway,,28,47
157,2,7:56.0,,E. İlyasova enters the game for N. Mirotić,28,47
158,2,7:56.0,,G. Antetokounmpo misses free throw 2 of 2,28,47
159,2,7:53.0,Defensive rebound by L. Kennard,,28,47
160,2,7:43.0,T. Maker misses 3-pt jump shot from 27 ft,,28,47
161,2,7:39.0,,Defensive rebound by G. Antetokounmpo,28,47
162,2,7:36.0,,Shooting foul by T. Maker (drawn by G. Antetokounmpo),28,47
163,2,7:36.0,,G. Antetokounmpo makes free throw 1 of 2,28,48
164,2,7:36.0,,K. Middleton enters the game for S. Brown,28,48
165,2,7:36.0,,G. Antetokounmpo misses free throw 2 of 2,28,48
166,2,7:33.0,Defensive rebound by Z. Pachulia,,28,48
167,2,7:21.0,L. Kennard misses 2-pt hook shot from 5 ft,,28,48
168,2,7:17.0,,Defensive rebound by G. Antetokounmpo,28,48
169,2,7:13.0,,E. İlyasova misses 3-pt jump shot from 25 ft,28,48
170,2,7:10.0,Defensive rebound by Z. Pachulia,,28,48
171,2,7:03.0,L. Kennard makes 2-pt jump shot from 16 ft,,30,48
172,2,6:50.0,,K. Middleton misses 2-pt jump shot from 11 ft,30,48
173,2,6:47.0,Defensive rebound by L. Kennard,,30,48
174,2,6:41.0,Z. Pachulia misses 2-pt jump shot from 19 ft,,30,48
175,2,6:39.0,,Defensive rebound by G. Antetokounmpo,30,48
176,2,6:23.0,,K. Middleton misses 3-pt jump shot from 25 ft,30,48
177,2,6:23.0,Defensive rebound by Team,,30,48
178,2,6:23.0,A. Drummond enters the game for T. Maker,,30,48
179,2,6:23.0,G. Robinson enters the game for Z. Pachulia,,30,48
180,2,6:23.0,,B. Lopez enters the game for G. Antetokounmpo,30,48
181,2,6:12.0,I. Smith misses 2-pt jump shot from 19 ft,,30,48
182,2,6:09.0,,Defensive rebound by P. Connaughton,30,48
183,2,6:03.0,,Shooting foul by I. Smith (drawn by E. Bledsoe),30,48
184,2,6:03.0,,E. Bledsoe makes free throw 1 of 2,30,49
185,2,6:03.0,R. Jackson enters the game for I. Smith,,30,49
186,2,6:03.0,,E. Bledsoe misses free throw 2 of 2,30,49
187,2,6:00.0,,Offensive rebound by E. İlyasova,30,49
188,2,5:58.0,,Turnover by E. İlyasova (lost ball; steal by R. Jackson),30,49
189,2,5:50.0,W. Ellington misses 2-pt dunk from 3 ft (block by B. Lopez),,30,49
190,2,5:46.0,Offensive rebound by W. Ellington,,30,49
191,2,5:45.0,L. Kennard makes 3-pt jump shot from 27 ft (assist by W. Ellington),,33,49
192,2,5:30.0,,Personal foul by G. Robinson (drawn by B. Lopez),33,49
193,2,5:30.0,,G. Hill enters the game for E. Bledsoe,33,49
194,2,5:30.0,,B. Lopez makes free throw 1 of 2,33,50
195,2,5:30.0,,B. Lopez makes free throw 2 of 2,33,51
196,2,5:20.0,A. Drummond misses 2-pt layup from 3 ft,,33,51
197,2,5:19.0,,Defensive rebound by B. Lopez,33,51
198,2,5:05.0,,G. Hill misses 3-pt jump shot from 27 ft,33,51
199,2,5:02.0,Defensive rebound by W. Ellington,,33,51
200,2,4:57.0,W. Ellington misses 2-pt jump shot from 17 ft (block by P. Connaughton),,33,51
201,2,4:53.0,,Defensive rebound by P. Connaughton,33,51
202,2,4:50.0,,Personal foul by W. Ellington (drawn by G. Hill),33,51
203,2,4:50.0,,G. Hill makes free throw 1 of 2,33,52
204,2,4:50.0,,G. Hill makes free throw 2 of 2,33,53
205,2,4:38.0,L. Kennard misses 3-pt jump shot from 27 ft,,33,53
206,2,4:34.0,,Defensive rebound by K. Middleton,33,53
207,2,4:21.0,,G. Hill makes 2-pt layup from 3 ft (assist by K. Middleton),33,55
208,2,4:14.0,Personal foul by B. Lopez (drawn by A. Drummond),,33,55
209,2,4:06.0,R. Jackson makes 2-pt jump shot from 5 ft,,35,55
210,2,3:57.0,,Shooting foul by R. Jackson (drawn by B. Lopez),35,55
211,2,3:57.0,,B. Lopez makes free throw 1 of 2,35,56
212,2,3:57.0,,B. Lopez makes free throw 2 of 2,35,57
213,2,3:36.0,G. Robinson misses 3-pt jump shot from 22 ft,,35,57
214,2,3:32.0,,Defensive rebound by G. Hill,35,57
215,2,3:29.0,,K. Middleton makes 3-pt jump shot from 27 ft (assist by G. Hill),35,60
216,2,3:23.0,Detroit full timeout,,35,60
217,2,3:23.0,L. Galloway enters the game for G. Robinson,,35,60
218,2,3:23.0,,E. Bledsoe enters the game for P. Connaughton,35,60
219,2,3:05.0,R. Jackson makes 2-pt jump shot from 11 ft,,37,60
220,2,2:53.0,,K. Middleton makes 3-pt jump shot from 23 ft (assist by E. Bledsoe),37,63
221,2,2:33.0,R. Jackson makes 2-pt jump shot from 12 ft,,39,63
222,2,2:09.0,,G. Hill makes 2-pt jump shot from 11 ft (assist by B. Lopez),39,65
223,2,1:58.0,R. Jackson misses 2-pt jump shot from 14 ft,,39,65
224,2,1:55.0,,Defensive rebound by K. Middleton,39,65
225,2,1:49.0,,K. Middleton misses 2-pt jump shot from 3 ft,39,65
226,2,1:44.0,,G. Hill misses 2-pt layup at rim,39,65
227,2,1:44.0,,Offensive rebound by G. Hill,39,65
228,2,1:43.0,Defensive rebound by L. Galloway,,39,65
229,2,1:40.0,L. Kennard makes 2-pt jump shot from 16 ft,,41,65
230,2,1:18.0,,E. Bledsoe makes 2-pt jump shot from 13 ft,41,67
231,2,1:02.0,Shooting foul by B. Lopez (drawn by A. Drummond),,41,67
232,2,1:02.0,A. Drummond makes free throw 1 of 2,,42,67
233,2,1:02.0,,G. Antetokounmpo enters the game for G. Hill,42,67
234,2,1:02.0,,S. Brown enters the game for E. İlyasova,42,67
235,2,1:02.0,,N. Mirotić enters the game for B. Lopez,42,67
236,2,1:02.0,A. Drummond makes free throw 2 of 2,,43,67
237,2,0:43.0,,G. Antetokounmpo misses 2-pt hook shot from 10 ft,43,67
238,2,0:41.0,,Offensive rebound by Team,43,67
239,2,0:41.0,,Violation by Team (kicked ball),43,67
240,2,0:27.0,W. Ellington misses 3-pt jump shot from 26 ft,,43,67
241,2,0:24.0,,Defensive rebound by G. Antetokounmpo,43,67
242,2,0:08.0,,E. Bledsoe makes 3-pt jump shot from 28 ft (assist by G. Antetokounmpo),43,70
243,2,0:00.0,R. Jackson misses 2-pt jump shot from 16 ft,,43,70
244,2,0:00.0,Offensive rebound by Team,,43,70
245,3,11:43.0,A. Drummond misses 2-pt layup from 4 ft,,43,70
246,3,11:40.0,,Defensive rebound by B. Lopez,43,70
247,3,11:34.0,,S. Brown makes 3-pt jump shot from 24 ft (assist by G. Antetokounmpo),43,73
248,3,11:21.0,W. Ellington misses 3-pt jump shot from 23 ft,,43,73
249,3,11:17.0,,Defensive rebound by G. Antetokounmpo,43,73
250,3,11:16.0,,Personal foul by R. Jackson (drawn by G. Antetokounmpo),43,73
251,3,11:05.0,,K. Middleton misses 2-pt jump shot from 8 ft,43,73
252,3,11:03.0,Defensive rebound by A. Drummond,,43,73
253,3,10:52.0,W. Ellington misses 3-pt jump shot from 26 ft,,43,73
254,3,10:49.0,,Defensive rebound by G. Antetokounmpo,43,73
255,3,10:45.0,,Offensive foul by G. Antetokounmpo (drawn by A. Drummond),43,73
256,3,10:45.0,,Turnover by G. Antetokounmpo (offensive foul),43,73
257,3,10:31.0,R. Jackson makes 2-pt jump shot from 11 ft,,45,73
258,3,10:12.0,,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by E. Bledsoe),45,75
259,3,10:09.0,T. Maker misses 3-pt jump shot from 28 ft,,45,75
260,3,9:44.0,,Defensive rebound by K. Middleton,45,75
261,3,9:43.0,,Personal foul by W. Ellington (drawn by K. Middleton),45,75
262,3,9:37.0,,E. Bledsoe misses 2-pt jump shot from 19 ft,45,75
263,3,9:34.0,,Offensive rebound by G. Antetokounmpo,45,75
264,3,9:30.0,,G. Antetokounmpo misses 2-pt jump shot from 12 ft,45,75
265,3,9:27.0,Defensive rebound by T. Maker,,45,75
266,3,9:21.0,A. Drummond makes 2-pt hook shot from 8 ft (assist by R. Jackson),,47,75
267,3,9:09.0,,K. Middleton makes 3-pt jump shot from 26 ft (assist by B. Lopez),47,78
268,3,9:01.0,Personal foul by K. Middleton (drawn by W. Ellington),,47,78
269,3,8:57.0,R. Jackson misses 2-pt jump shot from 5 ft,,47,78
270,3,8:54.0,,Defensive rebound by G. Antetokounmpo,47,78
271,3,8:47.0,,G. Antetokounmpo misses 2-pt layup from 2 ft,47,78
272,3,8:45.0,Defensive rebound by A. Drummond,,47,78
273,3,8:41.0,T. Maker misses 2-pt dunk from 1 ft (block by B. Lopez),,47,78
274,3,8:37.0,,Defensive rebound by G. Antetokounmpo,47,78
275,3,8:34.0,,G. Antetokounmpo makes 2-pt layup from 2 ft,47,80
276,3,8:16.0,B. Brown misses 3-pt jump shot from 25 ft,,47,80
277,3,8:13.0,,Defensive rebound by E. Bledsoe,47,80
278,3,8:03.0,,K. Middleton makes 3-pt jump shot from 27 ft (assist by S. Brown),47,83
279,3,8:02.0,Detroit full timeout,,47,83
280,3,7:50.0,W. Ellington makes 3-pt jump shot from 27 ft (assist by R. Jackson),,50,83
281,3,7:30.0,,G. Antetokounmpo misses 3-pt jump shot from 28 ft,50,83
282,3,7:28.0,Defensive rebound by A. Drummond,,50,83
283,3,7:09.0,B. Brown makes 2-pt layup from 4 ft,,52,83
284,3,6:53.0,,E. Bledsoe makes 3-pt jump shot from 28 ft (assist by G. Antetokounmpo),52,86
285,3,6:42.0,Turnover by R. Jackson (bad pass; steal by G. Antetokounmpo),,52,86
286,3,6:37.0,,G. Antetokounmpo makes 2-pt dunk at rim,52,88
287,3,6:19.0,A. Drummond makes 2-pt hook shot from 9 ft (assist by R. Jackson),,54,88
288,3,6:03.0,,E. Bledsoe makes 2-pt layup from 2 ft (assist by S. Brown),54,90
289,3,5:38.0,R. Jackson misses 2-pt jump shot from 14 ft,,54,90
290,3,5:36.0,,Defensive rebound by G. Antetokounmpo,54,90
291,3,5:32.0,,E. Bledsoe misses 3-pt jump shot from 26 ft,54,90
292,3,5:27.0,Defensive rebound by A. Drummond,,54,90
293,3,5:09.0,Turnover by A. Drummond (bad pass; steal by S. Brown),,54,90
294,3,5:03.0,,Shooting foul by T. Maker (drawn by E. Bledsoe),54,90
295,3,5:03.0,,E. Bledsoe makes free throw 1 of 2,54,91
296,3,5:03.0,L. Kennard enters the game for B. Brown,,54,91
297,3,5:03.0,G. Robinson enters the game for R. Jackson,,54,91
298,3,5:03.0,I. Smith enters the game for T. Maker,,54,91
299,3,5:03.0,,P. Connaughton enters the game for S. Brown,54,91
300,3,5:03.0,,G. Hill enters the game for B. Lopez,54,91
301,3,5:03.0,,D. Wilson enters the game for K. Middleton,54,91
302,3,5:03.0,,E. Bledsoe makes free throw 2 of 2,54,92
303,3,4:46.0,L. Kennard misses 2-pt hook shot from 3 ft,,54,92
304,3,4:42.0,,Defensive rebound by D. Wilson,54,92
305,3,4:35.0,,G. Antetokounmpo makes 3-pt jump shot from 26 ft (assist by D. Wilson),54,95
306,3,4:19.0,Turnover by A. Drummond (bad pass; steal by G. Hill),,54,95
307,3,4:09.0,,D. Wilson misses 3-pt jump shot from 24 ft,54,95
308,3,4:07.0,,Offensive rebound by G. Antetokounmpo,54,95
309,3,4:07.0,,Flagrant foul type 2 by A. Drummond (drawn by G. Antetokounmpo),54,95
310,3,4:07.0,A. Drummond ejected from game,,54,95
311,3,4:07.0,,Technical foul by B. Griffin,54,95
312,3,4:07.0,,G. Hill makes technical free throw,54,96
313,3,4:07.0,,K. Middleton enters the game for E. Bledsoe,54,96
314,3,4:07.0,,G. Antetokounmpo misses flagrant free throw 1 of 2,54,96
315,3,4:07.0,,Offensive rebound by Team,54,96
316,3,4:07.0,,G. Antetokounmpo makes flagrant free throw 2 of 2,54,97
317,3,4:07.0,T. Maker enters the game for A. Drummond,,54,97
318,3,3:46.0,,Turnover by D. Wilson (lost ball; steal by G. Robinson),54,97
319,3,3:23.0,T. Maker makes 2-pt jump shot from 16 ft (assist by L. Kennard),,56,97
320,3,3:10.0,,G. Antetokounmpo misses 3-pt jump shot from 27 ft,56,97
321,3,3:10.0,Defensive rebound by W. Ellington,,56,97
322,3,2:59.0,I. Smith makes 2-pt jump shot from 18 ft,,58,97
323,3,2:59.0,,Milwaukee full timeout,58,97
324,3,2:59.0,L. Galloway enters the game for W. Ellington,,58,97
325,3,2:59.0,,E. İlyasova enters the game for G. Antetokounmpo,58,97
326,3,2:59.0,,B. Lopez enters the game for D. Wilson,58,97
327,3,2:44.0,,K. Middleton misses 2-pt jump shot from 12 ft,58,97
328,3,2:40.0,Defensive rebound by T. Maker,,58,97
329,3,2:29.0,T. Maker misses 2-pt jump shot from 7 ft (block by B. Lopez),,58,97
330,3,2:28.0,Offensive rebound by L. Galloway,,58,97
331,3,2:19.0,I. Smith misses 2-pt jump shot from 16 ft,,58,97
332,3,2:16.0,,Defensive rebound by K. Middleton,58,97
333,3,1:58.0,,K. Middleton misses 3-pt jump shot from 26 ft,58,97
334,3,1:55.0,Defensive rebound by G. Robinson,,58,97
335,3,1:52.0,G. Robinson misses 2-pt layup from 5 ft (block by E. İlyasova),,58,97
336,3,1:52.0,,Defensive rebound by Team,58,97
337,3,1:52.0,,E. Bledsoe enters the game for B. Lopez,58,97
338,3,1:52.0,,D. Wilson enters the game for K. Middleton,58,97
339,3,1:39.0,,G. Hill misses 2-pt layup from 2 ft (block by T. Maker),58,97
340,3,1:33.0,Defensive rebound by L. Galloway,,58,97
341,3,1:27.0,L. Galloway makes 3-pt jump shot from 25 ft (assist by G. Robinson),,61,97
342,3,1:06.0,,E. İlyasova misses 3-pt jump shot from 24 ft,61,97
343,3,1:03.0,Defensive rebound by L. Galloway,,61,97
344,3,1:00.0,Turnover by G. Robinson (out of bounds lost ball),,61,97
345,3,0:45.0,,Turnover by D. Wilson (traveling),61,97
346,3,0:30.0,I. Smith misses 2-pt jump shot from 13 ft,,61,97
347,3,0:26.0,Offensive rebound by T. Maker,,61,97
348,3,0:23.0,L. Galloway misses 3-pt jump shot from 28 ft,,61,97
349,3,0:21.0,,Defensive rebound by P. Connaughton,61,97
350,3,0:02.0,,E. Bledsoe misses 2-pt jump shot from 13 ft,61,97
351,3,0:02.0,Defensive rebound by L. Kennard,,61,97
352,4,11:45.0,,D. Wilson makes 2-pt jump shot from 6 ft (assist by S. Brown),61,99
353,4,11:33.0,L. Kennard misses 2-pt jump shot from 19 ft,,61,99
354,4,11:33.0,,Defensive rebound by T. Frazier,61,99
355,4,11:20.0,,G. Hill makes 2-pt jump shot from 12 ft (assist by N. Mirotić),61,101
356,4,11:06.0,L. Galloway makes 3-pt jump shot from 24 ft (assist by I. Smith),,64,101
357,4,10:46.0,,N. Mirotić misses 3-pt jump shot from 27 ft,64,101
358,4,10:43.0,Defensive rebound by Z. Pachulia,,64,101
359,4,10:34.0,Personal foul by S. Brown (drawn by Z. Pachulia),,64,101
360,4,10:30.0,Offensive foul by Z. Pachulia (drawn by T. Frazier),,64,101
361,4,10:30.0,Turnover by Z. Pachulia (offensive foul),,64,101
362,4,10:30.0,,P. Connaughton enters the game for G. Hill,64,101
363,4,10:15.0,,N. Mirotić misses 2-pt jump shot from 8 ft,64,101
364,4,10:12.0,Defensive rebound by Z. Pachulia,,64,101
365,4,10:08.0,Personal foul by T. Frazier (drawn by L. Kennard),,64,101
366,4,9:58.0,Z. Pachulia misses 2-pt jump shot from 16 ft,,64,101
367,4,9:55.0,,Defensive rebound by T. Frazier,64,101
368,4,9:42.0,,S. Brown makes 3-pt jump shot from 28 ft (assist by T. Frazier),64,104
369,4,9:31.0,Shooting foul by D. Wilson (drawn by L. Kennard),,64,104
370,4,9:31.0,L. Kennard misses free throw 1 of 2,,64,104
371,4,9:31.0,Offensive rebound by Team,,64,104
372,4,9:31.0,,E. İlyasova enters the game for D. Wilson,64,104
373,4,9:31.0,L. Kennard makes free throw 2 of 2,,65,104
