,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,NEW YORK_ACTION,LA LAKERS_SCORE,NEW YORK_SCORE
384,4,6:16.0,,Turnover by D. Jordan (bad pass; steal by A. Caruso),115,107
385,4,6:14.0,L. James makes 2-pt layup at rim (assist by J. Hart),,117,107
386,4,6:05.0,,K. Knox misses 2-pt jump shot from 15 ft,117,107
387,4,6:04.0,Defensive rebound by L. James,,117,107
388,4,5:54.0,L. James misses 2-pt jump shot from 13 ft,,117,107
389,4,5:52.0,,Defensive rebound by D. Jordan,117,107
390,4,5:47.0,,K. Knox makes 2-pt layup from 2 ft (assist by E. Mudiay),117,109
391,4,5:46.0,LA Lakers full timeout,,117,109
392,4,5:32.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,117,109
393,4,5:30.0,,Defensive rebound by M. Hezonja,117,109
394,4,5:08.0,,E. Mudiay makes 2-pt layup from 1 ft (assist by D. Jordan),117,111
395,4,4:52.0,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by L. James),,120,111
396,4,4:23.0,,E. Mudiay misses 3-pt jump shot from 25 ft,120,111
397,4,4:21.0,Defensive rebound by L. James,,120,111
398,4,4:12.0,J. Hart misses 3-pt jump shot from 26 ft,,120,111
399,4,4:10.0,,Defensive rebound by M. Hezonja,120,111
400,4,4:05.0,,M. Hezonja misses 2-pt layup from 1 ft,120,111
401,4,4:03.0,Defensive rebound by J. Hart,,120,111
402,4,3:58.0,A. Caruso misses 2-pt layup from 3 ft (block by E. Mudiay),,120,111
403,4,3:56.0,Offensive rebound by A. Caruso,,120,111
404,4,3:45.0,L. James makes 2-pt jump shot from 21 ft,,122,111
405,4,3:44.0,,New York full timeout,122,111
406,4,3:44.0,LA Lakers full timeout,,122,111
407,4,3:44.0,K. Kuzma enters the game for J. Hart,,122,111
408,4,3:31.0,,D. Jordan misses 2-pt hook shot from 3 ft,122,111
409,4,3:30.0,,Offensive rebound by D. Jordan,122,111
410,4,3:29.0,,D. Jordan misses 2-pt layup at rim,122,111
411,4,3:28.0,,Offensive rebound by D. Jordan,122,111
412,4,3:28.0,,Shooting foul by J. Williams (drawn by D. Jordan),122,111
413,4,3:14.0,,D. Jordan makes 2-pt dunk from 1 ft (assist by E. Mudiay),122,113
414,4,2:57.0,Turnover by K. Kuzma (out of bounds lost ball),,122,113
415,4,2:45.0,,Offensive foul by K. Knox (drawn by A. Caruso),122,113
416,4,2:45.0,,Turnover by K. Knox (offensive foul),122,113
417,4,2:28.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,122,113
418,4,2:26.0,,Defensive rebound by D. Jordan,122,113
419,4,2:15.0,,New York full timeout,122,113
420,4,2:13.0,,M. Hezonja misses 3-pt jump shot from 25 ft,122,113
421,4,2:11.0,,Offensive rebound by D. Jordan,122,113
422,4,2:09.0,,M. Hezonja makes 3-pt jump shot from 24 ft (assist by D. Jordan),122,116
423,4,2:00.0,Personal foul by E. Mudiay (drawn by A. Caruso),,122,116
424,4,2:00.0,A. Caruso misses free throw 1 of 2,,122,116
425,4,2:00.0,Offensive rebound by Team,,122,116
426,4,2:00.0,A. Caruso makes free throw 2 of 2,,123,116
427,4,1:41.0,,D. Dotson makes 2-pt jump shot from 20 ft,123,118
428,4,1:20.0,L. James misses 3-pt jump shot from 24 ft,,123,118
429,4,1:18.0,Offensive rebound by J. Williams,,123,118
430,4,1:14.0,Turnover by J. Williams (lost ball; steal by M. Hezonja),,123,118
431,4,1:05.0,,Shooting foul by K. Kuzma (drawn by D. Jordan),123,118
432,4,1:05.0,,D. Jordan makes free throw 1 of 2,123,119
433,4,1:05.0,,D. Jordan makes free throw 2 of 2,123,120
434,4,0:44.0,L. James misses 2-pt layup from 1 ft (block by D. Jordan),,123,120
435,4,0:42.0,Offensive rebound by J. Williams,,123,120
436,4,0:42.0,J. Williams misses 2-pt layup from 1 ft,,123,120
437,4,0:39.0,,Defensive rebound by E. Mudiay,123,120
438,4,0:37.0,,D. Dotson makes 2-pt layup from 2 ft (assist by E. Mudiay),123,122
439,4,0:37.0,LA Lakers full timeout,,123,122
440,4,0:30.0,L. James misses 2-pt jump shot from 21 ft,,123,122
441,4,0:28.0,,Defensive rebound by D. Dotson,123,122
442,4,0:22.0,,Personal foul by K. Caldwell-Pope (drawn by E. Mudiay),123,122
443,4,0:22.0,,E. Mudiay makes free throw 1 of 2,123,123
444,4,0:22.0,,E. Mudiay makes free throw 2 of 2,123,124
445,4,0:02.0,L. James misses 2-pt jump shot from 12 ft (block by M. Hezonja),,123,124
446,4,0:01.0,,Defensive rebound by D. Jordan,123,124
