,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,CHICAGO_ACTION,SAN ANTONIO_SCORE,CHICAGO_SCORE
61,1,4:15.0,,Offensive rebound by J. Holiday,22,20
62,1,4:13.0,,Z. LaVine makes 2-pt dunk at rim (assist by J. Holiday),22,22
63,1,3:54.0,M. Belinelli misses 2-pt jump shot from 6 ft,,22,22
64,1,3:52.0,,Defensive rebound by C. Hutchison,22,22
65,1,3:42.0,,Z. LaVine misses 2-pt jump shot from 17 ft,22,22
66,1,3:39.0,Defensive rebound by M. Belinelli,,22,22
67,1,3:33.0,M. Belinelli misses 3-pt jump shot from 26 ft,,22,22
68,1,3:28.0,,Defensive rebound by C. Hutchison,22,22
69,1,3:09.0,,Z. LaVine misses 3-pt jump shot from 25 ft,22,22
70,1,3:07.0,Defensive rebound by J. Poeltl,,22,22
71,1,3:00.0,P. Mills misses 3-pt jump shot from 26 ft,,22,22
72,1,2:54.0,,Defensive rebound by R. Arcidiacono,22,22
73,1,2:50.0,,Shooting foul by P. Mills (drawn by R. Arcidiacono),22,22
74,1,2:50.0,San Antonio full timeout,,22,22
75,1,2:50.0,R. Gay enters the game for D. DeRozan,,22,22
76,1,2:50.0,,S. Harrison enters the game for Z. LaVine,22,22
77,1,2:50.0,,R. Arcidiacono makes free throw 1 of 2,22,23
78,1,2:50.0,,R. Arcidiacono makes free throw 2 of 2,22,24
79,1,2:35.0,R. Gay misses 2-pt jump shot from 13 ft,,22,24
80,1,2:31.0,,Defensive rebound by S. Harrison,22,24
81,1,2:19.0,,Personal foul by D. White (drawn by S. Harrison),22,24
82,1,2:19.0,,C. Payne enters the game for R. Arcidiacono,22,24
83,1,2:03.0,,R. Lopez misses 3-pt jump shot from 26 ft,22,24
84,1,2:03.0,,Offensive rebound by Team,22,24
85,1,2:03.0,,Turnover by Team (shot clock),22,24
86,1,1:43.0,M. Belinelli misses 2-pt layup from 2 ft (block by J. Holiday),,22,24
87,1,1:39.0,,Defensive rebound by J. Holiday,22,24
88,1,1:35.0,,S. Harrison misses 3-pt jump shot from 26 ft,22,24
89,1,1:31.0,Defensive rebound by P. Mills,,22,24
90,1,1:24.0,Turnover by D. White (bad pass),,22,24
91,1,1:07.0,,R. Lopez misses 2-pt hook shot from 6 ft,22,24
92,1,1:05.0,Defensive rebound by D. White,,22,24
93,1,0:57.0,P. Mills makes 2-pt layup from 1 ft (assist by J. Poeltl),,24,24
94,1,0:57.0,Shooting foul by C. Payne (drawn by P. Mills),,24,24
95,1,0:57.0,P. Mills makes free throw 1 of 1,,25,24
96,1,0:42.0,,C. Payne misses 3-pt jump shot from 25 ft,25,24
97,1,0:39.0,Defensive rebound by D. White,,25,24
98,1,0:35.0,D. White misses 2-pt jump shot from 20 ft,,25,24
99,1,0:32.0,,Defensive rebound by S. Harrison,25,24
100,1,0:12.0,,J. Holiday makes 3-pt jump shot from 26 ft (assist by S. Harrison),25,27
101,1,0:02.0,R. Gay makes 2-pt hook shot from 6 ft,,27,27
102,1,0:00.0,,S. Harrison misses 3-pt jump shot from 43 ft,27,27
103,1,0:00.0,,Offensive rebound by Team,27,27
104,2,11:36.0,M. Belinelli makes 2-pt jump shot from 7 ft (assist by P. Mills),,29,27
105,2,11:23.0,,Turnover by J. Parker (bad pass; steal by P. Mills),29,27
106,2,11:11.0,D. Bertāns makes 2-pt layup from 3 ft (assist by M. Belinelli),,31,27
107,2,10:51.0,,A. Blakeney makes 2-pt jump shot from 21 ft,31,29
108,2,10:33.0,P. Mills makes 2-pt layup from 1 ft (assist by R. Gay),,33,29
109,2,10:22.0,,J. Parker makes 3-pt jump shot from 25 ft (assist by R. Lopez),33,32
110,2,10:13.0,M. Belinelli misses 2-pt jump shot from 20 ft,,33,32
111,2,10:09.0,,Defensive rebound by A. Blakeney,33,32
112,2,9:59.0,,A. Blakeney misses 2-pt jump shot from 20 ft,33,32
113,2,9:57.0,Defensive rebound by R. Gay,,33,32
114,2,9:48.0,P. Mills makes 2-pt layup from 4 ft (assist by R. Gay),,35,32
115,2,9:23.0,,J. Parker misses 3-pt jump shot from 23 ft,35,32
116,2,9:19.0,Defensive rebound by D. Bertāns,,35,32
117,2,9:14.0,R. Gay makes 3-pt jump shot from 26 ft (assist by P. Mills),,38,32
118,2,9:14.0,,Chicago full timeout,38,32
119,2,9:14.0,L. Aldridge enters the game for M. Belinelli,,38,32
120,2,9:14.0,D. Cunningham enters the game for R. Gay,,38,32
121,2,9:14.0,D. DeRozan enters the game for P. Mills,,38,32
122,2,9:14.0,B. Forbes enters the game for J. Poeltl,,38,32
123,2,9:14.0,,R. Arcidiacono enters the game for A. Blakeney,38,32
124,2,9:14.0,,W. Carter enters the game for R. Lopez,38,32
125,2,9:14.0,,Z. LaVine enters the game for C. Payne,38,32
126,2,8:58.0,,Z. LaVine misses 2-pt jump shot from 18 ft,38,32
127,2,8:54.0,Defensive rebound by L. Aldridge,,38,32
128,2,8:38.0,D. Bertāns misses 3-pt jump shot from 25 ft,,38,32
129,2,8:35.0,,Defensive rebound by W. Carter,38,32
130,2,8:29.0,,Shooting foul by D. Cunningham (drawn by J. Parker),38,32
131,2,8:29.0,,J. Parker makes free throw 1 of 2,38,33
132,2,8:29.0,,J. Parker misses free throw 2 of 2,38,33
133,2,8:25.0,Defensive rebound by D. Cunningham,,38,33
134,2,8:15.0,D. DeRozan makes 2-pt jump shot from 9 ft,,40,33
135,2,7:54.0,,W. Carter misses 2-pt jump shot from 16 ft,40,33
136,2,7:52.0,Defensive rebound by D. Cunningham,,40,33
137,2,7:35.0,D. Cunningham misses 2-pt layup from 3 ft,,40,33
138,2,7:33.0,,Defensive rebound by W. Carter,40,33
139,2,7:24.0,,Turnover by Z. LaVine (bad pass; steal by L. Aldridge),40,33
140,2,7:23.0,Personal foul by R. Arcidiacono (drawn by D. Cunningham),,40,33
141,2,7:23.0,D. White enters the game for D. Bertāns,,40,33
142,2,7:23.0,,J. Holiday enters the game for S. Harrison,40,33
143,2,7:16.0,D. DeRozan misses 2-pt jump shot from 21 ft,,40,33
144,2,7:13.0,,Defensive rebound by W. Carter,40,33
145,2,6:59.0,,J. Holiday makes 3-pt jump shot from 26 ft (assist by W. Carter),40,36
146,2,6:47.0,Turnover by D. DeRozan (lost ball; steal by R. Arcidiacono),,40,36
147,2,6:45.0,,R. Arcidiacono makes 2-pt layup from 2 ft,40,38
148,2,6:45.0,San Antonio full timeout,,40,38
149,2,6:28.0,Personal foul by R. Arcidiacono (drawn by B. Forbes),,40,38
150,2,6:20.0,D. DeRozan makes 2-pt jump shot from 6 ft (assist by B. Forbes),,42,38
151,2,6:06.0,,Personal foul by D. DeRozan (drawn by W. Carter),42,38
152,2,6:01.0,,Z. LaVine makes 3-pt jump shot from 28 ft (assist by J. Holiday),42,41
153,2,5:47.0,L. Aldridge misses 2-pt jump shot from 20 ft,,42,41
154,2,5:44.0,,Defensive rebound by J. Parker,42,41
155,2,5:42.0,,Turnover by W. Carter (step out of bounds),42,41
156,2,5:23.0,D. DeRozan misses 2-pt jump shot from 11 ft,,42,41
157,2,5:21.0,,Defensive rebound by J. Parker,42,41
158,2,5:14.0,,R. Arcidiacono misses 2-pt layup from 2 ft,42,41
159,2,5:14.0,Defensive rebound by L. Aldridge,,42,41
160,2,5:02.0,Turnover by L. Aldridge (lost ball; steal by J. Parker),,42,41
161,2,4:57.0,,Z. LaVine misses 2-pt jump shot from 2 ft (block by L. Aldridge),42,41
162,2,4:54.0,Defensive rebound by B. Forbes,,42,41
163,2,4:50.0,B. Forbes makes 3-pt jump shot from 26 ft (assist by D. DeRozan),,45,41
164,2,4:37.0,,J. Parker misses 2-pt jump shot from 17 ft,45,41
165,2,4:35.0,Defensive rebound by D. DeRozan,,45,41
166,2,4:27.0,B. Forbes misses 3-pt jump shot from 24 ft,,45,41
167,2,4:24.0,,Defensive rebound by R. Arcidiacono,45,41
168,2,4:15.0,,W. Carter makes 2-pt jump shot from 6 ft (assist by J. Holiday),45,43
169,2,3:48.0,L. Aldridge misses 2-pt jump shot from 17 ft,,45,43
170,2,3:46.0,,Defensive rebound by R. Arcidiacono,45,43
171,2,3:40.0,,W. Carter misses 2-pt jump shot from 12 ft,45,43
172,2,3:37.0,Defensive rebound by D. White,,45,43
173,2,3:26.0,D. White misses 2-pt jump shot from 21 ft,,45,43
174,2,3:24.0,,Defensive rebound by W. Carter,45,43
175,2,3:13.0,,Turnover by W. Carter (out of bounds lost ball),45,43
176,2,3:13.0,,C. Hutchison enters the game for J. Parker,45,43
177,2,2:53.0,Shooting foul by W. Carter (drawn by L. Aldridge),,45,43
178,2,2:53.0,L. Aldridge makes free throw 1 of 2,,46,43
179,2,2:53.0,R. Gay enters the game for D. Cunningham,,46,43
180,2,2:53.0,P. Mills enters the game for B. Forbes,,46,43
181,2,2:53.0,,R. Lopez enters the game for W. Carter,46,43
182,2,2:53.0,L. Aldridge makes free throw 2 of 2,,47,43
183,2,2:32.0,,Z. LaVine misses 2-pt jump shot from 22 ft,47,43
184,2,2:32.0,,Offensive rebound by Team,47,43
185,2,2:32.0,Loose ball foul by R. Gay (drawn by R. Lopez),,47,43
186,2,2:32.0,M. Belinelli enters the game for L. Aldridge,,47,43
187,2,2:32.0,J. Poeltl enters the game for D. White,,47,43
188,2,2:25.0,,J. Holiday makes 2-pt jump shot from 19 ft (assist by R. Lopez),47,45
189,2,2:13.0,P. Mills misses 3-pt jump shot from 23 ft,,47,45
190,2,2:10.0,,Defensive rebound by Z. LaVine,47,45
191,2,2:04.0,,J. Holiday makes 3-pt jump shot from 24 ft (assist by Z. LaVine),47,48
192,2,1:48.0,M. Belinelli makes 2-pt jump shot from 21 ft (assist by J. Poeltl),,49,48
193,2,1:34.0,,Turnover by Z. LaVine (bad pass; steal by M. Belinelli),49,48
194,2,1:23.0,R. Gay misses 2-pt jump shot from 21 ft,,49,48
195,2,1:18.0,,Defensive rebound by R. Lopez,49,48
196,2,1:09.0,,Z. LaVine misses 2-pt jump shot from 20 ft,49,48
197,2,1:06.0,Defensive rebound by R. Gay,,49,48
198,2,1:00.0,R. Gay misses 3-pt jump shot from 24 ft,,49,48
199,2,0:56.0,,Defensive rebound by Z. LaVine,49,48
200,2,0:49.0,,Z. LaVine misses 2-pt layup from 1 ft,49,48
201,2,0:47.0,Defensive rebound by J. Poeltl,,49,48
202,2,0:31.0,R. Gay makes 3-pt jump shot from 23 ft (assist by M. Belinelli),,52,48
203,2,0:10.0,,J. Holiday misses 3-pt jump shot from 25 ft,52,48
204,2,0:09.0,,Offensive rebound by C. Hutchison,52,48
205,2,0:09.0,,C. Hutchison makes 2-pt layup from 1 ft,52,50
206,2,0:06.0,Personal foul by Z. LaVine (drawn by D. DeRozan),,52,50
207,2,0:01.0,D. DeRozan misses 2-pt jump shot from 22 ft,,52,50
208,2,0:01.0,Offensive rebound by Team,,52,50
209,3,11:44.0,D. DeRozan makes 2-pt jump shot from 11 ft (assist by L. Aldridge),,54,50
210,3,11:22.0,,R. Arcidiacono makes 2-pt jump shot from 6 ft,54,52
211,3,11:06.0,R. Gay misses 2-pt jump shot from 20 ft,,54,52
212,3,11:03.0,,Defensive rebound by Z. LaVine,54,52
213,3,10:58.0,,J. Parker misses 2-pt jump shot from 10 ft,54,52
214,3,10:54.0,Defensive rebound by R. Gay,,54,52
215,3,10:42.0,D. DeRozan makes 2-pt jump shot from 6 ft (assist by B. Forbes),,56,52
216,3,10:32.0,Violation by Team (kicked ball),,56,52
217,3,10:26.0,,Z. LaVine misses 2-pt jump shot from 11 ft,56,52
218,3,10:20.0,,Offensive rebound by Z. LaVine,56,52
219,3,10:20.0,,Z. LaVine makes 2-pt layup at rim,56,54
220,3,10:12.0,B. Forbes misses 2-pt jump shot from 16 ft,,56,54
221,3,10:09.0,,Defensive rebound by Z. LaVine,56,54
222,3,10:00.0,,Turnover by J. Holiday (bad pass; steal by D. Cunningham),56,54
223,3,9:56.0,D. DeRozan misses 2-pt layup from 2 ft (block by J. Holiday),,56,54
224,3,9:56.0,Offensive rebound by D. Cunningham,,56,54
225,3,9:56.0,D. Cunningham misses 2-pt layup from 1 ft,,56,54
226,3,9:56.0,,Defensive rebound by Team,56,54
227,3,9:56.0,Loose ball foul by R. Gay (drawn by J. Parker),,56,54
228,3,9:40.0,,W. Carter makes 2-pt jump shot from 13 ft (assist by Z. LaVine),56,56
229,3,9:20.0,Turnover by D. DeRozan (bad pass; steal by W. Carter),,56,56
230,3,9:12.0,,J. Holiday makes 3-pt jump shot from 27 ft (assist by J. Parker),56,59
231,3,8:56.0,Personal foul by W. Carter (drawn by L. Aldridge),,56,59
232,3,8:56.0,P. Mills enters the game for B. Forbes,,56,59
233,3,8:52.0,D. DeRozan misses 2-pt jump shot from 15 ft (block by W. Carter),,56,59
234,3,8:48.0,Offensive rebound by D. DeRozan,,56,59
235,3,8:48.0,Shooting foul by W. Carter (drawn by D. DeRozan),,56,59
236,3,8:48.0,D. DeRozan makes free throw 1 of 2,,57,59
237,3,8:48.0,,R. Lopez enters the game for W. Carter,57,59
238,3,8:48.0,D. DeRozan makes free throw 2 of 2,,58,59
239,3,8:39.0,,Personal foul by R. Gay (drawn by R. Lopez),58,59
240,3,8:32.0,,J. Parker makes 3-pt jump shot from 24 ft (assist by J. Holiday),58,62
241,3,8:12.0,L. Aldridge misses 2-pt jump shot from 11 ft,,58,62
242,3,8:07.0,,Defensive rebound by J. Parker,58,62
243,3,8:05.0,,Z. LaVine makes 3-pt jump shot from 25 ft (assist by R. Arcidiacono),58,65
244,3,8:04.0,San Antonio full timeout,,58,65
245,3,8:04.0,M. Belinelli enters the game for L. Aldridge,,58,65
246,3,8:04.0,D. Bertāns enters the game for D. Cunningham,,58,65
247,3,8:04.0,J. Poeltl enters the game for D. DeRozan,,58,65
248,3,8:04.0,D. White enters the game for R. Gay,,58,65
249,3,7:47.0,P. Mills makes 3-pt jump shot from 24 ft (assist by D. Bertāns),,61,65
250,3,7:31.0,,Turnover by Z. LaVine (bad pass; steal by D. White),61,65
251,3,7:24.0,M. Belinelli misses 3-pt jump shot from 23 ft,,61,65
252,3,7:21.0,,Defensive rebound by J. Parker,61,65
253,3,7:15.0,,Z. LaVine misses 3-pt jump shot from 27 ft,61,65
254,3,7:13.0,Defensive rebound by M. Belinelli,,61,65
255,3,7:09.0,D. Bertāns misses 3-pt jump shot from 25 ft,,61,65
256,3,7:05.0,,Defensive rebound by J. Holiday,61,65
257,3,6:56.0,,R. Arcidiacono makes 2-pt jump shot from 11 ft,61,67
258,3,6:36.0,D. White misses 3-pt jump shot from 25 ft,,61,67
259,3,6:33.0,,Defensive rebound by J. Holiday,61,67
260,3,6:26.0,,Z. LaVine misses 2-pt layup from 2 ft,61,67
261,3,6:25.0,,Offensive rebound by Team,61,67
262,3,6:20.0,,Shooting foul by J. Poeltl (drawn by Z. LaVine),61,67
263,3,6:20.0,,Z. LaVine misses free throw 1 of 2,61,67
264,3,6:20.0,,Offensive rebound by Team,61,67
265,3,6:20.0,,Z. LaVine makes free throw 2 of 2,61,68
266,3,6:02.0,D. White makes 2-pt layup from 1 ft (assist by J. Poeltl),,63,68
267,3,5:44.0,,R. Lopez makes 2-pt jump shot from 3 ft,63,70
268,3,5:38.0,Turnover by D. Bertāns (traveling),,63,70
269,3,5:32.0,,Turnover by R. Arcidiacono (lost ball; steal by D. Bertāns),63,70
270,3,5:27.0,J. Poeltl makes 2-pt layup from 1 ft (assist by M. Belinelli),,65,70
271,3,5:18.0,,J. Parker makes 2-pt layup from 2 ft (assist by Z. LaVine),65,72
272,3,5:05.0,J. Poeltl makes 2-pt layup from 1 ft (assist by M. Belinelli),,67,72
273,3,4:55.0,,Personal foul by M. Belinelli (drawn by R. Arcidiacono),67,72
274,3,4:55.0,,C. Hutchison enters the game for J. Parker,67,72
275,3,4:51.0,,Turnover by Z. LaVine (out of bounds lost ball),67,72
276,3,4:37.0,P. Mills makes 2-pt jump shot from 9 ft,,69,72
277,3,4:18.0,,R. Arcidiacono misses 3-pt jump shot from 26 ft,69,72
278,3,4:15.0,Defensive rebound by D. White,,69,72
279,3,4:03.0,J. Poeltl makes 2-pt layup at rim (assist by D. White),,71,72
280,3,4:03.0,,Chicago full timeout,71,72
281,3,4:03.0,,S. Harrison enters the game for Z. LaVine,71,72
282,3,3:45.0,,R. Lopez makes 2-pt hook shot from 8 ft,71,74
283,3,3:27.0,P. Mills misses 2-pt jump shot from 20 ft,,71,74
284,3,3:24.0,,Defensive rebound by C. Hutchison,71,74
285,3,3:17.0,,R. Arcidiacono makes 3-pt jump shot from 25 ft (assist by S. Harrison),71,77
286,3,2:57.0,M. Belinelli misses 3-pt jump shot from 26 ft,,71,77
287,3,2:55.0,,Defensive rebound by S. Harrison,71,77
288,3,2:40.0,,R. Lopez makes 2-pt hook shot from 7 ft (assist by S. Harrison),71,79
289,3,2:21.0,P. Mills makes 2-pt jump shot from 11 ft (assist by J. Poeltl),,73,79
290,3,2:07.0,,C. Hutchison makes 2-pt jump shot from 16 ft,73,81
291,3,1:55.0,D. Bertāns misses 2-pt jump shot from 5 ft,,73,81
292,3,1:51.0,Offensive rebound by J. Poeltl,,73,81
293,3,1:51.0,J. Poeltl makes 2-pt layup from 1 ft,,75,81
294,3,1:32.0,,R. Arcidiacono misses 3-pt jump shot from 23 ft,75,81
295,3,1:29.0,Defensive rebound by J. Poeltl,,75,81
296,3,1:18.0,M. Belinelli misses 3-pt jump shot from 23 ft,,75,81
297,3,1:16.0,,Defensive rebound by S. Harrison,75,81
298,3,1:11.0,,J. Holiday misses 3-pt jump shot from 27 ft,75,81
299,3,1:07.0,Defensive rebound by D. Bertāns,,75,81
300,3,0:59.0,P. Mills makes 3-pt jump shot from 25 ft,,78,81
301,3,0:59.0,L. Aldridge enters the game for D. Bertāns,,78,81
302,3,0:59.0,B. Forbes enters the game for J. Poeltl,,78,81
303,3,0:59.0,,J. Parker enters the game for R. Arcidiacono,78,81
304,3,0:59.0,,C. Payne enters the game for J. Holiday,78,81
305,3,0:37.0,,C. Payne makes 2-pt jump shot from 23 ft,78,83
306,3,0:29.0,D. White misses 2-pt layup from 1 ft (block by S. Harrison),,78,83
307,3,0:28.0,Offensive rebound by L. Aldridge,,78,83
308,3,0:27.0,L. Aldridge makes 2-pt layup from 2 ft,,80,83
309,3,0:05.0,,J. Parker misses 3-pt jump shot from 26 ft,80,83
310,3,0:02.0,Defensive rebound by B. Forbes,,80,83
311,3,0:00.0,M. Belinelli misses 3-pt jump shot from 26 ft,,80,83
312,3,0:00.0,Offensive rebound by Team,,80,83
313,4,11:33.0,,S. Harrison misses 3-pt jump shot from 25 ft,80,83
314,4,11:31.0,Defensive rebound by L. Aldridge,,80,83
315,4,11:26.0,D. DeRozan makes 2-pt layup from 2 ft,,82,83
316,4,11:06.0,,J. Parker misses 3-pt jump shot from 23 ft,82,83
317,4,10:59.0,Defensive rebound by D. Cunningham,,82,83
318,4,10:54.0,L. Aldridge makes 2-pt hook shot from 2 ft (assist by B. Forbes),,84,83
319,4,10:44.0,,J. Parker makes 2-pt layup from 2 ft,84,85
320,4,10:44.0,,Shooting foul by D. Cunningham (drawn by J. Parker),84,85
321,4,10:44.0,,J. Parker makes free throw 1 of 1,84,86
322,4,10:25.0,D. DeRozan misses 2-pt layup from 4 ft (block by S. Harrison),,84,86
323,4,10:25.0,Offensive rebound by D. DeRozan,,84,86
324,4,10:23.0,Personal foul by J. Parker (drawn by D. DeRozan),,84,86
325,4,10:15.0,B. Forbes makes 2-pt jump shot from 18 ft,,86,86
326,4,9:49.0,,S. Harrison misses 2-pt layup from 4 ft,86,86
327,4,9:47.0,Defensive rebound by D. DeRozan,,86,86
328,4,9:44.0,Turnover by D. DeRozan (lost ball; steal by S. Harrison),,86,86
329,4,9:40.0,,J. Parker makes 2-pt dunk from 1 ft (assist by S. Harrison),86,88
330,4,9:24.0,B. Forbes makes 2-pt layup from 1 ft (assist by L. Aldridge),,88,88
331,4,9:02.0,,C. Payne misses 2-pt jump shot from 14 ft,88,88
332,4,8:59.0,Defensive rebound by M. Belinelli,,88,88
333,4,8:53.0,M. Belinelli makes 3-pt jump shot from 26 ft,,91,88
334,4,8:53.0,,Chicago full timeout,91,88
335,4,8:53.0,,W. Carter enters the game for R. Lopez,91,88
336,4,8:53.0,,Z. LaVine enters the game for C. Payne,91,88
337,4,8:39.0,,W. Carter makes 2-pt jump shot from 10 ft (assist by Z. LaVine),91,90
338,4,8:29.0,D. DeRozan makes 2-pt jump shot from 15 ft,,93,90
339,4,8:14.0,,Z. LaVine makes 2-pt jump shot from 20 ft,93,92
340,4,7:55.0,L. Aldridge makes 2-pt layup from 3 ft (assist by B. Forbes),,95,92
341,4,7:44.0,,Z. LaVine makes 3-pt jump shot from 28 ft (assist by S. Harrison),95,95
342,4,7:30.0,Def 3 sec tech foul by Team,,95,95
343,4,7:30.0,D. DeRozan makes technical free throw,,96,95
344,4,7:25.0,Turnover by B. Forbes (out of bounds lost ball),,96,95
345,4,7:09.0,,Z. LaVine makes 2-pt jump shot from 20 ft,96,97
346,4,6:48.0,B. Forbes misses 3-pt jump shot from 27 ft,,96,97
347,4,6:46.0,Offensive rebound by L. Aldridge,,96,97
348,4,6:44.0,M. Belinelli misses 3-pt jump shot from 26 ft,,96,97
349,4,6:38.0,,Defensive rebound by J. Parker,96,97
350,4,6:32.0,,Z. LaVine makes 2-pt jump shot from 23 ft,96,99
351,4,6:31.0,San Antonio full timeout,,96,99
352,4,6:31.0,D. Bertāns enters the game for M. Belinelli,,96,99
353,4,6:31.0,D. White enters the game for D. Cunningham,,96,99
354,4,6:31.0,,J. Holiday enters the game for C. Hutchison,96,99
355,4,6:14.0,L. Aldridge makes 2-pt hook shot from 8 ft,,98,99
356,4,5:58.0,,Shooting foul by D. DeRozan (drawn by Z. LaVine),98,99
357,4,5:58.0,,Z. LaVine makes free throw 1 of 2,98,100
358,4,5:58.0,,R. Arcidiacono enters the game for S. Harrison,98,100
359,4,5:58.0,,Z. LaVine makes free throw 2 of 2,98,101
360,4,5:41.0,L. Aldridge makes 2-pt jump shot from 10 ft (assist by B. Forbes),,100,101
361,4,5:15.0,,Z. LaVine misses 3-pt jump shot from 28 ft,100,101
362,4,5:13.0,Defensive rebound by D. White,,100,101
363,4,5:01.0,D. Bertāns misses 3-pt jump shot from 26 ft,,100,101
364,4,4:59.0,,Defensive rebound by J. Parker,100,101
365,4,4:48.0,,J. Parker misses 2-pt layup from 3 ft,100,101
366,4,4:46.0,Defensive rebound by D. Bertāns,,100,101
367,4,4:29.0,D. Bertāns misses 3-pt jump shot from 24 ft,,100,101
368,4,4:26.0,,Defensive rebound by Z. LaVine,100,101
369,4,4:18.0,,W. Carter misses 2-pt layup from 3 ft,100,101
370,4,4:16.0,Defensive rebound by D. DeRozan,,100,101
371,4,4:11.0,D. White makes 3-pt jump shot from 24 ft (assist by D. DeRozan),,103,101
372,4,3:49.0,,J. Parker misses 3-pt jump shot from 25 ft,103,101
373,4,3:47.0,Defensive rebound by D. DeRozan,,103,101
