,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,BOSTON_ACTION,MINNESOTA_SCORE,BOSTON_SCORE
379,4,1:21.0,,J. Brown misses 3-pt jump shot from 23 ft,98,111
380,4,1:20.0,Defensive rebound by T. Gibson,,98,111
381,4,1:10.0,J. Okogie misses 2-pt jump shot from 17 ft,,98,111
382,4,1:09.0,Offensive rebound by T. Gibson,,98,111
383,4,1:08.0,T. Gibson makes 2-pt hook shot from 6 ft,,100,111
384,4,0:56.0,,G. Hayward makes 2-pt jump shot from 19 ft (assist by D. Theis),100,113
385,4,0:37.0,T. Gibson misses 3-pt jump shot from 23 ft,,100,113
386,4,0:32.0,Offensive rebound by A. Tolliver,,100,113
387,4,0:28.0,J. Terrell misses 2-pt layup from 6 ft,,100,113
388,4,0:27.0,Offensive rebound by J. Terrell,,100,113
389,4,0:26.0,J. Terrell misses 2-pt layup from 2 ft (block by D. Theis),,100,113
390,4,0:24.0,,Defensive rebound by B. Wanamaker,100,113
391,4,0:22.0,,J. Brown makes 2-pt dunk from 3 ft (assist by T. Rozier),100,115
392,4,0:13.0,Personal foul by B. Wanamaker (drawn by J. Okogie),,100,115
393,4,0:13.0,,P. Dozier enters the game for J. Brown,100,115
394,4,0:13.0,,S. Ojeleye enters the game for G. Hayward,100,115
395,4,0:13.0,,G. Yabusele enters the game for T. Rozier,100,115
396,4,0:13.0,J. Okogie makes free throw 1 of 2,,101,115
397,4,0:13.0,J. Okogie makes free throw 2 of 2,,102,115
