,QUARTER,TIME_REMAINING,PHOENIX_ACTION,INDIANA_ACTION,PHOENIX_SCORE,INDIANA_SCORE
127,2,10:51.0,E. Okobo misses free throw 2 of 2,,21,38
128,2,10:49.0,,Defensive rebound by D. McDermott,21,38
129,2,10:33.0,,T. Evans misses 2-pt jump shot from 21 ft,21,38
130,2,10:31.0,Defensive rebound by Team,,21,38
131,2,10:19.0,J. Jackson misses 2-pt jump shot from 17 ft,,21,38
132,2,10:19.0,Offensive rebound by Team,,21,38
133,2,10:19.0,,Loose ball foul by D. Sabonis (drawn by R. Holmes),21,38
134,2,10:19.0,R. Holmes makes free throw 1 of 2,,22,38
135,2,10:19.0,R. Holmes makes free throw 2 of 2,,23,38
136,2,10:14.0,,Indiana full timeout,23,38
137,2,10:06.0,,Personal foul by J. Jackson (drawn by D. McDermott),23,38
138,2,9:56.0,,T. Leaf misses 2-pt hook shot from 9 ft,23,38
139,2,9:54.0,Defensive rebound by K. Oubre,,23,38
140,2,9:43.0,J. Jackson misses 2-pt layup at rim,,23,38
141,2,9:41.0,,Defensive rebound by C. Joseph,23,38
142,2,9:36.0,,Shooting foul by Q. Acy (drawn by D. Sabonis),23,38
143,2,9:36.0,,D. Sabonis makes free throw 1 of 2,23,39
144,2,9:36.0,,D. Sabonis misses free throw 2 of 2,23,39
145,2,9:34.0,Defensive rebound by R. Holmes,,23,39
146,2,9:21.0,K. Oubre makes 2-pt jump shot from 10 ft (assist by J. Jackson),,25,39
147,2,9:07.0,,D. McDermott misses 3-pt jump shot from 27 ft,25,39
148,2,9:06.0,,Offensive rebound by Team,25,39
149,2,9:06.0,,T. Young enters the game for T. Leaf,25,39
150,2,8:57.0,,T. Evans makes 2-pt layup from 3 ft (assist by D. McDermott),25,41
151,2,8:44.0,J. Jackson makes 3-pt jump shot from 27 ft (assist by R. Holmes),,28,41
152,2,8:23.0,,T. Young makes 2-pt layup from 1 ft (assist by C. Joseph),28,43
153,2,8:11.0,K. Oubre misses 3-pt jump shot from 26 ft,,28,43
154,2,8:04.0,Offensive rebound by R. Holmes,,28,43
155,2,7:59.0,Q. Acy misses 3-pt jump shot from 26 ft,,28,43
156,2,7:54.0,Offensive rebound by K. Oubre,,28,43
157,2,7:54.0,R. Holmes makes 2-pt dunk from 1 ft (assist by K. Oubre),,30,43
158,2,7:47.0,,Personal foul by K. Oubre (drawn by T. Evans),30,43
159,2,7:47.0,M. Bridges enters the game for Q. Acy,,30,43
160,2,7:47.0,,B. Bogdanović enters the game for T. Evans,30,43
161,2,7:47.0,,V. Oladipo enters the game for D. McDermott,30,43
162,2,7:36.0,,D. Sabonis misses 2-pt layup at rim,30,43
163,2,7:34.0,Defensive rebound by E. Okobo,,30,43
164,2,7:29.0,K. Oubre makes 2-pt jump shot from 6 ft (assist by E. Okobo),,32,43
165,2,7:06.0,,Personal foul by R. Holmes (drawn by D. Sabonis),32,43
166,2,7:06.0,D. Ayton enters the game for R. Holmes,,32,43
167,2,7:00.0,,B. Bogdanović misses 2-pt layup from 1 ft,32,43
168,2,6:57.0,Defensive rebound by D. Ayton,,32,43
169,2,6:49.0,J. Jackson misses 2-pt jump shot from 17 ft,,32,43
170,2,6:46.0,,Defensive rebound by D. Sabonis,32,43
171,2,6:32.0,,D. Sabonis makes 2-pt jump shot from 15 ft (assist by B. Bogdanović),32,45
172,2,6:29.0,Phoenix full timeout,,32,45
173,2,6:29.0,T. Warren enters the game for J. Jackson,,32,45
174,2,6:29.0,,D. Collison enters the game for C. Joseph,32,45
175,2,6:29.0,,M. Turner enters the game for D. Sabonis,32,45
176,2,6:16.0,Personal foul by M. Turner (drawn by K. Oubre),,32,45
177,2,6:16.0,K. Oubre misses free throw 1 of 2,,32,45
178,2,6:16.0,Offensive rebound by Team,,32,45
179,2,6:16.0,K. Oubre misses free throw 2 of 2,,32,45
180,2,6:12.0,,Defensive rebound by B. Bogdanović,32,45
181,2,6:02.0,,Turnover by T. Young (lost ball; steal by T. Warren),32,45
182,2,5:57.0,E. Okobo misses 3-pt jump shot from 24 ft,,32,45
183,2,5:53.0,,Defensive rebound by T. Young,32,45
184,2,5:40.0,,D. Collison misses 2-pt jump shot from 19 ft,32,45
185,2,5:37.0,Defensive rebound by K. Oubre,,32,45
186,2,5:30.0,D. Ayton makes 2-pt hook shot from 5 ft (assist by K. Oubre),,34,45
187,2,5:20.0,,Shooting foul by D. Ayton (drawn by V. Oladipo),34,45
188,2,5:20.0,,V. Oladipo makes free throw 1 of 2,34,46
189,2,5:20.0,D. Booker enters the game for K. Oubre,,34,46
190,2,5:20.0,,V. Oladipo misses free throw 2 of 2,34,46
191,2,5:18.0,Defensive rebound by T. Warren,,34,46
192,2,5:06.0,E. Okobo makes 3-pt jump shot from 26 ft (assist by D. Booker),,37,46
193,2,4:40.0,,M. Turner misses 3-pt jump shot from 28 ft,37,46
194,2,4:37.0,Defensive rebound by M. Bridges,,37,46
195,2,4:29.0,D. Ayton makes 2-pt layup at rim (assist by E. Okobo),,39,46
196,2,4:18.0,,Personal foul by T. Warren (drawn by T. Young),39,46
197,2,4:18.0,,T. Young makes free throw 1 of 2,39,47
198,2,4:18.0,,T. Young makes free throw 2 of 2,39,48
199,2,4:03.0,D. Booker makes 2-pt jump shot from 15 ft,,41,48
200,2,3:50.0,,T. Young makes 2-pt hook shot from 5 ft,41,50
201,2,3:35.0,D. Ayton makes 2-pt layup from 3 ft (assist by D. Booker),,43,50
202,2,3:20.0,,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by D. Collison),43,53
203,2,3:08.0,D. Booker misses 3-pt jump shot from 24 ft,,43,53
204,2,3:05.0,,Defensive rebound by T. Young,43,53
205,2,2:58.0,,Shooting foul by T. Warren (drawn by B. Bogdanović),43,53
206,2,2:58.0,,B. Bogdanović misses free throw 1 of 2,43,53
207,2,2:58.0,,Offensive rebound by Team,43,53
208,2,2:58.0,D. Melton enters the game for E. Okobo,,43,53
209,2,2:58.0,,B. Bogdanović makes free throw 2 of 2,43,54
210,2,2:40.0,T. Warren misses 3-pt jump shot from 27 ft,,43,54
211,2,2:37.0,,Defensive rebound by M. Turner,43,54
212,2,2:32.0,,M. Turner misses 3-pt jump shot from 27 ft,43,54
213,2,2:29.0,Defensive rebound by D. Booker,,43,54
214,2,2:23.0,T. Warren misses 2-pt layup from 2 ft,,43,54
215,2,2:21.0,,Defensive rebound by M. Turner,43,54
216,2,2:21.0,,Personal foul by T. Warren (drawn by M. Turner),43,54
217,2,2:21.0,Technical foul by T. Warren,,43,54
218,2,2:21.0,,B. Bogdanović makes technical free throw,43,55
219,2,2:21.0,,M. Turner makes free throw 1 of 2,43,56
220,2,2:21.0,K. Oubre enters the game for T. Warren,,43,56
221,2,2:21.0,,M. Turner misses free throw 2 of 2,43,56
222,2,2:19.0,Defensive rebound by D. Ayton,,43,56
223,2,2:08.0,D. Booker misses 3-pt jump shot from 27 ft,,43,56
224,2,2:04.0,,Defensive rebound by B. Bogdanović,43,56
225,2,1:47.0,,M. Turner makes 2-pt layup from 1 ft (assist by V. Oladipo),43,58
226,2,1:47.0,,Shooting foul by M. Bridges (drawn by M. Turner),43,58
227,2,1:47.0,,M. Turner makes free throw 1 of 1,43,59
228,2,1:32.0,M. Bridges makes 2-pt jump shot from 9 ft (assist by D. Melton),,45,59
229,2,1:17.0,,Personal foul by D. Booker (drawn by M. Turner),45,59
230,2,1:17.0,,M. Turner misses free throw 1 of 2,45,59
231,2,1:17.0,,Offensive rebound by Team,45,59
232,2,1:17.0,,C. Joseph enters the game for D. Collison,45,59
233,2,1:17.0,,M. Turner makes free throw 2 of 2,45,60
234,2,1:04.0,D. Booker makes 2-pt jump shot from 15 ft (assist by D. Melton),,47,60
235,2,0:51.0,,M. Turner makes 2-pt layup from 1 ft (assist by V. Oladipo),47,62
236,2,0:41.0,D. Booker misses 2-pt jump shot from 10 ft,,47,62
237,2,0:41.0,,Defensive rebound by M. Turner,47,62
238,2,0:34.0,,Turnover by V. Oladipo (bad pass; steal by M. Bridges),47,62
239,2,0:13.0,D. Ayton makes 2-pt layup from 2 ft (assist by D. Melton),,49,62
240,2,0:06.0,,C. Joseph misses 2-pt layup from 1 ft (block by D. Melton),49,62
241,2,0:06.0,,Offensive rebound by Team,49,62
242,2,0:06.0,Q. Acy enters the game for D. Booker,,49,62
243,2,0:04.0,,Turnover by V. Oladipo (bad pass; steal by K. Oubre),49,62
244,2,0:01.0,K. Oubre makes 2-pt dunk from 1 ft,,51,62
245,3,11:44.0,D. Ayton misses 2-pt layup from 1 ft,,51,62
246,3,11:42.0,,Defensive rebound by D. Collison,51,62
247,3,11:30.0,,M. Turner makes 2-pt jump shot from 7 ft (assist by V. Oladipo),51,64
248,3,11:13.0,D. Ayton misses 2-pt jump shot from 18 ft,,51,64
249,3,11:12.0,,Defensive rebound by T. Young,51,64
250,3,10:50.0,,Turnover by D. Collison (bad pass; steal by D. Melton),51,64
251,3,10:45.0,T. Warren makes 2-pt layup from 1 ft (assist by D. Melton),,53,64
252,3,10:31.0,,Personal foul by D. Booker (drawn by M. Turner),53,64
253,3,10:26.0,,B. Bogdanović makes 2-pt dunk from 2 ft (assist by T. Young),53,66
254,3,10:10.0,Offensive foul by D. Booker (drawn by V. Oladipo),,53,66
255,3,10:10.0,Turnover by D. Booker (offensive foul),,53,66
256,3,9:58.0,,V. Oladipo misses 2-pt jump shot from 19 ft,53,66
257,3,9:56.0,,Offensive rebound by M. Turner,53,66
258,3,9:53.0,,V. Oladipo misses 2-pt jump shot from 22 ft,53,66
259,3,9:49.0,Defensive rebound by D. Ayton,,53,66
260,3,9:44.0,D. Booker misses 2-pt jump shot from 16 ft,,53,66
261,3,9:40.0,,Defensive rebound by V. Oladipo,53,66
262,3,9:33.0,,M. Turner makes 3-pt jump shot from 26 ft (assist by T. Young),53,69
263,3,9:32.0,Phoenix full timeout,,53,69
264,3,9:19.0,T. Warren makes 2-pt jump shot from 15 ft,,55,69
265,3,9:19.0,Shooting foul by T. Young (drawn by T. Warren),,55,69
266,3,9:19.0,T. Warren makes free throw 1 of 1,,56,69
267,3,9:07.0,,B. Bogdanović misses 2-pt jump shot from 18 ft,56,69
268,3,9:05.0,Defensive rebound by T. Warren,,56,69
269,3,8:57.0,D. Melton misses 2-pt jump shot from 19 ft,,56,69
270,3,8:54.0,Offensive rebound by D. Ayton,,56,69
271,3,8:52.0,D. Ayton makes 2-pt jump shot from 5 ft,,58,69
272,3,8:36.0,,D. Collison makes 3-pt jump shot from 24 ft (assist by V. Oladipo),58,72
273,3,8:30.0,T. Warren misses 2-pt layup at rim,,58,72
274,3,8:25.0,,Defensive rebound by T. Young,58,72
275,3,8:18.0,,D. Collison makes 3-pt jump shot from 24 ft (assist by T. Young),58,75
276,3,7:54.0,Turnover by D. Booker (bad pass; steal by D. Collison),,58,75
277,3,7:51.0,,D. Collison makes 2-pt layup from 1 ft,58,77
278,3,7:50.0,Phoenix full timeout,,58,77
279,3,7:50.0,J. Jackson enters the game for D. Booker,,58,77
280,3,7:50.0,E. Okobo enters the game for M. Bridges,,58,77
281,3,7:50.0,K. Oubre enters the game for D. Melton,,58,77
282,3,7:32.0,Shooting foul by V. Oladipo (drawn by D. Ayton),,58,77
283,3,7:32.0,D. Ayton misses free throw 1 of 2,,58,77
284,3,7:32.0,Offensive rebound by Team,,58,77
285,3,7:32.0,D. Ayton misses free throw 2 of 2,,58,77
286,3,7:30.0,,Defensive rebound by M. Turner,58,77
287,3,7:18.0,,M. Turner makes 2-pt jump shot from 21 ft (assist by D. Collison),58,79
288,3,7:05.0,K. Oubre makes 2-pt jump shot from 17 ft,,60,79
289,3,6:48.0,,V. Oladipo misses 3-pt jump shot from 23 ft,60,79
290,3,6:45.0,Defensive rebound by J. Jackson,,60,79
291,3,6:41.0,Turnover by J. Jackson (bad pass; steal by V. Oladipo),,60,79
292,3,6:40.0,,Personal take foul by E. Okobo (drawn by V. Oladipo),60,79
293,3,6:29.0,,M. Turner makes 2-pt jump shot from 13 ft (assist by D. Collison),60,81
294,3,6:09.0,E. Okobo misses 2-pt jump shot from 17 ft,,60,81
295,3,6:06.0,,Defensive rebound by V. Oladipo,60,81
296,3,6:01.0,,Shooting foul by E. Okobo (drawn by D. Collison),60,81
297,3,6:01.0,,D. Collison makes free throw 1 of 2,60,82
298,3,6:01.0,,D. Collison makes free throw 2 of 2,60,83
299,3,5:49.0,T. Warren misses 2-pt jump shot from 12 ft,,60,83
300,3,5:46.0,,Defensive rebound by V. Oladipo,60,83
301,3,5:41.0,,V. Oladipo misses 3-pt jump shot from 27 ft,60,83
302,3,5:38.0,Defensive rebound by D. Ayton,,60,83
303,3,5:31.0,J. Jackson misses 2-pt jump shot from 10 ft,,60,83
304,3,5:30.0,Offensive rebound by Team,,60,83
305,3,5:22.0,,Violation by Team (kicked ball),60,83
306,3,5:19.0,Personal foul by V. Oladipo (drawn by K. Oubre),,60,83
307,3,5:19.0,D. Booker enters the game for D. Ayton,,60,83
308,3,5:19.0,R. Holmes enters the game for E. Okobo,,60,83
309,3,5:08.0,Turnover by D. Booker (bad pass),,60,83
310,3,4:43.0,,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by V. Oladipo),60,86
311,3,4:29.0,K. Oubre makes 3-pt jump shot from 29 ft (assist by T. Warren),,63,86
312,3,4:13.0,,Shooting foul by R. Holmes (drawn by V. Oladipo),63,86
313,3,4:13.0,,V. Oladipo misses free throw 1 of 2,63,86
314,3,4:13.0,,Offensive rebound by Team,63,86
315,3,4:13.0,,V. Oladipo makes free throw 2 of 2,63,87
316,3,3:58.0,J. Jackson makes 2-pt layup at rim,,65,87
317,3,3:41.0,,V. Oladipo misses 3-pt jump shot from 27 ft,65,87
318,3,3:38.0,Defensive rebound by K. Oubre,,65,87
319,3,3:32.0,K. Oubre misses 3-pt jump shot from 25 ft,,65,87
320,3,3:30.0,,Defensive rebound by V. Oladipo,65,87
321,3,3:27.0,,B. Bogdanović misses 2-pt layup from 1 ft (block by K. Oubre),65,87
322,3,3:24.0,,Offensive rebound by D. Collison,65,87
323,3,3:14.0,,T. Young makes 2-pt layup from 8 ft,65,89
324,3,3:05.0,D. Booker makes 2-pt layup at rim,,67,89
325,3,3:05.0,,Indiana full timeout,67,89
326,3,3:05.0,,C. Joseph enters the game for B. Bogdanović,67,89
327,3,3:05.0,,D. Sabonis enters the game for T. Young,67,89
328,3,2:53.0,,D. Collison misses 2-pt jump shot from 15 ft,67,89
329,3,2:51.0,,Offensive rebound by D. Sabonis,67,89
330,3,2:49.0,,D. Sabonis misses 2-pt layup at rim,67,89
331,3,2:49.0,Defensive rebound by D. Booker,,67,89
332,3,2:41.0,R. Holmes makes 2-pt hook shot from 8 ft (assist by J. Jackson),,69,89
333,3,2:26.0,,V. Oladipo misses 3-pt jump shot from 27 ft,69,89
334,3,2:25.0,,Offensive rebound by C. Joseph,69,89
335,3,2:15.0,,Turnover by D. Sabonis (bad pass),69,89
336,3,1:56.0,R. Holmes misses 2-pt dunk from 1 ft (block by M. Turner),,69,89
337,3,1:54.0,,Defensive rebound by V. Oladipo,69,89
338,3,1:51.0,,V. Oladipo misses 2-pt layup from 2 ft (block by J. Jackson),69,89
339,3,1:48.0,Defensive rebound by D. Booker,,69,89
340,3,1:45.0,K. Oubre misses 2-pt jump shot from 6 ft (block by M. Turner),,69,89
341,3,1:45.0,Offensive rebound by Team,,69,89
342,3,1:39.0,R. Holmes misses 2-pt jump shot from 13 ft,,69,89
343,3,1:34.0,,Defensive rebound by D. Collison,69,89
344,3,1:28.0,,Personal foul by K. Oubre (drawn by D. Sabonis),69,89
345,3,1:28.0,,Offensive rebound by Team,69,89
346,3,1:28.0,,D. Sabonis misses free throw 1 of 2,69,89
347,3,1:28.0,,D. Sabonis makes free throw 2 of 2,69,90
348,3,1:11.0,Turnover by R. Holmes (out of bounds lost ball),,69,90
349,3,0:57.0,,Shooting foul by K. Oubre (drawn by D. Sabonis),69,90
350,3,0:57.0,Technical foul by J. Jackson,,69,90
351,3,0:57.0,,D. Collison makes technical free throw,69,91
352,3,0:57.0,,D. Sabonis makes free throw 1 of 2,69,92
353,3,0:57.0,,D. Sabonis misses free throw 2 of 2,69,92
354,3,0:55.0,Defensive rebound by R. Holmes,,69,92
355,3,0:50.0,D. Booker misses 2-pt jump shot from 10 ft,,69,92
356,3,0:46.0,Offensive rebound by J. Jackson,,69,92
357,3,0:42.0,Shooting foul by D. Sabonis (drawn by T. Warren),,69,92
358,3,0:42.0,T. Warren makes free throw 1 of 2,,70,92
359,3,0:42.0,,B. Bogdanović enters the game for M. Turner,70,92
360,3,0:42.0,T. Warren makes free throw 2 of 2,,71,92
361,3,0:30.0,,D. Sabonis makes 2-pt layup from 2 ft,71,94
362,3,0:07.0,T. Warren makes 2-pt jump shot from 10 ft,,73,94
363,3,0:03.0,,D. Collison makes 2-pt layup from 1 ft (assist by C. Joseph),73,96
364,3,0:00.0,K. Oubre misses 3-pt jump shot from 30 ft,,73,96
365,3,0:00.0,Offensive rebound by Team,,73,96
366,4,11:48.0,,Turnover by C. Joseph (bad pass; steal by D. Ayton),73,96
367,4,11:31.0,D. Ayton misses 2-pt jump shot from 5 ft,,73,96
368,4,11:30.0,,Defensive rebound by Team,73,96
369,4,11:30.0,Loose ball foul by Q. Acy (drawn by C. Joseph),,73,96
370,4,11:17.0,,Turnover by D. McDermott (step out of bounds),73,96
371,4,10:58.0,D. Ayton misses 2-pt layup at rim (block by D. Sabonis),,73,96
372,4,10:55.0,,Defensive rebound by B. Bogdanović,73,96
373,4,10:54.0,,Shooting foul by Q. Acy (drawn by T. Evans),73,96
374,4,10:54.0,,T. Evans makes free throw 1 of 2,73,97
375,4,10:54.0,R. Holmes enters the game for D. Ayton,,73,97
376,4,10:54.0,,T. Evans misses free throw 2 of 2,73,97
377,4,10:52.0,Defensive rebound by M. Bridges,,73,97
378,4,10:43.0,Shooting foul by D. McDermott (drawn by K. Oubre),,73,97
379,4,10:43.0,K. Oubre misses free throw 1 of 2,,73,97
380,4,10:43.0,Offensive rebound by Team,,73,97
381,4,10:43.0,K. Oubre makes free throw 2 of 2,,74,97
382,4,10:32.0,,B. Bogdanović misses 3-pt jump shot from 30 ft,74,97
383,4,10:29.0,Defensive rebound by R. Holmes,,74,97
384,4,10:23.0,M. Bridges makes 3-pt jump shot from 26 ft (assist by E. Okobo),,77,97
385,4,10:04.0,,T. Evans misses 2-pt layup from 2 ft,77,97
