,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,BROOKLYN_ACTION,NEW ORLEANS_SCORE,BROOKLYN_SCORE
388,4,5:04.0,J. Holiday makes free throw 1 of 2,,106,113
389,4,5:04.0,,J. Dudley enters the game for D. Carroll,106,113
390,4,5:04.0,,D. Russell enters the game for R. Kurucs,106,113
391,4,5:04.0,J. Holiday misses free throw 2 of 2,,106,113
392,4,5:01.0,,Defensive rebound by J. Allen,106,113
393,4,4:50.0,,J. Harris makes 2-pt layup from 3 ft (assist by D. Russell),106,115
394,4,4:35.0,Turnover by J. Holiday (lost ball; steal by J. Allen),,106,115
395,4,4:15.0,,D. Russell misses 2-pt jump shot from 14 ft,106,115
396,4,4:10.0,Defensive rebound by A. Davis,,106,115
397,4,3:55.0,E. Moore misses 3-pt jump shot from 23 ft,,106,115
398,4,3:51.0,,Defensive rebound by J. Allen,106,115
399,4,3:34.0,,D. Russell misses 3-pt jump shot from 26 ft,106,115
400,4,3:31.0,,Offensive rebound by J. Harris,106,115
401,4,3:30.0,,J. Harris makes 2-pt layup from 5 ft,106,117
402,4,3:30.0,New Orleans full timeout,,106,117
403,4,3:19.0,J. Holiday misses 2-pt layup from 2 ft,,106,117
404,4,3:15.0,Offensive rebound by A. Davis,,106,117
405,4,3:15.0,A. Davis makes 2-pt dunk from 1 ft,,108,117
406,4,2:53.0,,S. Dinwiddie misses 2-pt hook shot from 7 ft,108,117
407,4,2:50.0,,Offensive rebound by J. Allen,108,117
408,4,2:48.0,,D. Russell misses 3-pt jump shot from 24 ft,108,117
409,4,2:48.0,Defensive rebound by D. Miller,,108,117
410,4,2:36.0,E. Payton makes 2-pt layup from 2 ft,,110,117
411,4,2:12.0,,J. Allen makes 2-pt dunk from 1 ft (assist by D. Russell),110,119
412,4,1:53.0,A. Davis misses 2-pt layup from 4 ft,,110,119
413,4,1:50.0,,Defensive rebound by D. Russell,110,119
414,4,1:31.0,,J. Dudley misses 3-pt jump shot from 26 ft,110,119
415,4,1:29.0,Defensive rebound by Team,,110,119
416,4,1:29.0,New Orleans full timeout,,110,119
417,4,1:29.0,J. Randle enters the game for E. Moore,,110,119
418,4,1:29.0,,D. Carroll enters the game for D. Russell,110,119
419,4,1:25.0,E. Payton makes 2-pt layup from 2 ft (assist by A. Davis),,112,119
420,4,1:03.0,,Turnover by S. Dinwiddie (lost ball; steal by J. Holiday),112,119
421,4,0:59.0,J. Holiday misses 2-pt layup from 2 ft,,112,119
422,4,0:55.0,A. Davis makes 2-pt layup from 1 ft,,114,119
423,4,0:55.0,Offensive rebound by A. Davis,,114,119
424,4,0:35.0,,J. Harris makes 2-pt layup from 1 ft (assist by S. Dinwiddie),114,121
425,4,0:30.0,J. Randle makes 2-pt dunk from 2 ft (assist by J. Holiday),,116,121
426,4,0:22.0,,Personal take foul by J. Holiday (drawn by S. Dinwiddie),116,121
427,4,0:22.0,,S. Dinwiddie makes free throw 1 of 2,116,122
428,4,0:22.0,,S. Dinwiddie makes free throw 2 of 2,116,123
429,4,0:16.0,A. Davis misses 3-pt jump shot from 26 ft,,116,123
430,4,0:14.0,Offensive rebound by J. Randle,,116,123
431,4,0:14.0,J. Randle makes 2-pt layup from 1 ft,,118,123
432,4,0:14.0,Shooting foul by D. Carroll (drawn by J. Randle),,118,123
433,4,0:14.0,,E. Davis enters the game for D. Carroll,118,123
434,4,0:14.0,,D. Russell enters the game for J. Harris,118,123
435,4,0:14.0,J. Randle misses free throw 1 of 1,,118,123
436,4,0:14.0,,Defensive rebound by E. Davis,118,123
437,4,0:14.0,,Brooklyn full timeout,118,123
438,4,0:14.0,,D. Carroll enters the game for J. Allen,118,123
439,4,0:14.0,,J. Harris enters the game for E. Davis,118,123
440,4,0:13.0,,Personal take foul by D. Miller (drawn by D. Carroll),118,123
441,4,0:13.0,,D. Carroll makes free throw 1 of 2,118,124
442,4,0:13.0,,J. Allen enters the game for D. Russell,118,124
443,4,0:13.0,,D. Carroll misses free throw 2 of 2,118,124
444,4,0:13.0,Defensive rebound by A. Davis,,118,124
445,4,0:13.0,New Orleans full timeout,,118,124
446,4,0:10.0,A. Davis misses 3-pt jump shot from 25 ft,,118,124
447,4,0:08.0,,Defensive rebound by D. Carroll,118,124
448,4,0:08.0,,Personal take foul by J. Randle (drawn by D. Carroll),118,124
449,4,0:08.0,,D. Carroll makes free throw 1 of 2,118,125
450,4,0:08.0,,D. Carroll makes free throw 2 of 2,118,126
451,4,0:05.0,J. Holiday makes 3-pt jump shot from 26 ft,,121,126
