,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,SACRAMENTO_ACTION,LA LAKERS_SCORE,SACRAMENTO_SCORE
23,1,9:00.0,Offensive rebound by B. Ingram,,4,13
24,1,8:52.0,B. Ingram makes 2-pt dunk from 1 ft,,6,13
25,1,8:34.0,,N. Bjelica misses 2-pt hook shot from 5 ft,6,13
26,1,8:34.0,Defensive rebound by K. Kuzma,,6,13
27,1,8:34.0,Personal foul by N. Bjelica (drawn by K. Kuzma),,6,13
28,1,8:14.0,K. Kuzma makes 2-pt layup from 2 ft (assist by L. Ball),,8,13
29,1,8:03.0,,D. Fox misses 2-pt jump shot from 6 ft,8,13
30,1,8:01.0,Defensive rebound by I. Zubac,,8,13
31,1,7:52.0,Turnover by K. Kuzma (lost ball; steal by B. Hield),,8,13
32,1,7:36.0,,I. Shumpert makes 3-pt jump shot from 26 ft (assist by D. Fox),8,16
33,1,7:22.0,K. Kuzma misses 3-pt jump shot from 26 ft,,8,16
34,1,7:18.0,,Defensive rebound by W. Cauley-Stein,8,16
35,1,7:11.0,,N. Bjelica makes 2-pt jump shot from 8 ft (assist by D. Fox),8,18
36,1,7:11.0,,Shooting foul by K. Kuzma (drawn by N. Bjelica),8,18
37,1,7:11.0,,N. Bjelica makes free throw 1 of 1,8,19
38,1,7:00.0,Shooting foul by W. Cauley-Stein (drawn by B. Ingram),,8,19
39,1,7:00.0,B. Ingram misses free throw 1 of 2,,8,19
40,1,7:00.0,Offensive rebound by Team,,8,19
41,1,7:00.0,,B. Bogdanović enters the game for B. Hield,8,19
42,1,7:00.0,B. Ingram makes free throw 2 of 2,,9,19
43,1,6:51.0,,D. Fox makes 2-pt dunk from 1 ft,9,21
44,1,6:38.0,L. Ball misses 3-pt jump shot from 26 ft,,9,21
45,1,6:35.0,,Defensive rebound by W. Cauley-Stein,9,21
46,1,6:21.0,,I. Shumpert misses 2-pt jump shot from 14 ft,9,21
47,1,6:18.0,,Offensive rebound by D. Fox,9,21
48,1,6:17.0,,D. Fox misses 3-pt jump shot from 25 ft,9,21
49,1,6:16.0,Defensive rebound by Team,,9,21
50,1,6:03.0,L. Ball makes 3-pt jump shot from 25 ft (assist by B. Ingram),,12,21
51,1,5:47.0,,Turnover by W. Cauley-Stein (out of bounds lost ball),12,21
52,1,5:35.0,Turnover by B. Ingram (lost ball; steal by I. Shumpert),,12,21
53,1,5:30.0,,D. Fox misses 2-pt layup from 1 ft,12,21
54,1,5:27.0,Defensive rebound by L. Ball,,12,21
55,1,5:23.0,B. Ingram misses 2-pt layup from 1 ft,,12,21
56,1,5:23.0,Offensive rebound by Team,,12,21
57,1,5:23.0,,Loose ball foul by W. Cauley-Stein (drawn by K. Kuzma),12,21
58,1,5:23.0,K. Caldwell-Pope enters the game for B. Ingram,,12,21
59,1,5:23.0,T. Chandler enters the game for I. Zubac,,12,21
60,1,5:23.0,,K. Koufos enters the game for W. Cauley-Stein,12,21
61,1,5:19.0,Turnover by K. Kuzma (bad pass),,12,21
62,1,4:58.0,,B. Bogdanović misses 2-pt layup from 3 ft,12,21
63,1,4:58.0,,Offensive rebound by Team,12,21
64,1,4:58.0,,Turnover by B. Bogdanović (traveling),12,21
65,1,4:44.0,K. Kuzma makes 3-pt jump shot from 26 ft (assist by J. Hart),,15,21
66,1,4:33.0,,D. Fox misses 2-pt jump shot from 9 ft,15,21
67,1,4:31.0,,Offensive rebound by I. Shumpert,15,21
68,1,4:28.0,,I. Shumpert misses 2-pt jump shot from 15 ft,15,21
69,1,4:26.0,Defensive rebound by T. Chandler,,15,21
70,1,4:21.0,Personal foul by D. Fox (drawn by L. Ball),,15,21
71,1,4:21.0,,J. Jackson enters the game for I. Shumpert,15,21
72,1,4:15.0,K. Kuzma makes 2-pt jump shot from 8 ft (assist by L. Ball),,17,21
73,1,4:09.0,,Sacramento full timeout,17,21
74,1,4:02.0,,B. Bogdanović makes 2-pt jump shot from 14 ft,17,23
75,1,4:02.0,,Shooting foul by J. Hart (drawn by B. Bogdanović),17,23
76,1,4:02.0,,B. Hield enters the game for D. Fox,17,23
77,1,4:02.0,,B. Bogdanović misses free throw 1 of 1,17,23
78,1,3:59.0,,Offensive rebound by K. Koufos,17,23
79,1,3:56.0,,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by K. Koufos),17,26
80,1,3:40.0,L. Ball makes 3-pt jump shot from 25 ft (assist by K. Caldwell-Pope),,20,26
81,1,3:19.0,,Shooting foul by J. Hart (drawn by B. Bogdanović),20,26
82,1,3:19.0,,B. Bogdanović makes free throw 1 of 2,20,27
83,1,3:19.0,B. Ingram enters the game for J. Hart,,20,27
84,1,3:19.0,L. Stephenson enters the game for K. Kuzma,,20,27
85,1,3:19.0,,B. McLemore enters the game for N. Bjelica,20,27
86,1,3:19.0,,B. Bogdanović makes free throw 2 of 2,20,28
87,1,3:10.0,L. Ball misses 2-pt layup from 2 ft,,20,28
88,1,3:08.0,,Defensive rebound by J. Jackson,20,28
89,1,3:00.0,,J. Jackson misses 2-pt jump shot from 12 ft,20,28
90,1,2:55.0,,Offensive rebound by K. Koufos,20,28
91,1,2:55.0,,K. Koufos misses 2-pt layup at rim,20,28
92,1,2:54.0,,Offensive rebound by K. Koufos,20,28
93,1,2:54.0,,K. Koufos makes 2-pt layup at rim,20,30
94,1,2:50.0,B. Ingram makes 2-pt dunk from 2 ft (assist by L. Ball),,22,30
95,1,2:40.0,,B. Bogdanović misses 2-pt jump shot from 16 ft,22,30
96,1,2:36.0,Defensive rebound by L. Ball,,22,30
97,1,2:35.0,Turnover by L. Ball (bad pass; steal by B. Hield),,22,30
98,1,2:30.0,,B. McLemore misses 3-pt jump shot from 25 ft,22,30
99,1,2:25.0,Defensive rebound by T. Chandler,,22,30
100,1,2:23.0,Shooting foul by J. Jackson (drawn by B. Ingram),,22,30
101,1,2:23.0,B. Ingram makes free throw 1 of 2,,23,30
102,1,2:23.0,B. Ingram makes free throw 2 of 2,,24,30
103,1,2:10.0,,B. McLemore misses 3-pt jump shot from 23 ft,24,30
104,1,2:07.0,Defensive rebound by K. Caldwell-Pope,,24,30
105,1,1:57.0,L. Ball makes 3-pt jump shot from 25 ft (assist by L. Stephenson),,27,30
106,1,1:37.0,,B. Hield misses 2-pt jump shot from 12 ft,27,30
107,1,1:34.0,,Offensive rebound by K. Koufos,27,30
108,1,1:30.0,,J. Jackson misses 3-pt jump shot from 23 ft,27,30
109,1,1:26.0,Defensive rebound by L. Stephenson,,27,30
110,1,1:21.0,L. Stephenson makes 3-pt jump shot from 26 ft (assist by L. Ball),,30,30
111,1,0:59.0,,K. Koufos misses 2-pt hook shot from 8 ft,30,30
112,1,0:57.0,Defensive rebound by K. Caldwell-Pope,,30,30
113,1,0:44.0,B. Ingram makes 2-pt jump shot from 10 ft,,32,30
114,1,0:31.0,,Turnover by K. Koufos (bad pass; steal by L. Stephenson),32,30
115,1,0:27.0,L. Ball makes 2-pt dunk from 2 ft (assist by L. Stephenson),,34,30
116,1,0:12.0,,Personal take foul by K. Caldwell-Pope (drawn by B. Bogdanović),34,30
117,1,0:05.0,,B. Bogdanović makes 2-pt layup from 3 ft,34,32
118,1,0:00.0,Turnover by B. Ingram (lost ball; steal by B. Bogdanović),,34,32
119,2,11:46.0,B. Ingram makes 2-pt jump shot from 6 ft,,36,32
120,2,11:34.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,36,32
121,2,11:31.0,,Offensive rebound by B. Hield,36,32
122,2,11:28.0,,B. McLemore misses 3-pt jump shot from 24 ft (block by I. Zubac),36,32
123,2,11:28.0,,Offensive rebound by Team,36,32
124,2,11:24.0,,Personal foul by L. Stephenson (drawn by B. Bogdanović),36,32
125,2,11:15.0,,B. Hield makes 2-pt jump shot from 7 ft,36,34
126,2,11:00.0,K. Kuzma makes 2-pt layup from 2 ft (assist by K. Caldwell-Pope),,38,34
127,2,10:54.0,,Turnover by B. Bogdanović (out of bounds lost ball),38,34
128,2,10:44.0,L. Stephenson misses 3-pt jump shot from 24 ft,,38,34
129,2,10:41.0,,Defensive rebound by K. Koufos,38,34
130,2,10:37.0,,B. Hield misses 2-pt jump shot from 18 ft,38,34
131,2,10:35.0,Defensive rebound by K. Kuzma,,38,34
132,2,10:35.0,Personal foul by B. Hield (drawn by K. Kuzma),,38,34
133,2,10:35.0,,W. Cauley-Stein enters the game for K. Koufos,38,34
134,2,10:23.0,Shooting foul by B. Hield (drawn by B. Ingram),,38,34
135,2,10:23.0,B. Ingram misses free throw 1 of 2,,38,34
136,2,10:23.0,Offensive rebound by Team,,38,34
137,2,10:23.0,B. Ingram makes free throw 2 of 2,,39,34
138,2,10:13.0,,W. Cauley-Stein makes 2-pt layup from 2 ft (assist by B. Bogdanović),39,36
139,2,10:13.0,,Shooting foul by I. Zubac (drawn by W. Cauley-Stein),39,36
140,2,10:13.0,,W. Cauley-Stein makes free throw 1 of 1,39,37
141,2,9:54.0,I. Zubac makes 2-pt layup from 2 ft (assist by K. Kuzma),,41,37
142,2,9:41.0,,B. McLemore makes 2-pt layup from 2 ft (assist by W. Cauley-Stein),41,39
143,2,9:30.0,K. Kuzma misses 2-pt jump shot from 5 ft,,41,39
144,2,9:27.0,,Defensive rebound by J. Jackson,41,39
145,2,9:26.0,,Turnover by B. Bogdanović (traveling),41,39
146,2,9:07.0,B. Ingram misses 3-pt jump shot from 23 ft,,41,39
147,2,9:02.0,,Defensive rebound by B. McLemore,41,39
148,2,8:54.0,,B. Bogdanović makes 2-pt jump shot from 9 ft,41,41
149,2,8:34.0,I. Zubac makes 2-pt layup from 2 ft,,43,41
150,2,8:23.0,,W. Cauley-Stein misses 2-pt layup from 3 ft,43,41
151,2,8:23.0,,Offensive rebound by J. Jackson,43,41
152,2,8:23.0,,Shooting foul by K. Caldwell-Pope (drawn by J. Jackson),43,41
153,2,8:23.0,,J. Jackson makes free throw 1 of 2,43,42
154,2,8:23.0,,J. Jackson makes free throw 2 of 2,43,43
155,2,8:00.0,K. Kuzma makes 2-pt layup from 6 ft,,45,43
156,2,7:46.0,,J. Jackson makes 2-pt layup from 2 ft (assist by W. Cauley-Stein),45,45
157,2,7:27.0,Personal foul by J. Jackson (drawn by K. Caldwell-Pope),,45,45
158,2,7:27.0,J. Hart enters the game for K. Caldwell-Pope,,45,45
159,2,7:27.0,,D. Fox enters the game for B. Hield,45,45
160,2,7:27.0,,I. Shumpert enters the game for B. McLemore,45,45
161,2,7:22.0,B. Ingram misses 2-pt jump shot from 21 ft,,45,45
162,2,7:20.0,,Defensive rebound by D. Fox,45,45
163,2,7:12.0,,J. Jackson misses 2-pt layup from 3 ft,45,45
164,2,7:10.0,Defensive rebound by B. Ingram,,45,45
165,2,7:10.0,L. Ball enters the game for B. Ingram,,45,45
166,2,7:06.0,Personal foul by B. Bogdanović (drawn by L. Ball),,45,45
167,2,6:51.0,K. Kuzma misses 2-pt layup from 5 ft,,45,45
168,2,6:48.0,Offensive rebound by I. Zubac,,45,45
169,2,6:48.0,I. Zubac misses 2-pt layup from 1 ft,,45,45
170,2,6:47.0,,Defensive rebound by I. Shumpert,45,45
171,2,6:41.0,,D. Fox makes 2-pt jump shot from 7 ft,45,47
172,2,6:29.0,L. Stephenson makes 2-pt jump shot from 17 ft,,47,47
173,2,6:17.0,,D. Fox makes 2-pt jump shot from 3 ft,47,49
174,2,6:08.0,L. Stephenson misses 2-pt jump shot from 22 ft,,47,49
175,2,6:05.0,,Defensive rebound by D. Fox,47,49
176,2,5:58.0,,D. Fox misses 2-pt jump shot from 10 ft,47,49
177,2,5:56.0,Defensive rebound by L. Ball,,47,49
178,2,5:46.0,Shooting foul by J. Jackson (drawn by K. Kuzma),,47,49
179,2,5:46.0,,Sacramento full timeout,47,49
180,2,5:46.0,T. Chandler enters the game for I. Zubac,,47,49
181,2,5:46.0,,N. Bjelica enters the game for J. Jackson,47,49
182,2,5:46.0,K. Kuzma makes free throw 1 of 2,,48,49
183,2,5:46.0,K. Kuzma makes free throw 2 of 2,,49,49
184,2,5:28.0,,I. Shumpert makes 3-pt jump shot from 25 ft (assist by N. Bjelica),49,52
185,2,5:09.0,Shooting foul by N. Bjelica (drawn by K. Kuzma),,49,52
186,2,5:09.0,K. Kuzma misses free throw 1 of 2,,49,52
187,2,5:09.0,Offensive rebound by Team,,49,52
188,2,5:09.0,K. Kuzma makes free throw 2 of 2,,50,52
189,2,4:58.0,,W. Cauley-Stein makes 2-pt hook shot from 8 ft (assist by D. Fox),50,54
190,2,4:41.0,K. Kuzma misses 2-pt layup from 3 ft (block by W. Cauley-Stein),,50,54
191,2,4:38.0,,Defensive rebound by B. Bogdanović,50,54
192,2,4:35.0,,D. Fox misses 2-pt jump shot from 3 ft,50,54
193,2,4:34.0,,Offensive rebound by D. Fox,50,54
194,2,4:31.0,,W. Cauley-Stein misses 2-pt jump shot from 15 ft,50,54
195,2,4:31.0,Defensive rebound by L. Ball,,50,54
196,2,4:24.0,K. Kuzma makes 2-pt layup from 2 ft (assist by L. Ball),,52,54
197,2,4:17.0,Technical foul by,,52,54
198,2,4:17.0,K. Kuzma makes technical free throw,,53,54
199,2,4:17.0,B. Ingram enters the game for L. Stephenson,,53,54
200,2,4:07.0,,D. Fox misses 3-pt jump shot from 25 ft,53,54
201,2,4:01.0,Defensive rebound by K. Kuzma,,53,54
202,2,3:52.0,K. Kuzma makes 2-pt layup from 3 ft (assist by L. Ball),,55,54
203,2,3:34.0,,Shooting foul by J. Hart (drawn by D. Fox),55,54
204,2,3:34.0,,D. Fox misses free throw 1 of 2,55,54
205,2,3:34.0,,Offensive rebound by Team,55,54
206,2,3:34.0,K. Caldwell-Pope enters the game for J. Hart,,55,54
207,2,3:34.0,,B. Hield enters the game for B. Bogdanović,55,54
208,2,3:34.0,,D. Fox makes free throw 2 of 2,55,55
209,2,3:20.0,L. Ball misses 2-pt layup from 5 ft,,55,55
210,2,3:18.0,Offensive rebound by T. Chandler,,55,55
211,2,3:16.0,T. Chandler makes 2-pt dunk from 3 ft,,57,55
212,2,2:59.0,,B. Hield misses 2-pt jump shot from 12 ft,57,55
213,2,2:56.0,,Offensive rebound by W. Cauley-Stein,57,55
214,2,2:54.0,,B. Hield makes 2-pt jump shot from 14 ft (assist by W. Cauley-Stein),57,57
215,2,2:50.0,LA Lakers full timeout,,57,57
216,2,2:34.0,K. Caldwell-Pope misses 2-pt layup from 3 ft,,57,57
217,2,2:29.0,Offensive rebound by T. Chandler,,57,57
218,2,2:29.0,T. Chandler makes 2-pt dunk from 1 ft,,59,57
219,2,2:06.0,,I. Shumpert misses 2-pt jump shot from 17 ft,59,57
220,2,2:06.0,,Offensive rebound by Team,59,57
221,2,2:06.0,,Turnover by Team (shot clock),59,57
222,2,1:46.0,K. Kuzma misses 3-pt jump shot from 23 ft,,59,57
223,2,1:45.0,,Defensive rebound by Team,59,57
224,2,1:33.0,,Turnover by N. Bjelica (traveling),59,57
225,2,1:14.0,B. Ingram makes 2-pt layup from 14 ft,,61,57
226,2,1:02.0,,W. Cauley-Stein misses 2-pt layup from 2 ft,61,57
227,2,1:02.0,Defensive rebound by K. Kuzma,,61,57
228,2,0:55.0,T. Chandler makes 2-pt dunk from 2 ft (assist by L. Ball),,63,57
229,2,0:52.0,,Turnover by D. Fox (bad pass; steal by L. Ball),63,57
230,2,0:48.0,Shooting foul by D. Fox (drawn by K. Kuzma),,63,57
231,2,0:48.0,K. Kuzma makes free throw 1 of 2,,64,57
232,2,0:48.0,S. Mykhailiuk enters the game for K. Caldwell-Pope,,64,57
233,2,0:48.0,L. Stephenson enters the game for T. Chandler,,64,57
234,2,0:48.0,,B. Bogdanović enters the game for W. Cauley-Stein,64,57
235,2,0:48.0,K. Kuzma makes free throw 2 of 2,,65,57
236,2,0:39.0,,D. Fox misses 2-pt layup from 2 ft,65,57
237,2,0:39.0,,Offensive rebound by B. Hield,65,57
238,2,0:39.0,,Shooting foul by S. Mykhailiuk (drawn by B. Hield),65,57
239,2,0:39.0,,B. Hield makes free throw 1 of 2,65,58
240,2,0:39.0,,B. Hield makes free throw 2 of 2,65,59
241,2,0:33.0,B. Ingram makes 2-pt jump shot from 4 ft,,67,59
242,2,0:26.0,,N. Bjelica misses 2-pt layup from 5 ft (block by L. Ball),67,59
243,2,0:24.0,,Offensive rebound by Team,67,59
244,2,0:22.0,,N. Bjelica misses 2-pt layup at rim,67,59
245,2,0:21.0,,Offensive rebound by N. Bjelica,67,59
246,2,0:21.0,,N. Bjelica makes 2-pt layup at rim,67,61
247,2,0:02.0,K. Kuzma misses 3-pt jump shot from 25 ft,,67,61
248,2,0:02.0,,Defensive rebound by D. Fox,67,61
249,3,11:42.0,J. Hart misses 2-pt jump shot from 12 ft,,67,61
250,3,11:39.0,,Defensive rebound by W. Cauley-Stein,67,61
251,3,11:29.0,,B. Hield misses 2-pt jump shot from 11 ft,67,61
252,3,11:25.0,Defensive rebound by K. Kuzma,,67,61
253,3,11:18.0,L. Ball makes 3-pt jump shot from 25 ft,,70,61
254,3,11:04.0,,N. Bjelica misses 3-pt jump shot from 23 ft,70,61
255,3,11:01.0,Defensive rebound by L. Ball,,70,61
256,3,10:44.0,I. Zubac misses 2-pt dunk from 6 ft (block by I. Shumpert),,70,61
257,3,10:41.0,,Defensive rebound by I. Shumpert,70,61
258,3,10:34.0,,Turnover by D. Fox (bad pass; steal by J. Hart),70,61
259,3,10:31.0,Turnover by K. Kuzma (bad pass; steal by D. Fox),,70,61
260,3,10:16.0,,Personal foul by B. Ingram (drawn by N. Bjelica),70,61
261,3,10:08.0,,W. Cauley-Stein misses 2-pt layup from 2 ft,70,61
262,3,10:06.0,Defensive rebound by L. Ball,,70,61
263,3,10:02.0,I. Zubac misses 2-pt layup from 3 ft,,70,61
264,3,9:59.0,,Defensive rebound by B. Hield,70,61
265,3,9:49.0,,W. Cauley-Stein misses 2-pt hook shot from 5 ft,70,61
266,3,9:45.0,Defensive rebound by J. Hart,,70,61
267,3,9:41.0,K. Kuzma misses 3-pt jump shot from 25 ft,,70,61
268,3,9:37.0,,Defensive rebound by I. Shumpert,70,61
269,3,9:33.0,,I. Shumpert makes 3-pt jump shot from 25 ft,70,64
270,3,9:17.0,Turnover by I. Zubac (lost ball; steal by D. Fox),,70,64
271,3,9:12.0,,I. Shumpert makes 3-pt jump shot from 25 ft (assist by D. Fox),70,67
272,3,8:46.0,J. Hart misses 2-pt layup from 2 ft,,70,67
273,3,8:44.0,,Defensive rebound by B. Hield,70,67
274,3,8:41.0,,B. Hield misses 3-pt jump shot from 26 ft,70,67
275,3,8:38.0,Defensive rebound by I. Zubac,,70,67
276,3,8:35.0,,Violation by Team (kicked ball),70,67
277,3,8:24.0,I. Zubac misses 2-pt dunk from 2 ft (block by B. Hield),,70,67
278,3,8:22.0,,Defensive rebound by D. Fox,70,67
279,3,8:20.0,,N. Bjelica makes 2-pt dunk from 2 ft (assist by D. Fox),70,69
280,3,8:20.0,LA Lakers full timeout,,70,69
281,3,8:03.0,L. Ball makes 2-pt jump shot from 5 ft,,72,69
282,3,7:50.0,,I. Shumpert misses 3-pt jump shot from 25 ft,72,69
283,3,7:47.0,Defensive rebound by J. Hart,,72,69
284,3,7:36.0,B. Ingram makes 3-pt jump shot from 25 ft (assist by L. Ball),,75,69
285,3,7:23.0,,W. Cauley-Stein makes 2-pt jump shot from 16 ft (assist by D. Fox),75,71
286,3,7:17.0,K. Kuzma makes 2-pt dunk from 1 ft (assist by L. Ball),,77,71
287,3,6:59.0,,Shooting foul by I. Zubac (drawn by N. Bjelica),77,71
288,3,6:59.0,,N. Bjelica misses free throw 1 of 2,77,71
289,3,6:59.0,,Offensive rebound by Team,77,71
290,3,6:59.0,,Y. Ferrell enters the game for D. Fox,77,71
291,3,6:59.0,,N. Bjelica makes free throw 2 of 2,77,72
292,3,6:44.0,J. Hart makes 3-pt jump shot from 25 ft (assist by K. Kuzma),,80,72
293,3,6:30.0,,W. Cauley-Stein misses 2-pt jump shot from 18 ft,80,72
294,3,6:27.0,Defensive rebound by K. Kuzma,,80,72
295,3,6:08.0,B. Ingram misses 2-pt jump shot from 15 ft,,80,72
296,3,6:06.0,Offensive rebound by I. Zubac,,80,72
297,3,6:06.0,I. Zubac misses 2-pt layup from 4 ft (block by N. Bjelica),,80,72
298,3,6:06.0,Offensive rebound by Team,,80,72
299,3,6:06.0,,B. Bogdanović enters the game for B. Hield,80,72
300,3,5:54.0,Turnover by K. Kuzma (traveling),,80,72
301,3,5:37.0,,N. Bjelica misses 3-pt jump shot from 24 ft,80,72
302,3,5:33.0,Defensive rebound by J. Hart,,80,72
303,3,5:27.0,B. Ingram misses 3-pt jump shot from 25 ft,,80,72
304,3,5:25.0,,Defensive rebound by N. Bjelica,80,72
305,3,5:14.0,,Y. Ferrell makes 2-pt jump shot from 11 ft,80,74
306,3,4:56.0,J. Hart makes 3-pt jump shot from 22 ft (assist by K. Kuzma),,83,74
307,3,4:42.0,,Turnover by B. Bogdanović (bad pass; steal by L. Ball),83,74
308,3,4:42.0,K. Caldwell-Pope enters the game for L. Ball,,83,74
309,3,4:42.0,T. Chandler enters the game for I. Zubac,,83,74
310,3,4:42.0,,J. Jackson enters the game for N. Bjelica,83,74
311,3,4:19.0,B. Ingram misses 2-pt jump shot from 17 ft,,83,74
312,3,4:14.0,Offensive rebound by T. Chandler,,83,74
313,3,4:11.0,Shooting foul by I. Shumpert (drawn by K. Kuzma),,83,74
314,3,4:11.0,K. Kuzma misses free throw 1 of 2,,83,74
315,3,4:11.0,Offensive rebound by Team,,83,74
316,3,4:11.0,K. Kuzma makes free throw 2 of 2,,84,74
317,3,3:57.0,,Y. Ferrell makes 2-pt jump shot from 15 ft,84,76
318,3,3:39.0,Turnover by T. Chandler (offensive foul),,84,76
319,3,3:39.0,Offensive foul by T. Chandler (drawn by I. Shumpert),,84,76
320,3,3:39.0,L. Stephenson enters the game for K. Kuzma,,84,76
321,3,3:18.0,,W. Cauley-Stein makes 2-pt layup from 2 ft,84,78
322,3,2:52.0,B. Ingram makes 2-pt jump shot from 13 ft,,86,78
323,3,2:44.0,,B. Bogdanović misses 3-pt jump shot from 23 ft,86,78
324,3,2:41.0,Defensive rebound by T. Chandler,,86,78
325,3,2:30.0,K. Caldwell-Pope makes 2-pt jump shot from 11 ft (assist by L. Stephenson),,88,78
326,3,2:30.0,Shooting foul by I. Shumpert (drawn by K. Caldwell-Pope),,88,78
327,3,2:30.0,,Sacramento full timeout,88,78
328,3,2:30.0,K. Kuzma enters the game for T. Chandler,,88,78
329,3,2:30.0,,N. Bjelica enters the game for W. Cauley-Stein,88,78
330,3,2:30.0,,D. Fox enters the game for Y. Ferrell,88,78
331,3,2:30.0,,B. Hield enters the game for I. Shumpert,88,78
332,3,2:30.0,K. Caldwell-Pope misses free throw 1 of 1,,88,78
333,3,2:25.0,,Defensive rebound by D. Fox,88,78
334,3,2:14.0,,D. Fox misses 2-pt jump shot from 8 ft,88,78
335,3,2:11.0,Defensive rebound by K. Kuzma,,88,78
336,3,1:53.0,K. Kuzma makes 2-pt jump shot from 5 ft (assist by J. Hart),,90,78
337,3,1:35.0,,Turnover by B. Hield (bad pass; steal by J. Hart),90,78
338,3,1:33.0,J. Hart makes 2-pt layup from 1 ft,,92,78
339,3,1:15.0,,Personal foul by L. Stephenson (drawn by N. Bjelica),92,78
340,3,1:09.0,,N. Bjelica makes 2-pt layup from 1 ft (assist by D. Fox),92,80
341,3,0:58.0,J. Hart misses 3-pt jump shot from 25 ft,,92,80
342,3,0:54.0,,Defensive rebound by J. Jackson,92,80
343,3,0:49.0,,Personal foul by J. Hart (drawn by B. Bogdanović),92,80
344,3,0:49.0,,N. Bjelica makes free throw 1 of 2,92,81
345,3,0:49.0,A. Caruso enters the game for J. Hart,,92,81
346,3,0:49.0,,N. Bjelica makes free throw 2 of 2,92,82
347,3,0:28.0,L. Stephenson misses 3-pt jump shot from 25 ft,,92,82
348,3,0:24.0,Offensive rebound by A. Caruso,,92,82
349,3,0:22.0,L. Stephenson makes 2-pt layup from 1 ft (assist by K. Kuzma),,94,82
350,3,0:22.0,Shooting foul by B. Hield (drawn by L. Stephenson),,94,82
351,3,0:22.0,,I. Shumpert enters the game for B. Bogdanović,94,82
352,3,0:22.0,L. Stephenson makes free throw 1 of 1,,95,82
353,3,0:00.0,,D. Fox makes 2-pt jump shot from 12 ft,95,84
354,4,11:53.0,,Personal foul by A. Caruso (drawn by N. Bjelica),95,84
355,4,11:43.0,,N. Bjelica misses 2-pt jump shot from 5 ft,95,84
356,4,11:40.0,Defensive rebound by K. Kuzma,,95,84
357,4,11:28.0,L. Stephenson makes 2-pt jump shot from 17 ft,,97,84
358,4,11:11.0,,D. Fox misses 3-pt jump shot from 25 ft,97,84
359,4,11:11.0,,Offensive rebound by N. Bjelica,97,84
360,4,11:06.0,,N. Bjelica makes 2-pt layup from 2 ft,97,86
361,4,10:41.0,Turnover by Team (shot clock),,97,86
362,4,10:28.0,,Turnover by J. Jackson (bad pass),97,86
363,4,10:12.0,Turnover by K. Kuzma (bad pass; steal by I. Shumpert),,97,86
364,4,10:01.0,,I. Shumpert misses 3-pt jump shot from 26 ft,97,86
365,4,9:57.0,Defensive rebound by L. Ball,,97,86
366,4,9:50.0,L. Stephenson misses 3-pt jump shot from 25 ft,,97,86
367,4,9:46.0,,Defensive rebound by N. Bjelica,97,86
368,4,9:36.0,,B. Hield misses 3-pt jump shot from 25 ft,97,86
369,4,9:32.0,Defensive rebound by L. Stephenson,,97,86
370,4,9:22.0,K. Kuzma misses 2-pt jump shot from 6 ft,,97,86
371,4,9:17.0,,Defensive rebound by N. Bjelica,97,86
372,4,9:10.0,,J. Jackson makes 3-pt jump shot from 25 ft (assist by I. Shumpert),97,89
373,4,9:09.0,LA Lakers full timeout,,97,89
