,QUARTER,TIME_REMAINING,TORONTO_ACTION,MINNESOTA_ACTION,TORONTO_SCORE,MINNESOTA_SCORE
49,1,6:00.0,M. Gasol makes 3-pt jump shot from 25 ft (assist by F. VanVleet),,16,14
50,1,5:50.0,,Minnesota full timeout,16,14
51,1,5:50.0,,A. Tolliver enters the game for D. Šarić,16,14
52,1,5:35.0,,T. Jones makes 3-pt jump shot from 25 ft (assist by G. Dieng),16,17
53,1,5:10.0,Turnover by D. Green (bad pass; steal by G. Dieng),,16,17
54,1,5:05.0,,G. Dieng misses 2-pt layup from 2 ft (block by D. Green),16,17
55,1,5:01.0,Defensive rebound by M. Gasol,,16,17
56,1,4:59.0,Turnover by F. VanVleet (lost ball; steal by T. Jones),,16,17
57,1,4:38.0,,A. Wiggins misses 2-pt jump shot from 15 ft,16,17
58,1,4:33.0,Defensive rebound by P. Siakam,,16,17
59,1,4:31.0,D. Green misses 3-pt jump shot from 22 ft,,16,17
60,1,4:30.0,,Defensive rebound by Team,16,17
61,1,4:30.0,Loose ball foul by P. Siakam (drawn by A. Tolliver),,16,17
62,1,4:30.0,,K. Bates-Diop enters the game for J. Okogie,16,17
63,1,4:17.0,,T. Jones makes 2-pt layup from 1 ft,16,19
64,1,4:02.0,Offensive foul by M. Gasol (drawn by G. Dieng),,16,19
65,1,4:02.0,Turnover by M. Gasol (offensive foul),,16,19
66,1,3:53.0,,A. Wiggins makes 2-pt dunk from 1 ft (assist by G. Dieng),16,21
67,1,3:42.0,Turnover by P. Siakam (step out of bounds),,16,21
68,1,3:32.0,,Shooting foul by F. VanVleet (drawn by G. Dieng),16,21
69,1,3:32.0,,G. Dieng makes free throw 1 of 2,16,22
70,1,3:32.0,,G. Dieng makes free throw 2 of 2,16,23
71,1,3:16.0,P. Siakam makes 3-pt jump shot from 25 ft (assist by D. Green),,19,23
72,1,3:06.0,,Personal foul by P. Siakam (drawn by T. Jones),19,23
73,1,2:58.0,,G. Dieng misses 2-pt jump shot from 15 ft,19,23
74,1,2:55.0,Defensive rebound by P. Siakam,,19,23
75,1,2:47.0,K. Leonard makes 2-pt layup from 1 ft (assist by F. VanVleet),,21,23
76,1,2:25.0,,A. Wiggins makes 2-pt jump shot from 17 ft,21,25
77,1,2:16.0,Toronto full timeout,,21,25
78,1,2:16.0,O. Anunoby enters the game for D. Green,,21,25
79,1,2:16.0,J. Lin enters the game for K. Leonard,,21,25
80,1,2:16.0,N. Powell enters the game for P. Siakam,,21,25
81,1,2:16.0,,D. Šarić enters the game for G. Dieng,21,25
82,1,2:04.0,F. VanVleet misses 3-pt jump shot from 25 ft,,21,25
83,1,2:03.0,Offensive rebound by Team,,21,25
84,1,2:03.0,,Loose ball foul by D. Šarić (drawn by M. Gasol),21,25
85,1,1:55.0,Personal foul by K. Bates-Diop (drawn by M. Gasol),,21,25
86,1,1:39.0,F. VanVleet misses 3-pt jump shot from 24 ft,,21,25
87,1,1:37.0,,Defensive rebound by A. Wiggins,21,25
88,1,1:24.0,,Turnover by K. Bates-Diop (traveling),21,25
89,1,1:24.0,C. Boucher enters the game for M. Gasol,,21,25
90,1,1:11.0,N. Powell makes 3-pt jump shot from 25 ft (assist by F. VanVleet),,24,25
91,1,0:57.0,,D. Šarić misses 2-pt jump shot from 16 ft,24,25
92,1,0:53.0,Defensive rebound by O. Anunoby,,24,25
93,1,0:48.0,N. Powell makes 2-pt layup at rim (assist by O. Anunoby),,26,25
94,1,0:40.0,,T. Jones misses 2-pt jump shot from 8 ft,26,25
95,1,0:37.0,Defensive rebound by C. Boucher,,26,25
96,1,0:33.0,O. Anunoby misses 3-pt jump shot from 23 ft (block by A. Tolliver),,26,25
97,1,0:31.0,,Defensive rebound by K. Bates-Diop,26,25
98,1,0:25.0,,A. Wiggins misses 3-pt jump shot from 25 ft,26,25
99,1,0:25.0,,Offensive rebound by D. Šarić,26,25
100,1,0:21.0,,D. Šarić makes 2-pt layup from 2 ft,26,27
101,1,0:21.0,,Shooting foul by O. Anunoby (drawn by D. Šarić),26,27
102,1,0:21.0,J. Meeks enters the game for F. VanVleet,,26,27
103,1,0:21.0,,J. Okogie enters the game for T. Jones,26,27
104,1,0:21.0,,J. Terrell enters the game for A. Wiggins,26,27
105,1,0:21.0,,D. Šarić makes free throw 1 of 1,26,28
106,1,0:02.0,J. Lin misses 2-pt jump shot from 12 ft,,26,28
107,1,0:02.0,,Defensive rebound by J. Okogie,26,28
108,2,11:43.0,,Shooting foul by C. Boucher (drawn by D. Šarić),26,28
109,2,11:43.0,,D. Šarić makes free throw 1 of 2,26,29
110,2,11:43.0,,D. Šarić makes free throw 2 of 2,26,30
111,2,11:32.0,Turnover by N. Powell (bad pass),,26,30
112,2,11:21.0,,K. Bates-Diop misses 3-pt jump shot from 26 ft,26,30
113,2,11:19.0,Defensive rebound by N. Powell,,26,30
114,2,11:14.0,C. Boucher makes 2-pt dunk from 1 ft (assist by J. Meeks),,28,30
115,2,11:00.0,,A. Tolliver misses 2-pt jump shot from 12 ft,28,30
116,2,10:56.0,Defensive rebound by N. Powell,,28,30
117,2,10:45.0,O. Anunoby misses 2-pt layup from 1 ft,,28,30
118,2,10:40.0,Offensive rebound by O. Anunoby,,28,30
119,2,10:38.0,O. Anunoby makes 2-pt layup from 2 ft,,30,30
120,2,10:38.0,Violation by Team (kicked ball),,30,30
121,2,10:27.0,Violation by Team (kicked ball),,30,30
122,2,10:24.0,,Shooting foul by J. Lin (drawn by J. Terrell),30,30
123,2,10:24.0,,J. Terrell makes free throw 1 of 2,30,31
124,2,10:24.0,,J. Terrell misses free throw 2 of 2,30,31
125,2,10:22.0,Defensive rebound by O. Anunoby,,30,31
126,2,10:07.0,C. Boucher makes 3-pt jump shot from 25 ft (assist by O. Anunoby),,33,31
127,2,9:52.0,,Personal foul by J. Meeks (drawn by C. Williams),33,31
128,2,9:52.0,,C. Reynolds enters the game for A. Tolliver,33,31
129,2,9:47.0,,J. Terrell misses 3-pt jump shot from 25 ft,33,31
130,2,9:44.0,Defensive rebound by C. Boucher,,33,31
131,2,9:32.0,C. Boucher makes 2-pt layup from 1 ft (assist by J. Lin),,35,31
132,2,9:21.0,,C. Reynolds misses 2-pt layup from 3 ft,35,31
133,2,9:18.0,Defensive rebound by J. Lin,,35,31
134,2,9:15.0,J. Lin misses 2-pt layup from 2 ft (block by K. Bates-Diop),,35,31
135,2,9:12.0,,Defensive rebound by K. Bates-Diop,35,31
136,2,8:59.0,,Turnover by K. Bates-Diop (bad pass; steal by J. Lin),35,31
137,2,8:51.0,N. Powell misses 2-pt layup from 7 ft (block by J. Terrell),,35,31
138,2,8:48.0,,Defensive rebound by K. Bates-Diop,35,31
139,2,8:44.0,,D. Šarić makes 2-pt layup from 1 ft (assist by K. Bates-Diop),35,33
140,2,8:30.0,Personal foul by C. Reynolds (drawn by J. Meeks),,35,33
141,2,8:24.0,J. Meeks makes 2-pt layup from 4 ft (assist by J. Lin),,37,33
142,2,8:16.0,,J. Terrell misses 3-pt jump shot from 25 ft,37,33
143,2,8:16.0,Defensive rebound by N. Powell,,37,33
144,2,8:09.0,N. Powell misses 3-pt jump shot from 25 ft,,37,33
145,2,8:09.0,,Defensive rebound by K. Bates-Diop,37,33
146,2,7:52.0,,D. Šarić makes 3-pt jump shot from 23 ft (assist by J. Terrell),37,36
147,2,7:42.0,Shooting foul by J. Terrell (drawn by J. Lin),,37,36
148,2,7:42.0,J. Lin makes free throw 1 of 3,,38,36
149,2,7:42.0,J. Lin makes free throw 2 of 3,,39,36
150,2,7:42.0,,M. Creek enters the game for K. Bates-Diop,39,36
151,2,7:42.0,J. Lin makes free throw 3 of 3,,40,36
152,2,7:26.0,,C. Williams makes 2-pt jump shot from 20 ft,40,38
153,2,7:10.0,O. Anunoby makes 2-pt layup from 1 ft (assist by J. Lin),,42,38
154,2,6:47.0,,C. Reynolds misses 3-pt jump shot from 25 ft (block by C. Boucher),42,38
155,2,6:43.0,Defensive rebound by C. Boucher,,42,38
156,2,6:42.0,C. Boucher makes 2-pt layup from 1 ft,,44,38
157,2,6:42.0,,Minnesota full timeout,44,38
158,2,6:42.0,,G. Dieng enters the game for D. Šarić,44,38
159,2,6:29.0,,Shooting foul by N. Powell (drawn by G. Dieng),44,38
160,2,6:29.0,,G. Dieng makes free throw 1 of 2,44,39
161,2,6:29.0,,G. Dieng makes free throw 2 of 2,44,40
162,2,6:15.0,J. Meeks makes 2-pt layup from 3 ft (assist by N. Powell),,46,40
163,2,6:04.0,,C. Reynolds misses 3-pt jump shot from 24 ft,46,40
164,2,5:59.0,Defensive rebound by C. Boucher,,46,40
165,2,5:42.0,J. Meeks makes 3-pt jump shot from 26 ft (assist by J. Lin),,49,40
166,2,5:16.0,,G. Dieng makes 2-pt jump shot from 18 ft (assist by C. Reynolds),49,42
167,2,5:04.0,Personal foul by J. Terrell (drawn by C. Boucher),,49,42
168,2,5:04.0,D. Green enters the game for O. Anunoby,,49,42
169,2,5:04.0,K. Leonard enters the game for J. Lin,,49,42
170,2,5:04.0,P. Siakam enters the game for N. Powell,,49,42
171,2,5:04.0,,T. Jones enters the game for C. Reynolds,49,42
172,2,5:04.0,,J. Okogie enters the game for J. Terrell,49,42
173,2,5:04.0,,A. Wiggins enters the game for C. Williams,49,42
174,2,4:55.0,K. Leonard makes 2-pt jump shot from 16 ft,,51,42
175,2,4:43.0,,A. Wiggins misses 3-pt jump shot from 25 ft,51,42
176,2,4:41.0,Defensive rebound by C. Boucher,,51,42
177,2,4:22.0,K. Leonard makes 2-pt jump shot from 13 ft,,53,42
178,2,4:05.0,,G. Dieng misses 2-pt hook shot from 8 ft (block by C. Boucher),53,42
179,2,4:01.0,Defensive rebound by K. Leonard,,53,42
180,2,3:51.0,C. Boucher makes 2-pt layup from 2 ft (assist by P. Siakam),,55,42
181,2,3:44.0,,Minnesota full timeout,55,42
182,2,3:44.0,M. Gasol enters the game for C. Boucher,,55,42
183,2,3:44.0,F. VanVleet enters the game for J. Meeks,,55,42
184,2,3:33.0,,Turnover by M. Creek (bad pass; steal by P. Siakam),55,42
185,2,3:33.0,Personal foul by G. Dieng (drawn by P. Siakam),,55,42
186,2,3:33.0,,K. Bates-Diop enters the game for M. Creek,55,42
187,2,3:19.0,D. Green misses 3-pt jump shot from 23 ft,,55,42
188,2,3:17.0,,Defensive rebound by A. Wiggins,55,42
189,2,3:08.0,,J. Okogie misses 2-pt jump shot from 7 ft,55,42
190,2,3:05.0,Defensive rebound by K. Leonard,,55,42
191,2,2:57.0,K. Leonard makes 2-pt layup from 1 ft,,57,42
192,2,2:44.0,,K. Bates-Diop misses 3-pt jump shot from 25 ft,57,42
193,2,2:41.0,Defensive rebound by D. Green,,57,42
194,2,2:34.0,F. VanVleet makes 2-pt layup at rim,,59,42
195,2,2:24.0,,T. Jones misses 3-pt jump shot from 25 ft,59,42
196,2,2:22.0,Defensive rebound by D. Green,,59,42
197,2,2:17.0,F. VanVleet makes 2-pt layup from 2 ft (assist by D. Green),,61,42
198,2,2:16.0,,Minnesota full timeout,61,42
199,2,2:00.0,,J. Okogie makes 3-pt jump shot from 24 ft (assist by T. Jones),61,45
200,2,1:47.0,P. Siakam makes 2-pt layup from 2 ft,,63,45
201,2,1:42.0,,Shooting foul by P. Siakam (drawn by K. Bates-Diop),63,45
202,2,1:42.0,,K. Bates-Diop makes free throw 1 of 2,63,46
203,2,1:42.0,O. Anunoby enters the game for P. Siakam,,63,46
204,2,1:42.0,,K. Bates-Diop makes free throw 2 of 2,63,47
205,2,1:30.0,Offensive foul by O. Anunoby (drawn by T. Jones),,63,47
206,2,1:30.0,Turnover by O. Anunoby (offensive foul),,63,47
207,2,1:10.0,,Turnover by T. Jones (bad pass; steal by F. VanVleet),63,47
208,2,1:02.0,Personal foul by J. Okogie (drawn by D. Green),,63,47
209,2,1:02.0,D. Green makes free throw 1 of 2,,64,47
210,2,1:02.0,D. Green makes free throw 2 of 2,,65,47
211,2,0:53.0,,A. Wiggins misses 3-pt jump shot from 25 ft,65,47
212,2,0:51.0,Defensive rebound by M. Gasol,,65,47
213,2,0:28.0,F. VanVleet makes 2-pt jump shot from 20 ft (assist by D. Green),,67,47
214,2,0:18.0,,A. Wiggins misses 2-pt jump shot from 8 ft,67,47
215,2,0:17.0,Defensive rebound by Team,,67,47
216,2,0:02.0,M. Gasol makes 2-pt layup from 3 ft (assist by F. VanVleet),,69,47
217,2,0:02.0,,Violation by Team (def goaltending),69,47
218,3,11:47.0,Violation by Team (kicked ball),,69,47
219,3,11:39.0,,D. Šarić makes 2-pt layup from 1 ft (assist by J. Okogie),69,49
220,3,11:20.0,Turnover by K. Leonard (bad pass; steal by J. Okogie),,69,49
221,3,11:16.0,,D. Šarić makes 3-pt jump shot from 25 ft (assist by T. Jones),69,52
222,3,11:01.0,Personal foul by J. Okogie (drawn by M. Gasol),,69,52
223,3,10:51.0,F. VanVleet misses 2-pt jump shot from 11 ft,,69,52
224,3,10:48.0,,Defensive rebound by D. Šarić,69,52
225,3,10:35.0,,G. Dieng makes 2-pt layup from 1 ft (assist by A. Wiggins),69,54
226,3,10:12.0,K. Leonard makes 3-pt jump shot from 25 ft,,72,54
227,3,9:53.0,,A. Wiggins misses 2-pt jump shot from 6 ft,72,54
228,3,9:49.0,Defensive rebound by K. Leonard,,72,54
229,3,9:44.0,M. Gasol misses 3-pt jump shot from 26 ft,,72,54
230,3,9:41.0,,Defensive rebound by G. Dieng,72,54
231,3,9:32.0,,G. Dieng makes 2-pt jump shot from 15 ft (assist by T. Jones),72,56
232,3,9:21.0,P. Siakam makes 2-pt layup from 1 ft,,74,56
233,3,9:08.0,,A. Wiggins makes 2-pt jump shot from 20 ft (assist by G. Dieng),74,58
234,3,8:49.0,Shooting foul by J. Okogie (drawn by M. Gasol),,74,58
235,3,8:49.0,M. Gasol misses free throw 1 of 2,,74,58
236,3,8:49.0,Offensive rebound by Team,,74,58
237,3,8:49.0,M. Gasol makes free throw 2 of 2,,75,58
238,3,8:31.0,,J. Okogie misses 3-pt jump shot from 26 ft,75,58
239,3,8:26.0,Defensive rebound by K. Leonard,,75,58
240,3,8:22.0,K. Leonard makes 3-pt jump shot from 26 ft,,78,58
241,3,8:02.0,,A. Wiggins makes 3-pt jump shot from 26 ft (assist by G. Dieng),78,61
242,3,7:48.0,K. Leonard misses 3-pt jump shot from 23 ft,,78,61
243,3,7:46.0,,Defensive rebound by D. Šarić,78,61
244,3,7:41.0,,A. Wiggins makes 2-pt dunk from 1 ft (assist by T. Jones),78,63
245,3,7:29.0,Offensive foul by P. Siakam (drawn by J. Okogie),,78,63
246,3,7:29.0,Turnover by P. Siakam (offensive foul),,78,63
247,3,7:29.0,N. Powell enters the game for P. Siakam,,78,63
248,3,7:16.0,,Turnover by D. Šarić (lost ball; steal by D. Green),78,63
249,3,7:14.0,Shooting foul by J. Okogie (drawn by F. VanVleet),,78,63
250,3,7:14.0,F. VanVleet makes free throw 1 of 2,,79,63
251,3,7:14.0,,C. Reynolds enters the game for J. Okogie,79,63
252,3,7:14.0,F. VanVleet makes free throw 2 of 2,,80,63
253,3,6:58.0,,Turnover by G. Dieng (lost ball; steal by F. VanVleet),80,63
254,3,6:52.0,F. VanVleet misses 2-pt layup from 2 ft (block by A. Wiggins),,80,63
255,3,6:50.0,Offensive rebound by M. Gasol,,80,63
256,3,6:45.0,K. Leonard misses 3-pt jump shot from 25 ft,,80,63
257,3,6:42.0,,Defensive rebound by A. Wiggins,80,63
258,3,6:25.0,,C. Reynolds misses 2-pt jump shot from 10 ft,80,63
259,3,6:24.0,,Offensive rebound by Team,80,63
260,3,6:24.0,Loose ball foul by N. Powell (drawn by D. Šarić),,80,63
261,3,6:24.0,,Minnesota full timeout,80,63
262,3,6:24.0,,A. Tolliver enters the game for D. Šarić,80,63
263,3,6:19.0,,Turnover by A. Wiggins (lost ball; steal by K. Leonard),80,63
264,3,6:16.0,M. Gasol misses 2-pt layup from 2 ft (block by A. Wiggins),,80,63
265,3,6:16.0,Offensive rebound by Team,,80,63
266,3,6:08.0,F. VanVleet makes 3-pt jump shot from 23 ft (assist by K. Leonard),,83,63
267,3,5:54.0,,A. Tolliver makes 3-pt jump shot from 26 ft (assist by A. Wiggins),83,66
268,3,5:29.0,N. Powell makes 3-pt jump shot from 23 ft (assist by D. Green),,86,66
269,3,5:08.0,,T. Jones misses 3-pt jump shot from 25 ft,86,66
270,3,5:05.0,Defensive rebound by K. Leonard,,86,66
271,3,4:54.0,Turnover by M. Gasol (bad pass),,86,66
272,3,4:43.0,,C. Reynolds misses 3-pt jump shot from 25 ft,86,66
273,3,4:40.0,Defensive rebound by M. Gasol,,86,66
274,3,4:32.0,F. VanVleet makes 3-pt jump shot from 25 ft (assist by M. Gasol),,89,66
275,3,4:20.0,,A. Tolliver makes 3-pt jump shot from 24 ft (assist by T. Jones),89,69
276,3,4:05.0,F. VanVleet misses 2-pt jump shot from 16 ft,,89,69
277,3,4:03.0,,Defensive rebound by A. Tolliver,89,69
278,3,3:58.0,,C. Reynolds makes 3-pt jump shot from 26 ft (assist by A. Wiggins),89,72
279,3,3:39.0,M. Gasol makes 3-pt jump shot from 25 ft,,92,72
280,3,3:17.0,,T. Jones makes 2-pt jump shot from 13 ft (assist by G. Dieng),92,74
281,3,3:07.0,K. Leonard makes 3-pt jump shot from 25 ft,,95,74
282,3,2:57.0,Toronto full timeout,,95,74
283,3,2:57.0,O. Anunoby enters the game for M. Gasol,,95,74
284,3,2:57.0,C. Boucher enters the game for D. Green,,95,74
285,3,2:57.0,J. Lin enters the game for K. Leonard,,95,74
286,3,2:57.0,,K. Bates-Diop enters the game for G. Dieng,95,74
287,3,2:57.0,,D. Šarić enters the game for T. Jones,95,74
288,3,2:57.0,,J. Terrell enters the game for A. Wiggins,95,74
289,3,2:51.0,,C. Reynolds misses 3-pt jump shot from 25 ft,95,74
290,3,2:47.0,Defensive rebound by C. Boucher,,95,74
291,3,2:30.0,J. Lin misses 3-pt jump shot from 25 ft,,95,74
292,3,2:26.0,,Defensive rebound by D. Šarić,95,74
293,3,2:19.0,,J. Terrell makes 2-pt jump shot from 14 ft,95,76
294,3,2:04.0,N. Powell misses 2-pt layup from 2 ft (block by K. Bates-Diop),,95,76
295,3,2:01.0,,Defensive rebound by D. Šarić,95,76
296,3,1:58.0,,J. Terrell misses 3-pt jump shot from 22 ft,95,76
297,3,1:55.0,,Offensive rebound by D. Šarić,95,76
298,3,1:54.0,,K. Bates-Diop misses 3-pt jump shot from 25 ft,95,76
299,3,1:50.0,Defensive rebound by C. Boucher,,95,76
300,3,1:43.0,F. VanVleet misses 3-pt jump shot from 25 ft,,95,76
301,3,1:39.0,,Defensive rebound by A. Tolliver,95,76
302,3,1:28.0,,D. Šarić misses 3-pt jump shot from 25 ft,95,76
303,3,1:24.0,Defensive rebound by O. Anunoby,,95,76
304,3,1:11.0,N. Powell misses 3-pt jump shot from 26 ft,,95,76
305,3,1:08.0,,Defensive rebound by A. Tolliver,95,76
306,3,0:57.0,,Turnover by K. Bates-Diop (lost ball; steal by F. VanVleet),95,76
307,3,0:52.0,J. Lin misses 3-pt jump shot from 25 ft,,95,76
308,3,0:49.0,,Defensive rebound by D. Šarić,95,76
309,3,0:34.0,,C. Reynolds misses 3-pt jump shot from 24 ft,95,76
310,3,0:32.0,Defensive rebound by N. Powell,,95,76
311,3,0:23.0,N. Powell misses 2-pt jump shot from 18 ft,,95,76
312,3,0:23.0,Offensive rebound by Team,,95,76
313,3,0:23.0,,Loose ball foul by A. Tolliver (drawn by C. Boucher),95,76
314,3,0:23.0,J. Meeks enters the game for F. VanVleet,,95,76
315,3,0:14.0,J. Lin makes 2-pt layup from 5 ft,,97,76
316,3,0:14.0,Shooting foul by K. Bates-Diop (drawn by J. Lin),,97,76
317,3,0:14.0,J. Lin makes free throw 1 of 1,,98,76
318,3,0:03.0,,J. Terrell makes 2-pt jump shot from 20 ft,98,78
319,3,0:00.0,J. Lin misses 3-pt jump shot from 30 ft,,98,78
320,3,0:00.0,Offensive rebound by Team,,98,78
321,4,11:47.0,C. Boucher makes 2-pt dunk from 2 ft (assist by N. Powell),,100,78
322,4,11:32.0,,Turnover by J. Terrell (bad pass; steal by N. Powell),100,78
323,4,11:29.0,N. Powell makes 2-pt dunk at rim,,102,78
324,4,11:15.0,,J. Terrell misses 2-pt jump shot from 19 ft,102,78
325,4,11:12.0,Defensive rebound by O. Anunoby,,102,78
326,4,11:06.0,O. Anunoby makes 2-pt layup from 3 ft,,104,78
327,4,10:48.0,Violation by Team (kicked ball),,104,78
328,4,10:40.0,,D. Šarić misses 3-pt jump shot from 25 ft,104,78
329,4,10:37.0,Defensive rebound by N. Powell,,104,78
330,4,10:30.0,C. Boucher misses 3-pt jump shot from 26 ft,,104,78
331,4,10:25.0,Offensive rebound by J. Lin,,104,78
332,4,10:21.0,C. Boucher misses 2-pt jump shot from 3 ft (block by A. Tolliver),,104,78
333,4,10:18.0,,Defensive rebound by C. Williams,104,78
334,4,10:10.0,,D. Šarić misses 2-pt layup from 2 ft,104,78
335,4,10:08.0,Defensive rebound by C. Boucher,,104,78
336,4,10:02.0,O. Anunoby makes 3-pt jump shot from 25 ft (assist by C. Boucher),,107,78
337,4,10:02.0,,Minnesota full timeout,107,78
338,4,10:02.0,,G. Dieng enters the game for K. Bates-Diop,107,78
339,4,10:02.0,,T. Jones enters the game for D. Šarić,107,78
340,4,10:02.0,,A. Wiggins enters the game for J. Terrell,107,78
341,4,9:50.0,,Personal foul by N. Powell (drawn by G. Dieng),107,78
342,4,9:41.0,,G. Dieng misses 2-pt jump shot from 15 ft,107,78
343,4,9:38.0,Defensive rebound by J. Lin,,107,78
344,4,9:25.0,N. Powell misses 2-pt layup from 3 ft (block by A. Tolliver),,107,78
345,4,9:22.0,,Defensive rebound by C. Williams,107,78
346,4,9:21.0,,C. Williams makes 2-pt layup from 2 ft (assist by T. Jones),107,80
347,4,9:21.0,,Shooting foul by J. Lin (drawn by C. Williams),107,80
348,4,9:21.0,,C. Williams misses free throw 1 of 1,107,80
349,4,9:18.0,Defensive rebound by C. Boucher,,107,80
350,4,9:02.0,Turnover by O. Anunoby (bad pass; steal by A. Tolliver),,107,80
351,4,8:45.0,,Shooting foul by C. Boucher (drawn by G. Dieng),107,80
352,4,8:45.0,,G. Dieng makes free throw 1 of 2,107,81
353,4,8:45.0,M. Miller enters the game for N. Powell,,107,81
354,4,8:45.0,,G. Dieng misses free throw 2 of 2,107,81
355,4,8:43.0,Defensive rebound by C. Boucher,,107,81
356,4,8:29.0,Turnover by J. Lin (bad pass; steal by C. Williams),,107,81
357,4,8:19.0,,A. Tolliver misses 3-pt jump shot from 24 ft,107,81
358,4,8:16.0,Defensive rebound by J. Lin,,107,81
359,4,8:10.0,M. Miller makes 2-pt jump shot from 18 ft (assist by C. Boucher),,109,81
360,4,7:59.0,,Personal foul by M. Miller (drawn by G. Dieng),109,81
361,4,7:55.0,,A. Wiggins misses 2-pt layup from 3 ft,109,81
362,4,7:55.0,,Offensive rebound by Team,109,81
363,4,7:45.0,,A. Wiggins misses 2-pt jump shot from 22 ft,109,81
364,4,7:41.0,,Offensive rebound by G. Dieng,109,81
365,4,7:39.0,,C. Williams misses 3-pt jump shot from 24 ft,109,81
366,4,7:36.0,,Offensive rebound by G. Dieng,109,81
367,4,7:34.0,,A. Tolliver misses 3-pt jump shot from 26 ft,109,81
368,4,7:32.0,Defensive rebound by J. Meeks,,109,81
369,4,7:32.0,J. Loyd enters the game for O. Anunoby,,109,81
370,4,7:32.0,E. Moreland enters the game for J. Meeks,,109,81
371,4,7:32.0,,M. Creek enters the game for T. Jones,109,81
372,4,7:32.0,,C. Reynolds enters the game for A. Wiggins,109,81
373,4,7:09.0,J. Loyd makes 2-pt jump shot from 19 ft (assist by J. Lin),,111,81
374,4,7:09.0,Shooting foul by C. Williams (drawn by J. Loyd),,111,81
375,4,7:09.0,J. Loyd makes free throw 1 of 1,,112,81
376,4,6:55.0,,C. Williams misses 2-pt layup from 3 ft,112,81
377,4,6:53.0,Defensive rebound by E. Moreland,,112,81
