,QUARTER,TIME_REMAINING,ATLANTA_ACTION,DALLAS_ACTION,ATLANTA_SCORE,DALLAS_SCORE
36,1,7:14.0,J. Collins misses 2-pt layup from 1 ft,,9,15
37,1,7:13.0,,Defensive rebound by D. Jordan,9,15
38,1,7:06.0,,L. Dončić makes 2-pt jump shot from 9 ft,9,17
39,1,6:58.0,Atlanta full timeout,,9,17
40,1,6:58.0,D. Bembry enters the game for D. Dedmon,,9,17
41,1,6:58.0,A. Len enters the game for K. Huerter,,9,17
42,1,6:51.0,K. Bazemore misses 2-pt layup from 4 ft,,9,17
43,1,6:49.0,Offensive rebound by J. Collins,,9,17
44,1,6:47.0,J. Collins makes 2-pt dunk from 1 ft,,11,17
45,1,6:29.0,,Turnover by W. Matthews (lost ball; steal by T. Young),11,17
46,1,6:28.0,Personal take foul by W. Matthews (drawn by T. Young),,11,17
47,1,6:19.0,,Violation by Team (kicked ball),11,17
48,1,6:07.0,J. Collins makes 2-pt layup from 1 ft (assist by T. Young),,13,17
49,1,5:58.0,,J. Brunson makes 2-pt jump shot from 10 ft,13,19
50,1,5:46.0,Turnover by J. Collins (bad pass),,13,19
51,1,5:46.0,J. Anderson enters the game for T. Young,,13,19
52,1,5:33.0,,L. Dončić misses 2-pt jump shot from 14 ft,13,19
53,1,5:30.0,Defensive rebound by J. Collins,,13,19
54,1,5:23.0,Personal foul by W. Matthews (drawn by J. Collins),,13,19
55,1,5:23.0,V. Carter enters the game for J. Collins,,13,19
56,1,5:23.0,,D. Harris enters the game for W. Matthews,13,19
57,1,5:18.0,A. Len misses 3-pt jump shot from 25 ft,,13,19
58,1,5:15.0,,Defensive rebound by L. Dončić,13,19
59,1,5:04.0,,D. Jordan misses 2-pt layup from 1 ft,13,19
60,1,5:02.0,Defensive rebound by A. Len,,13,19
61,1,4:57.0,D. Bembry misses 3-pt jump shot from 25 ft,,13,19
62,1,4:54.0,,Defensive rebound by D. Jordan,13,19
63,1,4:46.0,,Shooting foul by D. Bembry (drawn by L. Dončić),13,19
64,1,4:46.0,,L. Dončić makes free throw 1 of 2,13,20
65,1,4:46.0,,J. Barea enters the game for J. Brunson,13,20
66,1,4:46.0,,L. Dončić makes free throw 2 of 2,13,21
67,1,4:34.0,K. Bazemore makes 2-pt jump shot from 17 ft (assist by A. Len),,15,21
68,1,4:17.0,,J. Barea misses 3-pt jump shot from 26 ft,15,21
69,1,4:13.0,Defensive rebound by K. Bazemore,,15,21
70,1,4:09.0,K. Bazemore makes 2-pt jump shot from 18 ft,,17,21
71,1,4:08.0,,Dallas full timeout,17,21
72,1,4:08.0,,D. Finney-Smith enters the game for L. Dončić,17,21
73,1,3:56.0,,Turnover by D. Jordan (traveling),17,21
74,1,3:43.0,A. Len makes 2-pt layup at rim (assist by K. Bazemore),,19,21
75,1,3:24.0,,J. Barea misses 2-pt jump shot from 12 ft,19,21
76,1,3:24.0,,Offensive rebound by Team,19,21
77,1,3:24.0,Loose ball foul by A. Len (drawn by D. Jordan),,19,21
78,1,3:24.0,,D. Jordan misses free throw 1 of 2,19,21
79,1,3:24.0,,Offensive rebound by Team,19,21
80,1,3:24.0,T. Dorsey enters the game for K. Bazemore,,19,21
81,1,3:24.0,,M. Kleber enters the game for H. Barnes,19,21
82,1,3:24.0,,D. Jordan makes free throw 2 of 2,19,22
83,1,3:14.0,Turnover by D. Bembry (lost ball; steal by D. Harris),,19,22
84,1,3:00.0,,D. Harris misses 3-pt jump shot from 25 ft,19,22
85,1,2:56.0,Defensive rebound by V. Carter,,19,22
86,1,2:52.0,T. Dorsey makes 2-pt layup from 1 ft (assist by V. Carter),,21,22
87,1,2:38.0,,Personal foul by T. Dorsey (drawn by D. Harris),21,22
88,1,2:38.0,,D. Harris misses free throw 1 of 2,21,22
89,1,2:38.0,,Offensive rebound by Team,21,22
90,1,2:38.0,,D. Powell enters the game for D. Jordan,21,22
91,1,2:38.0,,D. Harris makes free throw 2 of 2,21,23
92,1,2:26.0,J. Anderson misses 3-pt jump shot from 25 ft,,21,23
93,1,2:24.0,,Defensive rebound by D. Finney-Smith,21,23
94,1,2:17.0,,J. Barea makes 2-pt jump shot from 9 ft,21,25
95,1,2:01.0,D. Bembry misses 2-pt jump shot from 9 ft,,21,25
96,1,1:58.0,,Defensive rebound by M. Kleber,21,25
97,1,1:51.0,,D. Finney-Smith misses 3-pt jump shot from 26 ft,21,25
98,1,1:48.0,Defensive rebound by J. Anderson,,21,25
99,1,1:43.0,V. Carter makes 3-pt jump shot from 24 ft (assist by D. Bembry),,24,25
100,1,1:22.0,,M. Kleber misses 3-pt jump shot from 25 ft,24,25
101,1,1:19.0,Defensive rebound by D. Bembry,,24,25
102,1,1:16.0,Turnover by D. Bembry (bad pass; steal by D. Harris),,24,25
103,1,1:05.0,,J. Barea makes 3-pt jump shot from 26 ft,24,28
104,1,0:40.0,T. Dorsey misses 2-pt layup from 2 ft,,24,28
105,1,0:39.0,Offensive rebound by J. Anderson,,24,28
106,1,0:39.0,J. Anderson makes 2-pt dunk at rim,,26,28
107,1,0:30.0,,D. Powell misses 3-pt jump shot from 25 ft,26,28
108,1,0:30.0,Defensive rebound by D. Bembry,,26,28
109,1,0:09.0,V. Carter misses 3-pt jump shot from 25 ft,,26,28
110,1,0:06.0,,Defensive rebound by D. Powell,26,28
111,1,0:02.0,,Turnover by J. Barea (bad pass; steal by J. Anderson),26,28
112,1,0:01.0,Turnover by J. Anderson (lost ball; steal by D. Finney-Smith),,26,28
113,1,0:01.0,,M. Kleber misses 2-pt layup from 4 ft,26,28
114,1,0:00.0,,Offensive rebound by Team,26,28
115,2,11:47.0,T. Young makes 3-pt jump shot from 26 ft,,29,28
116,2,11:27.0,,Turnover by D. Powell (traveling),29,28
117,2,11:09.0,T. Young makes 3-pt jump shot from 24 ft,,32,28
118,2,10:53.0,,D. Powell makes 2-pt layup from 1 ft (assist by J. Barea),32,30
119,2,10:41.0,T. Young misses 3-pt jump shot from 30 ft,,32,30
120,2,10:39.0,,Defensive rebound by M. Kleber,32,30
121,2,10:25.0,,D. Powell misses 2-pt layup from 2 ft,32,30
122,2,10:24.0,,Offensive rebound by Team,32,30
123,2,10:18.0,,J. Barea misses 2-pt jump shot from 6 ft,32,30
124,2,10:15.0,Defensive rebound by T. Dorsey,,32,30
125,2,10:04.0,K. Huerter misses 2-pt layup from 4 ft,,32,30
126,2,10:01.0,Offensive rebound by J. Collins,,32,30
127,2,10:01.0,J. Collins misses 2-pt layup at rim,,32,30
128,2,9:58.0,Offensive rebound by T. Dorsey,,32,30
129,2,9:55.0,Offensive foul by J. Collins (drawn by D. Finney-Smith),,32,30
130,2,9:55.0,Turnover by J. Collins (offensive foul),,32,30
131,2,9:47.0,,Turnover by J. Barea (bad pass),32,30
132,2,9:32.0,Turnover by K. Huerter (bad pass; steal by M. Kleber),,32,30
133,2,9:18.0,,J. Barea makes 2-pt layup from 2 ft,32,32
134,2,9:07.0,T. Dorsey misses 3-pt jump shot from 23 ft,,32,32
135,2,9:05.0,Offensive rebound by Team,,32,32
136,2,9:05.0,,Loose ball foul by D. Powell (drawn by J. Collins),32,32
137,2,8:55.0,J. Collins misses 3-pt jump shot from 23 ft,,32,32
138,2,8:51.0,,Defensive rebound by D. Harris,32,32
139,2,8:42.0,,J. Barea misses 3-pt jump shot from 26 ft,32,32
140,2,8:42.0,Defensive rebound by Team,,32,32
141,2,8:27.0,J. Collins misses 2-pt layup from 4 ft (block by M. Kleber),,32,32
142,2,8:26.0,Offensive rebound by J. Collins,,32,32
143,2,8:25.0,J. Collins misses 2-pt layup from 3 ft (block by M. Kleber),,32,32
144,2,8:24.0,Offensive rebound by T. Dorsey,,32,32
145,2,8:23.0,Shooting foul by D. Powell (drawn by T. Dorsey),,32,32
146,2,8:23.0,T. Dorsey makes free throw 1 of 2,,33,32
147,2,8:23.0,,W. Matthews enters the game for D. Harris,33,32
148,2,8:23.0,T. Dorsey makes free throw 2 of 2,,34,32
149,2,8:09.0,,J. Barea makes 2-pt jump shot from 9 ft,34,34
150,2,8:07.0,,Violation by Team (delay of game),34,34
151,2,7:51.0,Personal foul by D. Finney-Smith (drawn by T. Young),,34,34
152,2,7:51.0,,L. Dončić enters the game for J. Barea,34,34
153,2,7:51.0,,D. Jordan enters the game for D. Powell,34,34
154,2,7:43.0,T. Dorsey misses 3-pt jump shot from 25 ft,,34,34
155,2,7:39.0,,Defensive rebound by D. Finney-Smith,34,34
156,2,7:33.0,,D. Finney-Smith misses 3-pt jump shot from 25 ft,34,34
157,2,7:29.0,Defensive rebound by K. Huerter,,34,34
158,2,7:24.0,Turnover by T. Dorsey (traveling),,34,34
159,2,7:24.0,K. Bazemore enters the game for T. Dorsey,,34,34
160,2,7:11.0,,W. Matthews makes 2-pt layup from 3 ft (assist by D. Jordan),34,36
161,2,7:11.0,,H. Barnes enters the game for M. Kleber,34,36
162,2,6:54.0,K. Huerter makes 2-pt layup from 1 ft (assist by T. Young),,36,36
163,2,6:41.0,,Shooting foul by K. Huerter (drawn by L. Dončić),36,36
164,2,6:41.0,,Dallas full timeout,36,36
165,2,6:41.0,,L. Dončić makes free throw 1 of 2,36,37
166,2,6:41.0,,L. Dončić makes free throw 2 of 2,36,38
167,2,6:29.0,Turnover by J. Collins (offensive foul),,36,38
168,2,6:29.0,Offensive foul by J. Collins (drawn by W. Matthews),,36,38
169,2,6:11.0,,D. Finney-Smith makes 2-pt jump shot from 18 ft (assist by L. Dončić),36,40
170,2,5:50.0,K. Huerter makes 3-pt jump shot from 25 ft (assist by T. Young),,39,40
171,2,5:36.0,,L. Dončić misses 2-pt layup from 5 ft,39,40
172,2,5:34.0,Defensive rebound by D. Dedmon,,39,40
173,2,5:29.0,J. Collins makes 2-pt dunk from 2 ft (assist by K. Huerter),,41,40
174,2,5:01.0,,W. Matthews misses 3-pt jump shot from 25 ft,41,40
175,2,4:58.0,,Offensive rebound by D. Finney-Smith,41,40
176,2,4:57.0,,D. Finney-Smith makes 2-pt layup from 1 ft,41,42
177,2,4:46.0,J. Collins misses 2-pt jump shot from 7 ft (block by W. Matthews),,41,42
178,2,4:44.0,,Defensive rebound by L. Dončić,41,42
179,2,4:43.0,,Turnover by L. Dončić (palming),41,42
180,2,4:43.0,,J. Brunson enters the game for D. Finney-Smith,41,42
181,2,4:29.0,K. Huerter makes 3-pt jump shot from 25 ft (assist by T. Young),,44,42
182,2,4:05.0,,H. Barnes makes 2-pt jump shot from 4 ft,44,44
183,2,3:49.0,T. Young makes 2-pt jump shot from 8 ft,,46,44
184,2,3:28.0,,H. Barnes misses 2-pt layup from 2 ft,46,44
185,2,3:26.0,,Offensive rebound by D. Jordan,46,44
186,2,3:26.0,,Shooting foul by K. Bazemore (drawn by D. Jordan),46,44
187,2,3:26.0,D. Bembry enters the game for D. Dedmon,,46,44
188,2,3:26.0,A. Len enters the game for T. Young,,46,44
189,2,3:26.0,,D. Jordan makes free throw 1 of 2,46,45
190,2,3:26.0,,D. Jordan makes free throw 2 of 2,46,46
191,2,3:12.0,J. Collins misses 2-pt layup from 1 ft,,46,46
192,2,3:10.0,Offensive rebound by J. Collins,,46,46
193,2,3:09.0,J. Collins makes 2-pt dunk from 1 ft,,48,46
194,2,3:08.0,,Dallas full timeout,48,46
195,2,2:51.0,,D. Jordan makes 2-pt dunk from 1 ft (assist by L. Dončić),48,48
196,2,2:27.0,D. Bembry misses 2-pt layup from 6 ft,,48,48
197,2,2:24.0,,Defensive rebound by D. Jordan,48,48
198,2,2:10.0,,W. Matthews misses 2-pt jump shot from 16 ft,48,48
199,2,2:08.0,Defensive rebound by D. Bembry,,48,48
200,2,2:05.0,J. Collins makes 2-pt layup from 1 ft (assist by D. Bembry),,50,48
201,2,2:05.0,Shooting foul by W. Matthews (drawn by J. Collins),,50,48
202,2,2:05.0,,D. Finney-Smith enters the game for W. Matthews,50,48
203,2,2:05.0,J. Collins misses free throw 1 of 1,,50,48
204,2,2:03.0,,Defensive rebound by L. Dončić,50,48
205,2,1:47.0,,L. Dončić misses 2-pt jump shot from 21 ft,50,48
206,2,1:43.0,Defensive rebound by J. Collins,,50,48
207,2,1:39.0,K. Bazemore misses 3-pt jump shot from 25 ft,,50,48
208,2,1:35.0,,Defensive rebound by D. Finney-Smith,50,48
209,2,1:26.0,,H. Barnes misses 2-pt jump shot from 16 ft,50,48
210,2,1:23.0,Defensive rebound by K. Bazemore,,50,48
211,2,1:18.0,J. Collins misses 3-pt jump shot from 25 ft,,50,48
212,2,1:15.0,,Defensive rebound by D. Jordan,50,48
213,2,1:00.0,,Shooting foul by A. Len (drawn by D. Finney-Smith),50,48
214,2,1:00.0,,D. Finney-Smith misses free throw 1 of 2,50,48
215,2,1:00.0,,Offensive rebound by Team,50,48
216,2,1:00.0,T. Young enters the game for D. Bembry,,50,48
217,2,1:00.0,,D. Finney-Smith makes free throw 2 of 2,50,49
218,2,0:43.0,K. Bazemore makes 2-pt layup from 1 ft (assist by J. Collins),,52,49
219,2,0:29.0,,L. Dončić makes 2-pt jump shot from 10 ft,52,51
220,2,0:11.0,T. Young misses 2-pt layup from 3 ft,,52,51
221,2,0:10.0,,Defensive rebound by Team,52,51
222,2,0:01.0,,L. Dončić misses 2-pt jump shot from 19 ft (block by K. Huerter),52,51
223,2,0:00.0,,Offensive rebound by Team,52,51
224,3,11:40.0,Turnover by K. Bazemore (bad pass; steal by H. Barnes),,52,51
225,3,11:20.0,,Shooting foul by K. Bazemore (drawn by W. Matthews),52,51
226,3,11:20.0,,W. Matthews makes free throw 1 of 2,52,52
227,3,11:20.0,,W. Matthews makes free throw 2 of 2,52,53
228,3,10:59.0,D. Dedmon misses 2-pt hook shot from 4 ft,,52,53
229,3,10:57.0,,Defensive rebound by D. Jordan,52,53
230,3,10:53.0,,D. Jordan makes 2-pt dunk at rim (assist by L. Dončić),52,55
231,3,10:39.0,Turnover by K. Huerter (bad pass; steal by W. Matthews),,52,55
232,3,10:34.0,,J. Brunson misses 3-pt jump shot from 23 ft,52,55
233,3,10:30.0,Defensive rebound by J. Collins,,52,55
234,3,10:27.0,Shooting foul by H. Barnes (drawn by K. Bazemore),,52,55
235,3,10:27.0,K. Bazemore makes free throw 1 of 2,,53,55
236,3,10:27.0,K. Bazemore makes free throw 2 of 2,,54,55
237,3,10:16.0,,H. Barnes makes 2-pt layup at rim (assist by W. Matthews),54,57
238,3,10:02.0,D. Dedmon misses 3-pt jump shot from 24 ft,,54,57
239,3,10:00.0,,Defensive rebound by D. Jordan,54,57
240,3,9:48.0,,L. Dončić misses 3-pt jump shot from 26 ft,54,57
241,3,9:44.0,Defensive rebound by J. Collins,,54,57
242,3,9:38.0,T. Young makes 2-pt jump shot from 23 ft,,56,57
243,3,9:27.0,,H. Barnes misses 3-pt jump shot from 25 ft,56,57
244,3,9:23.0,Defensive rebound by K. Bazemore,,56,57
245,3,9:21.0,Turnover by K. Huerter (lost ball; steal by J. Brunson),,56,57
246,3,9:08.0,,W. Matthews misses 3-pt jump shot from 23 ft,56,57
247,3,9:05.0,Defensive rebound by D. Dedmon,,56,57
248,3,8:57.0,K. Huerter misses 3-pt jump shot from 23 ft,,56,57
249,3,8:54.0,Offensive rebound by J. Collins,,56,57
250,3,8:51.0,K. Bazemore makes 3-pt jump shot from 25 ft (assist by T. Young),,59,57
251,3,8:35.0,,H. Barnes misses 3-pt jump shot from 25 ft,59,57
252,3,8:34.0,,Offensive rebound by Team,59,57
253,3,8:25.0,,Turnover by L. Dončić (lost ball; steal by K. Huerter),59,57
254,3,8:20.0,T. Young misses 2-pt jump shot from 15 ft,,59,57
255,3,8:17.0,Offensive rebound by J. Collins,,59,57
256,3,8:16.0,J. Collins makes 2-pt layup from 1 ft,,61,57
257,3,8:00.0,,H. Barnes misses 2-pt jump shot from 5 ft (block by J. Collins),61,57
258,3,7:58.0,Defensive rebound by J. Collins,,61,57
259,3,7:58.0,Technical foul by R. Carlisle,,61,57
260,3,7:58.0,Technical foul by R. Carlisle,,61,57
261,3,7:58.0,D. Dedmon makes technical free throw,,62,57
262,3,7:58.0,D. Dedmon makes technical free throw,,63,57
263,3,7:58.0,,R. Carlisle ejected from game,63,57
264,3,7:38.0,D. Dedmon misses 2-pt jump shot from 16 ft,,63,57
265,3,7:36.0,,Defensive rebound by D. Jordan,63,57
266,3,7:26.0,,Turnover by W. Matthews (bad pass; steal by T. Young),63,57
267,3,7:20.0,T. Young misses 3-pt jump shot from 29 ft,,63,57
268,3,7:17.0,,Defensive rebound by L. Dončić,63,57
269,3,7:12.0,,Turnover by W. Matthews (bad pass),63,57
270,3,7:01.0,Offensive foul by T. Young (drawn by J. Brunson),,63,57
271,3,7:01.0,Turnover by T. Young (offensive foul),,63,57
272,3,6:50.0,,H. Barnes makes 3-pt jump shot from 24 ft (assist by J. Brunson),63,60
273,3,6:31.0,Turnover by K. Bazemore (lost ball; steal by W. Matthews),,63,60
274,3,6:23.0,,Personal foul by J. Collins (drawn by L. Dončić),63,60
275,3,6:23.0,,Dallas full timeout,63,60
276,3,6:23.0,J. Anderson enters the game for J. Collins,,63,60
277,3,6:23.0,D. Bembry enters the game for D. Dedmon,,63,60
278,3,6:23.0,V. Carter enters the game for K. Huerter,,63,60
279,3,6:23.0,A. Len enters the game for T. Young,,63,60
280,3,6:13.0,,W. Matthews misses 3-pt jump shot from 25 ft,63,60
281,3,6:07.0,Defensive rebound by D. Bembry,,63,60
282,3,6:05.0,Offensive foul by D. Bembry (drawn by W. Matthews),,63,60
283,3,6:05.0,Turnover by D. Bembry (offensive foul),,63,60
284,3,5:59.0,,Personal foul by J. Anderson (drawn by L. Dončić),63,60
285,3,5:53.0,,Turnover by L. Dončić (traveling),63,60
286,3,5:35.0,Turnover by D. Bembry (bad pass; steal by L. Dončić),,63,60
287,3,5:30.0,,L. Dončić misses 2-pt layup from 1 ft,63,60
288,3,5:27.0,,Offensive rebound by L. Dončić,63,60
289,3,5:20.0,,Shooting foul by D. Bembry (drawn by L. Dončić),63,60
290,3,5:20.0,,L. Dončić makes free throw 1 of 3,63,61
291,3,5:20.0,,L. Dončić makes free throw 2 of 3,63,62
292,3,5:20.0,,L. Dončić makes free throw 3 of 3,63,63
293,3,5:05.0,K. Bazemore makes 2-pt layup from 2 ft,,65,63
294,3,5:05.0,Shooting foul by L. Dončić (drawn by K. Bazemore),,65,63
295,3,5:05.0,,J. Barea enters the game for J. Brunson,65,63
296,3,5:05.0,K. Bazemore makes free throw 1 of 1,,66,63
297,3,4:50.0,,L. Dončić makes 3-pt jump shot from 25 ft (assist by J. Barea),66,66
298,3,4:35.0,V. Carter misses 2-pt layup from 4 ft,,66,66
299,3,4:34.0,,Defensive rebound by H. Barnes,66,66
300,3,4:28.0,,J. Barea makes 3-pt jump shot from 25 ft (assist by W. Matthews),66,69
301,3,4:26.0,Atlanta full timeout,,66,69
302,3,4:26.0,T. Dorsey enters the game for J. Anderson,,66,69
303,3,4:26.0,K. Huerter enters the game for K. Bazemore,,66,69
304,3,4:26.0,T. Young enters the game for D. Bembry,,66,69
305,3,4:26.0,,D. Finney-Smith enters the game for W. Matthews,66,69
306,3,4:09.0,A. Len makes 2-pt hook shot from 9 ft (assist by V. Carter),,68,69
307,3,3:45.0,,D. Jordan makes 2-pt dunk from 1 ft (assist by J. Barea),68,71
308,3,3:22.0,T. Young misses 2-pt jump shot from 8 ft (block by L. Dončić),,68,71
309,3,3:19.0,,Defensive rebound by H. Barnes,68,71
310,3,3:16.0,,Shooting foul by V. Carter (drawn by H. Barnes),68,71
311,3,3:16.0,,H. Barnes makes free throw 1 of 2,68,72
312,3,3:16.0,J. Collins enters the game for A. Len,,68,72
313,3,3:16.0,,H. Barnes makes free throw 2 of 2,68,73
314,3,2:56.0,T. Young makes 2-pt layup at rim (assist by T. Dorsey),,70,73
315,3,2:39.0,,H. Barnes misses 2-pt layup from 2 ft,70,73
316,3,2:36.0,Defensive rebound by J. Collins,,70,73
317,3,2:30.0,T. Young makes 2-pt layup at rim,,72,73
318,3,2:19.0,,Personal foul by T. Young (drawn by H. Barnes),72,73
319,3,2:19.0,,H. Barnes makes free throw 1 of 2,72,74
320,3,2:19.0,,D. Harris enters the game for L. Dončić,72,74
321,3,2:19.0,,D. Powell enters the game for D. Jordan,72,74
322,3,2:19.0,,H. Barnes makes free throw 2 of 2,72,75
323,3,2:01.0,J. Collins makes 2-pt dunk at rim (assist by T. Dorsey),,74,75
324,3,1:48.0,,H. Barnes misses 2-pt jump shot from 6 ft,74,75
325,3,1:48.0,Defensive rebound by Team,,74,75
326,3,1:48.0,,M. Kleber enters the game for H. Barnes,74,75
327,3,1:37.0,T. Young makes 2-pt jump shot from 11 ft,,76,75
328,3,1:25.0,,Def 3 sec tech foul by Team,76,75
329,3,1:25.0,,J. Barea makes technical free throw,76,76
330,3,1:20.0,,Turnover by J. Barea (bad pass; steal by V. Carter),76,76
331,3,1:16.0,J. Collins makes 2-pt dunk from 1 ft (assist by T. Young),,78,76
332,3,1:00.0,,J. Barea makes 3-pt jump shot from 26 ft (assist by D. Harris),78,79
333,3,0:44.0,T. Dorsey misses 2-pt layup from 3 ft (block by M. Kleber),,78,79
334,3,0:42.0,Offensive rebound by T. Dorsey,,78,79
335,3,0:40.0,K. Huerter misses 3-pt jump shot from 24 ft,,78,79
336,3,0:40.0,,Defensive rebound by Team,78,79
337,3,0:40.0,Loose ball foul by J. Collins (drawn by D. Harris),,78,79
338,3,0:40.0,,D. Harris makes free throw 1 of 2,78,80
339,3,0:40.0,K. Bazemore enters the game for T. Dorsey,,78,80
340,3,0:40.0,,D. Harris makes free throw 2 of 2,78,81
341,3,0:40.0,Atlanta full timeout,,78,81
342,3,0:40.0,D. Dedmon enters the game for J. Collins,,78,81
343,3,0:40.0,,J. Brunson enters the game for J. Barea,78,81
344,3,0:26.0,V. Carter misses 3-pt jump shot from 25 ft,,78,81
345,3,0:25.0,Offensive rebound by D. Dedmon,,78,81
346,3,0:25.0,Personal foul by D. Powell (drawn by D. Dedmon),,78,81
347,3,0:21.0,Turnover by K. Huerter (offensive foul),,78,81
348,3,0:21.0,Offensive foul by K. Huerter (drawn by D. Powell),,78,81
349,3,0:01.0,,D. Finney-Smith misses 3-pt jump shot from 24 ft,78,81
350,3,0:01.0,Defensive rebound by V. Carter,,78,81
351,3,0:00.0,V. Carter misses 3-pt jump shot from 63 ft,,78,81
352,3,0:00.0,Offensive rebound by Team,,78,81
353,4,11:46.0,,M. Kleber makes 2-pt dunk at rim (assist by D. Harris),78,83
354,4,11:26.0,J. Adams misses 2-pt jump shot from 19 ft,,78,83
355,4,11:23.0,,Defensive rebound by M. Kleber,78,83
356,4,11:10.0,,Shooting foul by D. Bembry (drawn by D. Powell),78,83
357,4,11:10.0,,D. Powell misses free throw 1 of 2,78,83
358,4,11:10.0,,Offensive rebound by Team,78,83
359,4,11:10.0,,D. Powell makes free throw 2 of 2,78,84
360,4,11:03.0,Shooting foul by D. Powell (drawn by K. Bazemore),,78,84
361,4,11:03.0,K. Bazemore misses free throw 1 of 2,,78,84
362,4,11:03.0,Offensive rebound by Team,,78,84
363,4,11:03.0,K. Bazemore misses free throw 2 of 2,,78,84
364,4,11:00.0,Offensive rebound by D. Dedmon,,78,84
365,4,11:00.0,Turnover by D. Dedmon (lost ball; steal by D. Harris),,78,84
366,4,10:44.0,,Shooting foul by K. Bazemore (drawn by D. Harris),78,84
367,4,10:44.0,,D. Harris makes free throw 1 of 2,78,85
368,4,10:44.0,,D. Harris misses free throw 2 of 2,78,85
369,4,10:42.0,Defensive rebound by V. Carter,,78,85
370,4,10:31.0,Turnover by K. Bazemore (lost ball; steal by D. Finney-Smith),,78,85
371,4,10:27.0,,Turnover by D. Harris (lost ball; steal by K. Bazemore),78,85
372,4,10:21.0,D. Bembry misses 3-pt jump shot from 24 ft,,78,85
373,4,10:17.0,,Defensive rebound by D. Finney-Smith,78,85
374,4,9:59.0,,J. Barea makes 2-pt jump shot from 9 ft,78,87
375,4,9:40.0,K. Bazemore misses 2-pt jump shot from 18 ft,,78,87
376,4,9:40.0,,Defensive rebound by J. Barea,78,87
377,4,9:24.0,,D. Harris misses 3-pt jump shot from 25 ft,78,87
378,4,9:22.0,,Offensive rebound by Team,78,87
379,4,9:22.0,,Shooting foul by D. Dedmon (drawn by D. Finney-Smith),78,87
380,4,9:22.0,,D. Finney-Smith misses free throw 1 of 2,78,87
381,4,9:22.0,,Offensive rebound by Team,78,87
382,4,9:22.0,J. Collins enters the game for J. Adams,,78,87
383,4,9:22.0,K. Huerter enters the game for K. Bazemore,,78,87
384,4,9:22.0,T. Young enters the game for V. Carter,,78,87
385,4,9:22.0,,L. Dončić enters the game for J. Barea,78,87
386,4,9:22.0,,D. Finney-Smith makes free throw 2 of 2,78,88
387,4,9:02.0,K. Huerter makes 3-pt jump shot from 27 ft (assist by D. Bembry),,81,88
388,4,8:39.0,,M. Kleber makes 2-pt layup at rim (assist by D. Harris),81,90
