,QUARTER,TIME_REMAINING,ATLANTA_ACTION,PHOENIX_ACTION,ATLANTA_SCORE,PHOENIX_SCORE
39,1,6:03.0,A. Len enters the game for K. Huerter,,18,20
40,1,6:03.0,,K. Oubre enters the game for M. Bridges,18,20
41,1,5:58.0,T. Young misses 2-pt layup from 4 ft (block by D. Ayton),,18,20
42,1,5:58.0,Offensive rebound by Team,,18,20
43,1,5:52.0,T. Prince makes 2-pt jump shot from 16 ft,,20,20
44,1,5:36.0,,D. Ayton misses 2-pt jump shot from 15 ft,20,20
45,1,5:33.0,Defensive rebound by T. Prince,,20,20
46,1,5:20.0,J. Collins makes 2-pt layup at rim,,22,20
47,1,5:05.0,,D. Booker makes 2-pt layup at rim,22,22
48,1,4:48.0,T. Young misses 2-pt jump shot from 13 ft,,22,22
49,1,4:46.0,,Defensive rebound by D. Ayton,22,22
50,1,4:44.0,,E. Okobo misses 3-pt jump shot from 25 ft,22,22
51,1,4:40.0,,Offensive rebound by K. Oubre,22,22
52,1,4:38.0,,K. Oubre makes 2-pt layup from 1 ft,22,24
53,1,4:10.0,A. Len makes 2-pt layup at rim (assist by T. Young),,24,24
54,1,4:07.0,,Phoenix full timeout,24,24
55,1,4:07.0,K. Bazemore enters the game for T. Prince,,24,24
56,1,4:07.0,J. Lin enters the game for T. Young,,24,24
57,1,4:07.0,,M. Bridges enters the game for D. Ayton,24,24
58,1,4:07.0,,J. Crawford enters the game for J. Jackson,24,24
59,1,4:07.0,,R. Holmes enters the game for E. Okobo,24,24
60,1,3:53.0,,Personal foul by K. Bazemore (drawn by D. Booker),24,24
61,1,3:51.0,,Turnover by D. Booker (out of bounds lost ball),24,24
62,1,3:44.0,Turnover by J. Lin (bad pass; steal by J. Crawford),,24,24
63,1,3:41.0,,Turnover by D. Booker (traveling),24,24
64,1,3:41.0,,Violation by Team (delay of game),24,24
65,1,3:29.0,J. Collins makes 2-pt hook shot from 7 ft,,26,24
66,1,3:17.0,,D. Booker misses 2-pt jump shot from 12 ft,26,24
67,1,3:15.0,Defensive rebound by A. Len,,26,24
68,1,3:03.0,Turnover by D. Bembry (out of bounds lost ball),,26,24
69,1,2:52.0,,K. Oubre misses 3-pt jump shot from 26 ft,26,24
70,1,2:49.0,Defensive rebound by A. Len,,26,24
71,1,2:38.0,Turnover by A. Len (bad pass; steal by K. Oubre),,26,24
72,1,2:34.0,,D. Booker misses 2-pt jump shot from 9 ft,26,24
73,1,2:31.0,Defensive rebound by J. Lin,,26,24
74,1,2:24.0,J. Lin makes 2-pt layup at rim,,28,24
75,1,2:04.0,,K. Oubre misses 2-pt layup at rim,28,24
76,1,2:02.0,Defensive rebound by A. Len,,28,24
77,1,1:56.0,D. Bembry makes 2-pt layup from 1 ft (assist by J. Lin),,30,24
78,1,1:56.0,,Phoenix full timeout,30,24
79,1,1:56.0,V. Carter enters the game for J. Collins,,30,24
80,1,1:44.0,,J. Crawford misses 3-pt jump shot from 25 ft,30,24
81,1,1:41.0,Defensive rebound by A. Len,,30,24
82,1,1:38.0,Offensive foul by A. Len (drawn by K. Oubre),,30,24
83,1,1:38.0,Turnover by A. Len (offensive foul),,30,24
84,1,1:31.0,,M. Bridges makes 3-pt jump shot from 26 ft (assist by J. Crawford),30,27
85,1,1:17.0,A. Len misses 2-pt dunk from 1 ft (block by K. Oubre),,30,27
86,1,1:14.0,,Defensive rebound by D. Booker,30,27
87,1,1:13.0,,Shooting foul by V. Carter (drawn by D. Booker),30,27
88,1,1:13.0,,D. Booker misses free throw 1 of 2,30,27
89,1,1:13.0,,Offensive rebound by Team,30,27
90,1,1:13.0,,D. Booker makes free throw 2 of 2,30,28
91,1,1:05.0,Personal foul by M. Bridges (drawn by J. Lin),,30,28
92,1,0:58.0,Turnover by J. Lin (lost ball; steal by M. Bridges),,30,28
93,1,0:51.0,,K. Oubre makes 2-pt jump shot from 13 ft (assist by D. Booker),30,30
94,1,0:35.0,J. Lin misses 2-pt jump shot from 12 ft,,30,30
95,1,0:32.0,,Defensive rebound by M. Bridges,30,30
96,1,0:28.0,,K. Oubre misses 2-pt dunk from 1 ft,30,30
97,1,0:26.0,,Offensive rebound by R. Holmes,30,30
98,1,0:15.0,,D. Booker misses 3-pt jump shot from 26 ft,30,30
99,1,0:12.0,Defensive rebound by K. Bazemore,,30,30
100,1,0:01.0,Shooting foul by R. Holmes (drawn by K. Bazemore),,30,30
101,1,0:01.0,,Technical foul by K. Oubre,30,30
102,1,0:01.0,J. Lin makes technical free throw,,31,30
103,1,0:01.0,K. Bazemore misses free throw 1 of 3,,31,30
104,1,0:01.0,Offensive rebound by Team,,31,30
105,1,0:01.0,K. Bazemore makes free throw 2 of 3,,32,30
106,1,0:01.0,K. Bazemore makes free throw 3 of 3,,33,30
107,2,11:36.0,,Shooting foul by D. Bembry (drawn by J. Jackson),33,30
108,2,11:36.0,,J. Jackson misses free throw 1 of 3,33,30
109,2,11:36.0,,Offensive rebound by Team,33,30
110,2,11:36.0,,J. Jackson misses free throw 2 of 3,33,30
111,2,11:36.0,,Offensive rebound by Team,33,30
112,2,11:36.0,,J. Jackson misses free throw 3 of 3,33,30
113,2,11:34.0,Defensive rebound by V. Carter,,33,30
114,2,11:25.0,Personal foul by J. Jackson (drawn by J. Lin),,33,30
115,2,11:21.0,K. Bazemore misses 3-pt jump shot from 25 ft,,33,30
116,2,11:16.0,,Defensive rebound by K. Oubre,33,30
117,2,11:02.0,,J. Jackson misses 2-pt jump shot from 12 ft,33,30
118,2,11:00.0,Defensive rebound by J. Lin,,33,30
119,2,10:56.0,A. Len misses 2-pt dunk at rim,,33,30
120,2,10:54.0,,Defensive rebound by M. Bridges,33,30
121,2,10:53.0,,Turnover by M. Bridges (discontinued dribble),33,30
122,2,10:47.0,J. Lin makes 2-pt layup from 1 ft,,35,30
123,2,10:26.0,,K. Oubre misses 2-pt jump shot from 11 ft (block by A. Len),35,30
124,2,10:23.0,Defensive rebound by V. Carter,,35,30
125,2,10:21.0,K. Bazemore makes 2-pt layup at rim (assist by D. Bembry),,37,30
126,2,10:21.0,,Phoenix full timeout,37,30
127,2,10:21.0,J. Collins enters the game for D. Bembry,,37,30
128,2,10:21.0,D. Dedmon enters the game for V. Carter,,37,30
129,2,10:21.0,K. Huerter enters the game for A. Len,,37,30
130,2,10:21.0,,D. Ayton enters the game for R. Holmes,37,30
131,2,10:05.0,,J. Jackson makes 2-pt dunk at rim (assist by M. Bridges),37,32
132,2,9:54.0,Offensive foul by D. Dedmon (drawn by M. Bridges),,37,32
133,2,9:54.0,Turnover by D. Dedmon (offensive foul),,37,32
134,2,9:44.0,,J. Crawford misses 2-pt jump shot from 13 ft,37,32
135,2,9:42.0,Defensive rebound by K. Bazemore,,37,32
136,2,9:39.0,D. Dedmon makes 3-pt jump shot from 25 ft (assist by K. Bazemore),,40,32
137,2,9:17.0,,D. Ayton misses 2-pt jump shot from 15 ft,40,32
138,2,9:15.0,Defensive rebound by K. Bazemore,,40,32
139,2,9:08.0,K. Bazemore makes 2-pt layup at rim (assist by J. Collins),,42,32
140,2,9:01.0,,Turnover by M. Bridges (bad pass; steal by K. Huerter),42,32
141,2,9:01.0,Personal take foul by J. Crawford (drawn by K. Huerter),,42,32
142,2,9:01.0,,D. Booker enters the game for J. Crawford,42,32
143,2,8:41.0,K. Bazemore misses 2-pt jump shot from 18 ft,,42,32
144,2,8:39.0,,Defensive rebound by K. Oubre,42,32
145,2,8:34.0,,Shooting foul by K. Huerter (drawn by M. Bridges),42,32
146,2,8:34.0,,M. Bridges makes free throw 1 of 2,42,33
147,2,8:34.0,T. Prince enters the game for K. Bazemore,,42,33
148,2,8:34.0,T. Young enters the game for J. Lin,,42,33
149,2,8:34.0,,M. Bridges misses free throw 2 of 2,42,33
150,2,8:33.0,,Offensive rebound by J. Jackson,42,33
151,2,8:30.0,,K. Oubre misses 3-pt jump shot from 25 ft,42,33
152,2,8:25.0,Defensive rebound by D. Dedmon,,42,33
153,2,8:13.0,Turnover by D. Dedmon (bad pass; steal by D. Ayton),,42,33
154,2,7:52.0,,D. Ayton makes 2-pt hook shot from 9 ft (assist by J. Jackson),42,35
155,2,7:41.0,Personal foul by M. Bridges (drawn by T. Young),,42,35
156,2,7:41.0,,E. Okobo enters the game for K. Oubre,42,35
157,2,7:34.0,T. Young misses 2-pt layup from 4 ft,,42,35
158,2,7:33.0,,Defensive rebound by D. Booker,42,35
159,2,7:29.0,,J. Jackson makes 2-pt dunk from 1 ft (assist by E. Okobo),42,37
160,2,7:27.0,Atlanta full timeout,,42,37
161,2,7:15.0,Turnover by T. Young (bad pass; steal by J. Jackson),,42,37
162,2,6:58.0,,D. Booker makes 3-pt jump shot from 26 ft (assist by E. Okobo),42,40
163,2,6:38.0,Personal foul by J. Jackson (drawn by J. Collins),,42,40
164,2,6:31.0,T. Young misses 2-pt layup from 2 ft,,42,40
165,2,6:30.0,Offensive rebound by J. Collins,,42,40
166,2,6:29.0,J. Collins makes 2-pt dunk from 1 ft,,44,40
167,2,6:11.0,,J. Jackson makes 2-pt layup at rim (assist by D. Booker),44,42
168,2,5:56.0,T. Prince misses 2-pt hook shot from 4 ft,,44,42
169,2,5:54.0,,Defensive rebound by D. Ayton,44,42
170,2,5:52.0,,D. Booker makes 2-pt layup from 1 ft,44,44
171,2,5:52.0,Violation by Team (def goaltending),,44,44
172,2,5:52.0,,Shooting foul by T. Prince (drawn by D. Booker),44,44
173,2,5:52.0,,R. Holmes enters the game for D. Ayton,44,44
174,2,5:52.0,,D. Booker makes free throw 1 of 1,44,45
175,2,5:41.0,K. Huerter misses 3-pt jump shot from 26 ft,,44,45
176,2,5:38.0,Offensive rebound by J. Collins,,44,45
177,2,5:35.0,D. Dedmon makes 2-pt dunk from 1 ft (assist by J. Collins),,46,45
178,2,5:22.0,,D. Booker misses 2-pt layup from 1 ft (block by D. Dedmon),46,45
179,2,5:22.0,Defensive rebound by Team,,46,45
180,2,5:06.0,D. Dedmon misses 3-pt jump shot from 23 ft,,46,45
181,2,5:05.0,Offensive rebound by J. Collins,,46,45
182,2,5:05.0,Personal foul by E. Okobo (drawn by J. Collins),,46,45
183,2,5:05.0,J. Collins makes free throw 1 of 2,,47,45
184,2,5:05.0,J. Collins misses free throw 2 of 2,,47,45
185,2,5:03.0,,Defensive rebound by D. Booker,47,45
186,2,4:50.0,,Shooting foul by D. Dedmon (drawn by J. Jackson),47,45
187,2,4:50.0,,J. Jackson makes free throw 1 of 2,47,46
188,2,4:50.0,,J. Jackson makes free throw 2 of 2,47,47
189,2,4:35.0,Turnover by K. Huerter (bad pass; steal by R. Holmes),,47,47
190,2,4:30.0,,E. Okobo makes 2-pt layup at rim (assist by D. Booker),47,49
191,2,4:11.0,K. Huerter makes 3-pt jump shot from 27 ft (assist by T. Young),,50,49
192,2,3:47.0,,Turnover by D. Booker (lost ball; steal by T. Prince),50,49
193,2,3:47.0,Personal take foul by D. Booker (drawn by T. Prince),,50,49
194,2,3:47.0,T. Prince makes free throw 1 of 2,,51,49
195,2,3:47.0,,D. Ayton enters the game for J. Jackson,51,49
196,2,3:47.0,T. Prince makes free throw 2 of 2,,52,49
197,2,3:32.0,,M. Bridges misses 3-pt jump shot from 23 ft,52,49
198,2,3:28.0,Defensive rebound by D. Dedmon,,52,49
199,2,3:23.0,K. Huerter makes 3-pt jump shot from 26 ft (assist by T. Young),,55,49
200,2,2:55.0,,D. Ayton misses 2-pt hook shot from 3 ft (block by J. Collins),55,49
201,2,2:53.0,Defensive rebound by K. Huerter,,55,49
202,2,2:52.0,T. Young misses 3-pt jump shot from 25 ft,,55,49
203,2,2:47.0,Offensive rebound by J. Collins,,55,49
204,2,2:44.0,K. Huerter misses 3-pt jump shot from 28 ft,,55,49
205,2,2:40.0,Offensive rebound by J. Collins,,55,49
206,2,2:38.0,J. Collins misses 2-pt layup from 4 ft,,55,49
207,2,2:34.0,,Defensive rebound by D. Ayton,55,49
208,2,2:31.0,,D. Booker makes 2-pt layup from 1 ft (assist by D. Ayton),55,51
209,2,2:17.0,Shooting foul by E. Okobo (drawn by T. Young),,55,51
210,2,2:17.0,T. Young makes free throw 1 of 2,,56,51
211,2,2:17.0,A. Len enters the game for J. Collins,,56,51
212,2,2:17.0,O. Spellman enters the game for D. Dedmon,,56,51
213,2,2:17.0,,K. Oubre enters the game for M. Bridges,56,51
214,2,2:17.0,T. Young misses free throw 2 of 2,,56,51
215,2,2:15.0,,Defensive rebound by R. Holmes,56,51
216,2,2:03.0,,E. Okobo makes 3-pt jump shot from 26 ft (assist by D. Booker),56,54
217,2,1:49.0,Turnover by T. Young (bad pass),,56,54
218,2,1:36.0,,D. Booker misses 2-pt layup from 1 ft,56,54
219,2,1:36.0,,Offensive rebound by Team,56,54
220,2,1:26.0,,R. Holmes misses 2-pt hook shot from 4 ft,56,54
221,2,1:25.0,Defensive rebound by T. Young,,56,54
222,2,1:07.0,O. Spellman misses 3-pt jump shot from 23 ft,,56,54
223,2,1:04.0,,Defensive rebound by E. Okobo,56,54
224,2,1:00.0,,D. Booker makes 3-pt jump shot from 26 ft (assist by E. Okobo),56,57
225,2,0:45.0,A. Len makes 2-pt dunk from 1 ft (assist by K. Huerter),,58,57
226,2,0:30.0,,E. Okobo misses 3-pt jump shot from 26 ft,58,57
227,2,0:27.0,,Offensive rebound by D. Booker,58,57
228,2,0:17.0,,D. Booker misses 3-pt jump shot from 25 ft,58,57
229,2,0:14.0,Defensive rebound by Team,,58,57
230,2,0:14.0,T. Young misses 3-pt jump shot from 26 ft,,58,57
231,2,0:01.0,,Defensive rebound by K. Oubre,58,57
232,2,0:00.0,,K. Oubre misses 3-pt jump shot from 43 ft,58,57
233,2,0:00.0,,Offensive rebound by Team,58,57
234,3,11:41.0,,E. Okobo makes 2-pt jump shot from 2 ft,58,59
235,3,11:18.0,Personal foul by J. Jackson (drawn by T. Young),,58,59
236,3,11:14.0,Personal foul by M. Bridges (drawn by T. Young),,58,59
237,3,11:09.0,J. Collins makes 3-pt jump shot from 24 ft (assist by T. Young),,61,59
238,3,10:53.0,,Personal foul by D. Dedmon (drawn by D. Ayton),61,59
239,3,10:42.0,,Turnover by D. Ayton (3 sec),61,59
240,3,10:32.0,Turnover by T. Young (bad pass),,61,59
241,3,10:22.0,,D. Booker makes 2-pt layup from 3 ft (assist by M. Bridges),61,61
242,3,10:07.0,J. Collins misses 3-pt jump shot from 26 ft,,61,61
243,3,10:05.0,,Defensive rebound by D. Booker,61,61
244,3,10:01.0,,M. Bridges makes 3-pt jump shot from 23 ft (assist by D. Ayton),61,64
245,3,9:58.0,Atlanta full timeout,,61,64
246,3,9:43.0,T. Prince makes 3-pt jump shot from 26 ft (assist by K. Huerter),,64,64
247,3,9:25.0,,D. Booker misses 2-pt jump shot from 14 ft,64,64
248,3,9:24.0,,Offensive rebound by Team,64,64
249,3,9:18.0,,D. Booker misses 2-pt jump shot from 20 ft,64,64
250,3,9:14.0,Defensive rebound by J. Collins,,64,64
251,3,9:09.0,Shooting foul by D. Ayton (drawn by T. Young),,64,64
252,3,9:09.0,T. Young makes free throw 1 of 2,,65,64
253,3,9:09.0,T. Young makes free throw 2 of 2,,66,64
254,3,8:54.0,,D. Ayton misses 2-pt jump shot from 11 ft,66,64
255,3,8:51.0,Defensive rebound by T. Young,,66,64
256,3,8:45.0,D. Dedmon makes 3-pt jump shot from 26 ft (assist by T. Young),,69,64
257,3,8:27.0,,M. Bridges makes 3-pt jump shot from 23 ft (assist by D. Booker),69,67
258,3,8:18.0,Personal foul by M. Bridges (drawn by T. Young),,69,67
259,3,8:12.0,T. Young misses 3-pt jump shot from 27 ft,,69,67
260,3,8:08.0,,Defensive rebound by D. Booker,69,67
261,3,7:55.0,,D. Ayton makes 2-pt jump shot from 7 ft,69,69
262,3,7:55.0,,Shooting foul by D. Dedmon (drawn by D. Ayton),69,69
263,3,7:55.0,A. Len enters the game for D. Dedmon,,69,69
264,3,7:55.0,,K. Oubre enters the game for M. Bridges,69,69
265,3,7:55.0,,D. Ayton makes free throw 1 of 1,69,70
266,3,7:43.0,J. Collins misses 3-pt jump shot from 26 ft,,69,70
267,3,7:39.0,Offensive rebound by A. Len,,69,70
268,3,7:37.0,Turnover by J. Collins (lost ball; steal by K. Oubre),,69,70
269,3,7:31.0,,K. Oubre makes 3-pt jump shot from 23 ft (assist by D. Booker),69,73
270,3,7:09.0,T. Prince makes 2-pt layup from 1 ft (assist by K. Huerter),,71,73
271,3,6:48.0,,D. Booker makes 2-pt jump shot from 10 ft,71,75
272,3,6:34.0,K. Huerter misses 3-pt jump shot from 27 ft,,71,75
273,3,6:30.0,,Defensive rebound by D. Booker,71,75
274,3,6:18.0,,D. Ayton misses 2-pt jump shot from 11 ft,71,75
275,3,6:17.0,Defensive rebound by J. Collins,,71,75
276,3,6:13.0,T. Prince misses 3-pt jump shot from 26 ft,,71,75
277,3,6:07.0,Offensive rebound by A. Len,,71,75
278,3,6:07.0,A. Len misses 2-pt layup from 1 ft,,71,75
279,3,6:07.0,Offensive rebound by J. Collins,,71,75
280,3,6:07.0,J. Collins makes 2-pt layup at rim,,73,75
281,3,6:07.0,,Phoenix full timeout,73,75
282,3,6:07.0,D. Bembry enters the game for J. Collins,,73,75
283,3,6:07.0,J. Lin enters the game for K. Huerter,,73,75
284,3,6:07.0,O. Spellman enters the game for T. Young,,73,75
285,3,6:07.0,,R. Holmes enters the game for D. Ayton,73,75
286,3,5:43.0,,D. Booker misses 2-pt jump shot from 22 ft,73,75
287,3,5:40.0,Defensive rebound by A. Len,,73,75
288,3,5:22.0,D. Bembry misses 2-pt layup from 1 ft,,73,75
289,3,5:20.0,,Defensive rebound by R. Holmes,73,75
290,3,5:16.0,,D. Booker makes 3-pt jump shot from 26 ft (assist by E. Okobo),73,78
291,3,4:53.0,A. Len makes 2-pt layup at rim,,75,78
292,3,4:36.0,,R. Holmes misses 2-pt hook shot from 6 ft,75,78
293,3,4:34.0,Defensive rebound by O. Spellman,,75,78
294,3,4:31.0,Personal foul by R. Holmes (drawn by A. Len),,75,78
295,3,4:31.0,A. Len makes free throw 1 of 2,,76,78
296,3,4:31.0,K. Bazemore enters the game for T. Prince,,76,78
297,3,4:31.0,,J. Evans enters the game for E. Okobo,76,78
298,3,4:31.0,A. Len misses free throw 2 of 2,,76,78
299,3,4:29.0,,Defensive rebound by K. Oubre,76,78
300,3,4:15.0,,R. Holmes makes 2-pt layup from 2 ft,76,80
301,3,4:01.0,A. Len misses 2-pt layup from 4 ft (block by R. Holmes),,76,80
302,3,4:01.0,Offensive rebound by Team,,76,80
303,3,3:59.0,Turnover by K. Bazemore (bad pass; steal by K. Oubre),,76,80
304,3,3:54.0,,R. Holmes misses 2-pt dunk at rim,76,80
305,3,3:54.0,Defensive rebound by Team,,76,80
306,3,3:40.0,Offensive foul by A. Len (drawn by R. Holmes),,76,80
307,3,3:40.0,Turnover by A. Len (offensive foul),,76,80
308,3,3:22.0,,K. Oubre makes 2-pt layup from 1 ft (assist by R. Holmes),76,82
309,3,3:12.0,Turnover by J. Lin (lost ball; steal by J. Evans),,76,82
310,3,3:08.0,,D. Booker makes 2-pt dunk at rim (assist by J. Evans),76,84
311,3,2:48.0,Atlanta full timeout,,76,84
312,3,2:48.0,J. Collins enters the game for O. Spellman,,76,84
313,3,2:41.0,Turnover by J. Lin (bad pass),,76,84
314,3,2:30.0,,J. Jackson misses 3-pt jump shot from 28 ft,76,84
315,3,2:27.0,Defensive rebound by D. Bembry,,76,84
316,3,2:20.0,Turnover by D. Bembry (bad pass; steal by J. Jackson),,76,84
317,3,2:07.0,,J. Jackson misses 2-pt jump shot from 17 ft,76,84
318,3,2:04.0,Defensive rebound by A. Len,,76,84
319,3,2:01.0,J. Lin makes 3-pt jump shot from 26 ft (assist by A. Len),,79,84
320,3,1:42.0,,D. Booker makes 2-pt jump shot from 14 ft,79,86
321,3,1:29.0,J. Collins misses 2-pt layup from 2 ft,,79,86
322,3,1:29.0,Offensive rebound by J. Collins,,79,86
323,3,1:29.0,J. Collins makes 2-pt layup from 1 ft,,81,86
324,3,1:29.0,Shooting foul by R. Holmes (drawn by J. Collins),,81,86
325,3,1:29.0,O. Spellman enters the game for A. Len,,81,86
326,3,1:29.0,J. Collins makes free throw 1 of 1,,82,86
327,3,1:10.0,,Personal foul by O. Spellman (drawn by J. Evans),82,86
328,3,1:00.0,,K. Oubre misses 3-pt jump shot from 25 ft,82,86
329,3,0:57.0,Defensive rebound by J. Collins,,82,86
330,3,0:42.0,K. Bazemore makes 3-pt jump shot from 23 ft (assist by O. Spellman),,85,86
331,3,0:30.0,,J. Jackson makes 2-pt layup from 1 ft (assist by D. Booker),85,88
332,3,0:09.0,Personal foul by J. Evans (drawn by J. Collins),,85,88
333,3,0:09.0,J. Collins makes free throw 1 of 2,,86,88
334,3,0:09.0,,M. Bridges enters the game for J. Evans,86,88
335,3,0:09.0,J. Collins misses free throw 2 of 2,,86,88
336,3,0:07.0,Offensive rebound by Team,,86,88
337,3,0:04.0,J. Lin misses 2-pt jump shot from 18 ft,,86,88
338,3,0:01.0,Offensive rebound by J. Collins,,86,88
339,3,0:00.0,J. Collins misses 2-pt dunk at rim (block by R. Holmes),,86,88
340,3,0:00.0,Offensive rebound by Team,,86,88
341,4,11:41.0,Shooting foul by K. Oubre (drawn by J. Collins),,86,88
342,4,11:41.0,J. Collins makes free throw 1 of 2,,87,88
343,4,11:41.0,J. Collins misses free throw 2 of 2,,87,88
344,4,11:39.0,,Defensive rebound by M. Bridges,87,88
345,4,11:28.0,,M. Bridges makes 2-pt layup from 1 ft (assist by D. Ayton),87,90
346,4,11:10.0,Turnover by K. Bazemore (bad pass; steal by D. Booker),,87,90
347,4,11:04.0,,K. Oubre misses 2-pt layup from 3 ft,87,90
348,4,11:02.0,Defensive rebound by J. Collins,,87,90
349,4,10:51.0,Turnover by K. Huerter (bad pass; steal by K. Oubre),,87,90
350,4,10:47.0,,M. Bridges makes 3-pt jump shot from 23 ft (assist by E. Okobo),87,93
351,4,10:27.0,T. Young misses 2-pt jump shot from 6 ft,,87,93
352,4,10:25.0,,Defensive rebound by E. Okobo,87,93
353,4,10:12.0,,Shooting foul by K. Bazemore (drawn by D. Ayton),87,93
354,4,10:12.0,,D. Ayton makes free throw 1 of 2,87,94
355,4,10:12.0,,D. Ayton makes free throw 2 of 2,87,95
356,4,9:48.0,J. Collins makes 3-pt jump shot from 24 ft (assist by T. Young),,90,95
357,4,9:23.0,,D. Ayton misses 2-pt jump shot from 21 ft,90,95
358,4,9:21.0,Defensive rebound by T. Young,,90,95
359,4,9:13.0,T. Young misses 2-pt jump shot from 9 ft,,90,95
360,4,9:10.0,,Defensive rebound by D. Ayton,90,95
361,4,9:07.0,,K. Oubre misses 3-pt jump shot from 24 ft,90,95
362,4,9:05.0,Defensive rebound by K. Huerter,,90,95
363,4,8:57.0,Turnover by K. Bazemore (bad pass; steal by M. Bridges),,90,95
364,4,8:53.0,,D. Booker misses 3-pt jump shot from 25 ft,90,95
365,4,8:52.0,,Offensive rebound by D. Ayton,90,95
366,4,8:49.0,,D. Ayton misses 2-pt layup from 1 ft (block by D. Dedmon),90,95
367,4,8:49.0,,Offensive rebound by D. Ayton,90,95
368,4,8:42.0,,Turnover by D. Ayton (lost ball; steal by K. Bazemore),90,95
369,4,8:34.0,K. Huerter makes 2-pt layup at rim,,92,95
370,4,8:34.0,,Phoenix full timeout,92,95
371,4,8:34.0,T. Prince enters the game for K. Bazemore,,92,95
372,4,8:34.0,,J. Jackson enters the game for K. Oubre,92,95
373,4,8:22.0,,M. Bridges misses 3-pt jump shot from 25 ft,92,95
374,4,8:19.0,Defensive rebound by T. Young,,92,95
375,4,8:11.0,K. Huerter misses 3-pt jump shot from 23 ft,,92,95
376,4,8:07.0,,Defensive rebound by D. Booker,92,95
377,4,7:59.0,,D. Ayton misses 2-pt jump shot from 3 ft,92,95
378,4,7:57.0,Defensive rebound by D. Dedmon,,92,95
379,4,7:42.0,Turnover by J. Collins (bad pass),,92,95
380,4,7:28.0,,Personal foul by D. Dedmon (drawn by D. Booker),92,95
381,4,7:19.0,,J. Jackson misses 2-pt layup from 6 ft,92,95
382,4,7:19.0,,Offensive rebound by Team,92,95
383,4,7:15.0,,D. Booker misses 3-pt jump shot from 25 ft,92,95
384,4,7:12.0,,Offensive rebound by D. Ayton,92,95
385,4,7:09.0,,D. Ayton makes 2-pt layup from 1 ft,92,97
386,4,6:50.0,T. Young makes 3-pt jump shot from 25 ft,,95,97
387,4,6:27.0,,J. Jackson misses 3-pt jump shot from 25 ft,95,97
388,4,6:25.0,Defensive rebound by T. Young,,95,97
389,4,6:16.0,D. Dedmon misses 3-pt jump shot from 26 ft,,95,97
