,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,INDIANA_ACTION,NEW ORLEANS_SCORE,INDIANA_SCORE
386,4,10:05.0,,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by T. Evans),94,105
387,4,10:04.0,New Orleans full timeout,,94,105
388,4,10:04.0,J. Holiday enters the game for F. Jackson,,94,105
389,4,10:04.0,S. Johnson enters the game for E. Moore,,94,105
390,4,10:04.0,K. Williams enters the game for J. Randle,,94,105
391,4,9:57.0,Personal foul by C. Joseph (drawn by J. Holiday),,94,105
392,4,9:43.0,E. Payton makes 2-pt layup from 1 ft,,96,105
393,4,9:27.0,,T. Evans makes 3-pt jump shot from 26 ft (assist by D. Sabonis),96,108
394,4,9:15.0,S. Johnson makes 2-pt layup from 1 ft,,98,108
395,4,8:55.0,,D. Sabonis makes 2-pt jump shot from 6 ft (assist by T. Evans),98,110
396,4,8:44.0,Shooting foul by C. Joseph (drawn by J. Holiday),,98,110
397,4,8:44.0,J. Holiday misses free throw 1 of 2,,98,110
398,4,8:44.0,Offensive rebound by Team,,98,110
399,4,8:44.0,J. Holiday misses free throw 2 of 2,,98,110
400,4,8:43.0,,Defensive rebound by T. Leaf,98,110
401,4,8:24.0,,B. Bogdanović misses 2-pt jump shot from 18 ft,98,110
402,4,8:20.0,Defensive rebound by J. Okafor,,98,110
403,4,8:14.0,K. Williams misses 3-pt jump shot from 26 ft,,98,110
404,4,8:11.0,,Defensive rebound by D. Sabonis,98,110
405,4,8:02.0,,B. Bogdanović makes 2-pt layup from 1 ft (assist by C. Joseph),98,112
406,4,7:54.0,E. Payton makes 2-pt layup at rim (assist by J. Holiday),,100,112
407,4,7:54.0,,Indiana full timeout,100,112
408,4,7:54.0,C. Diallo enters the game for J. Holiday,,100,112
409,4,7:54.0,F. Jackson enters the game for J. Okafor,,100,112
410,4,7:54.0,,W. Matthews enters the game for T. Evans,100,112
411,4,7:54.0,,T. Young enters the game for T. Leaf,100,112
412,4,7:42.0,,B. Bogdanović makes 2-pt jump shot from 14 ft,100,114
413,4,7:28.0,F. Jackson misses 2-pt jump shot from 13 ft,,100,114
414,4,7:25.0,Offensive rebound by S. Johnson,,100,114
415,4,7:25.0,S. Johnson misses 2-pt layup from 1 ft,,100,114
416,4,7:22.0,Offensive rebound by S. Johnson,,100,114
417,4,7:21.0,Turnover by S. Johnson (bad pass; steal by T. Young),,100,114
418,4,7:17.0,,W. Matthews misses 3-pt jump shot from 26 ft,100,114
419,4,7:13.0,Defensive rebound by C. Diallo,,100,114
420,4,7:09.0,S. Johnson makes 2-pt layup from 1 ft,,102,114
421,4,7:09.0,Shooting foul by D. Sabonis (drawn by S. Johnson),,102,114
422,4,7:09.0,S. Johnson misses free throw 1 of 1,,102,114
423,4,7:08.0,,Defensive rebound by B. Bogdanović,102,114
424,4,6:56.0,,B. Bogdanović misses 3-pt jump shot from 27 ft,102,114
425,4,6:53.0,Defensive rebound by K. Williams,,102,114
426,4,6:34.0,S. Johnson misses 2-pt layup from 1 ft,,102,114
427,4,6:31.0,Offensive rebound by C. Diallo,,102,114
428,4,6:31.0,C. Diallo misses 2-pt layup from 1 ft,,102,114
429,4,6:30.0,,Defensive rebound by T. Young,102,114
430,4,6:22.0,,Shooting foul by K. Williams (drawn by D. Sabonis),102,114
431,4,6:22.0,,D. Sabonis makes free throw 1 of 2,102,115
432,4,6:22.0,,D. Sabonis misses free throw 2 of 2,102,115
433,4,6:19.0,Defensive rebound by K. Williams,,102,115
434,4,6:08.0,Turnover by S. Johnson (lost ball; steal by T. Young),,102,115
435,4,6:00.0,,Shooting foul by C. Diallo (drawn by D. Sabonis),102,115
436,4,6:00.0,,D. Sabonis misses free throw 1 of 2,102,115
437,4,6:00.0,,Offensive rebound by Team,102,115
438,4,6:00.0,,D. Sabonis misses free throw 2 of 2,102,115
439,4,5:59.0,Defensive rebound by C. Diallo,,102,115
440,4,5:47.0,Personal foul by B. Bogdanović (drawn by C. Diallo),,102,115
441,4,5:47.0,C. Diallo makes free throw 1 of 2,,103,115
442,4,5:47.0,,K. O'Quinn enters the game for D. Sabonis,103,115
443,4,5:47.0,C. Diallo makes free throw 2 of 2,,104,115
444,4,5:47.0,,Indiana full timeout,104,115
445,4,5:47.0,,T. Evans enters the game for B. Bogdanović,104,115
446,4,5:36.0,,T. Young misses 2-pt layup from 4 ft,104,115
447,4,5:34.0,Defensive rebound by C. Diallo,,104,115
448,4,5:30.0,E. Payton makes 2-pt jump shot from 1 ft,,106,115
449,4,5:08.0,,T. Young misses 2-pt jump shot from 4 ft,106,115
450,4,5:04.0,Defensive rebound by C. Diallo,,106,115
451,4,5:01.0,Offensive foul by S. Johnson (drawn by T. Evans),,106,115
452,4,5:01.0,Turnover by S. Johnson (offensive foul),,106,115
453,4,5:01.0,,D. Collison enters the game for C. Joseph,106,115
454,4,4:47.0,,W. Matthews misses 2-pt jump shot from 13 ft,106,115
455,4,4:44.0,Defensive rebound by C. Diallo,,106,115
456,4,4:37.0,E. Payton makes 2-pt layup from 1 ft,,108,115
457,4,4:17.0,,T. Young misses 2-pt hook shot from 6 ft,108,115
458,4,4:15.0,Defensive rebound by C. Diallo,,108,115
459,4,4:07.0,Turnover by E. Payton (lost ball; steal by K. O'Quinn),,108,115
460,4,4:07.0,,Personal foul by E. Payton (drawn by K. O'Quinn),108,115
461,4,4:07.0,,K. O'Quinn makes free throw 1 of 2,108,116
462,4,4:07.0,,B. Bogdanović enters the game for T. Evans,108,116
463,4,4:07.0,,K. O'Quinn makes free throw 2 of 2,108,117
464,4,3:58.0,F. Jackson misses 3-pt jump shot from 28 ft,,108,117
465,4,3:54.0,,Defensive rebound by K. O'Quinn,108,117
466,4,3:39.0,,T. Young misses 2-pt hook shot from 3 ft,108,117
467,4,3:36.0,,Offensive rebound by K. O'Quinn,108,117
468,4,3:36.0,,K. O'Quinn makes 2-pt layup at rim,108,119
469,4,3:24.0,Shooting foul by W. Matthews (drawn by F. Jackson),,108,119
470,4,3:24.0,F. Jackson misses free throw 1 of 2,,108,119
471,4,3:24.0,Offensive rebound by Team,,108,119
472,4,3:24.0,,D. Sabonis enters the game for K. O'Quinn,108,119
473,4,3:24.0,F. Jackson makes free throw 2 of 2,,109,119
474,4,3:10.0,,Personal foul by S. Johnson (drawn by B. Bogdanović),109,119
475,4,3:10.0,,B. Bogdanović makes free throw 1 of 2,109,120
476,4,3:10.0,,B. Bogdanović makes free throw 2 of 2,109,121
477,4,3:04.0,K. Williams misses 3-pt jump shot from 27 ft,,109,121
478,4,3:01.0,,Defensive rebound by W. Matthews,109,121
479,4,2:48.0,,D. Sabonis misses 2-pt layup from 2 ft,109,121
480,4,2:47.0,,Offensive rebound by T. Young,109,121
481,4,2:44.0,,T. Young misses 2-pt layup at rim,109,121
482,4,2:43.0,,Offensive rebound by T. Young,109,121
483,4,2:43.0,,T. Young misses 2-pt layup from 6 ft,109,121
484,4,2:41.0,Defensive rebound by C. Diallo,,109,121
485,4,2:37.0,F. Jackson misses 2-pt layup from 1 ft,,109,121
486,4,2:35.0,Offensive rebound by Team,,109,121
487,4,2:33.0,K. Williams misses 2-pt jump shot from 20 ft,,109,121
488,4,2:30.0,,Defensive rebound by T. Young,109,121
489,4,2:19.0,,B. Bogdanović makes 2-pt jump shot from 13 ft,109,123
490,4,2:05.0,Shooting foul by D. Sabonis (drawn by F. Jackson),,109,123
491,4,2:05.0,F. Jackson misses free throw 1 of 2,,109,123
492,4,2:05.0,Offensive rebound by Team,,109,123
493,4,2:05.0,J. Okafor enters the game for E. Payton,,109,123
494,4,2:05.0,F. Jackson makes free throw 2 of 2,,110,123
495,4,1:53.0,,W. Matthews misses 3-pt jump shot from 25 ft,110,123
496,4,1:50.0,Defensive rebound by Team,,110,123
497,4,1:31.0,Shooting foul by D. Sabonis (drawn by C. Diallo),,110,123
498,4,1:31.0,C. Diallo misses free throw 1 of 2,,110,123
499,4,1:31.0,Offensive rebound by Team,,110,123
500,4,1:31.0,C. Diallo makes free throw 2 of 2,,111,123
501,4,1:09.0,,Turnover by D. Collison (traveling),111,123
502,4,1:00.0,S. Johnson misses 2-pt layup at rim (block by D. Sabonis),,111,123
503,4,1:00.0,Offensive rebound by Team,,111,123
504,4,0:57.0,Turnover by K. Williams (bad pass; steal by B. Bogdanović),,111,123
505,4,0:57.0,,Personal take foul by K. Williams (drawn by T. Young),111,123
506,4,0:57.0,,T. Young misses free throw 1 of 2,111,123
507,4,0:57.0,,Offensive rebound by Team,111,123
508,4,0:57.0,,T. Young makes free throw 2 of 2,111,124
509,4,0:43.0,F. Jackson misses 2-pt layup from 1 ft,,111,124
510,4,0:41.0,,Defensive rebound by D. Sabonis,111,124
511,4,0:22.0,,D. Collison makes 2-pt jump shot from 18 ft,111,126
512,4,0:12.0,S. Johnson misses 3-pt jump shot from 29 ft,,111,126
513,4,0:09.0,,Defensive rebound by D. Sabonis,111,126
