,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,SACRAMENTO_ACTION,BROOKLYN_SCORE,SACRAMENTO_SCORE
374,4,8:21.0,D. Russell makes 2-pt layup from 5 ft,,91,107
375,4,8:21.0,,Sacramento full timeout,91,107
376,4,8:21.0,,W. Cauley-Stein enters the game for Y. Ferrell,91,107
377,4,8:21.0,,D. Fox enters the game for H. Giles,91,107
378,4,8:00.0,,M. Bagley misses 2-pt jump shot from 16 ft,91,107
379,4,7:57.0,Defensive rebound by R. Hollis-Jefferson,,91,107
380,4,7:50.0,D. Russell makes 3-pt jump shot from 26 ft (assist by R. Hollis-Jefferson),,94,107
381,4,7:30.0,,D. Fox misses 3-pt jump shot from 25 ft,94,107
382,4,7:27.0,Defensive rebound by J. Dudley,,94,107
383,4,7:22.0,D. Russell makes 3-pt jump shot from 27 ft (assist by J. Dudley),,97,107
384,4,6:57.0,,Shooting foul by J. Dudley (drawn by M. Bagley),97,107
385,4,6:57.0,,M. Bagley makes free throw 1 of 2,97,108
386,4,6:57.0,,M. Bagley makes free throw 2 of 2,97,109
387,4,6:37.0,J. Dudley misses 2-pt layup from 4 ft,,97,109
388,4,6:33.0,,Defensive rebound by W. Cauley-Stein,97,109
389,4,6:27.0,,B. Hield misses 2-pt layup from 2 ft,97,109
390,4,6:27.0,Defensive rebound by R. Kurucs,,97,109
391,4,6:22.0,Shooting foul by D. Fox (drawn by R. Hollis-Jefferson),,97,109
392,4,6:22.0,,Technical foul by W. Cauley-Stein,97,109
393,4,6:22.0,D. Russell makes technical free throw,,98,109
394,4,6:22.0,R. Hollis-Jefferson misses free throw 1 of 2,,98,109
395,4,6:22.0,Offensive rebound by Team,,98,109
396,4,6:22.0,,N. Bjelica enters the game for M. Bagley,98,109
397,4,6:22.0,R. Hollis-Jefferson makes free throw 2 of 2,,99,109
398,4,6:08.0,,B. Hield misses 3-pt jump shot from 23 ft,99,109
399,4,6:04.0,Defensive rebound by J. Dudley,,99,109
400,4,5:59.0,J. Dudley makes 3-pt jump shot from 26 ft (assist by R. Hollis-Jefferson),,102,109
401,4,5:40.0,,Offensive foul by N. Bjelica (drawn by J. Dudley),102,109
402,4,5:40.0,,Turnover by N. Bjelica (offensive foul),102,109
403,4,5:22.0,Turnover by R. Hollis-Jefferson (lost ball; steal by N. Bjelica),,102,109
404,4,5:07.0,,D. Fox misses 2-pt jump shot from 17 ft,102,109
405,4,5:05.0,Defensive rebound by R. Hollis-Jefferson,,102,109
406,4,4:59.0,D. Russell misses 3-pt jump shot from 26 ft,,102,109
407,4,4:55.0,,Defensive rebound by N. Bjelica,102,109
408,4,4:45.0,,Turnover by D. Fox (bad pass; steal by R. Hollis-Jefferson),102,109
409,4,4:43.0,Shooting foul by H. Barnes (drawn by D. Russell),,102,109
410,4,4:43.0,D. Russell makes free throw 1 of 3,,103,109
411,4,4:43.0,D. Russell makes free throw 2 of 3,,104,109
412,4,4:43.0,,M. Bagley enters the game for W. Cauley-Stein,104,109
413,4,4:43.0,D. Russell misses free throw 3 of 3,,104,109
414,4,4:40.0,,Defensive rebound by M. Bagley,104,109
415,4,4:24.0,,B. Hield misses 3-pt jump shot from 25 ft,104,109
416,4,4:23.0,,Offensive rebound by Team,104,109
417,4,4:23.0,Loose ball foul by D. Russell (drawn by M. Bagley),,104,109
418,4,4:12.0,,N. Bjelica makes 2-pt layup from 3 ft (assist by M. Bagley),104,111
419,4,4:12.0,,Shooting foul by T. Graham (drawn by N. Bjelica),104,111
420,4,4:12.0,,N. Bjelica makes free throw 1 of 1,104,112
421,4,4:04.0,D. Russell makes 2-pt layup from 2 ft,,106,112
422,4,3:50.0,,D. Fox misses 2-pt jump shot from 10 ft,106,112
423,4,3:44.0,,Offensive rebound by M. Bagley,106,112
424,4,3:44.0,,M. Bagley makes 2-pt dunk at rim,106,114
425,4,3:26.0,D. Russell makes 2-pt layup from 2 ft,,108,114
426,4,3:05.0,,B. Hield makes 2-pt layup from 2 ft (assist by N. Bjelica),108,116
427,4,2:56.0,D. Russell makes 3-pt jump shot from 26 ft,,111,116
428,4,2:43.0,,Turnover by D. Fox (lost ball; steal by D. Russell),111,116
429,4,2:39.0,D. Russell misses 3-pt jump shot from 26 ft,,111,116
430,4,2:38.0,,Defensive rebound by Team,111,116
431,4,2:27.0,,Turnover by D. Fox (bad pass; steal by J. Dudley),111,116
432,4,2:23.0,J. Dudley misses 2-pt layup from 2 ft,,111,116
433,4,2:20.0,,Defensive rebound by D. Fox,111,116
434,4,2:17.0,,H. Barnes misses 2-pt jump shot from 14 ft,111,116
435,4,2:13.0,Defensive rebound by D. Russell,,111,116
436,4,2:08.0,D. Russell makes 3-pt jump shot from 25 ft (assist by R. Hollis-Jefferson),,114,116
437,4,2:07.0,,Sacramento full timeout,114,116
438,4,2:06.0,,Personal foul by D. Russell (drawn by D. Fox),114,116
439,4,2:06.0,,D. Fox makes free throw 1 of 2,114,117
440,4,2:06.0,,D. Fox misses free throw 2 of 2,114,117
441,4,2:01.0,Defensive rebound by R. Hollis-Jefferson,,114,117
442,4,1:53.0,D. Russell makes 2-pt layup from 2 ft,,116,117
443,4,1:40.0,,Shooting foul by J. Dudley (drawn by D. Fox),116,117
444,4,1:40.0,,D. Fox makes free throw 1 of 2,116,118
445,4,1:40.0,,D. Fox makes free throw 2 of 2,116,119
446,4,1:33.0,D. Russell makes 2-pt layup from 2 ft,,118,119
447,4,1:19.0,,D. Fox misses 2-pt jump shot from 5 ft,118,119
448,4,1:15.0,Defensive rebound by T. Graham,,118,119
449,4,1:11.0,J. Dudley makes 3-pt jump shot from 26 ft (assist by D. Russell),,121,119
450,4,1:03.0,,N. Bjelica misses 3-pt jump shot from 26 ft,121,119
451,4,0:58.0,Defensive rebound by T. Graham,,121,119
452,4,0:50.0,D. Russell misses 2-pt layup from 3 ft,,121,119
453,4,0:47.0,,Defensive rebound by N. Bjelica,121,119
454,4,0:46.0,,Personal foul by J. Dudley (drawn by D. Fox),121,119
455,4,0:46.0,,D. Fox makes free throw 1 of 2,121,120
456,4,0:46.0,,C. Brewer enters the game for N. Bjelica,121,120
457,4,0:46.0,,D. Fox makes free throw 2 of 2,121,121
458,4,0:46.0,Brooklyn full timeout,,121,121
459,4,0:29.0,D. Russell misses 2-pt jump shot from 20 ft,,121,121
460,4,0:27.0,,Defensive rebound by D. Fox,121,121
461,4,0:20.0,,Sacramento full timeout,121,121
462,4,0:20.0,S. Dinwiddie enters the game for D. Russell,,121,121
463,4,0:20.0,,N. Bjelica enters the game for H. Barnes,121,121
464,4,0:05.0,,Turnover by M. Bagley (step out of bounds),121,121
465,4,0:05.0,Brooklyn full timeout,,121,121
466,4,0:05.0,J. Harris enters the game for S. Dinwiddie,,121,121
467,4,0:05.0,D. Russell enters the game for T. Graham,,121,121
468,4,0:05.0,,H. Barnes enters the game for N. Bjelica,121,121
469,4,0:00.0,R. Hollis-Jefferson makes 2-pt layup from 2 ft,,123,121
470,4,0:00.0,,B. Hield misses 3-pt jump shot from 61 ft,123,121
471,4,0:00.0,,Offensive rebound by Team,123,121
