,QUARTER,TIME_REMAINING,BOSTON_ACTION,PHILADELPHIA_ACTION,BOSTON_SCORE,PHILADELPHIA_SCORE
154,2,7:56.0,A. Baynes makes 2-pt dunk from 1 ft (assist by M. Smart),,52,39
155,2,7:42.0,,Shooting foul by J. Brown (drawn by J. Embiid),52,39
156,2,7:42.0,,J. Embiid makes free throw 1 of 2,52,40
157,2,7:42.0,M. Morris enters the game for A. Horford,,52,40
158,2,7:42.0,,M. Scott enters the game for J. Redick,52,40
159,2,7:42.0,,J. Embiid makes free throw 2 of 2,52,41
160,2,7:26.0,T. Rozier makes 3-pt jump shot from 26 ft,,55,41
161,2,7:09.0,,Shooting foul by J. Brown (drawn by J. Embiid),55,41
162,2,7:09.0,,J. Embiid makes free throw 1 of 2,55,42
163,2,7:09.0,,T. McConnell enters the game for B. Simmons,55,42
164,2,7:09.0,,J. Embiid makes free throw 2 of 2,55,43
165,2,6:55.0,T. Rozier makes 3-pt jump shot from 26 ft (assist by M. Smart),,58,43
166,2,6:40.0,,Offensive foul by J. Embiid (drawn by A. Baynes),58,43
167,2,6:40.0,,Turnover by J. Embiid (offensive foul),58,43
168,2,6:40.0,,Philadelphia full timeout,58,43
169,2,6:40.0,J. Tatum enters the game for J. Brown,,58,43
170,2,6:40.0,,B. Marjanović enters the game for J. Embiid,58,43
171,2,6:21.0,T. Rozier misses 3-pt jump shot from 25 ft,,58,43
172,2,6:18.0,,Defensive rebound by T. McConnell,58,43
173,2,6:04.0,,B. Marjanović makes 2-pt jump shot from 15 ft (assist by T. McConnell),58,45
174,2,5:50.0,A. Baynes misses 2-pt hook shot from 1 ft,,58,45
175,2,5:50.0,,Defensive rebound by B. Marjanović,58,45
176,2,5:35.0,,T. McConnell misses 2-pt jump shot from 9 ft,58,45
177,2,5:34.0,,Offensive rebound by M. Scott,58,45
178,2,5:28.0,,B. Marjanović misses 2-pt jump shot from 8 ft,58,45
179,2,5:26.0,Defensive rebound by J. Tatum,,58,45
180,2,5:19.0,A. Baynes misses 3-pt jump shot from 27 ft,,58,45
181,2,5:15.0,,Defensive rebound by B. Marjanović,58,45
182,2,5:08.0,,T. McConnell misses 2-pt layup from 4 ft,58,45
183,2,5:08.0,,Offensive rebound by B. Marjanović,58,45
184,2,5:07.0,,B. Marjanović misses 2-pt layup from 3 ft (block by M. Morris),58,45
185,2,5:07.0,,Offensive rebound by Team,58,45
186,2,5:07.0,A. Horford enters the game for A. Baynes,,58,45
187,2,5:07.0,K. Irving enters the game for M. Smart,,58,45
188,2,5:07.0,,J. Embiid enters the game for B. Marjanović,58,45
189,2,4:56.0,,M. Scott misses 2-pt jump shot from 6 ft,58,45
190,2,4:51.0,Defensive rebound by K. Irving,,58,45
191,2,4:33.0,Shooting foul by J. Embiid (drawn by K. Irving),,58,45
192,2,4:33.0,Technical foul by B. Brown,,58,45
193,2,4:33.0,K. Irving misses technical free throw,,58,45
194,2,4:33.0,Offensive rebound by Team,,58,45
195,2,4:33.0,K. Irving makes free throw 1 of 2,,59,45
196,2,4:33.0,,B. Simmons enters the game for T. McConnell,59,45
197,2,4:33.0,K. Irving makes free throw 2 of 2,,60,45
198,2,4:19.0,,J. Butler misses 3-pt jump shot from 26 ft,60,45
199,2,4:16.0,Defensive rebound by J. Tatum,,60,45
200,2,4:14.0,Turnover by J. Tatum (bad pass),,60,45
201,2,4:05.0,,Shooting foul by K. Irving (drawn by T. Harris),60,45
202,2,4:05.0,,T. Harris misses free throw 1 of 2,60,45
203,2,4:05.0,,Offensive rebound by Team,60,45
204,2,4:05.0,M. Smart enters the game for T. Rozier,,60,45
205,2,4:05.0,,T. Harris makes free throw 2 of 2,60,46
206,2,3:56.0,K. Irving misses 3-pt jump shot from 26 ft,,60,46
207,2,3:52.0,,Defensive rebound by J. Embiid,60,46
208,2,3:46.0,,J. Butler misses 2-pt jump shot from 15 ft,60,46
209,2,3:42.0,,Offensive rebound by M. Scott,60,46
210,2,3:40.0,,M. Scott misses 2-pt jump shot from 3 ft (block by K. Irving),60,46
211,2,3:32.0,Defensive rebound by M. Morris,,60,46
212,2,3:30.0,K. Irving misses 3-pt jump shot from 24 ft,,60,46
213,2,3:28.0,,Defensive rebound by B. Simmons,60,46
214,2,3:25.0,,Personal foul by M. Smart (drawn by B. Simmons),60,46
215,2,3:25.0,,B. Simmons makes free throw 1 of 2,60,47
216,2,3:25.0,,J. Redick enters the game for T. Harris,60,47
217,2,3:25.0,,B. Simmons makes free throw 2 of 2,60,48
218,2,3:14.0,M. Morris misses 2-pt jump shot from 3 ft (block by B. Simmons),,60,48
219,2,3:11.0,,Defensive rebound by J. Butler,60,48
220,2,3:08.0,,B. Simmons misses 2-pt layup from 3 ft,60,48
221,2,3:06.0,,Offensive rebound by B. Simmons,60,48
222,2,3:04.0,,M. Scott makes 3-pt jump shot from 22 ft (assist by B. Simmons),60,51
223,2,3:01.0,Boston full timeout,,60,51
224,2,2:46.0,A. Horford makes 2-pt layup from 1 ft (assist by J. Tatum),,62,51
225,2,2:17.0,,J. Butler makes 2-pt jump shot from 9 ft,62,53
226,2,1:58.0,K. Irving makes 2-pt layup from 1 ft,,64,53
227,2,1:52.0,,J. Butler misses 3-pt jump shot from 25 ft,64,53
228,2,1:49.0,Defensive rebound by K. Irving,,64,53
229,2,1:44.0,A. Horford misses 3-pt jump shot from 25 ft,,64,53
230,2,1:39.0,,Defensive rebound by B. Simmons,64,53
231,2,1:25.0,,J. Embiid misses 2-pt jump shot from 10 ft,64,53
232,2,1:23.0,Defensive rebound by A. Horford,,64,53
233,2,1:08.0,M. Smart misses 3-pt jump shot from 23 ft,,64,53
234,2,1:05.0,Offensive rebound by M. Morris,,64,53
235,2,1:04.0,A. Horford makes 3-pt jump shot from 26 ft (assist by M. Morris),,67,53
236,2,0:40.0,,J. Butler misses 2-pt jump shot from 2 ft,67,53
237,2,0:38.0,Defensive rebound by M. Morris,,67,53
238,2,0:34.0,K. Irving misses 3-pt jump shot from 25 ft,,67,53
239,2,0:31.0,,Defensive rebound by J. Embiid,67,53
240,2,0:26.0,,Personal foul by M. Morris (drawn by J. Redick),67,53
241,2,0:26.0,,J. Redick makes free throw 1 of 2,67,54
242,2,0:26.0,,J. Redick makes free throw 2 of 2,67,55
243,2,0:05.0,M. Morris makes 2-pt jump shot from 10 ft,,69,55
244,2,0:00.0,,Shooting foul by M. Smart (drawn by J. Redick),69,55
245,2,0:00.0,,J. Redick makes free throw 1 of 3,69,56
246,2,0:00.0,,J. Redick makes free throw 2 of 3,69,57
247,2,0:00.0,,J. Redick makes free throw 3 of 3,69,58
248,3,11:35.0,,Turnover by Team (shot clock),69,58
249,3,11:20.0,K. Irving misses 3-pt jump shot from 26 ft,,69,58
250,3,11:16.0,,Defensive rebound by J. Embiid,69,58
251,3,11:08.0,,Personal foul by M. Smart (drawn by J. Embiid),69,58
252,3,11:08.0,Violation by Team (delay of game),,69,58
253,3,11:06.0,,Flagrant foul type 2 by M. Smart (drawn by J. Embiid),69,58
254,3,11:06.0,M. Smart ejected from game,,69,58
255,3,11:06.0,J. Brown enters the game for M. Smart,,69,58
256,3,11:06.0,,Technical foul by J. Embiid,69,58
257,3,11:06.0,K. Irving makes technical free throw,,70,58
258,3,11:06.0,,J. Embiid makes flagrant free throw 1 of 2,70,59
259,3,11:06.0,,J. Embiid makes flagrant free throw 2 of 2,70,60
260,3,10:54.0,,J. Embiid makes 2-pt layup from 1 ft,70,62
261,3,10:42.0,K. Irving misses 3-pt jump shot from 29 ft,,70,62
262,3,10:42.0,,Defensive rebound by B. Simmons,70,62
263,3,10:33.0,,Shooting foul by M. Morris (drawn by J. Embiid),70,62
264,3,10:33.0,,J. Embiid makes free throw 1 of 2,70,63
265,3,10:33.0,,J. Embiid makes free throw 2 of 2,70,64
266,3,10:12.0,Turnover by K. Irving (bad pass; steal by B. Simmons),,70,64
267,3,10:06.0,,B. Simmons misses 2-pt layup from 2 ft,70,64
268,3,10:02.0,,Offensive rebound by J. Embiid,70,64
269,3,10:02.0,,J. Embiid misses 2-pt layup from 1 ft,70,64
270,3,10:02.0,,Offensive rebound by J. Embiid,70,64
271,3,10:02.0,,J. Embiid misses 2-pt layup from 2 ft,70,64
272,3,10:02.0,,Offensive rebound by J. Embiid,70,64
273,3,10:02.0,,Shooting foul by M. Morris (drawn by J. Embiid),70,64
274,3,10:02.0,,J. Embiid makes free throw 1 of 2,70,65
275,3,10:02.0,,J. Embiid makes free throw 2 of 2,70,66
276,3,9:50.0,Shooting foul by J. Embiid (drawn by K. Irving),,70,66
277,3,9:50.0,K. Irving makes free throw 1 of 2,,71,66
278,3,9:50.0,K. Irving makes free throw 2 of 2,,72,66
279,3,9:36.0,,B. Simmons makes 2-pt layup from 1 ft (assist by J. Butler),72,68
280,3,9:24.0,J. Brown makes 2-pt jump shot from 16 ft (assist by A. Horford),,74,68
281,3,9:04.0,,Turnover by T. Harris (bad pass; steal by A. Horford),74,68
282,3,8:58.0,J. Brown makes 2-pt layup from 2 ft,,76,68
283,3,8:47.0,,J. Butler misses 3-pt jump shot from 26 ft,76,68
284,3,8:44.0,Defensive rebound by K. Irving,,76,68
285,3,8:38.0,K. Irving makes 2-pt jump shot from 22 ft,,78,68
286,3,8:38.0,,Philadelphia full timeout,78,68
287,3,8:28.0,,J. Butler makes 2-pt jump shot from 18 ft (assist by J. Embiid),78,70
288,3,8:28.0,,Shooting foul by J. Tatum (drawn by J. Butler),78,70
289,3,8:28.0,,J. Butler makes free throw 1 of 1,78,71
290,3,8:11.0,A. Horford misses 2-pt jump shot from 16 ft,,78,71
291,3,8:08.0,Offensive rebound by K. Irving,,78,71
292,3,8:07.0,K. Irving makes 2-pt layup from 2 ft,,80,71
293,3,7:53.0,,J. Embiid misses 3-pt jump shot from 25 ft,80,71
294,3,7:50.0,Defensive rebound by A. Horford,,80,71
295,3,7:36.0,M. Morris misses 2-pt layup from 5 ft,,80,71
296,3,7:36.0,,Defensive rebound by Team,80,71
297,3,7:26.0,,J. Redick misses 3-pt jump shot from 26 ft,80,71
298,3,7:22.0,,Offensive rebound by B. Simmons,80,71
299,3,7:18.0,,J. Redick makes 3-pt jump shot from 26 ft (assist by J. Embiid),80,74
300,3,7:01.0,J. Tatum makes 2-pt layup from 2 ft (assist by A. Horford),,82,74
301,3,6:48.0,,J. Redick makes 3-pt jump shot from 28 ft (assist by B. Simmons),82,77
302,3,6:24.0,M. Morris misses 2-pt jump shot from 23 ft,,82,77
303,3,6:20.0,,Defensive rebound by J. Butler,82,77
304,3,6:12.0,,T. Harris misses 3-pt jump shot from 25 ft,82,77
305,3,6:07.0,Defensive rebound by J. Tatum,,82,77
306,3,6:02.0,J. Tatum misses 2-pt layup from 3 ft,,82,77
307,3,5:59.0,,Defensive rebound by J. Embiid,82,77
308,3,5:47.0,,J. Embiid makes 2-pt dunk from 1 ft,82,79
309,3,5:45.0,Boston full timeout,,82,79
310,3,5:45.0,S. Ojeleye enters the game for J. Brown,,82,79
311,3,5:45.0,T. Rozier enters the game for A. Horford,,82,79
312,3,5:45.0,D. Theis enters the game for M. Morris,,82,79
313,3,5:45.0,,J. Ennis enters the game for J. Butler,82,79
314,3,5:45.0,,T. McConnell enters the game for T. Harris,82,79
315,3,5:45.0,,M. Scott enters the game for J. Redick,82,79
316,3,5:25.0,J. Tatum misses 2-pt jump shot from 16 ft,,82,79
317,3,5:21.0,,Defensive rebound by J. Embiid,82,79
318,3,5:03.0,,J. Embiid makes 2-pt layup from 1 ft (assist by M. Scott),82,81
319,3,5:03.0,,Shooting foul by J. Tatum (drawn by J. Embiid),82,81
320,3,5:03.0,,J. Embiid makes free throw 1 of 1,82,82
321,3,4:50.0,Personal foul by J. Ennis (drawn by K. Irving),,82,82
322,3,4:37.0,K. Irving misses 2-pt jump shot from 3 ft,,82,82
323,3,4:33.0,,Defensive rebound by T. McConnell,82,82
324,3,4:11.0,,T. McConnell misses 3-pt jump shot from 22 ft,82,82
325,3,4:07.0,Defensive rebound by D. Theis,,82,82
326,3,3:59.0,K. Irving misses 2-pt jump shot from 20 ft,,82,82
327,3,3:55.0,,Defensive rebound by J. Ennis,82,82
328,3,3:48.0,,Personal foul by T. Rozier (drawn by M. Scott),82,82
329,3,3:48.0,,M. Scott misses free throw 1 of 2,82,82
330,3,3:48.0,,Offensive rebound by Team,82,82
331,3,3:48.0,,M. Scott makes free throw 2 of 2,82,83
332,3,3:28.0,J. Tatum misses 2-pt layup from 3 ft (block by M. Scott),,82,83
333,3,3:25.0,,Defensive rebound by J. Embiid,82,83
334,3,3:13.0,,Turnover by M. Scott (out of bounds lost ball),82,83
335,3,2:57.0,K. Irving makes 2-pt layup from 2 ft,,84,83
336,3,2:32.0,,Shooting foul by D. Theis (drawn by J. Embiid),84,83
337,3,2:32.0,,J. Embiid makes free throw 1 of 2,84,84
338,3,2:32.0,J. Brown enters the game for J. Tatum,,84,84
339,3,2:32.0,,T. Harris enters the game for T. McConnell,84,84
340,3,2:32.0,,J. Redick enters the game for M. Scott,84,84
341,3,2:32.0,,J. Embiid makes free throw 2 of 2,84,85
342,3,2:16.0,K. Irving makes 2-pt jump shot from 10 ft,,86,85
343,3,2:01.0,,J. Redick misses 2-pt jump shot from 21 ft,86,85
344,3,1:59.0,,Offensive rebound by B. Simmons,86,85
345,3,1:56.0,,T. Harris misses 2-pt layup from 2 ft,86,85
346,3,1:53.0,Defensive rebound by T. Rozier,,86,85
347,3,1:49.0,T. Rozier misses 2-pt layup from 2 ft (block by B. Simmons),,86,85
348,3,1:40.0,S. Ojeleye makes 2-pt layup at rim,,88,85
349,3,1:40.0,Offensive rebound by S. Ojeleye,,88,85
350,3,1:25.0,,J. Embiid misses 2-pt layup at rim,88,85
351,3,1:23.0,Defensive rebound by K. Irving,,88,85
352,3,1:19.0,Turnover by K. Irving (bad pass; steal by B. Simmons),,88,85
353,3,1:18.0,,Turnover by B. Simmons (out of bounds lost ball),88,85
354,3,1:18.0,,M. Scott enters the game for J. Embiid,88,85
355,3,1:03.0,K. Irving misses 2-pt jump shot from 16 ft,,88,85
356,3,1:02.0,Offensive rebound by Team,,88,85
357,3,1:02.0,,Loose ball foul by T. Harris (drawn by D. Theis),88,85
358,3,0:52.0,T. Rozier misses 2-pt jump shot from 2 ft,,88,85
359,3,0:50.0,,Defensive rebound by T. Harris,88,85
360,3,0:46.0,,M. Scott misses 3-pt jump shot from 26 ft,88,85
361,3,0:43.0,Defensive rebound by Team,,88,85
362,3,0:43.0,,Loose ball foul by J. Ennis (drawn by S. Ojeleye),88,85
363,3,0:43.0,S. Ojeleye makes free throw 1 of 2,,89,85
364,3,0:43.0,A. Horford enters the game for D. Theis,,89,85
365,3,0:43.0,S. Ojeleye makes free throw 2 of 2,,90,85
366,3,0:32.0,,J. Redick misses 3-pt jump shot from 26 ft,90,85
367,3,0:29.0,Defensive rebound by S. Ojeleye,,90,85
368,3,0:22.0,T. Rozier misses 2-pt layup from 10 ft (block by J. Redick),,90,85
369,3,0:15.0,,Defensive rebound by J. Redick,90,85
370,3,0:04.0,,B. Simmons misses 2-pt jump shot from 8 ft,90,85
371,3,0:01.0,Defensive rebound by T. Rozier,,90,85
372,3,0:01.0,T. Rozier misses 3-pt jump shot from 32 ft,,90,85
373,3,0:01.0,Offensive rebound by Team,,90,85
374,4,11:40.0,A. Horford makes 2-pt layup from 3 ft (assist by T. Rozier),,92,85
375,4,11:17.0,,Shooting foul by A. Horford (drawn by J. Embiid),92,85
376,4,11:17.0,,J. Embiid makes free throw 1 of 2,92,86
377,4,11:17.0,,J. Embiid makes free throw 2 of 2,92,87
378,4,10:58.0,A. Horford misses 2-pt hook shot from 3 ft,,92,87
379,4,10:56.0,Offensive rebound by A. Horford,,92,87
380,4,10:54.0,S. Ojeleye makes 3-pt jump shot from 26 ft (assist by A. Horford),,95,87
381,4,10:48.0,,J. Redick makes 3-pt jump shot from 25 ft (assist by B. Simmons),95,90
382,4,10:20.0,T. Rozier misses 3-pt jump shot from 23 ft,,95,90
383,4,10:18.0,Offensive rebound by Team,,95,90
384,4,10:17.0,Turnover by Team (shot clock),,95,90
385,4,10:07.0,,J. Redick misses 3-pt jump shot from 27 ft,95,90
386,4,10:03.0,Defensive rebound by T. Rozier,,95,90
387,4,9:52.0,A. Horford makes 2-pt jump shot from 15 ft,,97,90
388,4,9:37.0,,J. Redick misses 2-pt layup from 5 ft,97,90
389,4,9:35.0,Defensive rebound by M. Morris,,97,90
390,4,9:23.0,M. Morris misses 2-pt jump shot from 10 ft,,97,90
391,4,9:20.0,,Defensive rebound by J. Embiid,97,90
392,4,9:10.0,,M. Scott misses 3-pt jump shot from 25 ft,97,90
