,QUARTER,TIME_REMAINING,INDIANA_ACTION,SAN ANTONIO_ACTION,INDIANA_SCORE,SAN ANTONIO_SCORE
63,1,2:10.0,,M. Belinelli makes 3-pt jump shot from 26 ft (assist by P. Gasol),23,20
64,1,1:58.0,T. Evans misses 3-pt jump shot from 25 ft,,23,20
65,1,1:58.0,,Defensive rebound by P. Gasol,23,20
66,1,1:45.0,,D. Bertāns makes 2-pt jump shot from 21 ft (assist by D. DeRozan),23,22
67,1,1:20.0,C. Joseph makes 3-pt jump shot from 23 ft (assist by T. Evans),,26,22
68,1,0:55.0,,P. Gasol misses 2-pt jump shot from 9 ft,26,22
69,1,0:55.0,Defensive rebound by C. Joseph,,26,22
70,1,0:37.0,D. Sabonis makes 2-pt layup from 3 ft (assist by T. Leaf),,28,22
71,1,0:18.0,,P. Gasol misses 2-pt jump shot from 8 ft (block by D. Sabonis),28,22
72,1,0:13.0,Defensive rebound by D. Sabonis,,28,22
73,1,0:05.0,Personal foul by D. DeRozan (drawn by V. Oladipo),,28,22
74,1,0:00.0,V. Oladipo misses 2-pt layup from 4 ft (block by P. Gasol),,28,22
75,1,0:00.0,,Defensive rebound by D. Bertāns,28,22
76,2,11:39.0,C. Joseph makes 3-pt jump shot from 25 ft (assist by T. Leaf),,31,22
77,2,11:28.0,,Offensive foul by P. Mills (drawn by C. Joseph),31,22
78,2,11:28.0,,Turnover by P. Mills (offensive foul),31,22
79,2,11:17.0,D. Sabonis makes 2-pt layup from 4 ft (assist by D. McDermott),,33,22
80,2,11:17.0,Shooting foul by P. Gasol (drawn by D. Sabonis),,33,22
81,2,11:17.0,,J. Poeltl enters the game for P. Gasol,33,22
82,2,11:17.0,D. Sabonis makes free throw 1 of 1,,34,22
83,2,11:08.0,,M. Belinelli misses 2-pt layup from 6 ft,34,22
84,2,11:05.0,,Offensive rebound by J. Poeltl,34,22
85,2,11:05.0,,J. Poeltl misses 2-pt layup from 1 ft,34,22
86,2,11:04.0,Defensive rebound by C. Joseph,,34,22
87,2,10:54.0,T. Evans misses 2-pt layup from 4 ft,,34,22
88,2,10:52.0,,Defensive rebound by P. Mills,34,22
89,2,10:48.0,,P. Mills misses 3-pt jump shot from 25 ft,34,22
90,2,10:47.0,,Offensive rebound by R. Gay,34,22
91,2,10:45.0,,R. Gay makes 2-pt jump shot from 5 ft,34,24
92,2,10:32.0,D. McDermott makes 3-pt jump shot from 25 ft (assist by C. Joseph),,37,24
93,2,10:22.0,,Personal foul by D. McDermott (drawn by P. Mills),37,24
94,2,10:22.0,T. Young enters the game for T. Leaf,,37,24
95,2,10:22.0,,L. Aldridge enters the game for D. Bertāns,37,24
96,2,10:20.0,,M. Belinelli makes 2-pt jump shot from 9 ft (assist by R. Gay),37,26
97,2,10:11.0,D. McDermott misses 3-pt jump shot from 26 ft,,37,26
98,2,10:11.0,Offensive rebound by Team,,37,26
99,2,10:11.0,Personal foul by J. Poeltl (drawn by D. Sabonis),,37,26
100,2,10:11.0,,B. Forbes enters the game for P. Mills,37,26
101,2,10:06.0,Personal foul by B. Forbes (drawn by D. Sabonis),,37,26
102,2,9:51.0,T. Young misses 2-pt layup from 3 ft,,37,26
103,2,9:47.0,,Defensive rebound by R. Gay,37,26
104,2,9:44.0,,Personal foul by D. McDermott (drawn by J. Poeltl),37,26
105,2,9:43.0,,Personal foul by D. McDermott (drawn by M. Belinelli),37,26
106,2,9:29.0,,R. Gay misses 2-pt jump shot from 10 ft,37,26
107,2,9:28.0,,Offensive rebound by L. Aldridge,37,26
108,2,9:27.0,,Turnover by L. Aldridge (bad pass; steal by C. Joseph),37,26
109,2,9:22.0,D. McDermott makes 2-pt dunk from 1 ft (assist by T. Evans),,39,26
110,2,9:10.0,,L. Aldridge misses 2-pt jump shot from 9 ft,39,26
111,2,9:10.0,Defensive rebound by D. Sabonis,,39,26
112,2,8:53.0,D. Sabonis misses 2-pt hook shot from 3 ft,,39,26
113,2,8:50.0,,Defensive rebound by J. Poeltl,39,26
114,2,8:44.0,,M. Belinelli misses 3-pt jump shot from 27 ft,39,26
115,2,8:44.0,Defensive rebound by D. Sabonis,,39,26
116,2,8:37.0,Personal foul by M. Belinelli (drawn by T. Young),,39,26
117,2,8:37.0,,Technical foul by M. Belinelli,39,26
118,2,8:37.0,D. McDermott makes technical free throw,,40,26
119,2,8:37.0,,D. Bertāns enters the game for J. Poeltl,40,26
120,2,8:25.0,D. Sabonis makes 2-pt dunk from 2 ft (assist by T. Evans),,42,26
121,2,7:58.0,,M. Belinelli misses 2-pt layup from 5 ft,42,26
122,2,7:58.0,,Offensive rebound by D. Bertāns,42,26
123,2,7:58.0,,Shooting foul by D. Sabonis (drawn by D. Bertāns),42,26
124,2,7:58.0,,D. Bertāns makes free throw 1 of 2,42,27
125,2,7:58.0,,D. DeRozan enters the game for M. Belinelli,42,27
126,2,7:58.0,,D. Bertāns makes free throw 2 of 2,42,28
127,2,7:46.0,D. McDermott misses 2-pt jump shot from 20 ft,,42,28
128,2,7:42.0,,Defensive rebound by R. Gay,42,28
129,2,7:38.0,,Personal foul by D. Sabonis (drawn by L. Aldridge),42,28
130,2,7:38.0,,L. Aldridge makes free throw 1 of 2,42,29
131,2,7:38.0,B. Bogdanović enters the game for D. McDermott,,42,29
132,2,7:38.0,M. Turner enters the game for D. Sabonis,,42,29
133,2,7:38.0,,L. Aldridge makes free throw 2 of 2,42,30
134,2,7:19.0,T. Evans makes 3-pt jump shot from 25 ft,,45,30
135,2,6:55.0,,B. Forbes misses 2-pt jump shot from 21 ft,45,30
136,2,6:50.0,Defensive rebound by C. Joseph,,45,30
137,2,6:44.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,45,30
138,2,6:40.0,,Defensive rebound by D. Bertāns,45,30
139,2,6:28.0,,D. Bertāns makes 3-pt jump shot from 26 ft (assist by D. DeRozan),45,33
140,2,6:20.0,,San Antonio full timeout,45,33
141,2,6:20.0,,P. Mills enters the game for R. Gay,45,33
142,2,6:04.0,T. Evans misses 3-pt jump shot from 27 ft,,45,33
143,2,5:51.0,,Defensive rebound by D. DeRozan,45,33
144,2,5:49.0,,Shooting foul by T. Young (drawn by B. Forbes),45,33
145,2,5:49.0,,P. Gasol enters the game for L. Aldridge,45,33
146,2,5:49.0,,B. Forbes makes free throw 1 of 3,45,34
147,2,5:49.0,,B. Forbes makes free throw 2 of 3,45,35
148,2,5:49.0,V. Oladipo enters the game for T. Evans,,45,35
149,2,5:49.0,,B. Forbes makes free throw 3 of 3,45,36
150,2,5:24.0,T. Young misses 2-pt jump shot from 16 ft,,45,36
151,2,5:18.0,,Defensive rebound by D. DeRozan,45,36
152,2,5:10.0,,D. Bertāns misses 3-pt jump shot from 28 ft,45,36
153,2,5:05.0,Defensive rebound by B. Bogdanović,,45,36
154,2,4:53.0,B. Bogdanović makes 2-pt layup from 3 ft,,47,36
155,2,4:41.0,,D. DeRozan makes 2-pt layup from 3 ft,47,38
156,2,4:29.0,Personal foul by B. Forbes (drawn by T. Young),,47,38
157,2,4:29.0,T. Young makes free throw 1 of 2,,48,38
158,2,4:29.0,D. Collison enters the game for C. Joseph,,48,38
159,2,4:29.0,,L. Aldridge enters the game for D. Bertāns,48,38
160,2,4:29.0,,Violation by Team (delay of game),48,38
161,2,4:29.0,T. Young misses free throw 2 of 2,,48,38
162,2,4:26.0,,Defensive rebound by L. Aldridge,48,38
163,2,4:07.0,,L. Aldridge misses 2-pt jump shot from 17 ft,48,38
164,2,4:04.0,Defensive rebound by B. Bogdanović,,48,38
165,2,4:02.0,V. Oladipo makes 2-pt layup from 4 ft,,50,38
166,2,4:02.0,Shooting foul by D. DeRozan (drawn by V. Oladipo),,50,38
167,2,4:02.0,V. Oladipo makes free throw 1 of 1,,51,38
168,2,3:50.0,,P. Gasol misses 2-pt jump shot from 19 ft,51,38
169,2,3:44.0,Defensive rebound by T. Young,,51,38
170,2,3:32.0,V. Oladipo misses 3-pt jump shot from 26 ft,,51,38
171,2,3:28.0,Offensive rebound by V. Oladipo,,51,38
172,2,3:27.0,D. Collison makes 3-pt jump shot from 26 ft (assist by V. Oladipo),,54,38
173,2,3:13.0,,L. Aldridge makes 2-pt layup from 3 ft (assist by B. Forbes),54,40
174,2,3:13.0,,Shooting foul by D. Collison (drawn by L. Aldridge),54,40
175,2,3:13.0,,L. Aldridge makes free throw 1 of 1,54,41
176,2,2:59.0,V. Oladipo makes 2-pt jump shot from 16 ft,,56,41
177,2,2:59.0,,D. Bertāns enters the game for P. Gasol,56,41
178,2,2:53.0,Indiana full timeout,,56,41
179,2,2:37.0,,D. DeRozan misses 2-pt jump shot from 6 ft,56,41
180,2,2:33.0,,Offensive rebound by L. Aldridge,56,41
181,2,2:30.0,,D. DeRozan makes 2-pt layup from 3 ft (assist by L. Aldridge),56,43
182,2,2:10.0,M. Turner makes 2-pt jump shot from 20 ft,,58,43
183,2,1:57.0,,D. DeRozan makes 2-pt jump shot from 5 ft,58,45
184,2,1:36.0,D. Collison misses 3-pt jump shot from 23 ft,,58,45
185,2,1:32.0,,Defensive rebound by D. DeRozan,58,45
186,2,1:27.0,,D. DeRozan makes 2-pt jump shot from 8 ft,58,47
187,2,1:03.0,B. Bogdanović misses 2-pt layup from 4 ft (block by L. Aldridge),,58,47
188,2,0:59.0,,Defensive rebound by L. Aldridge,58,47
189,2,0:57.0,,B. Forbes makes 3-pt jump shot from 25 ft (assist by D. DeRozan),58,50
190,2,0:36.0,T. Young makes 2-pt layup from 3 ft,,60,50
191,2,0:15.0,,D. DeRozan misses 2-pt jump shot from 7 ft (block by M. Turner),60,50
192,2,0:10.0,Defensive rebound by V. Oladipo,,60,50
193,2,0:10.0,D. Collison makes 2-pt layup from 3 ft (assist by V. Oladipo),,62,50
194,2,0:02.0,,Turnover by P. Mills (bad pass; steal by D. Collison),62,50
195,2,0:00.0,D. Collison misses 3-pt jump shot from 40 ft,,62,50
196,2,0:00.0,Offensive rebound by Team,,62,50
197,3,11:44.0,Turnover by D. Collison (traveling),,62,50
198,3,11:33.0,,R. Gay makes 3-pt jump shot from 25 ft (assist by B. Forbes),62,53
199,3,11:08.0,V. Oladipo misses 3-pt jump shot from 27 ft,,62,53
200,3,11:07.0,,Defensive rebound by Team,62,53
201,3,10:49.0,,D. DeRozan misses 2-pt jump shot from 11 ft,62,53
202,3,10:44.0,,Offensive rebound by J. Poeltl,62,53
203,3,10:40.0,,B. Forbes misses 2-pt jump shot from 8 ft,62,53
204,3,10:36.0,Defensive rebound by T. Young,,62,53
205,3,10:27.0,T. Young makes 2-pt hook shot from 6 ft (assist by V. Oladipo),,64,53
206,3,10:15.0,,Personal foul by T. Young (drawn by D. DeRozan),64,53
207,3,10:08.0,,R. Gay misses 2-pt jump shot from 20 ft,64,53
208,3,10:05.0,,Offensive rebound by L. Aldridge,64,53
209,3,9:54.0,,L. Aldridge misses 2-pt jump shot from 19 ft,64,53
210,3,9:46.0,,Offensive rebound by R. Gay,64,53
211,3,9:46.0,,R. Gay makes 2-pt layup at rim,64,55
212,3,9:37.0,B. Bogdanović makes 3-pt jump shot from 28 ft (assist by D. Collison),,67,55
213,3,9:22.0,,Turnover by B. Forbes (bad pass; steal by V. Oladipo),67,55
214,3,9:20.0,V. Oladipo makes 2-pt dunk from 2 ft,,69,55
215,3,9:20.0,Shooting foul by D. DeRozan (drawn by V. Oladipo),,69,55
216,3,9:20.0,,P. Gasol enters the game for J. Poeltl,69,55
217,3,9:20.0,V. Oladipo makes free throw 1 of 1,,70,55
218,3,9:06.0,,P. Gasol misses 2-pt jump shot from 16 ft,70,55
219,3,8:59.0,Defensive rebound by M. Turner,,70,55
220,3,8:56.0,V. Oladipo misses 3-pt jump shot from 25 ft,,70,55
221,3,8:53.0,,Defensive rebound by R. Gay,70,55
222,3,8:46.0,,L. Aldridge misses 2-pt hook shot from 5 ft,70,55
223,3,8:42.0,Defensive rebound by T. Young,,70,55
224,3,8:40.0,Personal foul by R. Gay (drawn by T. Young),,70,55
225,3,8:32.0,D. Collison misses 2-pt layup from 2 ft,,70,55
226,3,8:28.0,,Defensive rebound by R. Gay,70,55
227,3,8:23.0,,Shooting foul by T. Young (drawn by L. Aldridge),70,55
228,3,8:23.0,,L. Aldridge makes free throw 1 of 2,70,56
229,3,8:23.0,,L. Aldridge makes free throw 2 of 2,70,57
230,3,8:03.0,M. Turner misses 2-pt jump shot from 14 ft,,70,57
231,3,7:58.0,,Defensive rebound by L. Aldridge,70,57
232,3,7:50.0,,R. Gay misses 2-pt jump shot from 7 ft,70,57
233,3,7:50.0,,Offensive rebound by P. Gasol,70,57
234,3,7:50.0,,P. Gasol makes 2-pt layup at rim,70,59
235,3,7:50.0,Indiana full timeout,,70,59
236,3,7:50.0,,P. Mills enters the game for B. Forbes,70,59
237,3,7:37.0,Offensive foul by M. Turner (drawn by P. Mills),,70,59
238,3,7:37.0,Turnover by M. Turner (offensive foul),,70,59
239,3,7:27.0,,D. DeRozan misses 2-pt jump shot from 7 ft,70,59
240,3,7:22.0,,Offensive rebound by L. Aldridge,70,59
241,3,7:22.0,,L. Aldridge misses 2-pt layup at rim,70,59
242,3,7:21.0,,Offensive rebound by P. Mills,70,59
243,3,7:18.0,,L. Aldridge misses 2-pt jump shot from 17 ft,70,59
244,3,7:14.0,Defensive rebound by M. Turner,,70,59
245,3,6:54.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,70,59
246,3,6:51.0,,Defensive rebound by L. Aldridge,70,59
247,3,6:46.0,,Shooting foul by B. Bogdanović (drawn by D. DeRozan),70,59
248,3,6:46.0,,D. DeRozan makes free throw 1 of 2,70,60
249,3,6:46.0,,D. DeRozan misses free throw 2 of 2,70,60
250,3,6:44.0,Defensive rebound by M. Turner,,70,60
251,3,6:27.0,B. Bogdanović makes 2-pt layup from 3 ft (assist by V. Oladipo),,72,60
252,3,6:12.0,,Turnover by R. Gay (bad pass),72,60
253,3,6:12.0,,D. Cunningham enters the game for P. Gasol,72,60
254,3,6:00.0,D. Collison misses 2-pt jump shot from 20 ft,,72,60
255,3,5:55.0,,Defensive rebound by R. Gay,72,60
256,3,5:41.0,,D. DeRozan makes 2-pt jump shot from 12 ft,72,62
257,3,5:22.0,B. Bogdanović misses 3-pt jump shot from 30 ft,,72,62
258,3,5:16.0,,Defensive rebound by R. Gay,72,62
259,3,5:06.0,,D. DeRozan misses 2-pt jump shot from 22 ft,72,62
260,3,5:04.0,Defensive rebound by T. Young,,72,62
261,3,5:01.0,Shooting foul by D. Cunningham (drawn by V. Oladipo),,72,62
262,3,5:01.0,V. Oladipo makes free throw 1 of 2,,73,62
263,3,5:01.0,,M. Belinelli enters the game for R. Gay,73,62
264,3,5:01.0,V. Oladipo makes free throw 2 of 2,,74,62
265,3,4:49.0,,D. DeRozan misses 3-pt jump shot from 23 ft,74,62
266,3,4:46.0,Defensive rebound by V. Oladipo,,74,62
267,3,4:41.0,Turnover by V. Oladipo (lost ball; steal by M. Belinelli),,74,62
268,3,4:30.0,,D. DeRozan makes 2-pt layup from 1 ft,74,64
269,3,4:12.0,M. Turner makes 2-pt layup from 4 ft (assist by V. Oladipo),,76,64
270,3,3:59.0,,D. DeRozan makes 2-pt layup from 2 ft,76,66
271,3,3:59.0,,Shooting foul by M. Turner (drawn by D. DeRozan),76,66
272,3,3:59.0,C. Joseph enters the game for B. Bogdanović,,76,66
273,3,3:59.0,D. Sabonis enters the game for T. Young,,76,66
274,3,3:59.0,,P. Gasol enters the game for L. Aldridge,76,66
275,3,3:59.0,,D. DeRozan makes free throw 1 of 1,76,67
276,3,3:44.0,V. Oladipo misses 2-pt jump shot from 20 ft,,76,67
277,3,3:42.0,,Defensive rebound by Team,76,67
278,3,3:42.0,T. Evans enters the game for D. Collison,,76,67
279,3,3:30.0,,Turnover by D. DeRozan (lost ball; steal by D. Sabonis),76,67
280,3,3:12.0,D. Sabonis makes 2-pt layup from 2 ft (assist by M. Turner),,78,67
281,3,3:12.0,,San Antonio full timeout,78,67
282,3,3:12.0,,R. Gay enters the game for D. DeRozan,78,67
283,3,3:00.0,,P. Gasol misses 2-pt layup from 2 ft,78,67
284,3,2:56.0,Defensive rebound by M. Turner,,78,67
285,3,2:46.0,M. Turner makes 2-pt jump shot from 14 ft,,80,67
286,3,2:28.0,,P. Gasol makes 2-pt layup from 6 ft,80,69
287,3,2:10.0,T. Evans misses 2-pt jump shot from 20 ft,,80,69
288,3,2:07.0,,Defensive rebound by P. Mills,80,69
289,3,1:53.0,,D. Cunningham misses 3-pt jump shot from 26 ft,80,69
290,3,1:49.0,Defensive rebound by C. Joseph,,80,69
291,3,1:45.0,V. Oladipo makes 2-pt layup from 2 ft (assist by C. Joseph),,82,69
292,3,1:28.0,,R. Gay misses 2-pt jump shot from 9 ft,82,69
293,3,1:28.0,Defensive rebound by D. Sabonis,,82,69
294,3,1:19.0,V. Oladipo makes 3-pt jump shot from 26 ft (assist by D. Sabonis),,85,69
295,3,0:56.0,,M. Belinelli misses 3-pt jump shot from 26 ft,85,69
296,3,0:56.0,Defensive rebound by M. Turner,,85,69
297,3,0:50.0,Personal foul by D. Cunningham (drawn by D. Sabonis),,85,69
298,3,0:50.0,T. Leaf enters the game for V. Oladipo,,85,69
299,3,0:50.0,D. McDermott enters the game for M. Turner,,85,69
300,3,0:35.0,C. Joseph misses 3-pt jump shot from 26 ft,,85,69
301,3,0:31.0,,Defensive rebound by M. Belinelli,85,69
302,3,0:25.0,,M. Belinelli makes 2-pt layup from 2 ft,85,71
303,3,0:05.0,D. Sabonis makes 3-pt jump shot from 26 ft (assist by T. Evans),,88,71
304,3,0:00.0,,M. Belinelli misses 3-pt jump shot from 48 ft,88,71
305,3,0:00.0,,Offensive rebound by Team,88,71
306,4,11:45.0,,Turnover by R. Gay (bad pass; steal by D. Sabonis),88,71
307,4,11:27.0,T. Leaf misses 2-pt jump shot from 7 ft,,88,71
308,4,11:23.0,,Defensive rebound by R. Gay,88,71
309,4,11:15.0,,R. Gay misses 2-pt jump shot from 11 ft,88,71
310,4,11:12.0,Defensive rebound by D. Sabonis,,88,71
311,4,10:57.0,D. McDermott makes 2-pt layup from 5 ft (assist by T. Evans),,90,71
312,4,10:42.0,,B. Forbes misses 2-pt layup from 4 ft,90,71
313,4,10:38.0,,Offensive rebound by P. Mills,90,71
314,4,10:36.0,,Turnover by P. Mills (bad pass; steal by T. Evans),90,71
315,4,10:22.0,T. Evans makes 2-pt jump shot from 21 ft,,92,71
316,4,10:08.0,,D. DeRozan misses 2-pt jump shot from 6 ft,92,71
317,4,10:06.0,,Offensive rebound by L. Aldridge,92,71
318,4,10:06.0,,L. Aldridge misses 2-pt layup at rim,92,71
319,4,10:06.0,,Offensive rebound by Team,92,71
320,4,10:06.0,Loose ball foul by D. Sabonis (drawn by L. Aldridge),,92,71
321,4,10:01.0,,D. DeRozan misses 2-pt jump shot from 5 ft,92,71
322,4,10:01.0,Defensive rebound by Team,,92,71
323,4,9:51.0,T. Evans misses 2-pt jump shot from 6 ft,,92,71
324,4,9:44.0,Offensive rebound by D. Sabonis,,92,71
325,4,9:44.0,D. Sabonis misses 2-pt layup from 1 ft,,92,71
326,4,9:42.0,,Defensive rebound by B. Forbes,92,71
327,4,9:38.0,,Personal foul by C. Joseph (drawn by P. Mills),92,71
328,4,9:38.0,,M. Belinelli enters the game for R. Gay,92,71
329,4,9:38.0,,D. Bertāns enters the game for P. Mills,92,71
330,4,9:31.0,,B. Forbes makes 2-pt jump shot from 17 ft,92,73
331,4,9:20.0,D. McDermott misses 3-pt jump shot from 27 ft,,92,73
332,4,9:16.0,Offensive rebound by T. Leaf,,92,73
333,4,9:06.0,C. Joseph misses 2-pt jump shot from 7 ft,,92,73
334,4,9:03.0,,Defensive rebound by D. Bertāns,92,73
335,4,8:58.0,,L. Aldridge makes 2-pt layup from 1 ft (assist by B. Forbes),92,75
336,4,8:58.0,Violation by Team (def goaltending),,92,75
337,4,8:44.0,D. Sabonis makes 2-pt dunk from 1 ft (assist by D. McDermott),,94,75
338,4,8:28.0,,Personal foul by D. Sabonis (drawn by L. Aldridge),94,75
339,4,8:19.0,,Personal foul by T. Evans (drawn by L. Aldridge),94,75
340,4,8:11.0,,D. DeRozan makes 2-pt layup from 2 ft (assist by D. Bertāns),94,77
341,4,7:54.0,T. Evans misses 2-pt jump shot from 9 ft,,94,77
342,4,7:54.0,Offensive rebound by D. Sabonis,,94,77
343,4,7:48.0,D. Sabonis makes 2-pt layup from 1 ft,,96,77
344,4,7:41.0,,L. Aldridge misses 2-pt jump shot from 20 ft,96,77
345,4,7:37.0,Defensive rebound by T. Leaf,,96,77
346,4,7:29.0,T. Leaf misses 2-pt jump shot from 8 ft,,96,77
347,4,7:26.0,,Defensive rebound by L. Aldridge,96,77
348,4,7:20.0,,B. Forbes makes 2-pt jump shot from 21 ft,96,79
349,4,7:17.0,Indiana full timeout,,96,79
350,4,7:17.0,V. Oladipo enters the game for T. Leaf,,96,79
351,4,7:17.0,T. Young enters the game for D. McDermott,,96,79
352,4,7:17.0,,P. Mills enters the game for D. DeRozan,96,79
353,4,7:04.0,Personal foul by L. Aldridge (drawn by T. Evans),,96,79
354,4,6:53.0,T. Evans misses 2-pt jump shot from 22 ft,,96,79
355,4,6:48.0,,Defensive rebound by L. Aldridge,96,79
356,4,6:42.0,,B. Forbes misses 3-pt jump shot from 26 ft,96,79
357,4,6:39.0,Defensive rebound by C. Joseph,,96,79
358,4,6:23.0,T. Young makes 2-pt layup from 3 ft (assist by C. Joseph),,98,79
359,4,6:14.0,,Offensive foul by D. Bertāns (drawn by V. Oladipo),98,79
360,4,6:14.0,,Turnover by D. Bertāns (offensive foul),98,79
361,4,6:03.0,T. Evans makes 3-pt jump shot from 26 ft (assist by D. Sabonis),,101,79
362,4,5:47.0,,L. Aldridge misses 3-pt jump shot from 26 ft,101,79
363,4,5:45.0,Defensive rebound by C. Joseph,,101,79
364,4,5:35.0,C. Joseph makes 3-pt jump shot from 27 ft (assist by V. Oladipo),,104,79
365,4,5:31.0,,San Antonio full timeout,104,79
366,4,5:31.0,,D. Cunningham enters the game for L. Aldridge,104,79
367,4,5:31.0,,C. Metu enters the game for M. Belinelli,104,79
368,4,5:31.0,,Q. Pondexter enters the game for P. Mills,104,79
369,4,5:14.0,,Shooting foul by T. Evans (drawn by D. Cunningham),104,79
370,4,5:14.0,,D. Cunningham makes free throw 1 of 2,104,80
371,4,5:14.0,,D. Cunningham makes free throw 2 of 2,104,81
372,4,4:50.0,C. Joseph misses 3-pt jump shot from 24 ft,,104,81
373,4,4:46.0,,Defensive rebound by D. Cunningham,104,81
374,4,4:41.0,,C. Metu makes 2-pt dunk from 1 ft (assist by B. Forbes),104,83
375,4,4:23.0,T. Evans makes 3-pt jump shot from 26 ft (assist by C. Joseph),,107,83
376,4,4:04.0,,D. Bertāns misses 3-pt jump shot from 26 ft,107,83
377,4,4:01.0,Defensive rebound by D. Sabonis,,107,83
