,QUARTER,TIME_REMAINING,MIAMI_ACTION,DALLAS_ACTION,MIAMI_SCORE,DALLAS_SCORE
36,1,7:10.0,,J. Brunson enters the game for S. Mejri,13,5
37,1,6:45.0,,D. Finney-Smith misses 3-pt jump shot from 23 ft,13,5
38,1,6:43.0,Defensive rebound by J. Winslow,,13,5
39,1,6:24.0,H. Whiteside misses 2-pt hook shot from 7 ft,,13,5
40,1,6:21.0,,Defensive rebound by L. Dončić,13,5
41,1,6:15.0,,T. Hardaway makes 2-pt jump shot from 12 ft (assist by L. Dončić),13,7
42,1,5:58.0,K. Olynyk makes 2-pt dunk from 1 ft (assist by J. Winslow),,15,7
43,1,5:47.0,,L. Dončić makes 2-pt layup from 2 ft,15,9
44,1,5:33.0,Turnover by J. Winslow (bad pass; steal by D. Finney-Smith),,15,9
45,1,5:26.0,,L. Dončić makes 3-pt jump shot from 28 ft (assist by J. Brunson),15,12
46,1,5:11.0,Offensive foul by J. Winslow (drawn by J. Brunson),,15,12
47,1,5:11.0,Turnover by J. Winslow (offensive foul),,15,12
48,1,5:11.0,D. Wade enters the game for J. Winslow,,15,12
49,1,5:11.0,,D. Nowitzki enters the game for D. Finney-Smith,15,12
50,1,5:11.0,,D. Powell enters the game for M. Kleber,15,12
51,1,4:59.0,,L. Dončić misses 3-pt jump shot from 27 ft,15,12
52,1,4:55.0,,Offensive rebound by J. Brunson,15,12
53,1,4:50.0,,L. Dončić misses 2-pt layup from 2 ft,15,12
54,1,4:48.0,,Offensive rebound by L. Dončić,15,12
55,1,4:48.0,,L. Dončić makes 2-pt layup from 1 ft,15,14
56,1,4:48.0,Miami full timeout,,15,14
57,1,4:31.0,D. Waiters misses 3-pt jump shot from 25 ft,,15,14
58,1,4:28.0,,Defensive rebound by J. Brunson,15,14
59,1,4:23.0,,D. Nowitzki misses 3-pt jump shot from 26 ft,15,14
60,1,4:20.0,Defensive rebound by D. Waiters,,15,14
61,1,4:07.0,K. Olynyk makes 2-pt jump shot from 6 ft,,17,14
62,1,3:51.0,,T. Hardaway makes 3-pt jump shot from 23 ft (assist by L. Dončić),17,17
63,1,3:26.0,K. Olynyk misses 2-pt layup from 2 ft,,17,17
64,1,3:24.0,Offensive rebound by H. Whiteside,,17,17
65,1,3:24.0,H. Whiteside misses 2-pt layup at rim,,17,17
66,1,3:24.0,Offensive rebound by Team,,17,17
67,1,3:24.0,B. Adebayo enters the game for K. Olynyk,,17,17
68,1,3:24.0,J. Johnson enters the game for D. Waiters,,17,17
69,1,3:24.0,R. McGruder enters the game for H. Whiteside,,17,17
70,1,3:22.0,D. Wade makes 2-pt jump shot from 18 ft (assist by J. Richardson),,19,17
71,1,3:10.0,,Turnover by L. Dončić (bad pass),19,17
72,1,2:59.0,D. Wade misses 2-pt jump shot from 14 ft,,19,17
73,1,2:57.0,,Defensive rebound by Team,19,17
74,1,2:57.0,,D. Harris enters the game for L. Dončić,19,17
75,1,2:41.0,,D. Nowitzki makes 2-pt jump shot from 17 ft (assist by T. Hardaway),19,19
76,1,2:24.0,Turnover by D. Wade (bad pass; steal by D. Harris),,19,19
77,1,2:19.0,,T. Hardaway misses 3-pt jump shot from 26 ft,19,19
78,1,2:15.0,Defensive rebound by R. McGruder,,19,19
79,1,2:08.0,D. Wade makes 3-pt jump shot from 23 ft,,22,19
80,1,1:42.0,,D. Nowitzki makes 2-pt jump shot from 7 ft (assist by D. Harris),22,21
81,1,1:26.0,R. McGruder makes 3-pt jump shot from 25 ft (assist by J. Johnson),,25,21
82,1,1:13.0,,J. Brunson makes 2-pt layup from 1 ft,25,23
83,1,0:59.0,J. Johnson makes 2-pt jump shot from 6 ft,,27,23
84,1,0:49.0,,D. Nowitzki makes 2-pt jump shot from 17 ft (assist by J. Brunson),27,25
85,1,0:38.0,Turnover by B. Adebayo (lost ball; steal by D. Nowitzki),,27,25
86,1,0:32.0,,D. Nowitzki misses 3-pt jump shot from 25 ft,27,25
87,1,0:29.0,Defensive rebound by J. Johnson,,27,25
88,1,0:11.0,Shooting foul by D. Powell (drawn by D. Wade),,27,25
89,1,0:11.0,D. Wade makes free throw 1 of 2,,28,25
90,1,0:11.0,,J. Jackson enters the game for T. Hardaway,28,25
91,1,0:11.0,D. Wade makes free throw 2 of 2,,29,25
92,1,0:01.0,,D. Nowitzki misses 3-pt jump shot from 28 ft,29,25
93,1,0:01.0,,Offensive rebound by Team,29,25
94,2,11:48.0,,Shooting foul by D. Wade (drawn by D. Harris),29,25
95,2,11:48.0,,D. Harris makes free throw 1 of 2,29,26
96,2,11:48.0,,L. Dončić enters the game for J. Brunson,29,26
97,2,11:48.0,,D. Harris makes free throw 2 of 2,29,27
98,2,11:38.0,R. McGruder misses 2-pt jump shot from 9 ft,,29,27
99,2,11:35.0,,Defensive rebound by D. Powell,29,27
100,2,11:27.0,,D. Harris makes 3-pt jump shot from 26 ft (assist by L. Dončić),29,30
101,2,11:14.0,J. Winslow misses 2-pt jump shot from 16 ft,,29,30
102,2,11:11.0,,Defensive rebound by D. Nowitzki,29,30
103,2,11:01.0,,Shooting foul by D. Wade (drawn by L. Dončić),29,30
104,2,11:01.0,,L. Dončić misses free throw 1 of 2,29,30
105,2,11:01.0,,Offensive rebound by Team,29,30
106,2,11:01.0,,L. Dončić makes free throw 2 of 2,29,31
107,2,10:51.0,B. Adebayo makes 2-pt dunk from 1 ft (assist by J. Winslow),,31,31
108,2,10:29.0,,Turnover by J. Jackson (lost ball; steal by R. McGruder),31,31
109,2,10:24.0,D. Wade makes 2-pt layup from 2 ft (assist by J. Johnson),,33,31
110,2,10:08.0,,D. Nowitzki misses 2-pt jump shot from 18 ft,33,31
111,2,10:03.0,Defensive rebound by J. Winslow,,33,31
112,2,9:53.0,J. Winslow misses 2-pt jump shot from 18 ft,,33,31
113,2,9:50.0,,Defensive rebound by L. Dončić,33,31
114,2,9:38.0,,L. Dončić misses 3-pt jump shot from 27 ft,33,31
115,2,9:35.0,Defensive rebound by D. Wade,,33,31
116,2,9:31.0,Shooting foul by D. Nowitzki (drawn by B. Adebayo),,33,31
117,2,9:31.0,B. Adebayo makes free throw 1 of 2,,34,31
118,2,9:31.0,,M. Kleber enters the game for D. Nowitzki,34,31
119,2,9:31.0,B. Adebayo makes free throw 2 of 2,,35,31
120,2,9:18.0,,Personal foul by R. McGruder (drawn by D. Powell),35,31
121,2,9:11.0,,D. Harris misses 3-pt jump shot from 23 ft,35,31
122,2,9:07.0,Defensive rebound by J. Johnson,,35,31
123,2,9:04.0,D. Wade misses 3-pt jump shot from 25 ft,,35,31
124,2,9:00.0,,Defensive rebound by J. Jackson,35,31
125,2,8:51.0,,J. Jackson makes 2-pt layup from 3 ft (assist by D. Harris),35,33
126,2,8:33.0,R. McGruder misses 3-pt jump shot from 25 ft,,35,33
127,2,8:31.0,,Defensive rebound by L. Dončić,35,33
128,2,8:26.0,,Turnover by L. Dončić (bad pass; steal by J. Winslow),35,33
129,2,8:19.0,Shooting foul by M. Kleber (drawn by R. McGruder),,35,33
130,2,8:19.0,R. McGruder makes free throw 1 of 2,,36,33
131,2,8:19.0,R. McGruder misses free throw 2 of 2,,36,33
132,2,8:17.0,,Defensive rebound by M. Kleber,36,33
133,2,7:59.0,,Def 3 sec tech foul by Team,36,33
134,2,7:59.0,,D. Harris makes technical free throw,36,34
135,2,7:49.0,,D. Powell misses 2-pt hook shot from 4 ft,36,34
136,2,7:46.0,Defensive rebound by B. Adebayo,,36,34
137,2,7:39.0,J. Winslow makes 2-pt layup from 2 ft,,38,34
138,2,7:30.0,,Dallas full timeout,38,34
139,2,7:30.0,D. Waiters enters the game for D. Wade,,38,34
140,2,7:25.0,,J. Jackson misses 3-pt jump shot from 26 ft,38,34
141,2,7:22.0,Defensive rebound by D. Waiters,,38,34
142,2,7:08.0,Shooting foul by D. Harris (drawn by D. Waiters),,38,34
143,2,7:08.0,D. Waiters makes free throw 1 of 2,,39,34
144,2,7:08.0,D. Waiters makes free throw 2 of 2,,40,34
145,2,6:45.0,,D. Powell misses 3-pt jump shot from 26 ft,40,34
146,2,6:42.0,Defensive rebound by J. Johnson,,40,34
147,2,6:25.0,J. Johnson makes 3-pt jump shot from 26 ft (assist by D. Waiters),,43,34
148,2,6:06.0,,D. Powell makes 2-pt jump shot from 3 ft (assist by M. Kleber),43,36
149,2,5:46.0,Turnover by B. Adebayo (lost ball; steal by M. Kleber),,43,36
150,2,5:37.0,,M. Kleber makes 2-pt dunk from 1 ft (assist by L. Dončić),43,38
151,2,5:37.0,Miami full timeout,,43,38
152,2,5:37.0,J. Richardson enters the game for B. Adebayo,,43,38
153,2,5:37.0,H. Whiteside enters the game for J. Winslow,,43,38
154,2,5:37.0,,J. Brunson enters the game for L. Dončić,43,38
155,2,5:37.0,,D. Finney-Smith enters the game for D. Harris,43,38
156,2,5:37.0,,T. Hardaway enters the game for J. Jackson,43,38
157,2,5:37.0,,S. Mejri enters the game for D. Powell,43,38
158,2,5:21.0,Turnover by D. Waiters (bad pass; steal by S. Mejri),,43,38
159,2,5:16.0,,T. Hardaway makes 3-pt jump shot from 26 ft (assist by J. Brunson),43,41
160,2,5:00.0,J. Richardson misses 3-pt jump shot from 26 ft,,43,41
161,2,4:57.0,,Defensive rebound by J. Brunson,43,41
162,2,4:53.0,,J. Brunson makes 2-pt layup from 2 ft,43,43
163,2,4:51.0,Turnover by J. Richardson (inbound),,43,43
164,2,4:44.0,,Personal foul by D. Waiters (drawn by T. Hardaway),43,43
165,2,4:37.0,,Personal foul by J. Richardson (drawn by T. Hardaway),43,43
166,2,4:37.0,,T. Hardaway makes free throw 1 of 2,43,44
167,2,4:37.0,K. Olynyk enters the game for J. Johnson,,43,44
168,2,4:37.0,,T. Hardaway misses free throw 2 of 2,43,44
169,2,4:34.0,,Offensive rebound by S. Mejri,43,44
170,2,4:33.0,,T. Hardaway makes 2-pt jump shot from 16 ft (assist by S. Mejri),43,46
171,2,4:17.0,Turnover by J. Richardson (bad pass; steal by D. Finney-Smith),,43,46
172,2,3:54.0,,T. Hardaway makes 3-pt jump shot from 28 ft (assist by J. Brunson),43,49
173,2,3:43.0,Personal foul by D. Finney-Smith (drawn by H. Whiteside),,43,49
174,2,3:30.0,K. Olynyk makes 3-pt jump shot from 25 ft (assist by J. Richardson),,46,49
175,2,3:17.0,,Offensive foul by T. Hardaway (drawn by J. Richardson),46,49
176,2,3:17.0,,Turnover by T. Hardaway (offensive foul),46,49
177,2,3:06.0,K. Olynyk makes 3-pt jump shot from 24 ft (assist by J. Richardson),,49,49
178,2,3:03.0,,Dallas full timeout,49,49
179,2,3:03.0,,L. Dončić enters the game for S. Mejri,49,49
180,2,2:54.0,,D. Finney-Smith misses 3-pt jump shot from 23 ft,49,49
181,2,2:52.0,,Offensive rebound by M. Kleber,49,49
182,2,2:42.0,,T. Hardaway misses 3-pt jump shot from 25 ft,49,49
183,2,2:38.0,Defensive rebound by D. Waiters,,49,49
184,2,2:27.0,D. Waiters makes 3-pt jump shot from 26 ft (assist by R. McGruder),,52,49
185,2,2:10.0,,L. Dončić makes 3-pt jump shot from 27 ft,52,52
186,2,1:53.0,Turnover by K. Olynyk (out of bounds lost ball),,52,52
187,2,1:44.0,,M. Kleber makes 3-pt jump shot from 27 ft (assist by L. Dončić),52,55
188,2,1:26.0,R. McGruder misses 3-pt jump shot from 25 ft,,52,55
189,2,1:24.0,Offensive rebound by Team,,52,55
190,2,1:24.0,B. Adebayo enters the game for K. Olynyk,,52,55
191,2,1:24.0,D. Wade enters the game for H. Whiteside,,52,55
192,2,1:15.0,J. Richardson misses 3-pt jump shot from 27 ft,,52,55
193,2,1:13.0,,Defensive rebound by M. Kleber,52,55
194,2,0:57.0,,J. Brunson misses 2-pt jump shot from 6 ft,52,55
195,2,0:54.0,,Offensive rebound by D. Finney-Smith,52,55
196,2,0:54.0,,D. Finney-Smith misses 2-pt layup from 1 ft,52,55
197,2,0:54.0,,Offensive rebound by L. Dončić,52,55
198,2,0:45.0,,L. Dončić makes 3-pt jump shot from 29 ft,52,58
199,2,0:36.0,D. Wade makes 2-pt jump shot from 8 ft,,54,58
200,2,0:36.0,Shooting foul by T. Hardaway (drawn by D. Wade),,54,58
201,2,0:36.0,J. Johnson enters the game for D. Waiters,,54,58
202,2,0:36.0,D. Wade makes free throw 1 of 1,,55,58
203,2,0:18.0,,L. Dončić misses 2-pt layup from 2 ft,55,58
204,2,0:15.0,Defensive rebound by R. McGruder,,55,58
205,2,0:01.0,D. Wade makes 2-pt jump shot from 18 ft,,57,58
206,2,0:00.0,,Turnover by M. Kleber (bad pass; steal by R. McGruder),57,58
207,3,11:51.0,,L. Dončić misses 3-pt jump shot from 26 ft,57,58
208,3,11:47.0,Defensive rebound by H. Whiteside,,57,58
209,3,11:36.0,J. Richardson misses 3-pt jump shot from 24 ft,,57,58
210,3,11:32.0,,Defensive rebound by D. Finney-Smith,57,58
211,3,11:14.0,,T. Hardaway misses 3-pt jump shot from 25 ft,57,58
212,3,11:11.0,Defensive rebound by H. Whiteside,,57,58
213,3,11:07.0,J. Winslow makes 2-pt jump shot from 23 ft,,59,58
214,3,10:50.0,,D. Finney-Smith misses 3-pt jump shot from 24 ft,59,58
215,3,10:45.0,Defensive rebound by H. Whiteside,,59,58
216,3,10:36.0,K. Olynyk misses 3-pt jump shot from 24 ft,,59,58
217,3,10:33.0,,Defensive rebound by D. Finney-Smith,59,58
218,3,10:21.0,,Offensive foul by D. Finney-Smith (drawn by H. Whiteside),59,58
219,3,10:21.0,,Turnover by D. Finney-Smith (offensive foul),59,58
220,3,10:06.0,J. Winslow makes 2-pt jump shot from 3 ft,,61,58
221,3,10:06.0,,Dallas full timeout,61,58
222,3,9:48.0,,J. Brunson misses 3-pt jump shot from 23 ft,61,58
223,3,9:44.0,Defensive rebound by J. Winslow,,61,58
224,3,9:39.0,Personal foul by T. Hardaway (drawn by H. Whiteside),,61,58
225,3,9:33.0,J. Winslow misses 2-pt jump shot from 11 ft,,61,58
226,3,9:30.0,,Defensive rebound by L. Dončić,61,58
227,3,9:17.0,,Personal foul by D. Waiters (drawn by L. Dončić),61,58
228,3,9:10.0,,M. Kleber makes 2-pt layup from 1 ft (assist by D. Finney-Smith),61,60
229,3,9:10.0,,Shooting foul by J. Winslow (drawn by M. Kleber),61,60
230,3,9:10.0,,M. Kleber makes free throw 1 of 1,61,61
231,3,9:03.0,J. Winslow misses 3-pt jump shot from 25 ft,,61,61
232,3,9:01.0,,Defensive rebound by Team,61,61
233,3,9:01.0,Loose ball foul by K. Olynyk (drawn by L. Dončić),,61,61
234,3,8:40.0,,M. Kleber misses 3-pt jump shot from 23 ft,61,61
235,3,8:37.0,Defensive rebound by J. Winslow,,61,61
236,3,8:20.0,J. Winslow makes 3-pt jump shot from 25 ft (assist by J. Richardson),,64,61
237,3,8:03.0,,L. Dončić misses 2-pt layup from 2 ft,64,61
238,3,8:02.0,,Offensive rebound by L. Dončić,64,61
239,3,8:02.0,,Shooting foul by J. Richardson (drawn by L. Dončić),64,61
240,3,8:02.0,,L. Dončić makes free throw 1 of 2,64,62
241,3,8:02.0,,L. Dončić makes free throw 2 of 2,64,63
242,3,7:51.0,J. Winslow misses 2-pt layup from 1 ft,,64,63
243,3,7:48.0,Offensive rebound by J. Richardson,,64,63
244,3,7:48.0,J. Richardson makes 2-pt dunk from 1 ft,,66,63
245,3,7:32.0,,J. Brunson misses 2-pt jump shot from 8 ft,66,63
246,3,7:30.0,Defensive rebound by H. Whiteside,,66,63
247,3,7:18.0,D. Waiters makes 2-pt layup from 2 ft,,68,63
248,3,7:05.0,,Turnover by L. Dončić (bad pass; steal by D. Waiters),68,63
249,3,6:58.0,J. Richardson makes 2-pt jump shot from 22 ft (assist by D. Waiters),,70,63
250,3,6:58.0,,Dallas full timeout,70,63
251,3,6:58.0,,D. Harris enters the game for L. Dončić,70,63
252,3,6:58.0,,D. Nowitzki enters the game for D. Finney-Smith,70,63
253,3,6:58.0,,D. Powell enters the game for M. Kleber,70,63
254,3,6:38.0,,D. Harris misses 3-pt jump shot from 22 ft,70,63
255,3,6:35.0,Defensive rebound by D. Waiters,,70,63
256,3,6:31.0,D. Waiters misses 3-pt jump shot from 26 ft,,70,63
257,3,6:27.0,,Defensive rebound by T. Hardaway,70,63
258,3,6:18.0,,D. Nowitzki misses 3-pt jump shot from 26 ft,70,63
259,3,6:15.0,Defensive rebound by J. Winslow,,70,63
260,3,6:07.0,J. Richardson makes 2-pt jump shot from 10 ft,,72,63
261,3,5:51.0,,T. Hardaway misses 3-pt jump shot from 24 ft,72,63
262,3,5:49.0,Defensive rebound by J. Winslow,,72,63
263,3,5:38.0,J. Richardson misses 3-pt jump shot from 26 ft,,72,63
264,3,5:35.0,,Defensive rebound by T. Hardaway,72,63
265,3,5:26.0,,T. Hardaway misses 2-pt layup from 2 ft,72,63
266,3,5:24.0,Defensive rebound by J. Winslow,,72,63
267,3,5:11.0,H. Whiteside makes 2-pt jump shot from 13 ft (assist by J. Richardson),,74,63
268,3,4:48.0,,D. Nowitzki misses 3-pt jump shot from 25 ft,74,63
269,3,4:46.0,Defensive rebound by K. Olynyk,,74,63
270,3,4:36.0,D. Waiters makes 2-pt layup from 2 ft,,76,63
271,3,4:36.0,,Dallas full timeout,76,63
272,3,4:36.0,D. Wade enters the game for J. Winslow,,76,63
273,3,4:36.0,,D. Finney-Smith enters the game for T. Hardaway,76,63
274,3,4:23.0,,J. Brunson makes 2-pt jump shot from 18 ft,76,65
275,3,4:07.0,J. Richardson misses 3-pt jump shot from 26 ft,,76,65
276,3,4:04.0,,Defensive rebound by D. Harris,76,65
277,3,4:00.0,,J. Brunson misses 3-pt jump shot from 25 ft,76,65
278,3,3:58.0,Defensive rebound by H. Whiteside,,76,65
279,3,3:50.0,D. Wade makes 2-pt layup from 2 ft (assist by D. Waiters),,78,65
280,3,3:50.0,Shooting foul by D. Powell (drawn by D. Wade),,78,65
281,3,3:50.0,,L. Dončić enters the game for J. Brunson,78,65
282,3,3:50.0,D. Wade misses free throw 1 of 1,,78,65
283,3,3:48.0,,Defensive rebound by D. Powell,78,65
284,3,3:36.0,,Shooting foul by K. Olynyk (drawn by D. Harris),78,65
285,3,3:36.0,,D. Harris makes free throw 1 of 2,78,66
286,3,3:36.0,,D. Harris makes free throw 2 of 2,78,67
287,3,3:13.0,D. Waiters makes 3-pt jump shot from 26 ft,,81,67
288,3,3:00.0,,D. Nowitzki makes 3-pt jump shot from 26 ft (assist by L. Dončić),81,70
289,3,2:59.0,Miami full timeout,,81,70
290,3,2:59.0,B. Adebayo enters the game for K. Olynyk,,81,70
291,3,2:59.0,J. Johnson enters the game for H. Whiteside,,81,70
292,3,2:41.0,D. Waiters misses 3-pt jump shot from 25 ft,,81,70
293,3,2:41.0,,Defensive rebound by L. Dončić,81,70
294,3,2:31.0,,D. Harris misses 3-pt jump shot from 22 ft,81,70
295,3,2:28.0,,Offensive rebound by L. Dončić,81,70
296,3,2:26.0,,Shooting foul by J. Richardson (drawn by D. Harris),81,70
297,3,2:26.0,,D. Harris misses free throw 1 of 2,81,70
298,3,2:26.0,,Offensive rebound by Team,81,70
299,3,2:26.0,,D. Harris makes free throw 2 of 2,81,71
300,3,2:16.0,J. Richardson makes 3-pt jump shot from 25 ft (assist by D. Wade),,84,71
301,3,2:04.0,,L. Dončić misses 3-pt jump shot from 26 ft,84,71
302,3,2:01.0,,Offensive rebound by D. Finney-Smith,84,71
303,3,2:00.0,,D. Nowitzki misses 3-pt jump shot from 25 ft,84,71
304,3,1:56.0,,Offensive rebound by L. Dončić,84,71
305,3,1:51.0,,Turnover by L. Dončić (out of bounds lost ball),84,71
306,3,1:36.0,Turnover by J. Johnson (traveling),,84,71
307,3,1:36.0,R. McGruder enters the game for D. Waiters,,84,71
308,3,1:20.0,,Turnover by D. Harris (bad pass; steal by B. Adebayo),84,71
309,3,1:13.0,Turnover by B. Adebayo (step out of bounds),,84,71
310,3,0:59.0,,D. Nowitzki makes 3-pt jump shot from 27 ft (assist by L. Dončić),84,74
311,3,0:44.0,R. McGruder makes 3-pt jump shot from 23 ft (assist by J. Johnson),,87,74
312,3,0:34.0,,D. Nowitzki misses 3-pt jump shot from 26 ft,87,74
313,3,0:32.0,Defensive rebound by Team,,87,74
314,3,0:16.0,D. Wade makes 2-pt jump shot from 12 ft,,89,74
315,3,0:01.0,,L. Dončić misses 3-pt jump shot from 28 ft,89,74
316,3,0:01.0,,Offensive rebound by Team,89,74
317,4,11:50.0,D. Wade makes 2-pt jump shot from 15 ft (assist by J. Winslow),,91,74
318,4,11:32.0,,L. Dončić misses 2-pt jump shot from 5 ft,91,74
319,4,11:28.0,Defensive rebound by R. McGruder,,91,74
320,4,11:08.0,R. McGruder misses 2-pt layup from 2 ft,,91,74
321,4,11:07.0,Offensive rebound by B. Adebayo,,91,74
322,4,11:06.0,B. Adebayo makes 2-pt layup from 1 ft,,93,74
323,4,10:45.0,,Shooting foul by J. Johnson (drawn by L. Dončić),93,74
324,4,10:45.0,,L. Dončić makes free throw 1 of 2,93,75
325,4,10:45.0,,R. Broekhoff enters the game for D. Finney-Smith,93,75
326,4,10:45.0,,J. Jackson enters the game for D. Harris,93,75
327,4,10:45.0,,C. Lee enters the game for M. Kleber,93,75
328,4,10:45.0,,L. Dončić makes free throw 2 of 2,93,76
329,4,10:41.0,Personal take foul by C. Lee (drawn by J. Winslow),,93,76
330,4,10:41.0,,T. Burke enters the game for L. Dončić,93,76
331,4,10:34.0,D. Wade misses 2-pt jump shot from 12 ft,,93,76
332,4,10:30.0,Offensive rebound by D. Wade,,93,76
333,4,10:30.0,D. Wade misses 2-pt jump shot from 3 ft,,93,76
334,4,10:29.0,Offensive rebound by B. Adebayo,,93,76
335,4,10:29.0,B. Adebayo misses 2-pt layup from 2 ft,,93,76
336,4,10:28.0,,Defensive rebound by D. Powell,93,76
337,4,10:17.0,,Turnover by T. Burke (bad pass; steal by J. Johnson),93,76
338,4,10:12.0,Shooting foul by R. Broekhoff (drawn by B. Adebayo),,93,76
339,4,10:12.0,B. Adebayo makes free throw 1 of 2,,94,76
340,4,10:12.0,B. Adebayo makes free throw 2 of 2,,95,76
341,4,10:02.0,,T. Burke misses 2-pt jump shot from 15 ft,95,76
342,4,9:58.0,Defensive rebound by R. McGruder,,95,76
343,4,9:54.0,R. McGruder misses 2-pt jump shot from 9 ft,,95,76
344,4,9:51.0,,Defensive rebound by R. Broekhoff,95,76
345,4,9:41.0,,J. Jackson misses 2-pt jump shot from 8 ft,95,76
346,4,9:38.0,Defensive rebound by B. Adebayo,,95,76
347,4,9:21.0,Turnover by D. Wade (lost ball; steal by C. Lee),,95,76
348,4,9:16.0,,T. Burke misses 3-pt jump shot from 24 ft,95,76
349,4,9:12.0,Defensive rebound by J. Winslow,,95,76
350,4,8:53.0,B. Adebayo makes 2-pt layup from 2 ft,,97,76
351,4,8:51.0,,Dallas full timeout,97,76
352,4,8:38.0,,J. Jackson misses 3-pt jump shot from 25 ft,97,76
353,4,8:34.0,Defensive rebound by R. McGruder,,97,76
354,4,8:21.0,J. Winslow misses 2-pt jump shot from 18 ft,,97,76
355,4,8:19.0,Offensive rebound by R. McGruder,,97,76
356,4,8:14.0,Turnover by J. Johnson (bad pass),,97,76
357,4,8:03.0,,D. Powell makes 2-pt layup from 2 ft,97,78
358,4,7:43.0,D. Wade makes 2-pt jump shot from 12 ft (assist by B. Adebayo),,99,78
359,4,7:32.0,,C. Lee makes 2-pt jump shot from 16 ft (assist by D. Powell),99,80
360,4,7:11.0,Turnover by D. Wade (bad pass; steal by T. Burke),,99,80
361,4,7:07.0,,T. Burke misses 2-pt layup from 2 ft,99,80
362,4,7:05.0,Defensive rebound by J. Winslow,,99,80
363,4,6:53.0,Turnover by J. Winslow (lost ball; steal by T. Burke),,99,80
364,4,6:49.0,,R. Broekhoff makes 3-pt jump shot from 25 ft,99,83
365,4,6:49.0,Miami full timeout,,99,83
366,4,6:49.0,,D. Nowitzki enters the game for D. Powell,99,83
367,4,6:39.0,J. Johnson misses 2-pt jump shot from 11 ft,,99,83
368,4,6:36.0,,Defensive rebound by R. Broekhoff,99,83
369,4,6:19.0,,J. Jackson makes 2-pt layup from 2 ft (assist by T. Burke),99,85
370,4,5:57.0,D. Wade misses 3-pt jump shot from 26 ft,,99,85
371,4,5:53.0,,Defensive rebound by D. Nowitzki,99,85
372,4,5:36.0,,R. Broekhoff misses 3-pt jump shot from 23 ft (block by D. Wade),99,85
373,4,5:35.0,,Offensive rebound by Team,99,85
374,4,5:35.0,J. Richardson enters the game for D. Wade,,99,85
375,4,5:33.0,,R. Broekhoff makes 3-pt jump shot from 28 ft (assist by J. Jackson),99,88
376,4,5:12.0,J. Johnson makes 2-pt hook shot from 5 ft,,101,88
377,4,5:02.0,,D. Nowitzki misses 3-pt jump shot from 26 ft,101,88
378,4,4:58.0,Defensive rebound by J. Johnson,,101,88
