,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,PORTLAND_ACTION,MINNESOTA_SCORE,PORTLAND_SCORE
52,1,5:29.0,,Defensive rebound by A. Aminu,14,20
53,1,5:23.0,,Turnover by D. Lillard (bad pass),14,20
54,1,5:23.0,,Z. Collins enters the game for A. Aminu,14,20
55,1,5:23.0,,E. Turner enters the game for M. Harkless,14,20
56,1,5:06.0,A. Wiggins makes 2-pt layup from 1 ft,,16,20
57,1,4:50.0,,C. McCollum misses 3-pt jump shot from 25 ft,16,20
58,1,4:47.0,,Offensive rebound by J. Nurkić,16,20
59,1,4:45.0,,J. Nurkić makes 2-pt layup from 2 ft,16,22
60,1,4:45.0,,Shooting foul by G. Dieng (drawn by J. Nurkić),16,22
61,1,4:45.0,,J. Nurkić makes free throw 1 of 1,16,23
62,1,4:32.0,D. Rose makes 2-pt jump shot from 4 ft (assist by G. Dieng),,18,23
63,1,4:10.0,,D. Lillard makes 2-pt layup at rim (assist by J. Nurkić),18,25
64,1,4:02.0,J. Teague misses 2-pt jump shot from 21 ft,,18,25
65,1,3:59.0,,Defensive rebound by J. Nurkić,18,25
66,1,3:54.0,,Turnover by E. Turner (bad pass; steal by T. Gibson),18,25
67,1,3:48.0,D. Rose makes 2-pt jump shot from 16 ft,,20,25
68,1,3:29.0,,D. Lillard misses 3-pt jump shot from 23 ft,20,25
69,1,3:28.0,,Offensive rebound by Team,20,25
70,1,3:28.0,,Portland full timeout,20,25
71,1,3:28.0,J. Okogie enters the game for T. Gibson,,20,25
72,1,3:28.0,D. Šarić enters the game for D. Rose,,20,25
73,1,3:28.0,,J. Layman enters the game for C. McCollum,20,25
74,1,3:28.0,,M. Leonard enters the game for J. Nurkić,20,25
75,1,3:24.0,,Z. Collins makes 2-pt hook shot from 5 ft (assist by E. Turner),20,27
76,1,3:06.0,A. Wiggins misses 2-pt jump shot from 16 ft,,20,27
77,1,3:04.0,Offensive rebound by Team,,20,27
78,1,3:04.0,,Loose ball foul by M. Leonard (drawn by G. Dieng),20,27
79,1,2:52.0,A. Wiggins misses 2-pt jump shot from 11 ft,,20,27
80,1,2:50.0,,Defensive rebound by E. Turner,20,27
81,1,2:45.0,,J. Layman misses 3-pt jump shot from 25 ft,20,27
82,1,2:44.0,,Offensive rebound by Team,20,27
83,1,2:44.0,Loose ball foul by D. Šarić (drawn by Z. Collins),,20,27
84,1,2:35.0,,J. Layman misses 3-pt jump shot from 25 ft,20,27
85,1,2:30.0,,Offensive rebound by J. Layman,20,27
86,1,2:24.0,,M. Leonard makes 2-pt jump shot from 3 ft (assist by D. Lillard),20,29
87,1,2:13.0,Shooting foul by M. Leonard (drawn by G. Dieng),,20,29
88,1,2:13.0,G. Dieng makes free throw 1 of 2,,21,29
89,1,2:13.0,T. Jones enters the game for J. Teague,,21,29
90,1,2:13.0,,N. Stauskas enters the game for D. Lillard,21,29
91,1,2:13.0,G. Dieng makes free throw 2 of 2,,22,29
92,1,1:58.0,,M. Leonard misses 3-pt jump shot from 25 ft,22,29
93,1,1:55.0,Defensive rebound by A. Wiggins,,22,29
94,1,1:48.0,J. Okogie misses 2-pt layup from 1 ft,,22,29
95,1,1:47.0,,Defensive rebound by E. Turner,22,29
96,1,1:37.0,,N. Stauskas misses 2-pt jump shot from 7 ft,22,29
97,1,1:34.0,Defensive rebound by D. Šarić,,22,29
98,1,1:26.0,Shooting foul by J. Layman (drawn by A. Wiggins),,22,29
99,1,1:26.0,A. Wiggins makes free throw 1 of 2,,23,29
100,1,1:26.0,A. Wiggins misses free throw 2 of 2,,23,29
101,1,1:24.0,,Defensive rebound by M. Leonard,23,29
102,1,1:09.0,,Personal foul by J. Okogie (drawn by N. Stauskas),23,29
103,1,1:01.0,,J. Layman misses 2-pt jump shot from 19 ft,23,29
104,1,0:59.0,Defensive rebound by G. Dieng,,23,29
105,1,0:50.0,Turnover by A. Wiggins (bad pass; steal by Z. Collins),,23,29
106,1,0:47.0,,Turnover by E. Turner (lost ball; steal by T. Jones),23,29
107,1,0:44.0,A. Wiggins makes 2-pt layup from 2 ft (assist by G. Dieng),,25,29
108,1,0:31.0,,E. Turner misses 2-pt jump shot from 19 ft,25,29
109,1,0:30.0,Defensive rebound by A. Wiggins,,25,29
110,1,0:12.0,A. Wiggins misses 3-pt jump shot from 28 ft,,25,29
111,1,0:10.0,,Defensive rebound by M. Leonard,25,29
112,1,0:05.0,,Personal foul by J. Okogie (drawn by N. Stauskas),25,29
113,1,0:05.0,,N. Stauskas makes free throw 1 of 2,25,30
114,1,0:05.0,,N. Stauskas misses free throw 2 of 2,25,30
115,1,0:02.0,Defensive rebound by D. Šarić,,25,30
116,1,0:00.0,Shooting foul by M. Leonard (drawn by T. Jones),,25,30
117,1,0:00.0,T. Jones makes free throw 1 of 2,,26,30
118,1,0:00.0,T. Jones makes free throw 2 of 2,,27,30
119,2,11:47.0,D. Rose misses 2-pt layup at rim,,27,30
120,2,11:46.0,,Defensive rebound by Z. Collins,27,30
121,2,11:40.0,,J. Layman misses 3-pt jump shot from 23 ft,27,30
122,2,11:37.0,,Offensive rebound by N. Stauskas,27,30
123,2,11:36.0,,Shooting foul by D. Šarić (drawn by J. Layman),27,30
124,2,11:36.0,,J. Layman makes free throw 1 of 2,27,31
125,2,11:36.0,,J. Layman makes free throw 2 of 2,27,32
126,2,11:21.0,D. Rose misses 2-pt hook shot from 5 ft,,27,32
127,2,11:17.0,,Defensive rebound by A. Aminu,27,32
128,2,11:07.0,,J. Layman makes 2-pt dunk from 1 ft (assist by A. Aminu),27,34
129,2,10:52.0,D. Šarić makes 3-pt jump shot from 25 ft (assist by T. Jones),,30,34
130,2,10:28.0,,N. Stauskas makes 3-pt jump shot from 25 ft,30,37
131,2,10:20.0,Minnesota full timeout,,30,37
132,2,10:20.0,K. Towns enters the game for G. Dieng,,30,37
133,2,10:00.0,K. Towns makes 2-pt hook shot from 7 ft (assist by D. Šarić),,32,37
134,2,9:45.0,,N. Stauskas misses 3-pt jump shot from 27 ft,32,37
135,2,9:41.0,,Offensive rebound by A. Aminu,32,37
136,2,9:37.0,,Turnover by E. Turner (traveling),32,37
137,2,9:24.0,K. Towns makes 2-pt jump shot from 17 ft (assist by D. Rose),,34,37
138,2,9:07.0,,Z. Collins misses 3-pt jump shot from 26 ft,34,37
139,2,9:05.0,Defensive rebound by J. Okogie,,34,37
140,2,8:59.0,K. Towns misses 2-pt layup from 1 ft,,34,37
141,2,8:57.0,,Defensive rebound by A. Aminu,34,37
142,2,8:54.0,,Turnover by A. Aminu (offensive foul),34,37
143,2,8:54.0,,Offensive foul by A. Aminu (drawn by T. Jones),34,37
144,2,8:45.0,T. Jones misses 2-pt layup from 2 ft,,34,37
145,2,8:44.0,Offensive rebound by K. Towns,,34,37
146,2,8:44.0,Shooting foul by J. Layman (drawn by K. Towns),,34,37
147,2,8:44.0,K. Towns makes free throw 1 of 2,,35,37
148,2,8:44.0,K. Towns misses free throw 2 of 2,,35,37
149,2,8:42.0,,Defensive rebound by N. Stauskas,35,37
150,2,8:34.0,,Turnover by N. Stauskas (bad pass; steal by J. Okogie),35,37
151,2,8:31.0,Turnover by J. Okogie (bad pass; steal by J. Layman),,35,37
152,2,8:20.0,,N. Stauskas misses 3-pt jump shot from 25 ft,35,37
153,2,8:18.0,Defensive rebound by T. Jones,,35,37
154,2,8:01.0,D. Rose misses 2-pt layup from 2 ft,,35,37
155,2,8:00.0,,Defensive rebound by J. Layman,35,37
156,2,7:53.0,,J. Layman misses 3-pt jump shot from 26 ft,35,37
157,2,7:50.0,Defensive rebound by J. Okogie,,35,37
158,2,7:44.0,D. Rose makes 2-pt layup from 2 ft (assist by J. Okogie),,37,37
159,2,7:44.0,,Portland full timeout,37,37
160,2,7:44.0,,M. Harkless enters the game for J. Layman,37,37
161,2,7:44.0,,D. Lillard enters the game for N. Stauskas,37,37
162,2,7:44.0,,C. McCollum enters the game for E. Turner,37,37
163,2,7:27.0,,D. Lillard makes 2-pt jump shot from 20 ft,37,39
164,2,7:08.0,Shooting foul by M. Harkless (drawn by J. Okogie),,37,39
165,2,7:08.0,J. Teague enters the game for T. Jones,,37,39
166,2,7:08.0,,J. Nurkić enters the game for Z. Collins,37,39
167,2,7:08.0,J. Okogie misses free throw 1 of 2,,37,39
168,2,7:08.0,Offensive rebound by Team,,37,39
169,2,7:08.0,J. Okogie makes free throw 2 of 2,,38,39
170,2,6:58.0,,M. Harkless misses 2-pt layup from 3 ft (block by K. Towns),38,39
171,2,6:57.0,,Offensive rebound by J. Nurkić,38,39
172,2,6:55.0,,A. Aminu misses 3-pt jump shot from 25 ft,38,39
173,2,6:53.0,,Offensive rebound by M. Harkless,38,39
174,2,6:40.0,,M. Harkless makes 3-pt jump shot from 25 ft (assist by D. Lillard),38,42
175,2,6:28.0,K. Towns makes 2-pt jump shot from 19 ft (assist by D. Rose),,40,42
176,2,6:22.0,Violation by Team (kicked ball),,40,42
177,2,6:22.0,T. Gibson enters the game for D. Šarić,,40,42
178,2,6:15.0,,J. Nurkić makes 2-pt dunk at rim (assist by C. McCollum),40,44
179,2,5:53.0,D. Rose misses 2-pt jump shot from 11 ft,,40,44
180,2,5:49.0,Offensive rebound by T. Gibson,,40,44
181,2,5:49.0,T. Gibson misses 2-pt layup at rim,,40,44
182,2,5:49.0,,Defensive rebound by D. Lillard,40,44
183,2,5:45.0,,Turnover by A. Aminu (bad pass; steal by D. Rose),40,44
184,2,5:36.0,Personal foul by M. Harkless (drawn by J. Teague),,40,44
185,2,5:26.0,T. Gibson misses 2-pt jump shot from 13 ft,,40,44
186,2,5:26.0,Offensive rebound by D. Rose,,40,44
187,2,5:11.0,J. Okogie makes 2-pt jump shot from 19 ft (assist by K. Towns),,42,44
188,2,4:55.0,,M. Harkless makes 2-pt dunk at rim (assist by A. Aminu),42,46
189,2,4:36.0,D. Rose misses 2-pt layup from 1 ft (block by J. Nurkić),,42,46
190,2,4:34.0,,Defensive rebound by D. Lillard,42,46
191,2,4:30.0,,D. Lillard misses 2-pt jump shot from 16 ft,42,46
192,2,4:27.0,Defensive rebound by K. Towns,,42,46
193,2,4:17.0,T. Gibson makes 2-pt jump shot from 11 ft (assist by J. Teague),,44,46
194,2,4:04.0,,Turnover by J. Nurkić (bad pass; steal by T. Gibson),44,46
195,2,4:04.0,Minnesota full timeout,,44,46
196,2,4:04.0,A. Wiggins enters the game for D. Rose,,44,46
197,2,3:53.0,K. Towns misses 3-pt jump shot from 23 ft,,44,46
198,2,3:51.0,,Defensive rebound by J. Nurkić,44,46
199,2,3:47.0,,A. Aminu makes 2-pt dunk at rim (assist by C. McCollum),44,48
200,2,3:30.0,Turnover by J. Teague (bad pass; steal by J. Nurkić),,44,48
201,2,3:28.0,,C. McCollum misses 2-pt layup from 2 ft,44,48
202,2,3:28.0,Defensive rebound by Team,,44,48
203,2,3:09.0,T. Gibson makes 2-pt layup from 3 ft (assist by K. Towns),,46,48
204,2,2:57.0,,Turnover by A. Aminu (traveling),46,48
205,2,2:47.0,Personal foul by M. Harkless (drawn by K. Towns),,46,48
206,2,2:40.0,T. Gibson misses 2-pt layup from 3 ft,,46,48
207,2,2:40.0,Offensive rebound by Team,,46,48
208,2,2:40.0,,J. Layman enters the game for M. Harkless,46,48
209,2,2:33.0,Shooting foul by J. Layman (drawn by A. Wiggins),,46,48
210,2,2:33.0,A. Wiggins misses free throw 1 of 2,,46,48
211,2,2:33.0,Offensive rebound by Team,,46,48
212,2,2:33.0,A. Wiggins makes free throw 2 of 2,,47,48
213,2,2:19.0,,Shooting foul by T. Gibson (drawn by J. Nurkić),47,48
214,2,2:19.0,,J. Nurkić makes free throw 1 of 2,47,49
215,2,2:19.0,,E. Turner enters the game for J. Layman,47,49
216,2,2:19.0,,J. Nurkić makes free throw 2 of 2,47,50
217,2,2:07.0,K. Towns misses 2-pt layup from 2 ft (block by J. Nurkić),,47,50
218,2,2:05.0,,Defensive rebound by A. Aminu,47,50
219,2,2:02.0,,Shooting foul by A. Wiggins (drawn by D. Lillard),47,50
220,2,2:02.0,,D. Lillard makes free throw 1 of 2,47,51
221,2,2:02.0,,D. Lillard misses free throw 2 of 2,47,51
222,2,2:00.0,Defensive rebound by K. Towns,,47,51
223,2,1:51.0,A. Wiggins misses 2-pt jump shot from 17 ft,,47,51
224,2,1:47.0,Offensive rebound by T. Gibson,,47,51
225,2,1:47.0,T. Gibson makes 2-pt layup at rim,,49,51
226,2,1:32.0,,Turnover by J. Nurkić (offensive foul),49,51
227,2,1:32.0,,Offensive foul by J. Nurkić (drawn by K. Towns),49,51
228,2,1:20.0,A. Wiggins misses 3-pt jump shot from 25 ft,,49,51
229,2,1:18.0,,Defensive rebound by A. Aminu,49,51
230,2,1:06.0,,C. McCollum misses 3-pt jump shot from 26 ft,49,51
231,2,1:04.0,Defensive rebound by T. Gibson,,49,51
232,2,0:58.0,Personal foul by D. Lillard (drawn by J. Teague),,49,51
233,2,0:58.0,J. Teague makes free throw 1 of 2,,50,51
234,2,0:58.0,J. Teague makes free throw 2 of 2,,51,51
235,2,0:44.0,,J. Nurkić makes 2-pt layup from 2 ft (assist by E. Turner),51,53
236,2,0:26.0,A. Wiggins misses 2-pt jump shot from 8 ft (block by C. McCollum),,51,53
237,2,0:24.0,,Defensive rebound by D. Lillard,51,53
238,2,0:06.0,,D. Lillard misses 2-pt jump shot from 12 ft,51,53
239,2,0:03.0,,Offensive rebound by J. Nurkić,51,53
240,2,0:03.0,,J. Nurkić misses 2-pt layup from 1 ft,51,53
241,2,0:03.0,,Offensive rebound by J. Nurkić,51,53
242,2,0:00.0,,C. McCollum misses 2-pt jump shot from 16 ft,51,53
243,2,0:00.0,,Offensive rebound by Team,51,53
244,3,11:41.0,Turnover by K. Towns (bad pass; steal by A. Aminu),,51,53
245,3,11:35.0,,A. Aminu makes 2-pt dunk at rim (assist by C. McCollum),51,55
246,3,11:26.0,A. Wiggins makes 2-pt layup from 1 ft (assist by J. Teague),,53,55
247,3,10:57.0,,J. Nurkić makes 2-pt jump shot from 20 ft (assist by M. Harkless),53,57
248,3,10:45.0,Shooting foul by A. Aminu (drawn by K. Towns),,53,57
249,3,10:45.0,K. Towns makes free throw 1 of 2,,54,57
250,3,10:45.0,K. Towns makes free throw 2 of 2,,55,57
251,3,10:25.0,,A. Aminu makes 2-pt layup from 4 ft,55,59
252,3,10:10.0,D. Rose makes 2-pt jump shot from 13 ft (assist by A. Wiggins),,57,59
253,3,9:55.0,,Shooting foul by D. Rose (drawn by C. McCollum),57,59
254,3,9:55.0,,C. McCollum makes free throw 1 of 2,57,60
255,3,9:55.0,,C. McCollum makes free throw 2 of 2,57,61
256,3,9:38.0,D. Rose misses 2-pt layup from 1 ft (block by M. Harkless),,57,61
257,3,9:36.0,,Defensive rebound by M. Harkless,57,61
258,3,9:29.0,,D. Lillard makes 3-pt jump shot from 24 ft (assist by C. McCollum),57,64
259,3,9:06.0,Turnover by J. Teague (lost ball; steal by J. Nurkić),,57,64
260,3,9:01.0,,C. McCollum makes 2-pt layup from 3 ft,57,66
261,3,9:01.0,Minnesota full timeout,,57,66
262,3,8:50.0,Shooting foul by M. Harkless (drawn by A. Wiggins),,57,66
263,3,8:50.0,A. Wiggins makes free throw 1 of 2,,58,66
264,3,8:50.0,A. Wiggins makes free throw 2 of 2,,59,66
265,3,8:39.0,,Turnover by J. Nurkić (bad pass; steal by A. Wiggins),59,66
266,3,8:34.0,D. Rose misses 2-pt layup from 1 ft,,59,66
267,3,8:30.0,Offensive rebound by T. Gibson,,59,66
268,3,8:30.0,T. Gibson makes 2-pt layup from 1 ft,,61,66
269,3,8:20.0,,A. Aminu misses 2-pt layup from 1 ft,61,66
270,3,8:18.0,,Offensive rebound by J. Nurkić,61,66
271,3,8:17.0,,J. Nurkić makes 2-pt layup from 1 ft,61,68
272,3,8:09.0,J. Teague misses 2-pt jump shot from 14 ft,,61,68
273,3,8:09.0,,Defensive rebound by C. McCollum,61,68
274,3,8:08.0,,Personal take foul by J. Teague (drawn by C. McCollum),61,68
275,3,7:53.0,,Turnover by C. McCollum (lost ball; steal by D. Rose),61,68
276,3,7:48.0,T. Gibson misses 2-pt layup from 1 ft,,61,68
277,3,7:46.0,Offensive rebound by T. Gibson,,61,68
278,3,7:45.0,T. Gibson makes 2-pt layup from 2 ft,,63,68
279,3,7:30.0,,Shooting foul by T. Gibson (drawn by J. Nurkić),63,68
280,3,7:30.0,,J. Nurkić makes free throw 1 of 2,63,69
281,3,7:30.0,,J. Nurkić makes free throw 2 of 2,63,70
282,3,7:17.0,K. Towns misses 3-pt jump shot from 29 ft,,63,70
283,3,7:13.0,,Defensive rebound by C. McCollum,63,70
284,3,6:57.0,,M. Harkless makes 3-pt jump shot from 25 ft (assist by A. Aminu),63,73
285,3,6:43.0,Shooting foul by M. Harkless (drawn by T. Gibson),,63,73
286,3,6:43.0,T. Gibson makes free throw 1 of 2,,64,73
287,3,6:43.0,,E. Turner enters the game for M. Harkless,64,73
288,3,6:43.0,T. Gibson makes free throw 2 of 2,,65,73
289,3,6:24.0,,Shooting foul by T. Gibson (drawn by A. Aminu),65,73
290,3,6:24.0,,A. Aminu makes free throw 1 of 2,65,74
291,3,6:24.0,,A. Aminu misses free throw 2 of 2,65,74
292,3,6:20.0,Defensive rebound by J. Teague,,65,74
293,3,6:18.0,Offensive foul by J. Teague (drawn by D. Lillard),,65,74
294,3,6:18.0,Turnover by J. Teague (offensive foul),,65,74
295,3,6:07.0,,Turnover by D. Lillard (bad pass; steal by K. Towns),65,74
296,3,6:02.0,D. Rose makes 2-pt layup from 1 ft (assist by J. Teague),,67,74
297,3,5:48.0,Violation by Team (kicked ball),,67,74
298,3,5:42.0,,D. Lillard misses 3-pt jump shot from 26 ft,67,74
299,3,5:40.0,Defensive rebound by A. Wiggins,,67,74
300,3,5:33.0,A. Wiggins makes 2-pt layup from 1 ft,,69,74
301,3,5:27.0,,C. McCollum misses 3-pt jump shot from 26 ft,69,74
302,3,5:27.0,Defensive rebound by K. Towns,,69,74
303,3,5:18.0,A. Wiggins misses 2-pt jump shot from 10 ft,,69,74
304,3,5:15.0,Offensive rebound by A. Wiggins,,69,74
305,3,5:14.0,A. Wiggins makes 2-pt jump shot from 8 ft,,71,74
306,3,5:14.0,,Portland full timeout,71,74
307,3,5:00.0,,C. McCollum makes 2-pt jump shot from 6 ft (assist by J. Nurkić),71,76
308,3,4:44.0,J. Teague makes 2-pt layup from 1 ft,,73,76
309,3,4:30.0,,A. Aminu misses 3-pt jump shot from 23 ft,73,76
310,3,4:28.0,Defensive rebound by J. Teague,,73,76
311,3,4:18.0,Turnover by T. Gibson (lost ball; steal by A. Aminu),,73,76
312,3,4:14.0,,Offensive foul by J. Nurkić (drawn by K. Towns),73,76
313,3,4:14.0,,Turnover by J. Nurkić (offensive foul),73,76
314,3,4:14.0,,Z. Collins enters the game for J. Nurkić,73,76
315,3,4:02.0,J. Teague misses 2-pt jump shot from 15 ft,,73,76
316,3,3:59.0,,Defensive rebound by E. Turner,73,76
317,3,3:39.0,,E. Turner misses 2-pt jump shot from 7 ft,73,76
318,3,3:37.0,Defensive rebound by K. Towns,,73,76
319,3,3:28.0,A. Wiggins makes 2-pt jump shot from 14 ft,,75,76
320,3,3:11.0,,Shooting foul by J. Teague (drawn by D. Lillard),75,76
321,3,3:11.0,,D. Lillard makes free throw 1 of 2,75,77
322,3,3:11.0,J. Okogie enters the game for T. Gibson,,75,77
323,3,3:11.0,D. Šarić enters the game for D. Rose,,75,77
324,3,3:11.0,,J. Layman enters the game for C. McCollum,75,77
325,3,3:11.0,,D. Lillard makes free throw 2 of 2,75,78
326,3,3:02.0,Turnover by J. Teague (bad pass; steal by J. Layman),,75,78
327,3,2:51.0,,J. Layman misses 3-pt jump shot from 24 ft,75,78
328,3,2:49.0,Defensive rebound by A. Wiggins,,75,78
329,3,2:42.0,A. Wiggins misses 2-pt jump shot from 3 ft,,75,78
330,3,2:40.0,Offensive rebound by K. Towns,,75,78
331,3,2:39.0,K. Towns misses 2-pt layup from 3 ft,,75,78
332,3,2:38.0,,Defensive rebound by E. Turner,75,78
333,3,2:34.0,,D. Lillard misses 3-pt jump shot from 24 ft,75,78
334,3,2:31.0,Defensive rebound by K. Towns,,75,78
335,3,2:22.0,J. Teague misses 2-pt layup from 1 ft,,75,78
336,3,2:22.0,,Defensive rebound by Team,75,78
337,3,2:22.0,Loose ball foul by K. Towns (drawn by A. Aminu),,75,78
338,3,2:22.0,,A. Aminu makes free throw 1 of 2,75,79
339,3,2:22.0,T. Jones enters the game for J. Teague,,75,79
340,3,2:22.0,,A. Aminu misses free throw 2 of 2,75,79
341,3,2:19.0,Defensive rebound by D. Šarić,,75,79
342,3,2:05.0,D. Šarić makes 3-pt jump shot from 25 ft (assist by A. Wiggins),,78,79
343,3,1:44.0,,J. Layman misses 3-pt jump shot from 25 ft,78,79
344,3,1:42.0,Defensive rebound by D. Šarić,,78,79
345,3,1:28.0,K. Towns makes 2-pt hook shot from 4 ft (assist by D. Šarić),,80,79
346,3,1:11.0,,Offensive foul by Z. Collins (drawn by J. Okogie),80,79
347,3,1:11.0,,Turnover by Z. Collins (offensive foul),80,79
348,3,0:53.0,Turnover by A. Wiggins (lost ball; steal by D. Lillard),,80,79
349,3,0:49.0,,D. Lillard misses 2-pt layup from 1 ft (block by A. Wiggins),80,79
350,3,0:47.0,Defensive rebound by T. Jones,,80,79
351,3,0:36.0,A. Wiggins misses 3-pt jump shot from 25 ft,,80,79
352,3,0:33.0,,Defensive rebound by D. Lillard,80,79
353,3,0:15.0,,Personal foul by J. Okogie (drawn by D. Lillard),80,79
354,3,0:15.0,,D. Lillard makes free throw 1 of 2,80,80
355,3,0:15.0,,D. Lillard makes free throw 2 of 2,80,81
356,3,0:06.0,Personal take foul by E. Turner (drawn by A. Wiggins),,80,81
357,3,0:03.0,K. Towns misses 3-pt jump shot from 25 ft,,80,81
358,3,0:00.0,,Defensive rebound by D. Lillard,80,81
359,4,11:47.0,,E. Turner makes 2-pt jump shot from 8 ft,80,83
360,4,11:32.0,G. Dieng makes 2-pt jump shot from 11 ft (assist by D. Rose),,82,83
361,4,11:13.0,,E. Turner misses 2-pt jump shot from 9 ft,82,83
362,4,11:11.0,Defensive rebound by G. Dieng,,82,83
363,4,11:02.0,D. Rose misses 2-pt jump shot from 18 ft,,82,83
364,4,11:00.0,,Defensive rebound by Z. Collins,82,83
365,4,10:48.0,,E. Turner makes 2-pt layup from 1 ft,82,85
366,4,10:29.0,D. Šarić makes 2-pt jump shot from 17 ft (assist by D. Rose),,84,85
367,4,10:06.0,,J. Layman misses 2-pt jump shot from 19 ft (block by J. Okogie),84,85
368,4,10:03.0,Defensive rebound by D. Rose,,84,85
369,4,10:02.0,J. Okogie misses 2-pt layup from 2 ft,,84,85
370,4,10:01.0,,Defensive rebound by M. Leonard,84,85
371,4,9:47.0,,E. Turner makes 2-pt jump shot from 18 ft,84,87
372,4,9:26.0,D. Rose makes 2-pt jump shot from 11 ft (assist by D. Šarić),,86,87
373,4,9:07.0,,J. Layman makes 2-pt layup from 2 ft (assist by N. Stauskas),86,89
374,4,8:54.0,G. Dieng makes 2-pt layup from 1 ft (assist by D. Rose),,88,89
375,4,8:38.0,,N. Stauskas misses 2-pt jump shot from 14 ft,88,89
376,4,8:36.0,,Offensive rebound by Z. Collins,88,89
377,4,8:35.0,,Z. Collins makes 2-pt layup from 2 ft,88,91
378,4,8:20.0,D. Rose makes 2-pt jump shot from 16 ft,,90,91
379,4,7:59.0,Violation by Team (kicked ball),,90,91
380,4,7:59.0,,C. McCollum enters the game for J. Layman,90,91
