,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,UTAH_ACTION,CLEVELAND_SCORE,UTAH_SCORE
381,4,7:45.0,Defensive rebound by A. Žižić,,76,101
382,4,7:38.0,M. Dellavedova misses 2-pt layup from 2 ft,,76,101
383,4,7:35.0,,Defensive rebound by D. Favors,76,101
384,4,7:32.0,,Offensive foul by G. Allen (drawn by J. Blossomgame),76,101
385,4,7:32.0,,Turnover by G. Allen (offensive foul),76,101
386,4,7:32.0,Cleveland full timeout,,76,101
387,4,7:32.0,,E. Udoh enters the game for D. Favors,76,101
388,4,7:09.0,Shooting foul by R. O'Neale (drawn by J. Clarkson),,76,101
389,4,7:09.0,J. Clarkson misses free throw 1 of 2,,76,101
390,4,7:09.0,Offensive rebound by Team,,76,101
391,4,7:09.0,C. Sexton enters the game for M. Dellavedova,,76,101
392,4,7:09.0,J. Clarkson makes free throw 2 of 2,,77,101
393,4,6:57.0,,Personal foul by C. Payne (drawn by G. Allen),77,101
394,4,6:48.0,,Turnover by G. Niang (bad pass; steal by C. Payne),77,101
395,4,6:40.0,C. Sexton misses 2-pt jump shot from 5 ft,,77,101
396,4,6:40.0,Offensive rebound by Team,,77,101
397,4,6:40.0,Turnover by (5 sec),,77,101
398,4,6:26.0,,Turnover by E. Udoh (out of bounds lost ball),77,101
399,4,6:14.0,A. Žižić makes 2-pt layup from 3 ft (assist by C. Payne),,79,101
400,4,6:00.0,,Turnover by G. Niang (bad pass; steal by C. Sexton),79,101
401,4,5:52.0,A. Žižić makes 2-pt layup from 2 ft (assist by C. Payne),,81,101
402,4,5:36.0,,R. O'Neale makes 3-pt jump shot from 23 ft (assist by G. Allen),81,104
403,4,5:13.0,Shooting foul by G. Allen (drawn by C. Sexton),,81,104
404,4,5:13.0,C. Sexton misses free throw 1 of 2,,81,104
405,4,5:13.0,Offensive rebound by Team,,81,104
406,4,5:13.0,C. Sexton makes free throw 2 of 2,,82,104
407,4,4:50.0,,R. O'Neale makes 3-pt jump shot from 29 ft (assist by G. Niang),82,107
408,4,4:35.0,C. Payne makes 2-pt jump shot from 11 ft,,84,107
409,4,4:16.0,,Utah full timeout,84,107
410,4,4:15.0,,G. Niang misses 3-pt jump shot from 25 ft,84,107
411,4,4:10.0,Defensive rebound by A. Žižić,,84,107
412,4,3:51.0,A. Žižić makes 2-pt hook shot from 4 ft,,86,107
413,4,3:34.0,,G. Niang makes 3-pt jump shot from 24 ft (assist by N. Mitrou-Long),86,110
414,4,3:09.0,A. Žižić makes 2-pt layup from 4 ft (assist by J. Clarkson),,88,110
415,4,2:56.0,,G. Allen misses 3-pt jump shot from 26 ft,88,110
416,4,2:52.0,Defensive rebound by C. Payne,,88,110
417,4,2:44.0,C. Payne misses 2-pt jump shot from 19 ft,,88,110
418,4,2:40.0,,Defensive rebound by Team,88,110
419,4,2:40.0,,T. Cavanaugh enters the game for R. O'Neale,88,110
420,4,2:16.0,,T. Cavanaugh makes 2-pt layup from 2 ft (assist by N. Mitrou-Long),88,112
421,4,2:09.0,Turnover by C. Sexton (bad pass),,88,112
422,4,1:51.0,,E. Udoh misses 2-pt layup from 6 ft,88,112
423,4,1:50.0,Defensive rebound by A. Žižić,,88,112
424,4,1:42.0,C. Sexton makes 3-pt jump shot from 25 ft,,91,112
425,4,1:25.0,,T. Cavanaugh misses 3-pt jump shot from 23 ft,91,112
426,4,1:20.0,Defensive rebound by C. Payne,,91,112
427,4,1:17.0,J. Clarkson makes 3-pt jump shot from 25 ft (assist by C. Payne),,94,112
428,4,1:00.0,,T. Cavanaugh misses 2-pt layup from 3 ft,94,112
429,4,0:57.0,,Offensive rebound by E. Udoh,94,112
430,4,0:57.0,,E. Udoh misses 2-pt layup from 1 ft,94,112
431,4,0:57.0,Defensive rebound by A. Žižić,,94,112
432,4,0:36.0,J. Blossomgame makes 2-pt jump shot from 4 ft (assist by C. Sexton),,96,112
433,4,0:19.0,,G. Niang makes 3-pt jump shot from 25 ft,96,115
434,4,0:03.0,C. Sexton makes 3-pt jump shot from 25 ft,,99,115
