,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,MILWAUKEE_ACTION,WASHINGTON_SCORE,MILWAUKEE_SCORE
46,1,6:41.0,S. Dekker makes 3-pt jump shot from 24 ft (assist by T. Ariza),,19,20
47,1,6:19.0,,B. Lopez misses 3-pt jump shot from 29 ft,19,20
48,1,6:19.0,,Offensive rebound by E. Bledsoe,19,20
49,1,6:14.0,,E. Bledsoe makes 2-pt layup from 1 ft,19,22
50,1,5:56.0,S. Dekker misses 2-pt jump shot from 22 ft,,19,22
51,1,5:53.0,Offensive rebound by J. Green,,19,22
52,1,5:50.0,,Violation by Team (kicked ball),19,22
53,1,5:50.0,,D. Wilson enters the game for G. Antetokounmpo,19,22
54,1,5:40.0,T. Ariza misses 2-pt jump shot from 17 ft,,19,22
55,1,5:37.0,Offensive rebound by J. Green,,19,22
56,1,5:35.0,Turnover by J. Green (bad pass),,19,22
57,1,5:19.0,,K. Middleton makes 3-pt jump shot from 26 ft,19,25
58,1,5:10.0,J. Green makes 3-pt jump shot from 28 ft (assist by T. Satoranský),,22,25
59,1,4:56.0,,D. Wilson misses 3-pt jump shot from 24 ft,22,25
60,1,4:53.0,Defensive rebound by B. Beal,,22,25
61,1,4:48.0,S. Dekker makes 2-pt layup from 1 ft (assist by T. Satoranský),,24,25
62,1,4:40.0,,K. Middleton makes 3-pt jump shot from 27 ft,24,28
63,1,4:29.0,S. Dekker makes 3-pt jump shot from 26 ft (assist by T. Satoranský),,27,28
64,1,4:26.0,,Milwaukee full timeout,27,28
65,1,4:26.0,,G. Hill enters the game for E. Bledsoe,27,28
66,1,4:26.0,,E. İlyasova enters the game for B. Lopez,27,28
67,1,4:03.0,,Turnover by G. Hill (lost ball; steal by B. Beal),27,28
68,1,3:58.0,B. Beal makes 2-pt dunk from 1 ft (assist by T. Ariza),,29,28
69,1,3:49.0,,K. Middleton makes 2-pt layup from 4 ft (assist by S. Brown),29,30
70,1,3:49.0,,Shooting foul by B. Beal (drawn by K. Middleton),29,30
71,1,3:49.0,C. Randle enters the game for T. Satoranský,,29,30
72,1,3:49.0,Violation by Team (delay of game),,29,30
73,1,3:49.0,,K. Middleton makes free throw 1 of 1,29,31
74,1,3:28.0,Turnover by B. Beal (lost ball; steal by D. Wilson),,29,31
75,1,3:22.0,,E. İlyasova makes 2-pt dunk from 1 ft (assist by G. Hill),29,33
76,1,3:16.0,Offensive foul by J. Green (drawn by E. İlyasova),,29,33
77,1,3:16.0,Turnover by J. Green (offensive foul),,29,33
78,1,3:16.0,J. McRae enters the game for J. Green,,29,33
79,1,3:16.0,,M. Brogdon enters the game for K. Middleton,29,33
80,1,2:55.0,,G. Hill makes 2-pt layup from 2 ft,29,35
81,1,2:41.0,Turnover by T. Ariza (bad pass; steal by M. Brogdon),,29,35
82,1,2:35.0,,E. İlyasova makes 3-pt jump shot from 27 ft (assist by M. Brogdon),29,38
83,1,2:18.0,Shooting foul by E. İlyasova (drawn by C. Randle),,29,38
84,1,2:18.0,C. Randle misses free throw 1 of 2,,29,38
85,1,2:18.0,Offensive rebound by Team,,29,38
86,1,2:18.0,C. Randle makes free throw 2 of 2,,30,38
87,1,2:18.0,T. Bryant enters the game for T. Ariza,,30,38
88,1,1:57.0,,S. Brown makes 2-pt jump shot from 14 ft (assist by D. Wilson),30,40
89,1,1:40.0,J. McRae misses 2-pt jump shot from 11 ft,,30,40
90,1,1:36.0,,Defensive rebound by M. Brogdon,30,40
91,1,1:25.0,,M. Brogdon misses 2-pt layup from 2 ft (block by T. Bryant),30,40
92,1,1:21.0,Defensive rebound by T. Bryant,,30,40
93,1,1:20.0,S. Dekker misses 2-pt layup from 1 ft (block by E. İlyasova),,30,40
94,1,1:14.0,,Defensive rebound by S. Brown,30,40
95,1,1:11.0,,M. Brogdon makes 2-pt dunk from 2 ft (assist by G. Hill),30,42
96,1,0:56.0,Turnover by B. Beal (lost ball; steal by E. İlyasova),,30,42
97,1,0:53.0,,D. Wilson makes 2-pt dunk from 1 ft,30,44
98,1,0:46.0,C. Randle makes 3-pt jump shot from 28 ft,,33,44
99,1,0:29.0,,E. İlyasova makes 3-pt jump shot from 22 ft (assist by M. Brogdon),33,47
100,1,0:08.0,B. Beal makes 2-pt layup from 1 ft,,35,47
101,1,0:01.0,,M. Brogdon makes 3-pt jump shot from 26 ft,35,50
102,1,0:00.0,S. Dekker misses 3-pt jump shot from 40 ft,,35,50
103,1,0:00.0,Offensive rebound by Team,,35,50
104,2,11:45.0,,M. Brogdon misses 2-pt layup from 2 ft (block by J. McRae),35,50
105,2,11:44.0,,Offensive rebound by Team,35,50
106,2,11:30.0,,M. Brogdon misses 3-pt jump shot from 26 ft,35,50
107,2,11:30.0,,Offensive rebound by Team,35,50
108,2,11:30.0,,Turnover by Team (shot clock),35,50
109,2,11:19.0,T. Satoranský makes 2-pt layup from 1 ft (assist by T. Bryant),,37,50
110,2,11:10.0,,Shooting foul by T. Bryant (drawn by E. İlyasova),37,50
111,2,11:10.0,,E. İlyasova makes free throw 1 of 2,37,51
112,2,11:10.0,,E. Bledsoe enters the game for G. Hill,37,51
113,2,11:10.0,,E. İlyasova makes free throw 2 of 2,37,52
114,2,10:53.0,J. McRae makes 3-pt jump shot from 27 ft (assist by T. Satoranský),,40,52
115,2,10:39.0,,G. Antetokounmpo makes 2-pt layup from 2 ft,40,54
116,2,10:29.0,C. Randle misses 3-pt jump shot from 26 ft,,40,54
117,2,10:25.0,,Defensive rebound by G. Antetokounmpo,40,54
118,2,10:17.0,,G. Antetokounmpo makes 3-pt jump shot from 27 ft,40,57
119,2,10:05.0,J. McRae makes 2-pt jump shot from 19 ft (assist by C. Randle),,42,57
120,2,9:48.0,,M. Brogdon misses 2-pt layup from 2 ft,42,57
121,2,9:45.0,Defensive rebound by T. Bryant,,42,57
122,2,9:44.0,Personal foul by E. İlyasova (drawn by J. McRae),,42,57
123,2,9:38.0,T. Bryant makes 2-pt jump shot from 19 ft (assist by C. Randle),,44,57
124,2,9:24.0,,E. Bledsoe misses 2-pt layup from 3 ft,44,57
125,2,9:21.0,,Offensive rebound by E. Bledsoe,44,57
126,2,9:11.0,,E. Bledsoe misses 2-pt layup from 1 ft,44,57
127,2,9:07.0,Defensive rebound by C. Randle,,44,57
128,2,9:02.0,S. Dekker misses 3-pt jump shot from 25 ft,,44,57
129,2,8:59.0,,Defensive rebound by G. Antetokounmpo,44,57
130,2,8:55.0,,Personal foul by C. Randle (drawn by G. Antetokounmpo),44,57
131,2,8:55.0,,G. Hill enters the game for M. Brogdon,44,57
132,2,8:42.0,,G. Antetokounmpo makes 2-pt dunk from 1 ft,44,59
133,2,8:36.0,Washington full timeout,,44,59
134,2,8:21.0,J. McRae misses 2-pt jump shot from 12 ft,,44,59
135,2,8:18.0,,Defensive rebound by G. Hill,44,59
136,2,8:18.0,,Turnover by G. Antetokounmpo (traveling),44,59
137,2,8:05.0,T. Satoranský misses 2-pt jump shot from 16 ft,,44,59
138,2,8:04.0,,Defensive rebound by Team,44,59
139,2,8:04.0,Loose ball foul by S. Dekker (drawn by G. Antetokounmpo),,44,59
140,2,8:04.0,B. Beal enters the game for T. Bryant,,44,59
141,2,8:04.0,J. Green enters the game for C. Randle,,44,59
142,2,8:04.0,,K. Middleton enters the game for E. İlyasova,44,59
143,2,7:47.0,,G. Antetokounmpo misses 2-pt jump shot from 15 ft,44,59
144,2,7:44.0,Defensive rebound by T. Satoranský,,44,59
145,2,7:37.0,B. Beal makes 2-pt layup from 1 ft (assist by T. Satoranský),,46,59
146,2,7:25.0,,T. Snell makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),46,62
147,2,7:15.0,J. Green misses 3-pt jump shot from 26 ft,,46,62
148,2,7:12.0,,Defensive rebound by K. Middleton,46,62
149,2,7:08.0,,Turnover by G. Hill (out of bounds lost ball),46,62
150,2,6:54.0,S. Dekker makes 2-pt dunk at rim (assist by B. Beal),,48,62
151,2,6:43.0,,Personal foul by B. Beal (drawn by G. Antetokounmpo),48,62
152,2,6:43.0,,D. Wilson enters the game for G. Antetokounmpo,48,62
153,2,6:35.0,,K. Middleton makes 2-pt jump shot from 10 ft (assist by D. Wilson),48,64
154,2,6:22.0,Turnover by B. Beal (lost ball; steal by E. Bledsoe),,48,64
155,2,6:18.0,,E. Bledsoe misses 2-pt layup from 2 ft,48,64
156,2,6:08.0,,Offensive rebound by G. Hill,48,64
157,2,6:08.0,,G. Hill makes 2-pt dunk at rim,48,66
158,2,6:06.0,T. Satoranský makes 2-pt layup from 1 ft,,50,66
159,2,5:53.0,,E. Bledsoe makes 3-pt jump shot from 27 ft (assist by T. Snell),50,69
160,2,5:32.0,Turnover by S. Dekker (lost ball; steal by K. Middleton),,50,69
161,2,5:28.0,,E. Bledsoe makes 2-pt layup from 1 ft (assist by K. Middleton),50,71
162,2,5:28.0,Washington full timeout,,50,71
163,2,5:28.0,T. Ariza enters the game for S. Dekker,,50,71
164,2,5:28.0,,B. Lopez enters the game for E. Bledsoe,50,71
165,2,5:18.0,T. Ariza misses 3-pt jump shot from 27 ft,,50,71
166,2,5:14.0,,Defensive rebound by D. Wilson,50,71
167,2,5:03.0,,G. Hill misses 2-pt jump shot from 12 ft,50,71
168,2,5:00.0,Defensive rebound by B. Beal,,50,71
169,2,4:56.0,B. Beal misses 2-pt layup from 2 ft,,50,71
170,2,4:53.0,,Defensive rebound by D. Wilson,50,71
171,2,4:47.0,,B. Lopez misses 3-pt jump shot from 27 ft,50,71
172,2,4:43.0,Defensive rebound by J. Green,,50,71
173,2,4:37.0,Turnover by T. Satoranský (bad pass; steal by T. Snell),,50,71
174,2,4:31.0,,G. Hill misses 2-pt layup from 3 ft,50,71
175,2,4:29.0,,Offensive rebound by D. Wilson,50,71
176,2,4:28.0,,D. Wilson misses 2-pt layup from 2 ft,50,71
177,2,4:28.0,,Offensive rebound by D. Wilson,50,71
178,2,4:25.0,,D. Wilson misses 2-pt layup from 3 ft,50,71
179,2,4:23.0,Defensive rebound by T. Satoranský,,50,71
180,2,4:19.0,T. Ariza makes 3-pt jump shot from 23 ft (assist by B. Beal),,53,71
181,2,4:05.0,,B. Lopez makes 2-pt layup from 2 ft (assist by K. Middleton),53,73
182,2,4:05.0,,Shooting foul by J. McRae (drawn by B. Lopez),53,73
183,2,4:05.0,J. Jenkins enters the game for J. McRae,,53,73
184,2,4:05.0,,G. Antetokounmpo enters the game for T. Snell,53,73
185,2,4:05.0,,B. Lopez makes free throw 1 of 1,53,74
186,2,3:47.0,B. Beal misses 3-pt jump shot from 27 ft,,53,74
187,2,3:45.0,,Defensive rebound by G. Antetokounmpo,53,74
188,2,3:42.0,,K. Middleton misses 3-pt jump shot from 27 ft,53,74
189,2,3:36.0,Defensive rebound by B. Beal,,53,74
190,2,3:30.0,B. Beal misses 3-pt jump shot from 26 ft,,53,74
191,2,3:26.0,,Defensive rebound by D. Wilson,53,74
192,2,3:17.0,,Turnover by G. Antetokounmpo (bad pass; steal by T. Ariza),53,74
193,2,3:11.0,B. Beal misses 2-pt jump shot from 15 ft,,53,74
194,2,3:08.0,,Defensive rebound by K. Middleton,53,74
195,2,3:02.0,,G. Antetokounmpo makes 2-pt dunk from 2 ft (assist by K. Middleton),53,76
196,2,3:02.0,Washington full timeout,,53,76
197,2,3:02.0,,M. Brogdon enters the game for G. Hill,53,76
198,2,2:47.0,Shooting foul by B. Lopez (drawn by T. Ariza),,53,76
199,2,2:47.0,T. Ariza makes free throw 1 of 2,,54,76
200,2,2:47.0,T. Ariza makes free throw 2 of 2,,55,76
201,2,2:31.0,,Turnover by D. Wilson (traveling),55,76
202,2,2:31.0,,Violation by Team (delay of game),55,76
203,2,2:20.0,T. Ariza misses 3-pt jump shot from 26 ft,,55,76
204,2,2:14.0,,Defensive rebound by B. Lopez,55,76
205,2,2:11.0,,D. Wilson makes 2-pt dunk from 1 ft (assist by G. Antetokounmpo),55,78
206,2,1:53.0,J. Green misses 3-pt jump shot from 27 ft,,55,78
207,2,1:50.0,,Defensive rebound by D. Wilson,55,78
208,2,1:42.0,,K. Middleton makes 2-pt jump shot from 9 ft,55,80
209,2,1:42.0,,S. Brown enters the game for D. Wilson,55,80
210,2,1:25.0,Personal foul by K. Middleton (drawn by T. Satoranský),,55,80
211,2,1:21.0,Shooting foul by B. Lopez (drawn by T. Satoranský),,55,80
212,2,1:21.0,T. Satoranský makes free throw 1 of 2,,56,80
213,2,1:21.0,T. Satoranský makes free throw 2 of 2,,57,80
214,2,1:07.0,,Shooting foul by B. Beal (drawn by G. Antetokounmpo),57,80
215,2,1:07.0,,G. Antetokounmpo makes free throw 1 of 2,57,81
216,2,1:07.0,T. Bryant enters the game for B. Beal,,57,81
217,2,1:07.0,,G. Antetokounmpo makes free throw 2 of 2,57,82
218,2,0:59.0,J. Jenkins makes 3-pt jump shot from 26 ft (assist by T. Satoranský),,60,82
219,2,0:39.0,,K. Middleton misses 2-pt jump shot from 9 ft,60,82
220,2,0:36.0,Defensive rebound by T. Bryant,,60,82
221,2,0:29.0,T. Bryant makes 2-pt dunk from 1 ft (assist by J. Green),,62,82
222,2,0:09.0,,M. Brogdon makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),62,85
223,2,0:04.0,Flagrant foul type 1 by G. Antetokounmpo (drawn by J. Green),,62,85
224,2,0:04.0,J. Green makes flagrant free throw 1 of 3,,63,85
225,2,0:04.0,J. Green makes flagrant free throw 2 of 3,,64,85
226,2,0:04.0,J. Green makes flagrant free throw 3 of 3,,65,85
227,2,0:01.0,T. Bryant misses 2-pt jump shot from 3 ft,,65,85
228,2,0:00.0,Offensive rebound by Team,,65,85
229,3,11:54.0,,Offensive foul by G. Antetokounmpo (drawn by B. Beal),65,85
230,3,11:54.0,,Turnover by G. Antetokounmpo (offensive foul),65,85
231,3,11:39.0,Turnover by T. Ariza (bad pass; steal by M. Brogdon),,65,85
232,3,11:34.0,,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by E. Bledsoe),65,87
233,3,11:21.0,B. Beal makes 2-pt jump shot from 20 ft,,67,87
234,3,11:04.0,,K. Middleton makes 3-pt jump shot from 27 ft (assist by M. Brogdon),67,90
235,3,10:55.0,T. Bryant makes 3-pt jump shot from 26 ft (assist by T. Satoranský),,70,90
236,3,10:40.0,,Turnover by E. Bledsoe (bad pass),70,90
237,3,10:23.0,T. Bryant makes 2-pt layup from 1 ft (assist by B. Beal),,72,90
238,3,10:08.0,,G. Antetokounmpo misses 2-pt layup from 2 ft,72,90
239,3,10:05.0,,Offensive rebound by G. Antetokounmpo,72,90
240,3,10:04.0,,G. Antetokounmpo misses 2-pt jump shot from 12 ft,72,90
241,3,10:01.0,Defensive rebound by B. Beal,,72,90
242,3,9:51.0,T. Bryant makes 2-pt layup from 1 ft (assist by T. Ariza),,74,90
243,3,9:29.0,,G. Antetokounmpo makes 2-pt dunk from 1 ft,74,92
244,3,9:13.0,B. Beal makes 2-pt layup from 2 ft (assist by T. Satoranský),,76,92
245,3,9:00.0,,G. Antetokounmpo makes 3-pt jump shot from 28 ft (assist by E. Bledsoe),76,95
246,3,8:47.0,J. Green makes 3-pt jump shot from 29 ft,,79,95
247,3,8:35.0,,G. Antetokounmpo makes 2-pt layup from 2 ft,79,97
248,3,8:15.0,J. Green makes 3-pt jump shot from 27 ft (assist by T. Ariza),,82,97
249,3,8:01.0,,M. Brogdon makes 2-pt layup from 1 ft,82,99
250,3,7:36.0,T. Satoranský misses 2-pt layup from 2 ft,,82,99
251,3,7:33.0,,Defensive rebound by M. Brogdon,82,99
252,3,7:22.0,,G. Antetokounmpo makes 3-pt jump shot from 27 ft (assist by M. Brogdon),82,102
253,3,7:12.0,,Violation by Team (kicked ball),82,102
254,3,7:12.0,,S. Brown enters the game for M. Brogdon,82,102
255,3,6:59.0,T. Bryant makes 2-pt jump shot from 9 ft (assist by T. Ariza),,84,102
256,3,6:58.0,,Turnover by B. Lopez (bad pass; steal by B. Beal),84,102
257,3,6:57.0,B. Beal makes 2-pt layup from 2 ft,,86,102
258,3,6:57.0,Shooting foul by B. Lopez (drawn by B. Beal),,86,102
259,3,6:57.0,,Milwaukee full timeout,86,102
260,3,6:57.0,B. Beal makes free throw 1 of 1,,87,102
261,3,6:48.0,,Shooting foul by J. Green (drawn by S. Brown),87,102
262,3,6:48.0,,S. Brown misses free throw 1 of 2,87,102
263,3,6:48.0,,Offensive rebound by Team,87,102
264,3,6:48.0,,S. Brown makes free throw 2 of 2,87,103
265,3,6:31.0,B. Beal makes 3-pt jump shot from 22 ft (assist by T. Bryant),,90,103
266,3,6:26.0,,B. Lopez makes 2-pt jump shot from 14 ft (assist by E. Bledsoe),90,105
267,3,6:26.0,,Shooting foul by T. Bryant (drawn by B. Lopez),90,105
268,3,6:26.0,,B. Lopez makes free throw 1 of 1,90,106
269,3,6:15.0,Personal foul by E. Bledsoe (drawn by B. Beal),,90,106
270,3,6:10.0,B. Beal misses 3-pt jump shot from 27 ft,,90,106
271,3,6:09.0,Offensive rebound by Team,,90,106
272,3,6:09.0,Personal foul by B. Lopez (drawn by T. Bryant),,90,106
273,3,6:03.0,T. Bryant misses 3-pt jump shot from 28 ft,,90,106
274,3,6:00.0,,Defensive rebound by E. Bledsoe,90,106
275,3,5:53.0,,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by E. Bledsoe),90,108
276,3,5:46.0,J. Green misses 3-pt jump shot from 27 ft,,90,108
277,3,5:43.0,,Defensive rebound by B. Lopez,90,108
278,3,5:31.0,,K. Middleton misses 3-pt jump shot from 26 ft,90,108
279,3,5:29.0,Defensive rebound by T. Bryant,,90,108
280,3,5:24.0,T. Satoranský makes 3-pt jump shot from 25 ft (assist by T. Bryant),,93,108
281,3,5:05.0,,Turnover by K. Middleton (lost ball; steal by B. Beal),93,108
282,3,5:00.0,B. Beal misses 3-pt jump shot from 29 ft,,93,108
283,3,4:58.0,Offensive rebound by T. Bryant,,93,108
284,3,4:56.0,T. Bryant makes 2-pt layup from 2 ft,,95,108
285,3,4:44.0,,S. Brown makes 3-pt jump shot from 28 ft (assist by K. Middleton),95,111
286,3,4:44.0,,G. Hill enters the game for G. Antetokounmpo,95,111
287,3,4:44.0,,E. İlyasova enters the game for E. Bledsoe,95,111
288,3,4:44.0,,D. Wilson enters the game for B. Lopez,95,111
289,3,4:20.0,T. Satoranský makes 3-pt jump shot from 27 ft (assist by J. Green),,98,111
290,3,4:04.0,,Turnover by K. Middleton (out of bounds lost ball),98,111
291,3,3:49.0,T. Bryant makes 2-pt dunk from 2 ft (assist by T. Satoranský),,100,111
292,3,3:49.0,,Milwaukee full timeout,100,111
293,3,3:39.0,,Turnover by K. Middleton (lost ball; steal by T. Ariza),100,111
294,3,3:37.0,Shooting foul by S. Brown (drawn by J. Green),,100,111
295,3,3:37.0,J. Green makes free throw 1 of 2,,101,111
296,3,3:37.0,J. Green makes free throw 2 of 2,,102,111
297,3,3:11.0,,G. Hill makes 2-pt jump shot from 7 ft,102,113
298,3,2:54.0,T. Satoranský misses 3-pt jump shot from 22 ft,,102,113
299,3,2:50.0,Offensive rebound by B. Beal,,102,113
300,3,2:38.0,T. Bryant makes 2-pt hook shot from 8 ft,,104,113
301,3,2:20.0,,G. Hill misses 2-pt layup from 1 ft (block by T. Bryant),104,113
302,3,2:15.0,Defensive rebound by T. Satoranský,,104,113
303,3,2:11.0,B. Beal misses 3-pt jump shot from 22 ft,,104,113
304,3,2:08.0,,Defensive rebound by E. İlyasova,104,113
305,3,2:03.0,,S. Brown misses 3-pt jump shot from 26 ft,104,113
306,3,2:03.0,Defensive rebound by T. Satoranský,,104,113
307,3,1:55.0,J. Green misses 3-pt jump shot from 27 ft,,104,113
308,3,1:54.0,,Defensive rebound by Team,104,113
309,3,1:54.0,S. Dekker enters the game for T. Ariza,,104,113
310,3,1:54.0,C. Randle enters the game for T. Satoranský,,104,113
311,3,1:54.0,,M. Brogdon enters the game for S. Brown,104,113
312,3,1:54.0,,T. Snell enters the game for K. Middleton,104,113
313,3,1:38.0,,Personal foul by S. Dekker (drawn by G. Hill),104,113
314,3,1:24.0,,M. Brogdon makes 2-pt layup from 1 ft,104,115
315,3,1:01.0,Offensive foul by C. Randle (drawn by E. İlyasova),,104,115
316,3,1:01.0,Turnover by C. Randle (offensive foul),,104,115
317,3,0:52.0,,Offensive foul by D. Wilson (drawn by B. Beal),104,115
318,3,0:52.0,,Turnover by D. Wilson (offensive foul),104,115
319,3,0:52.0,J. McRae enters the game for J. Green,,104,115
320,3,0:38.0,Personal foul by E. İlyasova (drawn by B. Beal),,104,115
321,3,0:38.0,B. Beal misses free throw 1 of 2,,104,115
322,3,0:38.0,Offensive rebound by Team,,104,115
323,3,0:38.0,,G. Antetokounmpo enters the game for E. İlyasova,104,115
324,3,0:38.0,B. Beal makes free throw 2 of 2,,105,115
325,3,0:33.0,,M. Brogdon makes 3-pt jump shot from 25 ft,105,118
326,3,0:22.0,B. Beal makes 2-pt layup from 1 ft (assist by C. Randle),,107,118
327,3,0:01.0,,G. Antetokounmpo makes 2-pt layup at rim (assist by D. Wilson),107,120
328,4,11:35.0,Turnover by B. Beal (lost ball; steal by E. İlyasova),,107,120
329,4,11:25.0,,T. Snell misses 3-pt jump shot from 25 ft,107,120
330,4,11:22.0,Defensive rebound by B. Beal,,107,120
331,4,11:16.0,J. McRae makes 2-pt jump shot from 19 ft,,109,120
332,4,10:59.0,,G. Antetokounmpo misses 2-pt layup from 2 ft (block by B. Beal),109,120
333,4,10:55.0,Defensive rebound by S. Dekker,,109,120
334,4,10:53.0,S. Dekker makes 2-pt dunk from 1 ft (assist by C. Randle),,111,120
335,4,10:37.0,,M. Brogdon misses 2-pt layup from 1 ft,111,120
336,4,10:34.0,Defensive rebound by B. Beal,,111,120
337,4,10:30.0,C. Randle misses 3-pt jump shot from 23 ft,,111,120
338,4,10:29.0,Offensive rebound by Team,,111,120
339,4,10:22.0,C. Randle makes 2-pt layup from 1 ft,,113,120
340,4,10:08.0,,Shooting foul by S. Dekker (drawn by G. Antetokounmpo),113,120
341,4,10:08.0,,G. Antetokounmpo makes free throw 1 of 2,113,121
342,4,10:08.0,T. Satoranský enters the game for B. Beal,,113,121
343,4,10:08.0,,E. Bledsoe enters the game for G. Hill,113,121
344,4,10:08.0,,G. Antetokounmpo misses free throw 2 of 2,113,121
345,4,10:04.0,Defensive rebound by T. Satoranský,,113,121
346,4,9:51.0,C. Randle misses 2-pt layup from 3 ft,,113,121
347,4,9:51.0,Offensive rebound by C. Randle,,113,121
348,4,9:51.0,C. Randle misses 2-pt layup from 4 ft,,113,121
349,4,9:51.0,,Defensive rebound by Team,113,121
350,4,9:51.0,Loose ball foul by C. Randle (drawn by E. İlyasova),,113,121
351,4,9:35.0,,T. Snell makes 2-pt dunk from 1 ft (assist by E. Bledsoe),113,123
352,4,9:22.0,Turnover by S. Dekker (step out of bounds),,113,123
353,4,9:07.0,,E. İlyasova makes 2-pt layup from 1 ft (assist by E. Bledsoe),113,125
354,4,9:07.0,Washington full timeout,,113,125
355,4,9:07.0,T. Ariza enters the game for S. Dekker,,113,125
356,4,9:07.0,B. Beal enters the game for C. Randle,,113,125
357,4,8:52.0,Turnover by T. Satoranský (bad pass; steal by E. Bledsoe),,113,125
358,4,8:46.0,,E. Bledsoe makes 2-pt layup from 1 ft,113,127
359,4,8:39.0,Turnover by T. Satoranský (bad pass),,113,127
360,4,8:25.0,,E. Bledsoe makes 3-pt jump shot from 26 ft,113,130
361,4,8:16.0,Turnover by B. Beal (lost ball; steal by G. Antetokounmpo),,113,130
362,4,8:14.0,,Shooting foul by T. Ariza (drawn by G. Antetokounmpo),113,130
363,4,8:14.0,,G. Antetokounmpo makes free throw 1 of 2,113,131
364,4,8:14.0,,G. Antetokounmpo misses free throw 2 of 2,113,131
365,4,8:11.0,,Offensive rebound by E. Bledsoe,113,131
366,4,8:11.0,,E. Bledsoe makes 2-pt dunk from 1 ft,113,133
367,4,7:57.0,B. Beal makes 2-pt layup from 2 ft,,115,133
