,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,SAN ANTONIO_ACTION,CHARLOTTE_SCORE,SAN ANTONIO_SCORE
378,4,2:14.0,,L. Aldridge misses 2-pt hook shot from 7 ft,101,89
379,4,2:11.0,Defensive rebound by N. Batum,,101,89
380,4,1:57.0,Personal foul by D. DeRozan (drawn by B. Biyombo),,101,89
381,4,1:57.0,B. Biyombo misses free throw 1 of 2,,101,89
382,4,1:57.0,Offensive rebound by Team,,101,89
383,4,1:57.0,B. Biyombo misses free throw 2 of 2,,101,89
384,4,1:54.0,,Defensive rebound by B. Forbes,101,89
385,4,1:49.0,,B. Forbes makes 2-pt jump shot from 21 ft,101,91
386,4,1:26.0,Shooting foul by L. Aldridge (drawn by M. Williams),,101,91
387,4,1:26.0,M. Williams makes free throw 1 of 2,,102,91
388,4,1:26.0,M. Kidd-Gilchrist enters the game for B. Biyombo,,102,91
389,4,1:26.0,M. Williams makes free throw 2 of 2,,103,91
390,4,1:15.0,,P. Mills makes 2-pt layup from 1 ft (assist by D. DeRozan),103,93
391,4,1:03.0,N. Batum makes 2-pt layup from 1 ft,,105,93
392,4,1:03.0,,San Antonio full timeout,105,93
393,4,1:03.0,,D. Bertāns enters the game for L. Aldridge,105,93
394,4,1:03.0,,D. Cunningham enters the game for D. DeRozan,105,93
395,4,1:03.0,,D. Eubanks enters the game for B. Forbes,105,93
396,4,1:03.0,,J. Poeltl enters the game for P. Mills,105,93
397,4,1:03.0,,Q. Pondexter enters the game for D. White,105,93
398,4,0:47.0,,D. Cunningham misses 2-pt hook shot from 9 ft,105,93
399,4,0:47.0,Defensive rebound by Team,,105,93
400,4,0:23.0,N. Batum makes 3-pt jump shot from 26 ft (assist by M. Kidd-Gilchrist),,108,93
401,4,0:17.0,,Turnover by Q. Pondexter (bad pass),108,93
