,QUARTER,TIME_REMAINING,DETROIT_ACTION,HOUSTON_ACTION,DETROIT_SCORE,HOUSTON_SCORE
391,4,5:54.0,,Defensive rebound by E. Gordon,99,108
392,4,5:53.0,,Personal foul by I. Smith (drawn by E. Gordon),99,108
393,4,5:53.0,,E. Gordon makes free throw 1 of 2,99,109
394,4,5:53.0,L. Galloway enters the game for S. Johnson,,99,109
395,4,5:53.0,,E. Gordon makes free throw 2 of 2,99,110
396,4,5:35.0,Turnover by B. Griffin (lost ball; steal by J. Harden),,99,110
397,4,5:30.0,,Shooting foul by R. Bullock (drawn by J. Harden),99,110
398,4,5:30.0,,J. Harden makes free throw 1 of 3,99,111
399,4,5:30.0,,J. Harden makes free throw 2 of 3,99,112
400,4,5:30.0,,J. Harden makes free throw 3 of 3,99,113
401,4,5:18.0,B. Griffin misses 2-pt layup at rim (block by I. Hartenstein),,99,113
402,4,5:15.0,Offensive rebound by Team,,99,113
403,4,5:04.0,,Turnover by J. Ennis (traveling),99,113
404,4,4:56.0,B. Griffin makes 3-pt jump shot from 25 ft,,102,113
405,4,4:35.0,,Turnover by I. Hartenstein (3 sec),102,113
406,4,4:17.0,B. Griffin makes 3-pt jump shot from 26 ft,,105,113
407,4,4:16.0,,Houston full timeout,105,113
408,4,4:16.0,,C. Capela enters the game for G. Clark,105,113
409,4,4:16.0,,C. Paul enters the game for I. Hartenstein,105,113
410,4,4:01.0,,E. Gordon misses 3-pt jump shot from 26 ft,105,113
411,4,3:58.0,Defensive rebound by A. Drummond,,105,113
412,4,3:42.0,Turnover by B. Griffin (bad pass; steal by J. Harden),,105,113
413,4,3:39.0,,Shooting foul by B. Griffin (drawn by J. Ennis),105,113
414,4,3:39.0,,J. Ennis makes free throw 1 of 2,105,114
415,4,3:39.0,,J. Ennis makes free throw 2 of 2,105,115
416,4,3:24.0,B. Griffin makes 3-pt jump shot from 26 ft (assist by I. Smith),,108,115
417,4,3:00.0,,J. Ennis makes 3-pt jump shot from 24 ft (assist by C. Paul),108,118
418,4,2:39.0,Shooting foul by C. Paul (drawn by A. Drummond),,108,118
419,4,2:39.0,A. Drummond misses free throw 1 of 2,,108,118
420,4,2:39.0,Offensive rebound by Team,,108,118
421,4,2:39.0,A. Drummond misses free throw 2 of 2,,108,118
422,4,2:39.0,Offensive rebound by B. Griffin,,108,118
423,4,2:32.0,Personal foul by J. Ennis (drawn by B. Griffin),,108,118
424,4,2:32.0,B. Griffin makes free throw 1 of 2,,109,118
425,4,2:32.0,B. Griffin makes free throw 2 of 2,,110,118
426,4,2:21.0,,Turnover by J. Harden (traveling),110,118
427,4,2:10.0,B. Griffin makes 3-pt jump shot from 24 ft (assist by R. Bullock),,113,118
428,4,1:44.0,,J. Harden makes 2-pt layup from 1 ft,113,120
429,4,1:44.0,Violation by Team (def goaltending),,113,120
430,4,1:26.0,B. Griffin makes 3-pt jump shot from 22 ft,,116,120
431,4,1:03.0,,J. Harden misses 3-pt jump shot from 26 ft,116,120
432,4,1:03.0,Defensive rebound by L. Galloway,,116,120
433,4,0:55.0,Turnover by B. Griffin (bad pass; steal by J. Harden),,116,120
434,4,0:32.0,,J. Harden misses 3-pt jump shot from 27 ft,116,120
435,4,0:31.0,Defensive rebound by A. Drummond,,116,120
436,4,0:28.0,Detroit full timeout,,116,120
437,4,0:21.0,Offensive foul by B. Griffin (drawn by J. Ennis),,116,120
438,4,0:21.0,Turnover by B. Griffin (offensive foul),,116,120
439,4,0:19.0,,Personal foul by I. Smith (drawn by J. Harden),116,120
440,4,0:19.0,,J. Harden makes free throw 1 of 2,116,121
441,4,0:19.0,,J. Harden makes free throw 2 of 2,116,122
442,4,0:19.0,Detroit full timeout,,116,122
443,4,0:19.0,J. Calderón enters the game for L. Galloway,,116,122
444,4,0:09.0,I. Smith makes 3-pt jump shot from 26 ft (assist by R. Bullock),,119,122
445,4,0:09.0,,Houston full timeout,119,122
446,4,0:09.0,L. Galloway enters the game for J. Calderón,,119,122
447,4,0:09.0,,G. Clark enters the game for C. Capela,119,122
448,4,0:08.0,,Personal foul by A. Drummond (drawn by J. Harden),119,122
449,4,0:08.0,,J. Harden makes free throw 1 of 2,119,123
450,4,0:08.0,,J. Harden makes free throw 2 of 2,119,124
451,4,0:03.0,Shooting foul by C. Paul (drawn by B. Griffin),,119,124
452,4,0:03.0,B. Griffin makes free throw 1 of 3,,120,124
453,4,0:03.0,B. Griffin makes free throw 2 of 3,,121,124
454,4,0:03.0,,C. Capela enters the game for G. Clark,121,124
455,4,0:03.0,B. Griffin misses free throw 3 of 3,,121,124
456,4,0:03.0,,Defensive rebound by J. Harden,121,124
457,4,0:02.0,,Personal foul by B. Griffin (drawn by J. Harden),121,124
458,4,0:02.0,,J. Harden makes free throw 1 of 2,121,125
459,4,0:02.0,,J. Harden makes free throw 2 of 2,121,126
460,4,0:00.0,R. Bullock makes 3-pt jump shot from 23 ft (assist by A. Drummond),,124,126
