,QUARTER,TIME_REMAINING,MIAMI_ACTION,GOLDEN STATE_ACTION,MIAMI_SCORE,GOLDEN STATE_SCORE
40,1,6:35.0,,S. Curry misses 2-pt jump shot from 19 ft,17,6
41,1,6:34.0,Defensive rebound by J. Winslow,,17,6
42,1,6:16.0,Personal foul by K. Thompson (drawn by J. Richardson),,17,6
43,1,6:05.0,D. Waiters misses 2-pt layup from 2 ft,,17,6
44,1,6:04.0,Offensive rebound by H. Whiteside,,17,6
45,1,6:04.0,H. Whiteside makes 2-pt layup at rim,,19,6
46,1,5:54.0,,K. Thompson misses 3-pt jump shot from 27 ft,19,6
47,1,5:51.0,Defensive rebound by H. Whiteside,,19,6
48,1,5:46.0,J. Richardson makes 3-pt jump shot from 25 ft (assist by J. Winslow),,22,6
49,1,5:27.0,,D. Cousins misses 3-pt jump shot from 26 ft,22,6
50,1,5:25.0,Defensive rebound by J. Winslow,,22,6
51,1,5:17.0,H. Whiteside makes 2-pt dunk from 1 ft (assist by K. Olynyk),,24,6
52,1,5:05.0,,Shooting foul by K. Olynyk (drawn by D. Green),24,6
53,1,5:05.0,,D. Green makes free throw 1 of 2,24,7
54,1,5:05.0,D. Wade enters the game for J. Richardson,,24,7
55,1,5:05.0,,K. Looney enters the game for D. Cousins,24,7
56,1,5:05.0,,D. Green misses free throw 2 of 2,24,7
57,1,5:03.0,Defensive rebound by H. Whiteside,,24,7
58,1,4:43.0,H. Whiteside misses 2-pt hook shot from 11 ft,,24,7
59,1,4:42.0,Offensive rebound by J. Winslow,,24,7
60,1,4:42.0,J. Winslow misses 2-pt layup at rim,,24,7
61,1,4:41.0,Offensive rebound by J. Winslow,,24,7
62,1,4:41.0,J. Winslow misses 2-pt layup at rim,,24,7
63,1,4:40.0,Offensive rebound by H. Whiteside,,24,7
64,1,4:39.0,H. Whiteside misses 2-pt layup from 1 ft,,24,7
65,1,4:38.0,Offensive rebound by H. Whiteside,,24,7
66,1,4:38.0,H. Whiteside makes 2-pt layup at rim,,26,7
67,1,4:24.0,,S. Curry makes 3-pt jump shot from 30 ft (assist by D. Green),26,10
68,1,4:13.0,Personal foul by K. Looney (drawn by D. Wade),,26,10
69,1,4:13.0,,J. Jerebko enters the game for D. Green,26,10
70,1,4:13.0,,S. Livingston enters the game for K. Thompson,26,10
71,1,4:07.0,D. Waiters misses 2-pt jump shot from 14 ft,,26,10
72,1,4:06.0,,Defensive rebound by S. Curry,26,10
73,1,4:00.0,,Shooting foul by J. Winslow (drawn by J. Jerebko),26,10
74,1,4:00.0,,J. Jerebko makes free throw 1 of 2,26,11
75,1,4:00.0,B. Adebayo enters the game for H. Whiteside,,26,11
76,1,4:00.0,,J. Jerebko makes free throw 2 of 2,26,12
77,1,3:48.0,D. Wade misses 3-pt jump shot from 22 ft,,26,12
78,1,3:46.0,Offensive rebound by B. Adebayo,,26,12
79,1,3:38.0,D. Waiters makes 3-pt jump shot from 28 ft (assist by D. Wade),,29,12
80,1,3:22.0,,K. Durant misses 3-pt jump shot from 27 ft,29,12
81,1,3:20.0,,Offensive rebound by Team,29,12
82,1,3:10.0,,K. Durant makes 2-pt jump shot from 15 ft,29,14
83,1,2:55.0,K. Olynyk misses 3-pt jump shot from 23 ft,,29,14
84,1,2:53.0,,Defensive rebound by K. Looney,29,14
85,1,2:44.0,,J. Jerebko makes 2-pt layup from 2 ft (assist by K. Durant),29,16
86,1,2:35.0,D. Wade misses 2-pt jump shot from 17 ft,,29,16
87,1,2:33.0,Offensive rebound by Team,,29,16
88,1,2:33.0,Miami full timeout,,29,16
89,1,2:33.0,J. Johnson enters the game for K. Olynyk,,29,16
90,1,2:33.0,J. Richardson enters the game for D. Waiters,,29,16
91,1,2:33.0,,Q. Cook enters the game for S. Curry,29,16
92,1,2:29.0,Turnover by D. Wade (bad pass; steal by S. Livingston),,29,16
93,1,2:27.0,,K. Durant misses 2-pt layup from 3 ft,29,16
94,1,2:26.0,,Offensive rebound by Team,29,16
95,1,2:24.0,,K. Durant misses 2-pt jump shot from 10 ft,29,16
96,1,2:23.0,Defensive rebound by B. Adebayo,,29,16
97,1,2:09.0,J. Winslow makes 3-pt jump shot from 25 ft (assist by D. Wade),,32,16
98,1,1:45.0,,K. Durant misses 3-pt jump shot from 27 ft,32,16
99,1,1:43.0,Defensive rebound by D. Wade,,32,16
100,1,1:35.0,Turnover by B. Adebayo (lost ball; steal by S. Livingston),,32,16
101,1,1:32.0,,Shooting foul by J. Johnson (drawn by K. Looney),32,16
102,1,1:32.0,,K. Looney makes free throw 1 of 2,32,17
103,1,1:32.0,R. McGruder enters the game for J. Winslow,,32,17
104,1,1:32.0,,K. Looney makes free throw 2 of 2,32,18
105,1,1:20.0,D. Wade makes 2-pt layup from 3 ft,,34,18
106,1,1:10.0,,Shooting foul by J. Richardson (drawn by K. Durant),34,18
107,1,1:10.0,,K. Durant makes free throw 1 of 2,34,19
108,1,1:10.0,,K. Durant misses free throw 2 of 2,34,19
109,1,1:08.0,Defensive rebound by B. Adebayo,,34,19
110,1,1:02.0,Offensive foul by B. Adebayo (drawn by K. Durant),,34,19
111,1,1:02.0,Turnover by B. Adebayo (offensive foul),,34,19
112,1,0:42.0,,K. Durant makes 2-pt layup from 2 ft,34,21
113,1,0:32.0,J. Richardson misses 3-pt jump shot from 26 ft,,34,21
114,1,0:30.0,,Defensive rebound by Q. Cook,34,21
115,1,0:23.0,,J. Jerebko makes 3-pt jump shot from 26 ft (assist by K. Durant),34,24
116,1,0:04.0,R. McGruder misses 2-pt jump shot from 11 ft,,34,24
117,1,0:01.0,,Defensive rebound by Q. Cook,34,24
118,2,11:45.0,,K. Thompson misses 3-pt jump shot from 28 ft,34,24
119,2,11:43.0,,Offensive rebound by S. Livingston,34,24
120,2,11:40.0,,Q. Cook misses 2-pt jump shot from 19 ft,34,24
121,2,11:39.0,Defensive rebound by J. Johnson,,34,24
122,2,11:25.0,J. Johnson makes 2-pt layup from 2 ft (assist by D. Wade),,36,24
123,2,11:10.0,,D. Cousins makes 2-pt hook shot from 10 ft,36,26
124,2,10:55.0,D. Wade misses 2-pt layup from 2 ft,,36,26
125,2,10:54.0,,Defensive rebound by D. Green,36,26
126,2,10:49.0,,K. Thompson misses 2-pt jump shot from 13 ft,36,26
127,2,10:48.0,Defensive rebound by B. Adebayo,,36,26
128,2,10:40.0,Personal foul by S. Livingston (drawn by B. Adebayo),,36,26
129,2,10:33.0,Turnover by J. Richardson (bad pass; steal by D. Cousins),,36,26
130,2,10:26.0,,Q. Cook makes 2-pt layup from 2 ft (assist by K. Thompson),36,28
131,2,10:05.0,J. Johnson misses 2-pt layup from 3 ft (block by D. Cousins),,36,28
132,2,10:03.0,,Defensive rebound by S. Livingston,36,28
133,2,9:54.0,,Personal foul by B. Adebayo (drawn by D. Cousins),36,28
134,2,9:49.0,,K. Thompson makes 2-pt jump shot from 11 ft (assist by Q. Cook),36,30
135,2,9:26.0,Shooting foul by D. Cousins (drawn by D. Wade),,36,30
136,2,9:26.0,D. Wade misses free throw 1 of 2,,36,30
137,2,9:26.0,Offensive rebound by Team,,36,30
138,2,9:26.0,D. Wade misses free throw 2 of 2,,36,30
139,2,9:25.0,Offensive rebound by B. Adebayo,,36,30
140,2,9:12.0,B. Adebayo makes 2-pt layup from 1 ft (assist by J. Richardson),,38,30
141,2,8:54.0,,K. Thompson makes 2-pt jump shot from 21 ft (assist by D. Green),38,32
142,2,8:37.0,J. Johnson misses 3-pt jump shot from 27 ft,,38,32
143,2,8:35.0,,Defensive rebound by K. Thompson,38,32
144,2,8:34.0,,K. Thompson makes 3-pt jump shot from 25 ft,38,35
145,2,8:34.0,Miami full timeout,,38,35
146,2,8:34.0,,S. Curry enters the game for D. Cousins,38,35
147,2,8:34.0,,K. Looney enters the game for S. Livingston,38,35
148,2,8:15.0,J. Richardson makes 2-pt hook shot from 9 ft (assist by D. Wade),,40,35
149,2,7:56.0,,K. Thompson misses 3-pt jump shot from 30 ft,40,35
150,2,7:54.0,Defensive rebound by B. Adebayo,,40,35
151,2,7:34.0,Turnover by J. Johnson (traveling),,40,35
152,2,7:34.0,D. Waiters enters the game for D. Wade,,40,35
153,2,7:25.0,,S. Curry misses 3-pt jump shot from 30 ft,40,35
154,2,7:23.0,Defensive rebound by B. Adebayo,,40,35
155,2,7:16.0,Personal foul by Q. Cook (drawn by B. Adebayo),,40,35
156,2,7:16.0,H. Whiteside enters the game for B. Adebayo,,40,35
157,2,7:16.0,,A. McKinnie enters the game for Q. Cook,40,35
158,2,7:08.0,J. Richardson makes 3-pt jump shot from 27 ft (assist by D. Waiters),,43,35
159,2,7:00.0,,Golden State full timeout,43,35
160,2,7:00.0,,J. Jerebko enters the game for D. Green,43,35
161,2,6:48.0,,Turnover by K. Looney (lost ball; steal by J. Johnson),43,35
162,2,6:30.0,D. Waiters makes 2-pt layup from 3 ft,,45,35
163,2,6:22.0,,S. Curry makes 2-pt jump shot from 19 ft,45,37
164,2,6:08.0,Turnover by D. Waiters (bad pass),,45,37
165,2,6:08.0,J. Winslow enters the game for J. Richardson,,45,37
166,2,6:08.0,,K. Durant enters the game for K. Thompson,45,37
167,2,6:03.0,,S. Curry makes 2-pt jump shot from 20 ft,45,39
168,2,5:42.0,Offensive foul by J. Johnson (drawn by S. Curry),,45,39
169,2,5:42.0,Turnover by J. Johnson (offensive foul),,45,39
170,2,5:37.0,,S. Curry misses 3-pt jump shot from 32 ft,45,39
171,2,5:36.0,Defensive rebound by Team,,45,39
172,2,5:22.0,D. Waiters misses 3-pt jump shot from 27 ft,,45,39
173,2,5:20.0,,Defensive rebound by K. Looney,45,39
174,2,5:03.0,,K. Durant makes 2-pt jump shot from 10 ft,45,41
175,2,4:55.0,J. Johnson misses 2-pt hook shot from 11 ft,,45,41
176,2,4:54.0,Offensive rebound by H. Whiteside,,45,41
177,2,4:54.0,H. Whiteside misses 2-pt layup at rim,,45,41
178,2,4:53.0,,Defensive rebound by J. Jerebko,45,41
179,2,4:36.0,,S. Curry makes 2-pt jump shot from 13 ft,45,43
180,2,4:24.0,Personal foul by A. McKinnie (drawn by D. Waiters),,45,43
181,2,4:24.0,K. Olynyk enters the game for J. Johnson,,45,43
182,2,4:15.0,D. Waiters makes 3-pt jump shot from 26 ft (assist by J. Winslow),,48,43
183,2,3:58.0,,A. McKinnie makes 2-pt layup from 2 ft (assist by S. Curry),48,45
184,2,3:39.0,J. Winslow makes 3-pt jump shot from 28 ft (assist by D. Waiters),,51,45
185,2,3:26.0,,S. Curry makes 3-pt jump shot from 27 ft,51,48
186,2,3:09.0,J. Winslow misses 2-pt jump shot from 10 ft,,51,48
187,2,3:08.0,,Defensive rebound by K. Looney,51,48
188,2,3:03.0,,Offensive foul by S. Curry (drawn by J. Winslow),51,48
189,2,3:03.0,,Turnover by S. Curry (offensive foul),51,48
190,2,3:03.0,J. Richardson enters the game for R. McGruder,,51,48
191,2,3:03.0,,D. Cousins enters the game for J. Jerebko,51,48
192,2,3:03.0,,D. Green enters the game for K. Looney,51,48
193,2,3:03.0,,K. Thompson enters the game for A. McKinnie,51,48
194,2,2:42.0,J. Winslow misses 3-pt jump shot from 28 ft,,51,48
195,2,2:40.0,,Defensive rebound by K. Durant,51,48
196,2,2:34.0,,K. Durant misses 3-pt jump shot from 26 ft,51,48
197,2,2:32.0,,Offensive rebound by D. Green,51,48
198,2,2:24.0,,S. Curry makes 3-pt jump shot from 31 ft (assist by D. Green),51,51
199,2,2:04.0,J. Richardson makes 3-pt jump shot from 27 ft,,54,51
200,2,1:50.0,,Turnover by D. Cousins (bad pass),54,51
201,2,1:50.0,D. Wade enters the game for K. Olynyk,,54,51
202,2,1:37.0,J. Richardson misses 2-pt jump shot from 11 ft,,54,51
203,2,1:36.0,,Defensive rebound by D. Green,54,51
204,2,1:30.0,,K. Thompson misses 3-pt jump shot from 25 ft,54,51
205,2,1:28.0,Defensive rebound by J. Winslow,,54,51
206,2,1:15.0,D. Wade misses 2-pt layup from 5 ft (block by D. Cousins),,54,51
207,2,1:13.0,Offensive rebound by D. Wade,,54,51
208,2,1:08.0,D. Wade makes 2-pt layup from 2 ft,,56,51
209,2,1:02.0,,Shooting foul by J. Winslow (drawn by K. Durant),56,51
210,2,1:02.0,,K. Durant misses free throw 1 of 2,56,51
211,2,1:02.0,,Offensive rebound by Team,56,51
212,2,1:02.0,K. Olynyk enters the game for H. Whiteside,,56,51
213,2,1:02.0,,K. Durant makes free throw 2 of 2,56,52
214,2,0:43.0,D. Wade misses 3-pt jump shot from 23 ft,,56,52
215,2,0:41.0,,Defensive rebound by D. Green,56,52
216,2,0:40.0,,Turnover by D. Green (bad pass),56,52
217,2,0:40.0,J. Johnson enters the game for J. Winslow,,56,52
218,2,0:24.0,J. Richardson misses 2-pt layup from 3 ft (block by D. Green),,56,52
219,2,0:22.0,,Defensive rebound by K. Durant,56,52
220,2,0:18.0,,K. Thompson misses 3-pt jump shot from 27 ft,56,52
221,2,0:16.0,,Offensive rebound by D. Cousins,56,52
222,2,0:16.0,,D. Cousins misses 2-pt layup from 1 ft,56,52
223,2,0:14.0,,Offensive rebound by K. Thompson,56,52
224,2,0:12.0,,K. Durant makes 2-pt jump shot from 13 ft (assist by K. Thompson),56,54
225,2,0:01.0,D. Waiters makes 3-pt jump shot from 26 ft,,59,54
226,3,11:44.0,,Turnover by D. Cousins (bad pass; steal by J. Winslow),59,54
227,3,11:33.0,K. Olynyk makes 2-pt jump shot from 17 ft (assist by J. Richardson),,61,54
228,3,11:21.0,,D. Green misses 3-pt jump shot from 26 ft,61,54
229,3,11:19.0,Defensive rebound by J. Winslow,,61,54
230,3,10:57.0,D. Waiters misses 2-pt jump shot from 15 ft (block by K. Durant),,61,54
231,3,10:55.0,,Defensive rebound by D. Cousins,61,54
232,3,10:50.0,,S. Curry makes 3-pt jump shot from 27 ft (assist by K. Durant),61,57
233,3,10:28.0,D. Waiters misses 3-pt jump shot from 23 ft,,61,57
234,3,10:27.0,,Defensive rebound by Team,61,57
235,3,10:10.0,,K. Thompson makes 3-pt jump shot from 26 ft (assist by D. Green),61,60
236,3,9:46.0,J. Winslow misses 3-pt jump shot from 26 ft,,61,60
237,3,9:44.0,Offensive rebound by H. Whiteside,,61,60
238,3,9:40.0,Turnover by K. Olynyk (lost ball; steal by D. Green),,61,60
239,3,9:34.0,,D. Cousins makes 2-pt layup from 2 ft (assist by K. Durant),61,62
240,3,9:19.0,Turnover by J. Winslow (bad pass),,61,62
241,3,9:08.0,,Shooting foul by K. Olynyk (drawn by S. Curry),61,62
242,3,9:08.0,,S. Curry makes free throw 1 of 2,61,63
243,3,9:08.0,,S. Curry makes free throw 2 of 2,61,64
244,3,8:58.0,J. Richardson misses 2-pt layup from 4 ft,,61,64
245,3,8:57.0,Offensive rebound by H. Whiteside,,61,64
246,3,8:57.0,H. Whiteside misses 2-pt layup from 2 ft,,61,64
247,3,8:56.0,Offensive rebound by D. Waiters,,61,64
248,3,8:46.0,H. Whiteside misses 2-pt hook shot from 4 ft (block by D. Cousins),,61,64
249,3,8:44.0,,Defensive rebound by S. Curry,61,64
250,3,8:36.0,,K. Durant makes 2-pt jump shot from 19 ft (assist by D. Green),61,66
251,3,8:34.0,Miami full timeout,,61,66
252,3,8:16.0,K. Olynyk misses 2-pt jump shot from 12 ft,,61,66
253,3,8:15.0,H. Whiteside misses 2-pt layup from 3 ft,,61,66
254,3,8:13.0,Offensive rebound by Team,,61,66
255,3,8:15.0,Offensive rebound by H. Whiteside,,61,66
256,3,8:10.0,J. Winslow makes 3-pt jump shot from 26 ft (assist by H. Whiteside),,64,66
257,3,7:50.0,,D. Cousins misses 3-pt jump shot from 26 ft,64,66
258,3,7:48.0,,Offensive rebound by S. Curry,64,66
259,3,7:40.0,,K. Durant misses 3-pt jump shot from 28 ft,64,66
260,3,7:38.0,Defensive rebound by H. Whiteside,,64,66
261,3,7:36.0,Personal foul by D. Green (drawn by H. Whiteside),,64,66
262,3,7:25.0,J. Winslow makes 2-pt jump shot from 19 ft (assist by K. Olynyk),,66,66
263,3,7:08.0,,Shooting foul by K. Olynyk (drawn by D. Green),66,66
264,3,7:08.0,,D. Green makes free throw 1 of 3,66,67
265,3,7:08.0,,D. Green misses free throw 2 of 3,66,67
266,3,7:08.0,,Offensive rebound by Team,66,67
267,3,7:08.0,,D. Green makes free throw 3 of 3,66,68
268,3,6:56.0,J. Richardson makes 2-pt hook shot from 4 ft,,68,68
269,3,6:49.0,,K. Durant makes 2-pt dunk from 1 ft (assist by D. Green),68,70
270,3,6:24.0,H. Whiteside makes 2-pt jump shot from 5 ft (assist by J. Richardson),,70,70
271,3,6:24.0,Shooting foul by D. Green (drawn by H. Whiteside),,70,70
272,3,6:24.0,H. Whiteside makes free throw 1 of 1,,71,70
273,3,6:24.0,,K. Looney enters the game for D. Cousins,71,70
274,3,6:13.0,,K. Thompson makes 3-pt jump shot from 25 ft (assist by S. Curry),71,73
275,3,5:52.0,Turnover by J. Winslow (lost ball; steal by S. Curry),,71,73
276,3,5:46.0,,D. Green misses 2-pt layup from 1 ft,71,73
277,3,5:45.0,,Offensive rebound by K. Looney,71,73
278,3,5:39.0,,K. Looney makes 2-pt dunk at rim,71,75
279,3,5:35.0,H. Whiteside makes 2-pt layup from 3 ft (assist by J. Winslow),,73,75
280,3,5:35.0,Shooting foul by K. Looney (drawn by H. Whiteside),,73,75
281,3,5:35.0,D. Wade enters the game for J. Winslow,,73,75
282,3,5:35.0,H. Whiteside misses free throw 1 of 1,,73,75
283,3,5:34.0,Offensive rebound by Team,,73,75
284,3,5:31.0,J. Richardson misses 2-pt jump shot from 11 ft,,73,75
285,3,5:30.0,,Defensive rebound by K. Durant,73,75
286,3,5:26.0,,Shooting foul by D. Waiters (drawn by K. Durant),73,75
287,3,5:26.0,,K. Durant misses free throw 1 of 2,73,75
288,3,5:26.0,,Offensive rebound by Team,73,75
289,3,5:26.0,,K. Durant misses free throw 2 of 2,73,75
290,3,5:24.0,Defensive rebound by H. Whiteside,,73,75
291,3,5:10.0,J. Richardson makes 3-pt jump shot from 27 ft (assist by D. Waiters),,76,75
292,3,4:55.0,,K. Durant makes 2-pt jump shot from 20 ft (assist by D. Green),76,77
293,3,4:30.0,D. Wade misses 3-pt jump shot from 26 ft,,76,77
294,3,4:29.0,,Defensive rebound by Team,76,77
295,3,4:29.0,Loose ball foul by H. Whiteside (drawn by K. Durant),,76,77
296,3,4:29.0,B. Adebayo enters the game for H. Whiteside,,76,77
297,3,4:29.0,,J. Jerebko enters the game for D. Green,76,77
298,3,4:18.0,,K. Durant makes 2-pt jump shot from 18 ft (assist by J. Jerebko),76,79
299,3,3:56.0,K. Olynyk misses 3-pt jump shot from 25 ft,,76,79
300,3,3:54.0,,Defensive rebound by K. Looney,76,79
301,3,3:47.0,,S. Curry misses 3-pt jump shot from 29 ft,76,79
302,3,3:45.0,Defensive rebound by K. Olynyk,,76,79
303,3,3:32.0,D. Waiters misses 3-pt jump shot from 26 ft,,76,79
304,3,3:30.0,Offensive rebound by K. Olynyk,,76,79
305,3,3:27.0,K. Olynyk misses 2-pt layup from 5 ft,,76,79
306,3,3:26.0,,Defensive rebound by S. Curry,76,79
307,3,3:26.0,,K. Durant makes 2-pt layup from 3 ft,76,81
308,3,3:26.0,,Violation by Team (delay of game),76,81
309,3,3:08.0,B. Adebayo misses 2-pt layup from 4 ft,,76,81
310,3,3:06.0,,Defensive rebound by J. Jerebko,76,81
311,3,2:58.0,,S. Curry misses 2-pt jump shot from 12 ft,76,81
312,3,2:57.0,Defensive rebound by K. Olynyk,,76,81
313,3,2:53.0,,Golden State full timeout,76,81
314,3,2:53.0,J. Johnson enters the game for K. Olynyk,,76,81
315,3,2:53.0,,S. Livingston enters the game for K. Thompson,76,81
316,3,2:46.0,D. Wade makes 2-pt jump shot from 9 ft,,78,81
317,3,2:22.0,,S. Curry makes 2-pt jump shot from 7 ft (assist by S. Livingston),78,83
318,3,2:05.0,J. Richardson makes 2-pt jump shot from 21 ft (assist by D. Wade),,80,83
319,3,1:53.0,,S. Curry makes 3-pt jump shot from 28 ft,80,86
320,3,1:41.0,D. Wade misses 2-pt jump shot from 15 ft,,80,86
321,3,1:40.0,,Defensive rebound by S. Livingston,80,86
322,3,1:30.0,,J. Jerebko misses 3-pt jump shot from 28 ft,80,86
323,3,1:26.0,Defensive rebound by J. Richardson,,80,86
324,3,1:08.0,D. Waiters misses 3-pt jump shot from 27 ft,,80,86
325,3,1:05.0,,Defensive rebound by K. Durant,80,86
326,3,0:59.0,,K. Durant makes 2-pt jump shot from 18 ft,80,88
327,3,0:48.0,D. Waiters makes 2-pt layup from 3 ft (assist by J. Johnson),,82,88
328,3,0:45.0,,S. Curry misses 3-pt jump shot from 28 ft,82,88
329,3,0:37.0,Defensive rebound by B. Adebayo,,82,88
330,3,0:20.0,Turnover by D. Waiters (bad pass),,82,88
331,3,0:20.0,R. McGruder enters the game for J. Richardson,,82,88
332,3,0:20.0,,Q. Cook enters the game for S. Livingston,82,88
333,3,0:03.0,,Shooting foul by B. Adebayo (drawn by K. Durant),82,88
334,3,0:03.0,,K. Durant makes free throw 1 of 2,82,89
335,3,0:03.0,,K. Durant makes free throw 2 of 2,82,90
336,3,0:03.0,,S. Livingston enters the game for S. Curry,82,90
337,3,0:02.0,J. Johnson misses 3-pt jump shot from 60 ft,,82,90
338,3,0:00.0,Offensive rebound by Team,,82,90
339,4,11:48.0,R. McGruder misses 3-pt jump shot from 26 ft,,82,90
340,4,11:42.0,,Defensive rebound by K. Thompson,82,90
341,4,11:29.0,,S. Livingston misses 2-pt jump shot from 11 ft,82,90
342,4,11:25.0,Defensive rebound by R. McGruder,,82,90
343,4,11:17.0,D. Waiters makes 2-pt layup from 6 ft,,84,90
344,4,11:09.0,,Personal foul by R. McGruder (drawn by S. Livingston),84,90
345,4,11:02.0,,K. Thompson misses 2-pt layup from 4 ft (block by B. Adebayo),84,90
346,4,11:02.0,,Offensive rebound by Team,84,90
347,4,10:56.0,,K. Thompson misses 3-pt jump shot from 27 ft,84,90
348,4,10:53.0,Defensive rebound by R. McGruder,,84,90
349,4,10:48.0,D. Wade makes 2-pt jump shot from 12 ft,,86,90
350,4,10:35.0,,Shooting foul by B. Adebayo (drawn by D. Cousins),86,90
351,4,10:35.0,,D. Cousins makes free throw 1 of 2,86,91
352,4,10:35.0,,D. Cousins misses free throw 2 of 2,86,91
353,4,10:33.0,Defensive rebound by B. Adebayo,,86,91
354,4,10:12.0,D. Waiters makes 3-pt jump shot from 27 ft,,89,91
355,4,9:57.0,,Personal foul by J. Johnson (drawn by D. Cousins),89,91
356,4,9:51.0,,K. Thompson makes 3-pt jump shot from 27 ft (assist by D. Green),89,94
357,4,9:31.0,B. Adebayo makes 2-pt dunk from 1 ft (assist by D. Wade),,91,94
358,4,9:25.0,,S. Livingston misses 2-pt layup from 3 ft (block by B. Adebayo),91,94
359,4,9:24.0,Defensive rebound by J. Johnson,,91,94
360,4,9:22.0,Personal foul by D. Green (drawn by R. McGruder),,91,94
361,4,9:22.0,,Technical foul by D. Green,91,94
362,4,9:22.0,Offensive rebound by Team,,91,94
363,4,9:22.0,D. Wade misses technical free throw,,91,94
364,4,9:13.0,Offensive foul by R. McGruder (drawn by D. Cousins),,91,94
365,4,9:13.0,Turnover by R. McGruder (offensive foul),,91,94
366,4,9:00.0,,Turnover by S. Livingston (bad pass; steal by B. Adebayo),91,94
367,4,8:45.0,D. Waiters misses 3-pt jump shot from 26 ft,,91,94
368,4,8:43.0,Offensive rebound by B. Adebayo,,91,94
369,4,8:36.0,R. McGruder misses 3-pt jump shot from 25 ft,,91,94
370,4,8:34.0,,Defensive rebound by D. Green,91,94
371,4,8:27.0,,K. Thompson makes 3-pt jump shot from 23 ft (assist by D. Cousins),91,97
372,4,8:06.0,B. Adebayo makes 2-pt dunk from 2 ft (assist by D. Wade),,93,97
373,4,8:05.0,,Golden State full timeout,93,97
374,4,8:05.0,,K. Looney enters the game for D. Cousins,93,97
375,4,7:51.0,,K. Thompson makes 2-pt jump shot from 16 ft (assist by Q. Cook),93,99
376,4,7:32.0,J. Johnson misses 2-pt hook shot from 8 ft,,93,99
377,4,7:30.0,,Defensive rebound by Q. Cook,93,99
378,4,7:21.0,,K. Looney misses 2-pt hook shot from 5 ft,93,99
379,4,7:17.0,Defensive rebound by D. Wade,,93,99
380,4,7:11.0,D. Wade misses 2-pt jump shot from 11 ft,,93,99
381,4,7:07.0,,Defensive rebound by D. Green,93,99
382,4,7:07.0,,Personal foul by J. Johnson (drawn by D. Green),93,99
383,4,7:07.0,Technical foul by J. Johnson,,93,99
