,QUARTER,TIME_REMAINING,ATLANTA_ACTION,PORTLAND_ACTION,ATLANTA_SCORE,PORTLAND_SCORE
77,1,3:27.0,A. Len makes 2-pt jump shot from 1 ft (assist by J. Lin),,19,28
78,1,3:15.0,,Z. Collins makes 2-pt dunk from 1 ft (assist by C. McCollum),19,30
79,1,3:09.0,Atlanta full timeout,,19,30
80,1,3:00.0,J. Lin misses 2-pt jump shot from 7 ft,,19,30
81,1,2:56.0,,Defensive rebound by C. McCollum,19,30
82,1,2:51.0,,M. Leonard makes 2-pt dunk from 1 ft (assist by C. McCollum),19,32
83,1,2:33.0,T. Prince makes 2-pt jump shot from 21 ft,,21,32
84,1,2:20.0,,Personal foul by T. Dorsey (drawn by J. Layman),21,32
85,1,2:20.0,,J. Layman makes free throw 1 of 2,21,33
86,1,2:20.0,,J. Layman makes free throw 2 of 2,21,34
87,1,2:11.0,J. Lin misses 2-pt jump shot from 14 ft,,21,34
88,1,2:08.0,,Defensive rebound by C. McCollum,21,34
89,1,2:00.0,,J. Layman misses 2-pt hook shot from 1 ft,21,34
90,1,1:59.0,Defensive rebound by A. Len,,21,34
91,1,1:55.0,T. Prince makes 2-pt jump shot from 11 ft (assist by J. Lin),,23,34
92,1,1:38.0,,Turnover by Z. Collins (traveling),23,34
93,1,1:38.0,V. Carter enters the game for O. Spellman,,23,34
94,1,1:20.0,Shooting foul by Z. Collins (drawn by J. Lin),,23,34
95,1,1:20.0,J. Lin makes free throw 1 of 2,,24,34
96,1,1:20.0,J. Lin makes free throw 2 of 2,,25,34
97,1,1:11.0,,C. McCollum misses 3-pt jump shot from 25 ft,25,34
98,1,1:08.0,Defensive rebound by A. Len,,25,34
99,1,0:59.0,J. Lin misses 2-pt layup from 3 ft,,25,34
100,1,0:58.0,,Defensive rebound by C. McCollum,25,34
101,1,0:47.0,,Z. Collins makes 3-pt jump shot from 25 ft (assist by E. Turner),25,37
102,1,0:38.0,T. Dorsey makes 3-pt jump shot from 25 ft (assist by A. Len),,28,37
103,1,0:34.0,,Offensive foul by Z. Collins (drawn by J. Lin),28,37
104,1,0:34.0,,Turnover by Z. Collins (offensive foul),28,37
105,1,0:34.0,T. Young enters the game for A. Len,,28,37
106,1,0:34.0,,N. Stauskas enters the game for M. Leonard,28,37
107,1,0:26.0,V. Carter misses 3-pt jump shot from 23 ft,,28,37
108,1,0:24.0,,Defensive rebound by C. McCollum,28,37
109,1,0:05.0,,C. McCollum makes 2-pt layup from 2 ft,28,39
110,1,0:05.0,,Shooting foul by T. Prince (drawn by C. McCollum),28,39
111,1,0:05.0,,C. McCollum makes free throw 1 of 1,28,40
112,1,0:00.0,T. Young makes 2-pt layup from 2 ft (assist by J. Lin),,30,40
113,2,11:50.0,V. Carter makes 3-pt jump shot from 25 ft (assist by K. Huerter),,33,40
114,2,11:27.0,,Turnover by E. Turner (bad pass; steal by T. Prince),33,40
115,2,11:21.0,T. Prince misses 3-pt jump shot from 26 ft,,33,40
116,2,11:21.0,Offensive rebound by Team,,33,40
117,2,11:21.0,,Loose ball foul by Z. Collins (drawn by J. Collins),33,40
118,2,11:12.0,J. Collins makes 3-pt jump shot from 23 ft (assist by T. Young),,36,40
119,2,11:11.0,,Portland full timeout,36,40
120,2,10:47.0,,Z. Collins misses 2-pt layup from 2 ft (block by V. Carter),36,40
121,2,10:46.0,,Offensive rebound by S. Curry,36,40
122,2,10:43.0,,S. Curry makes 2-pt jump shot from 15 ft,36,42
123,2,10:31.0,J. Collins makes 2-pt layup from 2 ft (assist by T. Prince),,38,42
124,2,10:31.0,Shooting foul by J. Layman (drawn by J. Collins),,38,42
125,2,10:31.0,J. Collins makes free throw 1 of 1,,39,42
126,2,10:20.0,,S. Curry makes 2-pt jump shot from 19 ft (assist by Z. Collins),39,44
127,2,10:05.0,T. Young makes 2-pt jump shot from 12 ft (assist by J. Collins),,41,44
128,2,9:43.0,,Turnover by N. Stauskas (bad pass; steal by K. Huerter),41,44
129,2,9:28.0,T. Young makes 2-pt jump shot from 4 ft,,43,44
130,2,9:14.0,,S. Curry makes 2-pt jump shot from 15 ft,43,46
131,2,8:57.0,K. Huerter misses 3-pt jump shot from 27 ft,,43,46
132,2,8:55.0,,Defensive rebound by J. Layman,43,46
133,2,8:49.0,,S. Curry misses 3-pt jump shot from 25 ft,43,46
134,2,8:47.0,,Offensive rebound by Z. Collins,43,46
135,2,8:44.0,,Z. Collins misses 2-pt layup from 1 ft,43,46
136,2,8:41.0,,Offensive rebound by Z. Collins,43,46
137,2,8:40.0,,N. Stauskas misses 2-pt layup from 1 ft,43,46
138,2,8:38.0,Defensive rebound by J. Collins,,43,46
139,2,8:32.0,T. Young makes 2-pt layup from 2 ft,,45,46
140,2,8:11.0,,S. Curry misses 2-pt jump shot from 14 ft,45,46
141,2,8:08.0,Defensive rebound by J. Collins,,45,46
142,2,7:55.0,Personal foul by S. Curry (drawn by K. Huerter),,45,46
143,2,7:55.0,D. Bembry enters the game for V. Carter,,45,46
144,2,7:55.0,D. Dedmon enters the game for T. Prince,,45,46
145,2,7:55.0,,A. Aminu enters the game for Z. Collins,45,46
146,2,7:55.0,,J. Nurkić enters the game for N. Stauskas,45,46
147,2,7:48.0,Personal foul by A. Aminu (drawn by T. Young),,45,46
148,2,7:39.0,D. Dedmon makes 2-pt dunk from 1 ft (assist by T. Young),,47,46
149,2,7:19.0,,Personal foul by K. Huerter (drawn by J. Layman),47,46
150,2,7:08.0,,J. Nurkić misses 2-pt layup from 2 ft (block by D. Dedmon),47,46
151,2,7:02.0,,Offensive rebound by S. Curry,47,46
152,2,7:02.0,,J. Nurkić makes 2-pt hook shot from 1 ft,47,48
153,2,6:54.0,Shooting foul by J. Nurkić (drawn by K. Huerter),,47,48
154,2,6:54.0,K. Huerter makes free throw 1 of 2,,48,48
155,2,6:54.0,J. Lin enters the game for J. Collins,,48,48
156,2,6:54.0,O. Spellman enters the game for T. Young,,48,48
157,2,6:54.0,K. Huerter misses free throw 2 of 2,,48,48
158,2,6:52.0,,Defensive rebound by J. Layman,48,48
159,2,6:40.0,,Turnover by J. Nurkić (lost ball; steal by D. Dedmon),48,48
160,2,6:34.0,J. Lin makes 2-pt layup from 5 ft,,50,48
161,2,6:12.0,,Turnover by J. Layman (bad pass),50,48
162,2,6:12.0,,M. Harkless enters the game for S. Curry,50,48
163,2,6:12.0,,C. McCollum enters the game for J. Layman,50,48
164,2,5:58.0,K. Huerter misses 3-pt jump shot from 26 ft,,50,48
165,2,5:55.0,,Defensive rebound by M. Harkless,50,48
166,2,5:41.0,,M. Harkless misses 3-pt jump shot from 25 ft,50,48
167,2,5:36.0,Defensive rebound by J. Lin,,50,48
168,2,5:29.0,K. Huerter misses 2-pt hook shot from 4 ft,,50,48
169,2,5:27.0,Offensive rebound by O. Spellman,,50,48
170,2,5:26.0,O. Spellman makes 2-pt dunk from 2 ft,,52,48
171,2,5:15.0,,Personal foul by J. Lin (drawn by E. Turner),52,48
172,2,5:15.0,T. Prince enters the game for K. Huerter,,52,48
173,2,5:15.0,,Personal foul by T. Prince (drawn by J. Nurkić),52,48
174,2,5:10.0,,Personal foul by D. Bembry (drawn by C. McCollum),52,48
175,2,5:03.0,,A. Aminu makes 3-pt jump shot from 25 ft (assist by C. McCollum),52,51
176,2,4:50.0,D. Dedmon makes 2-pt jump shot from 21 ft (assist by J. Lin),,54,51
177,2,4:32.0,,Turnover by M. Harkless (lost ball; steal by T. Prince),54,51
178,2,4:23.0,J. Lin makes 2-pt layup at rim,,56,51
179,2,4:04.0,,C. McCollum misses 2-pt jump shot from 7 ft,56,51
180,2,4:03.0,Defensive rebound by T. Prince,,56,51
181,2,3:56.0,D. Dedmon misses 3-pt jump shot from 25 ft,,56,51
182,2,3:53.0,,Defensive rebound by A. Aminu,56,51
183,2,3:48.0,,J. Nurkić misses 2-pt layup from 1 ft (block by D. Dedmon),56,51
184,2,3:47.0,Defensive rebound by D. Bembry,,56,51
185,2,3:43.0,J. Lin misses 3-pt jump shot from 25 ft,,56,51
186,2,3:41.0,,Defensive rebound by A. Aminu,56,51
187,2,3:33.0,,Shooting foul by D. Dedmon (drawn by J. Nurkić),56,51
188,2,3:33.0,,J. Nurkić makes free throw 1 of 2,56,52
189,2,3:33.0,A. Len enters the game for D. Dedmon,,56,52
190,2,3:33.0,,S. Curry enters the game for E. Turner,56,52
191,2,3:33.0,,J. Nurkić makes free throw 2 of 2,56,53
192,2,3:23.0,T. Prince makes 3-pt jump shot from 25 ft,,59,53
193,2,3:03.0,,Turnover by J. Nurkić (bad pass),59,53
194,2,2:51.0,Turnover by O. Spellman (lost ball; steal by A. Aminu),,59,53
195,2,2:44.0,,A. Aminu makes 3-pt jump shot from 23 ft (assist by S. Curry),59,56
196,2,2:29.0,J. Lin misses 2-pt layup from 2 ft (block by J. Nurkić),,59,56
197,2,2:28.0,,Defensive rebound by A. Aminu,59,56
198,2,2:28.0,,Personal take foul by D. Bembry (drawn by A. Aminu),59,56
199,2,2:28.0,Atlanta full timeout,,59,56
200,2,2:28.0,J. Collins enters the game for J. Lin,,59,56
201,2,2:28.0,T. Young enters the game for O. Spellman,,59,56
202,2,2:28.0,,A. Aminu makes free throw 1 of 2,59,57
203,2,2:28.0,,A. Aminu makes free throw 2 of 2,59,58
204,2,2:11.0,T. Prince misses 2-pt jump shot from 19 ft,,59,58
205,2,2:09.0,,Defensive rebound by C. McCollum,59,58
206,2,1:57.0,,C. McCollum misses 2-pt layup from 2 ft,59,58
207,2,1:55.0,,Offensive rebound by J. Nurkić,59,58
208,2,1:53.0,,C. McCollum makes 2-pt jump shot from 15 ft (assist by J. Nurkić),59,60
209,2,1:42.0,Shooting foul by J. Nurkić (drawn by A. Len),,59,60
210,2,1:42.0,A. Len makes free throw 1 of 2,,60,60
211,2,1:42.0,A. Len makes free throw 2 of 2,,61,60
212,2,1:25.0,,Turnover by C. McCollum (bad pass; steal by T. Young),61,60
213,2,1:25.0,Personal foul by S. Curry (drawn by T. Young),,61,60
214,2,1:25.0,T. Young misses free throw 1 of 2,,61,60
215,2,1:25.0,Offensive rebound by Team,,61,60
216,2,1:25.0,,J. Layman enters the game for S. Curry,61,60
217,2,1:25.0,T. Young makes free throw 2 of 2,,62,60
218,2,1:15.0,,C. McCollum misses 3-pt jump shot from 26 ft,62,60
219,2,1:14.0,Defensive rebound by J. Collins,,62,60
220,2,1:08.0,Personal foul by C. McCollum (drawn by T. Young),,62,60
221,2,1:08.0,T. Young makes free throw 1 of 2,,63,60
222,2,1:08.0,V. Carter enters the game for J. Collins,,63,60
223,2,1:08.0,T. Young makes free throw 2 of 2,,64,60
224,2,0:58.0,,Shooting foul by T. Prince (drawn by J. Nurkić),64,60
225,2,0:58.0,,J. Nurkić makes free throw 1 of 2,64,61
226,2,0:58.0,,J. Nurkić misses free throw 2 of 2,64,61
227,2,0:56.0,Defensive rebound by V. Carter,,64,61
228,2,0:48.0,Turnover by T. Young (lost ball; steal by A. Aminu),,64,61
229,2,0:47.0,Clear path foul by A. Aminu,,64,61
230,2,0:47.0,,A. Aminu makes clear path free throw 1 of 2,64,62
231,2,0:47.0,,A. Aminu makes clear path free throw 2 of 2,64,63
232,2,0:47.0,K. Huerter enters the game for D. Bembry,,64,63
233,2,0:47.0,J. Lin enters the game for T. Prince,,64,63
234,2,0:34.0,,C. McCollum misses 2-pt jump shot from 4 ft,64,63
235,2,0:32.0,,Offensive rebound by J. Layman,64,63
236,2,0:31.0,,J. Layman misses 2-pt hook shot from 3 ft (block by A. Len),64,63
237,2,0:28.0,Defensive rebound by V. Carter,,64,63
238,2,0:06.0,A. Len misses 2-pt hook shot from 3 ft,,64,63
239,2,0:05.0,,Defensive rebound by C. McCollum,64,63
240,3,11:48.0,D. Bembry makes 2-pt layup at rim (assist by T. Young),,66,63
241,3,11:31.0,,J. Nurkić makes 2-pt hook shot from 4 ft,66,65
242,3,11:13.0,D. Bembry misses 2-pt layup from 1 ft,,66,65
243,3,11:11.0,,Defensive rebound by A. Aminu,66,65
244,3,11:09.0,,Offensive foul by M. Harkless (drawn by T. Young),66,65
245,3,11:09.0,,Turnover by M. Harkless (offensive foul),66,65
246,3,10:56.0,Turnover by D. Bembry (bad pass; steal by J. Nurkić),,66,65
247,3,10:53.0,,A. Aminu makes 2-pt layup at rim (assist by S. Curry),66,67
248,3,10:53.0,,Shooting foul by K. Huerter (drawn by A. Aminu),66,67
249,3,10:53.0,,A. Aminu makes free throw 1 of 1,66,68
250,3,10:38.0,T. Young makes 2-pt jump shot from 6 ft,,68,68
251,3,10:19.0,,C. McCollum misses 2-pt jump shot from 22 ft,68,68
252,3,10:18.0,Defensive rebound by Team,,68,68
253,3,10:04.0,Turnover by T. Young (bad pass; steal by M. Harkless),,68,68
254,3,9:59.0,,M. Harkless makes 2-pt layup from 1 ft,68,70
255,3,9:58.0,Atlanta full timeout,,68,70
256,3,9:38.0,D. Bembry misses 2-pt layup from 2 ft,,68,70
257,3,9:36.0,,Defensive rebound by A. Aminu,68,70
258,3,9:24.0,,Personal foul by T. Young (drawn by A. Aminu),68,70
259,3,9:19.0,,Shooting foul by D. Bembry (drawn by J. Nurkić),68,70
260,3,9:19.0,,J. Nurkić makes free throw 1 of 2,68,71
261,3,9:19.0,,J. Nurkić makes free throw 2 of 2,68,72
262,3,9:08.0,Personal foul by S. Curry (drawn by T. Young),,68,72
263,3,8:57.0,K. Huerter makes 2-pt jump shot from 8 ft (assist by D. Bembry),,70,72
264,3,8:38.0,,C. McCollum makes 3-pt jump shot from 25 ft (assist by A. Aminu),70,75
265,3,8:29.0,Personal foul by A. Aminu (drawn by T. Young),,70,75
266,3,8:29.0,,J. Layman enters the game for S. Curry,70,75
267,3,8:23.0,D. Bembry misses 3-pt jump shot from 25 ft,,70,75
268,3,8:19.0,,Defensive rebound by J. Nurkić,70,75
269,3,8:10.0,,M. Harkless misses 3-pt jump shot from 24 ft,70,75
270,3,8:06.0,Defensive rebound by D. Dedmon,,70,75
271,3,8:02.0,Shooting foul by M. Harkless (drawn by J. Collins),,70,75
272,3,8:02.0,J. Collins misses free throw 1 of 2,,70,75
273,3,8:02.0,Offensive rebound by Team,,70,75
274,3,8:02.0,T. Prince enters the game for K. Huerter,,70,75
275,3,8:02.0,J. Collins makes free throw 2 of 2,,71,75
276,3,7:49.0,,J. Layman misses 3-pt jump shot from 26 ft,71,75
277,3,7:47.0,Defensive rebound by D. Bembry,,71,75
278,3,7:39.0,T. Prince misses 3-pt jump shot from 24 ft,,71,75
279,3,7:38.0,,Defensive rebound by A. Aminu,71,75
280,3,7:31.0,,M. Harkless makes 2-pt layup from 1 ft (assist by C. McCollum),71,77
281,3,7:09.0,J. Collins makes 2-pt hook shot from 1 ft (assist by T. Prince),,73,77
282,3,7:00.0,,Turnover by C. McCollum (bad pass; steal by D. Dedmon),73,77
283,3,6:52.0,D. Dedmon misses 3-pt jump shot from 22 ft,,73,77
284,3,6:46.0,,Defensive rebound by M. Harkless,73,77
285,3,6:43.0,,C. McCollum misses 3-pt jump shot from 25 ft (block by D. Dedmon),73,77
286,3,6:41.0,Defensive rebound by T. Prince,,73,77
287,3,6:34.0,T. Young makes 2-pt layup from 2 ft,,75,77
288,3,6:18.0,,M. Harkless makes 2-pt layup from 1 ft (assist by C. McCollum),75,79
289,3,5:58.0,T. Prince misses 2-pt jump shot from 12 ft,,75,79
290,3,5:57.0,,Defensive rebound by J. Nurkić,75,79
291,3,5:45.0,,C. McCollum makes 2-pt jump shot from 12 ft,75,81
292,3,5:44.0,Atlanta full timeout,,75,81
293,3,5:44.0,T. Dorsey enters the game for D. Bembry,,75,81
294,3,5:44.0,A. Len enters the game for J. Collins,,75,81
295,3,5:44.0,J. Lin enters the game for D. Dedmon,,75,81
296,3,5:44.0,O. Spellman enters the game for T. Young,,75,81
297,3,5:20.0,T. Dorsey misses 2-pt layup from 1 ft,,75,81
298,3,5:20.0,Offensive rebound by Team,,75,81
299,3,5:20.0,Turnover by Team (shot clock),,75,81
300,3,5:03.0,,J. Nurkić misses 2-pt hook shot from 3 ft (block by A. Len),75,81
301,3,5:03.0,,Offensive rebound by Team,75,81
302,3,4:59.0,,M. Harkless makes 2-pt hook shot from 5 ft (assist by J. Layman),75,83
303,3,4:39.0,T. Prince misses 2-pt jump shot from 16 ft,,75,83
304,3,4:37.0,,Defensive rebound by J. Layman,75,83
305,3,4:21.0,,J. Nurkić makes 2-pt hook shot from 4 ft,75,85
306,3,4:07.0,J. Lin makes 2-pt jump shot from 7 ft,,77,85
307,3,3:48.0,,J. Layman misses 2-pt hook shot from 3 ft,77,85
308,3,3:46.0,Defensive rebound by A. Len,,77,85
309,3,3:35.0,A. Len makes 3-pt jump shot from 23 ft (assist by J. Lin),,80,85
310,3,3:19.0,,C. McCollum makes 2-pt layup from 2 ft (assist by J. Nurkić),80,87
311,3,3:19.0,,Shooting foul by J. Lin (drawn by C. McCollum),80,87
312,3,3:19.0,,W. Baldwin enters the game for A. Aminu,80,87
313,3,3:19.0,,Z. Collins enters the game for M. Harkless,80,87
314,3,3:19.0,,C. McCollum makes free throw 1 of 1,80,88
315,3,3:00.0,O. Spellman makes 3-pt jump shot from 27 ft (assist by T. Dorsey),,83,88
316,3,2:46.0,,C. McCollum misses 2-pt jump shot from 8 ft,83,88
317,3,2:44.0,Defensive rebound by T. Prince,,83,88
318,3,2:39.0,T. Prince makes 2-pt jump shot from 8 ft,,85,88
319,3,2:18.0,,Z. Collins misses 2-pt jump shot from 15 ft,85,88
320,3,2:16.0,Defensive rebound by A. Len,,85,88
321,3,2:03.0,A. Len misses 2-pt layup from 2 ft (block by J. Nurkić),,85,88
322,3,2:01.0,Offensive rebound by A. Len,,85,88
323,3,2:00.0,A. Len misses 2-pt hook shot from 6 ft,,85,88
324,3,1:58.0,,Defensive rebound by Z. Collins,85,88
325,3,1:49.0,,J. Layman misses 3-pt jump shot from 24 ft,85,88
326,3,1:46.0,Defensive rebound by O. Spellman,,85,88
327,3,1:36.0,Offensive foul by A. Len (drawn by Z. Collins),,85,88
328,3,1:36.0,Turnover by A. Len (offensive foul),,85,88
329,3,1:36.0,,Portland full timeout,85,88
330,3,1:36.0,J. Collins enters the game for T. Dorsey,,85,88
331,3,1:36.0,T. Young enters the game for A. Len,,85,88
332,3,1:36.0,,M. Leonard enters the game for J. Nurkić,85,88
333,3,1:16.0,,C. McCollum makes 2-pt jump shot from 20 ft,85,90
334,3,0:57.0,J. Lin makes 2-pt jump shot from 8 ft,,87,90
335,3,0:39.0,,M. Leonard makes 3-pt jump shot from 25 ft (assist by C. McCollum),87,93
336,3,0:30.0,T. Young makes 3-pt jump shot from 26 ft,,90,93
337,3,0:06.0,,C. McCollum misses 3-pt jump shot from 25 ft,90,93
338,3,0:04.0,Defensive rebound by O. Spellman,,90,93
339,3,0:01.0,T. Prince misses 3-pt jump shot from 32 ft,,90,93
340,3,0:01.0,Offensive rebound by J. Collins,,90,93
341,3,0:01.0,J. Collins misses 2-pt layup from 4 ft,,90,93
342,3,0:01.0,Offensive rebound by Team,,90,93
343,4,11:48.0,,Shooting foul by V. Carter (drawn by M. Leonard),90,93
344,4,11:48.0,,M. Leonard makes free throw 1 of 2,90,94
345,4,11:48.0,,M. Leonard makes free throw 2 of 2,90,95
346,4,11:41.0,Personal foul by W. Baldwin (drawn by T. Young),,90,95
347,4,11:34.0,T. Young makes 2-pt jump shot from 8 ft,,92,95
348,4,11:10.0,,Z. Collins makes 2-pt layup from 2 ft (assist by W. Baldwin),92,97
349,4,10:58.0,J. Collins misses 2-pt layup from 2 ft,,92,97
350,4,10:58.0,,Defensive rebound by W. Baldwin,92,97
351,4,10:58.0,,Personal foul by T. Young (drawn by W. Baldwin),92,97
352,4,10:43.0,,Turnover by W. Baldwin (out of bounds lost ball),92,97
353,4,10:30.0,Turnover by K. Huerter (bad pass; steal by W. Baldwin),,92,97
354,4,10:24.0,,M. Leonard makes 2-pt layup from 3 ft (assist by Z. Collins),92,99
355,4,10:24.0,Atlanta full timeout,,92,99
356,4,10:10.0,V. Carter misses 3-pt jump shot from 25 ft,,92,99
357,4,10:09.0,Offensive rebound by V. Carter,,92,99
358,4,10:08.0,Shooting foul by W. Baldwin (drawn by V. Carter),,92,99
359,4,10:08.0,V. Carter misses free throw 1 of 2,,92,99
360,4,10:08.0,Offensive rebound by Team,,92,99
361,4,10:08.0,V. Carter misses free throw 2 of 2,,92,99
362,4,10:06.0,,Defensive rebound by W. Baldwin,92,99
363,4,9:43.0,,W. Baldwin misses 3-pt jump shot from 25 ft (block by T. Young),92,99
364,4,9:43.0,,Offensive rebound by Team,92,99
365,4,9:43.0,,Turnover by Team (shot clock),92,99
366,4,9:37.0,T. Young makes 3-pt jump shot from 25 ft,,95,99
367,4,9:18.0,,Personal foul by T. Young (drawn by W. Baldwin),95,99
368,4,9:18.0,,M. Harkless enters the game for Z. Collins,95,99
369,4,9:11.0,,J. Layman makes 2-pt jump shot from 18 ft (assist by W. Baldwin),95,101
370,4,8:58.0,Personal foul by W. Baldwin (drawn by T. Young),,95,101
371,4,8:50.0,T. Young misses 3-pt jump shot from 25 ft,,95,101
372,4,8:48.0,,Defensive rebound by W. Baldwin,95,101
373,4,8:46.0,,Turnover by W. Baldwin (bad pass),95,101
374,4,8:37.0,K. Huerter misses 3-pt jump shot from 27 ft,,95,101
375,4,8:34.0,,Defensive rebound by M. Leonard,95,101
376,4,8:21.0,,M. Harkless misses 3-pt jump shot from 24 ft,95,101
377,4,8:18.0,Defensive rebound by T. Young,,95,101
378,4,8:13.0,Turnover by T. Young (bad pass),,95,101
379,4,8:00.0,,S. Curry misses 3-pt jump shot from 25 ft,95,101
380,4,7:56.0,Defensive rebound by V. Carter,,95,101
381,4,7:48.0,J. Collins makes 2-pt layup from 1 ft (assist by V. Carter),,97,101
382,4,7:30.0,,W. Baldwin misses 3-pt jump shot from 25 ft,97,101
383,4,7:28.0,Defensive rebound by J. Collins,,97,101
384,4,7:18.0,V. Carter makes 3-pt jump shot from 27 ft (assist by T. Young),,100,101
385,4,7:17.0,,Portland full timeout,100,101
