,QUARTER,TIME_REMAINING,BOSTON_ACTION,SAN ANTONIO_ACTION,BOSTON_SCORE,SAN ANTONIO_SCORE
32,1,7:36.0,,D. DeRozan misses 2-pt jump shot from 8 ft,10,7
33,1,7:36.0,Defensive rebound by Team,,10,7
34,1,7:27.0,M. Morris misses 2-pt layup from 5 ft (block by L. Aldridge),,10,7
35,1,7:22.0,,Defensive rebound by D. DeRozan,10,7
36,1,7:12.0,,L. Aldridge misses 2-pt jump shot from 11 ft,10,7
37,1,7:05.0,Defensive rebound by K. Irving,,10,7
38,1,6:57.0,A. Horford misses 2-pt layup from 7 ft (block by L. Aldridge),,10,7
39,1,6:53.0,,Defensive rebound by J. Poeltl,10,7
40,1,6:52.0,,Turnover by J. Poeltl (offensive foul),10,7
41,1,6:52.0,,Offensive foul by J. Poeltl (drawn by J. Tatum),10,7
42,1,6:52.0,,San Antonio full timeout,10,7
43,1,6:52.0,,D. Bertāns enters the game for J. Poeltl,10,7
44,1,6:49.0,J. Tatum makes 2-pt dunk from 4 ft (assist by K. Irving),,12,7
45,1,6:36.0,,D. DeRozan misses 2-pt jump shot from 4 ft (block by J. Tatum),12,7
46,1,6:36.0,,Offensive rebound by Team,12,7
47,1,6:28.0,,D. White makes 2-pt layup from 6 ft (assist by D. DeRozan),12,9
48,1,6:04.0,J. Tatum misses 3-pt jump shot from 27 ft,,12,9
49,1,6:00.0,,Defensive rebound by D. DeRozan,12,9
50,1,5:54.0,,L. Aldridge misses 2-pt hook shot from 6 ft,12,9
51,1,5:51.0,,Offensive rebound by L. Aldridge,12,9
52,1,5:49.0,,L. Aldridge misses 2-pt layup from 5 ft,12,9
53,1,5:49.0,,Offensive rebound by D. Bertāns,12,9
54,1,5:48.0,,D. Bertāns misses 2-pt layup from 1 ft,12,9
55,1,5:48.0,,Offensive rebound by D. Bertāns,12,9
56,1,5:41.0,,D. DeRozan misses 2-pt jump shot from 17 ft,12,9
57,1,5:38.0,Defensive rebound by J. Tatum,,12,9
58,1,5:25.0,M. Morris misses 2-pt jump shot from 16 ft,,12,9
59,1,5:23.0,,Defensive rebound by D. DeRozan,12,9
60,1,5:16.0,,Personal foul by M. Smart (drawn by D. DeRozan),12,9
61,1,5:16.0,J. Brown enters the game for A. Horford,,12,9
62,1,5:16.0,G. Hayward enters the game for M. Morris,,12,9
63,1,5:16.0,D. Theis enters the game for M. Smart,,12,9
64,1,5:16.0,,P. Mills enters the game for D. White,12,9
65,1,5:05.0,,Shooting foul by D. Theis (drawn by L. Aldridge),12,9
66,1,5:05.0,,L. Aldridge misses free throw 1 of 2,12,9
67,1,5:05.0,,Offensive rebound by Team,12,9
68,1,5:05.0,,M. Belinelli enters the game for B. Forbes,12,9
69,1,5:05.0,,L. Aldridge makes free throw 2 of 2,12,10
70,1,4:44.0,K. Irving misses 2-pt jump shot from 10 ft,,12,10
71,1,4:40.0,,Defensive rebound by D. DeRozan,12,10
72,1,4:35.0,,M. Belinelli misses 3-pt jump shot from 23 ft,12,10
73,1,4:31.0,Defensive rebound by K. Irving,,12,10
74,1,4:26.0,G. Hayward misses 3-pt jump shot from 26 ft,,12,10
75,1,4:22.0,,Defensive rebound by L. Aldridge,12,10
76,1,4:07.0,,L. Aldridge misses 2-pt hook shot from 6 ft,12,10
77,1,4:07.0,Defensive rebound by J. Tatum,,12,10
78,1,3:59.0,J. Tatum misses 2-pt jump shot from 8 ft,,12,10
79,1,3:55.0,Offensive rebound by J. Tatum,,12,10
80,1,3:55.0,J. Tatum makes 2-pt layup from 1 ft,,14,10
81,1,3:49.0,,Shooting foul by D. Theis (drawn by M. Belinelli),14,10
82,1,3:49.0,,M. Belinelli makes free throw 1 of 2,14,11
83,1,3:49.0,T. Rozier enters the game for K. Irving,,14,11
84,1,3:49.0,,P. Gasol enters the game for L. Aldridge,14,11
85,1,3:49.0,,M. Belinelli makes free throw 2 of 2,14,12
86,1,3:28.0,J. Brown misses 2-pt jump shot from 19 ft,,14,12
87,1,3:24.0,,Defensive rebound by P. Gasol,14,12
88,1,3:11.0,,P. Mills misses 3-pt jump shot from 26 ft,14,12
89,1,3:06.0,Defensive rebound by G. Hayward,,14,12
90,1,3:05.0,Shooting foul by D. Bertāns (drawn by J. Brown),,14,12
91,1,3:05.0,J. Brown makes free throw 1 of 2,,15,12
92,1,3:05.0,J. Brown makes free throw 2 of 2,,16,12
93,1,2:54.0,,D. DeRozan makes 2-pt layup from 6 ft,16,14
94,1,2:53.0,Boston full timeout,,16,14
95,1,2:33.0,G. Hayward misses 3-pt jump shot from 27 ft,,16,14
96,1,2:32.0,,Defensive rebound by P. Gasol,16,14
97,1,2:23.0,,D. DeRozan misses 2-pt layup from 7 ft (block by T. Rozier),16,14
98,1,2:23.0,,Offensive rebound by Team,16,14
99,1,2:18.0,,P. Mills misses 3-pt jump shot from 26 ft,16,14
100,1,2:14.0,Defensive rebound by J. Tatum,,16,14
101,1,1:58.0,T. Rozier misses 2-pt jump shot from 9 ft,,16,14
102,1,1:56.0,Offensive rebound by D. Theis,,16,14
103,1,1:54.0,D. Theis makes 2-pt layup from 5 ft,,18,14
104,1,1:43.0,,P. Mills misses 3-pt jump shot from 25 ft,18,14
105,1,1:43.0,Defensive rebound by J. Tatum,,18,14
106,1,1:33.0,D. Theis misses 3-pt jump shot from 27 ft,,18,14
107,1,1:30.0,,Defensive rebound by P. Gasol,18,14
108,1,1:26.0,,D. Bertāns misses 3-pt jump shot from 27 ft,18,14
109,1,1:22.0,Defensive rebound by J. Brown,,18,14
110,1,1:02.0,J. Brown makes 3-pt jump shot from 26 ft (assist by T. Rozier),,21,14
111,1,0:47.0,,D. DeRozan misses 2-pt jump shot from 8 ft,21,14
112,1,0:47.0,Defensive rebound by D. Theis,,21,14
113,1,0:39.0,Shooting foul by P. Gasol (drawn by J. Brown),,21,14
114,1,0:39.0,J. Brown makes free throw 1 of 2,,22,14
115,1,0:39.0,M. Morris enters the game for J. Tatum,,22,14
116,1,0:39.0,,B. Forbes enters the game for D. DeRozan,22,14
117,1,0:39.0,J. Brown makes free throw 2 of 2,,23,14
118,1,0:30.0,,B. Forbes makes 3-pt jump shot from 25 ft (assist by M. Belinelli),23,17
119,1,0:10.0,G. Hayward misses 3-pt jump shot from 28 ft,,23,17
120,1,0:06.0,,Defensive rebound by P. Gasol,23,17
121,1,0:00.0,,D. Bertāns misses 3-pt jump shot from 26 ft,23,17
122,1,0:00.0,,Offensive rebound by Team,23,17
123,2,11:47.0,Turnover by D. Theis (traveling),,23,17
124,2,11:36.0,,B. Forbes misses 3-pt jump shot from 26 ft,23,17
125,2,11:32.0,Defensive rebound by M. Morris,,23,17
126,2,11:29.0,J. Brown misses 3-pt jump shot from 28 ft,,23,17
127,2,11:25.0,Offensive rebound by D. Theis,,23,17
128,2,11:21.0,M. Morris misses 2-pt jump shot from 19 ft,,23,17
129,2,11:17.0,,Defensive rebound by P. Gasol,23,17
130,2,11:07.0,,D. Bertāns makes 2-pt jump shot from 11 ft (assist by M. Belinelli),23,19
131,2,10:44.0,G. Hayward misses 3-pt jump shot from 24 ft,,23,19
132,2,10:40.0,,Defensive rebound by P. Mills,23,19
133,2,10:37.0,,Shooting foul by M. Morris (drawn by M. Belinelli),23,19
134,2,10:37.0,,M. Belinelli makes free throw 1 of 3,23,20
135,2,10:37.0,,M. Belinelli makes free throw 2 of 3,23,21
136,2,10:37.0,,J. Poeltl enters the game for P. Gasol,23,21
137,2,10:37.0,,M. Belinelli makes free throw 3 of 3,23,22
138,2,10:24.0,M. Morris makes 2-pt jump shot from 11 ft (assist by G. Hayward),,25,22
139,2,10:03.0,,D. Bertāns misses 2-pt jump shot from 7 ft,25,22
140,2,10:01.0,Defensive rebound by T. Rozier,,25,22
141,2,9:57.0,J. Brown makes 2-pt layup from 8 ft (assist by T. Rozier),,27,22
142,2,9:57.0,,San Antonio full timeout,27,22
143,2,9:57.0,,L. Aldridge enters the game for D. Bertāns,27,22
144,2,9:57.0,,D. White enters the game for P. Mills,27,22
145,2,9:43.0,,B. Forbes misses 2-pt jump shot from 19 ft,27,22
146,2,9:39.0,Defensive rebound by D. Theis,,27,22
147,2,9:32.0,J. Brown makes 3-pt jump shot from 24 ft (assist by D. Theis),,30,22
148,2,9:14.0,,L. Aldridge misses 2-pt hook shot from 5 ft,30,22
149,2,9:11.0,Defensive rebound by D. Theis,,30,22
150,2,9:07.0,T. Rozier makes 3-pt jump shot from 26 ft,,33,22
151,2,8:46.0,,L. Aldridge makes 2-pt hook shot from 6 ft,33,24
152,2,8:28.0,J. Brown makes 2-pt jump shot from 8 ft (assist by G. Hayward),,35,24
153,2,8:18.0,,J. Poeltl misses 2-pt layup from 7 ft (block by M. Morris),35,24
154,2,8:12.0,,Offensive rebound by L. Aldridge,35,24
155,2,8:12.0,,L. Aldridge makes 2-pt layup at rim,35,26
156,2,7:58.0,M. Morris makes 3-pt jump shot from 26 ft,,38,26
157,2,7:50.0,,D. White makes 2-pt jump shot from 6 ft,38,28
158,2,7:50.0,,Shooting foul by T. Rozier (drawn by D. White),38,28
159,2,7:50.0,M. Smart enters the game for G. Hayward,,38,28
160,2,7:50.0,G. Yabusele enters the game for D. Theis,,38,28
161,2,7:50.0,,D. DeRozan enters the game for M. Belinelli,38,28
162,2,7:50.0,,D. White misses free throw 1 of 1,38,28
163,2,7:45.0,,Offensive rebound by J. Poeltl,38,28
164,2,7:35.0,,D. DeRozan misses 2-pt jump shot from 16 ft,38,28
165,2,7:32.0,Defensive rebound by M. Morris,,38,28
166,2,7:17.0,M. Morris misses 2-pt jump shot from 10 ft,,38,28
167,2,7:12.0,,Defensive rebound by L. Aldridge,38,28
168,2,6:58.0,,L. Aldridge misses 2-pt layup from 5 ft (block by J. Brown),38,28
169,2,6:55.0,Defensive rebound by M. Morris,,38,28
170,2,6:41.0,Shooting foul by B. Forbes (drawn by T. Rozier),,38,28
171,2,6:41.0,T. Rozier misses free throw 1 of 2,,38,28
172,2,6:41.0,Offensive rebound by Team,,38,28
173,2,6:41.0,K. Irving enters the game for M. Morris,,38,28
174,2,6:41.0,,D. Bertāns enters the game for J. Poeltl,38,28
175,2,6:41.0,T. Rozier misses free throw 2 of 2,,38,28
176,2,6:39.0,,Defensive rebound by D. DeRozan,38,28
177,2,6:31.0,,Personal foul by G. Yabusele (drawn by L. Aldridge),38,28
178,2,6:25.0,,D. White makes 3-pt jump shot from 25 ft (assist by D. DeRozan),38,31
179,2,6:01.0,J. Brown makes 2-pt dunk from 4 ft (assist by K. Irving),,40,31
180,2,5:51.0,,Shooting foul by G. Yabusele (drawn by D. White),40,31
181,2,5:51.0,,D. White makes free throw 1 of 2,40,32
182,2,5:51.0,J. Tatum enters the game for T. Rozier,,40,32
183,2,5:51.0,,D. White makes free throw 2 of 2,40,33
184,2,5:37.0,J. Tatum makes 2-pt jump shot from 20 ft (assist by G. Yabusele),,42,33
185,2,5:24.0,,D. DeRozan misses 2-pt layup from 5 ft (block by M. Smart),42,33
186,2,5:21.0,Defensive rebound by M. Smart,,42,33
187,2,5:20.0,J. Brown makes 2-pt layup from 3 ft (assist by M. Smart),,44,33
188,2,5:19.0,,San Antonio full timeout,44,33
189,2,5:05.0,,L. Aldridge makes 2-pt jump shot from 9 ft,44,35
190,2,4:49.0,M. Smart makes 2-pt jump shot from 21 ft (assist by K. Irving),,46,35
191,2,4:49.0,,M. Belinelli enters the game for B. Forbes,46,35
192,2,4:49.0,,P. Mills enters the game for D. White,46,35
193,2,4:26.0,,L. Aldridge misses 2-pt jump shot from 7 ft,46,35
194,2,4:24.0,,Offensive rebound by L. Aldridge,46,35
195,2,4:21.0,,L. Aldridge makes 2-pt layup from 4 ft,46,37
196,2,4:06.0,Turnover by G. Yabusele (out of bounds lost ball),,46,37
197,2,3:59.0,,Personal foul by G. Yabusele (drawn by L. Aldridge),46,37
198,2,3:59.0,,L. Aldridge makes free throw 1 of 2,46,38
199,2,3:59.0,G. Hayward enters the game for J. Brown,,46,38
200,2,3:59.0,A. Horford enters the game for G. Yabusele,,46,38
201,2,3:59.0,,B. Forbes enters the game for D. DeRozan,46,38
202,2,3:59.0,,L. Aldridge makes free throw 2 of 2,46,39
203,2,3:39.0,Turnover by M. Smart (bad pass; steal by M. Belinelli),,46,39
204,2,3:34.0,,D. Bertāns makes 3-pt jump shot from 27 ft (assist by B. Forbes),46,42
205,2,3:17.0,A. Horford misses 3-pt jump shot from 26 ft,,46,42
206,2,3:14.0,,Defensive rebound by L. Aldridge,46,42
207,2,3:00.0,,L. Aldridge makes 2-pt jump shot from 11 ft,46,44
208,2,2:40.0,A. Horford makes 3-pt jump shot from 27 ft (assist by K. Irving),,49,44
209,2,2:16.0,,D. Bertāns misses 3-pt jump shot from 26 ft,49,44
210,2,2:12.0,Defensive rebound by J. Tatum,,49,44
211,2,1:58.0,J. Tatum misses 2-pt layup from 6 ft,,49,44
212,2,1:56.0,Offensive rebound by G. Hayward,,49,44
213,2,1:55.0,M. Smart misses 3-pt jump shot from 26 ft,,49,44
214,2,1:54.0,Offensive rebound by Team,,49,44
215,2,1:54.0,,Loose ball foul by M. Belinelli (drawn by J. Tatum),49,44
216,2,1:50.0,Personal foul by B. Forbes (drawn by M. Smart),,49,44
217,2,1:50.0,M. Smart makes free throw 1 of 2,,50,44
218,2,1:50.0,M. Smart misses free throw 2 of 2,,50,44
219,2,1:47.0,,Defensive rebound by M. Belinelli,50,44
220,2,1:32.0,,D. Bertāns misses 2-pt layup from 6 ft (block by J. Tatum),50,44
221,2,1:29.0,Defensive rebound by M. Smart,,50,44
222,2,1:27.0,K. Irving misses 2-pt layup from 9 ft,,50,44
223,2,1:25.0,Offensive rebound by Team,,50,44
224,2,1:14.0,J. Tatum makes 2-pt layup from 6 ft,,52,44
225,2,0:53.0,,L. Aldridge makes 2-pt layup from 6 ft,52,46
226,2,0:38.0,Turnover by G. Hayward (bad pass; steal by L. Aldridge),,52,46
227,2,0:20.0,,Turnover by P. Mills (bad pass),52,46
228,2,0:03.0,Turnover by K. Irving (bad pass; steal by B. Forbes),,52,46
229,3,11:40.0,A. Horford makes 2-pt jump shot from 18 ft (assist by M. Smart),,54,46
230,3,11:25.0,,D. DeRozan misses 2-pt jump shot from 14 ft,54,46
231,3,11:21.0,Defensive rebound by J. Tatum,,54,46
232,3,11:14.0,Offensive foul by J. Tatum (drawn by D. DeRozan),,54,46
233,3,11:14.0,Turnover by J. Tatum (offensive foul),,54,46
234,3,10:59.0,,D. White makes 2-pt layup from 7 ft (assist by J. Poeltl),54,48
235,3,10:38.0,Turnover by A. Horford (lost ball; steal by D. White),,54,48
236,3,10:33.0,,B. Forbes misses 2-pt layup from 3 ft,54,48
237,3,10:30.0,Defensive rebound by M. Morris,,54,48
238,3,10:26.0,Shooting foul by D. White (drawn by K. Irving),,54,48
239,3,10:26.0,K. Irving misses free throw 1 of 2,,54,48
240,3,10:26.0,Offensive rebound by Team,,54,48
241,3,10:26.0,K. Irving makes free throw 2 of 2,,55,48
242,3,10:09.0,,D. White makes 3-pt jump shot from 28 ft (assist by L. Aldridge),55,51
243,3,9:52.0,K. Irving makes 2-pt jump shot from 9 ft (assist by M. Smart),,57,51
244,3,9:37.0,,D. White makes 2-pt jump shot from 6 ft (assist by B. Forbes),57,53
245,3,9:24.0,A. Horford misses 2-pt jump shot from 21 ft,,57,53
246,3,9:21.0,,Defensive rebound by D. DeRozan,57,53
247,3,9:14.0,,L. Aldridge makes 2-pt jump shot from 3 ft (assist by D. DeRozan),57,55
248,3,9:14.0,Boston full timeout,,57,55
249,3,9:02.0,K. Irving makes 2-pt jump shot from 16 ft,,59,55
250,3,8:44.0,,L. Aldridge makes 2-pt jump shot from 11 ft,59,57
251,3,8:44.0,,Shooting foul by A. Horford (drawn by L. Aldridge),59,57
252,3,8:44.0,,L. Aldridge makes free throw 1 of 1,59,58
253,3,8:30.0,M. Morris makes 2-pt layup from 6 ft (assist by K. Irving),,61,58
254,3,8:11.0,,J. Poeltl makes 2-pt layup from 5 ft (assist by D. White),61,60
255,3,7:48.0,J. Tatum makes 2-pt jump shot from 19 ft (assist by K. Irving),,63,60
256,3,7:30.0,,L. Aldridge misses 2-pt jump shot from 19 ft,63,60
257,3,7:27.0,Defensive rebound by J. Tatum,,63,60
258,3,7:15.0,A. Horford makes 2-pt hook shot from 6 ft,,65,60
259,3,7:15.0,,San Antonio full timeout,65,60
260,3,7:15.0,,D. Bertāns enters the game for J. Poeltl,65,60
261,3,6:51.0,,D. Bertāns makes 3-pt jump shot from 24 ft (assist by D. DeRozan),65,63
262,3,6:32.0,J. Tatum misses 3-pt jump shot from 23 ft,,65,63
263,3,6:29.0,,Defensive rebound by L. Aldridge,65,63
264,3,6:23.0,,D. White makes 2-pt layup from 2 ft,65,65
265,3,6:13.0,K. Irving makes 2-pt layup from 4 ft,,67,65
266,3,5:59.0,,L. Aldridge makes 2-pt layup from 3 ft (assist by D. White),67,67
267,3,5:49.0,K. Irving misses 2-pt jump shot from 9 ft (block by D. White),,67,67
268,3,5:45.0,,Defensive rebound by D. White,67,67
269,3,5:42.0,,D. DeRozan makes 2-pt layup from 15 ft,67,69
270,3,5:42.0,,Shooting foul by J. Tatum (drawn by D. DeRozan),67,69
271,3,5:42.0,J. Brown enters the game for A. Horford,,67,69
272,3,5:42.0,G. Hayward enters the game for M. Morris,,67,69
273,3,5:42.0,D. Theis enters the game for M. Smart,,67,69
274,3,5:42.0,,D. DeRozan makes free throw 1 of 1,67,70
275,3,5:33.0,K. Irving misses 3-pt jump shot from 27 ft,,67,70
276,3,5:30.0,,Defensive rebound by L. Aldridge,67,70
277,3,5:22.0,,B. Forbes makes 2-pt jump shot from 7 ft,67,72
278,3,4:57.0,J. Tatum misses 3-pt jump shot from 25 ft,,67,72
279,3,4:55.0,,Defensive rebound by D. White,67,72
280,3,4:49.0,,D. White makes 2-pt layup from 3 ft,67,74
281,3,4:49.0,Boston full timeout,,67,74
282,3,4:49.0,,M. Belinelli enters the game for B. Forbes,67,74
283,3,4:35.0,G. Hayward misses 2-pt jump shot from 19 ft,,67,74
284,3,4:32.0,,Defensive rebound by D. Bertāns,67,74
285,3,4:26.0,,D. DeRozan makes 2-pt layup from 6 ft,67,76
286,3,4:09.0,J. Brown misses 3-pt jump shot from 25 ft,,67,76
287,3,4:05.0,,Defensive rebound by D. Bertāns,67,76
288,3,3:53.0,,L. Aldridge makes 2-pt jump shot from 17 ft (assist by D. White),67,78
289,3,3:41.0,D. Theis misses 2-pt jump shot from 11 ft,,67,78
290,3,3:37.0,,Defensive rebound by D. Bertāns,67,78
291,3,3:32.0,,L. Aldridge makes 2-pt layup from 6 ft (assist by D. DeRozan),67,80
292,3,3:32.0,,Shooting foul by D. Theis (drawn by L. Aldridge),67,80
293,3,3:32.0,T. Rozier enters the game for K. Irving,,67,80
294,3,3:32.0,,P. Mills enters the game for D. White,67,80
295,3,3:32.0,,L. Aldridge makes free throw 1 of 1,67,81
296,3,3:26.0,Personal foul by P. Mills (drawn by G. Hayward),,67,81
297,3,3:26.0,,J. Poeltl enters the game for L. Aldridge,67,81
298,3,3:20.0,J. Brown makes 2-pt layup from 6 ft (assist by G. Hayward),,69,81
299,3,3:13.0,,Personal foul by J. Tatum (drawn by P. Mills),69,81
300,3,2:58.0,,P. Mills makes 3-pt jump shot from 24 ft (assist by D. DeRozan),69,84
301,3,2:41.0,G. Hayward misses 3-pt jump shot from 26 ft,,69,84
302,3,2:38.0,,Defensive rebound by D. DeRozan,69,84
303,3,2:29.0,,J. Poeltl misses 2-pt layup from 7 ft (block by J. Brown),69,84
304,3,2:23.0,,Offensive rebound by J. Poeltl,69,84
305,3,2:23.0,,J. Poeltl misses 2-pt layup from 1 ft,69,84
306,3,2:23.0,Defensive rebound by G. Hayward,,69,84
307,3,2:19.0,T. Rozier makes 3-pt jump shot from 24 ft (assist by G. Hayward),,72,84
308,3,1:56.0,,D. DeRozan makes 2-pt layup from 3 ft (assist by J. Poeltl),72,86
309,3,1:39.0,T. Rozier makes 3-pt jump shot from 26 ft (assist by J. Brown),,75,86
310,3,1:23.0,,Turnover by P. Mills (bad pass; steal by G. Hayward),75,86
311,3,1:18.0,T. Rozier makes 3-pt jump shot from 27 ft (assist by J. Brown),,78,86
312,3,0:58.0,,M. Belinelli makes 3-pt jump shot from 24 ft (assist by J. Poeltl),78,89
313,3,0:47.0,Shooting foul by D. Bertāns (drawn by J. Brown),,78,89
314,3,0:47.0,J. Brown makes free throw 1 of 2,,79,89
315,3,0:47.0,M. Smart enters the game for J. Tatum,,79,89
316,3,0:47.0,J. Brown makes free throw 2 of 2,,80,89
317,3,0:29.0,,P. Mills makes 3-pt jump shot from 24 ft (assist by D. DeRozan),80,92
318,3,0:07.0,M. Smart makes 2-pt layup from 8 ft (assist by T. Rozier),,82,92
319,3,0:00.0,,D. DeRozan misses 2-pt jump shot from 13 ft,82,92
320,3,0:00.0,,Offensive rebound by Team,82,92
321,4,11:45.0,,M. Belinelli misses 3-pt jump shot from 26 ft,82,92
322,4,11:41.0,Defensive rebound by G. Hayward,,82,92
323,4,11:30.0,D. Theis misses 2-pt jump shot from 16 ft,,82,92
324,4,11:28.0,,Defensive rebound by M. Belinelli,82,92
325,4,11:23.0,,Turnover by M. Belinelli (out of bounds lost ball),82,92
326,4,11:23.0,,D. Cunningham enters the game for D. Bertāns,82,92
327,4,11:08.0,J. Brown misses 2-pt jump shot from 9 ft,,82,92
328,4,11:05.0,,Defensive rebound by M. Belinelli,82,92
329,4,10:55.0,,B. Forbes misses 2-pt jump shot from 8 ft,82,92
330,4,10:54.0,Defensive rebound by D. Theis,,82,92
331,4,10:52.0,J. Brown makes 2-pt dunk from 2 ft (assist by G. Hayward),,84,92
332,4,10:33.0,,P. Mills makes 2-pt layup from 3 ft (assist by J. Poeltl),84,94
333,4,10:22.0,T. Rozier misses 2-pt jump shot from 8 ft,,84,94
334,4,10:22.0,Offensive rebound by T. Rozier,,84,94
335,4,10:17.0,T. Rozier misses 2-pt layup at rim,,84,94
336,4,10:17.0,,Defensive rebound by D. Cunningham,84,94
337,4,10:04.0,,M. Belinelli misses 2-pt layup from 2 ft (block by D. Theis),84,94
338,4,9:59.0,Defensive rebound by J. Brown,,84,94
339,4,9:57.0,T. Rozier misses 3-pt jump shot from 25 ft,,84,94
340,4,9:53.0,,Defensive rebound by D. Cunningham,84,94
341,4,9:38.0,,P. Mills makes 3-pt jump shot from 27 ft (assist by J. Poeltl),84,97
342,4,9:13.0,J. Brown misses 2-pt layup from 6 ft,,84,97
343,4,9:11.0,Offensive rebound by J. Brown,,84,97
344,4,9:08.0,J. Brown makes 2-pt jump shot from 8 ft,,86,97
345,4,9:08.0,,San Antonio full timeout,86,97
346,4,9:08.0,M. Morris enters the game for G. Hayward,,86,97
347,4,9:08.0,,L. Aldridge enters the game for J. Poeltl,86,97
348,4,8:47.0,,B. Forbes misses 3-pt jump shot from 28 ft,86,97
349,4,8:43.0,Defensive rebound by M. Smart,,86,97
350,4,8:24.0,D. Theis makes 2-pt jump shot from 11 ft (assist by M. Smart),,88,97
351,4,8:10.0,,L. Aldridge makes 2-pt jump shot from 7 ft,88,99
352,4,8:10.0,,Shooting foul by D. Theis (drawn by L. Aldridge),88,99
353,4,8:10.0,A. Horford enters the game for T. Rozier,,88,99
354,4,8:10.0,K. Irving enters the game for D. Theis,,88,99
355,4,8:10.0,,D. DeRozan enters the game for D. Cunningham,88,99
356,4,8:10.0,,D. White enters the game for P. Mills,88,99
357,4,8:10.0,,L. Aldridge makes free throw 1 of 1,88,100
358,4,7:56.0,M. Smart misses 3-pt jump shot from 27 ft,,88,100
359,4,7:53.0,Offensive rebound by A. Horford,,88,100
360,4,7:50.0,K. Irving makes 2-pt jump shot from 13 ft (assist by A. Horford),,90,100
361,4,7:37.0,,Turnover by L. Aldridge (bad pass; steal by K. Irving),90,100
362,4,7:33.0,K. Irving misses 3-pt jump shot from 28 ft,,90,100
363,4,7:32.0,Offensive rebound by Team,,90,100
364,4,7:32.0,,Loose ball foul by M. Belinelli (drawn by K. Irving),90,100
365,4,7:22.0,Shooting foul by M. Belinelli (drawn by J. Brown),,90,100
366,4,7:22.0,J. Brown misses free throw 1 of 2,,90,100
367,4,7:22.0,Offensive rebound by Team,,90,100
368,4,7:22.0,T. Rozier enters the game for K. Irving,,90,100
369,4,7:22.0,,D. Bertāns enters the game for M. Belinelli,90,100
370,4,7:22.0,J. Brown makes free throw 2 of 2,,91,100
371,4,7:03.0,,D. Bertāns makes 3-pt jump shot from 24 ft (assist by L. Aldridge),91,103
372,4,6:54.0,Turnover by M. Smart (bad pass; steal by D. DeRozan),,91,103
373,4,6:53.0,,Turnover by B. Forbes (lost ball; steal by M. Smart),91,103
374,4,6:52.0,Turnover by M. Smart (back court),,91,103
375,4,6:41.0,,Turnover by L. Aldridge (offensive foul),91,103
376,4,6:41.0,,Offensive foul by L. Aldridge (drawn by M. Morris),91,103
377,4,6:41.0,J. Tatum enters the game for M. Smart,,91,103
378,4,6:29.0,M. Morris makes 3-pt jump shot from 26 ft (assist by T. Rozier),,94,103
379,4,6:04.0,,B. Forbes makes 2-pt jump shot from 18 ft (assist by D. DeRozan),94,105
380,4,5:55.0,J. Tatum makes 2-pt jump shot from 11 ft (assist by T. Rozier),,96,105
